SA1_7DIGITCODE_2016,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
1129017,0,0,0,3,0,0,0,3,0,10,0,0,3,0,0,0,0,0,0,11,0,3,10,0,4,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,19,30,18,7,21,11,4,3,0,106
1129018,3,5,0,0,3,0,0,0,4,17,0,8,0,0,0,0,0,3,0,11,3,3,23,5,3,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,6,0,0,0,0,3,3,0,0,0,10,29,78,33,18,22,10,9,8,5,208
1129019,3,0,0,0,3,0,0,0,0,6,5,0,0,3,3,0,0,0,0,10,6,3,14,3,3,0,3,3,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,25,20,7,25,8,3,5,0,120
1129020,0,8,3,0,0,0,0,0,0,15,3,8,0,0,7,0,0,0,0,20,7,4,3,3,3,0,0,0,3,30,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,25,59,15,11,21,7,3,3,9,151
1129021,3,3,0,0,3,0,0,0,0,16,0,0,0,4,3,0,3,0,0,15,3,0,19,0,0,3,0,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,5,20,74,25,21,29,10,3,3,3,187
1129022,3,0,0,3,4,0,0,0,0,14,3,9,6,3,0,3,0,0,0,20,5,6,4,3,3,3,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,27,51,13,14,14,17,3,3,3,148
1129023,0,3,0,5,3,0,0,0,0,15,0,3,0,0,4,0,0,0,0,9,0,0,9,4,8,0,0,0,0,29,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,13,51,15,21,22,8,3,3,3,142
1129024,0,3,0,3,3,0,0,0,0,18,0,3,0,0,7,0,0,3,0,15,7,3,9,3,8,0,3,3,0,29,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,28,63,12,22,31,7,12,7,4,185
1129025,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,8,4,0,4,0,3,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,36,3,5,15,0,0,5,0,77
1129026,4,4,0,0,0,3,0,0,0,15,7,8,4,0,3,0,0,0,0,25,0,0,17,3,3,0,7,0,0,34,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,31,84,29,13,26,9,6,3,3,209
1129027,0,3,0,3,3,0,0,0,0,8,5,0,0,0,3,0,0,0,0,11,3,3,9,3,4,5,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,19,50,19,9,15,10,5,5,0,129
1129028,4,0,0,0,4,0,0,0,0,8,3,3,3,3,0,0,0,0,0,15,6,3,14,0,0,3,4,0,0,32,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,6,38,74,25,8,31,16,4,8,3,201
1129029,3,3,3,0,3,3,0,0,0,13,3,3,0,4,5,4,0,3,0,23,3,0,19,5,3,0,3,0,0,39,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,19,69,27,21,28,13,3,3,3,193
1129030,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,3,12,0,7,0,0,5,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,14,49,23,4,16,7,0,8,0,122
1129031,0,0,0,0,0,0,0,0,0,5,6,0,4,0,5,0,0,0,0,16,6,3,8,5,4,0,3,0,3,36,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,3,3,0,15,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,3,0,0,0,8,35,70,23,17,34,7,3,4,3,199
1129032,3,7,3,0,3,0,0,0,0,14,0,0,0,0,3,0,0,0,0,12,4,3,7,4,6,0,4,0,0,26,0,0,0,0,0,4,0,0,0,3,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,41,74,15,13,22,8,3,7,0,187
1129033,4,12,0,0,8,0,0,0,0,22,7,7,0,3,8,3,0,0,0,25,0,7,15,5,10,3,0,0,3,46,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,12,35,130,22,16,52,19,9,11,11,303
1129034,0,0,0,3,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,7,0,0,0,3,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,35,8,6,5,7,3,0,4,79
1129035,3,12,0,8,0,0,0,0,0,19,3,0,3,0,4,0,0,0,0,12,5,4,10,7,3,0,5,3,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,25,65,21,23,18,4,10,4,7,181
1129036,0,0,0,0,0,0,0,0,0,8,4,3,0,3,3,0,0,3,0,15,3,0,5,0,0,0,4,4,0,21,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,0,0,0,6,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,22,81,8,11,20,10,3,9,3,167
1129037,5,3,4,7,6,4,0,0,0,29,13,3,0,4,14,3,3,0,0,43,3,9,31,14,11,5,0,5,0,71,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,3,0,0,0,5,68,189,46,36,72,28,9,13,0,459
1129038,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,10,3,0,5,4,3,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,14,41,13,13,13,3,3,3,0,103
1129039,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,9,3,0,8,0,0,0,0,0,0,15,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,29,15,9,13,4,5,0,0,82
1129040,3,3,3,4,3,0,0,0,0,16,7,5,0,7,0,0,0,0,0,15,6,3,18,3,7,7,0,4,0,46,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,65,27,19,25,15,3,10,0,180
1129041,0,7,0,0,4,0,0,0,0,12,0,0,0,3,3,0,0,0,0,10,0,0,5,3,3,0,4,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,21,51,12,6,14,6,3,0,3,116
1129042,0,3,3,0,3,0,0,0,0,10,0,8,0,0,3,0,3,0,0,17,8,0,8,4,7,0,3,4,0,40,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,27,86,21,12,26,9,7,8,0,202
1129043,7,4,3,0,3,0,0,0,0,18,4,3,0,7,5,0,0,0,0,23,5,0,23,4,9,0,0,3,0,49,0,0,0,0,0,3,0,0,0,4,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,37,70,34,18,38,16,4,5,5,223
1129044,0,0,3,3,3,0,0,0,0,11,3,3,0,0,4,0,0,0,0,9,3,0,14,0,9,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,31,44,21,10,25,6,0,0,0,132
1129045,5,10,3,4,3,0,0,0,0,21,6,3,3,0,0,0,0,0,0,17,10,3,23,8,6,3,0,4,0,54,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,6,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,39,84,36,22,32,12,0,10,0,233
1129046,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,27,11,7,13,3,3,3,0,80
1129047,6,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,16,38,11,5,11,3,0,4,0,88
1129101,3,3,0,0,0,4,0,0,0,13,11,5,0,4,0,0,0,0,0,21,3,0,3,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,4,37,88,11,11,13,4,8,0,3,178
1129102,0,3,0,0,4,0,0,0,0,10,0,3,0,0,5,0,0,0,0,9,3,0,12,3,7,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,73,12,10,26,10,3,0,3,158
1129103,3,5,0,0,4,7,0,3,0,24,4,4,0,0,4,0,0,0,0,18,11,0,10,3,4,0,0,0,0,30,0,0,0,0,0,0,0,0,0,5,0,3,0,0,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,49,83,16,11,38,12,4,10,3,224
1129104,5,7,0,0,3,0,0,0,0,16,0,3,3,0,6,0,3,0,0,13,6,3,11,0,7,0,0,0,0,27,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,28,55,12,5,39,12,4,0,4,165
1129105,0,12,0,0,3,0,0,0,0,16,3,7,0,3,3,0,0,0,0,10,8,4,16,0,7,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,37,66,21,9,26,9,4,0,0,185
1129106,5,4,3,3,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,8,3,0,7,4,8,4,0,0,0,30,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,3,27,70,15,8,24,14,8,8,3,178
1129107,0,0,0,0,3,0,0,0,0,6,0,0,0,0,7,0,0,0,0,10,0,0,7,0,5,0,0,0,0,24,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,32,17,11,18,10,6,0,0,105
1129108,5,9,0,3,5,0,0,0,0,21,0,0,3,3,0,0,0,0,0,12,0,3,16,4,3,4,0,0,0,25,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,39,74,27,11,29,14,0,6,0,194
1129109,3,4,3,3,3,4,0,0,0,17,3,0,5,3,0,0,0,0,0,15,5,3,11,0,5,3,3,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,29,67,28,9,29,10,4,4,3,178
1129110,6,7,3,3,0,3,0,0,0,24,0,3,0,3,3,3,0,0,0,17,3,3,9,4,4,0,0,4,0,28,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,43,91,20,12,34,9,3,5,3,219
1129111,3,3,0,3,0,3,3,0,0,18,3,3,0,4,10,3,0,0,0,22,0,0,6,3,7,0,0,0,0,23,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,9,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,38,106,18,10,50,12,5,8,4,245
1129112,0,3,4,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,9,3,3,5,3,0,0,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,67,12,13,11,8,7,3,6,151
1129113,5,0,0,0,3,0,0,0,0,12,0,0,3,3,0,0,0,0,0,6,3,0,10,0,3,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,20,9,6,16,4,0,0,0,88
1129114,0,0,0,0,0,0,0,0,0,6,3,6,0,3,3,3,0,0,0,21,9,4,10,9,0,0,0,7,0,37,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,55,21,15,24,9,4,5,0,153
1129115,0,7,0,0,0,0,3,0,0,23,0,4,0,3,3,0,0,0,0,12,6,8,12,3,4,0,3,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,4,0,0,3,19,60,25,12,29,13,11,0,0,175
1129116,3,0,3,0,9,0,0,0,0,16,3,3,3,0,0,0,0,0,0,11,6,0,20,0,7,5,3,4,0,46,0,0,0,0,5,0,0,0,0,3,3,0,0,0,3,4,3,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,40,75,33,13,35,12,4,13,3,227
1129117,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,3,0,9,6,0,10,0,0,0,0,0,0,25,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,0,5,0,0,0,0,0,0,0,4,3,0,0,0,3,0,0,0,0,3,21,43,13,8,21,3,3,9,0,121
1129118,0,3,4,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,7,3,0,6,4,5,3,3,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,17,49,22,6,25,4,0,5,0,134
1129119,3,6,3,0,3,0,0,0,0,15,4,3,0,0,0,0,4,0,0,12,4,0,15,3,11,0,4,3,0,40,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,36,61,23,5,23,7,7,7,0,166
1129120,7,9,0,0,9,0,0,0,0,18,0,3,0,6,0,3,3,0,0,17,3,3,8,3,10,3,3,0,0,34,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,37,69,17,17,28,3,11,7,0,185
1129121,4,5,0,0,0,3,0,0,0,13,5,0,4,3,4,0,0,0,0,17,3,4,7,4,4,3,0,0,0,29,0,3,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,32,49,19,9,25,10,3,4,4,160
1129122,0,0,0,0,0,0,0,0,0,8,3,3,0,0,0,0,0,0,0,7,0,0,9,0,4,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,3,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,14,52,16,3,13,6,0,4,0,107
1129123,3,7,7,9,3,7,0,3,0,45,3,6,3,8,6,5,0,3,0,42,9,3,9,9,0,9,0,3,0,49,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,3,44,127,27,42,31,27,8,19,5,333
1129124,0,3,0,0,0,0,0,0,0,4,4,3,0,0,3,0,0,0,0,8,3,0,6,0,8,3,0,3,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,23,56,10,7,27,8,4,7,0,133
1129125,6,10,0,3,5,0,0,0,0,22,4,3,0,3,4,3,0,0,3,14,8,3,4,0,4,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,49,6,12,24,12,3,3,4,155
1129127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,7
1129128,5,5,3,4,4,0,3,0,0,25,3,7,7,0,5,0,0,0,0,21,3,0,14,0,4,3,0,8,0,31,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,38,78,27,18,40,18,8,9,5,234
1129129,4,3,0,0,7,0,0,0,0,17,4,5,3,7,3,0,0,0,0,17,4,0,12,4,4,0,0,5,0,27,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,7,41,87,17,19,39,6,4,5,0,218
1129130,0,3,0,0,0,0,0,0,0,9,3,3,0,0,4,0,0,0,0,8,9,0,3,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,38,4,3,14,6,3,4,0,88
1129131,4,3,0,0,3,0,0,0,0,10,3,0,0,6,0,0,0,0,0,13,4,3,13,8,3,3,0,3,0,38,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,24,54,22,11,22,6,7,8,0,149
1129132,0,0,0,3,0,0,0,3,0,8,3,0,0,0,0,0,0,0,0,4,0,0,3,0,3,0,3,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,33,3,5,10,0,3,5,0,72
1129133,0,0,3,0,7,0,0,0,0,13,7,9,0,3,3,3,0,0,0,25,3,0,12,5,7,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,10,30,45,22,14,19,16,0,5,3,160
1129134,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,11,9,0,10,3,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,76,20,13,17,5,0,0,0,170
1129135,0,0,0,0,4,4,0,0,0,12,0,0,0,6,0,5,0,0,0,18,0,0,7,3,3,3,3,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,32,11,10,18,12,4,4,6,123
1129136,3,3,0,0,7,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,4,0,3,3,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,33,3,8,14,7,0,0,0,75
1129137,3,5,0,0,7,0,0,0,0,20,7,0,0,0,7,0,0,0,0,15,7,0,8,3,8,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,9,73,97,13,5,39,9,4,4,5,248
1129138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1129139,8,3,0,0,3,0,0,0,0,20,0,0,0,3,0,0,0,0,0,7,5,3,9,6,4,0,0,4,3,29,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,26,48,14,14,24,10,0,4,3,153
1129140,7,5,0,0,0,0,0,0,0,15,0,3,0,0,0,0,0,0,0,7,6,0,20,3,10,0,0,5,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,31,56,24,8,25,9,0,5,0,163
1129141,0,16,0,3,3,0,0,0,0,22,3,7,0,3,0,0,0,0,0,17,4,0,16,3,8,3,3,0,0,39,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,24,61,20,12,26,10,3,3,0,164
1129142,0,3,0,3,3,0,0,0,0,12,4,0,0,3,4,0,0,0,0,15,4,0,20,3,0,5,0,3,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,36,73,23,17,26,17,0,7,0,202
1129143,3,5,4,9,4,0,3,3,0,28,5,10,0,8,4,0,0,0,0,29,8,3,15,5,4,3,3,0,0,47,0,0,0,3,3,0,0,0,0,6,3,4,0,0,11,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,48,105,24,27,46,14,5,5,4,277
1129144,0,0,4,0,7,0,0,0,0,13,0,0,0,3,6,3,0,0,0,16,12,0,13,6,3,4,3,4,0,43,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,43,64,14,19,31,13,3,10,0,191
1129145,3,3,3,3,7,0,0,0,0,24,5,3,3,3,3,3,0,0,0,21,7,5,13,7,3,3,0,4,0,39,0,0,0,0,0,0,0,0,0,3,4,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,33,67,23,20,29,17,3,4,11,200
1129146,3,7,0,3,5,3,0,0,0,16,0,3,0,0,3,0,0,0,0,13,8,4,9,3,7,0,0,0,0,33,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,74,10,10,17,8,3,4,0,153
1129147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
