SA1_7DIGITCODE_2016,Pre_school_M,Pre_school_F,Pre_school_P,Infants_Primary_Government_M,Infants_Primary_Government_F,Infants_Primary_Government_P,Infants_Primary_Catholic_M,Infants_Primary_Catholic_F,Infants_Primary_Catholic_P,Infnts_Primry_Othr_Non_Govt_M,Infnts_Primry_Othr_Non_Govt_F,Infnts_Primry_Othr_Non_Govt_P,Infants_Primary_Tot_M,Infants_Primary_Tot_F,Infants_Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_M,Secondary_Tot_F,Secondary_Tot_P,Tec_Furt_Educ_inst_Ft_15_24_M,Tec_Furt_Educ_inst_Ft_15_24_F,Tec_Furt_Educ_inst_Ft_15_24_P,Tec_Furt_Educ_inst_Ft_25_ov_M,Tec_Furt_Educ_inst_Ft_25_ov_F,Tec_Furt_Educ_inst_Ft_25_ov_P,Tec_Furt_Educ_inst_Pt_15_24_M,Tec_Furt_Educ_inst_Pt_15_24_F,Tec_Furt_Educ_inst_Pt_15_24_P,Tec_Furt_Educ_inst_Pt_25_ov_M,Tec_Furt_Educ_inst_Pt_25_ov_F,Tec_Furt_Educ_inst_Pt_25_ov_P,Tec_Furt_Educ_inst_F_Pt_ns_M,Tec_Furt_Educ_inst_F_Pt_ns_F,Tec_Furt_Educ_inst_F_Pt_ns_P,Tec_Furt_Educ_inst_Tot_M,Tec_Furt_Educ_inst_Tot_F,Tec_Furt_Educ_inst_Tot_P,Uni_othr_Tert_Inst_Ft_15_24_M,Uni_othr_Tert_Inst_Ft_15_24_F,Uni_othr_Tert_Inst_Ft_15_24_P,Uni_othr_Tert_Inst_Ft_25_ov_M,Uni_othr_Tert_Inst_Ft_25_ov_F,Uni_othr_Tert_Inst_Ft_25_ov_P,Uni_othr_Tert_Inst_Pt_15_24_M,Uni_othr_Tert_Inst_Pt_15_24_F,Uni_othr_Tert_Inst_Pt_15_24_P,Uni_othr_Tert_Inst_Pt_25_ov_M,Uni_othr_Tert_Inst_Pt_25_ov_F,Uni_othr_Tert_Inst_Pt_25_ov_P,Uni_othr_Tert_Inst_F_Pt_ns_M,Uni_othr_Tert_Inst_F_Pt_ns_F,Uni_othr_Tert_Inst_F_Pt_ns_P,Uni_other_Tert_Instit_Tot_M,Uni_other_Tert_Instit_Tot_F,Uni_other_Tert_Instit_Tot_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
1101008,3,3,6,12,12,23,0,0,0,0,0,0,12,9,21,5,5,14,3,0,4,0,0,0,11,10,20,0,0,0,0,4,4,0,0,4,6,3,11,0,0,0,7,8,18,3,3,4,0,4,3,0,0,0,5,4,11,0,0,0,8,9,16,0,0,0,0,3,6,0,0,0,3,3,8,16,29,49,58,70,133
1101009,3,5,8,8,6,16,0,4,4,0,0,0,8,12,20,5,5,8,4,0,4,3,0,3,7,5,14,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,3,4,3,0,0,0,0,0,0,5,5,6,0,0,0,8,9,9,0,0,0,3,3,4,0,0,0,4,3,3,12,11,22,37,40,82
1101010,9,0,10,3,9,10,0,0,4,0,0,0,5,11,20,7,8,8,0,0,0,0,0,0,7,8,8,0,0,0,0,0,0,3,0,7,0,3,3,0,0,0,5,10,14,0,3,0,3,3,4,0,0,0,4,6,5,0,0,0,7,9,13,0,0,0,0,0,4,0,0,0,0,0,4,11,8,18,36,42,77
1101011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,9,3,12
1101012,0,0,0,0,0,0,3,0,3,0,0,0,7,0,5,0,0,3,0,3,6,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,5,4,13,9,24
1101013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101014,3,0,3,0,3,4,4,0,3,0,0,0,9,6,8,0,0,0,0,0,3,6,0,3,8,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,12,35
1101015,6,3,7,16,11,25,3,3,3,0,0,0,18,16,30,5,7,13,0,0,0,0,0,0,10,10,13,4,0,3,0,0,0,5,3,13,4,7,12,0,0,0,14,15,29,0,0,3,16,13,21,0,0,0,3,8,10,0,0,0,23,22,43,0,0,0,0,5,4,0,0,0,3,5,5,18,15,35,83,83,162
1101016,7,3,9,11,13,22,7,6,13,0,0,0,19,13,38,10,7,11,5,6,14,0,3,3,10,19,27,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,3,7,8,4,0,3,0,0,0,0,0,0,8,6,14,0,0,0,10,10,27,0,0,0,3,3,5,0,0,0,3,3,9,3,0,4,59,53,116
1101017,5,3,10,0,3,4,6,5,8,0,0,0,6,6,11,0,0,0,3,5,6,0,0,0,3,5,7,0,0,0,0,3,3,0,0,3,3,7,7,0,0,0,5,9,14,0,5,3,5,5,9,0,0,0,4,9,14,0,0,0,11,12,24,0,0,0,0,0,0,0,0,0,0,4,3,9,5,14,43,49,90
1101101,6,10,13,29,17,46,3,4,5,0,0,0,30,25,49,7,14,23,4,3,6,7,3,8,21,16,37,0,0,0,0,0,0,3,0,3,3,3,5,0,0,0,10,4,14,3,3,3,0,0,4,0,0,0,8,17,24,0,0,0,12,19,30,0,0,0,0,0,3,0,0,0,0,0,3,25,22,43,90,95,186
1101102,0,3,3,10,5,19,0,3,3,0,0,0,16,12,26,8,5,13,4,3,5,0,3,3,14,17,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,3,7,10,0,0,0,6,8,12,0,0,0,0,0,0,0,0,0,0,0,0,8,16,24,37,54,97
1101103,9,4,11,4,16,21,0,3,0,0,0,0,4,18,21,11,7,17,3,4,6,0,3,3,19,14,27,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,8,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,16,28,43,47,70,117
1101104,0,0,3,8,6,13,6,4,12,4,5,3,13,12,28,3,0,11,5,8,14,0,4,4,14,8,25,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,4,0,3,3,0,0,3,0,0,0,0,0,3,0,0,0,3,4,8,0,0,0,0,0,0,0,0,0,0,0,0,151,76,224,179,108,291
1101105,3,3,11,13,14,20,13,4,16,3,0,3,22,16,41,3,9,15,11,4,16,3,3,6,21,21,36,0,0,0,0,0,0,3,0,3,3,3,5,0,0,0,4,3,8,4,9,10,0,0,0,0,0,0,0,4,8,0,0,0,7,15,16,0,0,0,0,3,3,0,0,0,0,3,3,23,15,41,80,77,156
1101106,3,3,7,14,8,21,4,9,10,3,0,3,21,18,38,4,3,10,8,4,11,5,4,6,17,9,28,0,0,4,0,0,0,4,0,3,3,6,9,0,0,0,4,7,14,3,0,3,0,3,4,0,0,0,3,0,9,0,0,0,4,6,16,0,0,0,0,0,0,0,0,0,0,0,0,16,20,31,71,59,133
1101107,3,0,3,11,10,23,0,0,0,3,0,3,12,18,30,8,13,17,0,0,7,0,0,3,11,10,26,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,3,3,7,0,4,4,0,0,0,0,0,0,0,4,4,0,0,0,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,23,25,43,54,60,109
1101108,8,10,11,24,14,41,0,3,4,0,0,0,25,17,39,9,10,18,0,0,0,0,0,0,11,10,22,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,3,10,9,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,3,3,24,18,45,69,71,138
1101109,3,0,3,6,4,12,3,7,9,4,0,3,11,15,28,11,9,16,4,6,11,0,0,0,14,16,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,4,8,9,0,0,0,8,10,13,0,0,0,0,0,0,0,0,0,0,0,0,27,25,52,62,67,126
1101110,0,0,0,5,3,6,4,5,7,0,3,4,10,12,19,3,3,7,3,0,3,3,0,3,12,4,16,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,5,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,3,3,10,0,0,0,0,3,3,0,0,0,0,3,3,10,8,18,41,32,69
1101111,0,3,5,8,13,20,6,6,13,0,0,3,16,25,37,11,4,18,7,15,20,4,5,8,17,20,38,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,3,6,6,0,3,4,0,0,0,0,0,0,5,6,8,0,0,0,7,9,14,0,0,0,0,0,0,0,0,0,0,0,0,17,23,40,61,89,146
1101112,3,0,6,9,9,16,0,3,3,0,0,0,10,13,18,7,4,5,3,6,8,0,0,0,10,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,7,4,14,35,32,66
1101113,0,0,0,6,3,6,0,4,4,0,0,0,6,5,13,5,3,8,0,0,0,0,0,0,5,3,11,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,17,23,22,30,50
1101115,0,0,0,4,8,13,16,11,25,5,6,7,23,26,49,3,0,9,11,10,28,9,5,14,24,17,42,0,0,0,0,0,0,4,0,4,0,5,5,0,0,0,4,3,7,3,3,7,0,0,0,0,0,0,0,3,3,0,0,0,3,7,15,0,0,0,0,0,0,0,0,0,0,0,0,14,12,25,71,70,137
1101116,0,0,0,10,8,13,3,3,12,0,0,0,10,7,19,4,3,5,3,3,3,0,0,0,6,5,13,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,5,0,5,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,3,0,0,0,0,0,3,41,30,69,63,56,115
1101117,0,0,0,10,9,18,4,0,3,0,0,0,12,12,21,8,5,16,3,0,3,0,0,4,15,10,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,3,3,0,0,3,0,0,0,0,0,5,0,0,0,3,9,7,0,0,0,0,0,0,0,0,0,0,0,0,23,27,50,49,52,103
1101118,3,5,10,15,8,25,4,3,6,3,4,5,24,12,35,5,0,8,3,6,9,4,0,3,10,8,19,0,0,0,0,0,0,4,3,3,4,0,3,0,0,0,7,3,8,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,6,8,0,0,0,0,4,4,0,0,0,0,4,4,26,22,43,66,68,138
1101119,3,3,3,4,8,10,7,3,12,0,0,0,17,7,25,4,3,5,4,3,11,3,0,6,12,6,19,0,0,3,0,0,0,4,0,3,0,0,0,0,0,0,4,3,11,4,3,4,0,0,0,3,0,3,0,0,0,0,0,0,8,7,14,0,0,0,0,3,3,0,0,0,0,3,3,11,9,14,45,34,85
1101120,7,3,12,17,8,29,13,7,21,3,3,4,28,18,50,0,9,8,12,10,21,7,5,6,17,24,42,0,0,0,0,0,0,3,0,3,0,4,9,0,0,0,5,4,7,4,4,11,0,3,5,0,0,0,0,3,3,0,0,0,9,13,22,0,0,0,0,0,0,0,0,0,0,0,0,23,23,46,88,86,168
1101122,0,4,3,6,3,9,8,7,14,0,3,3,12,11,25,7,4,13,0,4,6,3,3,3,7,12,25,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,3,0,6,6,0,0,0,3,8,10,0,0,0,7,8,16,0,0,0,0,0,0,0,0,3,0,0,4,18,9,27,49,53,101
1101123,0,0,0,3,7,10,3,4,12,0,3,7,13,14,23,3,3,5,10,7,15,0,6,4,11,16,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,9,4,17,35,41,77
1101125,11,4,11,25,28,50,4,3,9,0,0,3,33,29,62,24,12,35,4,0,4,0,4,4,25,19,42,0,0,0,0,0,0,3,3,3,9,0,10,0,0,0,11,4,10,0,0,0,3,0,4,0,3,3,0,3,3,0,0,0,3,4,8,0,0,0,0,0,3,0,0,0,0,0,3,18,12,34,98,79,179
1101126,3,3,6,10,18,26,3,0,4,3,0,4,18,22,34,9,11,20,0,5,8,0,3,3,9,19,32,0,0,0,0,0,0,3,0,9,0,3,7,0,0,0,11,3,10,0,3,3,0,0,0,0,0,3,8,0,3,0,0,0,9,3,14,0,0,0,0,4,4,0,0,0,0,3,3,24,19,46,69,70,144
1101127,3,3,5,5,3,14,5,3,10,3,3,3,15,8,24,0,3,3,11,15,22,6,10,18,18,26,41,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,7,0,8,9,3,8,0,0,0,0,0,0,4,0,0,0,0,0,9,6,18,0,0,0,0,0,0,0,0,0,0,0,0,7,13,20,59,59,116
1101128,3,0,3,10,3,15,3,0,8,0,0,0,12,7,21,5,6,5,3,5,3,3,0,3,4,9,14,0,0,0,0,0,0,4,0,6,3,0,3,0,0,0,8,3,11,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,0,0,0,0,3,3,0,0,0,0,3,3,13,15,32,46,42,87
1101129,4,0,4,9,8,20,20,12,29,3,3,5,28,22,52,3,3,9,13,8,21,3,4,8,21,18,37,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,0,4,5,3,11,0,3,3,0,0,0,0,6,6,0,0,0,6,11,17,0,0,0,0,0,0,0,0,0,0,0,0,13,13,29,82,71,149
1101130,4,9,16,18,19,38,4,7,8,3,0,4,29,28,57,8,3,11,8,10,20,13,10,19,22,22,46,0,3,3,0,0,0,3,0,3,3,3,5,0,0,0,3,10,15,0,8,8,3,0,8,0,3,3,5,3,12,0,0,0,10,19,26,0,0,0,0,0,3,0,0,0,0,0,3,34,41,77,104,134,233
1101131,0,0,0,10,8,21,0,3,3,0,0,0,12,13,26,7,3,6,0,0,0,4,0,4,8,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,7,11,19,39,27,70
1101132,0,0,0,11,10,18,3,0,3,3,0,0,13,9,26,9,11,21,3,9,13,4,0,3,16,19,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,3,0,3,11,19,30,46,52,101
1101133,0,5,4,13,10,24,3,5,7,0,0,0,13,14,30,6,3,10,0,5,5,5,3,6,8,12,23,4,0,4,0,0,0,0,0,0,0,0,4,0,0,0,4,4,10,4,0,3,0,0,0,0,0,0,0,3,4,0,0,0,8,3,12,0,0,0,0,0,0,0,0,0,0,0,0,15,17,27,52,49,101
1101134,0,0,3,11,13,21,3,0,3,0,3,4,15,15,26,3,4,7,0,8,8,4,0,4,8,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,9,0,0,3,0,0,0,0,4,4,0,0,0,9,5,10,0,0,0,0,3,3,0,0,0,0,3,3,8,4,15,34,44,77
1101135,0,3,5,12,17,25,8,8,14,0,0,0,17,21,43,9,8,15,5,5,9,7,4,9,18,13,35,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,6,12,0,0,0,4,9,13,0,0,0,0,0,0,0,0,0,0,0,0,12,15,29,60,66,124
1101136,0,0,0,7,15,20,0,0,4,3,0,3,14,10,28,3,6,13,13,4,18,6,8,12,23,13,38,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,6,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,4,7,11,0,0,0,0,0,0,0,0,0,0,0,4,4,10,16,53,47,94
1101137,9,5,8,8,18,30,0,0,3,0,0,0,12,20,31,10,3,9,0,5,7,0,3,7,10,7,19,0,0,0,0,0,0,0,3,5,0,3,5,0,0,0,4,4,7,0,0,5,0,0,0,0,0,0,0,7,6,0,0,0,5,8,13,0,0,0,0,0,4,0,0,0,0,0,4,20,23,43,60,71,124
1101139,0,0,0,7,7,13,3,0,3,0,0,0,10,7,20,8,3,11,7,7,7,0,0,0,10,12,29,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,3,4,9,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,0,0,0,0,0,3,0,0,0,0,0,3,20,16,35,52,44,92
1101140,0,0,0,10,6,16,0,4,4,5,3,4,11,17,25,3,0,6,3,9,9,4,3,7,9,11,22,0,0,0,0,0,0,0,3,3,0,5,5,0,0,0,0,7,4,3,3,4,3,0,3,0,0,0,0,6,6,0,0,0,8,8,16,0,0,0,0,0,0,0,0,0,0,0,0,14,6,16,45,44,88
1101141,9,3,8,20,13,38,13,9,22,0,0,0,36,22,57,4,8,14,8,3,12,8,7,8,18,16,31,0,0,0,0,0,0,4,4,3,0,8,4,0,0,0,3,12,14,0,3,6,0,4,4,0,0,0,3,10,11,0,0,0,4,21,26,0,0,0,0,0,0,0,0,0,0,0,0,24,30,51,85,107,196
1101142,4,3,10,24,21,46,3,3,9,0,0,0,28,23,49,11,3,11,4,0,4,0,0,0,12,3,15,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,5,3,9,0,0,0,10,3,11,0,0,0,0,0,0,0,0,0,0,0,0,11,7,20,64,54,117
1101143,4,3,10,8,7,16,10,7,18,3,0,3,17,20,37,3,3,4,4,3,5,0,0,0,7,8,12,0,0,3,0,0,0,0,0,0,3,3,4,0,0,0,3,8,13,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,7,5,6,0,0,0,0,0,0,0,0,0,0,0,0,7,4,18,49,47,93
1101144,3,3,5,9,17,22,3,7,13,0,0,0,14,18,33,3,3,5,3,8,14,0,0,0,6,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,4,0,0,0,0,0,0,0,3,3,0,0,0,0,9,7,0,0,0,0,0,0,0,0,0,0,0,0,3,6,10,36,46,82
1101145,3,9,12,33,19,43,3,0,3,0,0,3,31,20,51,13,21,34,4,10,15,0,0,3,24,29,55,0,3,3,0,0,0,0,3,7,0,4,4,0,0,0,0,11,14,3,3,8,3,4,4,0,0,0,0,3,7,0,0,0,10,10,16,3,3,6,0,0,3,0,0,0,5,3,8,13,10,20,84,87,173
1101146,5,3,8,28,17,37,5,0,5,0,0,0,28,16,47,13,12,25,0,6,6,0,0,0,13,18,32,0,3,3,0,0,0,3,0,4,0,0,3,0,0,0,3,3,12,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,3,5,9,0,0,0,0,0,0,0,0,0,0,0,0,12,11,24,64,60,130
1101147,3,7,8,7,13,14,4,0,5,6,3,9,10,17,32,5,8,14,8,0,9,3,3,8,15,12,27,0,0,3,0,0,0,0,0,0,3,0,4,0,0,0,3,5,5,0,6,6,0,3,4,0,0,0,5,8,11,0,0,0,8,13,14,0,0,0,0,0,0,0,0,0,0,0,0,10,14,31,52,64,115
1101148,8,8,11,8,9,18,5,10,16,0,0,0,15,14,31,0,4,3,3,0,0,0,0,0,3,3,11,0,0,0,0,0,0,0,0,3,3,3,5,0,0,0,7,3,10,4,0,3,0,0,0,0,0,0,0,7,10,0,0,0,3,11,16,0,0,0,0,0,0,0,0,0,0,0,0,14,8,22,47,49,94
1101149,3,3,9,15,15,33,5,3,6,4,0,3,21,17,45,4,4,5,5,3,9,3,0,3,9,4,17,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,6,6,3,0,3,0,4,4,0,3,3,3,7,7,0,0,0,5,15,17,0,0,0,0,0,3,0,0,0,0,0,3,14,15,32,60,67,122
1101150,0,3,3,13,10,16,7,4,10,0,7,3,21,14,36,13,13,23,3,6,15,8,3,13,27,20,45,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,3,10,4,5,7,0,0,0,0,0,0,0,0,3,0,0,0,3,7,6,0,0,0,0,4,4,0,0,0,0,4,4,23,20,42,70,71,140
1101151,0,0,4,6,3,6,3,0,3,0,0,0,7,3,11,5,6,7,0,3,8,0,0,0,3,9,11,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,3,3,4,0,0,0,0,0,0,0,3,4,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,20,35
1101152,8,10,13,27,26,53,3,0,7,0,0,3,29,27,58,13,12,25,6,11,11,3,3,7,20,25,46,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,4,3,11,0,0,0,0,0,0,0,0,0,3,5,12,0,0,0,3,10,8,0,0,0,3,3,4,0,0,0,3,3,4,11,15,27,84,86,167
1101201,4,0,3,11,4,16,6,0,3,0,3,3,14,9,28,3,0,3,0,7,9,3,3,3,5,9,17,0,0,0,0,0,0,4,3,8,3,3,3,0,0,0,8,3,7,3,0,3,0,0,0,0,0,0,3,0,4,0,0,0,5,3,8,0,0,0,0,0,4,0,0,0,0,0,4,0,3,6,41,31,70
1101202,5,0,4,16,15,24,3,3,12,0,0,0,19,20,37,3,3,6,3,9,10,0,5,8,11,13,22,5,0,5,0,0,0,3,0,3,4,0,3,0,0,0,5,0,7,3,11,14,0,0,0,0,0,0,3,3,4,0,0,0,3,11,19,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,44,51,94
1101203,5,6,17,30,28,59,12,3,23,6,0,3,47,39,89,3,9,13,12,20,27,3,3,7,22,29,53,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,8,3,9,7,5,0,7,0,0,0,8,12,19,0,0,0,19,18,34,3,0,7,0,0,0,0,0,0,3,3,4,9,4,19,104,107,218
1101204,6,3,13,15,17,34,6,10,18,0,0,0,27,28,58,3,4,4,16,19,36,3,0,3,18,20,40,0,0,0,0,0,0,0,0,3,0,4,4,0,0,0,0,8,7,3,5,9,0,0,0,0,0,0,6,4,15,0,0,0,15,11,22,0,0,0,0,0,3,0,0,0,0,0,3,4,8,14,80,80,157
1101205,4,0,8,10,11,26,6,3,4,0,0,4,22,14,33,10,6,9,9,12,23,3,3,7,23,20,41,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,6,4,13,0,4,3,0,3,3,0,3,5,0,0,0,10,14,25,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,65,57,121
1101206,3,4,7,13,13,32,5,10,12,3,3,4,24,27,53,3,12,15,14,10,26,3,3,7,22,24,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,5,3,9,0,0,0,0,0,4,3,4,9,0,0,0,15,12,23,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,69,74,149
1101207,3,3,3,4,3,4,5,8,13,0,0,0,9,9,12,6,9,16,3,3,6,0,0,0,11,12,24,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,3,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,3,10,14,0,0,0,0,0,0,0,0,0,0,0,0,6,6,13,34,35,75
1101208,3,3,4,12,15,34,0,0,0,0,0,0,13,15,31,6,7,11,7,4,11,0,0,0,15,11,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,6,0,0,3,3,0,5,0,0,0,9,7,13,0,0,0,0,3,3,0,0,0,4,3,7,16,17,34,61,56,112
1101209,9,8,20,31,27,57,21,12,34,5,11,19,60,45,99,13,9,27,16,19,32,3,12,17,35,43,79,0,0,3,0,0,0,4,4,8,0,3,3,0,0,0,9,12,14,10,16,25,7,3,7,6,0,5,3,11,14,0,0,0,24,23,45,0,0,0,0,0,0,0,0,0,0,0,3,18,19,37,157,144,303
1101210,4,5,7,17,26,39,5,0,7,3,0,7,22,30,56,10,7,14,16,3,15,3,0,6,27,8,36,0,0,0,0,0,0,4,0,3,5,0,8,0,0,0,3,0,8,8,12,17,0,0,6,0,5,7,3,3,8,0,0,0,9,20,32,0,0,0,5,3,3,0,0,0,5,3,3,12,6,21,81,71,158
1101211,5,5,14,34,37,75,11,10,19,4,3,8,51,47,101,7,18,25,29,12,49,7,7,6,41,35,75,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,11,11,8,6,17,3,3,5,0,0,0,10,14,19,0,0,0,16,20,40,0,0,0,0,3,3,0,0,0,0,3,3,14,10,22,127,136,261
1101212,0,0,0,17,17,33,4,4,5,0,3,8,16,26,45,9,6,14,6,11,19,0,0,0,13,20,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,3,0,0,0,0,0,0,3,8,9,0,0,0,4,7,15,0,0,0,0,0,0,0,0,0,0,0,0,7,8,8,45,70,117
1101213,8,6,12,26,18,50,4,11,15,0,0,0,36,31,62,12,5,21,8,11,21,0,3,5,24,22,44,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,7,5,11,8,3,11,3,0,4,0,0,0,4,5,3,0,0,0,10,10,24,0,0,0,0,3,4,0,0,0,3,3,4,7,12,22,94,79,178
1101214,5,0,7,17,28,46,3,6,4,0,0,3,25,32,55,6,10,18,20,15,33,0,3,5,29,27,59,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,9,0,10,6,5,14,0,3,5,0,0,3,9,5,11,0,0,0,22,17,34,0,0,4,0,0,0,0,0,0,0,3,4,10,7,16,91,91,187
1101215,9,3,6,20,21,42,4,5,9,0,3,3,27,27,53,4,13,14,5,10,14,0,0,0,12,16,27,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,3,3,7,4,8,8,3,3,7,0,0,0,4,7,10,0,0,0,12,15,27,0,0,0,0,4,3,0,0,0,0,4,3,3,8,12,65,76,142
1101216,4,0,4,22,8,28,3,0,3,0,0,3,25,11,37,8,5,10,10,10,15,4,6,6,18,20,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,9,0,0,3,0,0,0,7,3,7,0,0,0,9,8,18,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,69,46,111
