SA1_7DIGITCODE_2016,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_more_15_19_yrs,P_3000_more_20_24_yrs,P_3000_more_25_34_yrs,P_3000_more_35_44_yrs,P_3000_more_45_54_yrs,P_3000_more_55_64_yrs,P_3000_more_65_74_yrs,P_3000_more_75_84_yrs,P_3000_more_85ov,P_3000_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
1101013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101014,0,0,0,0,0,0,6,0,0,11,0,0,6,4,3,0,3,0,0,16,0,0,0,3,5,0,3,0,0,16,0,0,0,0,0,4,0,0,0,4,0,0,0,4,3,3,3,0,0,19,0,0,0,0,3,4,3,0,0,17,0,0,0,0,0,0,0,0,0,0,9,12,10,17,19,28,38,8,3,143
1101015,0,5,23,10,9,6,0,0,0,59,0,0,13,8,6,5,0,0,0,32,0,0,8,8,0,6,0,0,0,20,0,0,3,3,4,4,0,0,0,17,0,0,3,8,5,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,4,14,4,4,3,0,0,0,35,17,60,179,82,66,57,33,7,0,503
1101016,0,3,8,6,7,3,3,3,0,33,0,0,5,3,7,8,0,0,0,27,0,0,8,9,9,4,0,0,0,32,0,0,12,7,6,0,0,0,0,29,0,0,7,17,12,4,0,0,0,41,0,0,0,3,3,0,0,0,0,6,0,0,3,0,0,0,0,0,0,11,28,21,54,66,72,40,13,21,6,318
1101017,0,3,21,7,8,7,3,0,0,47,0,5,15,4,5,7,0,0,0,39,0,3,12,8,3,3,0,0,0,25,0,0,6,3,3,3,0,0,0,15,0,0,7,3,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,6,3,0,0,0,3,0,13,10,28,95,43,49,42,16,12,9,304
1101101,0,0,9,16,3,6,0,0,0,35,0,0,23,14,20,10,0,0,0,61,0,0,15,13,7,3,0,0,0,37,0,0,14,11,5,3,0,0,0,29,0,0,14,19,24,10,0,0,0,66,0,0,0,7,3,0,0,0,0,10,3,0,3,3,7,9,0,0,0,33,31,24,109,94,90,82,40,16,12,490
1101102,0,0,7,3,0,0,0,0,0,14,0,0,0,3,8,3,0,0,0,18,0,0,0,0,9,0,0,0,0,16,0,0,0,0,3,0,0,0,0,13,0,0,3,7,13,3,0,0,0,29,0,0,0,3,5,3,0,0,0,15,4,0,0,3,12,0,4,0,0,21,17,5,16,26,61,24,27,3,0,190
1101103,0,0,7,3,5,8,3,0,0,20,0,0,3,3,4,3,0,0,0,22,0,0,0,0,11,3,0,0,0,13,0,0,3,6,3,0,0,0,0,6,0,0,0,13,14,8,0,0,0,31,0,0,0,8,10,3,3,0,0,24,7,3,0,3,5,13,9,0,0,42,18,17,18,47,64,55,29,7,0,254
1101104,0,0,9,7,11,7,3,0,0,35,0,0,4,4,3,4,0,0,0,19,0,0,0,0,3,7,0,0,0,14,0,0,0,0,0,5,0,0,0,8,0,0,0,3,4,0,0,0,0,13,0,0,0,3,9,12,3,0,0,23,15,18,23,33,47,45,31,3,0,209,32,29,47,60,90,101,83,15,4,466
1101105,0,0,3,0,15,5,9,0,0,30,0,0,7,5,3,5,5,0,0,27,0,0,7,9,5,3,4,0,0,31,0,0,0,10,3,4,0,0,0,18,0,0,6,16,17,8,0,0,0,53,0,0,4,3,13,7,4,0,0,27,0,0,3,10,4,3,7,7,0,36,29,27,39,55,87,70,66,20,8,398
1101106,0,0,3,0,5,8,3,3,0,27,0,0,3,3,7,3,3,0,0,19,0,0,4,11,12,4,0,0,0,32,0,0,0,5,3,6,0,0,0,11,0,0,3,14,18,3,0,0,0,43,0,0,0,5,0,8,0,0,0,11,8,0,0,3,11,14,3,0,0,35,29,19,20,50,83,68,32,13,3,306
1101107,0,0,7,3,5,3,0,0,0,20,0,0,4,6,9,0,0,0,0,20,0,0,4,3,6,4,0,0,0,19,0,0,0,0,7,3,0,0,0,13,0,0,6,7,22,0,0,0,0,31,0,0,0,0,8,0,0,0,0,9,0,3,4,3,9,6,3,0,0,31,17,22,44,31,79,46,20,14,3,275
1101108,0,0,14,8,13,6,0,0,0,43,0,0,4,11,4,8,0,0,0,22,0,0,10,8,0,0,0,0,0,16,0,0,3,3,6,0,0,0,0,12,0,0,5,0,3,0,0,0,0,10,0,0,0,3,0,0,0,0,0,4,3,3,9,0,4,6,0,0,3,32,18,14,73,69,71,50,31,15,5,345
1101109,0,0,0,5,7,11,3,0,0,23,0,0,5,7,3,0,3,0,0,14,0,0,3,7,3,4,0,0,0,25,0,0,3,4,3,6,0,0,0,21,0,0,0,6,14,8,0,0,0,36,0,0,0,3,3,5,0,0,0,10,0,3,5,3,0,14,10,3,0,43,24,18,17,46,51,66,54,8,0,281
1101110,0,0,0,3,0,0,0,0,0,6,0,0,0,5,4,3,3,0,0,16,0,0,0,0,4,3,3,0,0,15,0,0,0,3,3,0,0,0,0,9,0,0,0,0,3,3,4,0,0,16,0,0,0,0,4,0,0,0,0,4,0,0,0,7,3,4,9,0,0,14,9,7,6,30,35,27,27,13,0,148
1101111,0,0,6,0,9,10,3,3,0,30,0,0,3,6,10,9,0,0,0,34,0,0,4,4,10,3,3,0,0,27,0,0,0,3,13,3,0,0,0,20,0,0,6,7,13,14,0,0,0,44,0,0,0,0,7,6,4,0,0,26,7,5,3,7,11,0,7,5,0,38,36,24,35,43,91,71,46,27,0,376
1101112,0,0,0,0,3,4,0,0,0,13,0,0,0,0,5,0,0,0,0,12,0,0,0,5,8,6,0,0,0,18,0,0,0,3,0,0,0,0,0,7,0,0,0,6,3,3,0,0,0,17,0,0,0,0,0,3,0,0,0,6,3,0,0,0,6,9,0,0,0,15,12,7,7,21,39,45,20,5,3,171
1101113,0,0,0,0,0,4,0,0,0,5,0,0,5,3,0,0,0,0,0,11,0,0,0,3,4,4,0,0,0,8,0,0,0,3,0,0,0,0,0,3,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,3,3,9,0,3,6,7,0,0,24,13,6,13,15,34,26,14,3,0,125
1101115,0,5,0,6,7,5,0,0,0,27,0,5,3,8,3,5,0,0,0,20,0,0,9,10,10,6,3,0,0,38,0,0,3,5,8,3,0,0,0,17,0,0,4,9,21,7,0,0,0,44,0,0,5,4,13,4,4,0,0,24,6,0,0,3,7,5,3,3,0,23,30,22,28,53,73,53,17,5,0,286
1101116,0,3,6,5,3,3,0,0,0,20,0,0,3,8,0,5,0,0,0,12,0,0,3,8,3,4,0,0,0,17,0,0,0,4,0,4,0,0,0,8,0,0,0,10,4,3,0,0,0,15,0,0,0,3,3,0,0,0,0,7,3,3,7,15,9,8,10,0,4,55,23,12,28,52,51,60,37,7,10,280
1101117,0,3,4,3,4,4,0,0,0,27,0,0,3,8,0,3,0,0,0,12,0,0,6,7,3,3,0,0,0,18,0,0,0,0,7,0,0,0,0,11,0,0,3,4,5,3,0,0,0,20,0,0,0,3,3,3,0,0,0,9,7,4,5,3,14,9,3,0,0,40,12,20,34,40,49,48,22,10,0,234
1101118,0,0,13,5,3,3,5,0,0,41,0,4,3,0,3,3,0,0,0,15,0,0,4,7,9,12,4,0,0,34,0,0,0,3,0,0,0,0,0,4,0,0,0,3,8,3,0,0,0,13,0,0,0,3,0,0,0,0,0,10,4,0,8,4,8,10,10,3,0,42,15,10,53,42,74,66,55,15,3,344
1101119,0,0,4,4,3,8,0,0,0,26,0,3,4,0,3,7,0,0,0,20,0,0,0,0,4,12,3,0,0,17,0,0,0,4,6,3,4,0,0,14,0,0,0,10,18,13,3,0,0,37,0,0,0,3,3,3,0,0,0,15,0,0,0,3,3,0,3,0,0,10,18,17,27,35,51,68,31,3,4,261
1101120,0,6,3,8,9,12,8,0,0,48,0,3,3,10,8,10,3,0,0,29,0,0,3,4,9,9,7,0,0,30,0,0,0,6,8,11,0,0,0,26,0,0,0,13,11,6,4,0,0,37,0,0,0,0,16,8,3,0,0,28,3,3,5,3,9,3,4,0,0,36,32,28,34,64,99,86,53,10,0,405
1101122,0,0,4,4,8,5,6,0,0,25,0,0,0,3,4,0,0,0,0,14,0,0,0,0,5,3,4,0,0,17,0,0,4,3,4,4,0,0,0,12,0,0,3,8,4,5,3,0,0,25,0,0,5,0,3,7,0,0,0,13,0,3,4,9,4,0,0,0,0,19,13,20,30,45,46,39,39,10,0,245
1101123,0,4,3,0,3,7,0,0,0,17,0,0,3,0,3,5,0,0,0,13,0,0,0,0,7,3,0,0,0,18,0,0,0,0,3,0,0,0,0,3,0,0,0,3,11,6,0,0,0,20,0,0,0,0,9,0,0,0,0,9,3,3,3,0,4,0,3,0,0,15,23,19,12,17,56,28,10,0,0,171
1101125,0,0,11,10,13,3,0,0,0,44,0,0,9,8,7,17,0,0,0,40,0,0,4,13,3,4,0,0,0,23,0,0,0,19,4,3,0,0,0,27,0,0,9,8,7,10,3,0,0,36,0,0,0,4,4,4,0,0,0,12,3,0,12,3,3,3,4,3,0,36,41,26,80,94,84,76,26,11,5,442
1101126,0,3,5,10,9,6,4,4,0,41,0,0,7,3,5,3,5,0,0,22,0,0,8,10,9,5,3,0,0,38,0,0,3,3,9,0,0,0,0,14,0,0,3,8,6,6,3,0,0,27,0,0,0,4,5,0,0,0,0,16,3,4,3,7,9,9,10,7,0,44,34,20,49,58,69,66,58,15,5,376
1101127,0,4,6,6,3,7,9,0,0,29,0,0,3,0,5,3,0,0,0,18,0,3,0,5,9,6,3,0,0,27,0,0,4,3,8,3,0,0,0,22,0,0,0,5,13,4,5,3,0,29,0,0,0,5,9,5,0,0,0,24,4,3,0,0,3,7,3,0,0,25,39,28,21,35,66,59,28,13,5,292
1101128,0,4,4,0,10,10,0,0,0,29,0,6,4,0,4,5,3,0,0,15,0,0,0,0,4,0,0,0,0,9,0,0,0,3,3,10,0,0,0,18,0,0,0,5,9,7,0,0,0,19,0,0,0,3,0,0,0,0,0,14,4,0,4,4,0,11,5,0,0,34,22,19,29,27,38,63,20,4,0,220
1101129,0,4,4,13,8,8,3,0,0,35,0,3,3,10,8,3,0,0,0,28,0,0,3,7,4,7,0,0,0,29,0,0,0,3,9,0,0,0,0,17,0,0,0,10,14,3,3,0,0,36,0,0,0,8,10,0,0,0,0,18,3,0,0,3,9,12,3,0,0,28,31,15,17,65,78,61,30,8,0,314
1101130,0,0,3,8,9,8,5,4,0,40,0,0,0,11,4,11,8,0,0,29,0,0,3,12,17,8,3,0,0,42,0,0,5,5,10,4,0,0,0,30,0,0,3,18,24,20,0,0,0,66,0,0,0,8,25,7,0,0,0,45,9,6,0,9,14,14,7,3,0,55,49,29,41,83,124,120,50,14,0,504
1101131,0,0,0,0,6,5,5,0,0,16,0,0,0,0,0,7,0,0,0,11,0,0,0,7,3,3,3,0,0,22,0,0,3,0,5,3,0,0,0,10,0,0,0,5,13,0,0,0,0,23,0,0,0,3,4,0,0,0,0,14,0,0,0,0,0,6,0,3,0,14,14,5,12,34,44,32,12,11,0,167
1101132,0,3,0,3,4,4,3,0,0,13,0,0,0,3,6,4,3,0,0,20,0,0,0,0,4,4,0,0,0,15,0,0,5,0,3,0,0,0,0,12,0,0,0,11,12,13,0,0,0,32,0,0,0,3,10,8,0,0,0,21,5,0,0,0,12,7,0,0,0,20,23,8,17,28,67,42,19,4,0,213
1101133,0,0,0,0,4,0,7,3,0,23,0,0,4,5,4,3,0,0,0,17,0,0,3,7,8,5,0,0,0,20,0,0,0,3,11,4,0,0,0,23,0,0,0,12,6,9,3,0,0,36,0,0,0,6,10,6,0,0,0,20,0,0,0,5,0,11,0,0,0,15,25,8,12,46,63,59,41,6,3,266
1101134,0,0,7,3,5,0,0,0,0,17,0,0,0,7,10,3,0,0,0,25,0,0,0,0,6,0,0,0,0,14,0,0,3,3,7,3,0,0,0,10,0,0,0,3,10,8,7,0,0,23,0,0,0,3,6,13,3,0,0,19,0,0,0,0,0,3,3,0,0,12,14,6,10,33,54,54,28,6,3,221
1101135,0,0,12,3,9,5,8,0,0,38,0,0,4,4,6,7,3,0,0,25,0,0,0,3,8,3,0,0,0,16,0,0,3,0,5,0,0,0,0,14,0,0,6,6,14,11,0,0,0,42,0,0,0,7,8,4,0,0,0,17,0,3,4,3,0,0,7,0,0,19,18,16,31,39,72,44,40,11,0,270
1101136,0,3,0,8,8,0,7,0,0,16,0,0,0,3,3,3,0,0,0,15,0,0,0,7,6,7,0,0,0,23,0,0,0,7,7,0,0,0,0,16,0,0,0,11,15,5,3,0,0,42,0,0,0,4,7,4,0,3,0,20,3,3,0,0,3,0,3,0,0,19,28,20,14,45,61,50,35,23,4,277
1101137,0,3,4,3,9,7,4,0,0,35,0,0,3,0,4,0,0,3,0,15,0,0,0,9,4,11,3,0,0,27,0,0,0,3,5,6,0,0,0,12,0,0,0,4,16,4,0,0,0,30,0,0,0,4,6,7,0,0,0,23,0,3,0,8,10,7,8,3,0,41,20,23,24,48,68,64,31,11,4,290
1101139,0,0,3,3,11,6,0,0,0,15,0,0,0,3,3,3,0,0,0,12,0,0,0,10,3,0,3,0,0,18,0,0,4,8,6,4,0,0,0,20,0,0,0,3,12,10,0,0,0,22,0,0,0,3,5,4,0,0,0,15,7,3,0,5,7,5,0,0,0,32,26,17,16,41,52,40,10,0,0,198
1101140,0,0,4,3,0,13,10,9,0,36,0,0,0,0,4,0,0,3,0,17,0,0,0,0,7,7,3,0,0,24,0,0,0,3,3,9,0,0,0,11,0,0,0,6,12,10,3,0,0,30,0,0,0,6,10,12,0,0,0,25,3,0,0,4,5,0,0,5,0,10,17,14,15,43,56,63,59,17,6,294
1101141,0,3,8,6,13,10,3,0,0,44,0,3,5,8,13,11,0,0,0,42,0,0,5,15,10,6,0,0,0,39,0,0,3,5,11,0,0,0,0,18,0,0,4,19,5,12,0,0,0,42,0,0,0,4,5,3,0,0,0,16,3,3,3,8,6,5,0,3,0,43,32,27,55,93,88,75,47,13,0,432
1101142,0,0,4,6,9,3,0,0,0,23,0,0,6,9,3,0,0,0,0,22,0,0,3,11,8,0,0,0,0,17,0,0,3,6,4,0,0,0,0,17,0,0,4,20,6,4,0,0,0,36,0,0,0,7,4,5,0,0,0,14,3,0,0,7,3,3,4,0,0,16,15,3,26,80,37,25,17,0,0,203
1101143,0,0,12,4,0,3,0,0,0,22,0,0,15,9,3,0,0,0,0,21,0,3,6,4,0,0,0,0,0,18,0,0,5,3,5,0,0,0,0,18,0,0,7,6,5,0,0,0,0,24,0,0,0,0,0,0,0,0,0,5,0,0,5,3,0,0,0,0,0,10,5,10,67,48,24,15,4,0,0,177
1101144,0,0,3,6,3,0,0,0,0,17,0,0,8,3,0,0,0,0,0,11,0,3,4,8,6,0,0,0,0,20,0,0,6,11,7,0,0,0,0,16,0,0,3,12,7,0,0,0,0,21,0,0,0,8,3,0,0,0,0,11,0,4,3,0,0,0,0,0,0,6,13,12,39,53,30,8,8,0,0,169
1101145,0,3,0,15,12,5,3,0,0,33,0,3,7,3,16,3,3,0,0,30,0,0,4,8,3,4,0,0,0,22,0,0,0,4,8,3,0,0,0,21,0,0,5,20,24,7,0,0,0,46,0,0,0,5,9,3,0,0,0,14,0,0,8,4,7,3,0,0,0,19,46,28,42,76,84,43,25,5,7,351
1101146,0,0,0,3,3,5,0,0,0,14,0,0,3,7,3,3,0,0,0,18,0,0,3,8,0,3,0,0,0,14,0,0,0,3,6,0,0,0,0,13,0,0,6,11,11,7,3,0,0,31,0,0,0,3,4,4,0,0,0,11,6,0,3,4,13,0,0,0,0,22,30,10,33,60,56,21,10,5,0,217
1101147,0,3,11,10,0,4,0,0,0,31,0,0,30,9,4,0,0,0,0,43,0,0,18,11,0,0,0,0,0,34,0,0,10,9,3,3,0,0,0,28,0,0,13,18,8,0,0,0,0,40,0,0,0,3,0,0,0,0,0,3,0,0,11,5,0,0,0,3,0,27,16,10,119,86,26,11,8,4,0,287
1101148,0,3,4,7,0,3,0,0,0,21,0,0,23,5,5,0,0,0,0,34,0,0,26,13,0,0,0,0,0,39,0,0,7,5,3,3,0,0,0,12,0,0,8,15,8,3,0,0,0,30,0,0,3,7,3,0,0,0,0,16,0,0,7,4,4,0,0,0,0,18,13,15,92,68,22,19,3,3,0,221
1101149,0,6,12,8,4,0,0,0,0,29,0,0,12,3,0,0,0,0,0,18,0,0,15,9,0,0,0,0,0,27,0,0,14,5,3,0,0,0,0,20,0,0,9,8,5,0,0,0,0,22,0,0,0,5,4,0,0,0,0,9,0,4,3,13,0,0,0,0,0,24,16,13,93,68,28,9,3,0,0,219
1101150,0,5,4,3,5,6,0,0,0,21,0,0,0,4,3,6,3,0,0,14,0,0,0,7,8,13,3,0,0,28,0,0,0,3,11,8,0,0,0,22,0,0,0,9,11,3,0,0,0,24,0,0,0,0,13,7,0,0,0,20,9,3,0,6,11,6,7,0,0,41,60,19,11,52,71,71,15,4,0,301
1101151,0,0,0,0,0,7,5,0,0,10,0,0,3,0,3,3,0,0,0,6,0,0,0,5,0,4,0,0,0,10,0,0,0,0,5,0,0,0,0,6,0,0,0,3,3,3,0,0,0,14,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,7,10,14,14,13,22,25,13,0,0,109
1101152,0,3,10,14,8,3,3,0,0,42,0,0,12,3,10,0,0,0,0,20,0,0,11,14,10,0,0,0,0,32,0,0,5,4,4,6,0,0,0,22,0,0,13,24,12,4,0,0,0,52,0,0,3,9,4,0,0,0,0,17,8,0,4,13,0,0,3,0,0,24,33,13,66,83,67,26,22,3,0,320
1101201,0,0,0,0,3,0,0,0,0,14,0,0,3,0,6,3,0,0,0,11,0,0,0,7,3,0,0,0,0,10,0,0,3,9,5,0,0,0,0,13,0,0,3,12,9,4,0,0,0,22,0,0,0,0,4,0,0,0,0,8,0,0,0,0,3,0,0,0,0,3,12,15,19,31,41,16,11,10,0,153
1101202,0,5,3,0,6,0,0,0,0,16,0,0,0,8,3,3,0,0,0,19,0,0,5,4,3,8,0,0,0,26,0,0,0,3,0,3,0,0,0,14,0,0,0,13,15,10,0,0,0,32,0,0,0,6,16,8,0,0,0,27,0,0,0,0,0,0,0,0,0,0,25,17,15,46,60,35,6,0,0,204
1101203,0,3,10,13,21,0,0,3,0,42,0,0,8,7,3,6,0,0,0,27,0,0,10,13,11,3,0,0,0,38,0,0,6,11,3,6,0,0,0,27,0,0,13,31,34,16,0,0,0,92,0,0,0,8,13,0,0,0,0,29,0,0,7,0,3,3,0,0,0,16,33,23,65,101,117,44,17,11,0,416
1101204,0,0,4,10,3,0,0,0,0,17,0,0,6,5,3,4,0,0,0,25,0,0,4,5,0,3,0,0,0,14,0,0,3,8,3,0,0,0,0,13,0,0,10,18,21,3,0,0,0,56,0,0,3,14,19,4,0,0,0,37,0,0,3,4,4,0,0,0,0,13,28,14,39,75,75,23,7,0,0,266
1101205,0,0,3,4,5,3,0,0,0,21,0,0,3,4,4,0,0,0,0,18,0,0,3,8,11,7,0,0,0,22,0,0,7,3,6,0,0,0,0,19,0,0,3,7,18,8,0,0,0,43,0,0,0,6,19,9,0,0,0,28,0,0,0,4,0,3,0,3,0,10,31,22,21,48,81,31,12,3,0,244
1101206,0,0,0,3,6,0,0,0,0,19,0,3,3,9,7,5,0,0,0,27,0,0,4,6,3,3,0,0,0,17,0,0,0,3,8,4,0,0,0,13,0,0,6,18,17,11,4,0,0,48,0,0,0,11,24,6,0,0,0,42,0,0,0,3,3,0,0,0,0,6,37,21,28,63,87,45,9,0,0,285
1101207,0,0,7,4,8,3,0,0,0,19,0,3,0,6,4,3,0,0,0,17,0,0,0,7,0,0,0,0,0,7,0,0,0,5,5,4,0,0,0,10,0,0,0,9,3,0,0,0,0,18,0,0,0,0,3,0,0,0,0,3,3,0,0,0,3,0,4,0,0,13,20,23,17,40,38,27,16,7,0,183
1101208,0,3,4,9,5,5,3,0,0,32,0,0,6,9,3,3,3,0,0,30,0,0,6,0,3,8,5,0,0,25,0,0,5,6,4,3,0,0,0,16,0,0,3,8,7,7,0,0,0,24,0,0,0,0,0,3,3,0,0,14,3,3,8,3,0,8,7,3,0,33,19,26,57,52,54,60,49,19,3,343
1101209,0,9,8,12,18,3,3,0,0,50,0,3,9,14,14,6,0,0,0,53,0,0,10,16,13,10,0,0,0,43,0,0,4,10,18,4,0,0,0,35,0,0,7,24,35,15,0,0,0,75,0,0,0,23,14,8,0,0,0,51,4,0,9,0,11,3,0,3,0,35,76,61,58,133,156,79,20,8,3,592
1101210,0,9,7,3,6,3,0,0,0,31,0,0,0,9,5,4,3,0,0,26,0,0,8,10,13,7,0,0,0,35,0,0,7,4,4,7,0,0,0,22,0,0,6,13,16,7,0,0,0,55,0,0,0,3,3,3,0,0,0,16,3,0,3,0,0,3,3,0,0,13,37,32,43,66,82,54,21,13,0,347
1101211,0,3,3,12,9,3,0,0,0,31,0,3,4,8,19,7,0,0,0,35,0,0,7,18,15,4,0,0,0,39,0,0,3,11,10,0,0,0,0,29,0,0,5,23,25,9,0,0,0,68,0,0,3,15,23,6,0,0,0,56,4,0,3,3,4,3,0,0,0,18,60,19,52,122,127,42,12,4,3,444
1101212,0,0,6,7,3,4,0,0,0,24,0,0,13,4,9,3,0,0,0,28,0,0,6,8,8,0,0,0,0,24,0,0,4,3,5,0,0,0,0,18,0,0,6,8,13,0,0,0,0,31,0,0,0,3,5,0,0,0,0,15,0,0,0,0,4,0,0,0,0,8,25,7,55,56,66,21,5,11,0,241
1101213,0,3,7,4,13,8,0,0,0,32,0,0,8,4,12,4,3,0,0,36,0,0,4,5,21,0,3,0,0,36,0,0,3,7,15,0,0,0,0,24,0,0,9,16,28,11,0,0,0,65,0,0,0,10,12,0,0,0,0,21,0,0,3,6,7,0,0,0,0,16,40,30,57,66,121,53,25,11,3,404
1101214,0,8,3,9,5,3,3,0,0,29,0,3,8,3,11,8,3,0,0,33,0,3,3,13,11,5,0,0,0,40,0,0,0,4,19,4,0,0,0,35,0,0,3,23,20,4,3,3,0,56,0,0,0,5,18,6,0,0,0,35,0,0,3,3,3,3,0,0,0,15,55,34,36,75,115,65,20,10,4,415
1101215,0,3,12,9,5,3,4,0,0,32,0,0,16,4,5,8,0,0,0,32,0,0,10,11,5,8,0,0,0,31,0,0,6,11,3,0,0,0,0,23,0,0,8,19,14,3,0,0,0,51,0,0,3,3,4,4,0,0,0,22,0,0,3,3,0,0,0,0,0,15,25,14,74,79,62,36,29,9,6,342
1101216,0,6,4,3,7,0,3,0,0,26,0,0,4,3,3,3,0,0,0,15,0,0,6,3,6,8,0,0,0,21,0,0,0,9,6,0,0,0,0,18,0,0,3,14,18,11,3,0,0,47,0,0,3,0,4,3,0,0,0,11,0,0,0,3,6,0,0,0,0,14,29,12,25,43,64,43,17,13,0,255
1101217,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,3,0,0,3,3,3,10,10,0,0,33
1101218,0,3,13,4,6,5,4,0,0,42,0,7,8,4,12,12,3,0,0,52,0,0,5,6,10,6,0,0,0,31,0,0,3,4,6,3,0,0,0,16,0,0,0,11,15,3,0,0,0,30,0,0,0,9,6,0,0,0,0,13,0,0,4,6,0,0,0,0,0,11,40,31,58,77,82,37,34,17,3,378
1101219,0,9,15,13,10,8,3,0,0,53,0,4,25,6,7,4,0,0,0,46,0,0,16,6,14,5,3,0,0,38,0,0,9,3,7,3,0,0,0,25,0,0,9,10,13,0,0,0,0,30,0,0,3,3,9,4,0,0,0,13,5,11,8,13,13,8,0,4,0,54,29,51,121,81,95,61,29,26,14,501
1101220,0,3,8,9,12,4,0,0,0,39,0,3,13,14,3,3,0,0,0,32,0,0,11,12,9,0,0,0,0,34,0,0,6,8,7,0,0,0,0,23,0,0,4,4,5,3,3,0,0,23,0,0,4,0,3,0,0,0,0,9,3,6,3,5,3,0,4,0,0,23,34,40,82,64,65,46,40,14,7,376
1101221,0,5,11,3,7,3,0,0,0,32,0,0,22,11,6,0,0,0,0,41,0,0,6,10,6,3,0,0,0,24,0,0,0,5,4,0,0,0,0,13,0,0,3,3,8,0,0,0,0,13,0,0,0,4,0,0,0,0,0,3,3,0,3,0,6,0,0,0,0,17,22,19,68,45,60,21,3,0,0,236
1101222,0,0,16,7,17,8,5,0,0,50,0,0,7,6,9,3,0,0,0,31,0,0,3,8,8,6,0,0,0,25,0,0,8,14,8,5,0,0,0,31,0,0,3,26,23,5,0,0,0,52,0,0,0,10,5,3,0,0,0,21,0,0,4,3,0,7,3,3,0,20,33,19,64,97,93,59,32,8,3,413
1101223,0,3,19,4,7,5,3,0,0,45,0,0,14,7,10,3,3,0,0,39,0,0,9,11,6,3,0,0,0,32,0,0,6,6,8,3,3,0,0,31,0,0,8,25,16,7,3,0,0,60,0,0,0,4,10,4,0,0,0,14,3,0,10,7,7,8,0,0,0,40,29,31,101,93,76,56,43,21,8,462
1101224,0,3,6,4,11,14,3,0,0,38,0,4,0,5,5,6,4,0,0,28,0,3,4,7,11,5,0,0,0,28,0,0,3,6,12,0,0,0,0,23,0,0,6,14,31,14,0,0,0,54,0,0,0,12,32,19,0,0,0,59,6,0,0,3,3,3,0,0,0,16,52,31,26,64,135,78,28,9,0,427
