SA1_7DIGITCODE_2016,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
1132608,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,3,0,3,0,7,0,0,0,0,8,0,0,0,0,0,3,3,0,0,6,9,3,0,0,9,10,4,0,0,13,9,3,0,0,9,6,0,0,0,6,0,4,0,0,4,5,0,0,0,4,0,0,0,0,4,0,0,0,0,3,49,31,19,5,96
1132609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,11,3,3,4,0,10,4,0,0,3,9,3,3,3,0,12,3,0,0,0,4,3,3,4,0,7,7,3,6,0,9,5,7,0,0,17,3,0,0,0,5,0,0,0,0,3,0,4,0,0,3,5,0,0,0,6,0,0,0,0,4,50,24,25,3,107
1132610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,3,0,11,4,0,0,0,3,3,5,3,0,7,0,0,0,0,4,4,0,0,0,4,4,0,3,0,10,12,5,0,0,16,9,5,0,0,15,0,0,0,0,0,8,8,0,0,9,11,3,0,0,14,8,5,3,0,12,0,0,0,0,0,66,35,19,3,112
1132611,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,8,4,0,0,0,5,7,3,0,0,10,5,0,5,0,7,3,3,0,0,9,3,0,4,0,7,0,3,0,0,7,14,10,0,0,25,3,8,0,3,13,9,5,0,0,18,0,0,0,0,3,5,4,0,0,12,7,4,3,0,14,0,0,0,0,0,73,61,21,7,160
1132612,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,7,0,10,4,0,3,0,9,0,4,4,0,10,0,0,0,0,9,6,0,7,0,7,3,3,0,0,6,6,0,0,0,8,3,6,0,0,10,8,0,0,0,9,3,0,0,0,4,0,3,0,0,3,3,6,0,0,10,4,0,0,0,6,0,0,0,0,0,40,34,24,0,102
1132613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,3,0,0,0,0,0,4,0,9,0,13,7,0,0,0,7,0,3,0,0,8,3,0,3,0,10,12,15,3,0,27,8,12,4,0,20,16,13,0,0,24,8,7,0,0,13,10,16,0,0,22,7,8,4,0,18,0,0,0,0,0,79,75,20,3,183
1132614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,12,0,0,0,0,4,0,0,0,0,3,0,0,3,0,4,7,0,0,0,3,3,3,0,0,5,4,0,0,0,10,0,3,0,0,5,3,0,0,0,3,0,3,0,0,6,3,10,0,0,11,0,0,3,0,4,0,0,0,0,0,37,26,12,4,81
1132615,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,3,0,5,3,0,0,0,4,0,0,4,0,6,0,0,0,0,0,3,0,0,0,11,3,3,0,0,6,6,3,0,0,15,4,3,0,0,11,7,0,0,0,9,0,3,0,0,5,4,5,0,0,11,3,0,0,0,5,0,0,0,0,0,47,33,22,5,96
1132616,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,3,3,0,0,0,5,0,3,3,0,4,5,0,0,0,5,3,0,0,0,8,4,0,0,0,7,5,8,3,0,8,15,10,6,0,28,8,4,0,0,11,7,7,0,0,7,0,0,0,0,0,3,5,0,0,12,5,4,0,0,11,0,0,0,0,0,54,43,29,6,125
1132617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,4,0,0,6,4,0,3,0,5,4,0,0,0,7,0,3,0,0,5,7,5,6,0,14,0,5,0,0,7,3,0,0,0,9,0,3,0,0,4,3,4,0,0,13,9,0,0,0,4,0,0,0,0,0,33,34,14,3,83
1132618,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,5,0,0,8,3,7,0,0,8,3,6,0,0,7,0,8,0,0,5,0,9,0,0,10,0,3,0,0,12,0,0,0,0,0,35,39,7,3,81
1132619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,3,3,0,5,0,0,3,0,4,8,3,0,0,10,3,0,3,0,5,7,4,0,0,9,3,5,4,0,7,3,0,3,0,11,0,6,0,0,8,3,8,0,0,19,0,7,0,0,8,0,11,0,0,16,5,4,0,0,5,3,11,0,0,12,3,3,0,0,10,0,0,0,0,0,42,65,31,0,136
1132620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,5,0,0,0,0,0,3,0,0,0,3,3,0,3,0,6,0,0,0,0,3,0,3,0,0,10,0,3,3,0,6,0,3,3,0,10,5,12,3,0,17,0,7,0,0,13,6,6,0,0,14,3,4,0,0,7,8,22,0,0,39,4,7,0,0,12,0,0,0,0,0,39,75,24,0,136
1132621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,3,0,0,4,0,9,3,3,0,0,7,3,0,0,0,3,0,0,0,0,3,3,3,0,0,9,4,5,0,0,5,3,4,0,0,8,0,4,0,0,4,0,6,0,0,9,0,3,0,0,3,0,0,0,0,0,31,35,11,0,74
1132622,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,8,0,0,0,0,6,4,0,0,0,9,0,3,4,0,6,3,3,0,0,8,3,0,0,0,6,0,0,0,0,3,6,6,3,3,21,7,9,0,0,11,3,3,0,0,10,0,4,0,0,7,7,13,0,0,21,3,6,0,0,12,0,0,0,0,0,49,56,17,3,122
1132624,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,4,0,0,6,0,8,0,0,0,0,7,3,0,0,0,3,0,3,0,0,6,0,0,3,0,8,3,3,0,0,11,0,4,0,0,8,0,4,0,0,6,5,7,0,0,10,0,6,0,0,8,3,7,0,0,7,0,0,0,0,0,32,44,14,3,92
1132625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,3,0,11,4,3,3,0,12,0,0,0,0,7,0,0,0,0,3,5,3,0,0,8,0,10,4,0,14,4,10,3,0,15,3,4,0,0,10,0,3,4,0,3,4,10,0,0,12,0,4,0,0,12,0,0,0,0,0,35,54,30,3,115
1132626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,5,0,0,3,0,4,0,4,3,0,3,3,8,0,0,7,0,0,0,0,3,0,3,3,0,3,7,0,0,0,9,0,3,0,0,9,6,3,0,0,10,0,0,0,0,5,3,4,0,0,9,0,0,0,0,0,0,0,0,0,0,23,30,14,3,76
1132627,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,3,0,5,0,3,0,0,5,3,3,3,0,6,0,0,4,0,3,3,0,3,0,5,6,3,3,0,12,3,6,3,0,14,5,5,0,0,17,0,6,0,0,4,0,4,0,0,6,6,15,0,0,18,0,5,0,0,3,0,0,0,0,0,39,53,23,5,114
1132628,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,3,0,8,0,0,0,0,0,3,0,3,3,11,0,0,0,0,0,0,3,0,0,6,3,3,0,0,7,0,5,0,0,3,3,4,0,0,6,3,4,0,0,13,3,4,0,0,7,3,9,0,0,11,4,6,0,0,11,7,7,0,0,13,0,6,0,0,13,0,4,0,0,3,36,54,19,3,110
1132629,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,6,0,0,0,5,0,0,0,0,3,4,3,4,0,7,3,0,4,0,3,3,0,3,0,3,9,0,0,0,11,0,3,0,0,3,3,3,4,0,12,3,8,0,0,14,0,3,0,0,9,3,6,0,0,9,4,11,0,0,12,5,19,0,0,28,5,7,0,0,17,0,0,0,0,0,50,71,17,0,135
1132630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,4,0,5,0,0,3,0,3,0,0,0,0,5,0,3,3,0,3,0,5,3,0,10,4,10,3,0,9,7,3,0,0,8,3,0,0,0,9,8,4,0,0,8,5,8,0,0,20,0,3,3,0,8,0,0,0,0,3,40,41,16,0,93
1132631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,0,3,3,0,4,0,0,3,0,3,3,0,3,0,3,0,3,0,0,3,10,3,3,0,16,7,3,0,0,11,3,4,0,0,10,8,5,0,0,15,9,13,0,0,26,0,5,0,3,12,0,0,0,0,0,53,36,13,3,106
1132632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,4,9,0,0,0,11,3,3,0,0,5,4,7,0,0,17,4,6,0,0,12,0,3,0,0,3,0,3,3,0,8,3,11,0,0,15,3,11,0,0,16,0,8,0,0,7,0,3,0,0,3,0,12,0,0,15,0,3,3,0,10,0,0,0,0,3,28,66,13,3,123
1132633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,11,0,0,0,13,0,5,3,0,6,0,4,3,0,13,13,3,0,0,22,4,9,0,0,9,3,0,0,0,3,7,3,0,0,14,3,0,0,0,8,4,0,0,0,3,3,0,0,0,3,0,3,0,0,3,9,4,0,0,9,0,0,0,0,0,55,41,21,3,119
1132634,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,3,0,0,3,0,3,0,0,4,0,0,0,0,5,3,0,0,0,0,0,6,0,0,5,4,0,0,0,5,0,3,0,0,3,0,3,0,0,3,0,7,0,0,5,0,0,0,0,3,0,0,0,0,0,18,28,11,0,53
1132635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,10,0,0,6,0,9,0,0,0,0,3,3,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,6,3,0,6,0,6,0,0,5,4,0,0,0,4,0,3,0,0,6,6,10,0,0,21,0,9,3,0,9,0,0,0,0,0,22,43,15,0,83
1132636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,3,0,0,0,3,0,0,4,0,3,4,0,0,0,6,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,3,0,10,3,0,0,0,6,3,3,0,0,7,0,0,0,0,7,3,3,0,0,3,3,0,0,0,9,0,0,0,0,0,19,28,14,3,67
1132637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,3,0,0,4,3,7,0,0,9,0,4,0,0,11,3,4,0,0,10,0,13,0,0,17,3,4,0,0,9,0,4,5,0,9,8,7,0,0,18,0,0,0,0,0,0,0,0,0,3,24,58,10,0,92
1132638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,5,0,9,0,0,0,0,4,0,0,4,0,6,4,0,0,0,9,5,3,0,0,14,3,3,0,0,6,4,5,3,0,9,5,3,0,0,14,15,6,0,5,32,18,11,0,0,24,16,4,0,0,23,10,0,0,0,16,11,11,0,0,15,11,4,0,0,12,0,0,0,0,0,109,50,22,8,193
1132639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,3,0,0,3,0,3,0,0,3,7,3,0,0,11,3,3,0,0,13,4,3,0,0,4,5,0,0,0,10,4,6,0,0,13,6,3,0,0,11,0,0,0,0,0,35,35,6,0,78
1132640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,4,3,0,13,3,4,0,0,3,6,3,3,0,10,3,0,0,0,3,0,3,0,0,3,0,0,0,0,3,0,3,0,0,5,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,11,0,0,14,0,3,4,0,11,0,0,0,0,0,23,37,16,0,79
1132641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,3,0,3,3,3,0,0,8,0,3,0,0,5,0,0,5,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,3,0,0,0,0,0,4,13,19,3,43
1132642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,6,0,0,0,0,4,3,0,0,0,3,0,0,0,0,5,0,0,0,0,3,0,3,0,0,4,0,4,0,0,4,0,0,4,0,3,0,0,0,0,0,0,0,0,0,5,0,3,0,0,3,0,0,0,0,4,6,8,0,0,11,0,0,0,0,0,0,0,0,0,0,21,25,13,3,66
1132643,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,7,3,0,0,9,0,5,3,0,9,0,0,0,0,6,0,3,0,0,5,0,0,0,0,3,3,3,0,0,4,6,3,0,0,7,7,0,0,0,10,0,3,0,0,5,3,5,0,0,6,4,4,0,0,12,3,8,3,0,13,0,0,0,0,0,41,42,16,3,102
1132644,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,3,3,0,0,0,3,3,0,3,0,7,5,0,0,0,9,0,0,3,0,3,5,4,0,0,9,5,7,0,0,11,0,0,0,0,3,4,4,0,0,12,3,5,0,0,13,0,0,0,0,3,0,6,0,0,10,0,7,0,0,5,3,6,0,0,10,7,4,0,0,8,0,0,0,0,0,42,46,24,0,104
1132645,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,4,4,3,0,0,11,0,0,0,0,3,0,0,3,0,9,5,3,0,0,10,5,3,0,0,8,5,3,0,0,8,0,8,0,0,8,3,5,0,0,7,8,7,0,0,15,0,9,0,0,4,0,0,0,0,0,31,46,13,0,94
1132646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,3,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,4,0,0,3,0,3,0,0,4,0,4,0,0,6,3,3,0,0,4,0,4,0,0,4,0,0,0,0,0,21,23,10,0,52
1132647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,3,0,0,0,3,10,0,0,0,10,3,3,0,0,5,3,6,0,0,12,7,5,6,0,21,0,3,0,0,4,3,4,0,0,8,3,8,4,3,13,8,4,0,0,12,4,9,0,0,10,4,0,0,0,3,4,4,0,0,5,0,3,0,0,4,0,0,0,0,0,54,43,20,8,129
1132648,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,4,0,5,3,0,0,0,5,3,0,5,0,10,3,0,0,0,3,4,0,0,0,5,3,0,3,0,9,0,3,0,0,10,3,6,0,0,11,6,8,0,0,14,8,3,0,0,8,0,0,0,0,6,7,3,0,0,12,3,3,0,0,9,0,0,0,0,0,61,37,17,9,125
1132649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,10,3,0,0,0,5,0,0,0,0,0,0,0,0,0,4,3,4,0,0,10,0,3,0,0,3,3,3,3,0,11,0,4,0,0,9,0,0,0,0,3,0,0,0,0,3,4,9,0,0,15,3,3,0,0,5,0,0,0,0,0,31,35,15,3,82
1132650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,3,0,0,0,5,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,12,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,3,7,0,0,16,9,5,0,0,15,0,0,0,0,0,25,30,12,0,65
1132651,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,4,3,3,0,0,9,3,0,3,0,9,3,3,3,0,12,3,0,3,0,12,3,0,3,0,9,0,3,3,0,7,8,4,0,0,12,3,8,3,0,9,0,3,0,0,5,0,6,0,0,6,4,19,0,0,26,4,12,3,0,19,0,0,0,0,0,45,68,29,3,142
1132652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,0,3,3,0,0,0,8,6,0,3,0,3,3,3,3,0,7,3,3,0,0,12,6,7,3,0,12,4,6,0,0,4,12,12,3,3,20,3,0,0,0,7,5,4,0,0,5,0,6,0,0,10,3,7,0,0,18,0,0,0,0,8,0,0,0,0,3,56,60,20,9,137
1132653,3,0,0,0,3,0,0,0,0,3,0,0,3,0,4,0,0,0,0,0,0,0,3,0,5,0,0,3,0,4,7,3,0,0,8,5,0,0,0,11,5,3,7,0,11,3,0,4,0,9,3,3,0,0,3,0,0,0,0,3,4,4,0,0,15,5,0,0,0,11,5,0,0,0,6,0,5,0,0,5,5,0,0,0,5,6,3,0,0,4,0,0,0,0,0,53,33,22,8,110
1132654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,3,0,0,4,5,0,3,0,3,0,0,0,0,3,0,0,0,0,3,3,0,0,0,3,0,4,0,0,6,3,6,0,0,6,0,0,0,0,0,0,3,0,0,5,4,0,0,0,6,3,0,3,0,7,0,0,0,0,0,25,15,12,0,54
1132655,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,6,0,0,0,6,6,4,6,0,15,0,0,0,0,3,3,0,3,0,3,0,0,0,0,7,9,0,0,0,10,4,3,0,0,9,0,4,0,0,8,3,3,0,0,8,3,3,0,0,13,3,0,0,0,7,0,0,0,0,0,43,27,12,7,98
1132656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,0,5,4,3,0,0,6,0,3,0,6,11,3,3,0,0,3,3,0,3,0,3,5,7,0,0,12,9,9,0,0,17,3,4,0,0,10,4,3,3,0,10,7,9,0,0,21,3,6,0,0,7,0,0,0,0,0,47,50,12,6,113
1132657,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,3,0,3,0,0,4,3,3,0,0,10,0,6,0,0,3,5,3,0,0,4,0,4,0,0,3,3,7,0,0,8,0,3,0,0,3,0,12,0,0,13,3,6,0,0,10,6,5,0,0,14,0,3,0,0,6,32,51,6,0,93
1132658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3
1132659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,0,3,4,0,0,0,9,3,0,0,0,6,0,5,0,0,5,0,0,0,0,0,3,3,0,0,8,3,0,0,0,3,4,4,5,0,15,3,6,0,0,9,0,7,0,0,8,0,3,0,0,12,6,10,0,0,17,0,4,4,0,7,0,0,0,0,3,35,49,22,4,104
1132660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,3,3,4,0,0,5,3,0,0,0,4,3,0,0,0,4,0,3,3,0,5,5,8,3,0,15,7,3,0,0,11,3,3,0,0,5,0,0,0,0,0,3,3,0,0,7,5,4,0,0,4,0,0,0,0,0,32,29,14,0,75
1132661,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,3,0,0,0,4,3,0,0,0,4,3,0,0,0,7,0,0,0,0,3,0,4,3,0,5,3,0,3,0,8,4,8,0,0,12,6,4,4,0,12,5,8,0,0,14,3,3,0,0,7,3,10,0,0,14,3,0,3,0,5,0,0,0,0,0,45,37,24,3,112
1132662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,3,3,0,0,10,6,0,3,0,10,4,4,3,0,11,3,3,0,0,10,4,0,0,0,5,4,0,0,0,9,7,4,4,0,16,8,10,0,0,21,7,3,0,0,4,5,3,0,0,8,3,7,0,0,11,0,9,0,0,9,0,0,0,0,0,54,44,15,3,125
1132663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,3,0,0,0,4,4,0,0,0,4,5,0,0,0,7,0,3,0,0,3,9,6,0,3,22,4,5,0,0,10,8,3,0,0,9,4,3,3,0,10,9,11,0,0,24,3,4,0,0,5,0,0,0,0,0,49,39,15,5,105
1132664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,8,7,3,0,17,12,8,0,0,12,7,0,0,0,10,9,0,0,0,6,11,4,0,0,19,4,0,0,0,5,0,0,0,0,0,51,18,8,3,84
1132701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,7,0,0,0,0,3,3,3,4,0,8,0,0,3,0,4,0,0,0,0,0,0,3,0,0,3,6,4,3,0,8,0,3,0,0,3,0,5,0,0,9,3,4,0,0,6,6,18,0,0,22,0,6,4,0,15,0,0,0,0,3,23,53,15,0,101
1132702,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,7,0,0,0,0,0,0,0,4,0,4,0,0,0,0,6,0,0,0,0,0,4,4,3,0,9,9,6,0,0,15,7,7,0,0,12,6,6,0,0,16,5,3,0,0,14,15,12,0,0,31,0,4,0,0,3,0,0,0,0,0,50,36,22,0,114
1132703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,3,0,0,0,5,5,3,3,0,9,3,6,0,0,5,3,0,0,0,4,9,0,0,0,12,4,0,0,0,7,3,4,0,0,7,0,0,0,0,3,3,7,0,0,12,0,3,0,0,6,0,0,0,0,3,39,26,12,4,81
1132704,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,3,3,0,0,6,0,3,0,0,4,0,0,0,0,0,4,0,0,0,8,8,4,0,0,13,4,3,0,0,10,8,4,3,0,11,7,11,3,0,19,9,9,0,0,19,0,0,0,0,0,42,48,15,0,109
