POA_CODE_2021,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4to8_sty_blk_Ds,OPDs_F_ap_I_4to8_sty_blk_Ps,OPDs_F_ap_I_9_m_sty_blk_Ds,OPDs_F_ap_I_9_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
POA2359,229,602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,603,46,..,279,603
POA2360,4969,12370,393,601,72,110,468,713,47,65,0,0,0,0,0,4,9,10,61,76,14,20,7,15,3,6,8,21,41,62,28,35,5562,13263,573,..,6133,13263
POA2361,355,798,9,12,0,0,9,12,0,9,0,0,0,0,0,0,0,0,5,4,0,3,0,0,0,0,4,4,4,6,0,0,370,825,81,..,449,825
POA2365,1304,3127,23,34,3,5,24,39,16,22,0,0,0,0,0,0,0,0,16,22,5,3,20,21,0,0,3,7,26,30,3,18,1372,3233,275,..,1643,3233
POA2369,321,783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,12,0,0,327,798,28,..,356,798
POA2370,2858,6375,155,227,9,8,158,235,70,84,0,0,0,0,0,0,0,0,70,84,12,29,3,12,4,6,8,19,34,69,6,13,3120,6776,444,..,3562,6776
POA2371,485,983,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,4,6,0,7,0,0,0,0,0,0,9,7,0,4,498,1007,167,..,671,1007
POA2372,1935,4138,24,47,0,0,24,47,62,91,0,0,0,0,0,0,0,0,62,91,6,11,0,4,6,0,11,12,22,34,12,22,2054,4330,434,..,2489,4330
POA2379,92,258,0,5,0,0,0,5,0,0,0,0,0,0,0,0,3,0,3,0,3,4,0,0,0,0,0,0,5,4,0,0,95,263,44,..,139,263
POA2380,3591,9396,311,499,42,65,354,561,75,99,0,0,5,6,0,0,4,6,82,110,12,14,0,5,0,0,5,8,17,25,11,11,4050,10108,483,..,4533,10108
POA2381,458,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,460,1160,111,..,571,1160
POA2382,481,1145,9,16,7,10,16,29,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,3,4,4,3,17,507,1193,109,..,615,1193
POA2386,97,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,101,246,38,..,136,246
POA2387,62,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,167,26,..,86,167
POA2388,796,1999,57,84,0,0,57,84,3,6,0,0,0,0,0,0,0,0,3,6,3,9,3,3,4,7,0,0,15,17,7,19,875,2131,169,..,1042,2131
POA2390,2756,7142,287,404,25,37,314,444,24,30,0,0,0,0,0,0,0,0,22,33,7,15,10,10,0,0,0,7,19,31,3,5,3111,7664,415,..,3532,7664
POA2395,295,627,3,13,0,0,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,303,636,92,..,397,636
POA2396,289,677,0,6,0,0,0,6,7,7,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,6,5,6,5,10,32,312,719,24,..,338,719
POA2397,102,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,5,3,6,103,248,40,..,145,248
POA2398,53,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,58,178,6,..,63,178
POA2399,154,397,22,66,0,0,22,66,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,5,7,8,12,186,474,23,..,210,474
POA2400,2660,6925,343,614,64,105,409,722,69,97,0,0,0,0,0,0,3,0,67,103,10,24,5,4,0,0,7,9,22,43,19,41,3184,7825,634,..,3820,7825
POA2401,112,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,291,0,..,113,291
POA2402,663,1512,11,12,0,0,11,12,10,11,0,0,0,0,0,0,0,0,10,11,0,5,0,0,0,0,0,15,3,15,3,7,688,1552,94,..,782,1552
POA2403,234,577,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,584,38,..,278,584
POA2404,679,1458,14,24,0,0,14,24,0,0,0,0,0,0,0,0,0,0,0,0,9,21,0,0,0,0,0,0,14,20,4,10,720,1517,155,..,872,1517
POA2405,129,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,6,4,11,0,3,136,328,64,..,202,328
POA2406,242,550,18,26,0,6,19,36,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,4,3,4,266,590,125,..,386,590
POA2408,94,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,100,234,43,..,138,234
POA2409,235,726,0,0,0,0,0,0,10,18,0,0,0,0,0,0,0,0,10,18,4,5,0,0,0,0,3,11,3,16,4,12,256,769,59,..,316,769
POA2410,81,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,84,191,36,..,120,191
POA2411,23,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,5,0,29,91,12,..,37,91
POA2415,146,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,374,30,..,171,374
POA2420,1542,3626,46,72,0,0,46,72,4,9,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,5,11,5,10,9,29,1616,3749,218,..,1831,3749
POA2421,708,1914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,713,1920,59,..,774,1920
POA2422,2196,4990,75,94,9,21,82,113,29,40,0,0,0,0,0,0,0,4,36,44,8,7,0,3,0,0,14,31,22,41,9,18,2342,5204,427,..,2762,5204
POA2423,1257,2867,8,16,0,0,8,16,7,17,0,0,0,0,0,0,0,3,3,15,6,28,8,12,0,0,3,3,21,41,0,5,1288,2941,318,..,1612,2941
POA2424,170,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,171,439,38,..,211,439
POA2425,700,1774,3,16,0,0,3,16,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,15,3,15,0,0,717,1805,132,..,846,1805
POA2426,300,773,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,4,6,13,4,3,0,8,0,0,0,0,5,12,0,0,306,795,33,..,342,795
POA2427,1327,2762,51,78,73,133,120,216,66,103,8,8,0,0,0,0,0,0,74,109,44,59,57,88,0,0,9,15,105,159,3,0,1629,3246,330,..,1961,3246
POA2428,7378,17139,1447,2422,258,480,1702,2899,896,1326,393,596,371,606,75,128,8,17,1742,2683,72,107,112,150,0,0,50,93,228,349,41,70,11086,23141,3297,..,14388,23141
POA2429,3600,8710,82,113,12,20,94,127,53,89,0,0,0,0,0,0,0,0,61,87,12,28,5,3,0,0,3,9,17,38,10,16,3789,8976,360,..,4148,8976
POA2430,12220,30192,1104,1700,142,276,1250,1978,714,1053,47,66,0,0,0,4,13,27,777,1142,51,60,146,227,5,14,21,44,233,346,55,73,14527,33732,1406,..,15936,33732
POA2431,2006,4548,92,162,23,46,116,206,240,386,34,49,0,0,0,0,4,3,272,437,15,26,3,0,0,0,5,6,19,33,5,9,2421,5232,647,..,3066,5232
POA2439,1534,3813,17,37,0,4,22,34,0,0,0,0,0,0,0,0,3,5,3,5,0,0,0,0,0,0,0,0,0,0,4,6,1566,3864,133,..,1694,3864
POA2440,7479,19078,102,196,69,124,175,320,336,494,18,35,0,0,0,3,7,12,368,547,49,73,47,89,0,6,10,20,112,193,32,74,8170,20212,932,..,9100,20212
POA2441,1554,3926,0,7,0,0,0,7,21,28,0,0,0,0,0,0,0,0,21,28,5,11,0,4,0,0,3,10,8,24,8,11,1595,3987,266,..,1862,3987
POA2443,2923,6478,494,726,69,121,566,843,206,322,12,18,0,0,0,0,5,10,224,348,32,55,162,229,4,8,20,40,214,332,27,37,3949,8042,528,..,4475,8042
POA2444,14082,36271,2641,4471,974,1993,3618,6459,1312,2027,575,945,972,1531,134,231,22,58,3012,4790,21,25,98,139,0,0,21,39,135,203,52,94,20893,47822,2071,..,22966,47822
POA2445,2705,6731,67,114,36,73,109,187,58,86,0,0,0,0,0,0,0,6,60,94,0,0,0,3,0,0,0,5,3,16,6,14,2883,7029,263,..,3152,7029
POA2446,5009,13374,301,556,35,55,335,613,35,54,0,0,0,0,0,0,12,23,47,80,4,8,8,10,0,0,9,20,22,40,13,26,5426,14128,303,..,5732,14128
POA2447,2774,6795,72,127,16,29,90,159,41,68,12,7,0,0,0,0,0,11,48,90,9,22,54,69,0,4,15,31,77,124,11,25,2998,7187,341,..,3338,7187
POA2448,3266,7307,268,443,156,249,421,689,196,330,96,151,28,38,0,0,11,25,334,543,30,40,32,48,0,0,20,42,80,130,45,68,4144,8741,440,..,4580,8741
POA2449,776,1906,19,34,0,4,13,36,5,9,0,0,0,0,0,0,0,0,11,13,5,6,0,0,5,3,0,3,10,14,0,11,815,1976,95,..,903,1976
POA2450,12706,34227,1052,1923,1111,2339,2164,4261,1675,2979,279,486,265,417,115,181,43,63,2372,4123,60,114,274,403,6,0,13,30,352,546,84,167,17675,43330,1596,..,19276,43330
POA2452,4452,11552,807,1343,164,355,967,1699,493,812,83,149,0,0,0,0,14,34,591,995,25,42,25,36,0,0,5,19,62,100,4,7,6085,14352,478,..,6558,14352
POA2453,1132,2441,24,40,0,0,22,44,6,10,0,0,0,0,0,0,0,6,10,15,0,5,19,29,0,0,3,6,22,36,0,0,1187,2535,261,..,1446,2535
POA2454,2740,6924,82,127,18,36,97,161,6,20,0,0,0,0,5,5,8,11,17,35,16,24,24,44,0,4,6,11,43,76,16,46,2914,7238,347,..,3263,7238
POA2455,1085,2477,53,98,29,64,77,164,131,187,0,0,0,0,0,0,0,3,135,183,20,30,22,31,0,0,0,0,36,64,10,13,1341,2902,130,..,1475,2902
POA2456,5672,14879,183,388,193,415,378,805,65,122,28,81,0,0,0,0,24,46,112,246,73,191,24,46,0,3,0,0,102,247,33,73,6304,16253,668,..,6970,16253
POA2460,10088,25161,347,526,252,461,595,988,600,892,14,15,8,19,0,0,11,10,631,940,33,49,50,76,8,8,115,281,206,411,44,69,11563,27574,1028,..,12595,27574
POA2462,916,2119,8,18,13,19,19,34,20,43,0,0,0,0,0,0,0,4,20,41,17,21,45,65,0,0,5,13,66,99,5,5,1030,2300,374,..,1400,2300
POA2463,2958,7199,74,124,40,75,112,199,33,51,0,0,0,0,0,0,20,31,57,84,24,37,45,54,5,11,8,20,78,121,12,29,3215,7635,369,..,3583,7635
POA2464,2327,5216,325,528,163,304,487,835,73,128,69,119,12,16,0,0,9,23,166,284,16,32,8,10,4,4,21,37,46,79,16,34,3042,6450,959,..,3993,6450
POA2465,134,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,329,15,..,148,329
POA2466,613,1268,83,135,39,67,126,201,35,51,0,0,0,0,0,0,0,5,37,56,0,5,68,110,0,0,3,3,73,111,4,4,854,1637,305,..,1157,1637
POA2469,1571,3505,5,6,0,0,5,6,4,7,0,0,0,0,0,0,0,3,9,11,25,36,50,68,8,12,10,16,94,134,20,56,1696,3706,297,..,1991,3706
POA2470,5110,12996,308,473,40,87,348,554,213,312,0,4,0,0,0,0,12,19,229,339,34,53,17,30,8,12,15,25,74,114,13,15,5773,14027,407,..,6180,14027
POA2471,871,2353,13,29,5,16,18,41,4,6,0,0,0,0,0,0,0,0,4,6,4,6,0,0,0,0,0,7,11,17,8,5,907,2422,74,..,984,2422
POA2472,637,1628,16,32,9,14,22,48,0,8,0,0,0,0,0,0,0,0,0,8,45,65,12,14,0,0,3,10,63,87,11,24,740,1793,67,..,807,1793
POA2473,828,1963,250,399,175,341,428,738,81,128,3,8,0,0,0,3,5,9,90,138,19,30,30,53,0,0,7,14,50,90,4,7,1390,2942,293,..,1687,2942
POA2474,2467,5632,10,13,3,6,10,18,80,105,3,10,0,0,0,0,3,13,87,124,15,16,9,15,3,5,17,24,32,67,7,15,2611,5850,364,..,2972,5850
POA2475,161,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,0,0,166,356,33,..,195,356
POA2476,327,712,4,3,0,0,4,3,3,0,0,0,0,0,0,0,0,0,3,0,8,6,4,3,5,5,4,0,17,23,0,0,345,741,106,..,451,741
POA2477,4123,10760,586,989,73,127,665,1118,125,231,0,0,0,0,0,0,10,21,143,257,19,32,28,52,4,8,6,10,55,96,5,18,4988,12236,306,..,5295,12236
POA2478,8537,21776,1655,3187,1453,2846,3108,6028,504,861,156,270,67,120,17,31,31,59,774,1342,44,54,274,370,0,9,18,35,336,473,61,86,12824,29701,1055,..,13875,29701
POA2479,1847,5052,15,30,13,28,28,61,8,14,0,0,0,0,0,4,14,27,23,40,0,0,9,18,0,0,5,10,15,22,5,8,1923,5191,233,..,2148,5191
POA2480,14877,37499,1194,1821,511,905,1706,2724,663,1089,78,117,0,0,0,6,74,145,816,1348,71,91,167,202,9,17,24,64,273,369,55,106,17725,42048,1372,..,19091,42048
POA2481,3282,8706,344,702,658,1452,1003,2152,254,444,33,50,0,0,0,0,39,80,320,571,69,92,77,118,10,13,25,43,180,274,48,94,4831,11798,1336,..,6161,11798
POA2482,2229,5644,44,76,27,45,66,117,53,82,4,6,0,0,0,0,34,86,96,173,17,26,8,11,5,13,4,17,34,60,17,27,2439,6027,274,..,2709,6027
POA2483,3603,9156,123,281,153,315,273,588,245,377,49,81,0,0,0,9,51,85,343,550,21,37,70,97,0,4,33,58,121,197,14,21,4356,10516,611,..,4967,10516
POA2484,6393,16639,170,285,66,135,237,427,439,625,48,77,15,24,0,0,10,21,515,748,31,49,28,51,6,6,20,47,79,149,35,53,7250,18009,651,..,7905,18009
POA2485,2531,6205,784,1454,1051,2071,1835,3521,771,1308,686,1189,459,793,472,812,9,6,2389,4114,14,29,6,9,0,0,0,10,20,45,26,35,6799,13926,891,..,7694,13926
POA2486,8474,22593,2545,4663,893,1958,3440,6617,428,682,256,414,21,29,59,99,27,45,784,1268,21,34,78,106,0,5,0,0,95,146,18,42,12816,30670,790,..,13602,30670
POA2487,3623,9956,347,705,467,1083,812,1797,240,423,436,845,131,239,0,0,15,20,819,1527,49,85,374,522,0,0,13,21,437,630,23,45,5711,13954,958,..,6669,13954
POA2488,817,2286,221,453,101,237,321,691,71,121,44,79,0,0,0,0,5,13,122,216,0,0,0,0,0,0,4,7,0,4,0,9,1261,3206,198,..,1457,3206
POA2489,2098,5789,228,454,239,523,469,974,76,133,115,186,0,0,0,0,12,21,207,344,17,32,51,77,0,0,5,10,72,125,4,9,2850,7232,308,..,3158,7232
POA2490,234,642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,643,13,..,250,643
POA2500,6346,17784,526,1105,1371,3073,1891,4171,2038,3678,2082,3585,3162,5863,2075,3952,45,99,9398,17165,0,0,0,0,0,0,139,246,134,252,61,125,17838,39492,1943,..,19777,39492
POA2502,3595,9597,151,305,259,669,409,976,452,862,80,137,36,46,0,0,49,116,618,1164,0,0,0,0,0,0,8,25,14,33,5,11,4637,11777,452,..,5091,11777
POA2505,1540,3987,65,104,75,148,133,250,174,281,135,178,0,0,0,0,9,16,316,483,0,0,0,0,0,0,10,17,10,17,5,9,2008,4742,171,..,2176,4742
POA2506,2553,6779,25,39,57,109,79,149,199,295,25,48,0,0,0,0,19,49,243,389,0,0,0,0,0,0,0,0,0,0,0,0,2875,7315,124,..,2993,7315
POA2508,2610,7904,25,53,76,164,96,215,236,529,76,141,0,0,0,0,21,45,327,712,0,0,0,0,0,0,16,43,16,43,16,45,3066,8921,173,..,3240,8921
POA2515,3367,9694,111,169,306,687,417,858,170,306,126,233,21,40,0,0,16,46,337,622,0,0,0,0,0,0,17,32,17,32,13,26,4146,11236,424,..,4570,11236
POA2516,1892,5648,94,152,121,266,216,424,204,369,14,24,0,0,0,0,21,45,231,431,12,10,0,4,0,0,0,11,12,26,0,3,2354,6526,100,..,2458,6526
POA2517,3388,9715,235,402,639,1347,879,1750,716,1290,112,174,73,101,0,0,14,26,916,1602,0,0,0,0,0,0,26,51,26,51,4,9,5213,13121,286,..,5494,13121
POA2518,4653,12593,915,1614,1342,2718,2255,4331,592,986,293,460,139,229,0,3,33,67,1059,1741,17,24,0,0,0,0,35,82,58,113,9,29,8036,18805,452,..,8486,18805
POA2519,4518,12464,506,941,759,1564,1261,2501,300,519,44,83,391,696,0,0,24,70,763,1362,0,0,0,0,0,0,34,75,38,83,6,12,6592,16421,353,..,6942,16421
POA2525,3535,10443,220,411,200,453,417,862,149,255,23,52,0,0,0,0,7,15,181,326,0,0,149,212,0,0,7,11,154,221,6,17,4290,11863,147,..,4436,11863
POA2526,5169,14762,179,317,187,435,372,753,252,357,9,21,0,0,0,0,12,27,271,402,0,0,0,0,0,0,17,26,17,26,5,10,5834,15948,217,..,6053,15948
POA2527,7636,22218,766,1417,532,1203,1305,2624,39,68,0,0,0,0,0,0,25,59,60,123,0,0,0,0,0,0,5,9,5,9,15,31,9018,25005,348,..,9366,25005
POA2528,7372,18853,360,563,551,1048,914,1610,741,1194,17,32,0,0,0,0,20,33,783,1266,268,375,74,115,0,0,14,31,364,521,14,20,9443,22272,664,..,10106,22272
POA2529,7930,23097,780,1403,1041,2402,1826,3806,261,446,95,148,98,161,0,0,45,113,501,864,0,7,0,0,0,0,18,33,20,40,13,30,10287,27842,509,..,10793,27842
POA2530,11085,30811,825,1471,450,899,1279,2370,179,264,10,17,0,0,0,0,28,73,223,355,0,0,0,0,0,4,4,12,3,19,15,25,12603,33580,441,..,13050,33580
POA2533,4786,12989,250,474,705,1442,964,1911,195,349,142,257,310,452,0,0,24,49,670,1109,3,7,10,9,0,0,24,48,37,64,13,18,6464,16092,969,..,7434,16092
POA2534,1720,4604,139,234,128,258,270,499,48,78,37,60,0,0,0,0,3,4,87,136,0,4,13,18,0,0,5,8,18,36,4,13,2099,5284,716,..,2813,5284
POA2535,2636,6431,248,388,124,188,375,579,12,29,0,0,0,0,0,0,19,35,27,63,19,25,185,271,0,0,13,34,216,333,55,82,3305,7487,562,..,3872,7487
POA2536,6216,14854,388,622,355,640,747,1263,668,1040,26,28,30,39,0,0,14,19,726,1129,44,70,61,92,0,0,7,18,115,184,29,41,7833,17464,3275,..,11105,17464
POA2537,4716,10783,278,448,130,234,406,682,51,79,0,5,0,0,0,3,9,10,60,98,53,92,52,82,0,0,11,32,119,207,20,22,5322,11788,1958,..,7282,11788
POA2538,856,2165,18,28,10,16,30,44,19,17,0,0,0,0,0,0,0,3,20,22,0,0,18,17,0,0,0,5,16,30,5,9,925,2269,139,..,1060,2269
POA2539,7398,17150,261,408,266,474,527,888,120,194,4,8,0,0,0,0,16,29,143,236,33,50,256,394,0,3,15,25,312,475,33,80,8411,18828,3612,..,12022,18828
POA2540,16797,40838,993,1691,181,308,1170,2001,247,388,6,9,9,23,0,0,52,100,315,514,63,93,193,293,3,7,19,51,270,442,141,188,18694,43985,7361,..,26054,43985
POA2541,9038,22601,1104,1789,246,414,1348,2208,309,498,22,34,0,0,0,0,28,54,364,579,3,3,5,7,0,3,8,7,21,25,14,23,10785,25437,773,..,11559,25437
POA2545,425,949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,5,10,4,10,0,0,4,9,11,24,0,0,433,975,150,..,581,975
POA2546,3558,7893,178,273,124,207,303,474,193,293,33,54,8,14,0,0,8,10,240,372,8,30,134,174,0,3,9,25,151,233,20,34,4270,9002,1364,..,5639,9002
POA2548,2542,5848,279,414,285,501,568,913,452,713,28,46,3,9,0,0,5,14,487,776,4,0,7,14,0,0,0,5,13,21,35,71,3642,7625,929,..,4577,7625
POA2549,1404,3440,82,141,47,72,127,216,19,34,0,0,0,0,0,3,6,4,27,41,0,9,9,12,0,0,0,0,12,18,3,12,1574,3724,301,..,1874,3724
POA2550,6171,14761,243,336,93,144,334,485,78,106,3,4,0,0,0,0,4,8,85,117,50,79,23,57,4,10,12,26,91,174,15,31,6700,15568,915,..,7615,15568
POA2551,1208,2798,119,172,44,72,169,248,40,68,7,12,0,0,0,0,0,0,49,76,4,8,61,101,0,0,0,0,64,114,8,28,1501,3256,316,..,1819,3256
POA2555,51,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,144,9,..,59,144
POA2556,675,2229,0,9,0,0,0,9,0,0,0,0,0,0,0,0,5,15,5,15,0,0,0,0,0,0,0,0,0,0,0,6,689,2262,53,..,740,2262
POA2557,5807,18972,42,103,97,251,132,355,13,24,0,0,0,0,0,0,22,41,33,67,0,0,0,0,0,0,3,0,3,0,13,32,5991,19426,246,..,6236,19426
POA2558,3268,10025,161,341,81,224,249,565,3,11,0,0,0,0,0,0,16,39,19,44,0,0,0,0,0,0,0,0,0,0,0,0,3535,10634,111,..,3650,10634
POA2559,424,1427,80,201,290,939,372,1140,24,32,0,0,0,0,0,0,3,15,32,45,0,0,0,0,0,0,0,0,0,0,0,0,826,2615,101,..,936,2615
POA2560,21834,65880,1343,2863,1831,3803,3175,6664,722,1179,443,715,1279,2524,180,337,188,364,2802,5128,0,0,0,0,4,3,8,18,11,27,29,53,27861,77756,1543,..,29399,77756
POA2563,85,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,82,245,9,..,89,245
POA2564,3262,9899,628,1435,674,1822,1300,3253,23,61,0,0,0,0,0,0,36,85,57,152,0,0,0,0,0,0,0,0,0,0,6,3,4623,13306,220,..,4845,13306
POA2565,7477,24446,831,1892,1002,2717,1832,4613,105,233,51,92,265,458,0,0,63,174,482,961,0,0,0,0,0,0,0,0,4,5,25,53,9825,30073,470,..,10294,30073
POA2566,7508,24065,465,1020,417,963,882,1982,129,257,3,4,0,0,0,0,82,197,219,457,0,0,0,0,0,0,0,0,0,0,4,17,8615,26519,321,..,8933,26519
POA2567,12088,38855,233,507,201,500,437,1006,6,5,0,0,22,29,0,0,25,70,46,106,0,0,0,0,0,0,0,0,0,0,12,13,12584,39990,315,..,12892,39990
POA2568,356,991,37,60,0,0,37,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,401,1058,20,..,418,1058
POA2569,411,1259,10,32,0,3,15,34,3,5,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,3,427,1300,19,..,443,1300
POA2570,18188,56826,624,1100,1002,2394,1628,3488,220,343,0,0,12,15,0,0,65,166,297,519,20,27,46,68,0,0,7,26,82,119,53,104,20245,61062,875,..,21121,61062
POA2571,4004,12199,65,97,28,66,94,163,52,70,4,9,0,0,0,0,13,33,71,108,0,0,0,0,0,0,25,31,24,36,7,16,4205,12526,253,..,4453,12526
POA2572,1725,4812,160,232,0,7,164,235,5,7,0,0,0,0,0,0,3,12,7,17,0,0,0,0,0,0,5,13,5,13,4,9,1902,5088,121,..,2021,5088
POA2573,1836,5194,146,256,17,32,156,293,0,0,0,0,0,0,0,0,17,50,17,50,0,0,0,0,0,0,0,0,0,3,4,10,2023,5543,123,..,2146,5543
POA2574,1805,5409,98,144,0,0,98,144,19,18,0,0,0,0,0,0,11,40,27,56,0,0,43,48,0,0,0,9,47,54,8,7,1983,5682,95,..,2081,5682
POA2575,6057,16095,153,239,37,70,192,305,159,303,13,35,0,0,0,0,23,47,196,376,0,0,25,35,4,9,6,15,40,61,19,37,6505,16874,496,..,6996,16874
POA2576,4822,11743,495,774,271,466,771,1241,110,166,0,0,0,0,0,0,22,48,133,211,0,0,0,0,0,0,13,28,13,28,10,25,5749,13247,663,..,6417,13247
POA2577,5811,14778,271,417,41,87,310,499,105,169,0,5,0,0,0,3,3,14,116,193,22,28,50,53,0,7,26,57,96,140,8,12,6344,15631,998,..,7344,15631
POA2578,1167,2565,17,28,0,0,17,28,14,17,0,0,0,0,0,0,5,8,21,26,0,0,0,0,0,4,6,9,10,13,0,0,1209,2627,182,..,1394,2627
POA2579,1670,4287,3,3,0,3,5,9,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,6,3,8,9,3,6,1687,4314,386,..,2070,4314
POA2580,10469,26026,864,1404,170,311,1031,1721,283,402,61,76,0,0,0,0,21,34,360,517,17,25,35,60,0,0,38,71,96,157,27,36,11981,28450,2037,..,14018,28450
POA2581,835,2241,4,12,0,3,10,13,0,0,0,0,0,0,0,0,0,6,3,7,0,0,0,0,0,0,0,4,3,8,14,25,862,2292,116,..,978,2292
POA2582,4463,12223,179,288,15,38,194,328,80,100,0,0,0,0,0,0,8,17,86,120,8,12,5,0,0,0,5,10,14,23,22,31,4774,12722,437,..,5213,12722
POA2583,1774,4073,48,65,6,11,53,68,7,9,0,0,0,0,0,0,0,0,7,9,8,12,0,0,0,0,4,12,12,27,8,25,1855,4203,480,..,2332,4203
POA2584,211,490,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,218,501,50,..,266,501
POA2585,77,181,3,6,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,81,191,24,..,107,191
POA2586,1014,2380,28,40,0,0,28,40,4,3,0,0,0,0,0,0,3,4,7,8,6,15,0,0,0,0,4,7,10,20,13,20,1069,2469,219,..,1286,2469
POA2587,1134,2621,25,37,0,0,25,37,20,24,0,0,0,0,0,0,0,3,19,21,3,7,13,15,0,0,9,18,19,38,6,6,1198,2723,225,..,1427,2723
