POA_CODE_2021,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,non_sch_qual_PostGrad_Dgre_M,non_sch_qual_PostGrad_Dgre_F,non_sch_qual_PostGrad_Dgre_P,non_sch_qual_Gr_Dip_Gr_Crt_M,non_sch_qual_Gr_Dip_Gr_Crt_F,non_sch_qual_Gr_Dip_Gr_Crt_P,non_sch_qual_Bchelr_Degree_M,non_sch_qual_Bchelr_Degree_F,non_sch_qual_Bchelr_Degree_P,non_sch_qual_Advnd_Dip_Dip_M,non_sch_qual_Advnd_Dip_Dip_F,non_sch_qual_Advnd_Dip_Dip_P,non_sch_qual_Cert3a4_Level_M,non_sch_qual_Cert3a4_Level_F,non_sch_qual_Cert3a4_Level_P,non_sch_qual_Cert1a2_Level_M,non_sch_qual_Cert1a2_Level_F,non_sch_qual_Cert1a2_Level_P,non_sch_qual_Certnfd_Level_M,non_sch_qual_Certnfd_Level_F,non_sch_qual_Certnfd_Level_P,non_sch_qual_CertTot_Level_M,non_sch_qual_CertTot_Level_F,non_sch_qual_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
POA2720,3373,3496,6869,1504,760,2261,356,920,1275,108,125,230,98,80,180,2063,1884,3944,1057,1323,2380,4.7,4.4,4.5,61.2,53.8,57.4,58.3,51.5,54.8,47,63,112,25,87,115,244,369,615,161,295,455,982,507,1487,30,65,96,41,81,122,1053,655,1708,3326,3375,6698,472,520,993,2322,2316,4630,1284,1361,2649
POA2721,90,84,177,42,17,54,8,13,19,0,5,0,3,4,5,46,34,84,37,33,75,6.4,10.5,8.2,50,46.3,48.3,46.8,41.5,44.3,0,0,0,0,0,0,4,7,18,4,0,11,10,17,27,0,0,0,4,0,9,16,19,35,104,89,193,8,6,16,83,73,157,16,21,35
POA2722,1401,1371,2775,577,281,854,174,345,514,54,57,113,30,21,53,831,697,1533,400,538,930,4.1,2.6,3.4,59.5,50.6,55.1,57.1,49.3,53.2,26,26,52,6,13,25,71,143,208,61,119,178,321,171,498,17,22,33,22,30,56,361,224,589,1341,1333,2679,151,150,304,1004,934,1935,431,464,890
POA2725,141,155,298,52,32,82,16,29,44,5,3,7,4,8,9,80,69,145,60,76,137,7.8,7.2,7.5,54.2,44.5,49.2,50,41.3,45.5,4,3,9,0,0,0,0,22,24,10,11,18,38,23,64,0,4,7,6,5,12,47,28,77,148,153,303,11,8,18,106,129,237,40,36,78
POA2726,100,102,204,47,24,69,13,33,41,5,5,13,0,0,4,66,64,129,25,29,54,1.5,3.2,2.3,66.3,59.4,62.7,65.3,57.5,61.3,0,5,0,0,4,4,8,20,22,11,9,17,21,15,38,0,0,0,5,5,7,23,25,45,109,101,216,4,11,18,86,79,164,22,30,48
POA2727,144,127,272,75,34,102,15,35,47,5,8,12,0,5,3,92,78,173,29,27,58,1.1,2.6,1.8,63.4,62.9,63.2,62.8,61.3,62.1,5,0,5,0,3,6,12,27,37,4,8,16,24,9,36,0,0,3,0,3,7,29,18,47,151,129,284,4,6,11,123,89,216,26,29,63
POA2729,661,665,1326,329,149,481,49,180,227,36,33,71,22,10,33,436,378,812,190,248,443,4.6,2.9,3.8,65.9,56.6,61.2,62.9,54.9,58.9,10,19,27,3,22,21,34,73,112,44,58,105,193,106,301,8,14,23,9,9,19,219,125,340,676,676,1348,74,84,158,511,508,1021,208,216,423
POA2730,571,541,1117,204,116,326,58,115,175,23,14,35,19,10,34,306,258,568,221,240,462,6.6,4.6,5.7,52.7,48.2,50.5,49.2,45.9,47.6,8,3,16,0,10,13,29,55,75,34,54,84,139,74,217,3,14,18,3,18,21,157,106,264,552,520,1077,60,73,131,421,371,793,178,197,369
POA2731,2984,3186,6171,1179,618,1802,355,840,1200,113,163,270,58,50,112,1704,1678,3383,1065,1295,2358,3.5,3.1,3.3,57.1,52.6,54.8,55.2,51,53,53,59,113,30,89,122,233,409,644,184,303,483,875,376,1250,18,31,46,37,50,93,936,455,1393,2754,2955,5711,546,565,1110,1711,1841,3555,1417,1543,2958
POA2732,786,828,1617,319,166,482,76,185,263,31,47,75,18,10,29,447,401,843,286,369,649,3.8,2.3,3.1,56.6,48.4,52.4,54.5,47.3,50.8,7,7,12,0,19,25,39,97,134,63,79,136,212,91,299,5,15,16,3,12,17,219,110,331,742,752,1495,102,103,206,519,514,1028,298,307,605
POA2733,237,246,477,103,52,158,17,63,75,5,8,12,4,0,4,128,115,250,62,78,139,2.3,0,1.2,55.3,48.1,51.7,54,48.1,51,0,3,3,0,0,0,12,25,34,8,20,31,52,37,87,0,5,3,9,6,10,59,45,104,207,213,417,34,31,67,151,140,295,78,89,163
POA2734,192,195,390,116,71,180,17,55,79,6,3,11,0,0,0,141,126,272,41,49,90,0,0,0,72.3,67.4,69.8,72.3,67.4,69.8,4,8,12,0,7,8,9,35,44,24,25,43,46,29,66,3,6,8,0,3,6,48,39,82,190,185,377,25,29,58,141,132,277,70,70,148
POA2735,176,152,329,81,37,117,20,51,76,4,9,11,3,4,14,111,98,210,54,43,96,6.1,5.1,5.6,64,65.6,64.7,60.1,62.3,61.1,0,3,3,0,4,6,9,12,19,8,15,21,43,26,74,3,0,3,3,5,7,52,29,80,183,157,340,17,13,29,135,120,259,52,43,93
POA2736,207,145,347,80,35,119,30,29,63,7,8,11,4,0,7,123,80,202,46,51,92,4.1,5.1,4.5,59.6,54.5,57.5,57.1,51.7,54.9,0,3,3,0,6,6,11,19,31,17,17,29,42,24,60,0,0,0,0,3,8,49,26,69,160,135,294,38,22,62,99,84,186,90,59,151
POA2737,324,329,650,151,76,225,30,75,106,15,17,22,5,6,12,197,165,367,67,91,158,1.5,4.2,2.7,62.5,51.2,56.8,61.6,49.1,55.3,3,0,5,0,0,0,14,25,34,9,19,33,65,47,107,0,4,4,5,6,8,69,56,126,302,298,596,38,31,65,227,218,451,89,76,167
POA2738,816,801,1623,458,244,703,78,242,320,26,42,68,16,12,28,576,539,1116,186,219,407,2.9,2.2,2.6,70.4,67.6,69,68.3,66.1,67.2,8,12,20,5,32,37,69,136,202,65,101,172,241,104,343,4,9,18,10,14,25,251,130,383,859,833,1694,140,140,288,530,501,1024,395,411,811
POA2739,577,555,1126,262,160,418,58,133,190,19,19,40,18,9,32,359,326,685,157,177,333,4.8,4,4.4,62.3,58.6,60.5,59.3,56.2,57.8,4,13,18,10,5,19,41,80,117,39,63,100,140,70,215,13,15,25,7,11,18,159,95,255,555,536,1101,82,68,151,404,386,785,195,188,387
POA2745,11851,12651,24500,6102,4170,10274,1670,3082,4743,936,1112,2049,266,238,514,8974,8611,17581,2540,3675,6211,3,2.8,2.9,75.7,68,71.8,73.5,66.1,69.7,503,667,1169,136,311,449,1363,2090,3455,1046,1517,2564,3429,1671,5099,93,183,281,208,343,552,3735,2193,5933,13245,13697,26944,1694,1904,3597,8850,9156,18006,5124,5560,10686
POA2747,20173,21399,41577,8929,6212,15142,2695,4275,6965,1513,1713,3226,668,631,1302,13810,12831,26637,5098,7286,12385,4.8,4.9,4.9,68.4,60,64.1,65.1,57,60.9,1031,1189,2215,199,382,578,2180,3271,5453,1585,2203,3787,4904,3019,7930,210,379,593,299,479,780,5422,3884,9303,21012,21741,42754,3734,3993,7727,11503,11779,23281,11297,12028,23324
POA2748,814,729,1548,314,164,482,139,165,306,56,48,98,19,10,30,527,391,918,262,324,593,4,2.6,3.4,64.7,53.1,59.2,62.2,51.7,57.2,31,29,53,4,12,23,96,86,185,48,69,117,210,93,298,5,12,24,13,19,33,221,128,347,849,753,1602,70,68,140,703,626,1323,187,174,357
POA2749,6323,6805,13133,2916,1945,4856,882,1546,2431,504,582,1085,171,172,342,4471,4242,8716,1555,2267,3824,3.9,4,3.9,70.8,62.3,66.4,68,59.8,63.7,163,223,389,60,139,197,487,869,1358,432,744,1180,2033,1084,3122,56,132,195,105,163,267,2200,1384,3581,6990,7293,14282,834,893,1725,4979,5195,10173,2303,2505,4808
POA2750,19447,21002,40446,8001,5724,13722,2597,3922,6520,1384,1646,3030,589,529,1121,12569,11812,24386,5656,7779,13432,4.7,4.5,4.6,64.7,56.2,60.3,61.6,53.7,57.5,791,977,1764,222,406,624,1926,2912,4837,1451,2233,3685,5177,3018,8194,172,360,539,331,463,787,5682,3841,9522,18763,19503,38269,3530,3749,7283,12230,12777,25009,8777,9361,18140
POA2752,2278,2192,4467,1100,655,1753,314,558,873,195,197,385,45,33,78,1650,1445,3102,533,660,1192,2.7,2.3,2.6,72.5,66,69.3,70.5,64.5,67.6,37,64,102,18,42,60,123,262,384,134,244,375,855,379,1235,15,56,72,38,60,99,911,500,1414,2508,2363,4869,283,292,585,1685,1601,3281,916,900,1813
POA2753,7223,7354,14575,2893,1789,4675,1091,1637,2728,530,535,1065,171,136,307,4677,4096,8772,2059,2798,4859,3.6,3.4,3.5,64.8,55.7,60.2,62.4,53.8,58.1,247,337,583,71,162,237,568,916,1481,512,819,1335,2147,999,3155,57,152,206,126,194,319,2330,1346,3673,7071,7131,14200,1082,1060,2150,5006,5040,10044,2699,2757,5451
POA2754,2655,3070,5728,1117,766,1880,317,664,985,189,254,441,70,47,114,1696,1728,3421,852,1238,2087,4,2.7,3.4,63.9,56.1,59.7,61.3,54.6,57.7,97,125,226,37,72,102,228,400,628,240,390,629,840,464,1306,14,58,74,58,98,156,912,622,1536,2638,2957,5590,520,584,1106,1521,1680,3203,1461,1690,3148
POA2756,13909,14006,27915,6286,3770,10059,2013,3498,5511,1093,1187,2283,316,260,571,9703,8719,18425,3534,4656,8189,3.2,3,3.1,69.8,62.2,66,67.5,60.4,64,279,486,770,100,299,408,875,1739,2613,939,1745,2684,4863,2274,7136,110,300,405,212,394,607,5183,2962,8149,14642,14545,29191,2065,2082,4148,9868,9859,19722,5758,5770,11528
POA2757,337,364,703,134,85,221,53,97,149,26,24,49,11,10,15,217,216,436,106,136,245,3.2,3.2,3.2,64.4,59.2,61.7,62.3,57.3,59.7,9,18,23,6,6,10,38,61,95,20,49,68,124,52,174,0,7,8,4,3,9,128,62,190,347,364,716,49,54,106,266,281,545,108,123,233
POA2758,3643,3625,7270,1604,952,2554,546,990,1532,282,326,606,70,61,130,2495,2329,4821,1033,1200,2229,2.7,2.7,2.7,68.5,64.2,66.3,66.6,62.5,64.6,145,205,347,57,133,195,357,630,987,343,488,833,1306,491,1792,28,59,89,61,126,191,1394,674,2071,3904,3802,7703,382,425,799,2948,2854,5801,1150,1190,2342
POA2759,10477,10575,21045,4504,3067,7573,1365,2284,3655,900,758,1656,326,269,592,7098,6381,13485,2925,3718,6639,4.6,4.2,4.4,67.7,60.4,64.1,64.6,57.9,61.2,276,339,615,50,166,217,981,1399,2375,767,1102,1870,2805,1538,4345,91,180,265,176,310,487,3077,2028,5106,11367,11422,22792,1133,1064,2200,8532,8516,17052,3272,3277,6550
POA2760,13998,14729,28723,5194,3623,8822,1712,2368,4079,1084,979,2062,544,506,1053,8532,7480,16010,4203,5906,10116,6.4,6.8,6.6,61,50.8,55.7,57.1,47.3,52.1,637,597,1234,112,181,291,1341,1878,3224,886,1315,2197,2811,1852,4663,139,258,395,193,331,523,3141,2445,5582,14362,14585,28945,2390,2576,4969,8709,8879,17584,6702,7084,13786
POA2761,13103,13649,26753,5451,4111,9560,1761,2556,4313,1260,982,2244,476,387,861,8950,8040,16986,3497,4976,8475,5.3,4.8,5.1,68.3,58.9,63.5,64.6,56.1,60.3,653,720,1377,100,227,333,2169,2833,5004,1179,1315,2492,2391,1410,3805,115,216,330,215,280,495,2723,1903,4626,14545,14680,29225,1737,1785,3525,9498,9611,19111,5657,5894,11553
POA2762,7804,7932,15740,4240,3077,7323,937,1543,2479,703,632,1334,228,299,524,6109,5554,11660,1313,2014,3330,3.7,5.4,4.5,78.2,70,74.1,75.3,66.2,70.7,1240,1163,2404,124,188,313,2099,2441,4539,660,767,1426,1031,642,1674,45,69,106,59,116,180,1138,824,1963,7578,7467,15044,2642,2780,5425,1729,1663,3390,7537,7630,15168
POA2763,12594,13014,25607,5797,4237,10033,1625,2680,4298,1125,936,2059,412,430,844,8960,8279,17239,3148,4247,7392,4.6,5.2,4.9,71.2,63.6,67.3,67.9,60.3,64,1340,1381,2723,184,282,465,2554,3132,5686,1205,1353,2556,2210,1290,3497,102,183,284,189,281,473,2504,1749,4255,13344,13586,26927,2383,2309,4691,8527,8699,17229,6170,6169,12333
POA2765,16903,16872,33776,8144,5694,13843,2006,3389,5392,1378,1412,2786,460,443,899,11982,10947,22926,4124,5157,9279,3.8,4.1,3.9,70.9,64.9,67.9,68.2,62.2,65.2,1639,1718,3362,243,391,629,3261,4306,7565,1436,1706,3148,3226,1644,4861,105,207,313,226,336,565,3551,2187,5739,15460,15517,30977,5360,5471,10836,4802,4533,9334,14175,14637,28811
POA2766,6567,7010,13585,2385,1753,4140,766,1098,1871,554,428,986,293,222,516,3999,3501,7504,2105,2942,5049,7.3,6.3,6.9,60.9,49.9,55.2,56.5,46.8,51.5,380,338,720,47,112,161,1111,1439,2546,527,567,1098,1079,630,1706,36,105,139,113,151,270,1234,887,2115,6879,7063,13939,813,879,1699,4488,4510,8999,2695,2907,5607
POA2767,9202,9499,18702,3393,2617,6012,1193,1585,2773,757,591,1347,395,305,697,5727,5099,10822,2965,3857,6820,6.9,5.9,6.4,62.3,53.7,57.9,58,50.5,54.2,681,649,1327,121,145,261,1783,2161,3944,792,862,1656,1362,808,2170,77,120,198,131,198,330,1579,1121,2698,9635,9837,19477,1225,1174,2400,7001,7274,14272,3254,3173,6430
POA2768,11907,10993,22895,5107,3828,8934,1319,2215,3537,881,824,1712,384,301,681,7686,7167,14857,3973,3564,7545,5,4.2,4.6,64.6,65.2,64.9,61.4,62.5,61.9,1465,1303,2766,221,272,490,2587,3095,5684,964,1132,2096,1388,745,2129,60,119,179,177,245,419,1621,1117,2732,11735,12017,23758,1544,1509,3056,8346,8604,16949,4260,4296,8555
POA2769,5598,5919,11518,3127,2225,5352,599,1139,1741,382,367,747,163,182,345,4267,3913,8180,1188,1844,3033,3.8,4.7,4.2,76.2,66.1,71,73.3,63,68,965,941,1906,118,164,282,1572,1797,3365,547,559,1109,578,338,911,27,56,82,88,91,180,694,489,1184,6646,6789,13439,1155,1183,2330,3574,3574,7142,3655,3868,7524
POA2770,22759,23913,46671,6286,4324,10605,2384,3294,5673,1893,1372,3264,1105,940,2044,11668,9923,21592,8846,11744,20590,9.5,9.5,9.5,51.3,41.5,46.3,46.4,37.6,41.9,695,694,1390,116,224,340,1896,2437,4330,1335,1730,3065,3500,2683,6187,197,370,568,318,455,771,4009,3514,7515,23681,24498,48182,3204,3357,6563,16160,16739,32895,8794,9279,18077
POA2773,2387,2482,4872,1021,678,1697,378,645,1026,138,170,303,62,47,106,1592,1532,3127,742,905,1650,3.9,2.9,3.4,66.9,61.7,64.3,64.3,60,62.1,234,256,492,83,147,233,528,659,1190,245,278,518,494,219,708,14,36,55,56,82,141,567,338,902,2614,2673,5286,256,275,529,1980,2046,4026,766,779,1539
POA2774,5017,5310,10325,2192,1492,3682,731,1264,1994,298,385,689,129,102,229,3354,3237,6596,1544,1939,3485,3.9,3.1,3.5,66.9,61,63.9,64.2,59.1,61.6,395,506,907,124,272,402,876,1216,2091,497,714,1209,1299,564,1859,43,75,121,110,167,272,1450,799,2252,5573,5805,11381,592,601,1192,4099,4264,8365,1713,1773,3493
POA2775,757,590,1349,215,106,323,89,118,208,60,49,103,34,5,43,399,280,678,280,250,531,8.3,3.2,6.2,52.6,47,50.2,48.3,45.5,47.1,21,33,55,5,12,19,61,73,133,58,75,130,224,92,312,8,16,26,12,13,30,244,120,368,614,516,1126,121,98,212,456,399,846,254,203,456
POA2776,1593,1691,3278,719,442,1157,216,445,664,94,118,206,30,23,54,1058,1027,2083,489,630,1118,2.7,2.2,2.4,66.5,60.7,63.5,64.7,59.3,61.9,123,173,296,46,76,119,263,390,646,153,220,378,410,208,612,15,22,35,38,41,79,456,265,726,1744,1816,3557,218,224,437,1243,1302,2546,607,633,1240
POA2777,6903,7605,14512,2930,1873,4798,1040,1834,2873,418,519,941,178,114,297,4560,4342,8908,2177,3029,5207,3.9,2.7,3.3,66.1,57.1,61.4,63.5,55.6,59.3,461,618,1074,183,333,515,1054,1535,2589,781,964,1741,1828,927,2756,65,109,172,149,255,407,2045,1295,3339,7541,8060,15599,761,798,1557,5615,5978,11595,2295,2482,4777
POA2778,1014,1019,2032,399,255,651,160,275,434,54,71,133,23,23,50,641,628,1264,344,372,713,4.2,3.5,3.9,63.4,61.3,62.3,60.7,59.1,59.9,71,124,192,30,52,85,162,241,398,118,115,230,259,130,391,11,21,29,13,32,45,282,178,461,1047,1056,2104,113,123,240,797,784,1580,319,347,666
POA2779,1951,2129,4077,788,522,1312,307,529,836,114,156,274,73,32,102,1285,1246,2528,605,835,1436,5.5,2.7,4.1,65.7,58.4,61.9,62.2,56.8,59.4,120,194,314,48,87,138,301,443,747,189,311,496,504,288,788,25,38,60,44,45,78,570,365,931,2082,2269,4348,265,271,539,1558,1721,3280,677,699,1381
POA2780,5522,6092,11613,1510,1058,2567,909,1392,2303,371,421,792,194,127,323,2986,3001,5987,2268,2817,5084,6.6,4.2,5.4,54,49.3,51.5,50.5,47.2,48.8,510,645,1158,144,268,415,986,1342,2328,539,776,1320,1071,609,1683,56,84,137,94,147,242,1224,841,2068,5088,5637,10720,938,983,1919,3342,3757,7096,2481,2630,5113
POA2782,2489,2875,5361,765,489,1257,395,612,1008,121,205,326,64,49,115,1348,1358,2704,1004,1360,2370,4.9,3.8,4.3,54.1,47.4,50.5,51.5,45.6,48.3,256,305,565,75,126,203,465,646,1117,236,365,602,503,290,791,13,27,39,41,67,107,554,387,937,2479,2752,5229,352,417,766,1698,1910,3617,988,1125,2119
POA2783,1039,1171,2211,371,256,629,185,292,480,72,92,160,41,17,54,666,663,1324,341,477,821,5.9,2.7,4.3,64,56.3,59.9,60.3,54.8,57.4,74,116,188,15,70,81,157,268,422,78,148,227,278,120,402,13,20,30,24,29,50,316,172,490,1087,1169,2255,145,152,301,776,845,1619,400,422,825
POA2784,533,544,1079,203,124,325,84,141,221,36,45,82,13,3,13,333,309,644,177,219,397,3.9,1,2.5,62.7,57,59.8,60.3,56.4,58.3,35,45,79,21,32,57,72,110,177,68,87,154,147,69,206,3,9,16,15,8,24,164,85,242,533,551,1084,75,76,151,405,418,819,186,200,386
POA2785,1958,2201,4157,541,365,911,307,490,793,141,159,303,40,45,87,1034,1063,2098,809,1001,1808,3.8,4.3,4.1,52.8,48.4,50.5,50.8,46.3,48.4,205,248,454,49,104,150,395,517,914,175,304,478,383,198,581,17,27,43,38,70,107,436,297,730,1880,2079,3963,264,266,535,1278,1387,2664,807,900,1705
POA2786,539,488,1025,148,74,224,82,105,191,38,36,68,12,11,23,280,227,505,229,242,467,4.3,4.9,4.6,52.3,46,49.3,50.1,43.7,47.1,52,42,92,19,19,31,104,110,213,43,69,115,120,52,174,5,13,14,11,9,23,134,73,212,466,448,911,111,81,201,327,322,650,232,192,423
POA2787,2012,1824,3837,846,416,1260,177,399,576,81,72,152,46,32,78,1155,915,2070,656,714,1370,3.9,3.6,3.8,57.2,50.3,53.9,55,48.5,51.9,53,41,90,8,32,42,118,210,334,95,164,262,570,218,791,25,33,58,30,51,84,620,308,931,1760,1705,3471,259,245,498,1208,1169,2376,724,697,1427
POA2790,6502,6514,13017,2204,1249,3450,686,1417,2108,260,320,582,219,140,357,3376,3119,6494,2640,2975,5609,6.5,4.4,5.5,51.9,47.9,49.9,48.5,45.8,47.1,135,158,290,63,151,210,406,678,1078,393,603,1002,1903,932,2832,81,140,221,90,162,248,2070,1236,3307,5974,6146,12119,839,900,1742,4234,4371,8610,2259,2354,4603
POA2791,131,143,272,56,34,92,17,35,49,0,4,4,6,4,10,86,71,155,33,52,85,6,5.5,5.7,64.6,52.5,58.4,60.8,49.6,55,6,3,7,0,3,3,7,22,26,9,23,30,33,15,54,3,3,11,8,5,12,43,29,68,126,130,258,14,18,23,101,98,201,35,43,81
POA2792,174,158,330,86,44,127,19,36,57,7,9,14,9,0,9,115,91,205,46,56,102,6.9,2.2,4.9,65.9,57.7,62,61.4,56.4,59,3,7,14,0,7,9,12,22,36,12,17,26,47,24,65,0,10,9,7,0,4,52,34,77,168,143,305,24,19,47,132,116,250,53,46,97
POA2793,495,427,920,142,74,216,39,87,127,9,10,24,13,9,15,203,178,380,241,202,445,4.9,4.5,4.7,40.8,41.8,41.3,38.8,39.9,39.3,4,3,17,0,4,9,27,52,76,30,43,70,127,63,188,0,8,8,0,12,18,128,86,216,454,384,832,45,52,94,338,292,632,134,114,252
POA2794,4210,4448,8663,1643,859,2505,463,1029,1491,127,154,283,125,121,248,2359,2169,4526,1520,1983,3494,5.3,5.6,5.5,56,48.7,52.3,53,46,49.4,55,68,125,25,96,119,241,414,657,194,427,624,1121,668,1784,67,98,165,57,103,166,1247,872,2117,4057,4197,8255,605,663,1271,2839,2876,5715,1579,1773,3348
POA2795,18315,18311,36624,7787,5126,12906,2330,4645,6972,592,704,1298,478,395,876,11178,10870,22050,6091,6432,12530,4.3,3.7,4,61,59.4,60.2,58.4,57.2,57.8,677,737,1411,258,537,798,1727,3014,4737,1158,1897,3052,4932,2750,7679,201,352,549,306,538,841,5448,3632,9079,16890,17248,34141,3362,3645,7004,10769,10883,21652,8340,8998,17339
POA2797,163,181,338,84,48,134,16,46,59,6,5,17,4,3,5,106,99,205,38,53,90,1.9,2,1.9,64.6,57.1,60.7,63.4,55.9,59.5,0,0,4,0,0,0,6,22,22,10,19,27,51,30,79,4,3,11,7,4,9,61,40,99,154,178,333,21,24,46,121,132,260,44,47,91
POA2798,855,857,1707,378,255,631,125,236,360,38,31,64,11,10,19,550,525,1075,214,259,474,1.8,1.5,1.7,64.7,61.1,62.9,63.5,60.2,61.8,31,52,83,25,33,60,123,190,310,56,115,171,207,108,313,13,15,26,20,17,38,235,139,377,876,885,1761,107,106,214,632,630,1265,302,322,629
POA2799,1593,1705,3296,741,451,1189,171,410,583,63,61,120,64,53,117,1032,972,2004,485,666,1147,5.9,5.5,5.7,65,57.1,60.9,61.2,53.9,57.4,22,38,62,12,34,51,93,183,273,82,145,232,527,313,841,23,44,59,23,57,76,571,410,978,1627,1712,3342,281,307,584,1079,1116,2195,700,789,1488
POA2800,18144,19744,37891,8768,5793,14564,2255,4943,7197,548,761,1303,435,370,801,12005,11863,23868,5036,6754,11792,3.6,3.1,3.4,66.2,60.1,63,63.8,58.2,60.9,828,901,1730,253,559,810,2179,3475,5653,1319,2106,3421,4722,2860,7586,191,364,555,257,550,809,5172,3774,8947,18435,19443,37880,3398,3536,6929,11345,11988,23329,9082,9746,18829
POA2803,127,120,241,52,29,84,10,27,39,4,4,10,0,0,5,72,65,135,50,42,97,1.4,1.6,1.5,55.6,53.4,54.5,54.8,52.6,53.7,3,0,0,0,0,0,11,16,23,3,12,23,40,23,61,0,0,0,0,0,5,44,22,65,130,107,239,10,8,20,94,85,184,40,26,67
POA2804,1141,1201,2339,457,246,706,122,297,418,26,39,65,22,24,48,630,605,1238,392,481,872,4,3.8,3.9,55.4,50.3,52.8,53.2,48.4,50.7,9,31,42,4,20,26,78,170,247,72,120,191,295,153,440,14,17,30,16,18,37,320,187,509,1105,1194,2298,96,103,199,773,789,1561,375,444,819
POA2805,172,173,339,67,29,103,17,47,67,5,10,13,4,3,4,92,90,184,57,65,120,2.1,3.3,2.7,56.5,52,54.3,55.4,50.3,52.8,0,4,4,0,0,0,13,13,24,9,18,33,47,21,66,0,0,6,0,4,6,54,26,74,167,168,331,18,19,29,119,127,240,55,55,106
POA2806,372,336,709,164,77,245,26,72,99,10,11,19,4,3,8,205,164,374,112,133,246,1.9,1.8,1.9,55.8,49.6,52.8,54.7,48.7,51.8,10,13,18,0,4,4,11,26,39,16,33,49,96,55,156,5,13,20,0,6,4,101,67,175,331,328,659,33,28,64,241,216,455,111,115,226
POA2807,207,182,382,58,35,95,13,30,50,11,11,15,6,10,14,91,80,173,89,78,173,6.5,9.8,8,44.7,45.8,45.2,41.7,41.3,41.6,0,0,0,0,0,0,5,13,17,9,21,33,43,21,65,4,10,12,0,0,4,52,25,80,184,159,340,24,21,46,141,112,251,65,61,122
POA2808,98,89,188,27,12,39,9,20,26,4,3,3,3,3,6,40,30,76,46,40,89,5,6.1,5.5,40,37.1,38.6,38,34.8,36.5,7,0,10,0,0,0,8,10,19,4,13,20,24,10,36,0,4,0,3,0,5,29,13,45,82,80,167,13,16,27,60,51,115,34,35,65
POA2809,89,78,168,35,9,41,11,23,37,6,3,8,3,0,3,53,37,87,35,38,71,6.1,0,3.5,53.8,49.3,51.8,50.5,49.3,50,0,0,0,0,0,5,6,13,21,13,10,24,20,6,25,0,0,4,4,0,8,24,13,41,95,72,169,0,5,9,65,58,126,26,20,46
POA2810,1349,1297,2645,509,251,765,131,314,441,38,41,84,35,28,61,711,635,1350,548,563,1112,4.8,4.2,4.5,52.8,49,50.9,50.3,46.9,48.6,8,27,35,3,28,34,75,150,222,72,123,196,332,179,512,15,24,42,32,21,56,383,229,607,1299,1241,2542,153,147,304,1006,934,1938,389,398,785
POA2817,159,130,296,86,39,126,19,45,61,3,5,8,4,3,9,112,89,195,30,29,58,2.7,2.3,2.5,70,64.7,67.6,68.1,63.2,65.9,0,5,5,0,5,4,14,33,41,4,14,22,37,18,54,4,0,5,3,6,0,38,22,63,150,142,292,11,10,20,118,105,221,33,40,74
POA2818,331,337,665,159,108,265,41,93,137,11,12,20,9,9,20,220,216,438,82,90,174,5.4,3.2,4.3,67.8,64.3,66,64.1,62.2,63.2,0,8,8,0,3,11,16,40,55,19,41,66,120,73,187,0,12,16,3,13,14,126,97,220,344,330,670,51,45,96,256,247,506,106,102,211
POA2820,3360,2725,6087,917,592,1510,277,517,797,94,86,173,95,78,175,1382,1275,2654,1652,1142,2793,6.9,6.1,6.6,41.1,46.6,43.6,38.3,43.8,40.7,28,35,70,15,52,69,152,263,417,123,219,342,629,374,1000,30,52,80,40,59,93,691,483,1177,2395,2440,4839,435,425,857,1672,1643,3315,991,1044,2032
