POA_CODE_2021,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,non_sch_qual_PostGrad_Dgre_M,non_sch_qual_PostGrad_Dgre_F,non_sch_qual_PostGrad_Dgre_P,non_sch_qual_Gr_Dip_Gr_Crt_M,non_sch_qual_Gr_Dip_Gr_Crt_F,non_sch_qual_Gr_Dip_Gr_Crt_P,non_sch_qual_Bchelr_Degree_M,non_sch_qual_Bchelr_Degree_F,non_sch_qual_Bchelr_Degree_P,non_sch_qual_Advnd_Dip_Dip_M,non_sch_qual_Advnd_Dip_Dip_F,non_sch_qual_Advnd_Dip_Dip_P,non_sch_qual_Cert3a4_Level_M,non_sch_qual_Cert3a4_Level_F,non_sch_qual_Cert3a4_Level_P,non_sch_qual_Cert1a2_Level_M,non_sch_qual_Cert1a2_Level_F,non_sch_qual_Cert1a2_Level_P,non_sch_qual_Certnfd_Level_M,non_sch_qual_Certnfd_Level_F,non_sch_qual_Certnfd_Level_P,non_sch_qual_CertTot_Level_M,non_sch_qual_CertTot_Level_F,non_sch_qual_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
POA2156,5415,5675,11092,2303,1261,3567,840,1373,2214,323,421,738,127,98,227,3591,3152,6744,1689,2371,4057,3.5,3.2,3.3,66.3,55.6,60.8,64,53.8,58.8,416,332,744,84,178,265,1066,1224,2285,510,783,1297,1286,426,1716,34,78,107,130,231,359,1444,733,2179,5895,5898,11790,580,629,1215,4472,4469,8941,1782,1804,3594
POA2157,1611,1626,3240,672,420,1095,282,445,727,124,112,236,34,17,54,1111,999,2107,460,583,1044,3.1,2,2.6,69.1,61.3,65.2,66.9,60.1,63.5,69,81,150,17,55,70,232,321,555,139,211,350,455,179,628,13,18,33,34,46,77,498,245,738,1720,1680,3401,250,263,520,1256,1234,2494,639,616,1256
POA2158,3609,3769,7379,1475,923,2394,509,857,1372,196,212,413,78,82,155,2254,2075,4332,1169,1523,2700,3.4,3.9,3.6,62.6,55,58.7,60.4,52.9,56.6,313,291,615,63,105,170,768,838,1604,336,474,808,696,263,959,17,40,53,84,129,210,800,430,1229,3789,3900,7688,482,470,950,2752,2788,5540,1370,1407,2778
POA2159,2082,2178,4257,842,528,1366,319,533,848,112,134,245,45,34,79,1313,1224,2538,683,871,1555,3.4,2.8,3.1,63.2,56.3,59.6,61,54.7,57.8,142,157,298,31,65,97,338,474,812,196,294,488,524,206,734,13,40,52,52,77,130,592,321,910,2191,2216,4409,256,249,506,1663,1661,3328,680,741,1419
POA2160,15864,15426,31293,3728,2840,6570,1803,2156,3949,1427,908,2330,801,515,1316,7755,6414,14166,6463,7606,14067,10.3,8,9.3,48.9,41.6,45.3,43.8,38.3,41.1,925,773,1694,124,237,364,2171,2467,4634,1235,1580,2816,1975,1101,3076,106,184,292,244,320,563,2327,1612,3937,15270,15093,30363,2638,2412,5049,9456,9668,19123,7144,6676,13824
POA2161,13384,13043,26427,2734,2000,4736,1295,1544,2841,1172,744,1915,672,402,1073,5876,4697,10569,6167,7081,13248,11.4,8.6,10.2,43.9,36,40,38.9,32.9,35.9,491,508,1001,78,155,227,1430,1630,3068,984,1263,2255,1805,1021,2823,78,168,249,173,289,460,2058,1476,3535,13734,13366,27106,1926,1748,3679,9018,8983,18000,5345,5021,10370
POA2162,7898,7939,15829,1746,1232,2976,835,987,1822,734,497,1228,313,198,512,3622,2924,6545,3515,4287,7797,8.6,6.9,7.8,45.9,36.8,41.4,42,34.3,38.1,270,288,558,44,90,132,933,981,1910,526,724,1249,1055,580,1630,70,114,183,107,169,280,1230,867,2091,8160,8238,16401,979,974,1950,5672,5734,11411,2923,2907,5823
POA2163,4498,4008,8503,745,530,1274,352,427,777,299,209,509,228,152,377,1622,1307,2932,2359,2225,4585,13.9,11.6,12.9,36.1,32.6,34.5,31.1,28.8,30,122,92,221,22,29,53,375,414,792,245,327,570,439,285,722,43,54,96,72,67,142,555,409,964,3984,3899,7884,527,495,1019,2672,2715,5386,1528,1419,2939
POA2164,8392,8668,17053,1906,1393,3302,785,1072,1858,787,493,1288,332,244,574,3811,3208,7020,4071,5010,9087,8.7,7.6,8.2,45.4,37,41.1,41.5,34.2,37.8,173,205,370,31,99,132,732,1013,1745,567,747,1310,1376,724,2099,75,107,177,106,195,301,1552,1020,2578,8827,9076,17901,1047,1099,2145,6185,6346,12534,3142,3285,6433
POA2165,17945,18692,36632,3322,2428,5749,1520,1894,3411,1317,974,2297,806,538,1340,6964,5836,12797,9593,11445,21038,11.6,9.2,10.5,38.8,31.2,34.9,34.3,28.4,31.3,331,316,654,76,143,227,1668,1837,3508,1104,1459,2567,2002,1246,3251,120,218,340,195,308,505,2319,1774,4093,18395,19034,37422,2133,2105,4235,12018,12545,24569,7426,7550,14976
POA2166,21977,23194,45170,4968,3616,8582,2254,2729,4985,1870,1518,3390,1043,836,1882,10148,8697,18840,10133,12831,22963,10.3,9.6,10,46.2,37.5,41.7,41.4,33.9,37.5,376,411,786,79,137,221,2247,2516,4768,1222,1543,2763,2036,1355,3393,168,280,449,247,300,546,2453,1934,4390,22028,22712,44741,2683,2806,5483,15633,16231,31859,7922,8176,16104
POA2167,4015,4323,8339,1666,1170,2837,477,751,1226,323,270,594,135,157,287,2596,2351,4946,1141,1557,2703,5.2,6.6,5.8,64.8,54.3,59.3,61.4,50.7,55.9,497,411,905,47,89,137,750,962,1713,361,423,789,626,363,987,18,57,76,65,88,154,706,504,1215,4253,4321,8580,512,548,1065,2624,2686,5314,1788,1853,3641
POA2168,17143,18101,35243,4057,2992,7046,1731,2326,4048,1588,1101,2687,822,607,1429,8189,7029,15216,7715,9813,17524,10,8.6,9.4,47.8,38.8,43.2,43,35.5,39.1,299,365,659,86,176,268,1328,1809,3139,1056,1661,2716,2768,1658,4421,117,281,402,227,422,643,3109,2355,5465,18677,19118,37794,1785,1924,3711,13698,14008,27703,5496,5908,11401
POA2170,44342,46002,90344,12961,9696,22666,4906,6817,11719,4196,2955,7148,1874,1484,3360,23941,20952,44892,16918,21567,38482,7.8,7.1,7.5,54,45.5,49.7,49.8,42.3,46,2028,2146,4170,318,626,946,5500,6992,12491,3729,4811,8537,7486,4153,11643,357,658,1013,668,1054,1717,8510,5865,14369,45651,46548,92196,6272,6503,12782,30129,30968,61096,18443,18966,37402
POA2171,14546,15036,29586,5241,3872,9118,1834,2940,4779,1662,1222,2881,525,397,918,9263,8432,17694,4733,6002,10734,5.6,4.7,5.2,63.7,56.1,59.8,60.1,53.4,56.7,462,647,1112,97,222,316,2031,2634,4661,1323,1793,3117,2671,1408,4074,93,206,299,221,396,619,2990,2008,4997,16916,17015,33938,1550,1678,3231,12040,12116,24154,5292,5483,10777
POA2172,1182,1128,2310,567,382,954,132,249,384,139,111,255,29,25,55,875,772,1646,282,329,610,3.2,3.4,3.3,73.9,68.7,71.3,71.5,66.4,69,94,103,191,11,28,38,234,293,527,131,147,277,272,88,360,9,7,12,23,39,58,299,132,438,1310,1265,2580,115,123,232,1012,952,1971,350,357,706
POA2173,5768,5511,11284,2871,1938,4807,631,1144,1777,611,485,1105,165,131,292,4283,3695,7985,1206,1632,2834,3.8,3.5,3.7,74.2,67.1,70.7,71.4,64.7,68.1,405,457,861,84,141,229,952,1296,2249,604,685,1286,1264,556,1823,43,79,124,97,128,221,1400,768,2169,6061,6004,12068,990,790,1782,4067,4105,8174,2533,2277,4810
POA2174,4324,4501,8822,1952,1467,3419,542,835,1380,407,349,760,145,165,305,3049,2820,5870,1027,1423,2446,4.7,5.8,5.2,70.5,62.6,66.5,67.2,59,63,481,444,922,71,112,179,993,1222,2210,387,485,875,532,321,854,22,55,75,57,68,130,615,444,1060,4417,4508,8924,1154,1155,2309,1107,1114,2219,3935,4083,8016
POA2175,759,742,1499,223,131,349,87,127,214,101,58,163,8,9,15,418,327,745,284,364,642,1.4,2.8,2,55.3,43.9,49.7,54.5,42.7,48.7,9,14,26,6,4,13,72,70,146,48,66,113,192,73,264,11,12,25,13,32,40,214,112,331,792,782,1574,42,46,86,640,627,1269,157,158,311
POA2176,20100,21373,41467,5112,3744,8858,1893,2854,4744,1873,1394,3264,715,507,1221,9593,8493,18086,9525,11810,21339,7.4,6,6.7,47.7,39.8,43.6,44.2,37.4,40.7,429,493,916,110,235,340,2292,2792,5087,1415,1938,3358,3210,1693,4910,129,283,418,325,479,806,3671,2466,6131,21412,22240,43652,1853,1966,3822,16304,16989,33296,5900,6207,12107
POA2177,6743,7263,14003,1802,1281,3080,686,907,1591,614,461,1079,277,207,485,3377,2860,6232,3017,3986,7004,8.2,7.2,7.8,50.1,39.4,44.5,45.9,36.5,41.1,114,158,268,24,53,79,717,886,1600,489,623,1116,906,560,1467,52,95,150,90,154,244,1049,817,1864,7162,7611,14774,744,724,1471,5349,5608,10951,2178,2325,4507
POA2178,1805,1673,3485,556,343,895,221,335,559,204,126,329,32,23,58,1014,828,1838,659,735,1398,3.3,2.9,3.1,56.1,49.3,52.8,54.3,47.9,51.2,46,40,91,7,15,19,131,220,358,114,163,275,505,170,670,11,18,31,27,46,71,535,237,769,1877,1750,3628,135,134,270,1513,1412,2925,429,402,839
POA2179,6023,6085,12111,2449,1728,4168,774,1140,1917,571,545,1115,175,174,356,3975,3591,7558,1622,2207,3833,4.5,5,4.7,66,59,62.4,63,56,59.5,438,488,923,74,122,189,964,1281,2245,520,666,1185,1105,575,1679,35,72,106,87,134,222,1228,774,2004,5523,5595,11117,1936,1960,3893,1827,1763,3591,4880,5105,9980
POA2190,10305,10730,21031,2269,1603,3868,1137,1476,2612,1021,649,1669,437,290,721,4863,4010,8875,4640,5872,10508,8.9,7.2,8.2,47.2,37.4,42.2,43,34.7,38.7,557,531,1086,83,125,204,1355,1574,2935,682,994,1673,1445,732,2182,59,106,169,137,232,364,1640,1070,2707,11302,11472,22772,1264,1224,2494,8208,8406,16616,3557,3509,7064
POA2191,2557,2753,5309,717,557,1273,296,495,797,292,218,508,65,53,119,1372,1323,2696,1057,1312,2365,4.9,4,4.5,53.8,47.9,50.7,51.1,46,48.5,126,129,260,23,56,79,378,501,877,235,339,577,412,216,632,13,23,42,52,77,132,480,322,800,2722,2865,5586,298,301,600,2026,2126,4154,836,891,1727
POA2192,5768,5799,11563,1385,1158,2535,687,849,1536,629,459,1084,239,166,407,2933,2631,5565,2278,2614,4891,8.2,6.3,7.3,50.9,45.4,48.1,46.7,42.5,44.6,337,284,612,55,94,144,854,996,1843,459,535,993,756,444,1207,52,68,120,78,165,241,883,674,1562,5300,5285,10583,949,883,1831,3502,3603,7108,2433,2267,4698
POA2193,7392,7681,15068,2572,2189,4759,961,1433,2394,767,694,1466,254,171,421,4561,4480,9041,2476,2838,5318,5.6,3.7,4.7,61.7,58.4,60,58.3,56.2,57.2,746,828,1572,150,257,409,1615,2004,3621,673,831,1506,987,477,1462,54,65,122,126,154,285,1166,702,1868,7012,7259,14275,1272,1299,2569,4458,4722,9177,3403,3457,6863
POA2194,11739,11000,22740,2516,2041,4560,1427,1696,3121,1289,1019,2312,529,346,867,5763,5102,10864,4842,4942,9782,9.1,6.7,8,49.1,46.4,47.8,44.6,43.3,44,825,811,1635,120,187,312,1917,2127,4044,1097,1163,2260,971,606,1579,62,106,167,130,171,294,1156,885,2049,9911,9376,19287,2389,2199,4588,5513,5594,11112,6169,5427,11598
POA2195,11314,9211,20525,2285,1135,3423,1752,1096,2849,1015,520,1534,761,382,1143,5811,3137,8946,4328,5202,9526,13.1,12.2,12.8,51.4,34,43.6,44.6,29.9,38,1425,754,2176,106,120,224,2098,1672,3771,866,741,1610,838,521,1361,53,100,159,125,137,266,1016,768,1786,10740,9423,20168,2401,1750,4149,6090,5813,11903,5942,4425,10367
POA2196,13461,13249,26706,3109,2292,5403,1589,1861,3449,1363,965,2330,629,436,1063,6688,5556,12243,5782,6776,12559,9.4,7.8,8.7,49.7,42,45.8,45,38.7,41.9,735,580,1315,92,182,274,1809,1972,3780,1036,1330,2370,1942,972,2917,90,154,245,194,301,497,2228,1426,3656,14036,13723,27762,1849,1658,3511,9728,9756,19481,5140,4734,9871
POA2197,3798,3918,7714,807,623,1427,376,533,910,378,233,617,168,114,278,1735,1500,3231,1680,2021,3701,9.7,7.5,8.7,45.6,38.3,41.9,41.2,35.4,38.3,122,95,217,25,52,81,337,487,826,252,391,644,656,297,955,25,47,74,64,87,155,744,438,1187,4028,4175,8200,487,445,938,2894,2990,5883,1299,1319,2617
POA2198,3712,3844,7553,960,703,1663,396,630,1027,391,257,648,87,75,156,1835,1667,3503,1504,1825,3328,4.7,4.4,4.6,49.5,43.3,46.3,47.2,41.4,44.2,109,148,258,21,50,75,393,536,927,293,369,660,732,291,1018,31,52,78,74,122,196,827,468,1293,3914,4062,7974,443,412,854,2827,2923,5742,1245,1288,2535
POA2199,7569,7755,15324,1780,1267,3049,802,1043,1841,757,544,1304,335,229,566,3669,3081,6758,3297,4077,7371,9.1,7.5,8.3,48.5,39.7,44.1,44.1,36.8,40.4,322,292,613,53,77,133,994,1099,2099,522,764,1282,1118,548,1665,51,95,145,106,151,255,1275,797,2074,7965,8036,16005,986,1024,2011,5514,5500,11016,2835,2955,5787
POA2200,18629,19227,37856,4568,3164,7735,2250,2452,4696,1781,1391,3167,941,690,1633,9546,7698,17241,7507,9913,17424,9.9,9,9.5,51.2,40,45.5,46.2,36.4,41.2,1183,976,2165,139,233,382,2882,3015,5895,1418,1845,3268,2039,1328,3369,119,228,352,250,377,629,2406,1940,4345,18456,18720,37176,3257,3253,6510,11672,12077,23751,8517,8428,16943
POA2203,5666,6302,11966,2559,2466,5023,812,1226,2042,369,350,721,188,165,353,3928,4214,8144,1423,1765,3195,4.8,4,4.4,69.4,66.9,68,66,64.2,65.1,580,888,1464,175,332,499,1509,1911,3423,522,654,1181,657,347,1010,38,50,83,84,104,190,779,502,1283,5090,5497,10590,1151,1366,2519,3132,3510,6638,2844,3113,5959
POA2204,11164,11857,23018,4812,4309,9126,1610,2220,3838,677,769,1448,397,300,703,7505,7603,15107,2992,3637,6630,5.3,4,4.6,67.2,64.1,65.6,63.7,61.6,62.6,1155,1552,2706,261,449,711,2897,3563,6459,918,1060,1978,1339,653,1989,69,103,176,144,185,329,1553,943,2496,9874,10331,20207,2377,2493,4870,6303,6636,12936,5422,5713,11136
POA2205,11290,10886,22174,4283,3357,7635,1801,2045,3851,812,807,1624,470,380,847,7365,6589,13954,2948,3505,6454,6.4,5.8,6.1,65.2,60.6,62.9,61.1,57.1,59.1,1372,1622,2996,178,225,404,3061,3214,6282,1062,1047,2107,1086,581,1668,72,67,138,134,161,294,1289,812,2099,8296,8169,16463,3450,3294,6742,4160,4196,8362,7009,6699,13704
POA2206,7963,8484,16450,2631,2120,4749,882,1522,2406,873,645,1520,206,154,361,4597,4441,9041,2973,3551,6526,4.5,3.5,4,57.7,52.4,55,55.1,50.6,52.8,524,630,1153,129,211,341,1436,1734,3167,686,837,1518,1308,542,1850,48,103,149,131,245,373,1488,888,2372,8317,8566,16882,884,871,1752,6402,6665,13064,2387,2410,4803
POA2207,11338,12003,23339,3904,2968,6867,1527,2199,3731,795,777,1571,376,279,659,6602,6225,12824,4061,5085,9150,5.7,4.5,5.1,58.2,51.8,54.9,54.9,49.5,52.1,754,846,1603,150,231,385,2012,2463,4476,1026,1292,2320,1748,811,2557,79,140,220,189,323,513,2014,1273,3287,11557,12160,23722,1446,1454,2903,8372,8918,17288,3903,3979,7882
POA2208,5085,5476,10563,1623,1263,2884,620,1012,1634,502,394,895,175,102,272,2919,2771,5690,1977,2488,4467,5.9,3.6,4.8,57.4,50.6,53.9,54,48.7,51.3,283,311,598,65,93,155,923,1116,2037,455,616,1067,824,397,1222,27,63,88,112,152,257,961,603,1566,5415,5705,11115,594,602,1193,4000,4279,8282,1681,1739,3413
POA2209,6371,6828,13198,2053,1533,3584,681,1149,1827,632,498,1129,240,195,431,3608,3370,6975,2472,3144,5616,6.6,5.8,6.2,56.6,49.4,52.9,52.9,46.5,49.6,442,438,885,97,160,253,1214,1398,2614,587,743,1331,908,463,1375,56,77,136,115,195,306,1075,741,1818,6443,6726,13167,931,926,1858,4486,4850,9337,2492,2464,4957
POA2210,13401,14276,27681,4250,3186,7434,1527,2491,4020,1267,1058,2322,455,307,760,7500,7032,14530,5070,6349,11420,6.1,4.3,5.2,56,49.3,52.5,52.6,47.1,49.8,832,852,1685,162,330,496,2364,2742,5103,1158,1578,2740,2313,1055,3370,90,205,297,230,397,632,2636,1660,4294,13423,14027,27450,1819,1818,3632,9362,9904,19266,5133,5272,10406
POA2211,7115,7513,14630,2348,1856,4211,809,1295,2101,766,611,1376,211,167,381,4135,3931,8070,2635,3165,5799,5.2,4.2,4.7,58.1,52.4,55.2,55.1,50.2,52.6,418,438,854,82,183,270,1165,1425,2585,611,803,1415,1367,655,2021,48,100,150,145,200,344,1563,952,2512,7216,7576,14788,938,913,1850,5147,5401,10546,2572,2674,5241
POA2212,6660,7275,13928,2288,1737,4019,731,1208,1937,674,555,1226,219,162,381,3906,3655,7558,2353,3125,5476,5.6,4.4,5,58.7,50.2,54.3,55.4,48,51.6,372,383,753,61,151,213,1155,1355,2511,568,787,1359,1199,561,1763,55,96,154,120,199,322,1380,855,2239,6838,7226,14063,983,986,1970,4609,4958,9569,2746,2840,5589
POA2213,9046,9643,18690,3311,2547,5860,973,1912,2881,1038,797,1832,233,219,449,5548,5471,11018,3166,3828,6992,4.2,4,4.1,61.4,56.7,59,58.8,54.5,56.6,506,629,1133,121,217,334,1409,1926,3336,848,1083,1938,2018,869,2884,69,107,183,178,259,437,2267,1235,3504,9656,10115,19778,1198,1235,2430,6901,7274,14177,3370,3552,6926
POA2214,1581,1636,3220,535,425,963,165,352,524,222,130,351,47,22,67,972,929,1902,558,671,1235,5,2.2,3.6,61.6,56.6,59.1,58.5,55.4,56.9,48,79,129,19,32,53,173,261,428,137,195,330,489,145,629,13,31,45,38,50,90,537,225,766,1786,1862,3646,133,133,264,1319,1396,2717,484,487,974
POA2216,12127,11868,24000,4187,3083,7274,2160,2360,4511,822,737,1562,529,368,905,7707,6551,14256,3601,4586,8190,6.9,5.6,6.3,63.5,55.2,59.4,59.1,52.1,55.6,1054,1076,2131,155,206,357,2453,2646,5102,1281,1318,2595,1597,827,2423,75,132,203,181,290,474,1847,1254,3100,10618,10617,21231,2540,2307,4845,6673,7003,13675,5773,5272,11046
POA2217,11825,12428,24255,4334,3414,7747,1833,2389,4228,868,857,1727,450,368,814,7484,7031,14512,3633,4575,8212,6,5.2,5.6,63.3,56.6,59.8,59.5,53.6,56.5,1189,1176,2367,146,283,428,2562,2997,5557,1147,1444,2588,1671,815,2481,57,131,187,219,295,518,1940,1245,3182,10559,10950,21512,2617,2562,5180,6620,7028,13644,5900,5870,11768
POA2218,6860,6905,13760,2327,1835,4162,1103,1351,2452,578,493,1071,299,196,498,4312,3874,8180,2203,2678,4884,7,5.1,6.1,62.9,56.1,59.5,58.5,53.2,55.9,691,683,1377,92,168,263,1532,1610,3145,712,809,1528,826,476,1305,40,77,120,86,145,234,953,705,1654,6378,6429,12811,1327,1219,2551,4204,4327,8526,3149,2977,6122
POA2219,5382,6154,11534,1992,1553,3542,712,1158,1865,347,424,775,157,134,296,3205,3276,6481,1834,2504,4336,4.9,4.2,4.5,59.6,53.2,56.2,56.7,51,53.6,296,356,649,64,120,181,903,1226,2126,527,738,1266,1066,475,1544,33,85,118,121,226,343,1221,786,2009,5387,5971,11358,704,778,1479,3749,4299,8046,2030,2151,4187
POA2220,14548,14697,29240,4243,3381,7623,2576,3010,5586,1338,1138,2476,671,450,1124,8832,7978,16809,4944,5959,10902,7.6,5.7,6.7,60.7,54.3,57.5,56.1,51.2,53.7,1887,1790,3679,189,267,454,3419,3583,7007,1521,1659,3187,1175,739,1921,67,104,171,177,287,465,1419,1130,2556,12307,12607,24919,3755,3388,7146,7313,7836,15152,8015,7539,15548
POA2221,6771,7308,14084,2422,1721,4139,904,1466,2379,646,546,1191,177,148,324,4148,3886,8037,2334,3102,5442,4.2,3.9,4,61.3,53.2,57.1,58.7,51.1,54.8,566,516,1086,92,135,227,1565,1746,3310,619,855,1469,998,443,1442,44,74,114,106,230,338,1151,749,1897,7158,7540,14691,775,799,1572,5316,5661,10981,2254,2360,4612
POA2222,5224,5499,10726,1846,1465,3315,760,1044,1805,506,433,938,165,144,308,3275,3090,6370,1691,2061,3749,5,4.7,4.9,62.7,56.2,59.4,59.6,53.5,56.5,551,528,1082,81,125,203,1158,1274,2438,476,623,1100,718,377,1091,39,64,105,83,131,212,839,567,1409,4995,5142,10141,873,861,1735,3350,3529,6875,2252,2220,4470
POA2223,8503,9096,17596,3387,2623,6004,1155,1975,3128,742,663,1404,240,191,430,5523,5446,10966,2699,3318,6015,4.4,3.5,3.9,65,59.9,62.3,62.1,57.8,59.9,902,886,1786,176,311,491,2009,2389,4395,766,1056,1827,1402,602,2004,69,119,187,170,255,421,1639,973,2612,8695,9110,17807,1312,1364,2678,6113,6498,12608,3362,3468,6829
POA2224,5766,6303,12063,2106,1381,3482,895,1367,2267,383,415,806,128,97,227,3514,3264,6773,2014,2797,4813,3.7,3,3.3,61,51.8,56.2,58.7,50.2,54.3,362,336,701,71,148,223,951,1185,2143,571,810,1378,1297,493,1789,32,70,104,141,231,373,1471,795,2269,5977,6381,12364,737,779,1510,4380,4747,9129,2023,2144,4169
POA2225,2109,2194,4308,1039,594,1632,288,602,893,129,169,295,42,42,80,1495,1408,2905,572,750,1319,2.7,2.8,2.7,70.9,64.1,67.4,69,62.3,65.6,187,170,352,61,93,149,422,548,961,243,273,518,473,175,651,10,48,57,62,77,140,539,298,840,2437,2480,4914,233,246,479,1848,1891,3735,702,697,1393
POA2226,5044,5288,10340,2355,1544,3896,699,1300,1999,281,391,673,129,102,231,3473,3333,6801,1376,1717,3088,3.8,3.1,3.4,68.8,63,65.8,66.2,61.1,63.6,418,429,843,108,211,315,1035,1276,2312,538,723,1261,1074,484,1556,51,66,110,123,188,309,1248,733,1980,5512,5672,11185,641,651,1291,4007,4152,8161,1829,1840,3666
POA2227,5920,6432,12346,2763,1816,4580,861,1633,2495,393,503,896,153,110,262,4169,4058,8227,1576,2200,3779,3.7,2.7,3.2,70.5,63.1,66.6,67.9,61.4,64.5,362,423,788,115,191,310,1052,1396,2447,625,901,1529,1579,588,2168,58,106,157,123,244,364,1753,935,2690,6355,6623,12974,871,921,1792,4451,4625,9080,2367,2526,4890
POA2228,8183,9136,17315,3454,2393,5845,1133,1973,3110,543,699,1238,227,174,397,5355,5235,10589,2438,3531,5971,4.2,3.3,3.8,65.5,57.3,61.2,62.7,55.4,58.9,511,521,1028,123,244,366,1404,1862,3271,788,1167,1958,1970,844,2816,56,129,185,180,301,481,2210,1281,3484,8033,8716,16745,1491,1636,3122,5002,5498,10502,4013,4386,8401
POA2229,12023,13025,25052,5287,3524,8806,1788,3151,4934,717,1010,1725,290,198,488,8078,7883,15964,3440,4591,8034,3.6,2.6,3.1,67.2,60.5,63.7,64.8,58.9,61.8,738,716,1454,182,374,558,2030,2793,4825,1243,1736,2988,3124,1182,4306,89,176,269,257,476,735,3474,1833,5309,12217,12855,25078,2080,2097,4180,7999,8623,16616,5457,5602,11057
POA2230,12798,13449,26249,5700,3942,9643,1965,3265,5232,806,1025,1838,287,225,516,8763,8461,17219,3491,4407,7897,3.3,2.7,3,68.5,62.9,65.6,66.2,61.2,63.7,842,898,1742,281,443,724,2523,3179,5699,1299,1921,3220,3296,1228,4529,83,162,246,289,468,757,3668,1856,5529,11741,12118,23858,2517,2681,5192,7395,7715,15111,6271,6511,12787
POA2231,959,978,1936,407,227,630,133,267,404,78,101,171,20,15,36,636,604,1242,280,332,619,3.6,2.5,3.1,66.8,62,64.4,64.4,60.5,62.4,11,23,30,6,18,28,57,123,179,85,155,246,391,131,527,9,16,21,17,21,42,415,175,586,1100,1101,2196,104,91,200,821,801,1624,299,312,605
POA2232,13937,14986,28924,6552,4506,11062,1932,3528,5459,802,1086,1889,325,272,592,9616,9386,19006,3795,4972,8769,3.4,2.9,3.1,69,62.6,65.7,66.7,60.9,63.7,1010,1108,2115,262,506,767,2541,3436,5979,1434,1942,3376,3571,1511,5083,113,219,333,282,491,775,3963,2229,6188,14090,14835,28924,2316,2451,4762,9508,9952,19460,5987,6439,12425
POA2233,11427,12303,23727,5408,3233,8645,1486,3347,4837,718,1002,1725,229,180,402,7842,7761,15603,3287,4118,7400,2.9,2.3,2.6,68.6,63.1,65.8,66.7,61.7,64.1,515,644,1158,190,415,605,1524,2212,3741,1177,1665,2847,3788,1449,5234,82,197,271,229,468,698,4097,2109,6206,12832,13440,26272,1252,1285,2532,9920,10263,20182,3428,3709,7136
POA2234,12170,12770,24944,5623,3575,9202,1713,3326,5037,798,961,1763,272,224,494,8403,8087,16493,3518,4416,7931,3.2,2.8,3,69.1,63.3,66.1,66.8,61.6,64.1,694,736,1430,178,412,591,2157,2644,4794,1267,1655,2919,3164,1302,4466,83,196,270,294,531,821,3534,2030,5559,13439,13790,27233,1221,1300,2527,10324,10542,20864,3671,3844,7515
POA2250,28055,30525,58575,10778,6998,17770,4360,7090,11453,1628,2142,3767,878,731,1611,17635,16969,34599,8956,11815,20770,5,4.3,4.7,62.8,55.6,59.1,59.7,53.2,56.3,1362,1554,2917,382,793,1169,3754,5261,9013,2516,3698,6215,7048,4006,11054,285,535,824,562,886,1452,7897,5427,13332,27902,29439,57334,4624,4820,9440,18460,19608,38067,12287,12988,25273
POA2251,13053,14574,27627,4878,2803,7686,1912,3806,5724,763,1002,1765,273,223,498,7828,7834,15660,4698,6090,10787,3.5,2.8,3.2,60,53.7,56.7,57.9,52.2,54.9,598,602,1197,207,443,649,1835,2691,4527,1254,1813,3064,3701,1749,5454,106,228,335,276,497,769,4084,2475,6561,13549,14707,28259,1856,1945,3802,9637,10489,20129,5036,5444,10471
POA2256,6433,7240,13669,2031,1342,3372,814,1385,2199,315,439,757,229,157,387,3385,3326,6708,2660,3455,6117,6.8,4.8,5.8,52.6,45.9,49.1,49.1,43.7,46.2,300,331,630,95,163,260,738,944,1678,461,821,1276,1572,925,2496,79,130,213,132,224,353,1784,1274,3057,6168,6738,12905,918,1016,1938,4154,4460,8614,2608,2974,5582
