POA_CODE_2021,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Com_Hp_DS_Sp_ho,R_Com_Hp_DS_SD_ro_t_h_t,R_Com_Hp_DS_Flt_apt,R_Com_Hp_DS_Ot_dwel,R_Com_Hp_DS_NS,R_Com_Hp_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
POA2190,1830,385,43,4,0,2261,1647,721,93,4,6,2476,555,354,146,5,0,1070,211,409,117,0,3,743,35,59,33,0,0,121,240,93,21,4,3,364,83,19,3,0,0,98,3,11,0,0,0,16,1131,948,321,12,8,2413,90,48,22,3,0,166,107,39,15,3,0,160,4804,2139,500,25,12,7478
POA2191,559,122,10,0,0,697,536,159,55,0,0,748,193,98,42,5,0,340,54,68,53,0,0,178,6,14,8,0,0,32,52,20,10,0,0,88,9,3,5,0,0,25,0,0,0,0,0,4,324,211,116,6,4,662,24,13,5,0,0,46,17,6,5,0,0,30,1460,517,195,10,6,2184
POA2192,923,91,240,3,0,1262,648,130,478,3,0,1259,292,108,1108,10,0,1518,15,46,134,0,0,194,7,20,23,0,0,49,97,19,100,0,0,218,18,3,29,0,0,54,4,4,6,0,0,15,439,208,1400,8,5,2049,35,14,38,0,0,87,43,13,47,0,0,105,2085,453,2195,16,3,4760
POA2193,1559,168,256,16,3,2003,1024,206,784,18,6,2042,319,136,1566,50,5,2077,9,8,33,0,0,50,9,10,27,0,0,42,95,22,158,15,3,289,9,4,17,0,0,33,0,0,6,0,0,9,443,177,1803,69,10,2501,41,9,19,0,0,66,30,0,36,4,0,63,3097,563,2894,104,16,6667
POA2194,883,241,717,0,3,1843,474,263,1359,0,5,2099,335,301,3026,7,12,3689,15,18,165,0,0,190,15,10,68,0,5,98,134,57,410,3,3,610,36,14,112,5,5,170,0,4,17,0,0,24,541,410,3796,9,25,4783,34,15,77,0,0,133,35,27,125,3,7,201,1970,962,6074,15,36,9058
POA2195,863,85,649,0,0,1603,591,123,877,0,0,1592,424,97,3210,12,13,3755,9,8,168,0,0,180,5,0,44,0,0,53,151,20,261,5,0,434,30,0,64,0,0,98,6,0,24,0,0,30,624,135,3761,12,17,4553,27,7,59,0,0,84,46,15,117,0,5,176,2146,362,5460,21,15,8013
POA2196,2285,343,251,11,0,2889,2105,599,512,10,0,3224,760,317,1129,51,7,2263,112,263,157,0,0,535,26,77,25,0,0,133,275,65,105,7,5,453,74,23,30,3,0,127,4,11,3,0,0,19,1254,755,1447,68,13,3534,95,35,27,4,0,158,116,35,55,0,0,202,5848,1762,2288,92,11,10006
POA2197,714,111,9,0,0,825,705,185,15,0,0,900,275,108,29,3,0,415,74,66,116,0,0,256,17,34,10,0,0,58,93,25,11,3,0,132,33,15,0,0,0,50,5,0,0,0,0,8,494,247,165,6,4,911,33,4,9,0,3,44,47,12,11,0,0,67,1975,558,202,8,5,2754
POA2198,995,59,23,0,0,1077,897,128,13,3,0,1040,268,81,8,6,0,362,20,0,0,0,0,20,9,0,3,0,0,15,79,22,8,0,0,106,14,4,0,0,0,21,0,0,0,0,0,0,385,107,21,4,0,520,32,0,20,0,0,52,38,3,0,0,0,44,2343,297,81,16,0,2739
POA2199,1281,153,120,3,0,1561,1159,354,237,0,0,1751,536,163,352,6,4,1063,233,66,196,0,0,497,18,26,92,0,0,132,238,49,42,5,5,333,58,6,12,0,0,81,10,3,8,0,0,19,1100,311,708,12,9,2137,59,16,21,0,0,97,83,24,44,0,0,157,3682,860,1131,16,11,5700
POA2200,2294,464,750,18,3,3535,1570,807,1463,46,7,3895,842,532,2946,44,18,4381,51,112,561,0,0,729,23,40,145,0,0,209,443,133,315,13,7,908,131,18,83,0,4,239,18,4,21,3,0,44,1508,848,4065,63,28,6511,124,47,72,0,0,242,124,32,136,4,3,296,5618,2202,6485,133,43,14480
POA2203,819,218,433,25,0,1496,565,265,775,24,0,1633,213,126,1827,100,9,2279,20,7,62,0,0,90,15,3,67,0,0,82,57,28,187,17,0,283,5,0,11,5,0,14,0,0,5,0,0,5,310,167,2155,124,7,2759,22,0,27,0,0,55,8,6,30,4,0,45,1722,650,3420,185,10,5990
POA2204,1424,557,516,18,4,2517,1118,713,1057,17,0,2910,527,459,2564,139,4,3704,36,21,308,0,0,365,35,22,104,4,0,168,163,120,306,40,0,627,11,8,35,9,4,66,5,0,11,0,0,22,779,633,3335,190,9,4950,41,17,47,0,0,103,40,23,55,3,0,121,3400,1941,5014,236,15,10610
POA2205,894,118,471,4,0,1488,690,182,1948,3,4,2823,263,140,3627,4,33,4075,3,0,95,0,0,101,9,0,65,0,0,66,108,47,390,8,4,555,12,0,62,0,4,89,0,4,13,0,0,19,398,189,4252,13,39,4902,34,10,112,4,0,158,45,6,87,0,8,146,2063,513,6874,22,54,9524
POA2206,2634,150,131,0,0,2919,1800,202,175,0,0,2177,568,119,283,4,0,971,17,42,30,0,0,86,4,28,23,0,0,58,161,41,51,0,0,255,10,5,0,0,0,19,4,0,3,0,0,12,769,235,386,5,0,1397,66,8,23,0,0,94,64,3,10,0,0,78,5328,606,726,5,3,6666
POA2207,2616,605,265,7,0,3496,2012,762,463,7,5,3246,595,440,640,57,0,1729,44,46,38,0,0,137,14,43,3,0,0,62,199,68,81,8,9,361,33,16,6,5,3,67,0,3,3,0,0,7,885,624,778,67,9,2364,67,27,39,0,4,134,63,42,23,4,0,133,5640,2058,1564,88,14,9367
POA2208,1612,84,59,4,0,1755,1149,71,72,11,0,1307,468,61,142,23,0,692,67,62,47,0,0,175,7,28,20,0,0,50,96,17,25,4,0,150,25,3,3,0,4,35,4,0,0,0,0,5,670,165,237,26,3,1108,43,7,11,0,0,64,45,6,3,6,0,60,3520,343,380,39,6,4292
POA2209,1441,217,152,4,0,1810,1097,249,236,4,0,1594,484,167,435,19,4,1111,57,157,183,0,0,397,16,66,55,0,0,136,125,30,49,7,0,216,18,7,0,0,0,35,4,0,3,0,0,12,702,433,724,36,8,1906,51,20,14,0,0,90,41,19,17,0,3,78,3333,945,1148,43,8,5474
POA2210,2820,488,249,11,0,3569,2601,544,599,7,3,3752,668,264,792,35,6,1770,224,283,971,0,6,1476,22,70,234,0,0,327,170,46,101,14,0,333,30,21,16,3,0,71,3,8,13,0,0,26,1120,677,2128,56,12,3997,65,48,58,0,0,175,83,34,63,0,0,177,6688,1795,3097,76,19,11674
POA2211,1651,310,58,0,0,2019,1439,549,59,0,0,2054,618,297,130,10,7,1057,160,149,52,0,0,366,12,27,26,0,0,62,132,47,21,0,0,202,17,4,5,0,0,25,5,0,4,0,0,11,949,523,242,9,7,1729,58,16,87,0,0,154,45,21,13,0,0,81,4143,1422,455,8,5,6037
POA2212,1257,385,15,3,5,1661,1157,673,42,5,0,1871,596,344,117,22,4,1084,293,95,100,0,0,486,19,32,38,0,0,79,132,52,23,0,0,209,21,12,3,0,0,42,11,0,0,0,0,13,1065,535,279,22,11,1906,54,21,3,0,0,81,48,10,9,0,0,68,3577,1614,357,30,16,5588
POA2213,2150,434,24,9,0,2616,2156,818,25,4,5,3006,703,362,56,27,7,1153,226,155,188,0,0,566,12,15,36,0,0,61,157,49,7,9,0,224,9,6,7,0,0,23,8,3,0,0,0,14,1116,585,295,40,7,2049,63,9,6,0,0,87,61,22,9,0,0,92,5553,1874,356,52,8,7844
POA2214,544,15,0,0,0,556,568,43,0,0,0,606,93,10,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,34,0,0,0,0,0,3,0,0,0,0,0,0,127,12,5,0,0,146,7,0,0,0,0,11,14,0,0,0,0,9,1254,70,3,0,5,1330
POA2216,1662,216,978,47,0,2907,1134,241,1462,4,4,2842,429,172,2934,41,8,3581,9,8,140,0,0,153,5,8,52,4,0,74,148,41,306,19,3,515,14,7,51,18,3,95,4,5,12,4,0,22,618,233,3492,79,14,4439,49,8,79,4,0,136,58,6,111,4,6,189,3528,706,6126,140,26,10516
POA2217,1775,451,842,7,0,3082,1239,354,1442,4,6,3043,436,253,2866,47,12,3613,12,5,42,0,0,59,8,7,31,0,0,43,104,68,288,4,4,466,22,7,23,0,0,43,0,0,10,0,0,11,576,336,3260,51,20,4237,53,20,92,4,0,166,46,12,70,0,3,133,3690,1180,5701,70,26,10663
POA2218,1024,84,584,11,0,1701,662,113,827,12,0,1618,280,94,1514,47,3,1936,7,0,74,0,0,80,4,0,35,3,0,43,75,12,160,6,0,258,18,0,14,0,0,36,0,0,3,0,0,10,393,112,1801,54,3,2358,41,3,37,3,0,87,39,4,44,0,0,92,2159,321,3289,84,4,5853
POA2219,1161,615,316,8,0,2097,818,384,367,4,0,1581,298,257,580,10,4,1148,8,17,92,0,0,122,0,4,11,0,0,7,63,46,72,3,3,194,3,22,3,0,0,29,0,6,4,0,0,10,367,350,769,20,4,1509,37,32,22,0,0,95,51,12,19,0,0,81,2433,1393,1488,29,10,5351
POA2220,1743,238,892,0,3,2881,1229,299,1440,0,4,2967,511,207,3284,8,14,4028,36,53,67,0,0,154,23,22,27,0,0,69,180,30,462,0,0,681,31,37,81,0,0,154,5,4,22,0,0,25,790,351,3938,13,20,5114,58,25,117,0,0,202,55,18,106,0,4,181,3874,932,6491,13,25,11338
POA2221,1950,232,118,3,0,2304,1576,233,209,0,3,2019,377,127,228,4,5,749,10,56,12,0,0,71,3,9,0,0,0,10,91,20,28,0,0,143,16,6,0,0,0,21,3,0,5,0,0,4,499,219,272,8,3,1000,49,18,11,0,0,81,55,3,7,0,0,67,4124,712,620,10,7,5472
POA2222,848,221,317,0,0,1390,691,204,508,0,0,1401,201,120,1030,3,3,1358,4,28,36,0,0,66,0,0,12,0,0,16,69,16,135,0,0,224,12,5,8,0,0,19,3,0,6,0,0,9,287,170,1221,6,11,1691,27,13,19,0,0,59,21,6,29,0,0,57,1880,609,2090,3,12,4599
POA2223,2124,393,354,0,0,2868,1614,351,477,0,0,2442,399,237,1160,25,0,1820,4,5,49,0,0,53,3,4,8,0,0,19,96,41,126,14,3,274,20,9,3,0,3,34,0,0,4,0,0,6,519,296,1348,37,7,2207,48,8,27,0,0,82,31,21,21,0,0,70,4331,1061,2229,42,10,7679
POA2224,1535,461,153,0,0,2146,1350,303,151,6,5,1814,306,229,158,9,0,702,8,87,21,0,0,113,5,9,10,0,0,23,61,33,19,0,0,109,7,15,5,0,0,24,0,0,3,0,0,3,393,358,214,16,0,978,40,27,49,0,0,118,42,13,17,0,0,80,3360,1164,589,19,0,5136
POA2225,589,75,24,0,0,690,726,159,10,0,0,889,72,25,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,28,4,0,0,0,37,0,3,0,0,0,4,0,0,0,0,0,0,104,36,8,0,0,143,6,5,0,0,0,11,7,0,0,0,0,14,1436,268,37,0,3,1750
POA2226,1251,233,85,3,0,1575,1517,261,195,0,0,1977,222,89,194,7,3,522,37,95,49,0,0,186,3,39,6,0,0,54,75,24,26,8,0,128,4,0,0,0,0,4,3,0,0,0,0,3,349,250,284,11,3,895,24,6,9,0,0,40,22,10,3,0,0,31,3164,762,575,18,7,4515
POA2227,1480,335,226,0,3,2046,1570,316,258,0,0,2146,258,209,431,14,0,918,22,24,40,0,0,78,8,0,16,0,0,20,78,25,45,3,0,160,3,10,0,0,0,14,0,0,4,0,0,7,375,265,543,19,0,1201,18,8,14,0,0,45,25,11,4,0,0,38,3469,940,1047,21,6,5477
POA2228,1543,326,525,41,3,2454,1503,369,824,0,0,2696,383,251,1149,0,11,1790,54,175,71,0,0,294,13,36,36,0,0,80,96,32,118,5,0,245,13,21,15,8,0,58,6,4,8,0,0,19,563,519,1384,17,12,2486,32,15,187,0,0,234,49,43,28,0,3,118,3686,1274,2945,60,18,7990
POA2229,2668,1113,427,0,3,4211,2707,809,633,0,4,4151,471,439,974,0,3,1880,6,63,197,0,0,266,8,3,53,0,0,66,145,61,105,0,0,317,23,81,9,0,0,114,0,0,0,0,0,7,657,644,1343,4,8,2654,50,36,185,0,0,269,50,24,23,5,0,101,6126,2622,2622,3,15,11383
POA2230,2302,447,1676,10,3,4442,2023,307,1431,8,8,3777,307,132,2911,42,8,3395,0,3,79,0,0,78,0,0,40,0,0,47,152,35,395,16,0,601,8,5,8,3,0,25,0,0,10,0,0,10,469,172,3439,58,5,4151,58,11,57,0,0,123,46,13,57,0,0,115,4895,953,6662,81,23,12608
POA2231,266,0,0,5,0,267,376,0,0,0,0,375,56,19,0,4,0,76,0,0,0,0,0,0,0,0,0,0,0,0,38,3,0,3,0,44,3,0,0,0,0,3,0,0,0,0,0,0,99,24,0,3,0,131,9,0,0,0,0,9,11,0,0,0,0,11,756,22,3,8,0,794
POA2232,2966,515,756,0,3,4240,3123,545,1506,0,5,5176,486,336,1970,8,9,2804,40,142,194,0,0,377,12,25,55,0,0,95,155,64,192,0,0,420,25,7,15,4,9,50,4,5,9,0,0,14,716,575,2439,17,11,3762,48,28,152,0,0,222,69,15,54,0,5,144,6914,1673,4905,20,27,13544
POA2233,3406,292,252,7,0,3961,4175,259,309,7,0,4750,428,108,312,10,0,860,5,23,19,0,0,47,0,5,7,0,0,11,116,26,53,7,5,203,15,0,3,21,0,42,0,0,4,0,0,4,563,165,399,39,5,1168,36,26,77,0,0,144,66,10,12,0,6,94,8251,759,1046,49,12,10120
POA2234,3903,266,64,0,3,4238,3852,533,79,0,0,4466,374,205,63,0,0,635,35,30,0,0,0,63,35,42,0,0,0,83,103,32,6,0,0,146,14,0,0,0,0,14,0,0,0,0,0,3,569,305,70,0,0,946,53,14,4,0,0,78,50,10,5,0,0,61,8425,1123,222,0,0,9779
POA2250,6376,954,714,14,7,8066,8143,671,752,4,3,9573,2384,862,2066,20,28,5354,418,346,300,0,3,1064,124,108,117,0,0,351,759,120,242,0,9,1127,115,34,18,4,3,176,17,10,12,0,0,43,3816,1469,2750,27,43,8113,320,533,72,4,6,940,195,138,54,6,7,402,18857,3763,4350,48,68,27093
POA2251,4268,386,186,118,0,4964,4460,161,98,3,0,4722,1001,180,127,13,0,1320,118,78,15,0,0,207,13,14,24,0,0,49,318,53,32,0,0,407,54,19,5,11,0,83,14,6,5,0,0,15,1511,349,208,26,4,2090,105,388,175,0,0,670,101,37,23,3,0,158,10443,1310,691,151,9,12605
POA2256,1797,592,48,18,9,2464,1531,220,44,3,3,1802,904,369,122,63,4,1466,80,216,95,0,0,395,9,29,22,0,0,66,214,56,22,9,4,306,14,12,0,0,0,28,9,0,0,0,0,11,1234,680,275,81,6,2278,54,43,12,0,0,109,70,56,19,3,0,142,4689,1589,394,101,26,6802
POA2257,3615,979,210,18,9,4828,2953,355,86,23,5,3422,1825,569,333,174,19,2920,17,46,12,0,0,72,17,8,19,5,0,47,397,113,42,31,0,582,45,5,4,0,0,52,14,5,3,3,0,30,2316,747,414,213,20,3716,114,33,82,4,0,233,120,48,27,6,19,217,9116,2157,819,267,51,12410
POA2258,583,65,4,0,0,656,653,103,3,0,0,761,115,119,0,0,0,234,9,14,0,0,0,19,4,0,0,0,0,5,56,28,3,0,3,89,10,0,0,0,0,11,0,0,0,0,0,0,203,153,3,0,9,367,26,0,3,0,0,24,18,5,0,0,0,27,1479,323,9,3,4,1836
POA2259,7504,398,67,108,8,8091,8272,231,60,9,8,8582,3592,440,220,6,6,4266,194,132,109,0,0,437,68,76,41,0,0,188,818,43,22,0,4,889,219,28,9,39,3,296,21,5,3,0,0,29,4912,719,398,50,17,6103,236,127,15,11,6,389,297,40,14,20,0,369,21224,1518,553,194,40,23528
POA2260,2812,292,370,0,3,3480,3109,151,247,0,6,3514,797,127,465,4,3,1394,0,0,21,0,0,21,5,0,3,0,0,5,264,17,77,0,4,364,39,3,9,0,0,52,6,0,0,0,0,7,1102,151,571,4,12,1839,99,124,42,0,0,259,83,6,12,0,0,107,7206,719,1246,0,20,9197
POA2261,5346,1019,643,60,7,7077,6456,453,255,10,4,7172,2331,852,833,19,15,4061,232,377,92,0,4,702,73,57,64,0,0,198,673,160,114,7,5,962,65,22,4,30,0,128,20,13,6,0,0,38,3398,1479,1124,66,20,6084,150,244,124,7,0,518,173,81,46,8,4,308,15515,3270,2189,144,39,21164
POA2262,2650,56,36,60,4,2802,2801,30,26,6,0,2860,1415,51,82,12,0,1561,81,11,8,0,0,100,25,3,5,0,0,35,361,11,25,5,0,397,53,4,4,27,0,85,9,0,5,0,0,14,1944,79,129,38,3,2189,76,5,0,0,4,86,111,5,6,4,0,124,7586,174,186,109,10,8068
POA2263,2838,331,234,21,0,3427,2508,114,117,4,0,2747,1716,238,376,0,9,2327,84,91,135,0,0,310,26,73,74,0,0,175,454,51,76,0,3,587,59,21,8,6,0,87,12,3,0,0,0,20,2346,480,660,11,9,3504,98,55,15,3,0,161,109,41,25,3,0,177,7900,1017,1044,37,14,10010
POA2264,2455,86,22,10,5,2577,1707,43,10,0,0,1763,991,135,53,0,0,1184,23,20,0,0,0,49,5,15,4,0,0,28,270,7,15,3,0,294,37,12,0,0,4,51,3,0,0,0,0,3,1339,192,68,3,9,1613,78,138,0,0,0,224,91,12,0,0,0,112,5672,472,108,13,12,6276
POA2265,704,75,19,0,0,795,1057,6,5,0,0,1069,291,16,42,0,7,356,3,0,0,0,0,3,3,5,3,0,0,16,117,6,7,0,0,138,19,0,5,0,0,31,0,0,0,0,0,10,437,39,71,0,5,551,60,118,8,0,0,185,24,18,0,0,0,45,2275,256,93,3,5,2640
POA2267,498,16,19,8,0,542,351,3,4,0,0,360,131,22,5,7,0,163,0,0,0,0,0,0,0,5,0,0,0,4,42,3,0,0,0,42,12,26,0,0,0,39,0,0,0,0,0,0,186,55,4,7,0,252,9,0,30,0,0,38,4,4,0,0,0,11,1049,74,55,13,0,1199
POA2278,304,0,0,0,0,311,454,0,3,0,0,457,59,0,0,0,0,59,0,0,0,0,0,0,3,0,0,0,0,3,36,0,0,0,0,36,4,0,0,0,0,4,0,0,0,0,0,0,99,0,0,0,0,99,5,0,0,0,0,9,6,0,0,0,0,6,878,4,4,0,0,881
POA2280,3591,409,174,57,3,4229,3462,153,69,3,6,3689,827,292,251,19,3,1385,124,126,172,0,0,420,5,15,40,0,0,55,274,55,37,3,0,379,22,8,6,5,0,44,6,5,0,0,0,15,1259,497,509,26,7,2296,61,89,14,3,0,161,78,30,14,5,4,128,8442,1166,780,98,18,10509
POA2281,2324,176,194,15,0,2714,1735,73,54,3,3,1859,533,173,125,6,0,837,77,22,82,0,0,179,20,5,17,0,0,42,169,24,11,0,3,204,7,3,0,0,0,17,4,3,5,0,0,8,804,228,238,8,5,1287,47,16,58,0,0,129,58,7,28,0,4,91,4966,497,573,34,11,6081
POA2282,2174,520,125,0,0,2825,1945,108,53,0,0,2108,464,209,108,0,0,781,8,44,0,0,0,47,7,4,3,0,0,10,133,52,23,0,0,204,13,3,3,0,0,16,3,0,0,0,0,4,625,306,146,5,0,1071,41,77,21,0,0,135,38,6,0,0,0,44,4823,1018,339,4,0,6190
POA2283,3411,281,102,10,7,3803,3015,112,18,0,0,3153,924,188,59,0,4,1171,374,120,49,0,0,538,23,12,23,0,0,58,303,30,11,0,0,348,26,3,3,18,0,48,6,0,3,0,0,11,1654,354,148,20,0,2186,80,53,16,0,0,148,97,18,20,3,0,135,8256,824,299,38,12,9425
POA2284,1350,141,16,32,5,1546,1713,60,10,0,4,1786,552,101,49,0,0,698,109,73,19,0,0,196,29,33,0,0,0,64,180,32,11,4,0,233,24,4,0,16,0,45,5,0,0,0,0,5,893,239,80,22,4,1239,87,35,6,0,0,131,39,13,0,5,0,54,4082,490,113,56,11,4758
POA2285,3267,194,40,3,0,3503,5258,140,25,6,0,5432,1612,220,97,5,5,1939,181,82,56,0,0,322,37,29,96,0,3,169,458,44,20,0,0,527,43,4,17,0,0,60,10,0,4,0,0,13,2349,384,291,4,6,3035,73,67,60,0,0,198,86,19,19,0,0,127,11028,810,433,17,4,12288
POA2286,505,8,0,0,0,515,791,7,0,0,0,798,171,11,11,4,0,196,7,0,0,0,0,5,6,3,0,0,0,8,67,0,0,0,0,71,0,0,0,0,0,3,0,0,0,0,0,0,254,19,9,4,0,289,69,8,0,0,0,82,12,0,0,0,0,12,1646,36,8,7,0,1699
POA2287,3878,346,22,0,0,4255,5241,359,31,3,6,5637,2040,675,217,13,4,2949,238,179,59,0,0,475,79,46,32,0,0,157,613,112,28,3,3,768,85,21,3,0,0,108,15,3,0,0,0,19,3066,1034,339,21,9,4465,190,113,9,0,0,305,106,33,6,0,0,150,12487,1885,405,19,20,14815
POA2289,2423,166,42,0,0,2631,2654,128,72,0,0,2852,772,231,232,8,4,1246,45,58,24,0,0,133,10,14,0,0,0,27,259,49,33,0,0,346,61,12,3,0,0,78,5,0,5,0,0,7,1151,369,301,8,4,1843,46,16,6,0,0,68,50,6,3,0,0,64,6331,687,430,11,0,7457
POA2290,4274,484,94,0,0,4847,4424,383,126,0,0,4930,1170,538,263,0,3,1975,275,161,59,0,0,494,23,19,35,0,0,81,422,106,48,5,4,572,51,10,0,0,0,66,3,5,7,0,0,18,1947,840,411,6,7,3206,89,44,11,0,3,148,98,30,9,0,4,148,10833,1780,648,6,15,13282
POA2291,1597,301,94,0,3,2001,1350,187,133,0,0,1671,323,343,510,0,6,1177,4,72,90,0,0,169,0,12,13,0,0,20,137,81,88,0,0,306,12,5,5,0,0,22,4,0,0,0,0,5,477,509,708,0,5,1701,38,12,13,0,0,63,17,9,11,0,0,40,3480,1027,966,0,10,5475
POA2292,244,25,9,0,0,278,311,22,10,0,0,345,163,75,60,7,0,308,3,6,0,0,0,8,9,6,3,0,0,22,56,16,5,4,0,86,10,0,0,0,0,10,0,0,0,0,0,0,246,106,76,12,0,434,3,0,0,0,0,9,8,3,0,0,0,7,811,159,97,6,0,1078
POA2293,174,127,62,15,0,376,242,96,95,0,0,434,128,150,195,0,0,470,0,15,5,0,0,21,0,26,14,0,0,36,46,25,32,0,0,107,6,0,15,0,0,24,6,0,0,0,0,6,181,218,257,0,0,653,8,6,9,0,0,19,8,4,3,0,0,16,603,455,420,19,3,1504
POA2294,145,55,10,0,0,203,198,54,9,0,0,255,126,89,35,0,0,252,0,29,16,0,0,50,4,3,0,0,0,8,48,17,0,0,0,77,5,0,0,0,0,4,0,0,0,0,0,4,182,141,59,0,0,381,0,4,0,0,0,7,8,5,0,0,0,10,527,258,68,0,0,856
POA2295,1301,32,10,6,5,1353,876,21,17,0,0,921,461,40,64,0,0,573,44,22,45,0,0,111,5,0,0,0,0,10,83,13,10,0,0,105,63,0,3,0,5,74,3,0,0,0,0,3,656,74,133,0,0,874,48,4,3,0,0,53,36,0,7,0,0,40,2918,135,169,6,5,3243
POA2296,134,43,6,0,0,187,178,80,21,4,0,282,137,120,47,3,0,306,3,4,9,0,0,16,0,0,15,6,0,20,50,31,7,0,0,85,0,0,0,0,0,7,0,0,0,0,0,0,192,157,70,7,0,430,0,0,0,0,0,5,0,0,0,0,0,10,508,276,107,14,5,909
POA2297,160,10,4,0,0,172,254,4,4,0,0,259,111,13,22,0,0,147,0,0,0,0,0,0,4,15,5,0,0,18,52,3,5,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,162,34,36,0,0,230,6,0,3,0,0,10,5,0,0,0,0,13,591,52,41,0,0,683
POA2298,841,54,29,0,0,933,1098,87,46,0,0,1231,628,202,248,12,9,1092,57,112,79,0,0,244,17,12,5,0,0,29,201,32,36,6,0,271,16,5,0,0,0,20,6,0,0,0,0,6,920,361,367,16,9,1661,36,10,5,0,0,52,41,7,20,4,0,73,2936,520,471,19,7,3953
POA2299,1070,96,29,5,3,1203,1047,100,46,0,0,1197,652,323,250,0,0,1230,112,120,96,0,0,326,12,25,13,0,0,53,229,56,70,0,4,361,24,3,13,0,0,39,8,0,4,0,0,11,1042,524,448,3,5,2019,26,11,3,0,0,38,32,19,14,0,0,72,3214,744,548,9,12,4520
POA2300,336,393,712,3,4,1453,236,346,536,0,4,1112,99,466,1561,13,14,2153,3,121,276,0,5,406,0,4,29,0,0,34,32,101,261,3,3,405,0,8,27,0,0,38,5,0,4,0,0,9,143,706,2160,21,16,3045,8,11,25,0,0,50,3,18,29,4,3,50,723,1469,3460,28,24,5703
POA2302,0,6,188,0,0,187,4,5,132,0,0,133,4,4,306,10,10,328,0,0,24,0,0,24,0,0,8,0,0,8,0,0,26,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,4,3,366,10,10,389,0,0,29,0,0,29,0,0,8,0,0,6,8,7,716,14,10,749
POA2303,1058,134,49,0,0,1247,764,135,43,0,0,949,421,242,174,23,3,858,4,97,390,0,0,486,4,21,29,0,0,58,140,47,32,5,5,226,8,3,6,0,0,20,0,3,5,0,0,11,581,409,636,27,3,1657,21,20,12,0,0,52,21,16,20,0,0,66,2448,711,771,30,6,3970
POA2304,1388,183,12,5,0,1584,1944,152,32,3,0,2132,1009,427,168,46,8,1653,12,189,102,0,0,306,13,53,23,0,0,98,353,51,29,8,8,440,15,11,0,6,5,35,7,3,0,0,0,12,1412,735,317,56,19,2538,48,42,0,0,0,94,55,20,8,0,0,81,4842,1135,372,66,20,6431
POA2305,1603,171,36,0,0,1804,1614,89,44,0,0,1747,559,167,175,0,6,903,39,62,12,0,0,108,7,18,16,0,0,43,182,49,56,0,0,293,3,8,6,0,0,10,3,0,0,0,0,5,797,308,258,3,6,1370,26,9,3,0,0,45,29,9,10,0,0,53,4074,585,346,10,8,5017
