POA_CODE_2021,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Com_Hp_DS_Sp_ho,R_Com_Hp_DS_SD_ro_t_h_t,R_Com_Hp_DS_Flt_apt,R_Com_Hp_DS_Ot_dwel,R_Com_Hp_DS_NS,R_Com_Hp_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
POA2809,44,0,0,0,0,47,24,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,5,0,0,0,0,5,83,0,0,0,0,84
POA2810,650,10,5,0,0,668,313,3,0,0,0,321,69,9,20,0,0,101,14,0,4,0,0,22,19,0,7,0,0,27,77,5,5,0,0,80,16,0,0,3,0,24,6,0,0,0,0,6,197,12,41,3,0,253,47,0,3,0,0,51,28,0,3,0,0,26,1224,35,46,8,3,1320
POA2817,52,0,0,4,0,58,40,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,13,0,0,0,0,15,13,0,0,0,0,13,7,0,0,0,0,7,127,0,0,4,0,136
POA2818,120,0,0,0,0,120,122,0,0,0,0,122,21,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,27,5,0,0,0,0,5,0,0,0,0,0,0,47,0,0,0,0,52,10,0,0,0,0,10,0,0,0,0,0,0,299,0,0,0,0,300
POA2820,921,3,5,15,0,954,655,6,0,6,8,679,281,57,17,4,0,359,61,8,7,0,0,76,30,9,5,0,0,40,136,4,0,7,0,149,25,3,4,0,4,38,9,0,0,0,0,11,545,80,41,9,4,676,58,4,0,3,0,63,54,5,0,0,0,71,2242,100,51,39,14,2441
POA2821,654,15,0,0,0,672,509,0,0,0,0,515,149,31,17,0,0,195,38,7,0,0,0,46,3,17,0,0,0,21,96,4,0,0,0,100,21,0,0,0,0,24,0,3,0,0,0,3,301,67,17,3,3,393,49,0,0,0,0,51,29,0,4,0,0,30,1545,85,21,3,6,1664
POA2822,60,0,0,0,0,59,56,0,0,0,0,58,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,21,7,0,0,0,0,7,4,0,0,0,0,6,139,0,0,0,0,147
POA2823,212,0,0,0,3,212,102,0,0,0,0,101,26,0,8,0,0,30,8,0,4,0,0,13,4,0,10,0,0,15,43,0,3,0,0,47,20,0,4,0,0,27,0,0,0,0,0,0,106,0,26,3,0,135,19,0,0,0,0,19,6,0,0,0,0,6,438,0,26,9,3,473
POA2824,315,11,0,0,6,329,178,0,0,0,0,179,51,14,8,0,0,70,23,4,0,0,0,26,12,8,0,0,0,22,42,0,0,0,0,47,21,3,0,0,0,28,0,0,0,0,0,0,157,38,9,0,0,199,42,0,0,0,0,42,28,0,0,0,0,26,709,44,14,3,10,782
POA2825,326,9,0,0,0,331,194,0,0,0,3,202,36,4,0,0,0,37,29,13,0,0,0,35,12,8,0,0,0,16,71,15,0,0,3,86,41,12,0,0,0,61,9,0,0,0,0,6,193,43,6,0,3,241,28,0,0,0,4,31,34,0,0,0,3,35,769,47,6,5,16,849
POA2826,33,0,0,0,4,38,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,7,6,0,0,0,0,10,0,0,0,0,0,0,63,0,0,0,3,65
POA2827,538,10,0,4,0,558,338,4,0,0,0,339,116,0,41,0,0,155,49,0,0,0,0,51,10,3,0,0,0,17,91,0,5,0,0,99,22,6,7,0,0,26,12,0,0,0,0,12,299,8,51,4,0,361,58,8,0,0,0,67,40,6,0,8,0,50,1269,35,51,12,0,1372
POA2828,134,0,0,0,4,137,47,0,0,0,0,49,18,0,0,0,0,18,17,0,0,0,0,17,10,0,0,0,0,12,23,0,0,0,0,23,6,0,0,0,0,11,0,0,0,0,0,0,64,0,0,0,3,72,27,0,0,0,0,27,8,0,0,0,0,9,286,0,0,0,5,291
POA2829,370,0,4,0,6,377,240,4,0,0,0,247,48,0,13,0,0,60,63,5,8,0,0,75,20,5,4,0,0,25,100,0,3,0,0,104,26,9,5,0,0,42,3,0,0,0,0,5,263,20,34,0,0,317,43,0,7,0,0,47,39,0,0,0,0,45,947,22,44,5,3,1024
POA2830,4181,257,71,21,8,4533,5358,115,29,0,4,5514,2178,587,609,21,14,3404,331,90,151,0,0,571,93,45,44,3,0,183,777,60,55,7,9,901,84,22,45,5,4,163,19,12,14,0,0,48,3483,807,920,35,19,5268,133,173,56,5,4,366,187,44,36,0,16,278,13346,1401,1106,53,45,15961
POA2831,256,0,0,0,4,260,200,0,0,0,0,203,19,0,0,0,3,26,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,35,7,0,0,0,0,7,0,0,0,0,0,0,64,0,0,0,5,69,38,0,0,0,0,42,12,0,0,0,0,16,575,0,3,4,9,591
POA2832,151,0,0,44,0,192,94,0,0,3,0,92,19,10,0,0,0,28,27,3,0,0,0,30,28,0,0,0,0,30,32,3,4,0,0,46,50,3,9,3,0,60,0,0,0,0,0,3,160,16,9,6,3,195,42,0,4,20,0,67,11,0,0,3,0,15,454,20,14,73,4,564
POA2833,59,0,0,4,3,61,33,0,0,0,0,28,4,0,0,0,0,3,15,0,0,0,0,14,27,0,0,0,0,30,11,0,0,0,0,11,18,0,0,0,0,22,0,0,0,0,0,3,76,7,0,0,0,84,10,0,0,3,0,16,5,0,0,0,0,5,178,7,0,5,0,192
POA2834,211,0,0,99,52,365,70,0,0,11,4,92,26,4,4,0,0,27,14,13,0,3,4,31,34,11,0,0,0,46,48,4,0,10,5,65,19,9,0,6,0,38,0,0,0,0,0,0,141,33,9,22,8,213,21,0,0,24,11,53,15,0,0,7,0,19,458,33,13,163,81,743
POA2835,437,0,0,9,0,451,357,0,0,5,0,369,114,23,22,0,0,155,49,3,9,0,0,61,18,4,7,0,0,27,72,0,7,4,0,86,80,12,16,0,0,106,3,0,0,0,0,5,326,46,63,5,0,429,29,0,0,0,0,35,37,0,0,0,0,35,1179,44,67,20,8,1314
POA2836,54,0,0,4,26,86,16,0,0,0,0,18,0,0,0,0,0,4,32,8,3,0,3,42,32,0,0,0,0,32,5,0,0,0,7,16,17,4,0,0,3,27,0,0,0,0,0,0,83,11,3,0,15,114,23,0,0,0,13,37,10,0,0,0,4,16,189,13,3,4,64,271
POA2838,15,0,0,0,3,16,6,0,0,0,0,6,3,0,0,0,0,3,12,0,0,0,0,12,18,0,0,0,0,18,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,36,8,0,0,0,0,8,20,4,0,0,0,23,77,4,0,0,4,80
POA2839,86,3,0,0,0,89,38,0,0,0,0,38,12,0,0,0,0,7,74,17,3,0,0,95,33,3,0,0,0,37,15,3,0,0,0,18,27,3,0,3,0,33,3,0,0,0,0,5,163,27,3,7,0,204,25,0,0,0,0,27,11,0,0,0,3,14,324,35,3,5,5,371
POA2840,243,0,0,8,3,255,171,0,0,0,0,171,34,0,5,0,0,39,45,0,6,0,0,48,33,0,0,0,4,36,50,0,0,0,0,50,72,5,5,3,0,88,0,0,0,0,0,0,243,9,13,3,4,264,42,0,0,0,4,52,40,0,0,0,10,49,729,10,15,7,25,787
POA2842,134,0,0,5,0,137,57,0,0,0,0,64,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,23,9,0,0,0,0,9,0,0,0,0,0,0,42,0,0,0,0,42,18,0,0,0,0,20,15,0,0,0,0,15,265,0,0,8,0,275
POA2843,195,0,0,0,0,203,106,0,0,0,0,106,22,3,0,0,0,24,0,4,0,0,0,6,4,4,0,0,0,9,31,0,0,0,0,32,22,4,0,0,0,23,0,0,0,0,0,0,77,11,0,0,0,89,19,0,0,0,0,19,17,0,0,0,0,17,411,15,0,0,0,424
POA2844,248,0,0,0,0,255,108,0,0,0,0,108,40,7,0,0,0,48,0,5,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,51,23,0,0,0,0,23,0,0,0,0,0,0,105,12,0,0,0,123,23,0,0,0,0,30,17,0,0,0,0,17,509,12,0,3,6,523
POA2845,241,7,0,3,0,260,271,0,0,9,0,278,82,12,0,0,0,94,57,0,0,0,0,57,0,0,0,0,0,0,26,4,3,3,0,34,5,0,0,0,0,3,0,0,0,0,0,0,168,12,3,4,0,189,4,0,0,0,0,10,10,0,0,0,0,11,699,27,4,13,4,744
POA2846,69,0,0,0,0,68,18,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,6,0,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,10,3,0,0,0,0,3,3,0,0,0,0,3,106,0,0,0,0,108
POA2847,455,0,0,0,6,457,317,0,0,5,0,320,61,4,0,4,0,73,14,0,0,0,0,14,0,0,0,0,0,0,50,0,0,0,0,50,11,0,0,0,0,11,0,0,0,0,0,0,132,4,0,4,4,143,8,0,0,0,0,8,18,0,0,0,0,18,926,6,0,13,3,949
POA2848,350,0,0,0,0,347,121,0,0,3,0,122,97,14,9,3,0,122,23,0,0,0,0,23,5,0,0,0,0,5,37,0,0,0,0,40,8,0,0,0,0,10,3,0,0,0,0,3,172,18,9,3,0,198,16,0,0,0,0,15,24,0,0,0,0,26,683,18,11,5,0,714
POA2849,336,0,3,0,3,336,151,0,0,0,0,151,57,6,0,0,0,64,7,0,0,0,0,7,0,3,0,0,0,3,26,0,0,0,0,26,8,0,0,0,0,8,0,0,0,0,0,0,91,12,0,0,0,103,37,0,0,0,0,39,10,0,0,0,0,16,620,7,3,0,3,640
POA2850,2419,109,0,24,7,2559,2328,43,0,8,0,2382,881,294,20,11,4,1197,126,31,17,0,0,173,27,19,3,0,0,53,267,33,0,0,0,306,42,7,0,10,7,62,13,3,0,0,0,10,1355,385,40,18,10,1801,119,6,0,4,0,134,96,15,0,43,5,161,6316,558,47,93,13,7033
POA2852,550,0,3,9,0,564,475,5,0,6,0,485,156,12,16,0,0,178,9,0,4,0,0,14,6,8,0,0,0,12,58,0,0,0,0,62,11,0,0,0,4,12,0,0,0,0,0,0,231,17,18,3,4,274,36,0,0,0,0,35,22,0,0,0,0,23,1313,23,22,15,3,1377
POA2864,145,0,0,3,0,148,109,0,0,0,0,105,16,0,0,0,0,16,0,0,0,0,0,0,0,0,3,0,0,8,13,0,0,6,0,18,3,0,0,0,0,3,0,0,0,0,0,0,29,0,3,6,0,40,8,0,0,0,0,8,9,0,0,0,0,9,301,0,3,5,0,306
POA2865,145,0,0,0,0,152,118,0,0,0,0,126,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,25,0,0,0,0,25,8,0,0,0,0,8,0,0,0,0,0,0,42,0,0,0,0,48,12,0,0,0,0,13,12,0,3,0,0,14,331,0,7,7,0,349
POA2866,404,3,4,55,0,466,317,6,0,46,0,369,109,5,9,0,0,122,0,0,0,0,0,4,5,4,5,0,0,12,70,0,0,3,0,74,13,0,0,0,0,14,0,0,0,0,0,0,189,14,13,11,0,231,27,3,4,0,0,40,18,0,0,3,0,24,951,27,26,115,3,1124
POA2867,105,3,0,0,0,110,55,0,0,0,0,55,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,10,0,0,0,0,10,0,0,0,0,0,0,36,0,0,0,0,36,18,0,0,0,0,18,4,0,0,0,0,4,214,3,0,0,0,222
POA2868,98,0,0,0,0,100,44,0,0,0,0,44,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,25,8,0,0,0,0,8,0,0,0,0,0,0,39,0,0,0,0,47,17,0,0,0,0,17,4,0,0,0,0,4,202,0,0,0,0,209
POA2869,261,0,6,4,5,273,113,0,0,0,0,113,29,0,0,0,0,29,14,0,0,0,0,14,14,11,0,0,0,22,49,0,0,0,0,52,8,4,0,0,0,14,7,5,0,0,0,10,118,17,4,0,0,136,25,0,0,0,0,23,15,0,0,0,0,16,525,16,7,9,8,571
POA2870,1482,30,41,12,4,1567,1445,16,9,5,6,1479,438,57,129,0,0,636,127,15,32,0,0,174,20,13,0,0,0,39,340,10,18,0,0,371,39,3,10,6,9,59,3,0,0,0,0,3,973,107,185,15,12,1280,70,12,28,5,0,119,60,5,13,0,6,86,4033,168,282,22,27,4533
POA2871,1230,29,10,13,3,1290,993,15,5,3,0,1017,322,67,103,5,0,502,113,10,14,0,0,134,8,0,5,0,0,19,184,19,12,0,0,214,44,0,5,9,0,53,6,0,4,0,0,12,677,95,137,22,0,932,100,4,7,0,0,111,65,6,8,3,0,84,3063,156,162,44,11,3434
POA2873,116,0,0,0,0,119,43,0,0,0,3,42,4,0,0,0,0,6,0,0,0,0,0,0,0,0,8,0,0,4,21,0,0,0,0,21,4,0,0,0,0,6,0,0,0,0,0,3,33,0,7,0,0,39,20,0,0,0,0,23,9,0,0,0,0,9,211,0,7,0,3,223
POA2874,80,0,0,0,0,80,29,0,0,0,0,28,5,0,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,3,17,3,0,0,0,0,3,0,0,0,0,0,0,125,0,0,0,7,133
POA2875,144,0,0,0,5,152,78,0,0,0,0,78,11,0,0,0,0,11,4,0,0,0,0,4,4,0,3,0,0,9,39,0,0,0,6,41,8,0,0,0,0,7,0,0,3,0,0,3,58,0,6,0,6,70,12,0,0,0,0,12,4,0,0,0,0,4,299,0,6,0,8,313
POA2876,80,0,0,0,0,81,45,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19,4,0,0,0,0,4,0,0,0,0,0,0,19,0,0,0,0,19,14,0,0,0,0,14,0,0,0,0,0,0,156,0,0,0,0,155
POA2877,486,0,0,0,0,491,332,0,0,5,0,339,76,12,3,0,0,90,58,9,0,0,0,67,29,0,0,0,0,29,102,3,4,0,3,104,31,9,4,0,0,48,9,0,0,0,0,9,309,30,7,4,3,354,55,7,0,0,0,64,29,0,0,0,0,30,1214,37,11,8,4,1275
POA2878,42,0,0,0,0,45,5,0,0,0,0,7,4,0,0,0,0,4,8,0,0,0,0,8,3,0,0,0,0,3,3,0,0,0,0,3,10,4,0,0,0,9,0,0,0,0,0,0,27,4,0,0,0,27,8,0,0,0,0,11,4,0,0,0,0,6,87,3,0,0,0,98
POA2879,102,0,0,0,4,109,23,0,0,0,5,27,0,0,0,0,0,5,27,0,0,0,0,33,14,4,0,0,0,18,14,0,0,0,0,14,18,0,0,0,0,18,0,0,0,0,0,0,67,8,0,0,4,75,10,0,0,0,3,15,11,0,0,0,0,14,217,8,0,0,13,234
POA2880,3104,28,3,3,13,3155,2203,8,0,0,6,2224,659,57,67,0,0,781,82,26,13,0,0,119,31,12,20,0,0,70,519,25,17,0,6,572,161,10,20,0,7,196,4,3,3,0,0,22,1459,139,149,3,9,1759,135,0,18,0,11,164,144,5,15,6,4,166,7050,177,186,15,44,7467
POA2898,57,16,0,0,0,67,27,3,0,0,0,25,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,26,3,8,0,0,41,9,4,0,0,0,17,0,0,0,0,0,0,40,10,11,0,0,60,3,0,0,0,0,3,4,0,0,0,0,3,126,28,11,0,0,161
