LGA_CODE_2021,C11_Aus_BP_B_OS,C11_Aus_Fa_O_B_OS,C11_Aus_Mo_O_B_OS,C11_Aus_BP_B_Aus,C11_Aus_Bplace_NS,C11_Aus_Tot_resp,C11_Aus_Ab_BP_B_OS,C11_Aus_Ab_Fa_O_B_OS,C11_Aus_Ab_Mo_O_B_OS,C11_Aus_Ab_BP_B_Aus,C11_Aus_Abor_Bplace_NS,C11_Aus_Abor_Tot_respons,C11_Chi_BP_B_OS,C11_Chi_Fa_O_B_OS,C11_Chi_Mo_O_B_OS,C11_Chi_BP_B_Aus,C11_Chi_Bplace_NS,C11_Chi_Tot_resp,C11_Cro_BP_B_OS,C11_Cro_Fa_O_B_OS,C11_Cro_Mo_O_B_OS,C11_Cro_BP_B_Aus,C11_Cro_Bplace_NS,C11_Cro_Tot_resp,C11_Dut_BP_B_OS,C11_Dut_Fa_O_B_OS,C11_Dut_Mo_O_B_OS,C11_Dut_BP_B_Aus,C11_Dut_Bplace_NS,C11_Dut_Tot_resp,C11_Eng_BP_B_OS,C11_Eng_Fa_O_B_OS,C11_Eng_Mo_O_B_OS,C11_Eng_BP_B_Aus,C11_Eng_Bplace_NS,C11_Eng_Tot_resp,C11_Fil_BP_B_OS,C11_Fil_Fa_O_B_OS,C11_Fil_Mo_O_B_OS,C11_Fil_BP_B_Aus,C11_Fil_Bplace_NS,C11_Fil_Tot_resp,C11_Fre_BP_B_OS,C11_Fre_Fa_O_B_OS,C11_Fre_Mo_O_B_OS,C11_Fre_BP_B_Aus,C11_Fre_Bplace_NS,C11_Fre_Tot_resp,C11_Ger_BP_B_OS,C11_Ger_Fa_O_B_OS,C11_Ger_Mo_O_B_OS,C11_Ger_BP_B_Aus,C11_Ger_Bplace_NS,C11_Ger_Tot_resp,C11_Gre_BP_B_OS,C11_Gre_Fa_O_B_OS,C11_Gre_Mo_O_B_OS,C11_Gre_BP_B_Aus,C11_Gre_Bplace_NS,C11_Gre_Tot_resp,C11_Hun_BP_B_OS,C11_Hun_Fa_O_B_OS,C11_Hun_Mo_O_B_OS,C11_Hun_BP_B_Aus,C11_Hun_Bplace_NS,C11_Hun_Tot_resp,C11_Ind_BP_B_OS,C11_Ind_Fa_O_B_OS,C11_Ind_Mo_O_B_OS,C11_Ind_BP_B_Aus,C11_Ind_Bplace_NS,C11_Ind_Tot_resp,C11_Iri_BP_B_OS,C11_Iri_Fa_O_B_OS,C11_Iri_Mo_O_B_OS,C11_Iri_BP_B_Aus,C11_Iri_Bplace_NS,C11_Iri_Tot_resp,C11_Ita_BP_B_OS,C11_Ita_Fa_O_B_OS,C11_Ita_Mo_O_B_OS,C11_Ita_BP_B_Aus,C11_Ita_Bplace_NS,C11_Ita_Tot_resp,C11_Kor_BP_B_OS,C11_Kor_Fa_O_B_OS,C11_Kor_Mo_O_B_OS,C11_Kor_BP_B_Aus,C11_Kor_Bplace_NS,C11_Kor_Tot_resp,C11_Leb_BP_B_OS,C11_Leb_Fa_O_B_OS,C11_Leb_Mo_O_B_OS,C11_Leb_BP_B_Aus,C11_Leb_Bplace_NS,C11_Leb_Tot_resp,C11_Mac_BP_B_OS,C11_Mac_Fa_O_B_OS,C11_Mac_Mo_O_B_OS,C11_Mac_BP_B_Aus,C11_Mac_Bplace_NS,C11_Mac_Tot_resp,C11_Mal_BP_B_OS,C11_Mal_Fa_O_B_OS,C11_Mal_Mo_O_B_OS,C11_Mal_BP_B_Aus,C11_Mal_Bplace_NS,C11_Mal_Tot_resp,C11_Mao_BP_B_OS,C11_Mao_Fa_O_B_OS,C11_Mao_Mo_O_B_OS,C11_Mao_BP_B_Aus,C11_Mao_Bplace_NS,C11_Mao_Tot_resp,C11_NZ_BP_B_OS,C11_NZ_Fa_O_B_OS,C11_NZ_Mo_O_B_OS,C11_NZ_BP_B_Aus,C11_NZ_Bplace_NS,C11_NZ_Tot_resp,C11_Pol_BP_B_OS,C11_Pol_Fa_O_B_OS,C11_Pol_Mo_O_B_OS,C11_Pol_BP_B_Aus,C11_Pol_Bplace_NS,C11_Pol_Tot_resp,C11_Rus_BP_B_OS,C11_Rus_Fa_O_B_OS,C11_Rus_Mo_O_B_OS,C11_Rus_BP_B_Aus,C11_Rus_Birthplac_ns,C11_Rus_Tot_resp,C11_Sam_BP_B_OS,C11_Sam_Fa_O_B_OS,C11_Sam_Mo_O_B_OS,C11_Sam_BP_B_Aus,C11_Sam_Birthplac_ns,C11_Sam_Tot_resp,C11_Sco_BP_B_OS,C11_Sco_Fa_O_B_OS,C11_Sco_Mo_O_B_OS,C11_Sco_BP_B_Aus,C11_Sco_Birthplac_ns,C11_Sco_Tot_resp,C11_Ser_BP_B_OS,C11_Ser_Fa_O_B_OS,C11_Ser_Mo_O_B_OS,C11_Ser_BP_B_Aus,C11_Ser_Bplace_NS,C11_Ser_Tot_resp,C11_SAf_BP_B_OS,C11_SAf_Fa_O_B_OS,C11_SAf_Mo_O_B_OS,C11_SAf_BP_B_Aus,C11_SAf_Bplace_NS,C11_SAf_Tot_resp,C11_Span_BP_B_OS,C11_Span_Fa_O_B_OS,C11_Span_Mo_O_B_OS,C11_Span_BP_B_Aus,C11_Span_Bplace_NS,C11_Span_Tot_resp,C11_SriL_BP_B_OS,C11_SriL_Fa_O_B_OS,C11_SriL_Mo_O_B_OS,C11_SriL_BP_B_Aus,C11_SriL_Bplace_NS,C11_SriL_Tot_resp,C11_Viet_BP_B_OS,C11_Viet_Fa_O_B_OS,C11_Viet_Mo_O_B_OS,C11_Viet_BP_B_Aus,C11_Viet_Bplace_NS,C11_Viet_Tot_resp,C11_Wel_BP_B_OS,C11_Wel_Fa_O_B_OS,C11_Wel_Mo_O_B_OS,C11_Wel_BP_B_Aus,C11_Wel_Bplace_NS,C11_Wel_Tot_resp,C11_Oth_BP_B_OS,C11_Oth_Fa_O_B_OS,C11_Oth_Mo_O_B_OS,C11_Oth_BP_B_Aus,C11_Oth_Bplace_NS,C11_Oth_Tot_resp,C11_Anc_ns_BP_B_OS,C11_Anc_ns_Fa_O_B_OS,C11_Anc_ns_Mo_O_B_OS,C11_Anc_ns_BP_B_Aus,C11_Anc_ns_Bplace_NS,C11_Anc_NS_Tot_resp,C11_Tot_P_BP_B_OS,C11_Tot_P_Fa_O_B_OS,C11_Tot_P_Mo_O_B_OS,C11_Tot_P_BP_B_Aus,C11_Tot_P_Bplace_NS,C11_Tot_P_Tot_resp,C16_Aus_BP_B_OS,C16_Aus_Fa_O_B_OS
LGA14400,69,808,584,6624,135,8228,0,3,0,25,0,30,82,9,15,38,4,150,35,3,0,15,0,60,139,59,29,73,0,297,1654,772,543,5611,127,8709,27,6,10,4,4,43,41,5,0,49,0,100,207,66,41,417,8,734,71,15,4,47,3,132,34,4,0,3,0,38,19,0,0,4,0,27,299,180,131,2277,40,2928,211,70,28,238,0,551,14,0,0,0,0,14,12,3,0,7,0,24,39,12,4,18,0,72,78,22,20,36,0,161,47,11,11,15,0,89,74,33,15,14,7,137,67,18,3,37,0,127,23,0,0,13,0,38,8,4,0,0,0,9,392,190,132,1497,33,2251,17,8,0,7,0,35,55,4,0,0,0,64,37,9,9,20,0,71,0,0,0,5,0,8,12,0,0,0,0,12,74,28,12,75,5,191,424,101,93,221,12,854,39,25,22,260,549,888,3606,1517,1036,12964,859,19986,98,899
LGA14500,864,4783,3773,21616,415,31453,0,3,0,14,0,14,11621,337,463,355,195,12979,251,48,34,118,4,456,817,200,140,254,25,1441,11366,4020,2911,18527,579,37396,471,14,75,5,8,576,376,72,86,239,18,799,1516,299,226,1425,46,3510,577,167,55,328,13,1139,388,56,55,59,7,576,2196,75,55,40,28,2396,2106,963,682,7361,149,11258,1201,369,174,789,33,2563,2471,11,52,20,53,2605,248,92,33,150,15,535,55,4,0,19,3,87,124,45,22,70,5,271,89,21,6,4,4,119,729,204,208,42,11,1199,550,78,51,117,16,813,501,46,56,80,12,700,22,4,0,0,0,34,2519,945,729,6106,155,10457,107,19,4,27,3,161,2838,120,101,8,45,3108,318,41,30,54,9,449,550,31,19,12,6,621,297,3,23,0,6,337,357,86,66,260,10,788,8449,980,855,927,140,11348,509,83,66,480,3495,4642,46899,8520,6604,42206,5061,109298,1054,4794
LGA14550,31,299,193,3302,123,3951,0,3,0,182,0,188,10,0,3,7,0,27,3,4,0,0,0,6,56,8,4,27,0,99,481,261,172,2850,87,3857,23,0,6,0,0,30,17,5,0,16,4,48,102,38,17,263,6,422,8,3,0,21,0,28,4,5,0,0,0,8,19,3,3,4,0,27,82,57,33,1057,22,1251,25,13,6,79,0,120,5,0,0,0,0,5,9,5,0,8,0,19,0,0,0,0,0,0,6,4,0,3,0,7,13,3,0,6,6,24,37,15,8,4,0,69,18,3,6,13,0,40,4,0,3,0,0,11,0,0,0,0,0,11,104,67,59,711,3,942,0,0,0,0,0,0,7,4,0,4,0,13,0,0,0,0,0,7,5,0,0,0,0,5,0,0,3,0,0,0,15,7,4,36,0,57,155,51,23,75,3,311,23,18,6,213,379,647,1037,546,343,6704,593,9223,30,256
LGA14600,13,90,87,2969,92,3256,0,0,0,197,3,200,9,0,4,0,0,12,3,0,0,0,0,5,15,6,4,12,0,32,91,94,95,2229,71,2575,8,0,3,0,7,12,0,0,3,15,0,21,21,9,9,174,11,221,8,0,0,11,0,23,6,5,0,3,0,13,12,0,0,8,0,22,9,21,15,577,20,651,0,4,3,25,0,39,5,0,0,0,0,3,5,0,0,0,0,6,0,0,0,0,0,0,0,0,3,4,0,7,3,3,0,0,0,9,9,10,3,10,0,27,3,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,26,30,22,476,20,579,0,0,0,0,0,0,8,0,0,5,0,12,7,6,0,5,0,20,7,0,0,0,0,7,0,0,0,0,0,0,0,6,0,12,0,23,41,11,8,27,0,99,5,4,3,201,240,457,265,184,162,5533,419,6573,11,80
LGA14650,575,6265,4470,71526,1929,84770,0,17,20,493,23,548,818,85,100,323,40,1372,252,50,11,55,8,378,1095,420,244,751,40,2543,8512,5890,4088,60474,1872,80846,479,28,172,26,10,715,180,45,47,439,12,728,1494,645,364,4807,146,7457,391,142,55,398,19,1004,229,48,21,93,7,398,557,58,30,48,12,707,1427,1122,698,15790,402,19444,1033,446,146,1584,62,3276,142,5,19,14,0,181,87,42,14,94,0,231,537,85,37,143,11,813,236,101,47,198,4,584,242,130,51,98,13,535,489,300,198,138,27,1148,817,153,119,445,25,1558,210,56,44,118,4,429,285,64,16,19,13,399,2504,1781,1204,14685,344,20524,130,16,14,23,0,182,341,60,31,34,0,467,186,41,20,136,5,378,76,10,12,12,3,117,68,6,15,0,0,96,431,210,117,1023,30,1813,3767,940,693,1657,173,7236,410,211,165,3359,6061,10202,23554,11943,8126,135144,10234,189009,667,6873
LGA14700,205,1393,1117,6135,152,9002,0,0,0,10,0,16,2436,75,126,72,49,2768,163,19,9,32,3,229,256,66,50,85,11,471,2789,1194,806,5109,168,10072,295,10,25,0,14,341,137,23,28,60,0,242,361,120,85,457,22,1044,274,61,33,179,9,554,130,28,17,26,0,204,755,17,24,9,19,829,762,344,223,2821,41,4190,552,180,72,383,19,1203,236,0,5,7,0,252,112,27,12,73,0,223,29,4,0,3,3,46,46,12,10,30,0,103,56,3,13,3,3,77,283,93,56,19,0,459,263,46,26,54,3,397,191,16,16,20,0,248,13,0,0,0,0,14,681,293,185,1776,28,2968,57,9,6,11,4,90,277,30,27,0,3,341,145,12,13,20,0,194,115,10,3,0,0,133,84,5,5,5,0,102,113,27,11,78,3,232,3036,275,274,274,54,3923,164,28,19,180,1049,1434,12837,2631,1974,12539,1530,31512,309,1500
LGA14750,30,205,163,4306,99,4814,0,0,0,44,0,47,31,3,0,6,0,36,10,0,6,9,0,20,26,18,8,36,0,87,242,206,137,3367,120,4072,10,0,0,0,0,14,0,3,0,22,3,34,42,17,13,381,0,451,11,3,3,12,0,35,8,0,0,9,0,14,47,0,0,3,0,50,59,43,47,1095,27,1279,480,130,28,458,20,1123,6,0,0,0,0,11,0,0,0,3,0,9,0,0,0,0,0,0,8,0,3,11,0,28,20,3,0,3,0,25,16,11,5,7,0,33,3,4,0,12,0,17,3,0,4,0,0,8,15,7,0,4,0,25,76,54,43,863,19,1058,0,0,0,0,0,5,9,0,4,0,0,12,0,0,0,15,0,13,12,0,4,0,0,12,4,0,0,0,0,5,4,5,0,31,0,44,138,29,24,85,6,278,32,3,0,251,586,882,1184,502,304,8213,832,11034,47,227
LGA14850,118,1347,1005,15535,393,18407,0,10,11,274,18,310,178,20,24,75,10,304,28,12,0,5,5,53,218,68,62,135,7,489,1944,1237,897,13172,344,17596,119,9,45,14,0,189,97,30,9,99,7,243,376,133,109,1410,44,2068,48,19,8,72,4,143,43,15,4,23,0,92,93,26,13,26,5,162,388,352,190,5302,97,6323,533,236,58,1068,24,1923,12,3,0,9,0,14,11,7,0,59,0,77,3,6,0,0,0,12,29,25,13,37,0,101,75,16,20,30,5,155,123,67,61,31,0,289,66,21,13,39,3,149,40,9,8,31,0,89,7,6,7,0,0,20,488,314,271,3636,88,4799,6,3,0,0,0,11,46,12,10,5,5,83,37,7,7,57,7,115,20,3,0,10,0,35,22,3,4,0,0,27,65,28,12,124,3,235,850,262,160,408,40,1719,78,39,27,749,1507,2408,4993,2605,1819,31004,2352,42766,145,1343
LGA14870,67,590,393,7681,230,8956,0,0,0,66,6,76,75,0,13,18,0,109,39,3,0,16,7,65,99,36,15,73,4,221,828,534,355,6279,211,8206,49,0,32,0,3,90,26,9,3,39,0,73,142,46,23,378,12,599,27,12,0,25,0,66,27,10,0,12,0,56,27,0,0,0,0,36,140,131,65,1976,37,2350,94,30,17,168,3,314,4,0,0,0,0,4,11,3,0,5,0,22,11,0,0,0,0,11,28,24,6,28,0,86,21,8,7,8,6,52,41,15,17,12,5,86,46,28,5,21,0,93,13,5,0,9,0,26,4,0,0,0,0,8,262,187,133,1403,34,2018,13,0,0,0,0,12,37,4,5,0,0,41,20,0,3,7,0,38,7,0,0,0,0,14,13,0,0,0,0,13,52,15,6,76,0,148,342,89,39,149,21,643,48,21,13,415,1265,1759,2210,1117,694,14405,1737,20158,67,646
LGA14900,3061,3634,2377,23026,924,33022,6,28,18,345,23,413,7076,94,145,145,187,7642,1882,195,98,290,57,2522,377,121,80,173,15,768,6263,2511,1612,15717,880,26987,4511,71,189,26,167,4963,349,41,27,140,20,571,1084,251,161,1254,58,2806,2309,448,204,878,92,3940,407,74,19,63,17,571,9916,110,85,35,258,10395,990,505,321,4814,135,6769,6838,1579,701,3511,291,12928,128,6,0,6,4,143,6594,1213,422,743,301,9272,1743,193,109,237,68,2346,1732,447,180,876,57,3296,979,83,64,37,52,1215,435,130,84,27,31,715,1349,109,77,164,37,1730,390,31,19,47,13,505,1989,112,43,16,83,2240,1226,494,367,3100,97,5280,4625,283,106,183,104,5300,329,44,41,20,8,438,2121,107,83,133,91,2535,427,25,19,6,6,483,6832,71,88,75,219,7282,157,43,31,172,9,410,35104,1664,1030,1119,1073,39987,3631,270,210,1311,9362,14790,105808,10140,5914,44276,14006,180141,4461,4221
LGA14920,13,140,103,3392,73,3715,0,3,0,141,0,149,20,0,0,29,0,43,3,0,0,0,0,9,24,7,10,23,0,67,207,156,88,2451,68,2969,10,0,0,0,0,10,7,0,0,18,0,22,22,10,16,225,0,270,6,7,0,3,0,10,5,4,0,0,0,6,3,0,0,0,0,5,42,36,14,742,21,854,13,7,3,27,0,50,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,3,0,14,22,3,0,9,0,42,20,7,4,0,0,31,3,3,4,4,0,9,4,5,0,0,0,8,0,0,0,0,0,0,48,40,22,609,8,729,0,0,0,0,0,0,3,0,3,0,0,11,3,0,0,3,0,4,0,0,0,0,0,0,5,0,0,0,0,5,4,3,0,10,0,20,68,12,17,43,4,141,6,6,3,171,296,484,445,280,180,6117,449,7481,17,164
LGA14950,8,48,43,1271,12,1381,0,0,0,12,0,15,4,0,0,0,0,11,0,0,0,0,0,0,25,4,4,5,0,30,81,38,25,1007,31,1187,0,0,0,0,0,0,0,0,0,9,0,9,8,7,6,262,0,282,6,0,0,0,0,7,0,0,0,7,0,9,0,0,0,0,0,0,17,3,5,394,3,422,4,3,0,13,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,3,13,0,3,4,5,4,14,8,0,0,6,0,8,0,0,0,0,0,3,0,0,0,0,0,0,26,15,12,304,5,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,6,27,4,9,26,0,60,0,0,0,60,94,155,182,85,66,2527,147,2997,7,51
LGA15050,173,1787,1382,27250,630,31210,0,11,3,185,5,206,300,23,22,93,6,447,58,16,4,13,0,99,311,113,89,283,14,817,2346,1736,1240,22621,614,28558,253,11,82,7,13,356,59,12,8,141,0,217,431,199,149,2339,63,3175,56,42,7,111,0,222,48,24,14,37,3,125,247,13,0,23,3,294,435,300,214,6243,125,7312,202,96,35,461,14,807,29,0,6,12,0,44,21,16,0,33,0,71,22,10,3,24,0,58,52,29,21,60,0,163,116,46,28,24,8,224,158,106,67,58,13,396,348,55,40,224,11,685,61,12,11,36,0,125,48,5,7,4,0,68,638,459,338,4844,89,6364,35,0,8,5,0,48,145,11,14,3,3,181,63,8,5,72,4,160,10,7,4,5,0,28,15,0,0,3,0,19,111,64,34,251,8,460,1025,295,212,528,39,2090,125,57,59,1308,2454,4010,6601,3418,2489,51211,3763,67479,245,2277
LGA15240,205,2448,1728,32481,1017,37884,0,15,0,669,26,709,198,31,25,165,19,443,69,12,11,21,0,113,578,151,82,214,7,1033,4494,2437,1745,28174,967,37812,180,4,44,4,5,241,109,37,28,202,7,386,590,187,147,2228,53,3208,98,51,5,110,7,274,61,28,10,25,0,119,99,9,13,24,3,149,705,446,289,7546,197,9186,299,145,36,682,31,1201,21,0,0,0,0,26,29,17,3,69,0,131,7,0,0,3,0,15,193,62,23,134,8,429,90,34,21,39,5,189,214,131,69,42,9,471,165,34,14,78,9,300,63,7,8,29,3,107,13,9,8,0,0,23,1013,652,399,6402,160,8625,28,0,0,8,0,42,98,22,9,8,0,129,60,10,7,70,6,154,21,0,0,0,0,24,27,0,0,0,3,27,144,60,37,229,10,472,1180,315,221,695,58,2459,185,95,69,1757,3837,5944,9452,4657,3132,62701,5910,85845,279,2676
LGA15270,58,516,459,8807,213,10049,0,0,0,65,3,74,56,13,6,59,4,130,21,4,4,8,0,38,127,46,45,63,8,292,982,520,442,7418,248,9612,53,6,18,4,0,74,24,8,0,40,0,73,167,42,46,661,22,941,42,18,3,31,5,104,22,3,4,5,0,33,15,0,8,5,0,30,166,121,63,2266,77,2698,93,49,13,165,7,329,0,0,4,0,0,8,8,0,0,10,0,22,0,0,0,0,0,5,48,19,15,48,0,130,26,19,9,15,5,67,54,35,18,19,3,125,47,17,4,37,0,111,16,5,4,18,0,41,5,4,0,0,8,13,217,135,107,1547,43,2054,5,0,0,0,0,9,18,7,0,0,0,25,17,5,6,12,0,42,3,0,0,0,0,3,23,0,0,0,0,23,27,10,12,47,0,98,321,59,36,146,11,578,63,34,15,495,1127,1733,2298,1026,817,16560,1624,22322,85,618
LGA15300,12,178,179,5262,168,5803,0,7,6,942,9,961,36,6,0,36,4,76,9,0,0,5,0,19,35,20,13,12,0,81,210,173,155,4164,150,4852,23,0,6,0,4,32,12,0,4,37,0,53,29,18,8,386,4,445,13,0,0,12,0,28,10,0,0,4,0,14,43,0,4,3,0,54,58,39,37,1295,34,1456,16,7,0,84,0,114,7,0,0,0,0,7,3,11,0,12,0,35,0,0,0,0,0,0,0,0,4,4,0,11,12,8,3,7,0,28,12,8,9,4,0,32,13,7,0,4,0,19,9,0,3,0,0,16,3,0,0,0,0,3,66,39,40,895,21,1054,20,0,0,0,3,23,20,7,0,0,0,29,5,0,5,8,0,25,0,0,0,0,0,0,4,0,0,0,0,4,10,3,10,38,0,53,143,36,22,80,6,298,18,5,10,347,1039,1422,711,367,327,10658,1368,13430,21,163
LGA15350,196,1215,917,5262,114,7700,0,0,0,0,0,0,692,40,44,59,10,839,103,12,8,34,0,167,271,69,30,48,0,428,3798,1091,815,4996,156,10850,155,0,11,0,0,166,240,39,18,75,8,376,518,86,50,429,12,1093,209,62,36,143,15,460,126,27,5,18,0,178,273,13,8,0,9,301,795,271,208,2364,48,3690,442,128,46,269,4,896,99,4,10,3,4,114,70,16,14,39,0,137,24,3,0,0,0,33,49,9,4,20,0,80,25,0,4,4,0,34,323,73,56,24,3,479,184,25,27,27,3,266,117,12,12,28,0,169,3,0,3,0,0,5,877,254,209,1727,40,3102,52,0,0,0,0,59,292,25,20,3,6,355,95,15,8,3,3,131,49,0,3,0,7,58,49,0,0,0,0,50,117,28,9,70,4,230,2024,248,196,215,32,2715,89,26,26,138,1822,2092,10084,2265,1674,11242,2191,27454,206,1292
LGA15520,22,187,194,4223,108,4724,0,0,0,94,0,96,22,0,0,16,0,39,6,0,0,0,0,6,67,17,10,42,0,135,336,222,178,3614,106,4463,25,0,10,0,0,37,7,0,0,23,0,33,50,22,9,375,4,458,12,4,0,10,0,27,7,0,0,0,0,7,15,0,0,0,0,17,46,37,28,1163,29,1309,69,25,0,178,9,287,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,11,16,3,3,3,0,32,16,4,7,3,0,30,19,3,4,13,0,37,11,0,0,4,0,22,3,0,0,0,0,3,117,61,51,976,21,1225,0,0,0,0,0,0,11,3,0,0,0,12,11,0,0,15,0,26,0,0,0,0,0,0,0,0,0,0,0,0,14,0,4,40,0,52,91,19,19,70,3,202,27,6,15,241,497,783,893,401,332,8588,715,10919,17,213
LGA15560,4,69,53,1613,44,1779,0,0,0,25,3,30,8,0,0,5,4,15,0,0,0,0,0,0,18,5,3,9,0,41,86,72,44,1178,42,1427,18,0,0,0,0,20,4,0,0,12,0,18,10,11,6,112,4,138,3,4,0,5,0,10,4,0,0,0,0,4,18,0,0,0,0,18,12,9,7,450,10,478,30,18,5,78,4,139,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,12,4,0,0,0,3,9,11,4,3,0,0,21,4,0,0,3,0,4,3,0,0,3,0,8,0,0,0,0,0,0,40,11,19,331,0,399,0,0,0,0,0,0,7,0,0,0,0,11,3,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,12,22,4,10,19,3,67,4,4,4,96,180,284,275,141,97,2969,270,3756,11,66
LGA15650,29,356,285,6605,146,7426,0,0,0,57,0,56,56,5,4,23,4,86,0,0,0,0,0,3,61,32,26,52,0,172,480,338,209,5036,174,6238,50,0,18,3,0,69,11,4,0,23,6,40,64,34,17,475,6,598,15,4,0,23,0,47,13,3,0,4,0,17,26,0,0,3,0,38,136,74,31,1380,39,1658,37,21,9,111,8,188,5,0,0,0,0,5,9,4,0,8,0,28,0,0,0,0,0,0,17,9,7,23,0,57,41,8,4,16,0,66,63,20,24,11,3,117,22,7,6,23,0,61,0,0,0,8,0,11,0,6,0,0,0,11,122,82,53,1084,20,1351,7,3,0,0,0,13,34,0,0,0,0,34,7,4,0,18,0,24,10,0,0,0,0,14,0,0,0,0,0,0,15,13,8,42,0,73,240,44,53,88,13,440,33,12,9,379,1141,1582,1319,668,473,11855,1481,15790,44,362
LGA15700,51,528,404,7054,191,8226,0,3,15,307,20,343,33,3,10,35,6,87,17,5,0,4,0,22,120,38,17,49,6,228,1140,531,386,5792,190,8036,28,0,14,4,0,45,28,13,5,48,0,95,138,40,34,513,9,741,20,11,0,30,0,56,20,9,8,8,0,42,19,5,12,7,5,48,156,101,66,1768,57,2142,73,32,7,145,3,272,0,0,0,0,0,0,10,10,0,11,0,33,3,0,0,3,0,9,22,15,5,22,0,61,24,11,9,27,0,61,44,21,20,10,3,104,36,7,3,25,0,69,9,4,0,4,0,17,7,0,0,3,0,14,229,131,111,1431,48,1952,6,0,0,0,0,6,17,3,8,7,0,29,18,3,3,17,0,36,4,0,0,0,0,5,3,0,0,0,0,3,28,3,8,48,0,92,285,80,52,162,13,593,31,22,25,430,694,1201,2175,1009,756,13579,1122,18646,81,607
LGA15750,26,206,194,6167,169,6761,0,0,3,63,5,71,33,6,9,29,0,69,0,0,0,0,0,0,39,20,4,40,0,98,194,191,170,4138,159,4848,33,3,0,0,0,40,3,0,0,23,0,23,47,27,11,391,10,481,7,6,0,13,0,29,0,0,0,3,0,6,10,0,0,3,0,10,48,33,24,1158,31,1292,19,4,0,39,0,65,0,0,0,0,0,0,4,0,0,11,0,14,0,0,0,0,0,0,5,0,0,16,0,26,10,3,0,4,0,18,19,20,11,3,0,45,0,3,4,9,0,16,0,0,0,3,0,8,0,0,0,0,0,0,64,51,29,929,22,1095,3,3,0,0,0,4,17,0,0,0,0,20,9,5,3,13,0,28,3,0,0,0,0,3,0,3,0,0,0,5,13,0,4,21,3,44,114,29,13,69,8,243,20,7,0,353,678,1059,613,385,302,10611,1018,12930,24,230
LGA15800,8,118,60,2584,82,2849,0,0,0,44,4,51,19,0,3,24,0,44,4,0,0,5,0,10,22,7,0,17,0,39,116,100,61,1886,61,2222,9,0,3,0,0,16,3,0,0,8,0,15,22,15,7,230,6,280,9,0,0,9,0,21,4,0,0,0,0,4,11,0,0,0,0,13,15,25,11,665,23,741,30,20,0,110,6,166,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,6,4,0,3,0,19,7,0,3,0,0,10,11,0,0,6,0,16,0,0,0,0,0,8,0,0,0,0,0,0,35,27,20,455,12,551,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,11,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,16,0,20,59,29,7,31,4,136,9,0,3,146,342,492,361,224,108,4709,509,5906,7,104
LGA15850,3,133,75,3097,48,3360,0,0,0,91,0,95,17,0,0,13,0,23,6,0,0,0,0,4,20,5,3,3,0,34,117,121,86,2210,74,2601,3,0,0,0,0,4,0,0,0,16,0,15,24,8,14,179,4,229,0,0,0,11,0,12,0,0,0,0,0,0,9,0,0,3,0,13,28,19,9,647,11,710,12,9,0,40,0,56,0,0,0,0,0,0,4,0,5,8,0,12,0,0,0,0,0,0,7,0,0,12,0,20,7,8,6,8,0,31,8,8,0,8,0,28,5,0,0,3,0,6,4,0,4,0,0,3,0,0,0,0,0,0,40,22,15,472,18,570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,7,0,0,17,0,26,50,12,9,41,9,128,8,0,0,182,293,482,310,220,139,5484,433,6587,8,133
LGA15900,515,4801,3427,50305,1338,60387,0,20,15,437,18,494,1722,104,110,283,33,2254,386,75,19,92,18,587,578,301,205,586,32,1699,5463,4404,2958,43932,1265,58027,656,18,199,16,10,902,163,68,41,324,13,610,1000,482,290,3940,102,5817,812,199,67,526,37,1644,148,60,17,49,0,275,842,37,29,36,10,959,1203,946,610,14681,306,17742,1474,465,155,1532,83,3713,419,7,12,20,14,475,91,33,8,103,4,245,1207,161,43,257,49,1708,96,62,31,121,0,315,262,84,62,46,15,472,364,229,217,107,31,945,778,164,121,423,35,1516,200,37,39,90,9,366,139,54,14,16,15,241,1709,1264,880,11797,256,15902,253,21,15,36,9,332,230,55,36,7,0,336,239,39,20,114,3,414,133,13,9,16,6,171,219,22,11,0,7,261,276,183,94,877,20,1455,5118,964,624,1450,172,8327,431,159,119,2353,6867,9922,23385,9485,6376,99344,9947,148534,620,5095
