LGA_CODE_2021,C16_Aus_Mo_O_B_OS,C16_Aus_BP_B_Aus,C16_Aus_Bplace_NS,C16_Aus_Tot_resp,C16_Aus_Ab_BP_B_OS,C16_Aus_Ab_Fa_O_B_OS,C16_Aus_Ab_Mo_O_B_OS,C16_Aus_Ab_BP_B_Aus,C16_Aus_Abor_Bplace_NS,C16_Aus_Abor_Tot_resp,C16_Chi_BP_B_OS,C16_Chi_Fa_O_B_OS,C16_Chi_Mo_O_B_OS,C16_Chi_BP_B_Aus,C16_Chi_Bplace_NS,C16_Chi_Tot_resp,C16_Cro_BP_B_OS,C16_Cro_Fa_O_B_OS,C16_Cro_Mo_O_B_OS,C16_Cro_BP_B_Aus,C16_Cro_Bplace_NS,C16_Cro_Tot_resp,C16_Dut_BP_B_OS,C16_Dut_Fa_O_B_OS,C16_Dut_Mo_O_B_OS,C16_Dut_BP_B_Aus,C16_Dut_Bplace_NS,C16_Dut_Tot_resp,C16_Eng_BP_B_OS,C16_Eng_Fa_O_B_OS,C16_Eng_Mo_O_B_OS,C16_Eng_BP_B_Aus,C16_Eng_Bplace_NS,C16_Eng_Tot_resp,C16_Fil_BP_B_OS,C16_Fil_Fa_O_B_OS,C16_Fil_Mo_O_B_OS,C16_Fil_BP_B_Aus,C16_Fil_Bplace_NS,C16_Fil_Tot_resp,C16_Fre_BP_B_OS,C16_Fre_Fa_O_B_OS,C16_Fre_Mo_O_B_OS,C16_Fre_BP_B_Aus,C16_Fre_Bplace_NS,C16_Fre_Tot_resp,C16_Ger_BP_B_OS,C16_Ger_Fa_O_B_OS,C16_Ger_Mo_O_B_OS,C16_Ger_BP_B_Aus,C16_Ger_Bplace_NS,C16_Ger_Tot_resp,C16_Gre_BP_B_OS,C16_Gre_Fa_O_B_OS,C16_Gre_Mo_O_B_OS,C16_Gre_BP_B_Aus,C16_Gre_Bplace_NS,C16_Gre_Tot_resp,C16_Hun_BP_B_OS,C16_Hun_Fa_O_B_OS,C16_Hun_Mo_O_B_OS,C16_Hun_BP_B_Aus,C16_Hun_Bplace_NS,C16_Hun_Tot_resp,C16_Ind_BP_B_OS,C16_Ind_Fa_O_B_OS,C16_Ind_Mo_O_B_OS,C16_Ind_BP_B_Aus,C16_Ind_Bplace_NS,C16_Ind_Tot_resp,C16_Iri_BP_B_OS,C16_Iri_Fa_O_B_OS,C16_Iri_Mo_O_B_OS,C16_Iri_BP_B_Aus,C16_Iri_Bplace_NS,C16_Iri_Tot_resp,C16_Ita_BP_B_OS,C16_Ita_Fa_O_B_OS,C16_Ita_Mo_O_B_OS,C16_Ita_BP_B_Aus,C16_Ita_Bplace_NS,C16_Ita_Tot_resp,C16_Kor_BP_B_OS,C16_Kor_Fa_O_B_OS,C16_Kor_Mo_O_B_OS,C16_Kor_BP_B_Aus,C16_Kor_Bplace_NS,C16_Kor_Tot_resp,C16_Leb_BP_B_OS,C16_Leb_Fa_O_B_OS,C16_Leb_Mo_O_B_OS,C16_Leb_BP_B_Aus,C16_Leb_Bplace_NS,C16_Leb_Tot_resp,C16_Mac_BP_B_OS,C16_Mac_Fa_O_B_OS,C16_Mac_Mo_O_B_OS,C16_Mac_BP_B_Aus,C16_Mac_Bplace_NS,C16_Mac_Tot_resp,C16_Mal_BP_B_OS,C16_Mal_Fa_O_B_OS,C16_Mal_Mo_O_B_OS,C16_Mal_BP_B_Aus,C16_Mal_Bplace_NS,C16_Mal_Tot_resp,C16_Mao_BP_B_OS,C16_Mao_Fa_O_B_OS,C16_Mao_Mo_O_B_OS,C16_Mao_BP_B_Aus,C16_Mao_Bplace_NS,C16_Mao_Tot_resp,C16_NZ_BP_B_OS,C16_NZ_Fa_O_B_OS,C16_NZ_Mo_O_B_OS,C16_NZ_BP_B_Aus,C16_NZ_Bplace_NS,C16_NZ_Tot_resp,C16_Pol_BP_B_OS,C16_Pol_Fa_O_B_OS,C16_Pol_Mo_O_B_OS,C16_Pol_BP_B_Aus,C16_Pol_Bplace_NS,C16_Pol_Tot_resp,C16_Rus_BP_B_OS,C16_Rus_Fa_O_B_OS,C16_Rus_Mo_O_B_OS,C16_Rus_BP_B_Aus,C16_Rus_Birthplac_ns,C16_Rus_Tot_resp,C16_Sam_BP_B_OS,C16_Sam_Fa_O_B_OS,C16_Sam_Mo_O_B_OS,C16_Sam_BP_B_Aus,C16_Sam_Birthplac_ns,C16_Sam_Tot_resp,C16_Sco_BP_B_OS,C16_Sco_Fa_O_B_OS,C16_Sco_Mo_O_B_OS,C16_Sco_BP_B_Aus,C16_Sco_Birthplac_ns,C16_Sco_Tot_resp,C16_Ser_BP_B_OS,C16_Ser_Fa_O_B_OS,C16_Ser_Mo_O_B_OS,C16_Ser_BP_B_Aus,C16_Ser_Bplace_NS,C16_Ser_Tot_resp,C16_SAf_BP_B_OS,C16_SAf_Fa_O_B_OS,C16_SAf_Mo_O_B_OS,C16_SAf_BP_B_Aus,C16_SAf_Bplace_NS,C16_SAf_Tot_resp,C16_Span_BP_B_OS,C16_Span_Fa_O_B_OS,C16_Span_Mo_O_B_OS,C16_Span_BP_B_Aus,C16_Span_Bplace_NS,C16_Span_Tot_resp,C16_SriL_BP_B_OS,C16_SriL_Fa_O_B_OS,C16_SriL_Mo_O_B_OS,C16_SriL_BP_B_Aus,C16_SriL_Bplace_NS,C16_SriL_Tot_resp,C16_Viet_BP_B_OS,C16_Viet_Fa_O_B_OS,C16_Viet_Mo_O_B_OS,C16_Viet_BP_B_Aus,C16_Viet_Bplace_NS,C16_Viet_Tot_resp,C16_Wel_BP_B_OS,C16_Wel_Fa_O_B_OS,C16_Wel_Mo_O_B_OS,C16_Wel_BP_B_Aus,C16_Wel_Bplace_NS,C16_Wel_Tot_resp,C16_Oth_BP_B_OS,C16_Oth_Fa_O_B_OS,C16_Oth_Mo_O_B_OS,C16_Oth_BP_B_Aus,C16_Oth_Bplace_NS,C16_Oth_Tot_resp,C16_Anc_ns_BP_B_OS,C16_Anc_ns_Fa_O_B_OS,C16_Anc_ns_Mo_O_B_OS,C16_Anc_ns_BP_B_Aus,C16_Anc_ns_Bplace_NS,C16_Anc_NS_Tot_resp,C16_Tot_P_BP_B_OS,C16_Tot_P_Fa_O_B_OS,C16_Tot_P_Mo_O_B_OS,C16_Tot_P_BP_B_Aus,C16_Tot_P_Bplace_NS,C16_Tot_P_Tot_resp,C21_Aus_BP_B_OS,C21_Aus_Fa_O_B_OS,C21_Aus_Mo_O_B_OS,C21_Aus_BP_B_Aus
LGA15950,2014,10091,117,15132,0,5,0,20,0,28,5202,207,285,203,36,5936,228,42,16,53,0,339,556,166,70,171,8,969,7461,2418,1748,11165,223,23017,775,21,75,19,5,894,689,62,48,182,6,988,1140,256,188,1028,20,2638,347,125,51,219,0,740,307,56,35,61,0,454,1841,48,49,13,4,1954,2163,795,575,5745,79,9353,1175,318,142,632,19,2276,534,12,21,21,4,593,138,42,22,77,0,282,85,15,4,13,0,108,100,47,22,66,0,230,122,14,9,3,5,144,616,122,97,45,0,889,544,63,37,99,5,746,524,26,40,38,0,632,31,3,0,0,0,37,1896,616,463,4068,50,7090,153,13,13,12,3,194,560,45,33,7,3,640,493,34,31,36,4,593,305,14,3,9,4,326,309,10,17,3,4,350,290,46,31,218,0,588,7698,647,642,687,75,9753,140,12,21,114,5005,5293,30077,5020,3857,23188,5508,67655,646,2717,2392,9955
LGA15990,9872,53531,861,78909,8,13,14,144,0,179,6652,311,515,533,50,8064,1245,199,113,439,23,2021,2688,712,418,910,52,4780,33339,11244,8459,49351,1057,103449,1834,69,258,22,21,2203,2033,285,239,673,21,3251,4478,899,627,3881,105,9988,1210,366,172,814,15,2590,684,140,63,124,13,1024,2139,122,102,57,25,2449,7310,2761,2099,20268,307,32749,6358,1395,704,3720,112,12291,963,10,47,19,3,1040,429,129,90,228,6,882,176,25,14,36,0,255,376,153,105,285,15,928,741,126,93,38,12,1008,2100,717,557,250,19,3636,1232,188,166,300,5,1893,847,92,98,170,7,1220,223,50,28,12,0,320,7272,2541,2052,14453,261,26579,1183,125,86,124,14,1532,2037,255,184,59,16,2551,1391,68,89,148,14,1720,198,49,33,19,0,300,554,14,57,19,5,650,1360,222,174,740,15,2511,20126,2641,2651,2790,216,28428,606,120,83,785,12241,13838,90914,22235,17263,107707,14754,252876,2766,13582,11249,53855
LGA16100,88,1901,45,2188,0,0,0,14,0,15,22,0,0,0,0,22,3,0,3,3,0,9,24,13,11,21,5,81,226,142,97,1560,58,2082,0,0,4,0,0,4,0,0,0,12,0,9,45,10,7,93,3,165,5,0,0,14,0,24,11,0,0,0,0,8,4,0,0,0,0,3,42,34,16,640,15,744,20,14,0,36,0,73,0,0,0,0,0,0,6,7,0,3,3,23,0,3,0,0,0,8,7,3,5,13,0,27,38,4,9,3,0,52,11,3,3,0,0,19,12,0,0,4,0,24,9,0,0,0,0,14,5,0,0,0,0,4,45,30,17,331,10,429,5,0,0,7,0,10,5,0,0,0,0,5,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,6,0,20,127,27,9,44,3,218,5,0,0,56,616,682,594,265,164,3545,729,5301,19,127,86,1862
LGA16150,650,15285,343,17379,0,3,6,256,7,272,296,16,12,105,3,426,53,26,0,28,0,109,202,63,41,177,4,490,1186,1027,699,13572,318,16803,190,8,39,6,8,254,35,16,8,95,0,154,225,90,75,1138,30,1560,75,17,9,50,0,148,45,11,7,22,6,84,509,14,3,12,4,539,270,227,179,4813,73,5565,262,99,44,504,10,914,73,7,0,4,0,90,28,16,4,34,0,78,15,9,4,4,0,25,24,13,18,47,0,103,62,29,6,19,3,118,82,43,44,48,0,221,105,11,20,64,3,206,78,18,17,40,0,153,13,9,5,4,0,32,347,254,167,3213,56,4037,27,12,9,9,0,51,83,7,8,4,0,106,52,5,3,30,0,86,40,4,0,4,0,49,43,0,5,4,0,52,49,12,19,156,8,249,1177,199,105,395,16,1889,48,19,9,369,2247,2700,4821,1947,1262,29355,2967,40348,166,1247,853,15670
LGA16200,240,6276,141,6975,0,3,0,130,0,140,65,4,3,18,0,91,9,3,0,3,0,19,72,24,12,57,0,163,277,266,207,4943,132,5828,71,0,15,6,12,107,4,4,0,30,0,44,46,25,16,439,13,543,4,0,0,15,0,19,5,4,0,3,0,9,42,0,3,0,0,52,57,58,22,1600,22,1755,26,17,10,85,0,132,15,0,0,0,0,17,9,0,0,24,0,35,0,0,0,0,0,0,3,6,0,17,0,34,7,4,7,3,0,25,26,11,16,19,0,69,27,8,0,22,0,56,5,0,0,0,0,11,5,3,0,0,0,9,89,76,36,1043,19,1268,3,0,0,0,0,3,24,9,0,0,0,29,12,0,6,11,0,26,0,0,0,0,0,0,14,0,0,0,0,14,11,3,7,35,0,59,208,59,29,98,6,402,6,6,4,242,1186,1441,975,526,384,11258,1470,14611,27,296,233,5777
LGA16260,3685,24418,503,36273,3,27,9,172,4,220,43334,391,730,450,272,45184,743,103,45,180,8,1085,706,231,99,265,12,1312,9496,3743,2553,21561,438,37786,4291,95,337,54,36,4811,465,80,46,222,8,812,1288,306,240,1752,58,3644,1387,218,142,609,23,2382,357,71,32,94,4,548,27362,171,128,63,113,27839,2086,1079,776,9209,140,13294,2721,842,426,1922,62,5970,11523,53,114,23,54,11770,5248,960,509,1383,90,8184,154,25,0,38,0,224,676,175,82,366,14,1320,648,103,48,40,14,847,781,228,174,93,11,1289,961,113,75,193,11,1349,805,47,53,97,13,1016,429,55,25,4,10,525,1936,895,671,6189,93,9782,521,43,15,43,7,627,521,76,43,16,8,663,1122,78,57,57,6,1319,2542,40,37,19,19,2661,1462,31,53,27,13,1578,235,85,57,314,0,689,29844,1483,1254,1436,269,34279,1205,62,58,346,13555,15228,143585,9991,7528,49550,15495,226153,3936,4764,4059,22518
LGA16350,5228,53948,1019,70042,15,102,59,894,8,1083,2980,107,159,327,28,3596,1323,203,123,388,16,2053,1254,408,274,923,28,2890,11780,6430,4559,41549,929,65251,4769,193,374,70,44,5448,447,73,28,333,12,886,1836,590,410,3564,68,6474,1213,275,150,731,31,2402,564,83,55,150,10,867,5455,129,94,85,28,5791,2890,1577,1025,13551,237,19276,2734,976,428,2995,67,7201,408,7,13,4,0,435,1442,352,161,372,19,2345,235,36,19,69,0,358,3285,919,517,2809,50,7585,1303,258,135,80,30,1802,921,372,275,180,18,1768,1040,196,128,497,14,1866,351,55,52,120,7,591,1542,177,38,43,28,1826,2942,1414,1080,8943,161,14542,443,81,48,90,5,668,521,91,79,54,3,745,969,91,53,176,16,1300,797,24,35,21,8,878,504,31,45,13,3,593,382,124,75,411,12,1002,16239,1846,1246,1983,209,21509,771,124,77,1019,10803,12789,61345,14826,9991,96711,13192,196064,3021,8414,5865,54663
LGA16380,1879,28503,609,33849,3,10,6,325,9,354,320,43,44,166,12,583,72,16,6,42,0,134,528,160,104,238,21,1050,4949,2511,1795,25317,692,35264,236,7,63,10,9,328,155,39,23,244,6,460,634,181,142,2058,43,3057,96,44,15,137,7,301,91,40,8,54,3,206,262,14,18,24,3,326,985,560,375,8192,164,10282,341,179,56,747,15,1344,42,0,9,0,0,56,31,20,3,73,8,129,15,4,3,10,0,31,146,48,40,162,7,394,90,34,25,45,0,194,238,139,94,74,12,562,149,37,25,88,3,307,81,13,13,39,0,148,16,10,3,3,0,33,1184,601,467,6114,110,8473,22,4,0,10,0,32,136,37,22,16,0,213,121,22,15,77,3,240,34,7,0,6,0,40,73,0,8,5,0,86,172,56,44,237,4,512,1451,397,269,669,110,2895,104,22,38,631,4498,5295,10573,4621,3284,54092,5964,78541,426,3066,2260,30177
LGA16400,1758,25393,513,30272,4,20,10,445,3,481,244,22,18,104,3,393,169,27,14,79,7,285,481,142,104,253,4,986,4191,2206,1576,21790,525,30288,225,23,81,18,6,350,133,33,21,177,7,362,559,239,143,1891,40,2864,154,40,12,135,4,346,89,17,12,31,4,145,126,23,5,13,4,164,715,430,296,6221,108,7764,382,166,65,601,21,1232,52,0,4,0,0,53,33,9,4,32,0,80,33,11,6,30,0,78,206,62,33,148,0,447,120,40,23,36,10,228,214,118,84,77,3,495,241,41,37,172,3,500,83,14,7,41,0,145,31,21,3,3,9,63,1000,586,394,5205,100,7291,33,0,5,10,0,52,131,20,22,14,4,191,120,25,12,78,5,233,11,4,3,0,0,26,58,0,3,3,0,63,236,65,47,338,6,688,1406,380,298,667,34,2782,80,33,22,536,4587,5259,9459,4197,2976,47235,5683,69556,357,2554,1984,26072
LGA16490,1524,16971,287,21158,3,14,8,208,6,237,501,24,45,135,10,708,359,64,26,153,4,609,348,131,107,277,12,878,3118,1779,1391,13714,283,20295,476,7,64,8,5,558,111,24,18,153,3,314,626,224,157,1482,22,2510,306,65,22,185,3,590,128,31,18,56,0,237,1004,25,18,24,10,1086,678,461,321,5642,84,7191,1003,272,102,915,24,2309,55,6,5,0,0,70,55,14,4,43,0,117,871,114,58,152,7,1209,147,51,26,142,10,368,192,36,24,27,4,284,193,108,71,47,0,430,278,56,31,123,3,485,104,15,12,39,0,178,92,21,5,0,0,118,836,468,376,3793,55,5534,290,42,34,50,6,430,78,27,7,5,0,123,167,19,19,52,0,252,74,9,14,4,0,105,104,0,3,0,0,116,129,49,22,162,3,372,2895,398,370,627,43,4333,141,42,17,336,3673,4212,12990,3845,2829,31989,4371,56027,560,2455,1936,19020
LGA16550,3613,18880,335,28347,17,33,11,378,22,454,18952,308,414,436,122,20231,471,59,51,135,8,723,646,181,125,270,5,1226,11060,3587,2650,16661,395,34354,1308,30,190,15,17,1563,1528,149,106,214,6,2000,1958,374,300,1583,33,4247,3943,697,331,1859,76,6909,750,105,73,136,10,1067,2104,79,94,36,15,2333,5757,1358,1043,9763,188,18109,3117,693,305,1645,55,5804,715,10,29,16,0,769,778,160,140,362,10,1449,96,20,14,24,0,150,656,123,84,276,16,1148,486,73,35,44,3,641,764,255,168,66,13,1266,1161,144,112,235,12,1664,1599,87,79,108,21,1895,138,6,8,3,0,156,2654,941,639,5031,85,9348,395,19,35,35,10,493,1240,119,104,17,4,1487,1213,63,66,119,17,1477,339,26,19,10,6,394,863,13,38,13,8,938,428,73,55,291,8,860,16856,1454,1228,1366,168,21067,489,41,47,315,11097,11997,71051,9091,7041,41028,12449,140659,1555,4771,4032,17815
LGA16610,346,9719,259,10905,0,12,0,221,5,243,48,9,8,33,0,93,3,0,0,3,0,8,93,27,23,61,0,202,637,492,329,7653,182,9285,92,0,28,21,3,146,11,7,0,46,0,65,93,71,36,727,13,934,19,7,6,52,0,83,14,5,0,4,0,22,24,8,4,15,0,52,132,89,85,2428,38,2772,68,37,17,410,12,542,3,0,0,0,0,3,5,10,0,19,0,35,4,0,0,0,0,4,21,15,3,10,0,50,26,3,11,33,0,75,44,13,24,18,4,104,21,3,3,20,0,52,4,5,0,7,0,16,5,0,0,0,0,7,161,115,72,1748,33,2142,0,0,0,0,0,5,8,0,0,0,0,14,19,0,0,31,0,56,0,0,0,0,0,4,4,0,0,0,0,4,20,10,5,59,0,97,245,78,50,173,12,562,18,12,20,324,1541,1921,1579,944,649,17642,2002,22805,56,499,336,8938
LGA16700,2396,13906,298,20556,3,5,4,68,0,82,26547,323,562,381,188,27997,564,69,44,140,7,829,412,115,63,149,7,757,5279,2440,1690,12277,289,21978,2312,33,157,38,18,2564,330,48,41,123,4,548,851,221,165,1062,23,2317,1128,187,101,637,16,2075,271,50,19,59,0,403,5335,55,80,51,22,5549,1366,731,504,5737,94,8440,3812,904,407,2173,89,7385,5648,46,64,22,26,5811,1294,239,153,396,11,2092,189,13,15,49,0,271,274,57,60,185,6,584,175,36,30,6,0,251,403,142,104,54,3,705,513,75,42,105,5,740,486,23,50,43,6,605,60,5,0,0,0,65,1203,707,437,3762,61,6166,337,33,7,28,0,405,320,58,24,17,3,420,665,30,27,50,10,785,883,24,22,17,3,948,985,24,37,15,8,1066,171,59,47,206,4,493,14241,936,859,929,125,17096,442,35,27,199,4584,5283,70130,6367,4878,29254,5675,116304,1608,3114,2618,13350
LGA16900,2131,21183,490,27038,3,19,16,357,0,393,345,20,42,92,14,504,376,87,30,125,14,629,512,146,104,328,13,1107,4997,2565,2022,16589,460,26638,335,10,87,10,7,452,107,24,27,154,0,307,1024,327,215,1531,62,3158,349,98,52,261,12,773,186,42,15,73,6,322,262,24,12,18,5,307,836,451,354,4892,93,6616,1106,355,151,1153,45,2809,62,0,3,0,0,71,99,27,25,57,0,216,1494,200,95,393,36,2211,597,171,76,358,7,1211,221,48,30,30,0,334,184,115,62,47,5,408,294,60,46,127,10,530,76,7,10,41,0,134,48,11,7,7,0,80,1240,636,444,3773,93,6188,304,44,24,45,5,418,100,24,9,6,0,135,790,107,84,243,29,1252,30,5,4,9,0,42,143,5,5,13,0,162,342,73,75,202,5,697,2941,592,424,748,69,4762,171,41,17,390,2998,3617,16822,5387,3931,38141,4186,68460,728,3322,2365,22663
LGA16950,2558,35462,791,42909,5,30,6,705,26,770,419,38,57,222,15,756,241,36,26,61,11,377,671,192,129,355,15,1363,6844,3497,2564,29207,829,42935,339,29,104,28,8,503,165,44,32,235,0,473,999,281,190,2322,61,3851,316,60,30,258,10,670,178,34,18,51,7,292,318,29,4,29,7,389,1195,679,503,9185,199,11763,714,267,104,1056,37,2169,41,8,6,8,0,61,49,18,6,50,4,138,46,0,3,9,4,73,375,89,48,243,12,764,142,59,35,48,0,281,293,172,91,71,11,641,329,76,39,111,5,565,144,27,20,53,11,254,38,12,6,3,0,55,1575,883,629,7070,158,10320,81,5,7,20,3,110,138,28,23,26,4,213,200,18,23,98,0,339,45,5,4,8,0,57,80,15,9,4,6,107,332,81,63,304,7,795,2253,560,376,1021,68,4274,171,54,36,725,6838,7827,15699,6463,4547,64317,8625,99649,592,4003,3075,35559
LGA17000,524,9516,129,10851,0,8,0,80,0,91,92,0,7,19,0,131,11,0,4,5,0,19,136,47,37,84,0,303,868,508,466,7614,145,9590,124,0,26,0,3,160,37,9,8,67,0,119,127,59,41,858,15,1099,14,12,0,31,0,60,15,4,3,15,0,41,52,6,3,9,0,65,222,86,99,2187,24,2618,66,32,12,186,3,300,7,0,6,0,0,18,11,0,0,8,0,23,0,0,0,0,0,0,37,17,8,63,0,120,85,22,15,20,0,133,91,39,40,37,6,216,35,9,14,49,0,106,18,3,5,5,0,40,10,0,0,0,0,10,249,145,127,1804,19,2340,9,0,0,0,0,12,49,3,13,6,0,79,25,3,3,22,0,52,11,0,0,0,0,11,30,0,4,0,0,34,24,11,10,65,0,120,333,82,70,162,7,650,24,13,11,244,1589,1872,2249,1008,894,16965,1868,22990,90,631,592,9960
LGA17040,505,6943,136,8348,0,0,0,30,0,32,111,7,7,46,3,182,35,9,4,6,0,59,185,51,34,73,5,348,1069,626,497,5586,144,7924,40,7,8,3,0,56,50,13,16,36,0,115,345,117,71,549,10,1091,39,11,14,31,0,93,44,7,5,14,0,71,38,3,5,4,3,52,197,155,103,1990,48,2494,181,59,24,180,5,456,29,0,0,0,0,29,53,14,0,34,4,103,18,6,0,3,0,27,24,5,7,17,0,59,24,13,5,10,6,59,92,32,24,17,4,170,86,13,14,28,0,141,46,14,3,26,0,86,0,0,0,0,0,4,288,162,153,1601,39,2233,18,0,8,6,0,32,23,11,3,5,0,46,33,9,0,4,0,44,8,0,0,0,0,9,11,0,0,0,0,11,41,20,7,49,6,123,662,143,89,243,22,1160,39,3,10,179,1737,1970,3184,1242,954,12773,2063,20216,121,759,568,7094
LGA17080,241,5810,167,6551,0,0,0,94,0,97,60,3,3,30,0,103,16,3,0,5,0,22,73,17,17,43,6,147,469,254,204,4527,137,5596,37,0,4,5,0,46,12,4,5,33,0,54,123,37,27,453,16,658,14,4,0,16,0,32,16,6,0,4,0,22,29,0,0,3,0,35,83,65,44,1474,21,1685,24,17,3,95,0,139,5,0,0,0,0,5,3,0,0,7,0,13,4,0,0,0,0,10,10,0,0,10,0,24,44,19,8,0,4,74,58,21,17,9,0,106,24,10,0,10,3,47,4,3,0,4,0,18,8,4,4,8,0,17,140,57,75,1059,20,1355,4,0,0,0,0,9,57,0,3,3,0,62,7,0,0,4,0,11,5,0,0,0,0,5,10,0,0,0,0,10,7,11,0,18,0,41,291,54,39,81,7,466,12,13,3,172,1281,1473,1394,533,406,10473,1590,14398,52,324,269,5531
LGA17100,436,2090,56,3518,3,0,0,9,0,12,7941,80,141,119,56,8334,179,19,9,39,4,249,44,12,6,24,0,90,1189,315,240,1812,60,3608,611,20,24,6,9,665,79,7,9,23,0,121,136,45,32,178,5,390,525,73,44,211,8,868,83,10,11,23,4,127,5082,36,29,11,27,5186,290,136,101,982,22,1531,1093,211,144,506,28,1974,3596,9,46,9,20,3682,1504,307,178,437,34,2468,35,8,0,7,0,43,76,24,8,35,0,143,56,6,10,0,5,78,73,22,17,4,3,113,130,19,14,8,0,175,184,9,12,32,0,235,49,16,4,0,0,71,178,84,61,529,8,860,80,10,12,5,0,104,31,0,12,0,3,45,178,9,9,19,0,215,853,14,4,0,4,880,978,11,21,14,3,1030,12,9,4,18,0,43,6106,239,194,213,65,6823,257,4,12,31,2532,2848,29686,1444,1165,5114,2902,40313,691,581,493,1960
LGA17150,6625,61997,969,79913,7,27,12,304,8,346,6397,192,390,532,67,7585,1003,163,95,399,13,1671,1266,410,227,826,22,2746,13724,8306,5745,55139,951,83872,1313,59,292,41,17,1721,637,154,94,630,17,1536,2058,685,456,4182,70,7454,3832,819,461,2449,51,7605,417,94,42,167,7,737,1825,101,82,84,25,2117,3588,2218,1423,21373,279,28874,3792,1228,582,3983,82,9675,290,4,45,15,0,355,1411,302,163,551,23,2452,1202,203,65,309,12,1797,1007,372,169,782,20,2354,806,223,103,82,17,1236,971,474,348,182,27,1999,953,147,130,335,8,1570,1035,84,66,178,14,1372,188,55,10,6,5,272,3282,1841,1323,14209,210,20867,410,53,20,74,3,564,700,147,127,69,6,1046,941,78,98,183,13,1319,177,28,23,31,0,259,505,10,67,15,0,603,591,218,137,727,12,1686,11349,2037,1805,2695,159,18047,390,91,72,1027,7877,9455,55856,17465,12354,122510,10278,218465,1798,9866,7524,62397
LGA17200,4014,21293,410,31972,19,48,23,480,16,583,34456,383,572,481,279,36168,570,98,50,144,13,878,1179,315,197,442,15,2150,16961,4711,3484,22993,530,48685,2028,46,233,25,24,2354,2356,181,105,376,34,3052,2972,520,402,2475,68,6443,2059,425,177,832,41,3529,579,132,66,133,6,924,4046,98,89,55,18,4302,6141,1621,1134,12428,200,21526,4229,823,339,1741,39,7168,3796,33,66,33,27,3956,930,145,110,281,8,1475,336,38,26,18,6,419,352,132,81,242,6,817,628,52,48,42,16,781,1298,218,160,63,15,1754,1334,170,122,319,19,1960,1770,91,86,154,15,2123,149,32,12,0,5,197,4174,1258,1034,7726,141,14332,583,42,22,40,8,703,609,62,49,23,9,743,2031,58,44,87,21,2246,542,32,27,11,4,617,2599,23,68,32,30,2753,616,130,80,440,5,1271,30520,1636,1456,1739,273,35620,873,42,37,344,25149,26452,112561,10718,8222,49942,26935,208376,1874,6087,5065,22325
LGA17310,946,25903,535,28752,4,13,0,499,12,520,365,20,19,206,12,617,17,15,5,17,0,54,198,68,53,175,3,499,1396,1105,800,20281,528,24113,383,10,28,8,16,438,51,16,15,159,5,253,215,103,67,2165,43,2589,35,10,4,62,0,118,30,6,4,22,0,64,303,8,3,22,5,335,278,251,163,6094,112,6895,91,68,24,475,14,677,168,0,5,0,0,170,32,15,4,47,0,99,3,7,0,3,0,15,61,20,13,81,4,176,92,32,25,35,0,182,104,75,45,66,7,295,49,12,6,55,0,122,39,5,5,17,0,64,3,3,0,0,0,9,395,310,201,4927,88,5926,9,0,0,5,0,15,108,14,17,9,0,150,44,0,6,28,0,83,38,0,0,3,0,42,64,0,4,0,0,69,48,28,18,166,4,260,930,194,138,428,15,1701,52,12,14,665,4006,4755,4790,2153,1544,46092,5088,59662,187,1288,1053,24707
LGA17350,68,2507,42,2749,0,0,3,16,0,24,11,0,0,9,0,29,4,0,0,0,0,5,21,10,5,10,0,40,134,98,68,2209,43,2546,37,0,0,0,3,37,7,0,0,12,0,15,26,10,5,510,9,562,6,5,0,11,0,20,0,0,0,0,0,0,19,0,0,0,0,19,26,23,12,712,3,781,15,12,0,37,0,60,0,0,0,0,0,0,4,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,12,3,3,0,3,0,13,9,6,0,6,0,18,0,0,0,0,0,0,0,0,0,0,0,5,42,19,14,572,11,659,4,0,0,0,0,4,5,3,0,0,0,6,5,0,0,5,0,9,6,0,0,0,0,6,19,0,6,0,0,21,5,8,0,15,0,25,42,14,0,32,3,97,3,0,0,94,288,392,392,182,123,5031,381,6110,16,91,68,2420
LGA17400,75,2341,73,2666,0,0,0,138,0,138,10,4,6,6,0,24,3,4,0,0,0,5,36,9,8,11,0,67,257,156,89,1967,51,2525,20,0,3,0,0,23,14,0,0,12,4,29,49,29,10,399,10,500,3,0,0,3,0,10,4,0,0,0,0,5,10,0,0,0,0,9,47,35,25,777,25,903,48,24,4,82,3,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,8,0,11,10,5,0,5,0,21,12,3,5,5,0,25,11,5,0,0,0,18,6,3,0,3,0,18,0,3,0,0,0,11,65,39,23,553,31,722,5,0,0,0,0,5,0,0,0,0,0,6,4,0,0,3,0,13,3,0,0,0,0,8,3,0,0,0,0,0,14,6,0,20,0,40,86,20,19,58,5,187,5,0,0,92,654,758,593,296,167,4764,806,6624,20,146,115,2193
