LGA_CODE_2021,Per_age_15over_C11_M,Per_age_15over_C11_F,Per_age_15over_C11_P,Per_age_15over_C16_M,Per_age_15over_C16_F,Per_age_15over_C16_P,Per_age_15over_C21_M,Per_age_15over_C21_F,Per_age_15over_C21_P,Lfs_Em_FT_C11_M,Lfs_Em_FT_C11_F,Lfs_Em_FT_C11_P,Lfs_Em_FT_C16_M,Lfs_Em_FT_C16_F,Lfs_Em_FT_C16_P,Lfs_Em_FT_C21_M,Lfs_Em_FT_C21_F,Lfs_Em_FT_C21_P,Lfs_Em_PT_C11_M,Lfs_Em_PT_C11_F,Lfs_Em_PT_C11_P,Lfs_Em_PT_C16_M,Lfs_Em_PT_C16_F,Lfs_Em_PT_C16_P,Lfs_Em_PT_C21_M,Lfs_Em_PT_C21_F,Lfs_Em_PT_C21_P,Lfs_Em_AFWr_C11_M,Lfs_Em_AFWr_C11_F,Lfs_Em_AFWr_C11_P,Lfs_Em_AFWr_C16_M,Lfs_Em_AFWr_C16_F,Lfs_Em_AFWr_C16_P,Lfs_Em_AFWr_C21_M,Lfs_Em_AFWr_C21_F,Lfs_Em_AFWr_C21_P,Lfs_Unem_LFW_C11_M,Lfs_Unem_LFW_C11_F,Lfs_Unem_LFW_C11_P,Lfs_Unem_LFW_C16_M,Lfs_Unem_LFW_C16_F,Lfs_Unem_LFW_C16_P,Lfs_Unem_LFW_C21_M,Lfs_Unem_LFW_C21_F,Lfs_Unem_LFW_C21_P,Lfs_Tot_LForc_C11_M,Lfs_Tot_LForc_C11_F,Lfs_Tot_LForc_C11_P,Lfs_Tot_LForc_C16_M,Lfs_Tot_LForc_C16_F,Lfs_Tot_LForc_C16_P,Lfs_Tot_LForc_C21_M,Lfs_Tot_LForc_C21_F,Lfs_Tot_LForc_C21_P,N_LForc_C11_M,N_LForc_C11_F,N_LForc_C11_P,N_LForc_C16_M,N_LForc_C16_F,N_LForc_C16_P,N_LForc_C21_M,N_LForc_C21_F,N_LForc_C21_P,Pcnt_Unemp_C11_M,Pcnt_Unemp_C11_F,Pcnt_Unemp_C11_P,Pcnt_Unemp_C16_M,Pcnt_Unemp_C16_F,Pcnt_Unemp_C16_P,Pcnt_Unemp_C21_M,Pcnt_Unemp_C21_F,Pcnt_Unemp_C21_P,Pcnt_LForc_prt_C11_M,Pcnt_LForc_prt_C11_F,Pcnt_LForc_prt_C11_P,Pcnt_LForc_prt_C16_M,Pcnt_LForc_prt_C16_F,Pcnt_LForc_prt_C16_P,Pcnt_LForc_prt_C21_M,Pcnt_LForc_prt_C21_F,Pcnt_LForc_prt_C21_P,Pcnt_Emp_to_pop_C11_M,Pcnt_Emp_to_pop_C11_F,Pcnt_Emp_to_pop_C11_P,Pcnt_Emp_to_pop_C16_M,Pcnt_Emp_to_pop_C16_F,Pcnt_Emp_to_pop_C16_P,Pcnt_Emp_to_pop_C21_M,Pcnt_Emp_to_pop_C21_F,Pcnt_Emp_to_pop_C21_P,H_no_sc_qu_Po_De_C11_M,H_no_sc_qu_Po_De_C11_F,H_no_sc_qu_Po_De_C11_P,H_no_sc_qu_Po_De_C16_M,H_no_sc_qu_Po_De_C16_F,H_no_sc_qu_Po_De_C16_P,H_no_sc_qu_Po_De_C21_M,H_no_sc_qu_Po_De_C21_F,H_no_sc_qu_Po_De_C21_P,H_n_s_q_Gr_D_G_Ce_C11_M,H_n_s_q_Gr_D_G_Ce_C11_F,H_n_s_q_Gr_D_G_Ce_C11_P,H_n_s_q_Gr_D_G_Ce_C16_M,H_n_s_q_Gr_D_G_Ce_C16_F,H_n_s_q_Gr_D_G_Ce_C16_P,H_n_s_q_Gr_D_G_Ce_C21_M,H_n_s_q_Gr_D_G_Ce_C21_F,H_n_s_q_Gr_D_G_Ce_C21_P,H_n_s_q_BD_C11_M,H_n_s_q_BD_C11_F,H_n_s_q_BD_C11_P,H_n_s_q_BD_C16_M,H_n_s_q_BD_C16_F,H_n_s_q_BD_C16_P,H_n_s_q_BD_C21_M,H_n_s_q_BD_C21_F,H_n_s_q_BD_C21_P,H_n_s_q_AdDip_DL_C11_M,H_n_s_q_AdDip_DL_C11_F,H_n_s_q_AdDip_DL_C11_P,H_n_s_q_AdDip_DL_C16_M,H_n_s_q_AdDip_DL_C16_F,H_n_s_q_AdDip_DL_C16_P,H_n_s_q_AdDip_DL_C21_M,H_n_s_q_AdDip_DL_C21_F,H_n_s_q_AdDip_DL_C21_P,H_n_s_q_Cert_III_IV_C11_M,H_n_s_q_Cert_III_IV_C11_F,H_n_s_q_Cert_III_IV_C11_P,H_n_s_q_Cert_III_IV_C16_M,H_n_s_q_Cert_III_IV_C16_F,H_n_s_q_Cert_III_IV_C16_P,H_n_s_q_Cert_III_IV_C21_M,H_n_s_q_Cert_III_IV_C21_F,H_n_s_q_Cert_III_IV_C21_P,H_n_s_q_Cert_I_II_C11_M,H_n_s_q_Cert_I_II_C11_F,H_n_s_q_Cert_I_II_C11_P,H_n_s_q_Cert_I_II_C16_M,H_n_s_q_Cert_I_II_C16_F,H_n_s_q_Cert_I_II_C16_P,H_n_s_q_Cert_I_II_C21_M,H_n_s_q_Cert_I_II_C21_F,H_n_s_q_Cert_I_II_C21_P,H_n_s_q_Cert_Lev_nfd_C11_M,H_n_s_q_Cert_Lev_nfd_C11_F,H_n_s_q_Cert_Lev_nfd_C11_P,H_n_s_q_Cert_Lev_nfd_C16_M,H_n_s_q_Cert_Lev_nfd_C16_F,H_n_s_q_Cert_Lev_nfd_C16_P,H_n_s_q_Cert_Lev_nfd_C21_M,H_n_s_q_Cert_Lev_nfd_C21_F,H_n_s_q_Cert_Lev_nfd_C21_P,H_n_s_q_Cert_Lev_Tot_C11_M,H_n_s_q_Cert_Lev_Tot_C11_F,H_n_s_q_Cert_Lev_Tot_C11_P,H_n_s_q_Cert_Lev_Tot_C16_M,H_n_s_q_Cert_Lev_Tot_C16_F,H_n_s_q_Cert_Lev_Tot_C16_P,H_n_s_q_Cert_Lev_Tot_C21_M,H_n_s_q_Cert_Lev_Tot_C21_F,H_n_s_q_Cert_Lev_Tot_C21_P,Mi_Liv_SA_1yr_ag_C11_M,Mi_Liv_SA_1yr_ag_C11_F,Mi_Liv_SA_1yr_ag_C11_P,Mi_Liv_SA_1yr_ag_C16_M,Mi_Liv_SA_1yr_ag_C16_F,Mi_Liv_SA_1yr_ag_C16_P,Mi_Liv_SA_1yr_ag_C21_M,Mi_Liv_SA_1yr_ag_C21_F,Mi_Liv_SA_1yr_ag_C21_P,Mi_Liv_DA_1yr_ag_C11_M,Mi_Liv_DA_1yr_ag_C11_F,Mi_Liv_DA_1yr_ag_C11_P,Mi_Liv_DA_1yr_ag_C16_M,Mi_Liv_DA_1yr_ag_C16_F,Mi_Liv_DA_1yr_ag_C16_P,Mi_Liv_DA_1yr_ag_C21_M,Mi_Liv_DA_1yr_ag_C21_F,Mi_Liv_DA_1yr_ag_C21_P,Mi_Liv_SA_5yrs_ag_C11_M,Mi_Liv_SA_5yrs_ag_C11_F,Mi_Liv_SA_5yrs_ag_C11_P,Mi_Liv_SA_5yrs_ag_C16_M,Mi_Liv_SA_5yrs_ag_C16_F,Mi_Liv_SA_5yrs_ag_C16_P,Mi_Liv_SA_5yrs_ag_C21_M,Mi_Liv_SA_5yrs_ag_C21_F,Mi_Liv_SA_5yrs_ag_C21_P,Mi_Liv_DA_5yrs_ag_C11_M,Mi_Liv_DA_5yrs_ag_C11_F,Mi_Liv_DA_5yrs_ag_C11_P,Mi_Liv_DA_5yrs_ag_C16_M,Mi_Liv_DA_5yrs_ag_C16_F,Mi_Liv_DA_5yrs_ag_C16_P,Mi_Liv_DA_5yrs_ag_C21_M,Mi_Liv_DA_5yrs_ag_C21_F,Mi_Liv_DA_5yrs_ag_C21_P
LGA14650,74296,79535,153830,77727,83538,161262,84390,90692,175079,33584,16796,50372,32715,17524,50243,34823,20259,55083,7815,19999,27817,8983,21496,30479,11087,23884,34971,2666,2732,5402,2076,2469,4543,3160,4198,7361,2554,2104,4657,3610,2688,6298,2656,1999,4662,46618,41630,88254,47381,44182,91557,51731,50336,102070,24573,34702,59277,26697,35370,62063,29042,36529,65574,5.5,5.1,5.3,7.6,6.1,6.9,5.1,4,4.6,62.7,52.3,57.4,61,52.9,56.8,61.3,55.5,58.3,59.3,49.7,54.3,56.3,49.7,52.9,58.1,53.3,55.6,1750,1468,3218,2233,2241,4477,3154,3508,6663,695,1202,1902,872,1601,2476,1097,2315,3412,6212,8700,14912,7304,10931,18235,9257,14008,23269,5064,6990,12056,5956,8533,14490,6846,10031,16882,22805,8643,31448,24256,10611,34867,26234,13446,39671,644,1480,2128,647,1479,2128,854,1619,2472,955,2147,3105,1487,2852,4346,1514,2817,4330,24405,12274,36677,26400,14938,41335,28596,17882,46482,77197,80997,158189,77300,81243,158543,86011,90033,176041,10861,11570,22434,11721,12535,24254,12795,13876,26675,54849,57315,112160,54397,56690,111087,58731,60889,119615,27937,30109,58044,31204,33698,64909,34878,37974,72852
LGA14700,12151,13383,25539,14294,15078,29374,15599,16661,32254,6810,4589,11394,7814,5479,13289,8173,6372,14550,1498,3149,4648,1790,3413,5206,2202,3407,5602,339,454,789,306,491,795,709,970,1681,344,300,643,442,441,883,425,382,814,8989,8492,17476,10348,9830,20175,11516,11132,22651,2697,4360,7051,3234,4551,7782,3531,4860,8392,3.8,3.5,3.7,4.3,4.5,4.4,3.7,3.5,3.6,73.9,63.4,68.4,72.4,65.2,68.7,73.8,66.8,70.2,71.1,61.2,65.9,69.3,62.3,65.7,71.1,64.5,67.7,1653,1392,3042,2257,2096,4356,2894,2834,5726,317,492,807,381,604,982,477,736,1209,3684,4078,7763,4423,4994,9413,5302,6041,11341,1030,1567,2592,1157,1593,2750,1249,1664,2912,1139,587,1722,1178,618,1793,1206,678,1885,66,121,186,55,99,157,71,118,190,158,290,454,180,345,524,205,340,549,1361,1002,2364,1422,1058,2475,1484,1134,2620,12109,13023,25136,12951,13530,26481,14991,15663,30650,2376,2516,4893,3356,3368,6729,3439,3457,6898,7552,8261,15816,7700,8330,16031,8711,9262,17971,5998,6312,12311,7943,7927,15867,8777,8938,17712
LGA14750,4098,4329,8428,4389,4479,8868,4431,4608,9041,2038,1017,3053,2045,1071,3117,2136,1187,3321,350,935,1285,373,919,1294,415,1062,1475,161,156,315,162,135,301,127,145,276,102,106,207,134,129,261,105,100,202,2652,2210,4864,2707,2258,4964,2784,2494,5274,1187,1829,3020,1263,1802,3065,1249,1721,2965,3.9,4.7,4.3,4.9,5.7,5.3,3.7,4,3.8,64.8,51,57.7,61.7,50.4,56,62.8,54.1,58.4,62.3,48.6,55.3,58.7,47.5,53.1,60.4,52,56.1,35,33,71,47,51,96,62,65,131,22,51,70,28,50,78,35,69,99,224,351,572,244,421,665,268,475,745,147,220,358,175,307,482,183,332,514,999,449,1448,1116,503,1624,1191,663,1851,36,78,117,37,92,136,44,88,133,49,93,139,48,141,187,58,103,162,1082,620,1707,1200,745,1944,1285,855,2141,4351,4398,8755,4238,4258,8497,4383,4502,8884,717,789,1504,663,716,1379,696,738,1437,3004,3004,6012,2987,2927,5915,2900,2866,5766,1754,1846,3601,1654,1768,3422,1890,2111,3998
LGA14850,16559,17795,34351,17008,18420,35429,17838,18917,36751,6404,3981,10382,6008,3894,9902,6398,4244,10636,2492,4542,7031,2614,4720,7337,3026,5091,8115,516,570,1081,420,518,936,567,730,1291,930,731,1657,881,653,1529,631,456,1087,10339,9812,20154,9927,9777,19705,10615,10521,21135,5446,7319,12758,5660,7160,12822,5879,7002,12878,9,7.4,8.2,8.9,6.6,7.8,5.9,4.3,5.1,62.4,55.2,58.7,58.3,53.1,55.6,59.5,55.6,57.5,56.8,51.1,53.8,53.2,49.6,51.3,56,53.2,54.6,393,343,733,460,521,980,684,800,1484,199,434,637,232,487,722,284,640,922,1637,2395,4037,1752,2770,4519,2059,3206,5266,966,1578,2544,1071,1816,2885,1231,2030,3263,4160,2050,6212,4345,2394,6740,4457,2700,7153,220,426,640,233,369,605,211,355,564,195,440,640,309,581,893,280,532,812,4576,2910,7493,4893,3348,8241,4950,3585,8534,16754,17591,34342,15988,16963,32949,17073,17677,34748,2955,3251,6204,2685,2862,5552,2782,2977,5761,11216,11717,22932,11242,11802,23042,11484,11819,23306,7314,7947,15258,6763,7399,14163,7459,8009,15467
LGA14870,8298,8087,16386,8855,8644,17494,8777,8650,17426,3400,1551,4953,3085,1544,4627,3058,1661,4718,701,1854,2557,792,1886,2678,900,1932,2829,301,259,557,234,263,496,351,404,753,363,255,620,385,264,653,298,189,483,4761,3923,8680,4499,3958,8454,4603,4189,8790,3065,3740,6802,3513,3841,7359,3511,3881,7389,7.7,6.6,7.2,8.6,6.7,7.7,6.4,4.5,5.5,57.4,48.5,53,50.8,45.8,48.3,52.4,48.4,50.4,53,45.3,49.2,46.4,42.7,44.6,49.1,46.2,47.7,74,72,152,108,123,227,164,206,365,49,113,160,65,125,186,78,185,265,371,549,923,399,711,1108,522,870,1389,358,506,871,455,695,1146,520,799,1314,2407,879,3282,2548,1061,3604,2642,1284,3923,73,180,253,95,201,291,109,201,311,105,185,290,143,256,395,124,219,343,2586,1238,3825,2779,1514,4294,2879,1693,4573,8272,8225,16500,7930,7955,15886,8222,8272,16494,1031,1062,2092,1050,1151,2205,1086,1167,2255,5918,5835,11754,5820,5668,11491,5909,5927,11832,2798,2907,5703,2789,3051,5834,2968,3098,6068
LGA14900,67718,70181,137898,77641,80392,158027,89578,92294,181869,32517,18288,50807,35219,20545,55766,28631,21073,49704,6292,12402,18696,8568,14988,23558,10057,14801,24858,2691,2376,5068,2319,2271,4587,8939,6457,15394,2989,2628,5621,3572,3193,6764,3545,2813,6361,44497,35696,80192,49674,40999,90672,51175,45142,96313,18661,30004,48664,22346,33886,56232,32331,41208,73540,6.7,7.4,7,7.2,7.8,7.5,6.9,6.2,6.6,65.7,50.9,58.2,64,51,57.4,57.1,48.9,53,61.3,47.1,54.1,59.4,47,53.1,53.2,45.9,49.5,1462,1390,2850,2366,2586,4955,3994,4365,8360,353,551,899,490,813,1304,695,1350,2044,5932,7622,13553,7962,10668,18630,11427,14754,26180,4707,5997,10709,6097,8071,14168,7378,9862,17243,13873,5865,19740,14948,7075,22026,15740,8442,24180,581,1309,1892,604,1215,1823,644,1305,1946,764,1453,2222,1275,1965,3242,1314,2172,3489,15223,8633,23853,16828,10257,27089,17696,11920,29620,72942,74308,147253,79695,81482,161173,94658,95876,190530,10011,10327,20341,11693,11844,23541,12854,13147,26007,50245,51082,101326,53086,54261,107348,62250,63312,125559,26524,27476,54003,33185,34201,67384,38192,39219,77413
LGA14920,3021,3002,6023,3107,3141,6246,3078,3138,6222,1327,601,1926,1258,615,1874,1224,659,1887,293,646,933,281,660,942,284,664,947,128,94,220,104,97,199,102,106,211,117,82,202,126,115,240,102,91,189,1857,1425,3281,1771,1492,3256,1713,1523,3236,1011,1442,2452,1065,1352,2410,992,1243,2234,6.3,5.9,6.1,7.1,7.8,7.4,5.8,6,5.9,61.5,47.4,54.5,57,47.4,52.1,55.6,48.5,52,57.7,44.6,51.2,52.9,43.7,48.3,52.4,45.6,49,19,8,27,24,30,51,36,44,83,10,35,47,8,37,45,7,34,48,116,221,337,124,267,386,135,305,449,137,178,325,146,250,394,121,252,371,650,348,1003,724,358,1080,759,433,1187,36,59,103,35,72,107,38,78,109,42,62,102,49,90,139,56,80,135,734,475,1204,810,525,1330,850,586,1438,3100,3011,6110,3001,2927,5929,2850,2810,5653,443,487,927,453,448,902,452,467,919,2237,2114,4355,2185,2094,4282,2060,2017,4079,1113,1191,2306,1059,1113,2170,1068,1101,2173
LGA14950,1203,1160,2362,1250,1227,2480,1304,1327,2636,604,238,840,565,248,811,601,299,904,103,300,401,104,301,406,104,317,417,41,45,93,25,46,70,43,49,90,30,25,62,35,24,54,23,26,43,779,610,1387,733,619,1349,767,684,1452,375,502,873,417,499,922,423,537,965,4.1,4.4,4.2,4.6,3.6,4.2,2.5,3.3,2.9,64.7,52.5,58.7,58.6,50,54.3,58.9,51.7,55.3,62,50.2,56.2,55.8,48.2,52.1,57.5,50,53.7,8,9,23,14,19,32,14,24,36,6,23,23,3,23,32,6,32,40,48,129,172,51,128,186,53,163,218,59,89,149,66,111,178,79,135,209,325,143,473,355,153,501,372,183,559,10,20,36,12,28,43,22,37,57,22,24,41,22,40,58,30,33,62,353,193,546,390,212,605,426,251,675,1337,1286,2616,1268,1274,2536,1353,1355,2709,125,130,252,118,132,253,146,169,312,1003,928,1938,963,905,1871,975,1016,1991,363,382,745,351,404,759,433,432,865
LGA15050,25387,27264,52651,29018,31382,60397,34033,36923,70959,13425,6318,19744,13976,7467,21441,16265,9613,25878,2580,6987,9567,3311,8152,11460,4419,9851,14271,931,947,1875,791,994,1784,1295,1836,3131,817,820,1638,1400,1338,2738,1133,982,2118,17754,15075,32824,19481,17948,37425,23114,22283,45403,6410,11036,17448,7978,11875,19854,9460,13188,22645,4.6,5.5,5,7.2,7.5,7.3,4.9,4.4,4.7,69.9,55.3,62.3,67.1,57.2,62,67.9,60.4,64,66.7,52.3,59.2,62.3,52.9,57.4,64.6,57.7,61,421,388,813,594,667,1258,888,1105,1991,191,392,589,250,534,783,349,832,1183,1744,2697,4438,2081,3569,5651,2857,4918,7774,1599,2279,3869,2094,3137,5225,2676,4008,6688,7778,3315,11098,9182,4707,13888,10811,6688,17493,253,652,907,287,690,979,381,734,1109,331,654,981,435,899,1335,507,929,1437,8359,4628,12982,9898,6297,16197,11700,8349,20041,26632,27967,54598,29230,30461,59697,34851,36714,71568,4548,4815,9365,5338,5836,11181,6586,7201,13787,17747,18578,36327,18628,19166,37794,21366,22212,43576,11156,12006,23162,14107,15566,29668,17477,19222,36695
LGA15240,34341,36755,71091,36917,39458,76372,39941,42566,82510,10471,5556,16028,9942,5667,15611,10733,6643,17379,3829,7511,11345,4237,8060,12299,4913,8986,13894,1056,1004,2058,1077,1041,2127,1314,1435,2750,1587,1195,2779,1686,1288,2977,1294,933,2231,16949,15263,32212,16944,16063,33008,18252,17993,36246,15403,19591,34996,17264,20552,37811,18707,21424,40128,9.4,7.8,8.6,9.9,8,9,7.1,5.2,6.1,49.4,41.5,45.3,45.9,40.7,43.2,45.7,42.3,43.9,44.7,38.3,41.4,41.3,37.4,39.3,42.5,40.1,41.2,414,323,733,566,511,1077,833,936,1773,261,449,712,305,598,911,393,766,1164,1872,2690,4569,2195,3354,5551,2799,4406,7201,1819,2927,4744,2187,3829,6017,2582,4357,6937,9807,3966,13780,10709,4828,15542,11785,6157,17943,372,796,1174,416,820,1238,444,890,1331,468,996,1463,795,1474,2275,741,1304,2041,10649,5766,16414,11928,7129,19053,12974,8340,21313,33698,35274,68973,33994,35566,69555,36852,38656,75504,5749,6231,11976,6006,6390,12395,6105,6562,12668,23494,24315,47809,23078,23920,46998,24715,25629,50344,13643,15008,28649,15282,16591,31870,16498,17845,34343
LGA15270,8891,8901,17793,9550,9627,19177,10305,10293,20595,3995,1771,5767,4024,1819,5841,4533,2260,6792,873,2145,3021,953,2331,3284,1101,2696,3794,313,267,584,280,288,563,379,464,841,308,258,563,376,303,681,248,216,470,5490,4439,9931,5634,4743,10369,6261,5640,11895,2786,3986,6772,2925,3926,6848,3216,3882,7096,5.6,5.7,5.7,6.7,6.4,6.6,4,3.9,4,61.7,49.9,55.8,59,49.2,54.1,60.7,54.8,57.8,58.3,47,52.6,55,46.1,50.5,58.3,52.6,55.5,89,96,186,102,160,264,174,289,464,63,137,197,68,144,216,67,195,263,503,851,1354,598,1011,1614,748,1284,2024,401,694,1095,465,840,1305,575,1019,1595,2562,981,3536,2881,1244,4119,3366,1694,5060,91,177,264,111,208,319,121,209,325,89,219,305,167,283,451,165,312,476,2745,1367,4108,3162,1728,4894,3651,2208,5862,8703,8654,17357,8930,8830,17758,9989,9836,19833,1736,1783,3517,1631,1656,3290,1737,1791,3531,5994,5847,11840,5813,5621,11431,6387,6096,12493,3757,3930,7683,4112,4226,8342,4700,4911,9609
LGA15300,5211,5071,10285,5172,5103,10274,5018,5109,10132,2652,1348,4003,2435,1340,3766,2159,1356,3510,383,1032,1413,377,1007,1386,392,958,1353,213,182,396,171,198,368,148,188,334,229,141,375,214,164,379,115,92,209,3476,2707,6182,3195,2700,5897,2812,2594,5408,1223,1909,3127,1315,1774,3092,1117,1437,2556,6.6,5.2,6,6.7,6.1,6.4,4.1,3.5,3.8,66.7,53.4,60.1,61.8,53,57.4,56,50.8,53.4,62.3,50.6,56.5,57.7,49.8,53.8,53.7,49,51.3,33,48,79,48,64,112,54,78,129,26,55,80,26,81,106,26,97,122,278,489,766,292,532,824,317,598,914,219,372,595,227,430,659,242,423,661,1103,492,1598,1105,529,1635,984,557,1543,33,101,138,39,87,136,41,88,129,43,100,143,61,119,179,34,93,125,1184,692,1876,1211,735,1948,1061,741,1798,5216,5012,10225,4886,4773,9663,4161,4177,8337,907,944,1850,743,811,1548,726,733,1461,3582,3404,6994,3515,3312,6829,3006,2949,5953,2019,2061,4080,1736,1859,3603,1560,1702,3264
LGA15350,10250,12182,22434,10612,12851,23463,10707,13010,23719,5388,3559,8946,5438,3862,9302,5039,3964,9002,1338,2492,3830,1447,2678,4124,1560,2457,4017,319,390,707,245,334,581,476,662,1132,238,275,512,267,296,572,236,286,522,7286,6715,13999,7396,7175,14572,7307,7368,14676,2170,4613,6783,2430,4767,7192,3027,5192,8220,3.2,4.1,3.7,3.7,4.2,3.9,3.2,3.9,3.6,71.1,55.1,62.4,69.7,55.8,62.1,68.2,56.6,61.9,68.8,52.8,60.1,67.1,53.5,59.7,66,54.4,59.7,1385,1225,2614,1692,1624,3316,1917,1902,3823,220,421,645,250,470,723,307,522,832,3327,3601,6925,3491,3927,7417,3812,4475,8289,900,1530,2423,849,1464,2313,810,1508,2323,676,391,1063,679,389,1074,698,407,1103,45,82,122,29,92,119,34,71,107,99,259,358,134,300,442,137,305,445,816,731,1548,847,787,1629,868,779,1650,9531,11031,20567,9788,11332,21124,10322,12144,22465,2219,2523,4739,2050,2483,4529,2145,2508,4656,5562,6681,12241,5850,6923,12773,6626,7860,14484,5496,6178,11678,5673,6601,12274,5322,6270,11597
LGA15520,4558,4479,9043,4790,4891,9685,5296,5384,10681,2064,944,3010,2046,1030,3074,2160,1097,3253,398,1043,1447,443,1139,1583,581,1370,1953,172,191,359,162,174,332,189,257,448,119,97,213,117,83,193,102,86,181,2753,2279,5026,2768,2425,5192,3027,2806,5834,1523,1975,3501,1628,2047,3678,1817,2160,3970,4.3,4.3,4.3,4.1,3.5,3.8,3.4,3,3.2,60.4,50.8,55.6,57.7,49.6,53.6,57.2,52.1,54.6,57.8,48.6,53.3,55.4,47.8,51.6,55.2,50.6,52.9,28,27,58,47,54,103,67,92,155,25,71,90,16,92,109,41,134,172,210,416,627,262,503,764,339,657,998,201,306,502,269,441,708,329,506,828,1095,450,1545,1256,501,1761,1461,671,2125,25,65,92,29,75,103,36,65,98,41,68,112,76,93,170,72,88,156,1166,588,1749,1358,671,2034,1567,822,2382,4513,4385,8894,4472,4462,8932,4934,5007,9940,655,724,1379,755,830,1587,832,838,1669,3180,3023,6200,3114,3056,6171,3279,3285,6564,1734,1850,3579,1865,2012,3873,2193,2324,4518
LGA15560,1558,1398,2956,1587,1466,3045,1442,1345,2785,819,353,1169,761,348,1109,739,352,1089,122,321,444,132,351,485,102,345,451,81,73,152,67,61,128,58,49,108,41,23,63,53,30,78,26,19,49,1064,773,1834,1010,786,1796,930,772,1698,389,544,929,397,530,928,367,440,805,3.7,3.1,3.4,4.9,3.8,4.4,3.2,2.9,3.1,68.2,55.3,62.1,63.7,53.8,58.9,64.4,57.3,61,65.7,53.5,60,60.6,51.7,56.3,62.3,55.6,59.1,5,10,18,7,17,26,15,24,40,4,12,19,5,22,26,4,32,39,71,124,190,81,149,230,79,142,226,70,86,155,72,116,188,67,120,184,318,126,440,362,155,513,347,149,494,13,27,37,5,22,29,11,37,48,11,30,38,26,44,67,19,29,48,342,184,525,392,216,608,374,217,587,1613,1414,3031,1556,1394,2949,1352,1235,2591,251,226,475,189,170,365,192,182,379,1243,1073,2316,1128,991,2117,1002,896,1897,489,461,950,538,506,1054,460,452,914
LGA15650,6327,5862,12191,6362,6100,12459,6568,6324,12894,3478,1471,4949,2953,1387,4345,3047,1630,4676,511,1434,1944,568,1390,1955,638,1522,2161,281,225,506,224,207,434,248,269,517,182,193,376,332,272,602,220,181,397,4450,3321,7776,4078,3252,7331,4158,3593,7751,1467,2179,3642,1844,2428,4269,1947,2328,4276,4.1,5.9,4.8,8.1,8.3,8.2,5.3,4.9,5.1,70.4,56.7,63.8,64.1,53.4,58.9,63.3,56.8,60.1,67.5,53.4,60.7,58.9,48.9,54,59.9,54,57,52,43,95,75,61,137,81,90,175,35,65,102,31,69,95,41,88,127,285,444,727,274,479,747,259,564,827,285,372,655,312,448,756,340,528,871,1901,721,2626,1910,928,2836,2097,1161,3264,60,118,180,71,148,217,75,141,214,53,139,191,69,164,239,89,155,242,2017,978,2995,2050,1243,3286,2264,1456,3714,5896,5721,11615,6036,5856,11896,6246,6126,12369,1377,1365,2743,1130,1240,2373,1209,1220,2426,3813,3626,7441,3773,3566,7332,3958,3822,7782,2905,2937,5846,2967,3133,6103,3042,3116,6160
LGA15700,7407,7920,15330,7808,8235,16041,8320,8873,17188,1993,1141,3126,1958,1169,3131,2069,1354,3429,904,1594,2493,996,1675,2670,1154,1953,3108,205,205,405,225,211,435,268,281,553,415,309,725,374,276,643,309,202,519,3511,3240,6746,3550,3327,6877,3808,3799,7602,3527,4293,7819,3593,4238,7825,3849,4399,8244,11.9,9.5,10.7,10.5,8.2,9.4,8.2,5.4,6.8,47.4,40.9,44,45.4,40.4,42.9,45.8,42.8,44.2,41.7,37,39.3,40.7,37.1,38.8,42,40.5,41.2,76,82,161,95,114,208,147,197,342,61,100,156,69,137,210,80,202,284,449,617,1065,507,751,1259,621,973,1590,329,625,956,402,781,1188,471,904,1374,2036,966,3008,2195,1072,3273,2357,1340,3694,57,177,235,95,179,269,106,220,322,73,217,286,155,301,456,117,251,366,2164,1365,3528,2440,1553,3998,2578,1804,4385,7461,7836,15296,7323,7531,14849,7899,8271,16168,1152,1276,2424,1148,1258,2405,1075,1199,2273,5215,5366,10578,5167,5322,10496,5315,5496,10809,2915,3237,6151,2923,3144,6064,3245,3539,6784
LGA15750,5010,5047,10054,5152,5138,10292,5095,5067,10166,2604,1268,3874,2418,1231,3641,2443,1377,3825,400,1149,1549,479,1164,1646,484,1105,1591,230,188,414,184,179,367,168,197,364,171,168,338,199,155,362,132,109,245,3403,2770,6171,3284,2732,6011,3228,2796,6022,1294,2006,3304,1309,1815,3123,1280,1735,3015,5.1,6,5.5,6.1,5.8,6,4.1,3.9,4,68,54.9,61.4,63.6,53.2,58.4,63.3,55.2,59.3,64.5,51.6,58.1,59.8,50.1,54.9,60.7,53,56.9,58,41,106,72,57,124,87,85,172,24,76,95,32,69,100,31,79,106,237,432,670,278,517,794,280,552,827,176,333,505,204,395,598,223,408,629,1116,537,1650,1188,617,1807,1205,774,1980,41,105,145,45,96,135,47,94,141,61,106,165,64,136,199,71,119,190,1215,744,1957,1304,852,2150,1319,982,2303,5153,5161,10313,4974,4917,9895,4869,4778,9651,873,841,1722,671,723,1395,689,752,1446,3580,3552,7134,3604,3491,7092,3491,3430,6926,1979,2026,4003,1727,1810,3535,1738,1801,3536
