LGA_CODE_2021,C16_OD_H_f_a_s_o_NPUR_5,C16_OD_H_f_a_s_o_NPUR_6mor,C16_OD_H_f_a_s_o_Tot,C16_OD_Tot_NPUR_1,C16_OD_Tot_NPUR_2,C16_OD_Tot_NPUR_3,C16_OD_Tot_NPUR_4,C16_OD_Tot_NPUR_5,C16_OD_Tot_NPUR_6mor,C16_OD_Tot_Tot,C16_DS_ns_NPUR_1,C16_DS_ns_NPUR_2,C16_DS_ns_NPUR_3,C16_DS_ns_NPUR_4,C16_DS_ns_NPUR_5,C16_DS_ns_NPUR_6more,C16_Dwg_st_NS_Tot,C16_Tot_NPUR_1,C16_Tot_NPUR_2,C16_Tot_NPUR_3,C16_Tot_NPUR_4,C16_Tot_NPUR_5,C16_Tot_NPUR_6more,C16_Tot_Tot,C21_Se_h_NPUR_1,C21_Se_h_NPUR_2,C21_Se_h_NPUR_3,C21_Se_h_NPUR_4,C21_Se_h_NPUR_5,C21_Se_h_NPUR_6more,C21_Se_h_Tot,C21_SDRTHT1S_NPUR_1,C21_SDRTHT1S_NPUR_2,C21_SDRTHT1S_NPUR_3,C21_SDRTHT1S_NPUR_4,C21_SDRTHT1S_NPUR_5,C21_SDRTHT1S_NPUR_6mor,C21_SDRTHT1S_Tot,C21_SDRTHT2S_NPUR_1,C21_SDRTHT2S_NPUR_2,C21_SDRTHT2S_NPUR_3,C21_SDRTHT2S_NPUR_4,C21_SDRTHT2S_NPUR_5,C21_SDRTHT2S_NPUR_6mor,C21_SDRTHT2S_Tot,C21_SDRTHT_Tot_NPUR_1,C21_SDRTHT_Tot_NPUR_2,C21_SDRTHT_Tot_NPUR_3,C21_SDRTHT_Tot_NPUR_4,C21_SDRTHT_Tot_NPUR_5,C21_SDRTHT_Tot_NPUR_6mor,C21_SDRTHT_Tot_Tot,C21_F_a_1_2SB_NPUR_1,C21_F_a_1_2SB_NPUR_2,C21_F_a_1_2SB_NPUR_3,C21_F_a_1_2SB_NPUR_4,C21_F_a_1_2SB_NPUR_5,C21_F_a_1_2SB_NPUR_6mor,C21_F_a_1_2SB_Tot,C21_F_a_I_a_3SB_NPUR_1,C21_F_a_I_a_3SB_NPUR_2,C21_F_a_I_a_3SB_NPUR_3,C21_F_a_I_a_3SB_NPUR_4,C21_F_a_I_a_3SB_NPUR_5,C21_F_a_I_a_3SB_NPUR_6mor,C21_F_a_In_a_3_st_b_Tot,C21_F_a_4_8SB_NPUR_1,C21_F_a_4_8SB_NPUR_2,C21_F_a_4_8SB_NPUR_3,C21_F_a_4_8SB_NPUR_4,C21_F_a_4_8SB_NPUR_5,C21_F_a_4_8SB_NPUR_6mor,C21_F_a_4_8SB_Tot,C21_F_a_9mor_s_b_NPUR_1,C21_F_a_9mor_s_b_NPUR_2,C21_F_a_9mor_s_b_NPUR_3,C21_F_a_9mor_s_b_NPUR_4,C21_F_a_9mor_s_b_NPUR_5,C21_F_a_9m_s_b_NPUR_6mor,C21_F_a_9mor_st_bl_Tot,C21_F_a_AH_NPUR_1,C21_F_a_AH_NPUR_2,C21_F_a_AH_NPUR_3,C21_F_a_AH_NPUR_4,C21_F_a_AH_NPUR_5,C21_F_a_AH_NPUR_6mor,C21_F_a_AH_Tot,C21_F_a_Tot_NPUR_1,C21_F_a_Tot_NPUR_2,C21_F_a_Tot_NPUR_3,C21_F_a_Tot_NPUR_4,C21_F_a_Tot_NPUR_5,C21_F_a_Tot_NPUR_6mor,C21_F_a_Tot_Tot,C21_OD_CCH_NPUR_1,C21_OD_CCH_NPUR_2,C21_OD_CCH_NPUR_3,C21_OD_CCH_NPUR_4,C21_OD_CCH_NPUR_5,C21_OD_CCH_NPUR_6mor,C21_OD_CCH_Tot,C21_OD_IHTSO_NPUR_1,C21_OD_IHTSO_NPUR_2,C21_OD_IHTSO_NPUR_3,C21_OD_IHTSO_NPUR_4,C21_OD_IHTSO_NPUR_5,C21_OD_IHTSO_NPUR_6mor,C21_OD_IHTSO_Tot,C21_OD_H_f_a_s_o_NPUR_1,C21_OD_H_f_a_s_o_NPUR_2,C21_OD_H_f_a_s_o_NPUR_3,C21_OD_H_f_a_s_o_NPUR_4,C21_OD_H_f_a_s_o_NPUR_5,C21_OD_H_f_a_s_o_NPUR_6mor,C21_OD_H_f_a_s_o_Tot,C21_OD_Tot_NPUR_1,C21_OD_Tot_NPUR_2,C21_OD_Tot_NPUR_3,C21_OD_Tot_NPUR_4,C21_OD_Tot_NPUR_5,C21_OD_Tot_NPUR_6mor,C21_OD_Tot_Tot,C21_DS_ns_NPUR_1,C21_DS_ns_NPUR_2,C21_DS_ns_NPUR_3,C21_DS_ns_NPUR_4,C21_DS_ns_NPUR_5,C21_DS_ns_NPUR_6more,C21_Dwg_st_NS_Tot,C21_Tot_NPUR_1,C21_Tot_NPUR_2,C21_Tot_NPUR_3,C21_Tot_NPUR_4,C21_Tot_NPUR_5,C21_Tot_NPUR_6more,C21_Tot_Tot
LGA14900,11,0,83,52,21,13,10,8,6,125,123,132,22,21,9,12,326,9209,13381,10898,12993,7137,5170,58790,5738,11274,9502,11974,6851,5319,50658,414,349,203,201,71,51,1288,1415,1464,1097,1115,446,270,5805,1832,1811,1299,1316,521,315,7098,892,385,181,96,41,15,1608,1725,1117,589,471,130,48,4078,441,591,371,257,92,51,1801,1105,1092,589,372,116,59,3321,106,153,87,74,33,37,487,4279,3332,1820,1261,406,205,11301,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,6,0,4,3,0,40,19,10,0,4,3,0,38,47,68,41,31,16,12,212,11919,16499,12671,14582,7795,5858,69314
LGA14920,0,0,19,12,8,0,5,0,0,23,3,7,0,0,0,0,10,876,1090,366,335,168,75,2915,795,1039,337,314,163,72,2719,45,11,6,0,0,0,58,0,0,0,0,0,0,4,47,14,6,0,0,0,66,25,7,7,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,7,7,0,0,0,34,6,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,5,7,3,0,0,0,0,13,4,5,0,0,3,0,11,876,1071,340,316,168,74,2848
LGA14950,0,0,8,3,0,5,4,0,0,12,0,3,0,0,0,0,6,316,425,121,151,75,39,1128,300,456,141,118,72,65,1158,8,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,8,9,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,5,3,3,0,0,0,0,17,323,469,141,125,77,69,1202
LGA15050,0,0,47,53,28,20,11,0,0,108,261,95,9,5,4,0,377,5950,9246,4606,4635,2022,917,27374,4947,9662,5205,5294,2326,1072,28499,1283,800,255,116,47,13,2516,355,170,60,29,3,7,627,1634,970,314,146,53,15,3138,462,147,29,7,3,0,651,0,0,0,0,0,0,0,14,11,6,0,0,0,31,0,0,0,0,0,0,0,28,25,10,10,0,4,71,503,179,44,20,9,4,752,125,32,4,0,0,0,168,0,0,0,0,0,0,8,27,10,3,6,0,0,47,153,46,11,8,0,0,214,20,11,11,6,0,0,52,7256,10870,5578,5470,2379,1088,32648
LGA15240,6,3,133,396,253,48,24,6,6,737,95,102,28,26,0,3,256,10801,15130,4370,3503,1613,818,36233,8091,14513,4089,3417,1621,896,32628,1630,961,152,83,22,15,2854,276,229,60,31,14,13,619,1906,1191,208,105,30,25,3480,1194,451,109,37,15,3,1811,295,130,26,11,0,0,467,210,139,14,13,0,0,381,30,41,5,0,0,0,75,11,6,7,0,0,0,21,1736,772,161,60,18,5,2758,326,170,18,7,4,0,530,3,3,3,0,0,0,15,62,30,15,8,5,4,120,397,206,36,9,7,0,662,74,40,8,4,3,0,130,12219,16723,4504,3599,1677,931,39654
LGA15270,0,0,25,82,30,0,9,0,0,129,32,22,10,7,5,0,78,2532,3124,1216,1111,547,245,8769,2220,3264,1222,1192,631,280,8811,338,146,65,24,7,5,589,17,5,0,0,5,0,22,356,149,68,28,15,5,609,54,7,3,0,0,0,76,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,7,6,0,0,0,84,61,23,0,4,0,0,84,0,0,0,0,0,0,0,15,11,0,0,0,0,27,76,34,3,0,0,0,110,12,4,0,0,3,0,25,2724,3466,1298,1222,647,286,9638
LGA15300,3,0,30,45,23,0,4,3,0,84,8,5,0,7,0,3,24,1341,1497,679,560,294,172,4546,845,1200,500,477,269,141,3433,207,102,31,21,14,4,381,44,22,4,0,5,0,66,245,119,36,21,15,4,443,54,15,4,5,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,52,20,4,5,0,0,77,19,12,4,3,0,0,32,0,0,0,0,0,0,0,4,0,0,0,0,0,14,27,13,4,5,0,0,47,17,15,3,3,4,0,43,1185,1365,547,504,288,150,4042
LGA15350,5,0,48,14,17,5,4,5,0,53,14,5,6,7,0,0,31,3244,3728,1589,1626,673,167,11022,511,1250,661,978,505,131,4028,170,241,135,165,38,6,755,137,267,111,84,19,10,629,306,510,245,250,56,17,1389,487,519,177,141,21,3,1353,1388,1020,276,139,18,9,2847,573,410,102,47,8,0,1144,320,213,46,12,0,0,589,26,26,7,5,0,0,67,2799,2185,609,344,55,16,6001,0,0,3,0,0,0,3,0,0,0,0,0,0,0,25,44,9,10,0,0,91,25,45,11,9,0,0,96,19,3,4,0,0,0,29,3658,3994,1532,1579,615,156,11544
LGA15520,0,0,34,46,51,4,5,3,0,117,14,6,0,3,0,0,30,1294,1838,497,488,256,94,4471,1037,1808,547,548,290,114,4337,230,133,11,10,0,0,391,5,8,3,0,0,0,17,239,142,11,12,0,0,406,28,4,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,4,0,0,0,0,34,29,21,5,0,0,0,49,0,0,0,0,0,0,0,0,4,0,0,0,0,7,28,23,6,4,0,0,62,11,19,0,4,0,0,34,1341,1990,561,567,294,119,4875
LGA15560,0,0,8,10,8,0,0,0,4,20,6,4,0,0,0,0,5,385,478,192,158,97,54,1359,350,474,152,114,77,39,1210,16,0,0,0,0,0,20,0,0,0,0,0,0,0,15,0,0,0,0,0,19,34,7,3,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,7,3,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,10,3,0,0,0,0,10,0,3,0,0,0,0,7,413,489,156,117,76,39,1291
LGA15650,0,0,9,16,8,4,0,0,0,28,16,15,11,10,0,0,51,1545,1933,898,835,386,166,5766,1254,1803,832,805,385,216,5292,296,97,34,16,7,0,448,98,37,7,7,0,0,152,389,131,40,19,7,0,595,29,8,3,3,0,0,43,8,8,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,36,14,6,3,0,0,58,16,7,0,3,0,0,25,0,0,0,0,0,0,0,4,3,0,0,0,0,10,18,15,0,3,0,0,33,19,6,3,0,0,0,31,1712,1971,882,824,399,213,6001
LGA15700,0,0,42,210,136,11,7,0,0,372,15,14,5,0,3,0,42,2451,2996,910,724,390,201,7679,2080,2798,893,731,387,217,7117,199,105,24,19,8,0,354,98,51,9,6,0,0,167,297,156,36,24,5,5,524,139,68,17,5,0,4,241,73,29,5,0,0,0,112,16,13,0,0,0,0,28,0,0,0,0,0,0,0,9,6,0,3,0,0,16,239,114,25,7,5,6,393,74,43,4,0,0,0,120,0,0,0,0,0,0,0,18,14,0,5,5,0,38,91,63,7,5,5,0,166,32,21,0,5,0,0,60,2737,3150,968,770,405,230,8265
LGA15750,0,0,16,48,16,6,3,3,0,71,11,10,4,6,0,0,30,1278,1647,609,608,327,152,4623,996,1554,601,500,327,139,4114,257,71,16,3,0,5,353,19,4,4,0,0,0,31,275,78,19,10,0,5,384,15,7,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,7,0,0,0,0,31,15,11,0,0,0,0,27,3,0,0,0,0,0,4,0,3,0,0,0,0,4,16,12,0,0,0,0,33,3,4,3,0,0,0,14,1316,1661,625,512,329,142,4574
LGA15800,0,0,4,7,3,0,0,0,0,15,0,4,3,0,0,0,18,683,759,267,248,139,57,2149,600,756,267,200,120,73,2014,31,3,4,4,3,0,43,6,0,0,0,0,0,6,34,3,4,4,3,0,44,39,9,0,5,0,0,49,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,9,0,5,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,5,0,0,13,7,3,0,5,0,0,14,0,8,0,0,0,0,8,685,778,273,208,126,70,2141
LGA15850,0,0,5,8,0,0,0,0,0,14,16,4,0,0,5,0,22,655,844,306,253,166,93,2323,545,731,287,272,154,80,2072,61,15,4,0,0,0,82,0,0,0,0,0,0,0,61,15,3,0,0,0,85,33,4,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,4,0,0,0,0,42,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,3,3,0,0,0,10,3,4,0,5,0,0,12,649,759,301,275,155,80,2221
LGA15900,3,0,167,89,68,30,12,3,0,212,140,80,23,22,5,4,273,17488,20261,9480,8324,3182,1231,59977,9738,15512,8232,7939,3055,1127,45617,2254,1491,418,241,90,30,4532,2163,2236,1059,495,160,67,6194,4418,3733,1482,738,250,93,10724,2120,993,256,102,26,6,3501,1244,803,161,65,18,4,2299,929,766,158,55,9,0,1921,701,541,99,34,11,0,1386,124,102,37,24,12,4,304,5128,3205,708,276,71,24,9410,14,12,0,0,0,0,27,0,0,0,0,0,0,3,107,72,22,12,5,3,220,124,78,24,12,5,3,244,78,32,11,5,0,0,131,19486,22565,10459,8979,3379,1253,66129
LGA15950,0,0,64,30,26,12,3,0,0,67,47,29,8,4,6,0,89,10632,11770,4239,2633,640,160,30065,587,1234,631,758,294,93,3593,297,385,231,214,36,10,1173,735,1097,525,483,90,20,2948,1031,1484,757,695,125,26,4121,1366,1338,506,329,57,7,3596,3126,2741,840,390,56,6,7159,2745,2237,613,277,38,0,5923,3552,3074,821,321,49,20,7826,9,8,8,0,0,0,29,10796,9401,2786,1328,190,35,24535,5,0,0,0,0,0,5,0,0,0,0,0,0,0,26,33,12,7,0,0,68,28,33,12,7,0,0,75,45,24,7,4,0,0,78,12490,12175,4184,2782,610,151,32395
LGA15990,8,0,256,188,149,57,42,10,8,457,143,117,53,45,18,9,380,19132,27433,14198,17499,7079,2601,87933,6526,14974,9270,14530,6342,2397,54040,924,588,221,264,74,29,2097,1929,2068,891,999,257,58,6201,2854,2654,1112,1262,330,87,8299,2783,2346,880,581,135,42,6758,4740,5558,2135,1122,165,34,13756,3081,3554,1245,550,82,22,8541,734,781,242,115,19,5,1906,133,196,73,80,30,8,513,11466,12444,4573,2451,429,108,31478,43,19,6,5,0,0,72,3,0,0,0,0,0,6,97,115,45,38,10,5,310,140,138,55,37,10,5,388,73,52,26,12,10,4,177,21056,30257,15040,18301,7118,2604,94377
LGA16100,0,0,0,9,4,0,4,0,0,14,20,27,4,4,0,0,66,513,736,233,233,110,55,1873,505,784,237,224,102,57,1914,52,19,5,7,0,0,80,0,0,0,0,0,0,0,52,19,5,7,0,0,82,11,3,0,0,0,0,10,12,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,0,0,0,0,26,9,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,9,3,0,0,0,0,0,12,587,809,247,229,102,58,2038
LGA16150,0,0,7,26,4,0,3,0,0,30,87,19,4,12,6,0,125,4216,4947,2099,2067,963,451,14741,3283,4798,2153,2146,1105,491,13966,828,342,118,43,7,4,1355,132,36,22,11,0,4,204,967,381,135,60,10,4,1556,349,114,25,18,0,0,510,16,15,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,0,0,0,17,377,135,27,22,3,0,557,18,7,0,0,0,0,23,0,0,0,0,0,0,0,13,10,3,3,0,0,31,29,12,3,3,0,0,54,19,13,8,10,6,0,51,4669,5338,2324,2228,1124,500,16183
LGA16200,0,0,17,22,13,8,0,0,0,46,17,16,6,3,3,8,47,1579,1825,711,624,355,198,5294,1316,1712,694,596,358,173,4842,108,41,9,7,5,0,172,17,0,0,0,0,0,17,122,41,9,7,5,0,191,202,60,12,3,4,0,279,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,207,65,8,3,4,0,292,14,4,0,0,0,0,23,0,0,0,0,0,0,0,9,4,0,5,0,0,18,25,6,0,5,0,0,38,21,12,9,4,3,0,41,1683,1830,719,623,368,176,5401
LGA16260,17,10,227,56,54,47,49,15,10,242,123,70,50,35,13,17,297,15216,22105,15706,14305,5535,2951,75824,4974,10123,6864,8183,3690,2044,35872,1031,697,424,341,112,47,2649,1725,2570,2098,2172,702,338,9602,2755,3266,2526,2516,814,385,12253,2011,1168,607,354,82,37,4255,2897,2774,1800,1134,245,92,8947,4161,5776,3414,2180,440,133,16110,3730,5270,2972,1568,320,89,13955,75,106,48,33,14,16,293,12878,15098,8831,5273,1104,375,43561,3,0,0,0,5,0,5,0,0,0,0,0,0,0,48,46,42,43,10,0,185,48,46,42,43,11,0,189,86,75,40,23,5,9,232,20742,28608,18306,16030,5619,2806,92109
LGA16350,0,5,51,125,59,24,8,5,5,236,81,76,31,20,15,21,242,12235,18839,11627,11859,5628,3482,63663,9210,16898,10977,11509,5529,3344,57474,1221,743,349,274,104,63,2743,1881,1813,1145,854,305,188,6187,3100,2552,1491,1126,411,252,8934,1130,406,133,53,18,4,1745,843,445,147,80,13,4,1524,1071,847,259,115,13,4,2311,361,354,77,30,7,0,831,111,80,46,26,22,10,299,3518,2130,655,303,74,25,6712,83,33,0,0,0,0,119,4,0,0,0,5,0,8,12,23,3,6,4,4,54,100,57,4,7,4,4,179,44,33,10,6,11,6,104,15971,21671,13145,12952,6029,3628,73398
LGA16380,0,0,63,437,231,19,9,7,5,709,81,67,16,5,5,9,189,8815,12420,3885,3456,1586,696,30858,5556,10988,3773,3652,1608,806,26385,1874,1243,247,110,34,17,3526,424,461,122,77,25,6,1124,2301,1699,373,184,62,28,4645,988,460,104,34,14,0,1610,321,198,40,14,7,0,588,522,366,71,15,0,0,972,58,76,4,0,3,0,134,9,10,3,8,4,3,38,1895,1115,226,70,23,7,3343,202,100,8,5,0,0,320,0,0,0,0,0,0,0,26,13,7,3,0,0,52,228,115,14,12,0,0,374,50,35,5,9,3,3,102,10035,13953,4398,3920,1704,843,34848
LGA16400,0,3,41,321,222,26,17,3,5,593,57,40,11,13,0,6,126,6356,9782,3569,3438,1545,773,25454,4942,9169,3432,3348,1599,871,23362,1142,742,155,80,31,8,2155,598,727,214,161,37,13,1756,1738,1467,368,246,64,26,3911,206,93,20,11,3,0,323,120,94,5,5,0,0,222,195,202,25,11,4,0,428,0,0,0,0,0,0,0,21,22,8,0,4,0,59,537,405,55,29,15,4,1038,222,159,17,17,3,0,417,5,0,0,0,0,0,9,12,11,10,4,0,0,33,234,169,27,17,3,0,452,52,31,7,4,0,0,96,7503,11241,3894,3647,1685,901,28868
LGA16490,3,0,27,39,28,8,11,4,0,92,32,25,8,6,3,3,79,5168,6370,3201,3303,1429,548,20027,2755,5733,3068,3472,1425,621,17078,813,496,208,124,31,17,1680,658,489,224,151,45,6,1572,1467,990,431,267,76,23,3262,687,225,87,46,15,4,1067,306,151,56,25,7,4,554,508,255,99,50,17,6,934,40,28,5,0,0,0,77,10,3,5,5,0,0,30,1554,659,261,131,42,20,2661,9,13,0,0,0,0,19,3,0,0,0,0,0,3,13,15,8,0,0,0,36,24,21,6,0,0,0,61,25,9,0,9,0,0,41,5819,7418,3769,3879,1545,671,23100
LGA16550,25,15,448,134,147,75,54,25,15,450,90,36,25,22,8,11,192,13094,16629,8744,7903,2862,1138,50377,1940,3745,2472,3485,1526,623,13790,792,937,612,806,192,45,3381,897,1432,1039,1323,423,103,5217,1688,2364,1656,2133,614,147,8601,2109,1905,819,504,91,27,5462,5171,5481,1875,839,127,27,13526,2622,2961,1053,456,84,16,7184,731,902,350,184,32,10,2215,46,40,20,18,7,8,140,10677,11286,4123,2003,341,89,28527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,165,63,33,14,9,443,171,165,63,33,14,9,443,37,22,7,7,4,4,74,14505,17584,8314,7653,2498,872,51433
LGA16610,3,0,31,128,65,15,3,7,0,213,15,11,3,0,0,0,31,2503,3098,1137,978,528,300,8552,1790,2896,1056,919,485,314,7455,340,183,33,20,4,4,585,97,95,24,15,5,4,232,434,274,60,35,9,9,819,198,77,7,4,0,4,295,9,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,17,220,87,8,9,0,4,326,101,44,8,4,0,0,162,8,4,0,0,0,0,9,10,11,3,0,0,0,29,118,62,11,3,0,0,197,18,9,3,0,6,0,32,2578,3327,1136,959,501,331,8825
LGA16700,5,3,105,47,35,22,10,5,4,118,79,56,33,26,10,5,205,9579,12704,7625,7201,2773,1390,41268,2761,5644,3839,4748,1966,1052,20016,766,794,468,481,106,38,2657,1100,1270,875,773,200,79,4299,1869,2066,1343,1253,301,118,6956,746,376,119,72,26,6,1350,2989,2078,889,430,84,13,6489,2435,2850,1310,715,156,26,7490,2019,2850,1011,416,64,16,6380,56,51,16,19,3,4,148,8253,8201,3345,1654,341,66,21854,6,0,0,0,0,0,4,0,0,0,0,0,0,0,42,41,19,15,0,0,115,46,44,19,15,0,0,124,48,21,17,4,0,0,93,12976,15980,8563,7678,2612,1234,49040
LGA16900,0,0,43,213,122,11,4,0,0,352,46,48,11,3,0,0,116,4858,7800,4028,4254,1809,882,23638,3465,7612,3920,4270,1807,890,21963,878,660,184,81,30,7,1845,683,715,357,231,70,31,2086,1561,1376,548,316,89,38,3931,568,290,84,34,9,3,998,47,61,4,0,0,0,111,51,44,0,6,0,0,98,0,0,0,0,0,0,0,27,34,12,12,4,0,88,696,425,111,50,16,3,1300,190,80,3,0,0,0,274,0,0,0,0,0,0,0,16,18,0,0,0,0,41,204,99,7,6,0,0,312,16,8,3,0,6,0,39,5942,9529,4584,4644,1915,935,27543
LGA16950,0,4,47,579,345,33,24,10,7,1001,115,83,26,30,16,6,275,10910,15243,4901,4219,1941,975,38186,9121,15476,5086,4544,2010,994,37225,1411,939,159,78,27,15,2622,455,264,66,36,13,3,845,1861,1208,229,109,37,19,3469,435,197,46,31,3,0,709,20,14,0,0,0,0,32,3,3,0,0,0,0,11,0,0,0,0,0,0,0,48,42,11,12,0,0,115,504,256,57,40,5,3,865,461,285,24,12,4,0,780,3,0,0,0,0,0,7,25,19,7,3,4,4,67,491,302,34,10,6,6,852,175,60,7,7,4,5,252,12150,17301,5417,4710,2067,1023,42667
LGA17000,0,0,3,36,22,3,0,0,0,65,22,12,10,5,0,0,51,1716,2566,1246,1352,594,256,7739,1360,2551,1233,1314,680,343,7479,201,103,55,31,7,4,400,117,69,18,13,4,0,209,315,179,69,41,12,3,615,155,53,20,4,4,0,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,156,53,20,4,4,0,231,56,25,0,0,0,0,87,3,0,0,0,0,0,3,0,0,3,0,0,0,8,60,25,8,0,0,0,94,3,7,0,0,0,0,16,1901,2809,1328,1362,698,350,8443
LGA17040,0,0,27,60,31,7,5,0,0,114,109,78,30,24,6,5,246,2295,2781,989,912,380,154,7516,1895,2644,958,906,410,179,6995,112,56,11,17,4,6,205,71,46,30,23,6,0,174,189,101,41,36,12,4,385,212,141,63,26,12,8,463,25,20,5,7,4,0,54,5,7,0,0,0,0,8,0,0,0,0,0,0,0,8,7,7,3,0,0,22,250,171,70,31,15,9,551,17,9,0,0,0,0,19,3,0,0,0,0,0,9,11,5,3,5,0,3,26,29,16,8,5,0,3,60,28,20,9,8,0,0,61,2386,2950,1082,990,435,195,8043
LGA17080,0,0,8,11,11,0,0,4,0,29,9,14,3,5,3,0,40,1574,2093,629,665,296,133,5393,1352,2023,693,663,319,146,5188,232,89,22,3,0,0,356,4,0,0,0,0,0,8,237,90,23,3,0,0,359,40,10,0,4,0,0,51,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,43,11,0,4,0,0,58,11,0,0,0,0,0,7,0,0,0,0,0,0,5,14,6,0,3,0,0,20,19,6,0,3,0,0,35,12,16,3,0,5,0,33,1668,2138,723,673,326,146,5671
LGA17100,13,3,135,30,32,37,20,13,3,135,24,41,26,15,6,4,112,2215,3403,2625,2550,1156,722,12667,675,1470,1002,1145,636,462,5388,55,34,17,24,3,5,138,117,174,182,129,63,31,692,175,204,202,151,68,41,832,421,283,179,141,40,8,1064,582,632,411,340,107,36,2103,981,1539,987,675,200,68,4447,335,660,389,284,74,13,1751,0,4,0,0,0,0,8,2321,3105,1963,1442,417,119,9366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,14,19,22,11,3,93,20,14,19,22,11,3,93,39,14,5,4,0,0,67,3224,4814,3194,2763,1127,622,15746
LGA17150,7,0,186,171,112,50,28,10,3,371,65,67,28,27,7,4,193,16035,23953,12725,14900,6468,2271,76357,6054,15348,8708,12750,5754,2062,50676,1079,791,340,326,86,20,2649,2428,2971,1667,1372,379,97,8913,3507,3757,2011,1698,468,117,11559,1923,1129,390,177,40,5,3662,3604,3354,1179,486,89,16,8726,2479,2660,799,325,55,16,6329,715,740,186,95,24,5,1767,52,56,25,22,14,3,177,8772,7933,2580,1100,222,51,20656,69,22,7,0,0,0,105,0,0,0,0,0,0,0,50,79,22,19,3,0,181,127,105,26,20,5,0,285,56,34,9,7,4,4,115,18511,27178,13332,15577,6452,2232,83292
LGA17200,13,9,373,185,121,58,23,13,9,420,290,161,59,43,13,5,568,31857,32801,10952,6691,1947,1178,85426,378,709,386,386,143,74,2081,1106,1438,540,403,79,23,3580,3921,5081,2693,1980,494,180,14354,5029,6516,3232,2383,577,198,17935,1361,823,231,103,21,8,2544,4408,3044,724,289,49,16,8527,13481,11949,2858,1117,227,83,29714,14978,14318,3830,1916,557,288,35889,25,30,10,8,3,4,77,34259,30173,7656,3433,855,389,76760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,164,78,41,14,4,537,236,164,78,41,14,4,541,257,128,19,16,3,4,425,40160,37689,11383,6251,1580,675,97743
LGA17310,8,10,294,138,144,64,47,11,12,418,47,49,18,12,3,9,142,5971,7709,3196,2850,1364,654,21749,4987,7493,3198,2995,1408,730,20808,1120,469,141,57,17,5,1811,200,99,26,16,0,0,346,1323,567,164,78,21,5,2157,238,70,27,20,9,0,357,17,3,0,0,0,0,22,9,4,0,4,0,0,18,0,0,0,0,0,0,0,3,4,4,0,0,0,20,270,81,39,25,9,0,419,74,25,0,0,0,0,104,3,0,0,0,0,0,3,8,5,0,0,0,0,17,87,33,3,0,0,0,127,68,27,9,3,3,0,115,6726,8210,3415,3104,1438,731,23617
