LGA_CODE_2021,C11_70_74_Married_P,C11_70_74_Sep_M,C11_70_74_Sep_F,C11_70_74_Sep_P,C11_70_74_Div_M,C11_70_74_Div_F,C11_70_74_Div_P,C11_70_74_Wid_M,C11_70_74_Wid_F,C11_70_74_Wid_P,C11_70_74_Nvr_marrd_M,C11_70_74_Nvr_marrd_F,C11_70_74_Nvr_marrd_P,C11_70_74_Tot_M,C11_70_74_Tot_F,C11_70_74_Tot_P,C11_75_79_Married_M,C11_75_79_Married_F,C11_75_79_Married_P,C11_75_79_Sep_M,C11_75_79_Sep_F,C11_75_79_Sep_P,C11_75_79_Div_M,C11_75_79_Div_F,C11_75_79_Div_P,C11_75_79_Wid_M,C11_75_79_Wid_F,C11_75_79_Wid_P,C11_75_79_Nvr_marrd_M,C11_75_79_Nvr_marrd_F,C11_75_79_Nvr_marrd_P,C11_75_79_Tot_M,C11_75_79_Tot_F,C11_75_79_Tot_P,C11_80_84_Married_M,C11_80_84_Married_F,C11_80_84_Married_P,C11_80_84_Sep_M,C11_80_84_Sep_F,C11_80_84_Sep_P,C11_80_84_Div_M,C11_80_84_Div_F,C11_80_84_Div_P,C11_80_84_Wid_M,C11_80_84_Wid_F,C11_80_84_Wid_P,C11_80_84_Nvr_marrd_M,C11_80_84_Nvr_marrd_F,C11_80_84_Nvr_marrd_P,C11_80_84_Tot_M,C11_80_84_Tot_F,C11_80_84_Tot_P,C11_85_over_Married_M,C11_85_over_Married_F,C11_85_over_Married_P,C11_85_over_Seprtd_M,C11_85_over_Seprtd_F,C11_85_over_Seprtd_P,C11_85_over_Divorce_M,C11_85_over_Divorce_F,C11_85_over_Divorce_P,C11_85_over_Wid_M,C11_85_over_Wid_F,C11_85_over_Wid_P,C11_85_over_Nvr_mard_M,C11_85_over_Nvr_mard_F,C11_85_over_Nvr_mard_P,C11_85_over_Tot_M,C11_85_over_Tot_F,C11_85_over_Tot_P,C11_Tot_Married_M,C11_Tot_Married_F,C11_Tot_Married_P,C11_Tot_Sep_M,C11_Tot_Sep_F,C11_Tot_Sep_P,C11_Tot_Div_M,C11_Tot_Div_F,C11_Tot_Div_P,C11_Tot_Wid_M,C11_Tot_Wid_F,C11_Tot_Wid_P,C11_Tot_nver_marrie_M,C11_Tot_nver_marrie_F,C11_Tot_nver_marrie_P,C11_Tot_Tot_M,C11_Tot_Tot_F,C11_Tot_Tot_P,C16_15_19_Married_M,C16_15_19_Married_F,C16_15_19_Married_P,C16_15_19_Sep_M,C16_15_19_Sep_F,C16_15_19_Sep_P,C16_15_19_Div_M,C16_15_19_Div_F,C16_15_19_Div_P,C16_15_19_Wid_M,C16_15_19_Wid_F,C16_15_19_Wid_P,C16_15_19_Nvr_marrd_M,C16_15_19_Nvr_marrd_F,C16_15_19_Nvr_marrd_P,C16_15_19_Tot_M,C16_15_19_Tot_F,C16_15_19_Tot_P,C16_20_24_Married_M,C16_20_24_Married_F,C16_20_24_Married_P,C16_20_24_Sep_M,C16_20_24_Sep_F,C16_20_24_Sep_P,C16_20_24_Div_M,C16_20_24_Div_F,C16_20_24_Div_P,C16_20_24_Wid_M,C16_20_24_Wid_F,C16_20_24_Wid_P,C16_20_24_Nvr_marrd_M,C16_20_24_Nvr_marrd_F,C16_20_24_Nvr_marrd_P,C16_20_24_Tot_M,C16_20_24_Tot_F,C16_20_24_Tot_P,C16_25_29_Married_M,C16_25_29_Married_F,C16_25_29_Married_P,C16_25_29_Sep_M,C16_25_29_Sep_F,C16_25_29_Sep_P,C16_25_29_Div_M,C16_25_29_Div_F,C16_25_29_Div_P,C16_25_29_Wid_M,C16_25_29_Wid_F,C16_25_29_Wid_P,C16_25_29_Nvr_marrd_M,C16_25_29_Nvr_marrd_F,C16_25_29_Nvr_marrd_P,C16_25_29_Tot_M,C16_25_29_Tot_F,C16_25_29_Tot_P,C16_30_34_Married_M,C16_30_34_Married_F,C16_30_34_Married_P,C16_30_34_Sep_M,C16_30_34_Sep_F,C16_30_34_Sep_P,C16_30_34_Div_M,C16_30_34_Div_F,C16_30_34_Div_P,C16_30_34_Wid_M,C16_30_34_Wid_F,C16_30_34_Wid_P,C16_30_34_Nvr_marrd_M,C16_30_34_Nvr_marrd_F,C16_30_34_Nvr_marrd_P,C16_30_34_Tot_M,C16_30_34_Tot_F,C16_30_34_Tot_P,C16_35_39_Married_M,C16_35_39_Married_F,C16_35_39_Married_P,C16_35_39_Sep_M,C16_35_39_Sep_F,C16_35_39_Sep_P,C16_35_39_Div_M,C16_35_39_Div_F,C16_35_39_Div_P,C16_35_39_Wid_M,C16_35_39_Wid_F,C16_35_39_Wid_P,C16_35_39_Nvr_marrd_M,C16_35_39_Nvr_marrd_F,C16_35_39_Nvr_marrd_P,C16_35_39_Tot_M,C16_35_39_Tot_F,C16_35_39_Tot_P,C16_40_44_Married_M,C16_40_44_Married_F,C16_40_44_Married_P,C16_40_44_Sep_M,C16_40_44_Sep_F,C16_40_44_Sep_P,C16_40_44_Div_M,C16_40_44_Div_F,C16_40_44_Div_P,C16_40_44_Wid_M,C16_40_44_Wid_F,C16_40_44_Wid_P,C16_40_44_Nvr_marrd_M,C16_40_44_Nvr_marrd_F,C16_40_44_Nvr_marrd_P,C16_40_44_Tot_M,C16_40_44_Tot_F,C16_40_44_Tot_P,C16_45_49_Married_M,C16_45_49_Married_F,C16_45_49_Married_P,C16_45_49_Sep_M
LGA15950,962,19,23,40,125,186,311,53,179,237,111,164,269,847,968,1816,368,260,627,14,6,20,55,119,171,46,227,275,68,100,163,547,716,1262,223,142,368,7,6,14,42,65,107,58,276,332,54,89,142,384,576,958,189,95,290,9,8,13,10,69,80,86,487,570,30,89,121,327,744,1077,11288,11254,22540,653,696,1348,2155,3195,5348,354,1601,1953,11737,12427,24162,26177,29171,55350,0,6,3,0,0,3,0,0,0,0,0,0,941,899,1838,942,905,1846,34,82,113,0,0,3,0,0,9,0,0,0,1531,1791,3319,1567,1872,3439,533,904,1435,14,34,46,15,33,47,0,0,0,2854,3152,6003,3415,4122,7535,1833,2033,3867,46,62,110,60,137,196,0,9,11,2285,2349,4631,4230,4585,8815,1797,1806,3598,66,78,148,159,244,408,3,18,16,1334,1450,2782,3360,3599,6956,1490,1363,2844,82,88,171,197,301,495,4,24,25,858,967,1823,2632,2740,5366,1140,1153,2288,118
LGA15990,5587,87,96,178,326,572,902,223,897,1118,198,145,340,3945,4188,8133,2151,1663,3813,69,54,127,195,390,587,261,1171,1432,104,120,224,2782,3402,6190,1621,1145,2765,45,31,74,149,310,458,385,1652,2038,95,142,241,2295,3282,5575,1162,607,1772,28,16,46,95,194,289,808,3078,3886,78,186,267,2175,4078,6250,50307,50650,100956,2056,2378,4435,6044,9377,15421,2200,8513,10711,31502,27371,58872,92104,98284,190391,9,18,34,5,0,3,0,0,0,0,0,0,7463,6908,14377,7484,6935,14412,128,244,379,5,5,9,4,9,9,0,6,4,6337,5805,12144,6484,6070,12553,1042,1737,2778,35,70,110,28,70,102,3,7,8,5466,5028,10499,6581,6912,13492,3481,4628,8111,98,137,234,148,218,373,4,7,13,3888,3470,7359,7617,8462,16080,5503,6279,11781,156,196,350,320,464,784,8,25,34,2661,2280,4939,8649,9238,17888,6996,7335,14332,251,382,633,568,806,1367,15,38,57,2049,1875,3927,9879,10439,20310,6603,6944,13550,327
LGA16100,126,8,0,8,9,18,28,3,20,29,5,4,13,103,94,190,50,34,86,3,4,3,8,6,15,11,21,31,4,0,6,70,67,137,35,13,45,5,0,5,0,0,5,14,35,39,0,0,0,46,50,97,13,3,14,0,0,0,0,4,4,14,42,57,0,0,0,28,53,83,1060,1042,2105,69,56,126,167,151,317,68,187,249,737,482,1223,2103,1921,4019,0,0,0,0,0,0,0,0,0,0,0,0,186,170,356,186,174,356,15,7,26,0,0,3,0,0,0,0,0,0,192,96,286,206,108,313,35,38,72,0,0,5,0,0,0,0,0,0,112,66,185,148,116,261,47,59,103,3,6,4,4,0,4,0,0,0,70,41,110,120,104,223,80,78,156,10,4,18,9,8,20,0,0,0,46,33,82,145,123,272,71,85,158,5,8,14,10,13,26,0,0,0,59,30,92,148,141,288,114,124,235,17
LGA16150,757,14,26,44,66,90,156,43,188,231,50,20,66,584,671,1254,361,273,632,17,14,25,34,45,80,59,252,306,31,13,46,490,605,1097,205,141,340,7,3,12,20,32,48,65,293,360,20,15,30,316,481,796,122,71,197,5,4,9,14,16,25,81,424,504,12,13,29,240,534,768,6891,6884,13780,409,580,990,1092,1514,2610,380,1524,1903,5463,4891,10353,14239,15394,29631,3,3,6,0,0,0,0,0,0,0,0,0,1341,1276,2621,1347,1285,2631,45,99,146,3,11,15,0,0,0,0,4,6,1046,1101,2150,1091,1217,2316,340,456,804,17,31,53,14,33,48,0,3,7,878,849,1726,1259,1376,2634,649,773,1419,30,49,79,38,50,87,0,5,5,572,571,1144,1287,1445,2728,726,740,1465,40,73,114,54,86,135,0,9,7,397,393,789,1216,1293,2512,754,737,1492,67,76,143,86,150,235,4,7,8,403,319,716,1307,1289,2597,746,748,1495,49
LGA16200,401,8,5,15,32,37,66,27,91,119,19,8,32,296,336,635,153,130,277,7,8,12,22,18,43,38,111,148,28,7,34,242,273,508,125,77,202,12,0,7,12,8,18,50,137,188,12,7,19,203,229,438,68,43,111,0,0,0,4,7,10,39,183,223,9,20,27,121,246,369,2804,2801,5606,193,200,389,465,464,931,198,702,899,1871,1611,3485,5540,5778,11318,3,0,10,0,0,0,0,0,0,0,0,0,480,510,991,488,516,1001,17,25,44,0,0,0,0,0,0,0,0,0,406,369,772,425,394,820,87,112,194,8,3,10,0,3,7,0,0,0,281,225,511,382,339,723,181,252,430,6,12,21,13,12,19,0,0,0,182,160,343,384,439,820,203,218,424,16,18,30,15,30,38,0,9,9,136,122,261,368,391,763,220,263,488,17,33,52,30,41,68,0,0,0,107,89,195,374,425,797,260,273,533,33
LGA16260,3692,84,64,149,238,328,567,157,702,863,143,120,263,2626,2903,5527,1546,1123,2670,51,34,84,151,182,336,207,891,1097,103,71,183,2060,2306,4365,1047,625,1669,26,18,50,70,134,207,261,1110,1371,65,77,143,1479,1968,3440,572,305,875,11,6,16,36,91,124,400,1802,2210,39,87,118,1053,2288,3348,43230,42726,85957,1730,1995,3721,4395,6391,10788,1452,6126,7577,28527,22727,51256,79332,79966,159296,37,26,62,0,3,6,3,0,4,4,0,4,5978,5455,11436,6019,5490,11505,332,786,1120,15,19,35,9,24,27,7,8,15,7512,6155,13666,7866,6998,14861,3058,5136,8201,63,111,181,88,137,221,6,8,20,6899,5259,12153,10112,10654,20771,8396,8957,17347,182,233,415,256,393,650,4,23,28,3811,2761,6574,12640,12367,25012,7938,6835,14770,234,293,530,346,498,838,10,31,44,2143,1641,3785,10673,9298,19971,5732,5413,11144,230,299,527,455,744,1203,13,60,70,1609,1320,2924,8038,7839,15873,4691,4572,9263,232
LGA16350,2534,56,50,106,216,299,510,170,628,793,107,55,158,1995,2111,4111,914,598,1519,44,35,80,128,191,318,167,707,871,55,35,88,1310,1565,2875,536,322,861,26,14,40,57,103,164,203,771,977,24,48,76,852,1263,2110,296,171,467,6,11,16,31,58,94,222,1038,1261,26,33,59,585,1311,1894,33832,33938,67774,2292,2843,5135,4781,7059,11842,1325,4841,6165,26063,22779,48846,68298,71460,139759,18,17,26,0,0,4,0,4,6,0,0,0,6702,6289,12991,6731,6303,13034,257,545,808,15,38,54,5,7,16,5,10,19,6812,6416,13228,7104,7015,14119,1886,2720,4608,93,173,268,75,128,203,0,9,16,5311,4637,9951,7364,7675,15042,3854,4362,8215,191,342,531,175,321,499,3,21,24,3228,2760,5982,7451,7800,15255,4118,4367,8482,260,397,651,325,506,829,15,32,51,2143,1806,3952,6867,7105,13971,4167,4089,8255,342,431,773,560,774,1333,16,63,81,1621,1426,3051,6702,6783,13485,3785,3870,7652,365
LGA16380,2787,63,60,121,231,235,470,108,489,590,75,60,143,1937,2170,4108,1227,981,2206,38,23,63,153,154,310,160,648,812,47,42,90,1633,1843,3477,880,590,1468,17,16,35,59,81,140,212,803,1012,46,35,82,1210,1522,2733,493,257,754,8,12,15,39,52,90,336,1186,1526,31,44,68,906,1545,2452,15613,15674,31286,1028,1267,2295,2804,3665,6468,1076,3974,5052,7823,6821,14644,28346,31403,59750,6,0,6,0,0,0,0,0,0,0,0,0,2252,2182,4434,2257,2176,4438,54,103,150,7,11,12,3,3,3,0,0,3,1483,1431,2913,1546,1547,3091,326,517,836,18,36,54,10,24,37,5,5,7,1193,1139,2334,1550,1718,3264,738,927,1669,58,89,151,47,90,133,3,11,9,759,645,1409,1606,1765,3369,972,1092,2068,76,131,211,94,142,236,5,3,11,578,523,1096,1729,1890,3620,1218,1336,2559,103,163,268,202,306,503,11,21,28,605,516,1120,2140,2349,4484,1327,1447,2775,138
LGA16400,2147,63,37,103,182,165,344,116,337,452,60,34,93,1596,1549,3141,805,589,1393,26,17,39,92,98,195,124,438,564,36,17,54,1082,1163,2244,516,322,841,10,6,13,54,51,101,135,497,636,16,21,36,737,886,1625,273,156,428,0,3,6,16,32,42,210,661,873,10,16,27,514,867,1381,13552,13609,27157,837,918,1755,2372,2905,5277,839,2676,3508,7858,6616,14478,25455,26724,52176,3,4,4,0,6,6,0,0,3,0,0,0,2089,2010,4097,2095,2013,4112,59,98,159,5,10,14,0,6,6,0,0,0,1769,1579,3349,1831,1700,3532,351,570,924,30,47,75,15,20,33,3,5,10,1263,993,2260,1663,1635,3296,762,959,1727,65,78,145,56,58,117,0,4,10,755,636,1392,1648,1740,3382,964,1050,2015,79,93,172,87,128,217,3,14,14,612,516,1129,1744,1799,3549,1207,1292,2507,108,133,242,160,278,439,5,25,32,593,486,1078,2079,2220,4295,1218,1346,2566,105
LGA16490,837,22,16,41,81,90,168,49,171,229,37,27,62,664,674,1330,279,189,469,14,10,23,50,33,84,49,205,251,19,14,33,414,453,865,206,115,318,4,3,8,18,29,51,48,226,268,21,12,26,296,380,679,59,26,86,3,3,8,13,19,28,68,341,407,14,4,19,161,386,550,10391,10390,20779,682,697,1379,1686,1910,3594,384,1375,1757,7609,6439,14046,20754,20802,41556,0,0,0,0,0,0,0,0,0,0,0,0,1826,1692,3517,1827,1692,3524,39,139,179,0,6,14,0,0,0,0,0,0,1545,1494,3038,1590,1641,3235,474,743,1212,16,37,59,15,25,39,3,3,6,1310,1121,2435,1814,1931,3746,1033,1126,2159,54,50,102,47,96,144,0,0,0,827,686,1511,1961,1964,3920,1132,1243,2380,45,69,112,73,113,183,0,7,6,542,478,1025,1792,1913,3707,1317,1343,2667,86,87,170,149,188,340,9,14,22,549,443,991,2113,2077,4187,1415,1527,2943,115
LGA16550,2187,59,52,111,194,279,471,98,481,582,196,186,376,1727,1998,3724,957,706,1662,48,31,83,123,178,303,103,637,740,139,133,272,1372,1684,3063,733,464,1200,28,32,56,75,138,212,193,869,1063,118,147,267,1146,1644,2794,493,223,712,17,9,26,45,87,129,315,1337,1650,94,169,260,956,1819,2772,21985,21759,43745,1172,1383,2559,3108,4640,7748,977,4305,5285,26109,24045,50152,53354,56138,109485,18,18,31,3,3,4,0,0,0,0,11,10,4107,3992,8099,4128,4023,8146,110,142,251,10,5,12,8,6,9,4,9,7,7524,7165,14693,7656,7322,14978,834,1132,1961,25,44,69,48,49,94,11,0,5,6068,5654,11721,6974,6877,13859,2241,2669,4908,53,83,140,92,182,272,11,8,19,3879,3500,7375,6284,6436,12713,2939,3192,6131,106,123,231,179,291,468,10,11,16,2208,2042,4254,5444,5664,11107,3016,2888,5903,134,175,310,287,413,700,5,29,31,1499,1442,2948,4935,4953,9885,2613,2675,5292,152
LGA16610,657,17,5,21,65,56,122,46,131,173,31,19,49,507,518,1020,270,210,477,10,17,22,32,28,64,48,180,229,35,12,46,396,441,839,202,108,312,8,0,4,20,17,38,48,200,249,25,11,35,302,344,636,100,46,141,5,0,6,10,11,22,75,294,365,12,23,36,196,373,566,4154,4155,8310,301,338,642,835,925,1756,295,1062,1357,2974,2414,5388,8552,8897,17449,0,3,3,0,0,0,0,0,0,0,0,0,777,724,1506,777,731,1508,18,37,56,0,7,7,0,0,4,0,0,0,538,513,1048,562,558,1117,118,160,281,3,11,14,6,11,16,0,0,0,390,316,704,518,505,1021,188,232,418,15,25,38,12,22,41,0,0,4,243,219,467,461,501,962,266,295,563,21,48,66,23,59,75,0,0,0,225,202,428,529,604,1132,330,362,686,39,47,88,65,72,134,4,11,9,220,193,419,652,684,1332,345,364,713,40
LGA16700,2025,46,54,104,143,193,337,88,454,541,106,125,232,1472,1765,3236,933,718,1653,31,33,62,77,152,232,143,544,689,71,83,154,1260,1528,2788,710,467,1174,9,12,26,38,96,138,198,820,1021,48,92,135,1007,1489,2498,471,245,718,4,8,14,30,51,84,291,1218,1510,36,139,179,838,1666,2501,21622,21758,43383,779,1010,1790,2122,3392,5515,903,3881,4782,15715,14732,30452,41140,44780,85921,13,12,26,0,0,3,0,0,0,0,3,0,3166,2935,6105,3185,2955,6140,104,269,373,3,5,9,8,10,20,0,0,3,4565,4627,9191,4687,4910,9597,1279,1963,3238,23,46,69,37,63,96,0,0,5,3705,3427,7134,5046,5493,10539,3150,3434,6584,65,71,141,68,157,226,7,9,15,1975,1708,3683,5261,5378,10641,3295,3281,6575,93,120,211,140,234,371,4,14,15,1035,1008,2040,4569,4648,9214,2798,2758,5559,112,143,260,180,305,488,12,31,41,808,789,1597,3910,4028,7941,2399,2620,5016,101
LGA16900,1521,26,20,51,100,142,244,82,360,441,36,18,52,1060,1248,2306,589,416,1008,16,19,36,41,81,122,112,407,524,24,13,32,778,937,1718,398,214,619,7,15,16,25,44,67,137,457,591,25,6,28,583,736,1318,183,104,282,3,8,7,13,30,45,119,457,569,4,16,20,312,610,923,12820,12845,25664,703,921,1629,1772,2519,4289,675,2329,3008,8245,7214,15462,24217,25829,50046,6,3,6,0,0,0,0,0,0,0,3,3,2404,2294,4705,2410,2305,4714,56,132,196,0,8,14,0,0,0,0,0,0,2088,1981,4067,2152,2125,4274,445,700,1145,26,57,76,10,32,41,0,6,5,1368,1222,2586,1845,2016,3854,1045,1227,2272,52,88,136,51,75,122,0,0,4,853,761,1618,2005,2151,4159,1186,1242,2434,82,128,209,102,174,275,8,4,9,589,503,1091,1971,2051,4018,1430,1496,2921,104,144,243,170,286,457,10,15,28,481,460,939,2202,2397,4592,1375,1433,2807,120
LGA16950,3636,85,41,121,296,296,591,222,575,802,112,69,180,2671,2667,5336,1427,1108,2535,46,45,89,184,175,361,257,777,1034,75,46,120,1993,2152,4147,990,698,1689,42,14,59,97,77,172,291,870,1162,55,43,101,1477,1711,3184,566,280,843,10,10,20,44,62,108,362,1162,1525,23,50,74,1009,1555,2568,19569,19545,39108,1292,1415,2706,3538,4286,7829,1552,4534,6086,11409,9269,20681,37357,39056,76411,7,6,10,0,0,0,6,0,5,0,0,5,2694,2593,5285,2707,2602,5311,106,162,264,3,9,17,4,4,6,0,0,4,2363,1968,4327,2471,2151,4617,463,681,1145,29,66,96,27,38,61,0,3,3,1827,1439,3261,2346,2231,4575,1014,1195,2207,60,103,166,48,92,141,9,12,19,1224,978,2199,2354,2381,4735,1205,1271,2478,109,149,260,133,195,331,4,19,23,907,714,1616,2361,2353,4706,1412,1491,2898,161,205,364,233,345,572,9,20,28,840,675,1518,2644,2739,5379,1511,1687,3197,147
LGA17000,369,6,3,14,27,19,47,14,77,97,15,7,22,270,264,534,146,109,253,7,0,10,11,8,23,28,84,114,8,10,13,199,217,417,90,70,162,0,0,0,0,8,11,25,129,158,4,13,17,122,224,345,48,24,71,0,0,0,0,3,8,28,149,180,3,10,11,80,189,265,4555,4544,9098,281,260,540,636,672,1312,182,614,802,3409,2501,5908,9071,8596,17666,3,0,3,0,0,0,0,0,0,0,0,0,899,775,1678,907,775,1680,22,65,85,5,8,15,0,0,0,0,0,0,798,576,1372,825,649,1470,204,251,448,8,17,32,9,10,23,0,3,3,540,412,957,764,698,1454,370,443,817,30,34,60,22,27,47,0,3,3,292,226,517,715,727,1443,429,458,893,40,36,68,43,54,87,0,3,3,216,151,369,726,700,1427,499,582,1081,42,51,92,56,74,127,0,9,10,183,140,324,783,853,1633,516,545,1063,36
LGA17040,482,24,9,35,32,44,73,32,86,119,26,17,50,385,363,749,197,114,309,19,0,23,21,22,50,31,120,161,13,8,25,282,275,561,104,66,173,5,0,5,19,18,36,39,140,181,19,9,23,185,232,419,76,41,126,5,0,6,4,11,12,49,190,246,13,12,27,146,257,408,3907,3850,7757,286,255,546,715,715,1429,236,745,980,2995,2182,5175,8137,7745,15881,5,3,10,0,0,0,0,0,0,0,0,0,624,545,1168,630,549,1173,16,22,31,0,0,4,0,4,4,0,0,0,573,463,1032,589,491,1073,90,140,230,8,0,11,5,4,10,5,0,5,496,379,870,601,521,1125,221,252,475,18,13,26,14,18,36,3,0,6,325,252,571,569,536,1110,297,354,644,17,12,31,14,27,45,3,5,5,223,144,368,547,542,1089,421,401,825,27,27,52,46,75,123,0,8,8,225,149,364,715,657,1369,418,440,857,38
LGA17080,438,8,0,7,38,31,71,31,81,114,32,7,40,352,319,670,164,114,278,4,10,10,15,13,31,46,106,147,17,8,22,246,245,486,95,63,163,7,0,7,9,4,11,45,133,183,11,3,18,169,208,383,67,34,104,0,0,0,8,6,7,40,183,221,4,12,16,127,222,349,2912,2864,5782,188,184,371,496,460,961,233,652,886,2003,1455,3460,5835,5618,11458,0,0,0,0,0,0,0,0,0,0,0,0,395,373,770,395,378,777,6,21,33,0,6,6,0,0,0,0,0,0,332,294,627,345,318,664,80,99,179,7,9,11,3,7,10,0,0,0,267,192,458,353,306,655,168,216,386,9,14,18,9,5,10,0,0,0,215,152,365,397,391,785,199,203,407,3,21,24,15,19,36,0,0,0,171,123,288,390,363,752,250,257,503,26,25,48,34,49,73,0,4,4,142,97,238,446,427,876,230,288,516,23
LGA17100,595,9,10,18,27,44,75,25,146,170,48,34,82,427,521,946,270,193,461,10,8,17,24,18,46,34,196,233,30,30,63,372,445,819,201,104,302,0,4,4,7,13,26,36,220,254,25,27,49,266,369,629,129,80,205,3,0,9,9,15,20,78,325,406,16,24,37,228,440,671,7688,7727,15410,224,311,533,584,948,1530,250,1180,1429,5913,4624,10538,14654,14790,29444,4,11,14,0,0,5,0,0,0,0,0,0,1228,1196,2422,1232,1210,2441,79,193,270,0,13,16,0,4,8,0,0,0,2005,1557,3563,2085,1765,3852,654,939,1593,24,21,44,17,30,52,0,3,3,2019,1297,3321,2707,2298,5007,1381,1382,2761,36,41,76,40,54,92,0,0,0,807,557,1368,2259,2034,4290,1134,985,2117,34,32,64,42,81,119,0,3,3,363,277,640,1567,1377,2947,837,835,1679,40,55,98,61,107,165,0,0,3,195,191,384,1132,1193,2325,789,890,1678,36
LGA17150,4698,66,62,130,260,415,675,205,832,1038,113,75,190,3195,3545,6736,1897,1552,3460,55,36,93,178,264,442,273,1135,1402,89,72,163,2490,3068,5558,1541,1057,2604,35,27,62,85,192,279,372,1662,2033,74,67,148,2111,3012,5123,896,466,1359,11,9,27,59,136,193,553,2335,2885,40,93,131,1563,3038,4596,45834,46103,91936,1840,2377,4218,4927,7697,12620,1931,7673,9602,27866,24249,52113,82389,88101,170490,12,13,25,0,0,4,0,0,3,0,0,3,6716,6377,13092,6736,6398,13126,120,231,357,9,8,15,8,5,20,6,0,7,6374,5948,12321,6510,6204,12714,1193,1919,3117,30,76,106,36,45,79,3,4,9,4974,4436,9415,6243,6485,12728,3428,4264,7691,102,158,257,117,193,307,5,10,11,2850,2396,5252,6499,7026,13519,4674,5199,9873,157,229,390,269,397,663,9,29,41,1802,1468,3268,6912,7322,14231,5449,5728,11178,240,377,615,503,739,1245,13,37,48,1511,1328,2835,7717,8209,15923,5194,5476,10666,302
LGA17200,1374,83,61,141,294,342,634,100,397,500,409,195,604,1649,1602,3256,539,402,941,54,32,83,187,210,400,112,425,543,317,114,434,1207,1185,2391,386,189,572,33,10,48,74,144,222,133,485,620,176,105,276,796,934,1730,211,79,286,12,12,25,31,62,101,140,702,847,90,100,190,483,962,1442,20304,19834,40135,1854,1715,3574,5778,6577,12350,822,3062,3875,54605,42911,97514,83362,74098,157457,23,24,47,0,0,3,4,0,8,6,14,14,3735,4563,8299,3766,4605,8372,378,673,1052,28,22,60,16,22,40,12,3,13,12803,14625,27431,13236,15353,28592,2385,3129,5514,74,119,195,111,179,293,17,19,37,16228,15114,31342,18816,18564,37379,4916,5085,9995,217,242,463,384,490,878,6,19,23,11140,8989,20132,16658,14823,31481,4095,3610,7701,236,198,434,537,598,1135,9,20,32,6163,4446,10603,11040,8864,19913,2752,2362,5115,214,205,421,587,663,1251,30,39,63,4379,2717,7094,7960,5981,13940,2019,1947,3972,232
LGA17310,1517,31,38,67,112,129,237,96,320,417,72,40,114,1103,1241,2347,630,422,1052,18,4,27,54,72,123,98,399,501,35,32,68,836,929,1768,396,229,627,0,11,13,34,33,66,97,459,556,30,34,59,556,760,1325,205,102,305,8,8,12,19,21,42,148,641,783,11,31,39,387,803,1185,11020,11017,22038,697,849,1546,1725,2220,3945,627,2462,3083,7331,6562,13887,21396,23104,44499,5,4,10,0,0,0,6,0,6,0,0,0,1935,1802,3737,1948,1811,3755,75,126,203,13,17,24,5,6,10,0,0,0,1507,1450,2960,1599,1603,3198,420,603,1018,28,57,85,13,18,33,0,4,6,1303,1159,2467,1763,1850,3612,821,941,1763,44,84,126,55,65,119,4,11,18,837,721,1558,1756,1825,3580,874,985,1858,69,100,171,77,111,188,0,12,14,526,549,1073,1550,1760,3311,1100,1072,2172,92,123,217,130,186,312,4,18,26,462,419,884,1791,1826,3612,1073,1113,2186,117
LGA17350,178,8,7,8,8,7,17,10,42,56,12,6,16,132,145,278,86,64,149,3,0,3,10,14,22,12,53,70,8,0,11,121,137,260,49,25,78,0,0,0,3,7,11,17,73,87,11,11,20,81,114,193,18,16,34,0,0,0,3,0,6,14,105,121,5,6,8,45,128,170,1232,1237,2467,66,70,138,195,170,364,78,342,417,682,524,1210,2253,2347,4602,0,0,0,0,0,0,0,0,0,0,0,0,199,188,387,199,186,386,4,9,13,0,0,0,0,0,0,0,0,0,127,97,228,130,109,240,38,56,91,0,8,3,0,0,0,0,0,0,101,88,188,136,152,290,79,83,157,0,0,0,0,5,11,0,5,5,63,47,104,138,140,275,77,99,175,3,12,14,7,9,13,0,0,0,42,25,68,132,150,274,91,108,198,3,10,18,12,15,28,0,4,6,39,29,68,147,163,317,115,118,236,17
LGA17400,236,10,0,11,24,14,40,12,41,54,20,11,34,208,169,375,93,46,140,9,9,10,17,7,22,9,59,63,3,9,12,131,125,254,40,33,69,0,4,4,3,3,3,13,74,80,9,3,16,60,115,176,27,8,38,3,0,5,4,4,8,19,83,98,8,0,6,55,102,152,1398,1377,2779,118,104,216,321,289,611,85,349,431,806,663,1472,2727,2783,5510,0,0,0,0,0,0,0,0,0,0,0,0,186,150,336,186,149,334,6,0,3,0,4,4,0,3,3,0,0,0,94,107,205,102,112,212,15,24,43,0,3,3,0,5,5,0,0,0,81,90,169,101,117,221,36,49,81,4,11,10,4,0,0,0,0,0,56,54,109,90,111,207,63,83,147,6,8,16,3,8,10,0,4,4,59,58,114,127,164,285,86,117,202,4,14,24,16,18,39,4,5,7,65,45,109,181,198,381,99,109,208,4
