LGA_CODE_2021,C11_OO_DS_Sep_house,C11_OO_DS_SemiDRTHT,C11_OO_DS_F_a,C11_OO_DS_OD,C11_OO_DS_NS,C11_Owned_Outright_Tot,C11_OWM_DS_Sep_house,C11_OWM_DS_SemiDRTHT,C11_OWM_DS_F_a,C11_OWM_DS_OD,C11_OWM_DS_NS,C11_Owned_with_mortgage_Tot,C11_R_REA_DS_Sep_house,C11_R_REA_DS_SemiDRTHT,C11_R_REA_DS_F_a,C11_R_REA_DS_OD,C11_R_REA_DS_NS,C11_R_Real_Estate_Agent_Tot,C11_R_STHA_DS_Sep_house,C11_R_STHA_DS_SemiDRTHT,C11_R_STHA_DS_F_a,C11_R_STHA_DS_OD,C11_R_STHA_DS_NS,C11_R_ST_House_Auth_Tot,C11_R_CHP_DS_Sep_house,C11_R_CHP_DS_SemiDRTHT,C11_R_CHP_DS_F_a,C11_R_CHP_DS_OD,C11_R_CHP_DS_NS,C11_R_CHP_Tot,C11_R_PNISH_DS_Sep_house,C11_R_PNISH_DS_SemDRTHT,C11_R_PNISH_DS_F_a,C11_R_PNISH_DS_OD,C11_R_PNISH_DS_NS,C11_R_PNISH_Tot,C11_R_OLT_DS_Sep_house,C11_R_OLT_DS_SemDRTHT,C11_R_OLT_DS_F_a,C11_R_OLT_DS_OD,C11_R_OLT_DS_NS,C11_R_Oth_Llord_Type_Tot,C11_R_LT_NS_DS_Sep_house,C11_R_LT_NS_DS_SemDRTHT,C11_R_LT_NS_DS_F_a,C11_R_LT_NS_DS_OD,C11_R_LT_NS_DS_NS,C11_R_Llord_Type_NS_Tot,C11_R_Tot_DS_Sep_house,C11_R_Tot_DS_SemDRTHT,C11_R_Tot_DS_F_a,C11_R_Tot_DS_OD,C11_R_Tot_DS_NS,C11_R_Tot_Tot,C11_OTT_DS_Sep_house,C11_OTT_DS_SemiDRTHT,C11_OTT_DS_F_a,C11_OTT_DS_OD,C11_OTT_DS_NS,C11_OTT_Tot,C11_TT_NS_DS_Sep_house,C11_TT_NS_DS_SemiDRTHT,C11_TT_NS_DS_F_a,C11_TT_NS_DS_OD,C11_TT_NS_DS_NS,C11_TT_NS_Tot,C11_Tot_DS_Sep_house,C11_Tot_DS_SemiDRTHT,C11_Tot_DS_F_a,C11_Tot_DS_OD,C11_Tot_DS_NS,C11_Tot_Tot,C16_OO_DS_Sep_house,C16_OO_DS_SemiDRTHT,C16_OO_DS_F_a,C16_OO_DS_OD,C16_OO_DS_NS,C16_OO_Tot,C16_OWM_DS_Sep_house,C16_OWM_DS_SemiDRTHT,C16_OWM_DS_F_a,C16_OWM_DS_OD,C16_OWM_DS_NS,C16_OWM_Tot,C16_R_REA_DS_Sep_house,C16_R_REA_DS_SemiDRTHT,C16_R_REA_DS_F_a,C16_R_REA_DS_OD,C16_R_REA_DS_NS,C16_R_REA_Tot,C16_R_STHA_DS_Sep_house,C16_R_STHA_DS_SemiDRTHT,C16_R_STHA_DS_F_a,C16_R_STHA_DS_OD,C16_R_STHA_DS_NS,C16_R_STHA_Tot,C16_R_CHP_DS_Sep_house,C16_R_CHP_DS_SemiDRTHT,C16_R_CHP_DS_F_a,C16_R_CHP_DS_OD,C16_R_CHP_DS_NS,C16_R_CHP_Tot,C16_R_PNISH_DS_Sep_house,C16_R_PNISH_DS_SemDRTHT,C16_R_PNISH_DS_F_a,C16_R_PNISH_DS_OD,C16_R_PNISH_DS_NS,C16_R_PNISH_Tot,C16_R_OLT_DS_Sep_house,C16_R_OLT_DS_SemDRTHT,C16_R_OLT_DS_F_a,C16_R_OLT_DS_OD,C16_R_OLT_DS_NS,C16_R_OLT_Tot,C16_R_LT_NS_DS_Sep_house,C16_R_LT_NS_DS_SemDRTHT,C16_R_LT_NS_DS_F_a,C16_R_LT_NS_DS_OD,C16_R_LT_NS_DS_NS,C16_R_LT_NS_Tot,C16_R_Tot_DS_Sep_house,C16_R_Tot_DS_SemiDRTHT,C16_R_Tot_DS_F_a,C16_R_Tot_DS_OD,C16_R_Tot_DS_NS,C16_R_Tot_Tot,C16_OTT_DS_Sep_house,C16_OTT_DS_SemiDRTHT,C16_OTT_DS_F_a,C16_OTT_DS_OD,C16_OTT_DS_NS,C16_OTT_Tot,C16_TT_NS_DS_Sep_house,C16_TT_NS_DS_SemiDRTHT,C16_TT_NS_DS_F_a,C16_TT_NS_DS_OD,C16_TT_NS_DS_NS,C16_TT_NS_Tot,C16_Tot_DS_Sep_house,C16_Tot_DS_SemiDRTHT,C16_Tot_DS_F_a,C16_Tot_DS_OD,C16_Tot_DS_NS,C16_Tot_Tot,C21_OO_DS_Sep_house,C21_OO_DS_SemiDRTHT,C21_OO_DS_F_a,C21_OO_DS_OD,C21_OO_DS_NS,C21_OO_Tot,C21_OWM_DS_Sep_house,C21_OWM_DS_SemiDRTHT,C21_OWM_DS_F_a,C21_OWM_DS_OD,C21_OWM_DS_NS,C21_OWM_Tot,C21_R_REA_DS_Sep_house,C21_R_REA_DS_SemiDRTHT,C21_R_REA_DS_F_a,C21_R_REA_DS_OD,C21_R_REA_DS_NS,C21_R_REA_Tot,C21_R_STHA_DS_Sep_house,C21_R_STHA_DS_SemiDRTHT,C21_R_STHA_DS_F_a,C21_R_STHA_DS_OD,C21_R_STHA_DS_NS,C21_R_STHA_Tot,C21_R_CHP_DS_Sep_house,C21_R_CHP_DS_SemiDRTHT,C21_R_CHP_DS_F_a,C21_R_CHP_DS_OD,C21_R_CHP_DS_NS,C21_R_CHP_Tot,C21_R_PNISH_DS_Sep_house,C21_R_PNISH_DS_SemDRTHT,C21_R_PNISH_DS_F_a,C21_R_PNISH_DS_OD,C21_R_PNISH_DS_NS,C21_R_PNISH_Tot,C21_R_OLT_DS_Sep_house,C21_R_OLT_DS_SemDRTHT,C21_R_OLT_DS_F_a,C21_R_OLT_DS_OD,C21_R_OLT_DS_NS,C21_R_OLT_Tot,C21_R_LT_NS_DS_Sep_house,C21_R_LT_NS_DS_SemDRTHT,C21_R_LT_NS_DS_F_a,C21_R_LT_NS_DS_OD,C21_R_LT_NS_DS_NS,C21_R_LT_NS_Tot,C21_R_Tot_DS_Sep_house,C21_R_Tot_DS_SemiDRTHT,C21_R_Tot_DS_F_a,C21_R_Tot_DS_OD,C21_R_Tot_DS_NS,C21_R_Tot_Tot,C21_OTT_DS_Sep_house,C21_OTT_DS_SemiDRTHT
LGA14300,715,8,4,3,5,731,644,0,0,0,0,645,163,23,11,0,0,193,45,3,0,0,0,48,5,5,0,0,0,14,99,4,0,4,0,106,12,6,0,4,0,18,5,0,0,0,0,0,334,39,6,5,0,387,51,0,0,0,3,55,112,5,0,5,4,120,1856,52,9,20,13,1949,686,3,0,3,4,702,629,9,0,0,0,636,207,11,19,0,0,236,32,0,6,0,0,45,0,11,0,0,0,10,103,0,7,0,4,108,12,0,0,0,0,11,4,0,0,0,0,0,356,29,29,0,3,415,68,0,0,0,0,72,230,3,11,8,0,251,1961,44,45,10,15,2074,814,7,9,6,0,831,640,7,0,9,0,659,290,15,36,0,0,346,34,4,11,0,0,47,0,5,5,0,0,9,114,0,0,0,0,118,16,0,0,0,0,18,0,3,0,0,0,0,450,20,55,3,3,536,51,0
LGA14350,4255,173,73,219,3,4718,2739,97,24,15,5,2879,1108,154,267,8,0,1538,295,38,33,0,0,374,107,18,18,0,0,141,496,34,41,11,0,590,44,0,18,67,0,134,14,4,4,0,0,25,2068,252,381,87,0,2799,203,8,7,13,0,225,499,39,49,53,0,641,9760,574,530,385,10,11262,4349,115,100,152,71,4781,2800,30,27,14,23,2902,1036,168,215,16,13,1448,228,40,47,0,0,318,62,18,18,0,0,94,584,30,25,6,10,654,50,8,3,36,9,107,21,6,6,0,0,22,1979,260,313,54,37,2644,169,7,8,17,14,210,950,65,65,85,42,1201,10249,473,509,324,186,11742,4994,63,147,158,23,5382,2959,36,54,20,9,3076,1102,126,348,13,0,1594,142,10,29,0,0,191,146,25,56,0,3,234,563,23,52,4,3,640,94,0,10,60,3,167,24,0,0,0,0,26,2075,188,497,77,19,2856,166,0
LGA14400,2872,247,197,48,0,3364,2093,146,39,9,0,2292,571,169,160,20,0,914,29,12,18,0,0,58,6,8,32,0,0,48,261,57,54,7,0,379,26,0,3,23,0,46,3,0,0,0,0,9,901,241,260,47,0,1446,89,5,108,0,0,207,211,30,55,21,0,311,6169,674,665,120,3,7628,3011,350,201,48,37,3652,2122,229,50,8,0,2414,497,225,160,10,8,899,31,16,14,0,0,69,3,0,23,0,0,31,235,48,44,0,0,327,22,0,10,23,4,58,3,0,3,0,0,9,797,294,256,32,14,1392,84,5,116,8,0,217,352,53,118,15,22,556,6365,936,739,107,79,8230,3406,453,264,36,11,4173,2295,283,69,4,0,2656,518,310,216,4,4,1054,26,26,9,0,0,62,17,21,8,0,0,45,248,50,53,7,0,355,26,4,9,12,0,50,4,3,0,0,0,11,833,414,286,27,7,1573,86,73
LGA14500,13784,736,1995,9,13,16531,11381,309,1415,0,11,13120,1935,228,1574,7,11,3748,21,0,7,0,0,28,18,25,82,0,7,134,607,64,339,3,12,1026,38,6,34,5,0,89,10,0,13,0,0,25,2627,328,2057,9,27,5042,284,79,229,0,3,607,898,110,446,6,5,1459,28976,1562,6140,27,54,36760,12954,912,2421,0,19,16307,12004,303,2224,7,10,14542,2000,189,2763,11,17,4981,19,0,6,0,0,27,27,10,85,0,3,127,549,44,418,3,7,1022,44,10,65,3,9,126,8,0,9,0,0,17,2642,249,3353,17,37,6295,332,40,366,3,6,753,856,107,558,9,15,1537,28794,1613,8924,27,84,39445,13007,802,3081,15,3,16906,12353,399,2823,43,3,15622,2295,265,4320,51,17,6954,13,0,8,0,0,23,16,15,63,0,4,96,555,50,485,10,0,1100,58,15,71,0,5,147,8,4,24,0,0,34,2946,354,4978,64,24,8356,326,73
LGA14550,1661,3,14,33,0,1710,999,3,0,9,0,1011,237,17,32,0,0,280,36,5,0,0,0,41,33,0,8,0,0,41,242,3,8,7,0,259,38,0,0,3,0,45,4,0,0,0,0,4,594,24,50,13,0,673,118,0,3,5,0,127,188,4,3,13,0,211,3557,34,64,76,0,3730,1589,0,11,38,11,1659,956,3,0,14,8,976,243,6,35,5,0,298,40,4,0,0,0,44,11,0,4,0,0,11,270,3,9,3,4,288,23,4,0,0,0,31,11,0,0,0,0,14,593,17,45,11,4,680,125,0,0,7,4,136,382,3,11,15,3,417,3649,30,75,88,29,3868,1809,3,23,44,19,1903,955,0,0,7,0,961,264,8,39,4,0,316,31,0,9,0,0,39,16,0,0,0,0,18,305,0,18,14,0,328,34,0,0,3,0,32,0,0,0,0,0,4,648,8,62,19,0,735,144,0
LGA14600,1073,0,0,27,0,1103,576,0,0,3,0,579,97,0,18,3,0,124,94,6,13,0,0,107,63,5,5,0,0,82,167,6,11,0,0,184,73,10,6,0,0,87,10,0,0,0,0,10,512,28,50,3,0,591,153,4,0,3,0,164,141,0,7,8,0,163,2451,39,60,48,4,2596,887,3,4,11,25,933,484,0,0,3,22,510,107,0,17,0,3,123,91,0,4,0,3,99,66,3,5,0,0,74,173,0,16,9,10,206,56,0,14,0,3,83,4,0,0,0,0,6,502,3,55,7,16,588,99,0,0,3,0,102,296,10,14,18,3,343,2266,18,74,43,70,2473,921,3,4,8,8,948,512,0,0,4,5,518,105,14,8,0,0,121,85,9,10,0,0,102,67,0,11,0,0,81,177,3,20,0,5,209,70,12,13,4,0,100,17,0,0,0,0,19,523,38,53,9,10,626,117,4
LGA14650,24165,1800,796,404,10,27181,24059,590,312,29,8,24994,5772,1064,1079,53,9,7976,1907,712,636,0,0,3256,138,70,160,0,0,366,2591,311,262,32,4,3198,236,78,21,152,4,488,55,6,17,0,0,78,10697,2241,2182,244,14,15374,640,220,214,28,0,1102,2268,324,325,136,0,3053,61823,5181,3821,830,39,71696,24252,2522,610,350,23,27763,25132,817,242,36,28,26259,6567,1581,856,57,41,9102,1718,841,498,0,0,3059,108,157,96,4,0,371,2398,399,163,21,16,2997,164,58,21,131,10,384,56,19,11,0,0,84,11011,3044,1639,222,70,15990,694,375,148,26,9,1240,2634,544,278,173,41,3668,63722,7301,2919,807,175,74915,26658,2469,804,258,18,30209,27868,1136,381,25,13,29420,8169,1965,1100,46,23,11301,1760,805,519,0,5,3088,192,158,249,0,6,610,2686,382,202,27,19,3305,314,82,45,65,22,526,63,25,25,0,0,109,13178,3416,2133,143,63,18936,785,696
LGA14700,2740,211,1038,6,0,3994,2279,219,1496,3,0,3996,498,153,1854,17,4,2528,77,27,94,0,0,198,8,0,66,0,0,73,159,73,391,6,0,634,8,5,24,0,18,58,6,0,5,0,0,11,754,252,2437,25,27,3491,61,13,113,0,10,204,178,38,323,6,0,549,6016,739,5411,42,39,12238,2682,228,1149,6,0,4069,2272,228,1934,0,5,4436,470,135,2998,6,16,3632,13,73,74,0,0,159,7,8,76,0,0,83,133,46,425,0,8,619,9,0,37,0,20,69,5,0,9,0,0,14,639,266,3615,6,42,4572,69,11,131,0,5,215,200,37,545,8,9,797,5861,772,7371,21,64,14087,2679,228,1415,0,0,4321,2327,241,2492,0,0,5058,577,182,3970,9,8,4747,8,48,56,0,0,111,11,39,101,0,0,146,162,32,466,0,0,658,12,0,80,0,3,93,0,0,19,0,0,17,772,302,4681,13,14,5781,61,26
LGA14750,1301,29,46,16,0,1396,1204,12,24,0,0,1244,333,59,101,3,0,499,115,9,0,0,0,122,12,15,0,0,0,20,184,24,22,0,0,229,33,6,9,16,0,52,5,0,0,0,0,7,673,111,128,22,0,931,90,0,16,0,0,119,228,15,62,7,0,309,3494,173,271,49,5,3996,1288,43,30,19,13,1394,1153,16,17,3,12,1195,358,89,97,0,3,555,91,10,6,0,0,103,9,3,0,0,0,14,216,27,29,7,4,279,34,3,5,13,0,50,14,0,0,0,0,12,725,135,143,20,11,1023,81,3,19,0,0,104,399,17,41,13,11,482,3646,207,245,62,38,4197,1356,10,57,18,4,1447,1232,8,24,13,5,1286,384,59,174,10,0,620,96,4,6,0,0,105,4,5,0,0,0,8,233,18,43,0,4,305,58,4,14,9,0,89,3,0,3,0,0,11,781,88,239,25,3,1136,61,5
LGA14850,5502,175,134,119,7,5936,5065,107,112,26,3,5313,1264,324,565,23,0,2177,280,93,129,6,0,506,69,33,16,0,0,126,1076,100,149,41,0,1367,79,8,16,95,0,200,23,0,5,0,0,29,2796,563,884,165,0,4403,267,22,25,13,0,335,557,87,90,76,0,809,14192,946,1246,411,15,16805,5301,293,66,186,32,5874,4782,163,49,75,20,5094,1361,563,360,16,12,2313,217,148,72,0,0,435,54,93,28,0,3,178,1024,150,95,27,11,1312,62,17,12,60,5,148,11,9,3,0,0,25,2727,976,572,110,30,4408,237,39,12,22,9,319,1151,195,168,128,22,1663,14198,1664,864,520,109,17357,5920,320,131,118,15,6510,5176,205,91,8,6,5481,1383,603,376,9,9,2383,233,143,52,0,0,434,60,136,40,3,0,239,1119,144,100,24,7,1398,86,18,19,101,0,223,20,18,4,3,0,47,2903,1065,595,140,22,4727,256,93
LGA14870,3023,103,13,16,0,3156,2388,39,6,6,3,2443,603,147,107,19,0,876,308,38,53,0,0,397,4,4,3,0,0,15,325,30,27,10,0,391,43,3,3,0,0,55,12,4,5,0,0,19,1297,235,197,32,4,1753,136,27,3,3,0,172,415,33,34,46,0,533,7257,433,246,106,11,8054,3005,115,5,165,31,3320,2135,34,3,122,20,2318,659,218,54,10,0,952,270,83,22,0,0,384,7,10,7,0,0,24,312,18,20,16,7,376,28,3,3,20,0,50,7,0,4,0,0,12,1289,333,117,47,12,1795,130,22,4,12,3,164,770,72,30,75,7,950,7324,572,158,420,73,8549,3367,140,9,26,11,3564,2420,45,6,12,8,2487,873,216,72,10,5,1172,295,81,18,0,0,399,11,16,11,0,0,45,324,23,16,3,5,373,47,3,7,11,7,73,4,3,0,0,0,8,1567,347,120,22,11,2069,98,87
LGA14900,11424,939,552,28,6,12952,18797,2378,1322,10,13,22511,4235,1398,2610,15,11,8264,1865,757,1301,0,5,3923,98,90,145,0,0,331,1341,248,240,9,6,1842,738,70,66,20,4,897,47,17,27,0,0,93,8330,2575,4384,38,19,15352,505,95,72,3,3,679,2485,587,1191,12,6,4278,41545,6577,7517,95,50,55782,12771,726,645,26,26,14196,20265,2005,1209,30,53,23566,5375,1708,3607,29,37,10750,1746,901,1242,4,17,3914,87,96,132,0,0,311,1373,219,278,0,20,1899,665,88,72,10,12,850,56,9,31,7,0,106,9296,3024,5360,51,94,17824,583,96,105,4,82,876,3166,713,1722,47,123,5767,46080,6565,9041,160,375,62223,14135,885,947,4,25,16000,22522,2376,1892,0,70,26869,8021,2139,5778,23,57,16014,1763,875,1277,0,12,3922,195,189,387,0,9,782,1762,246,453,3,24,2485,957,98,139,0,6,1201,84,14,51,0,3,151,12775,3566,8085,23,113,24559,561,184
LGA14920,1254,3,6,5,0,1276,717,0,0,5,3,730,226,19,18,0,0,266,50,5,0,0,0,59,31,0,8,0,0,36,241,8,8,0,0,260,43,0,6,0,3,52,5,0,0,0,0,3,594,37,40,3,3,674,161,0,0,3,0,169,133,0,0,5,0,143,2865,42,49,28,7,2994,1194,5,3,12,5,1214,720,0,3,4,6,728,259,8,41,0,0,304,50,0,16,0,0,64,35,0,4,0,0,40,218,0,7,3,0,232,45,0,3,3,0,52,9,0,0,0,0,9,612,12,69,7,0,697,146,0,8,3,0,156,291,3,11,11,0,318,2956,20,96,36,10,3119,1255,5,6,7,3,1276,699,9,4,3,0,710,251,32,16,0,0,298,32,5,5,0,0,37,47,13,3,0,0,67,195,0,0,0,0,205,78,0,0,4,0,81,3,0,0,0,0,3,614,49,27,3,4,696,123,0
LGA14950,544,0,0,8,0,550,345,0,0,5,0,350,23,0,3,0,0,25,3,0,0,0,0,8,4,0,0,0,3,9,74,0,0,0,0,75,17,0,4,0,0,24,0,0,0,0,0,0,125,0,12,0,3,140,50,0,0,0,0,50,62,0,0,0,3,67,1121,0,11,8,5,1152,535,0,0,3,4,536,342,0,0,5,5,344,40,0,9,0,0,50,0,0,6,0,0,12,6,7,0,0,0,7,72,0,6,3,0,84,12,0,0,3,0,16,0,0,0,0,0,0,135,7,19,3,0,157,50,0,0,6,0,57,115,0,4,3,4,125,1167,0,22,17,9,1223,584,0,0,0,12,597,344,0,0,3,6,351,45,0,5,0,0,57,0,0,5,0,0,6,3,0,5,0,0,10,86,0,0,0,4,93,20,0,0,0,0,22,3,0,0,0,0,4,158,5,16,0,0,187,52,0
LGA15050,6983,309,130,41,0,7459,9290,209,90,23,0,9613,2426,550,544,30,0,3544,946,181,180,0,0,1307,26,27,24,0,0,75,738,101,79,20,0,931,214,14,22,41,0,292,18,3,4,0,0,30,4369,868,844,91,0,6176,197,28,51,3,0,274,800,115,128,43,0,1090,21638,1528,1241,191,3,24609,7289,432,36,22,140,7930,10174,257,24,18,25,10505,3680,1045,331,21,18,5099,847,303,111,4,0,1269,23,26,16,0,10,72,812,144,29,8,0,994,238,14,11,26,6,294,23,8,4,0,3,43,5634,1548,500,52,42,7777,207,118,0,0,58,388,1199,219,107,49,114,1690,24504,2576,674,152,381,28289,8433,571,53,117,11,9193,12352,371,41,8,7,12783,4761,1262,421,28,5,6475,777,238,86,0,3,1104,246,147,66,0,3,463,1026,157,42,7,7,1238,389,32,5,42,4,472,30,13,0,0,0,45,7220,1850,627,78,22,9802,353,305
LGA15240,13521,1176,570,536,5,15811,8222,263,159,61,5,8712,3136,748,1205,47,10,5148,448,145,215,0,0,809,148,88,57,0,0,296,1378,199,213,40,6,1836,160,22,29,117,3,330,25,7,10,0,0,47,5294,1214,1731,206,14,8459,578,130,58,63,4,827,1443,229,298,174,0,2150,29066,3012,2809,1047,35,35968,14482,1471,475,577,103,17107,8322,283,157,58,53,8869,3249,848,1184,68,43,5391,407,176,208,4,4,803,98,101,75,0,0,274,1363,194,170,31,15,1762,119,38,24,96,11,289,54,7,7,10,0,80,5281,1362,1667,208,72,8594,672,167,28,38,20,926,2166,352,337,241,80,3178,30923,3636,2665,1126,323,38677,16918,1502,686,465,46,19610,9049,367,205,28,14,9659,3515,898,1154,73,21,5658,314,142,156,0,0,608,181,159,155,0,0,495,1482,206,188,31,10,1916,212,48,43,98,16,411,30,27,16,0,0,77,5730,1483,1700,204,55,9176,922,117
LGA15270,3266,67,49,64,0,3438,2410,35,12,15,0,2470,859,148,142,14,0,1162,201,17,46,0,0,265,20,3,4,0,0,28,375,17,12,10,0,420,70,4,5,38,0,112,13,0,0,0,0,14,1530,190,214,59,0,1998,252,5,4,8,0,266,462,45,47,93,0,655,7927,340,323,237,0,8825,3185,45,58,64,33,3382,2628,27,12,14,15,2703,1123,167,96,10,5,1404,170,33,26,0,0,231,20,8,8,0,0,31,392,17,18,4,9,437,50,6,0,15,3,71,4,0,0,5,0,13,1766,242,145,29,12,2201,239,0,4,7,5,262,975,61,41,75,32,1188,8786,380,264,191,109,9732,3663,114,11,38,7,3832,3078,51,3,11,0,3144,1207,332,41,17,4,1589,159,27,24,0,0,216,35,25,3,0,0,69,384,36,0,5,3,428,68,13,0,14,9,105,14,3,0,0,0,20,1868,437,72,31,13,2420,208,9
LGA15300,1344,27,10,115,5,1499,1141,10,8,10,0,1164,381,41,196,4,0,619,217,45,63,0,0,323,141,4,18,0,0,164,243,10,21,7,0,282,158,0,36,29,0,227,13,0,3,0,0,19,1147,94,343,39,3,1628,303,0,0,4,0,316,364,43,73,25,3,510,4298,168,440,198,8,5121,1189,68,28,92,32,1412,1025,54,15,7,9,1115,408,48,192,0,3,654,201,5,74,0,0,279,116,10,22,0,0,149,220,12,23,4,5,271,120,9,25,21,13,185,11,0,5,0,0,12,1077,82,340,32,18,1556,265,19,10,9,4,301,587,45,120,86,4,835,4140,273,514,229,65,5218,1230,67,0,73,26,1401,928,50,0,8,0,1001,445,193,38,5,3,680,165,38,15,0,0,212,83,23,7,0,4,119,229,18,0,8,5,270,117,21,4,31,30,203,11,5,0,0,0,21,1048,303,73,37,39,1501,209,24
LGA15350,2148,521,1300,3,18,3989,1413,418,1007,3,11,2847,354,268,2105,4,10,2745,0,20,21,0,0,43,0,4,38,0,0,45,158,78,468,0,3,713,4,4,8,0,3,19,0,0,9,0,0,15,520,378,2651,6,23,3579,55,18,120,0,0,193,246,83,612,0,4,946,4386,1416,5684,18,52,11551,2036,582,1419,8,6,4053,1381,456,1091,0,10,2940,278,197,2381,25,5,2894,0,0,35,0,0,38,0,0,36,0,0,35,111,64,444,12,0,627,5,0,12,0,0,16,0,0,7,0,0,12,390,264,2917,41,6,3619,46,10,126,0,0,190,215,90,631,7,4,946,4068,1401,6182,60,33,11748,2146,682,1614,24,7,4469,1438,435,1112,12,0,2995,297,198,2626,39,4,3165,4,5,41,0,0,51,0,9,37,0,3,43,90,44,414,12,4,562,9,0,12,0,0,21,0,0,5,0,0,8,409,249,3130,57,13,3856,42,17
LGA15520,1726,10,115,67,4,1921,1109,4,15,8,5,1139,308,16,106,0,4,432,19,0,0,0,0,21,40,0,8,0,0,45,223,8,26,8,0,265,59,0,5,16,0,86,10,0,0,0,0,14,660,19,149,30,4,860,177,0,20,15,5,222,250,3,33,33,0,319,3922,36,331,152,17,4460,1837,72,45,91,9,2059,1224,14,19,17,0,1276,319,29,112,0,3,472,8,0,4,0,0,16,24,3,12,0,0,41,197,11,21,12,3,247,56,3,9,24,0,89,3,0,0,0,0,8,612,52,159,41,10,874,164,30,12,16,3,222,339,31,34,52,9,468,4177,201,269,213,33,4895,2091,137,12,54,27,2317,1337,31,4,5,3,1378,330,138,15,3,0,489,19,0,0,0,0,20,23,18,0,0,0,42,225,26,3,0,0,260,96,9,0,29,0,144,7,0,0,0,0,12,703,195,23,33,3,963,169,46
LGA15560,531,0,3,14,0,542,364,0,0,0,0,373,73,0,8,0,0,88,12,0,0,0,0,16,13,0,14,0,0,21,98,0,17,4,0,124,39,0,0,10,0,52,8,0,0,0,0,3,242,0,49,10,0,300,104,0,0,0,0,106,89,0,5,3,0,99,1323,3,55,32,3,1418,491,0,0,10,0,506,339,0,0,3,0,337,56,3,15,0,0,79,15,0,3,0,0,25,10,0,12,0,0,18,146,0,18,4,0,162,44,0,10,5,6,63,3,0,0,0,0,4,279,3,52,9,5,351,107,0,0,9,0,119,154,0,8,11,0,177,1373,4,66,50,7,1495,522,0,0,8,0,527,317,0,0,3,4,322,41,5,15,0,0,61,16,3,0,0,0,17,6,5,3,0,0,12,118,0,15,5,0,146,61,0,4,3,4,69,6,0,0,0,0,7,243,21,42,7,4,318,112,0
LGA15650,1453,34,14,38,0,1544,1811,15,31,6,0,1862,812,107,192,7,13,1126,226,18,41,0,0,285,45,8,11,0,0,65,221,3,18,0,0,248,53,3,5,53,0,112,14,0,3,0,0,19,1372,141,272,60,13,1856,156,7,6,4,0,177,325,33,47,44,5,445,5114,242,362,149,20,5889,1434,57,11,18,8,1519,1769,25,5,3,7,1809,1105,332,25,0,10,1474,177,80,0,0,0,262,24,19,0,0,0,43,235,18,3,0,0,262,40,3,0,3,0,49,8,5,0,0,0,16,1596,460,31,3,10,2096,112,11,0,5,10,149,387,76,28,41,12,539,5295,637,73,66,48,6112,1647,56,10,30,10,1754,1958,38,9,0,0,2005,982,343,37,0,0,1367,161,72,0,0,0,237,46,29,0,0,0,78,324,17,3,3,4,348,68,14,4,15,13,111,4,0,0,0,0,7,1586,480,47,17,15,2148,128,36
LGA15700,3145,99,102,123,0,3472,1790,35,20,19,0,1864,610,111,220,12,0,949,225,13,47,0,0,286,46,18,29,0,0,93,367,17,44,8,0,436,47,12,4,21,0,95,9,0,4,0,0,15,1304,174,354,47,0,1878,143,10,21,7,0,180,329,45,55,106,0,530,6709,361,547,302,0,7921,3123,53,97,373,19,3669,1788,26,20,23,7,1853,634,100,223,16,7,977,194,11,42,0,0,245,55,36,16,0,0,109,387,26,30,22,6,464,47,4,4,58,0,125,11,4,0,0,0,15,1324,184,313,100,14,1941,127,8,11,10,3,157,532,35,60,74,0,704,6894,315,506,575,42,8327,3669,144,98,182,41,4131,1967,54,30,7,3,2062,624,168,202,12,9,1010,105,25,5,0,0,131,148,61,13,0,0,217,393,24,37,10,5,457,71,13,3,36,10,128,10,3,7,0,0,21,1342,288,264,54,20,1977,120,22
LGA15750,1721,5,15,72,9,1821,1334,0,11,7,5,1356,206,22,162,0,0,390,160,0,59,0,0,224,22,0,10,0,0,36,323,5,77,8,0,407,128,0,27,25,0,184,12,0,11,0,0,19,852,31,353,31,0,1263,221,0,7,8,3,238,276,9,39,48,0,370,4403,43,424,162,18,5045,1567,4,11,66,0,1657,1305,5,7,13,9,1336,281,102,94,0,0,482,121,7,31,0,0,164,25,0,19,0,0,48,359,15,43,6,3,423,115,4,15,19,3,151,10,3,4,0,0,14,909,132,216,23,9,1282,192,11,0,7,3,212,505,38,83,37,6,665,4474,187,310,143,28,5148,1582,17,3,57,3,1663,1328,11,0,4,4,1351,365,223,20,0,0,606,128,47,0,0,0,174,46,31,3,0,0,84,315,36,4,0,0,354,151,11,0,16,6,188,11,12,0,0,0,20,1011,359,30,24,3,1428,197,12
