LGA_CODE_2021,C11_1_74_CF_NC,C11_1_74_CF_Cu15DS_,C11_1_74_CF_CU15_NDS,C11_1_74_CF_NCU15_DS,C11_1_74_CF_NDCO,C11_1_74_Tot,C11_75_99_CF_NC,C11_75_99_CF_Cu15DS_,C11_75_99_CF_CU15_NDS,C11_75_99_CF_NCU15_DS,C11_75_99_CF_NDCO,C11_75_99_Tot,C11_100_149_CF_NC,C11_100_149_CF_Cu15DS_,C11_100_149_CF_CU15_NDS,C11_100_149_CF_NCU15_DS,C11_100_149_CF_NDCO,C11_100_149_Tot,C11_150_199_CF_NC,C11_150_199_CF_Cu15DS_,C11_150_199_CF_CU15_NDS,C11_150_199_CF_NCU15_DS,C11_150_199_CF_NDCO,C11_150_199_Tot,C11_200_224_CF_NC,C11_200_224_CF_Cu15DS_,C11_200_224_CF_CU15_NDS,C11_200_224_CF_NCU15_DS,C11_200_224_CF_NDCO,C11_200_224_Tot,C11_225_274_CF_NC,C11_225_274_CF_Cu15DS_,C11_225_274_CF_CU15_NDS,C11_225_274_CF_NCU15_DS,C11_225_274_CF_NDCO,C11_225_274_Tot,C11_275_349_CF_NC,C11_275_349_CF_Cu15DS_,C11_275_349_CF_CU15_NDS,C11_275_349_CF_NCU15_DS,C11_275_349_CF_NDCO,C11_275_349_Tot,C11_350_449_CF_NC,C11_350_449_CF_Cu15DS_,C11_350_449_CF_CU15_NDS,C11_350_449_CF_NCU15_DS,C11_350_449_CF_NDCO,C11_350_449_Tot,C11_450_549_CF_NC,C11_450_549_CF_Cu15DS_,C11_450_549_CF_CU15_NDS,C11_450_549_CF_NCU15_DS,C11_450_549_CF_NDCO,C11_450_549_Tot,C11_550_649_CF_NC,C11_550_649_CF_Cu15DS_,C11_550_649_CF_CU15_NDS,C11_550_649_CF_NCU15_DS,C11_550_649_CF_NDCO,C11_550_649_Tot,C11_650_749_CF_NC,C11_650_749_CF_Cu15DS_,C11_650_749_CF_CU15_NDS,C11_650_749_CF_NCU15_DS,C11_650_749_CF_NDCO,C11_650_749_Tot,C11_750_849_CF_NC,C11_750_849_CF_Cu15DS_,C11_750_849_CF_CU15_NDS,C11_750_849_CF_NCU15_DS,C11_750_849_CF_NDCO,C11_750_849_Tot,C11_850_949_CF_NC,C11_850_949_CF_Cu15DS_,C11_850_949_CF_CU15_NDS,C11_850_949_CF_NCU15_DS,C11_850_949_CF_NDCO,C11_850_949_Tot,C11_950over_CF_NC,C11_950over_CF_Cu15DS_,C11_950over_CF_CU15_NDS,C11_950over_CF_NCU15_DS,C11_950over_CF_NDCO,C11_950over_Tot,C11_Rns_CF_NC,C11_Rns_CF_Cu15DS_,C11_Rns_CF_CU15_NDS,C11_Rns_CF_NCU15_DS,C11_Rns_CF_NDCO,C11_Rns_Tot,C11_Tot_CF_NC,C11_Tot_CF_Cu15DS_,C11_Tot_CF_CU15_NDS,C11_Tot_CF_NCU15_DS,C11_Tot_CF_NDCO,C11_Tot_Tot,C16_1_74_CF_NC,C16_1_74_CF_Cu15DS_,C16_1_74_CF_CU15_NDS,C16_1_74_CF_NCU15_DS,C16_1_74_CF_NDCO,C16_1_74_Tot,C16_75_99_CF_NC,C16_75_99_CF_Cu15DS_,C16_75_99_CF_CU15_NDS,C16_75_99_CF_NCU15_DS,C16_75_99_CF_NDCO,C16_75_99_Tot,C16_100_149_CF_NC,C16_100_149_CF_Cu15DS_,C16_100_149_CF_CU15_NDS,C16_100_149_CF_NCU15_DS,C16_100_149_CF_NDCO,C16_100_149_Tot,C16_150_199_CF_NC,C16_150_199_CF_Cu15DS_,C16_150_199_CF_CU15_NDS,C16_150_199_CF_NCU15_DS,C16_150_199_CF_NDCO,C16_150_199_Tot,C16_200_224_CF_NC,C16_200_224_CF_Cu15DS_,C16_200_224_CF_CU15_NDS,C16_200_224_CF_NCU15_DS,C16_200_224_CF_NDCO,C16_200_224_Tot,C16_225_274_CF_NC,C16_225_274_CF_Cu15DS_,C16_225_274_CF_CU15_NDS,C16_225_274_CF_NCU15_DS,C16_225_274_CF_NDCO,C16_225_274_Tot,C16_275_349_CF_NC,C16_275_349_CF_Cu15DS_,C16_275_349_CF_CU15_NDS,C16_275_349_CF_NCU15_DS,C16_275_349_CF_NDCO,C16_275_349_Tot,C16_350_449_CF_NC,C16_350_449_CF_Cu15DS_,C16_350_449_CF_CU15_NDS,C16_350_449_CF_NCU15_DS,C16_350_449_CF_NDCO,C16_350_449_Tot,C16_450_549_CF_NC,C16_450_549_CF_Cu15DS_,C16_450_549_CF_CU15_NDS,C16_450_549_CF_NCU15_DS,C16_450_549_CF_NDCO,C16_450_549_Tot,C16_550_649_CF_NC,C16_550_649_CF_Cu15DS_,C16_550_649_CF_CU15_NDS,C16_550_649_CF_NCU15_DS,C16_550_649_CF_NDCO,C16_550_649_Tot,C16_650_749_CF_NC,C16_650_749_CF_Cu15DS_,C16_650_749_CF_CU15_NDS,C16_650_749_CF_NCU15_DS,C16_650_749_CF_NDCO,C16_650_749_Tot,C16_750_849_CF_NC,C16_750_849_CF_Cu15DS_,C16_750_849_CF_CU15_NDS,C16_750_849_CF_NCU15_DS,C16_750_849_CF_NDCO,C16_750_849_Tot,C16_850_949_CF_NC,C16_850_949_CF_Cu15DS_,C16_850_949_CF_CU15_NDS,C16_850_949_CF_NCU15_DS,C16_850_949_CF_NDCO,C16_850_949_Tot,C16_950over_CF_NC,C16_950over_CF_Cu15DS_,C16_950over_CF_CU15_NDS,C16_950over_CF_NCU15_DS,C16_950over_CF_NDCO,C16_950over_Tot,C16_Rns_CF_NC,C16_Rns_CF_Cu15DS_,C16_Rns_CF_CU15_NDS,C16_Rns_CF_NCU15_DS,C16_Rns_CF_NDCO,C16_Rns_Tot,C16_Tot_CF_NC,C16_Tot_CF_Cu15DS_,C16_Tot_CF_CU15_NDS,C16_Tot_CF_NCU15_DS,C16_Tot_CF_NDCO,C16_Tot_Tot,C21_1_74_CF_NC,C21_1_74_CF_Cu15DS_,C21_1_74_CF_CU15_NDS,C21_1_74_CF_NCU15_DS,C21_1_74_CF_NDCO,C21_1_74_Tot,C21_75_99_CF_NC,C21_75_99_CF_Cu15DS_
LGA17750,24,0,13,0,0,36,8,0,6,0,0,19,110,4,44,9,12,169,178,15,141,8,21,361,161,17,165,15,12,367,246,20,222,11,19,507,264,20,276,20,21,603,112,26,170,13,10,336,29,10,32,4,3,76,6,0,8,0,6,11,6,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,8,34,7,33,4,0,82,1177,120,1121,78,96,2598,13,0,5,0,0,16,12,0,4,0,0,19,39,0,11,0,0,52,127,5,88,6,14,242,81,3,67,5,7,169,252,24,260,6,21,555,460,55,408,25,38,981,219,48,276,29,23,593,37,18,77,11,4,144,5,7,10,0,0,23,0,0,4,0,0,10,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,33,4,22,4,0,64,1275,168,1231,86,112,2870,6,3,3,0,0,9,4,0
LGA17850,0,0,4,0,0,5,3,0,0,0,0,3,14,0,8,0,5,27,5,0,21,0,0,25,4,0,7,0,0,11,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,13,37,4,45,5,4,94,0,3,4,0,0,7,0,0,0,0,0,0,10,0,6,0,5,22,12,0,3,0,0,17,3,0,8,0,0,15,3,0,12,0,0,20,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,13,42,3,41,0,4,91,3,0,0,0,0,5,0,0
LGA17900,32,0,33,4,0,67,12,5,10,3,0,31,28,6,39,0,10,77,18,4,29,4,3,58,4,3,8,0,0,15,6,0,7,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,10,0,19,0,4,29,103,14,140,8,17,286,31,0,24,0,0,58,8,0,7,0,0,14,19,0,9,0,0,28,35,0,37,0,4,71,12,0,19,0,0,36,3,0,10,0,0,17,4,0,9,0,0,11,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,4,6,0,0,23,127,9,125,4,10,272,20,0,26,0,0,46,4,0
LGA17950,6,0,0,0,0,4,4,0,0,0,0,8,13,0,21,0,0,46,6,0,20,0,0,32,0,0,0,0,4,4,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,13,39,3,54,0,12,107,0,0,3,0,0,4,0,0,0,0,0,0,12,0,10,0,0,18,6,0,6,0,0,15,9,0,4,0,0,16,7,0,5,0,0,15,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,15,40,3,36,4,8,91,3,0,0,0,3,6,0,0
LGA18020,13,3,16,0,0,30,10,0,7,0,0,19,43,10,33,3,4,91,25,15,44,5,0,97,0,0,5,0,0,10,3,5,7,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,0,8,0,0,25,111,27,131,10,17,299,5,0,8,0,0,10,0,0,0,0,0,4,28,6,12,4,3,50,44,3,32,0,7,91,23,3,27,8,5,62,11,3,18,3,6,38,0,0,9,0,0,13,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,16,131,15,119,13,15,290,0,0,3,0,0,9,0,0
LGA18050,4,0,3,0,0,3,7,0,0,0,0,7,30,0,3,0,5,33,21,0,3,3,3,24,19,0,3,0,0,26,42,0,13,5,8,66,159,0,47,0,4,212,567,3,167,13,12,767,792,7,244,15,28,1084,579,14,197,13,10,816,360,11,176,8,14,573,202,6,126,11,12,347,77,6,74,9,9,170,134,37,250,28,8,464,77,4,34,4,3,125,3080,87,1342,105,114,4726,0,0,0,0,0,7,3,0,0,0,0,0,15,0,0,0,0,13,16,0,0,0,0,23,10,0,3,0,0,15,24,0,5,0,4,26,48,3,12,0,0,70,271,0,54,9,6,339,588,9,150,14,13,779,789,12,249,17,17,1080,651,6,271,11,11,949,401,11,184,16,13,629,241,10,153,12,6,413,307,57,469,55,25,915,64,4,45,3,4,119,3437,113,1591,135,99,5380,0,0,3,0,0,3,4,0
LGA18100,0,0,9,0,0,9,11,0,4,0,0,16,11,7,10,3,0,32,11,0,15,0,0,27,0,0,3,0,0,7,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,7,35,4,47,0,7,100,0,0,3,0,0,3,0,0,0,0,0,4,12,0,0,0,0,18,10,0,7,0,0,21,8,0,6,0,0,19,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,32,3,32,0,4,73,0,0,0,0,0,0,0,0
LGA18200,10,0,9,0,0,25,4,0,7,0,0,7,37,0,14,0,0,47,42,0,41,0,4,89,11,5,10,0,4,24,11,5,12,0,0,27,0,0,9,3,0,12,0,0,4,0,0,8,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,108,13,108,6,12,243,13,0,9,4,0,20,0,0,4,0,0,3,16,0,5,3,5,26,30,0,12,0,3,46,13,0,13,0,0,29,9,0,12,0,3,30,7,0,7,0,0,17,0,3,6,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,4,0,0,12,98,8,73,10,14,207,8,0,3,0,0,8,0,0
LGA18250,4,0,3,0,0,10,6,0,0,0,0,6,28,0,0,3,0,38,28,0,7,0,0,40,18,0,16,0,4,36,38,0,16,0,4,55,68,0,27,5,0,109,450,4,191,28,24,704,734,26,447,48,32,1287,329,22,292,25,27,687,167,20,256,30,20,495,85,15,183,11,11,308,41,9,111,12,9,179,55,36,234,37,5,376,47,11,41,6,0,108,2092,151,1827,215,141,4432,4,0,4,0,3,9,0,0,0,0,0,0,14,0,0,0,0,10,20,0,9,0,4,27,20,0,0,0,0,26,19,0,11,5,0,30,52,0,15,0,7,75,161,0,79,11,6,259,642,23,400,49,32,1144,700,31,554,52,21,1347,331,20,328,31,24,741,163,20,292,33,23,532,109,12,216,25,9,373,139,79,458,97,36,802,59,3,49,11,9,138,2434,201,2408,314,170,5520,5,0,4,6,0,12,3,0
LGA18350,10,0,0,0,3,12,9,0,0,0,0,9,22,0,10,0,0,33,71,0,16,3,5,95,43,5,38,0,7,90,85,21,103,6,19,225,133,24,156,8,24,351,109,29,161,12,28,335,46,19,58,4,12,137,5,7,33,7,5,55,0,0,4,0,0,12,3,0,9,0,0,7,7,0,0,0,0,4,4,0,9,0,0,10,26,0,19,0,0,54,573,114,605,39,97,1434,0,0,5,0,0,6,0,0,0,0,0,3,9,0,7,0,0,21,14,0,10,3,0,25,47,0,22,0,0,67,49,0,19,0,5,84,112,7,95,10,21,253,199,29,209,12,22,469,93,29,142,18,25,310,57,10,59,12,12,156,19,6,23,10,0,51,11,0,12,3,4,27,6,0,5,0,0,5,9,6,13,3,0,27,22,0,22,0,3,48,647,86,636,78,103,1549,0,0,0,0,0,0,0,0
LGA18400,11,0,4,4,0,19,0,0,3,0,0,7,10,0,9,0,0,23,35,0,15,4,0,58,33,8,25,0,0,69,70,7,61,6,11,154,72,12,125,7,13,224,52,20,101,16,21,215,19,14,45,6,14,97,7,10,12,4,5,38,3,3,6,0,3,17,0,0,0,0,0,5,0,0,0,0,0,0,7,0,7,0,0,10,23,10,20,4,4,58,334,73,456,51,82,996,3,0,3,0,0,9,4,0,0,0,0,4,3,0,9,4,0,13,23,0,4,5,0,28,17,0,15,0,3,28,25,4,20,0,0,49,68,5,53,3,13,149,119,23,167,19,19,352,66,15,110,10,20,229,33,10,49,4,11,111,9,3,20,5,9,41,3,3,8,0,7,16,0,0,0,0,0,4,4,0,4,0,0,9,12,4,15,0,9,30,383,74,479,52,80,1075,0,4,5,0,0,4,0,0
LGA18450,37,0,10,0,5,55,30,0,5,0,0,36,433,9,64,14,38,560,378,28,164,30,47,656,281,19,152,21,51,517,543,48,440,50,89,1168,817,88,719,79,110,1809,567,101,665,72,65,1483,183,51,248,23,29,529,50,8,82,16,13,168,17,11,20,3,3,52,0,3,8,0,3,15,0,0,6,3,0,9,19,0,10,0,3,28,109,8,62,9,15,205,3476,381,2645,324,470,7293,18,0,0,0,3,24,20,0,0,0,0,24,101,3,35,3,5,151,374,14,90,12,26,518,170,9,77,6,17,281,326,19,137,16,45,550,766,54,502,41,95,1455,1103,154,1040,115,183,2597,527,88,621,86,81,1404,206,42,259,40,34,576,56,27,101,11,15,207,24,7,30,6,5,71,12,3,20,0,3,41,5,4,7,0,0,25,84,10,52,5,12,168,3784,451,2985,347,529,8092,18,0,0,0,0,22,18,0
LGA18500,9,0,0,0,0,7,0,0,0,0,0,0,12,0,3,0,0,14,8,0,5,0,0,6,8,0,8,0,0,18,32,0,9,0,0,41,81,0,14,0,0,95,298,6,62,4,9,379,404,5,114,8,4,541,390,8,136,8,4,543,184,6,93,14,8,301,147,9,90,8,6,257,84,9,83,5,8,188,245,63,444,53,31,835,52,7,25,3,6,98,1955,102,1087,106,86,3322,0,0,4,0,0,6,0,0,0,0,0,0,4,0,0,0,0,5,7,0,3,0,0,16,6,0,7,0,0,10,8,0,0,0,0,11,38,6,22,0,0,67,143,0,16,0,4,159,230,0,71,4,7,319,435,0,127,12,4,576,378,6,131,5,12,535,233,10,116,9,9,377,150,5,78,10,9,253,335,93,504,102,58,1083,36,5,25,4,3,78,2012,128,1100,152,100,3498,0,0,0,0,0,3,0,0
LGA18710,7,0,6,0,0,16,0,0,3,0,0,6,13,0,8,3,0,28,16,0,10,0,0,33,8,0,19,0,3,25,32,3,26,0,4,62,34,7,57,0,10,108,28,9,42,0,9,82,18,4,16,6,0,41,0,0,10,0,0,13,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,6,0,0,15,162,23,209,18,30,436,4,0,0,0,0,7,0,0,0,0,0,0,8,0,6,0,0,10,4,0,3,0,0,5,9,0,4,0,0,16,19,3,14,0,0,40,45,0,39,4,11,102,36,4,62,9,9,115,22,8,21,4,7,57,7,0,13,0,0,26,0,0,6,0,0,9,0,0,0,0,0,3,0,0,0,0,0,3,0,0,4,0,0,4,16,0,8,0,0,20,175,24,180,18,28,430,0,0,3,0,0,0,0,0
LGA19399,5,0,3,0,0,9,3,0,3,0,0,5,0,0,7,0,0,7,0,0,0,0,0,7,0,0,3,0,0,5,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,10,0,28,0,0,41,8,0,3,0,0,6,0,0,0,0,0,0,4,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,3,22,0,13,0,0,35,3,0,0,0,0,3,0,0
LGA19499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
