LGA_CODE_2021,C11_Chr_Tot_0_14,C11_Chr_Tot_15_24,C11_Chr_Tot_25_34,C11_Chr_Tot_35_44,C11_Chr_Tot_45_54,C11_Chr_Tot_55_64,C11_Chr_Tot_65_74,C11_Chr_Tot_75_84,C11_Chr_Tot_85ov,C11_Chr_Tot_Tot,C11_Hinduism_0_14,C11_Hinduism_15_24,C11_Hinduism_25_34,C11_Hinduism_35_44,C11_Hinduism_45_54,C11_Hinduism_55_64,C11_Hinduism_65_74,C11_Hinduism_75_84,C11_Hinduism_85ov,C11_Hinduism_Tot,C11_Islam_0_14,C11_Islam_15_24,C11_Islam_25_34,C11_Islam_35_44,C11_Islam_45_54,C11_Islam_55_64,C11_Islam_65_74,C11_Islam_75_84,C11_Islam_85ov,C11_Islam_Tot,C11_Judaism_0_14,C11_Judaism_15_24,C11_Judaism_25_34,C11_Judaism_35_44,C11_Judaism_45_54,C11_Judaism_55_64,C11_Judaism_65_74,C11_Judaism_75_84,C11_Judaism_85ov,C11_Judaism_Tot,C11_OR_Au_Ab_Tr_R_0_14,C11_OR_Au_Ab_Tr_R_15_24,C11_OR_Au_Ab_Tr_R_25_34,C11_OR_Au_Ab_Tr_R_35_44,C11_OR_Au_Ab_Tr_R_45_54,C11_OR_Au_Ab_Tr_R_55_64,C11_OR_Au_Ab_Tr_R_65_74,C11_OR_Au_Ab_Tr_R_75_84,C11_OR_A_Ab_Tr_Re_85ov,C11_OR_Au_Ab_Tr_Re_Tot,C11_OR_Sikhism_0_14,C11_OR_Sikhism_15_24,C11_OR_Sikhism_25_34,C11_OR_Sikhism_35_44,C11_OR_Sikhism_45_54,C11_OR_Sikhism_55_64,C11_OR_Sikhism_65_74,C11_OR_Sikhism_75_84,C11_OR_Sikhism_85ov,C11_OR_Sikhism_Tot,C11_OR_OR_0_14,C11_OR_OR_15_24,C11_OR_OR_25_34,C11_OR_OR_35_44,C11_OR_OR_45_54,C11_OR_OR_55_64,C11_OR_OR_65_74,C11_OR_OR_75_84,C11_OR_OR_85ov,C11_OR_OR_Tot,C11_OR_Tot_0_14,C11_OR_Tot_15_24,C11_OR_Tot_25_34,C11_OR_Tot_35_44,C11_OR_Tot_45_54,C11_OR_Tot_55_64,C11_OR_Tot_65_74,C11_OR_Tot_75_84,C11_OR_Tot_85ov,C11_OR_Tot_Tot,C11_SBOSB_No_RA_0_14,C11_SBOSB_No_RA_15_24,C11_SBOSB_No_RA_25_34,C11_SBOSB_No_RA_35_44,C11_SBOSB_No_RA_45_54,C11_SBOSB_No_RA_55_64,C11_SBOSB_No_RA_65_74,C11_SBOSB_No_RA_75_84,C11_SBOSB_No_RA_85ov,C11_SBOSB_No_RA_Tot,C11_Rel_aff_ns_0_14,C11_Rel_aff_ns_15_24,C11_Rel_aff_ns_25_34,C11_Rel_aff_ns_35_44,C11_Rel_aff_ns_45_54,C11_Rel_aff_ns_55_64,C11_Rel_aff_ns_65_74,C11_Rel_aff_ns_75_84,C11_Rel_aff_ns_85ov,C11_Rel_aff_NS_Tot,C11_Tot_0_14,C11_Tot_15_24,C11_Tot_25_34,C11_Tot_35_44,C11_Tot_45_54,C11_Tot_55_64,C11_Tot_65_74,C11_Tot_75_84,C11_Tot_85ov,C11_Tot_Tot,C16_Buddhism_0_14,C16_Buddhism_15_24,C16_Buddhism_25_34,C16_Buddhism_35_44,C16_Buddhism_45_54,C16_Buddhism_55_64,C16_Buddhism_65_74,C16_Buddhism_75_84,C16_Buddhism_85ov,C16_Buddhism_Tot,C16_Christ_Angl_0_14,C16_Christ_Angl_15_24,C16_Christ_Angl_25_34,C16_Christ_Angl_35_44,C16_Christ_Angl_45_54,C16_Christ_Angl_55_64,C16_Christ_Angl_65_74,C16_Christ_Angl_75_84,C16_Christ_Angl_85ov,C16_Christ_Angl_Tot,C16_C_Assyr_Apo_0_14,C16_C_Assyr_Apo_15_24,C16_C_Assyr_Apo_25_34,C16_C_Assyr_Apo_35_44,C16_C_Assyr_Apo_45_54,C16_C_Assyr_Apo_55_64,C16_C_Assyr_Apo_65_74,C16_C_Assyr_Apo_75_84,C16_C_Assyr_Apo_85ov,C16_C_Assyr_Apo_Tot,C16_C_Baptist_0_14,C16_C_Baptist_15_24,C16_C_Baptist_25_34,C16_C_Baptist_35_44,C16_C_Baptist_45_54,C16_C_Baptist_55_64,C16_C_Baptist_65_74,C16_C_Baptist_75_84,C16_C_Baptist_85ov,C16_C_Baptist_Tot,C16_Christ_Breth_0_14,C16_Christ_Breth_15_24,C16_Christ_Breth_25_34,C16_Christ_Breth_35_44,C16_Christ_Breth_45_54,C16_Christ_Breth_55_64,C16_Christ_Breth_65_74,C16_Christ_Breth_75_84,C16_Christ_Breth_85ov,C16_Christ_Breth_Tot,C16_Ch_Catholic_0_14,C16_Ch_Catholic_15_24,C16_Ch_Catholic_25_34,C16_Ch_Catholic_35_44,C16_Ch_Catholic_45_54,C16_Ch_Catholic_55_64,C16_Ch_Catholic_65_74,C16_Ch_Catholic_75_84,C16_Ch_Catholic_85ov,C16_C_Catholic_Tot,C16_C_Chur_Christ_0_14,C16_C_Chur_Christ_15_24,C16_C_Chur_Christ_25_34,C16_C_Chur_Christ_35_44,C16_C_Chur_Christ_45_54,C16_C_Chur_Christ_55_64,C16_C_Chur_Christ_65_74,C16_C_Chur_Christ_75_84,C16_C_Chur_Christ_85ov,C16_C_Chur_Christ_Tot,C16_C_East_Ortho_0_14,C16_C_East_Ortho_15_24,C16_C_East_Ortho_25_34,C16_C_East_Ortho_35_44,C16_C_East_Ortho_45_54,C16_C_East_Ortho_55_64,C16_C_East_Ortho_65_74,C16_C_East_Ortho_75_84,C16_C_East_Ortho_85ov,C16_C_East_Ortho_Tot,C16_C_Jeh_Wit_0_14,C16_C_Jeh_Wit_15_24,C16_C_Jeh_Wit_25_34,C16_C_Jeh_Wit_35_44,C16_C_Jeh_Wit_45_54,C16_C_Jeh_Wit_55_64,C16_C_Jeh_Wit_65_74,C16_C_Jeh_Wit_75_84,C16_C_Jeh_Wit_85ov,C16_C_Jeh_Wit_Tot
LGA17420,21694,13633,9280,15174,14708,13073,8029,3334,1189,100123,1041,564,620,856,739,429,165,70,17,4504,857,537,471,552,494,306,102,34,9,3361,32,17,20,29,37,42,15,5,0,196,0,0,0,0,3,0,0,0,0,5,212,182,157,179,159,81,45,31,3,1054,107,102,127,109,155,96,48,10,7,761,317,287,287,289,314,179,90,40,6,1809,4869,3130,2858,3360,2989,2351,909,342,107,20916,1531,1063,924,1068,1038,900,464,249,113,7356,30979,19628,14925,22020,21024,17816,9981,4146,1475,141992,699,420,559,940,756,713,346,97,35,4572,4126,2623,1570,3219,3547,3192,3257,1407,551,23489,8,7,7,3,3,5,0,3,0,39,509,284,297,381,359,400,357,136,68,2788,148,68,74,65,35,31,17,21,9,457,10592,6687,3928,6184,6680,5240,3822,1680,560,45378,34,13,31,16,21,36,11,14,0,177,660,413,229,453,541,291,237,120,28,2973,53,49,22,52,51,50,17,10,7,313
LGA17550,8405,5371,4141,6373,8224,8143,7445,5840,2333,56269,122,43,71,71,84,70,5,4,0,484,21,12,20,23,9,7,9,0,0,100,7,6,3,20,15,15,16,13,6,89,0,4,0,5,7,0,0,0,0,14,28,29,35,23,21,27,7,8,3,174,46,31,50,75,84,60,19,13,3,391,72,66,87,103,106,88,29,21,7,582,4803,2416,2309,2585,2449,2082,1144,630,294,18706,1545,874,784,923,1043,989,706,649,255,7760,15157,8871,7564,10295,12167,11578,9403,7162,2902,85103,128,83,89,197,214,203,101,21,8,1045,1837,1206,972,1631,2304,3093,3380,2332,1228,17978,0,0,0,0,0,0,0,0,0,0,98,48,80,82,114,149,145,97,28,851,0,0,0,0,0,0,0,0,0,6,3600,2211,1721,2228,2781,2855,2600,1727,663,20384,12,16,9,9,26,22,24,20,6,149,54,14,23,34,53,54,27,27,13,296,145,61,97,97,99,130,73,51,19,775
LGA17620,2053,1164,1169,1407,1556,1450,1053,648,257,10762,3,5,3,3,5,4,0,0,0,19,11,4,3,5,6,0,0,0,0,31,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,4,4,3,0,0,0,15,4,0,5,4,4,3,0,0,0,20,616,289,289,223,188,141,71,26,9,1860,202,108,117,127,112,143,106,58,25,996,2909,1580,1621,1765,1873,1753,1231,735,286,13755,16,9,14,10,10,6,5,0,0,71,911,434,487,612,650,725,579,381,166,4946,0,0,0,0,0,0,0,0,0,0,22,11,16,11,16,11,9,3,0,110,0,0,0,0,0,0,0,0,0,0,774,411,435,464,529,437,344,189,64,3655,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,13,14,4,6,0,10,9,4,4,0,51
LGA17640,982,569,396,664,889,910,740,435,137,5718,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,10,0,4,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,6,0,0,21,0,3,0,6,3,5,6,0,0,23,224,87,78,148,134,142,79,22,4,922,102,39,31,62,78,64,54,39,11,475,1312,701,514,893,1126,1130,873,497,150,7195,4,0,8,4,7,3,8,0,0,29,299,206,144,221,315,359,393,213,59,2206,0,0,0,0,0,0,0,0,0,0,3,5,3,3,10,6,8,7,0,52,0,0,0,0,0,0,0,0,0,0,496,256,216,240,361,343,279,144,55,2389,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,0,6,5,0,30,0,0,0,0,0,0,0,0,0,4
LGA17650,837,480,321,532,692,723,453,250,58,4353,0,0,0,0,0,0,0,0,0,6,3,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,20,0,0,0,0,5,3,3,0,0,20,291,117,125,153,158,169,70,24,15,1121,126,45,45,57,61,68,44,12,17,475,1268,648,501,750,935,977,572,291,84,6028,3,3,5,3,3,9,9,0,0,35,287,135,117,194,277,294,274,140,40,1762,0,0,0,0,0,0,0,0,0,0,14,11,3,8,8,9,3,8,0,64,0,0,0,0,0,0,0,0,0,0,244,147,108,138,174,199,142,59,20,1235,0,0,0,0,4,0,0,0,0,8,0,0,3,0,5,0,0,0,0,11,9,6,4,5,12,13,0,0,0,54
LGA17750,9195,6770,5305,5778,6101,5455,3631,2378,993,45608,48,25,65,50,15,6,9,0,0,213,87,60,104,52,23,6,0,0,0,343,0,0,0,3,0,0,0,0,0,11,0,3,0,0,0,0,0,0,0,9,6,10,21,0,0,0,0,0,0,38,5,41,31,20,19,13,5,0,0,138,14,58,53,18,19,20,5,0,0,185,2379,2105,1621,1075,846,637,228,91,34,9021,785,754,478,438,472,342,204,176,97,3746,12576,9823,7688,7477,7536,6487,4081,2650,1131,59462,58,40,65,81,53,39,15,6,3,358,1820,1417,1290,1513,1600,1804,1437,851,413,12135,0,0,0,0,0,0,0,0,0,0,165,104,107,115,111,96,68,31,11,800,50,36,35,14,19,14,10,9,3,195,4457,2900,2339,2220,2409,2017,1490,910,372,19115,24,3,13,17,6,13,13,8,0,85,36,15,27,22,20,20,12,8,3,167,42,14,18,20,19,31,14,8,0,158
LGA17850,412,246,201,294,347,396,324,172,74,2473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,118,49,35,52,49,42,37,3,0,382,26,20,16,11,16,22,25,5,3,143,559,322,252,363,416,461,384,189,78,3019,0,0,0,0,3,0,0,0,0,9,143,89,95,99,145,176,184,85,40,1050,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,5,0,0,14,0,0,0,0,0,0,0,0,0,0,106,70,60,57,95,81,81,41,7,593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,6,9,9,10,0,44
LGA17900,895,431,467,568,683,712,550,233,54,4589,0,0,5,3,6,0,0,0,0,14,0,0,4,3,0,4,5,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,11,4,0,4,0,3,9,0,0,0,19,273,152,128,134,133,127,69,23,8,1048,197,62,66,69,107,110,68,41,16,750,1371,647,679,789,938,959,694,299,73,6454,4,0,0,3,0,3,0,0,0,18,267,136,190,168,246,312,222,114,22,1668,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,14,6,0,0,33,0,0,0,0,0,0,0,0,0,0,333,130,172,163,198,163,156,86,27,1416,0,0,0,0,0,0,0,0,0,0,4,0,0,4,8,8,20,18,0,64,0,0,0,0,0,3,10,0,0,14
LGA17950,463,221,240,286,386,342,268,138,49,2378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,10,65,38,28,24,22,20,13,4,0,205,41,19,24,13,29,20,12,6,0,161,581,279,294,326,438,374,288,145,49,2759,0,0,0,0,4,0,0,0,0,9,97,54,65,67,129,118,118,77,26,754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,271,90,120,103,111,108,94,43,10,965,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA18020,1287,634,512,787,1005,1163,956,599,239,7180,0,0,0,0,3,0,0,0,0,7,3,0,3,4,0,3,0,0,0,12,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,6,0,0,0,24,5,5,9,3,12,6,0,0,0,28,438,201,171,151,150,138,95,37,6,1389,201,118,69,119,120,133,96,62,23,939,1938,960,760,1074,1299,1442,1153,690,267,9584,3,0,5,3,5,3,4,0,0,31,412,236,190,257,390,500,453,311,130,2880,0,0,0,0,0,0,0,0,0,0,5,3,0,5,8,8,10,4,0,40,0,0,0,0,0,0,0,0,0,0,445,195,167,183,288,274,269,163,69,2047,0,0,0,0,0,0,0,0,0,3,4,0,4,0,0,3,3,9,0,25,9,4,0,0,3,5,10,5,0,38
LGA18050,3616,2323,6351,4634,2986,2308,1716,1317,640,25886,27,26,75,42,19,24,10,4,0,218,42,49,107,48,44,27,17,9,0,338,2280,1166,1303,1529,1336,1338,906,598,427,10883,0,0,0,0,0,0,0,0,0,8,5,6,15,6,3,0,0,0,0,35,11,13,72,41,28,14,8,6,4,202,17,19,88,45,35,15,8,6,4,242,2486,1544,4555,3282,1754,1138,496,251,98,15614,1237,1030,2595,1654,954,704,503,307,215,9198,9801,6235,15361,11519,7311,5666,3697,2503,1382,63485,78,60,169,215,159,102,63,21,5,871,813,362,885,979,764,569,484,302,159,5314,0,0,0,0,0,0,0,0,0,8,7,6,52,20,13,14,9,3,0,116,0,0,0,0,0,0,0,0,0,0,2175,1147,3445,2255,1547,971,840,604,302,13292,0,0,3,0,0,0,5,0,3,10,223,122,189,219,265,170,153,124,62,1528,0,4,14,14,7,3,4,3,0,62
LGA18100,478,239,201,325,429,488,401,255,89,2909,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,7,0,0,0,3,0,5,0,0,0,7,135,60,64,57,59,47,30,14,5,478,59,30,22,12,35,37,47,15,8,250,682,320,285,401,516,580,480,285,98,3660,0,0,0,0,0,0,0,0,0,6,146,62,63,103,115,147,191,92,61,977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,8,0,0,0,0,0,3,0,0,0,3,167,75,62,98,121,128,132,71,26,881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3
LGA18200,737,440,328,530,719,725,517,241,96,4330,0,3,0,0,0,0,0,0,0,10,0,0,0,3,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,6,3,0,0,0,0,0,9,0,0,0,3,4,3,0,0,0,7,6,0,10,11,4,5,0,0,0,21,470,194,224,246,203,164,72,27,7,1606,126,108,74,49,78,76,56,45,3,614,1336,752,639,839,1006,966,649,313,111,6610,0,0,6,5,10,4,0,0,0,22,110,76,65,106,151,206,212,98,26,1040,0,0,0,0,0,0,0,0,0,0,5,3,4,3,8,11,3,0,0,28,0,0,0,0,0,0,0,0,0,0,290,163,146,171,210,181,145,76,29,1398,0,0,0,0,3,3,8,3,0,20,0,3,0,5,11,0,0,0,0,23,5,0,4,3,5,7,0,0,0,23
LGA18250,7582,3611,4544,6030,5155,4016,2674,2037,1131,36770,256,119,576,272,86,38,19,9,0,1376,151,91,200,124,77,81,29,12,0,766,140,59,77,107,98,188,88,75,44,876,0,0,0,0,0,0,0,0,0,0,5,11,48,8,12,0,3,0,0,94,45,27,69,53,54,37,18,11,0,314,53,42,117,65,66,40,21,11,0,417,3435,2778,3484,3157,2555,1881,867,404,162,18725,947,743,972,848,648,557,316,198,139,5368,12860,7789,10688,11232,9144,7143,4157,2823,1509,67356,321,257,724,737,475,365,219,92,36,3228,1741,685,623,1281,1425,1037,853,513,380,8533,0,0,0,0,0,0,0,0,0,0,104,67,108,129,97,83,53,29,12,675,0,0,0,0,0,0,0,3,0,11,3719,1812,1712,2428,2246,1598,1190,863,449,16015,5,0,17,4,5,11,0,8,0,54,217,120,75,155,199,92,98,100,34,1087,4,5,3,8,5,7,3,6,4,40
LGA18350,5801,3123,2133,3753,4552,4514,4182,2389,887,31328,26,8,20,22,13,10,8,0,0,99,12,5,13,17,7,4,0,0,0,65,7,6,8,6,11,32,18,4,3,112,0,0,0,0,0,0,0,0,0,4,5,4,5,0,3,0,0,0,0,14,19,25,16,45,36,21,18,6,0,196,26,30,25,47,40,22,18,6,0,212,2023,1149,804,1044,1166,1227,760,348,134,8652,682,411,266,436,454,498,424,233,139,3557,8607,4768,3308,5395,6317,6384,5445,3002,1169,44399,60,51,50,68,69,81,48,20,0,448,1781,958,702,1195,1717,1757,2206,1396,558,12269,0,0,0,0,0,0,0,0,0,0,70,36,36,65,55,80,91,59,19,504,35,35,32,12,21,16,9,3,4,165,2112,1260,842,1114,1545,1376,1408,738,264,10662,5,3,7,0,3,14,13,0,3,53,49,32,26,42,62,44,63,27,13,357,52,14,38,46,30,37,34,15,5,274
LGA18400,7282,4263,3360,5081,5058,4198,2420,1143,382,33184,0,4,4,3,3,13,3,0,0,25,39,29,20,27,12,11,8,3,0,147,6,9,0,8,0,7,0,3,0,27,4,0,0,0,0,3,0,0,0,16,0,0,4,0,4,0,0,0,0,14,8,11,16,26,14,17,0,0,0,94,21,12,15,27,17,18,0,6,0,118,1945,1112,880,950,844,601,237,103,30,6699,669,425,334,411,374,325,175,99,43,2851,9984,5860,4661,6554,6345,5187,2841,1361,466,43261,38,18,35,62,42,27,10,0,0,241,2533,1535,1204,1907,2026,1837,1415,659,220,13342,0,0,0,0,0,0,0,0,0,4,76,42,59,56,54,97,79,38,3,514,35,32,44,14,33,6,4,11,0,177,3515,2050,1676,2076,2054,1647,1071,438,136,14671,0,0,3,4,6,6,0,4,0,24,120,57,66,78,96,70,46,27,6,568,24,11,22,11,21,25,21,14,3,155
LGA18450,22963,15942,14173,17269,18877,16606,13112,9533,3644,132112,140,105,236,141,86,66,55,13,0,843,1096,619,942,578,335,220,177,38,4,4008,18,18,16,12,19,16,14,5,0,122,13,0,4,6,15,0,0,0,0,40,12,12,19,12,3,0,0,0,0,51,87,90,119,126,118,72,34,16,10,663,117,98,140,137,130,72,35,16,10,760,8423,7775,6234,5282,4604,3216,1517,714,269,38039,2590,2260,1944,1742,1771,1436,986,831,333,13896,35671,27264,24209,25623,26235,21947,16011,11198,4263,192417,288,424,455,443,403,336,157,51,11,2574,4844,3315,2786,4184,4850,5065,4483,2874,1463,33863,0,0,0,0,5,4,0,0,0,15,304,201,213,248,207,245,210,131,70,1820,72,60,45,33,40,16,14,16,0,283,9711,6719,5608,6297,7193,6454,4899,3652,1540,52076,38,32,15,20,39,41,50,8,10,259,1452,960,880,1244,1265,1037,993,731,213,8779,132,49,83,119,98,99,91,68,38,778
LGA18500,3825,2460,4285,3670,3180,2744,2198,1374,785,24524,37,24,84,38,30,20,22,12,0,257,36,31,72,41,30,14,9,0,0,230,1207,797,742,737,930,1278,778,525,384,7380,0,0,0,0,0,0,0,0,0,0,9,0,4,3,3,0,0,0,0,22,5,18,27,26,30,19,8,5,0,137,10,25,27,31,33,20,8,5,0,159,1746,1383,2640,2057,1416,1089,719,296,120,11465,1148,810,1509,1137,889,776,585,335,250,7436,8056,5599,9471,7851,6642,6047,4375,2570,1542,52163,50,59,114,132,113,91,52,23,0,639,1126,671,865,901,1044,930,1007,604,331,7463,0,5,0,0,0,0,0,0,0,8,9,22,21,14,20,14,4,5,0,109,0,0,0,0,0,0,0,0,0,0,1832,1069,1888,1577,1369,956,908,501,275,10373,0,0,3,0,0,0,0,0,0,6,308,207,170,235,286,168,157,128,62,1720,5,0,7,16,0,0,5,3,0,43
LGA18710,2016,1090,866,1531,1560,1399,889,478,179,10016,0,0,3,4,0,0,0,0,0,12,10,10,5,9,6,0,0,0,0,42,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,3,8,21,13,6,0,0,0,63,13,3,8,22,13,6,0,0,0,66,920,386,361,612,487,417,202,47,4,3433,339,152,140,191,181,151,96,63,35,1355,3319,1645,1396,2387,2269,1990,1195,593,222,15020,16,6,7,12,17,14,0,3,0,80,574,330,247,458,549,540,457,263,104,3516,0,0,0,0,0,0,0,0,0,0,53,32,24,23,28,29,15,3,3,210,0,0,0,0,0,0,0,0,0,0,947,540,376,583,634,509,383,181,82,4241,0,0,0,0,0,0,3,0,0,3,8,4,9,18,9,18,4,0,0,63,7,3,0,6,0,4,0,0,0,18
LGA19399,121,45,81,99,122,136,76,31,14,725,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,24,49,44,44,17,13,7,0,264,6,6,9,6,15,3,7,7,0,67,187,80,141,146,181,168,96,39,14,1055,0,0,0,0,0,0,0,0,0,0,39,8,20,36,19,36,33,11,3,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,34,24,29,26,30,36,10,7,6,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,3,0,0,0,0,0,0,3
LGA19499,510,803,1037,887,835,945,616,148,74,5855,11,8,52,14,6,3,3,0,0,94,63,40,85,37,27,4,0,0,0,254,0,5,9,6,6,9,3,0,3,37,0,5,4,0,3,0,0,0,0,9,0,0,8,0,0,0,0,0,0,9,3,16,27,21,13,18,5,0,0,99,3,23,38,23,15,18,5,0,0,118,373,695,719,437,351,261,152,30,7,3027,211,470,657,651,624,409,181,55,35,3289,1181,2077,2655,2102,1894,1676,971,240,124,12915,5,35,55,24,30,30,20,7,0,214,77,100,149,178,197,291,265,61,22,1337,0,0,0,0,0,0,0,0,0,8,7,12,21,8,4,8,13,4,0,84,0,0,0,0,0,0,0,0,0,0,113,205,344,233,248,249,184,52,14,1643,0,0,0,0,0,0,0,0,0,4,0,11,16,16,20,9,3,0,0,80,3,0,5,13,7,3,3,0,0,35
LGA19799,0,0,0,7,6,22,28,23,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,4,7,0,0,20,0,0,0,0,3,0,3,5,0,13,4,3,0,11,11,25,27,25,0,115,0,0,0,3,0,6,4,5,0,14,9,0,0,8,6,11,17,10,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,10,4,10,10,16,24,37,10,3,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,10,0,0,0,0,0,0,0,0,0,0
