LGA_CODE_2021,C16_F_a_4_8_FH_One_PFam,C16_F_a_4_8_FH_oth_fa,C16_F_a_4_8_FH_Tot,C16_F_a_4_8_LP_H,C16_F_a_4_8_GH,C16_F_a_4_8_OH,C16_F_a_4_8_Tot,C16_F_a_9m_FH_CF_no_ch,C16_F_a_9m_FH_CF_w_ch,C16_F_a_9m_FH_One_PFam,C16_F_a_9m_FH_oth_fa,C16_F_a_9m_FH_Tot,C16_F_a_9m_LP_H,C16_F_a_9m_GH,C16_F_a_9m_OH,C16_F_a_9m_Tot,C16_F_a_a_h_FH_CF_no_ch,C16_F_a_a_h_FH_CF_w_ch,C16_F_a_a_h_FH_One_PFam,C16_F_a_a_h_FH_oth_fa,C16_F_a_a_h_FH_Tot,C16_F_a_a_h_LP_H,C16_F_a_a_h_GH,C16_F_a_a_h_OH,C16_F_a_a_h_Tot,C16_F_a_Tot_FH_CF_no_ch,C16_F_a_Tot_FH_CF_w_ch,C16_F_a_Tot_FH_One_PFam,C16_F_a_Tot_FH_oth_fa,C16_F_a_Tot_FH_Tot,C16_F_a_Tot_LP_H,C16_F_a_Tot_GH,C16_F_a_Tot_OH,C16_F_a_Tot_Tot,C16_OD_C_c_hb_FH_CF_no_ch,C16_OD_C_c_hb_FH_CF_w_ch,C16_OD_C_c_hb_FH_One_PFam,C16_OD_C_c_hb_FH_oth_fa,C16_OD_C_c_hb_FH_Tot,C16_OD_C_c_hb_LP_H,C16_OD_C_c_hb_GH,C16_OD_C_c_hb_OH,C16_OD_C_c_hb_Tot,C16_OD_Ih_t_s_FH_CF_no_ch,C16_OD_Ih_t_s_FH_CF_w_ch,C16_OD_Ih_t_s_FH_One_PFam,C16_OD_Ih_t_s_FH_oth_fa,C16_OD_Ih_t_s_FH_Tot,C16_OD_Ih_t_s_LP_H,C16_OD_Ih_t_s_GH,C16_OD_Ih_t_s_OH,C16_OD_Ih_t_s_Tot,C16_OD_H_f_so_FH_CF_no_ch,C16_OD_H_f_so_FH_CF_w_ch,C16_OD_H_f_so_FH_One_PFam,C16_OD_H_f_so_FH_oth_fa,C16_OD_H_f_so_FH_Tot,C16_OD_H_f_so_LP_H,C16_OD_H_f_so_GH,C16_OD_H_f_so_OH,C16_OD_H_f_so_Tot,C16_OD_Tot_FH_CF_no_ch,C16_OD_Tot_FH_CF_w_ch,C16_OD_Tot_FH_One_PFam,C16_OD_Tot_FH_oth_fa,C16_OD_Tot_FH_Tot,C16_OD_Tot_LP_H,C16_OD_Tot_GH,C16_OD_Tot_OH,C16_OD_Tot_Tot,C16_DS_ns_FH_CF_no_ch,C16_DS_ns_FH_CF_w_ch,C16_DS_ns_FH_One_PFam,C16_DS_ns_FH_oth_fa,C16_DS_ns_FH_Tot,C16_DS_ns_LP_H,C16_DS_ns_GH,C16_DS_ns_OH,C16_DS_NS_Tot,C16_Tot_FH_CF_no_ch,C16_Tot_FH_CF_w_ch,C16_Tot_FH_One_PFam,C16_Tot_FH_oth_fa,C16_Tot_FH_Tot,C16_Tot_LP_H,C16_Tot_GH,C16_Tot_OH,C16_Tot_Tot,C21_S_h_FH_CF_no_ch,C21_S_h_FH_CF_w_ch,C21_S_h_FH_One_PFam,C21_S_h_FH_oth_fa,C21_S_h_FH_Tot,C21_S_h_LP_H,C21_S_h_GH,C21_S_h_OH,C21_S_h_Tot,C21_SDRTHT1S_FH_CF_no_ch,C21_SDRTHT1S_FH_CF_w_ch,C21_SDRTHT1S_FH_One_PFam,C21_SDRTHT1S_FH_oth_fa,C21_SDRTHT1S_FH_Tot,C21_SDRTHT1S_LP_H,C21_SDRTHT1S_GH,C21_SDRTHT1S_OH,C21_SDRTHT1S_Tot,C21_SDRTHT2S_FH_CF_no_ch,C21_SDRTHT2S_FH_CF_w_ch,C21_SDRTHT2S_FH_One_PFam,C21_SDRTHT2S_FH_oth_fa,C21_SDRTHT2S_FH_Tot,C21_SDRTHT2S_LP_H,C21_SDRTHT2S_GH,C21_SDRTHT2S_OH,C21_SDRTHT2S_Tot,C21_SDRTHT_Tot_FH_CF_no_ch,C21_SDRTHT_Tot_FH_CF_w_ch,C21_SDRTHT_Tot_FH_One_PFam,C21_SDRTHT_Tot_FH_oth_fa,C21_SDRTHT_Tot_FH_Tot,C21_SDRTHT_Tot_LP_H,C21_SDRTHT_Tot_GH,C21_SDRTHT_Tot_OH,C21_SDRTHT_Tot_Tot,C21_F_a_1_2_FH_CF_no_ch,C21_F_a_1_2_FH_CF_w_ch,C21_F_a_1_2_FH_One_PFam,C21_F_a_1_2_FH_oth_fa,C21_F_a_1_2_FH_Tot,C21_F_a_1_2_LP_H,C21_F_a_1_2_GH,C21_F_a_1_2_OH,C21_F_a_1_2_Tot,C21_F_a_3_FH_CF_no_ch,C21_F_a_3_FH_CF_w_ch,C21_F_a_3_FH_One_PFam,C21_F_a_3_FH_oth_fa,C21_F_a_3_FH_Tot,C21_F_a_3_LP_H,C21_F_a_3_GH,C21_F_a_3_OH,C21_F_a_3_Tot,C21_F_a_4_8_FH_CF_no_ch,C21_F_a_4_8_FH_CF_w_ch,C21_F_a_4_8_FH_One_PFam,C21_F_a_4_8_FH_oth_fa,C21_F_a_4_8_FH_Tot,C21_F_a_4_8_LP_H,C21_F_a_4_8_GH,C21_F_a_4_8_OH,C21_F_a_4_8_Tot,C21_F_a_9m_FH_CF_no_ch,C21_F_a_9m_FH_CF_w_ch,C21_F_a_9m_FH_One_PFam,C21_F_a_9m_FH_oth_fa,C21_F_a_9m_FH_Tot,C21_F_a_9m_LP_H,C21_F_a_9m_GH,C21_F_a_9m_OH,C21_F_a_9m_Tot,C21_F_a_a_h_FH_CF_no_ch,C21_F_a_a_h_FH_CF_w_ch,C21_F_a_a_h_FH_One_PFam,C21_F_a_a_h_FH_oth_fa,C21_F_a_a_h_FH_Tot,C21_F_a_a_h_LP_H,C21_F_a_a_h_GH,C21_F_a_a_h_OH,C21_F_a_a_h_Tot,C21_F_a_Tot_FH_CF_no_ch,C21_F_a_Tot_FH_CF_w_ch,C21_F_a_Tot_FH_One_PFam,C21_F_a_Tot_FH_oth_fa,C21_F_a_Tot_FH_Tot,C21_F_a_Tot_LP_H,C21_F_a_Tot_GH,C21_F_a_Tot_OH,C21_F_a_Tot_Tot,C21_OD_C_c_hb_FH_CF_no_ch,C21_OD_C_c_hb_FH_CF_w_ch,C21_OD_C_c_hb_FH_One_PFam,C21_OD_C_c_hb_FH_oth_fa,C21_OD_C_c_hb_FH_Tot,C21_OD_C_c_hb_LP_H,C21_OD_C_c_hb_GH,C21_OD_C_c_hb_OH,C21_OD_C_c_hb_Tot,C21_OD_Ih_t_s_FH_CF_no_ch,C21_OD_Ih_t_s_FH_CF_w_ch,C21_OD_Ih_t_s_FH_One_PFam,C21_OD_Ih_t_s_FH_oth_fa,C21_OD_Ih_t_s_FH_Tot,C21_OD_Ih_t_s_LP_H,C21_OD_Ih_t_s_GH,C21_OD_Ih_t_s_OH,C21_OD_Ih_t_s_Tot,C21_OD_H_f_so_FH_CF_no_ch,C21_OD_H_f_so_FH_CF_w_ch,C21_OD_H_f_so_FH_One_PFam,C21_OD_H_f_so_FH_oth_fa
LGA14300,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,4,4,0,0,7,31,0,7,47,0,0,0,0,0,3,0,5,7,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,6,0,6,0,0,6,3,0,5,10,8,5,0,0,8,8,0,0,15,549,544,236,21,1345,529,49,177,2096,617,546,230,22,1416,500,60,107,2081,4,3,5,0,10,19,0,5,31,3,0,0,0,5,3,0,0,7,6,4,5,0,18,20,0,7,42,0,4,4,0,11,50,0,22,84,0,0,0,0,0,7,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,11,59,0,26,90,4,7,0,0,8,0,0,0,8,0,0,0,0,4,0,0,0,5,3,3,0,0
LGA14350,0,0,0,13,0,5,20,..,..,..,..,..,..,..,..,..,0,0,0,0,0,3,0,4,6,56,25,59,4,149,259,15,88,520,20,0,4,0,28,56,0,186,270,0,4,0,0,3,3,0,18,24,4,4,4,4,12,10,7,0,27,26,5,9,4,45,71,7,207,324,44,25,11,0,76,54,5,58,194,3237,2261,1594,110,7207,3116,328,1183,11837,3355,2307,1490,140,7284,2623,309,752,10972,32,28,24,4,85,103,12,14,213,19,6,17,3,45,45,4,13,108,53,32,43,6,127,145,17,26,316,95,20,68,10,191,387,22,109,707,9,4,7,0,17,35,7,24,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,9,0,0,0,9,110,26,71,10,215,426,22,133,793,34,5,9,0,40,62,17,219,341,4,0,0,0,4,0,0,5,10,7,0,6,0
LGA14400,4,4,70,121,6,24,214,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,176,34,38,7,259,375,17,102,751,11,5,0,0,18,11,0,59,89,0,0,0,0,0,0,0,5,6,4,6,4,0,18,8,0,0,24,17,11,4,0,34,18,0,69,122,12,9,6,0,24,20,18,26,85,2662,2497,662,47,5863,1666,186,571,8297,2427,2366,523,53,5371,1072,106,297,6852,119,47,32,3,195,189,5,22,417,302,139,76,4,519,283,29,44,882,419,184,106,9,720,471,39,66,1294,71,24,24,0,120,122,0,29,272,66,17,9,0,91,77,8,12,191,106,12,4,4,128,175,7,16,325,0,0,0,0,0,0,0,0,0,15,3,4,0,18,4,0,0,29,255,53,42,10,357,382,17,50,807,7,0,4,0,12,9,3,21,48,0,0,0,0,0,0,0,0,0,5,7,0,0
LGA14500,617,79,3978,1330,151,312,5774,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,2412,2184,890,130,5628,2657,256,480,9016,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,10,8,0,3,28,3,5,3,0,17,8,0,8,31,14,20,9,0,47,35,3,4,88,9589,18569,3207,364,31729,6157,592,1193,39666,6934,16139,2358,164,25592,2882,243,429,29141,68,36,18,3,125,81,6,11,217,451,414,145,10,1021,373,16,37,1446,527,450,163,10,1147,451,22,41,1660,468,210,129,8,817,771,37,47,1671,381,338,173,22,912,724,56,41,1734,1986,2049,894,79,5011,1929,180,222,7343,235,252,89,15,589,225,26,19,855,16,28,13,0,56,27,7,3,94,3091,2876,1291,130,7382,3674,306,336,11695,5,0,0,0,5,5,0,0,8,0,0,0,0,0,0,0,0,0,32,33,11,0
LGA14550,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,4,6,0,16,6,24,46,0,9,75,3,0,0,3,4,25,0,26,58,0,0,0,0,5,4,0,0,11,6,0,0,0,10,12,0,0,24,11,7,0,3,20,42,4,26,92,8,3,6,0,10,8,0,9,30,1117,707,412,36,2278,1138,112,370,3895,1181,695,429,36,2343,1091,124,329,3889,5,0,0,0,3,5,0,0,14,0,0,3,0,3,0,0,0,3,5,0,0,0,6,5,0,0,11,8,0,6,0,13,68,0,7,92,0,0,0,0,3,3,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,4,8,0,22,68,0,10,106,4,4,0,0,8,16,5,21,51,0,5,0,0,3,6,0,12,20,3,3,0,0
LGA14600,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,10,3,0,0,17,48,0,7,76,0,0,0,0,0,0,0,21,26,0,0,0,0,0,0,0,4,4,0,5,0,0,10,6,0,0,15,0,5,3,0,9,9,0,26,44,24,19,12,0,51,21,0,0,73,649,596,266,25,1541,653,33,287,2514,608,569,220,32,1433,596,32,252,2323,6,0,4,0,11,32,0,25,67,0,0,0,0,0,0,0,0,0,6,0,0,0,11,29,0,25,69,10,3,3,0,18,40,0,13,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,3,0,18,40,0,13,74,0,0,0,0,0,4,0,14,17,0,0,0,0,0,0,0,3,3,0,0,0,0
LGA14650,26,3,211,195,19,34,460,..,..,..,..,..,..,..,..,..,10,4,8,3,25,22,0,4,48,590,148,275,27,1040,1655,88,194,2977,91,14,29,0,138,359,14,114,619,12,5,3,0,19,5,0,64,84,19,20,13,0,53,34,8,11,109,118,36,48,5,209,400,21,185,820,40,29,12,0,82,64,14,12,176,20934,22920,9183,660,53698,17610,1765,2363,75444,20519,23570,8813,655,53557,13578,1618,1985,70738,1185,297,565,49,2094,2924,128,236,5375,682,315,443,28,1471,1099,104,156,2829,1867,606,1010,77,3561,4021,230,390,8205,365,84,203,21,675,1417,51,172,2315,94,15,18,0,127,181,10,16,339,239,32,54,4,332,337,27,26,727,78,15,17,0,118,113,24,7,256,53,24,23,5,102,72,4,18,200,836,178,318,31,1361,2118,111,245,3837,66,10,22,0,100,200,13,106,411,3,0,0,0,3,0,0,3,10,14,9,15,4
LGA14700,194,43,2027,1093,203,222,3544,..,..,..,..,..,..,..,..,..,13,12,3,0,22,16,3,0,47,2138,1335,476,94,4047,2463,471,464,7454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,4,4,5,22,0,3,3,0,7,4,4,3,20,13,13,6,0,29,24,4,4,68,3662,4701,985,170,9510,3411,610,665,14201,1473,3101,458,49,5077,665,93,95,5929,54,86,11,0,144,50,7,5,207,116,214,46,0,378,208,13,26,623,170,298,58,0,524,258,20,31,830,196,148,74,12,433,365,45,23,856,729,545,268,31,1575,1089,164,90,2915,1247,777,265,40,2328,1435,205,224,4194,402,234,56,5,697,324,50,40,1113,15,21,3,0,34,11,3,10,55,2582,1716,664,88,5059,3221,469,385,9141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0
LGA14750,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,4,0,0,4,28,20,22,0,67,135,10,37,254,4,0,0,0,0,15,0,14,41,0,0,0,0,4,4,0,0,8,0,0,0,0,10,3,0,6,13,9,6,0,0,18,26,0,26,62,6,12,3,0,21,16,0,5,39,1097,1127,429,36,2688,1090,92,360,4231,1047,1057,426,37,2563,803,81,297,3746,16,13,10,3,39,63,4,21,124,0,0,0,0,7,4,0,0,12,19,13,10,3,45,66,4,21,134,41,29,31,4,96,217,7,41,361,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,29,31,4,96,217,7,39,366,4,0,3,0,8,17,5,21,55,0,0,0,0,0,0,0,0,0,6,5,0,0
LGA14850,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,6,0,4,5,87,48,100,8,243,455,55,120,882,21,10,21,0,52,157,4,61,281,3,5,6,0,15,21,0,59,98,57,42,10,3,118,22,4,10,152,82,60,36,3,187,204,7,130,526,18,20,12,0,53,36,0,18,108,4212,4004,2285,174,10671,4751,770,1312,17506,4137,3898,2037,159,10227,3444,655,916,15237,163,64,147,10,377,773,36,79,1266,74,43,88,6,212,270,43,57,573,234,102,230,18,587,1035,79,140,1843,63,40,99,3,207,410,45,71,734,4,0,10,0,18,51,8,9,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,8,0,35,39,3,15,88,85,54,119,6,263,497,56,95,912,23,7,10,0,37,183,7,58,289,0,0,0,0,4,4,0,10,17,9,0,5,0
LGA14870,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,17,11,14,0,40,91,5,25,159,0,4,0,0,4,27,0,17,55,0,0,0,0,0,3,0,8,13,93,88,36,4,227,77,10,42,356,101,93,36,4,229,112,10,70,419,27,12,4,0,42,25,0,4,73,2153,1926,968,76,5114,2560,190,765,8628,2153,1829,934,80,5002,2277,183,515,7977,110,19,48,4,181,350,13,44,585,12,0,13,6,28,66,4,8,113,123,17,64,3,210,411,19,54,695,13,10,8,0,25,88,0,25,130,0,0,0,0,0,9,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,7,15,10,6,0,33,98,0,26,154,0,0,0,0,0,18,0,6,30,0,0,0,0,0,0,0,3,3,10,8,7,0
LGA14900,365,38,1735,507,107,510,2862,..,..,..,..,..,..,..,..,..,10,13,12,5,40,23,0,10,78,1296,2151,1183,142,4770,2694,309,1445,9219,0,0,5,0,5,23,0,13,49,0,4,0,0,4,5,0,8,16,14,29,10,0,54,28,5,14,94,15,34,9,0,62,52,5,36,163,120,60,19,0,195,123,6,56,383,10312,28743,8701,804,48555,9209,1029,4146,62930,9146,27008,7464,577,44198,5738,725,2172,52836,235,392,195,9,836,414,42,152,1440,942,2188,1064,78,4279,1415,107,339,6145,1183,2581,1265,91,5113,1832,149,484,7584,220,200,230,29,680,892,38,219,1833,612,903,577,91,2187,1725,168,418,4493,374,555,326,40,1301,441,58,169,1975,748,860,391,63,2067,1105,154,418,3742,92,169,85,13,361,106,19,35,530,2050,2691,1609,239,6587,4279,435,1269,12566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,7,6,7,0
LGA14920,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,4,4,12,0,18,65,0,10,96,0,0,0,0,0,5,0,3,12,0,0,0,0,0,0,0,0,3,9,5,0,0,9,6,0,5,24,11,5,0,0,16,12,0,14,43,5,0,0,0,7,3,0,0,10,869,710,344,38,1956,876,81,261,3176,847,651,314,44,1852,795,71,323,3044,5,7,3,0,15,45,0,31,89,0,0,0,0,3,0,0,3,10,5,3,4,0,16,47,0,38,99,7,6,4,0,14,25,0,4,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,4,0,14,25,0,4,41,0,0,0,0,0,6,0,12,17,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA14950,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,4,22,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,3,14,0,8,0,0,10,3,0,3,17,3,5,0,0,6,0,0,3,9,366,316,106,8,798,316,18,97,1227,376,316,123,9,829,300,28,78,1237,0,0,0,0,0,8,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,10,4,0,3,0,5,9,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,5,9,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA15050,3,0,12,24,4,3,42,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,3,3,63,21,67,11,158,426,23,88,694,4,3,3,0,14,33,0,37,83,4,3,7,0,8,3,0,0,9,18,11,6,0,34,15,3,0,55,21,14,14,0,52,53,0,44,152,78,14,20,3,114,261,0,9,385,7297,9477,3693,297,20758,5950,665,1130,28507,8010,10674,3898,296,22879,4947,673,780,29276,574,236,324,31,1166,1283,66,108,2621,95,50,92,9,245,355,24,55,679,672,285,417,44,1413,1634,89,163,3300,71,24,52,6,156,462,33,53,698,0,0,0,0,0,0,0,0,0,0,0,8,0,14,14,4,0,30,0,0,0,0,0,0,0,0,0,20,14,10,0,39,28,3,3,75,94,37,77,6,211,503,40,62,811,26,0,3,3,31,125,3,9,173,0,6,0,0,0,0,0,0,4,10,4,4,4
LGA15240,52,4,206,187,19,74,480,..,..,..,..,..,..,..,..,..,0,0,0,0,0,4,0,0,7,424,120,280,23,848,1437,105,322,2715,169,25,34,0,229,327,12,369,934,13,0,3,0,13,17,0,22,51,29,20,18,3,68,53,12,19,153,203,47,53,0,309,396,29,406,1141,80,42,30,0,150,95,7,76,327,12571,7327,4191,321,24412,10801,1027,2754,38992,12419,7083,3857,313,23666,8091,869,2143,34771,707,122,280,18,1130,1630,94,171,3026,171,69,85,9,333,276,11,71,695,876,194,359,30,1461,1906,104,241,3720,288,82,156,16,543,1194,74,178,1991,101,20,28,5,146,295,22,47,508,115,21,23,4,160,210,15,48,425,43,0,3,0,46,30,0,29,107,6,3,3,0,11,11,0,6,28,547,131,218,20,911,1736,109,307,3070,144,16,22,0,184,326,12,199,731,5,0,0,0,3,3,0,15,22,17,18,12,3
LGA15270,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,35,20,20,3,71,146,6,42,266,7,3,4,0,21,68,0,60,151,0,3,0,0,8,3,0,5,12,12,0,0,3,15,7,0,4,34,24,11,9,3,40,82,3,71,199,18,15,3,0,39,32,0,30,109,2514,2477,919,81,5989,2532,247,1060,9826,2759,2593,928,80,6361,2220,228,699,9506,99,53,53,9,215,338,31,66,655,0,0,0,0,7,17,3,3,21,105,60,54,9,222,356,36,68,678,5,0,7,0,12,54,0,10,83,0,0,0,0,0,10,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,7,0,14,66,0,10,92,15,4,0,0,18,61,4,69,155,0,0,0,0,0,0,0,7,3,12,0,0,0
LGA15300,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,3,55,23,52,11,131,288,18,92,534,12,0,0,0,9,34,0,140,187,0,0,0,0,0,5,0,0,5,12,4,0,0,22,9,0,5,41,23,4,6,0,33,45,4,148,233,3,10,0,0,16,8,0,46,70,1151,1203,644,82,3078,1341,129,800,5348,985,979,472,58,2492,845,100,879,4310,67,50,32,4,159,207,17,134,516,9,3,3,0,24,44,8,17,86,80,51,38,7,179,245,17,154,600,8,0,10,3,21,54,4,43,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,9,3,19,52,4,43,118,9,5,4,0,16,19,3,108,140,0,0,0,0,0,0,0,0,3,0,0,3,0
LGA15350,79,12,711,794,74,161,1739,..,..,..,..,..,..,..,..,..,13,8,9,0,27,17,0,3,49,1709,798,398,46,2948,2494,258,559,6261,0,0,0,0,0,3,0,5,6,0,0,0,0,0,0,0,0,0,12,7,5,0,36,16,3,3,55,15,7,5,0,34,14,3,10,62,5,11,0,0,19,14,0,3,36,3063,3509,801,83,7460,3244,322,829,11852,1112,2051,278,37,3483,511,38,85,4114,205,303,71,7,583,170,4,12,773,247,184,54,4,484,137,9,23,652,448,490,123,13,1068,306,18,39,1428,409,282,111,7,810,487,56,44,1395,768,354,221,18,1363,1388,98,106,2954,331,131,72,11,547,573,21,53,1198,170,46,26,3,252,320,21,31,619,24,5,12,0,37,26,0,0,68,1701,823,440,45,3001,2799,199,233,6236,0,3,0,0,3,0,0,4,10,0,0,0,0,0,0,0,0,0,32,19,11,3
LGA15520,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,50,21,17,3,84,151,3,29,271,30,3,0,0,36,44,3,96,181,0,0,4,0,4,0,0,0,5,17,9,0,0,24,3,4,4,38,47,17,7,0,63,46,4,103,225,4,3,3,0,14,14,0,9,36,1608,1118,330,34,3085,1294,92,466,4940,1632,1223,334,27,3216,1037,88,318,4653,114,17,18,0,151,230,6,37,430,3,0,4,0,12,5,0,0,19,119,24,19,0,164,239,6,38,448,3,3,0,0,7,28,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,7,28,0,0,38,20,4,0,0,25,29,0,54,106,0,0,0,0,0,0,0,0,0,0,0,4,0
LGA15560,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,8,6,0,0,13,45,0,10,72,3,0,0,0,9,3,0,11,19,0,0,0,0,0,0,0,14,14,6,0,0,0,5,4,0,3,16,11,0,0,0,10,10,0,25,50,6,0,0,0,4,6,0,0,7,388,398,140,19,941,385,33,164,1524,397,302,125,10,834,350,25,122,1332,3,0,0,0,3,16,0,8,26,0,0,0,0,0,0,0,0,0,3,0,0,0,3,15,0,8,25,4,3,3,0,8,34,0,12,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,8,34,0,12,56,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,3,0,0,0
LGA15650,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,7,8,0,0,16,42,0,13,72,0,0,0,0,6,14,0,41,57,0,0,0,0,0,0,0,0,3,4,0,0,0,9,0,0,0,6,3,5,0,0,11,16,0,41,66,13,13,3,0,33,16,0,4,49,1491,1738,770,43,4039,1545,179,434,6202,1482,1656,719,49,3902,1254,131,334,5626,64,36,31,5,133,296,18,76,520,22,7,16,4,47,98,6,40,186,83,42,48,8,176,389,25,115,704,0,6,5,0,14,29,0,13,49,5,7,5,0,4,8,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,11,4,0,18,36,0,8,65,7,3,3,0,14,16,0,19,44,0,0,0,0,0,0,0,0,0,4,0,0,0
LGA15700,0,0,13,15,0,0,18,..,..,..,..,..,..,..,..,..,0,0,0,0,0,3,0,0,3,84,22,57,5,167,289,10,49,519,97,4,10,5,123,186,7,208,525,3,3,0,0,3,7,0,4,15,10,5,9,0,18,21,3,3,42,114,15,13,5,147,210,13,212,584,6,9,8,0,22,15,0,3,45,2419,1515,954,86,4979,2451,250,727,8412,2290,1543,899,67,4808,2080,230,505,7619,68,36,34,3,143,199,8,45,392,36,13,14,4,69,98,0,20,188,107,52,47,9,214,297,11,60,580,42,15,29,6,91,139,8,34,278,21,3,9,0,38,73,3,17,127,9,0,0,0,13,16,0,4,35,0,0,0,0,0,0,0,0,0,4,5,0,0,10,9,0,0,18,77,24,41,5,146,239,14,60,454,38,7,4,4,49,74,0,188,311,0,0,4,0,5,0,0,5,7,11,4,10,0
LGA15750,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,26,13,22,0,64,177,8,72,319,6,4,0,0,8,40,0,80,125,0,0,0,0,0,5,0,0,8,3,4,0,0,12,0,0,3,16,12,7,7,0,26,48,3,83,153,10,9,4,0,17,11,0,0,30,1327,1306,540,37,3214,1278,128,614,5233,1282,1199,484,44,3007,996,112,491,4611,41,13,23,0,81,257,12,64,416,4,4,0,0,7,19,0,16,46,49,22,22,0,94,275,15,80,467,6,0,0,0,5,15,0,11,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,21,0,11,38,10,0,0,0,14,15,0,68,89,0,0,0,0,0,3,0,8,14,0,0,0,0
