LGA_CODE_2021,C16_850_949_Oth_lan_typ,C16_850_949_LLT_NS,C16_850_949_Tot,C16_950over_REA,C16_950over_ST_HA,C16_950over_Co_ho_pr,C16_950over_Pe_no_sa_ho,C16_950over_Oth_lan_typ,C16_950over_LLT_NS,C16_950over_Tot,C16_R_NS_REA,C16_R_NS_ST_HA,C16_R_NS_Co_ho_pr,C16_R_NS_Pe_no_sa_ho,C16_R_NS_Oth_lan_typ,C16_R_NS_Land_typ_ns,C16_Rent_not_statd_Tot,C16_Tot_REA,C16_Tot_ST_HA,C16_Tot_Co_ho_pr,C16_Tot_Pe_no_sa_ho,C16_Tot_Oth_lan_typ,C16_Tot_LLT_NS,C16_Tot_Tot,C21_1_74_REA,C21_1_74_ST_HA,C21_1_74_Co_ho_pr,C21_1_74_Per_no_sa_ho,C21_1_74_Oth_land_typ,C21_1_74_LLT_NS,C21_1_74_Tot,C21_75_99_REA,C21_75_99_ST_HA,C21_75_99_Co_ho_pr,C21_75_99_Pe_no_sa_ho,C21_75_99_Oth_lan_typ,C21_75_99_Lan_type_ns,C21_75_99_Tot,C21_100_149_REA,C21_100_149_ST_HA,C21_100_149_Co_ho_pr,C21_100_149_Pe_no_sa_ho,C21_100_149_Ot_lan_ty,C21_100_149_Lan_typ_ns,C21_100_149_Tot,C21_150_199_REA,C21_150_199_ST_HA,C21_150_199_Co_ho_pr,C21_150_199_Pe_no_sa_ho,C21_150_199_Ot_lan_ty,C21_150_199_Lan_ty_ns,C21_150_199_Tot,C21_200_224_REA,C21_200_224_ST_HA,C21_200_224_Co_ho_pr,C21_200_224_Pe_no_sa_ho,C21_200_224_Ot_lan_ty,C21_200_224_Lan_ty_ns,C21_200_224_Tot,C21_225_274_REA,C21_225_274_ST_HA,C21_225_274_Co_ho_pr,C21_225_274_Pe_no_sa_ho,C21_225_274_Ot_la_typ,C21_225_274_Lan_ty_ns,C21_225_274_Tot,C21_275_349_REA,C21_275_349_ST_HA,C21_275_349_Co_ho_pr,C21_275_349_Pe_no_sa_ho,C21_275_349_Ot_lan_ty,C21_275_349_Lan_ty_ns,C21_275_349_Tot,C21_350_449_REA,C21_350_449_ST_HA,C21_350_449_Co_ho_pr,C21_350_449_Pe_no_sa_ho,C21_350_449_Ot_lan_ty,C21_350_449_Lan_ty_ns,C21_350_449_Tot,C21_450_549_REA,C21_450_549_ST_HA,C21_450_549_Co_ho_pr,C21_450_549_Pe_no_sa_ho,C21_450_549_Oth_lan_typ,C21_450_549_Lan_ty_ns,C21_450_549_Tot,C21_550_649_REA,C21_550_649_ST_HA,C21_550_649_Co_ho_pr,C21_550_649_Pe_no_sa_ho,C21_550_649_Ot_lan_ty,C21_550_649_Lan_ty_ns,C21_550_649_Tot,C21_650_749_REA,C21_650_749_ST_HA,C21_650_749_Co_ho_pr,C21_650_749_Pe_no_sa_ho,C21_650_749_Oth_lan_typ,C21_650_749_LLT_NS,C21_650_749_Tot,C21_750_849_REA,C21_750_849_ST_HA,C21_750_849_Co_ho_pr,C21_750_849_Pe_no_sa_ho,C21_750_849_Oth_lan_typ,C21_750_849_LLT_NS,C21_750_849_Tot,C21_850_950_REA,C21_850_949_ST_HA,C21_850_949_Co_ho_pr,C21_850_949_Pe_no_sa_ho,C21_850_949_Oth_lan_typ,C21_850_949_LLT_NS,C21_850_949_Tot,C21_950over_REA,C21_950over_ST_HA,C21_950over_Co_ho_pr,C21_950over_Pe_no_sa_ho,C21_950over_Oth_lan_typ,C21_950over_LLT_NS,C21_950over_Tot,C21_R_NS_REA,C21_R_NS_ST_HA,C21_R_NS_Co_ho_pr,C21_R_NS_Pe_no_sa_ho,C21_R_NS_Oth_lan_typ,C21_R_NS_Land_typ_ns,C21_Rent_not_statd_Tot,C21_Tot_REA,C21_Tot_ST_HA,C21_Tot_Co_ho_pr,C21_Tot_Pe_no_sa_ho,C21_Tot_Oth_lan_typ,C21_Tot_LLT_NS,C21_Tot_Tot
LGA15520,0,0,0,4,0,0,0,3,0,7,4,3,3,12,18,0,42,478,19,46,256,103,8,917,0,4,17,3,11,0,37,0,3,0,3,3,0,10,25,7,14,36,8,0,80,35,0,9,56,23,0,127,41,0,0,33,6,0,78,84,0,0,29,8,0,128,114,0,0,35,7,0,156,113,6,0,27,9,0,147,62,0,0,7,3,0,77,8,0,0,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,7,0,14,9,0,5,22,52,4,90,489,20,42,260,144,12,963
LGA15560,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21,3,26,79,23,18,168,83,8,381,0,4,3,4,5,0,21,3,0,0,3,4,0,13,10,5,6,22,8,0,42,9,6,3,29,8,4,63,5,0,0,25,13,0,48,10,0,0,26,10,0,51,9,0,0,13,3,0,32,3,0,0,0,0,0,7,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,12,21,3,44,61,17,12,146,69,7,318
LGA15650,0,0,0,0,0,0,0,0,0,3,32,13,0,17,18,0,84,1505,272,41,276,67,17,2184,0,0,0,0,7,0,17,0,4,0,4,0,0,8,9,27,12,16,9,0,73,79,80,25,34,9,0,223,80,27,9,40,7,0,162,193,30,13,58,9,0,314,313,45,15,87,17,0,479,541,9,0,68,10,0,627,96,3,0,12,0,0,107,11,0,0,4,0,0,10,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4,35,13,0,25,33,3,112,1367,237,78,348,111,7,2148
LGA15700,0,0,3,0,0,0,0,5,0,8,25,21,5,23,9,9,85,1001,264,111,486,133,21,2023,7,0,0,7,0,0,25,0,0,3,5,3,0,17,3,16,24,26,24,0,94,29,46,95,49,28,4,244,73,11,25,50,19,0,177,109,20,26,64,15,6,232,276,10,16,109,18,0,428,367,11,10,79,8,7,482,106,0,6,19,5,0,132,17,0,0,4,0,0,22,6,0,0,3,0,0,6,0,0,0,0,3,0,4,0,0,0,0,0,0,0,4,0,0,4,5,0,8,11,19,15,29,15,6,93,1010,131,217,457,128,21,1977
LGA15750,0,0,0,0,0,0,0,0,0,3,16,14,0,19,32,0,88,492,172,50,447,185,16,1373,0,3,0,7,26,0,43,0,8,0,3,8,0,18,18,28,14,35,14,3,114,84,37,22,47,22,3,211,80,32,12,53,19,0,193,67,42,17,50,5,0,182,125,14,8,58,12,0,220,190,4,0,51,23,4,275,28,0,0,3,0,0,38,6,0,0,3,3,0,12,3,0,0,0,0,0,3,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4,5,33,46,4,111,606,174,84,354,188,20,1428
LGA15800,0,0,0,0,0,0,0,0,0,4,4,5,0,14,4,0,31,225,48,6,187,53,8,523,0,0,0,3,3,0,14,0,5,0,7,4,0,9,14,13,3,31,5,4,77,54,18,4,26,7,0,106,50,7,5,26,5,0,99,60,4,0,36,3,0,104,38,0,0,21,3,0,70,9,0,0,6,4,0,16,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,12,0,32,243,51,9,172,53,6,539
LGA15850,0,0,0,0,0,0,0,0,0,0,3,0,5,5,3,5,21,241,87,29,161,48,3,578,0,0,0,0,4,0,7,0,13,0,0,4,0,14,3,18,14,20,11,0,71,25,4,17,20,11,0,78,25,6,0,23,0,0,59,62,16,5,26,4,4,114,78,0,0,27,4,0,111,21,0,0,17,0,0,36,3,0,0,0,0,0,5,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,16,17,3,43,229,62,36,157,58,10,550
LGA15900,0,0,57,53,0,0,30,3,0,95,167,201,51,154,31,17,618,12652,3456,423,4075,435,113,21155,12,106,13,20,5,0,158,6,194,28,11,6,0,244,58,1386,87,140,22,12,1700,236,410,175,217,28,7,1076,257,168,76,232,25,4,753,613,212,104,327,71,6,1332,1850,158,79,653,79,6,2825,5366,124,71,1185,100,16,6858,4345,23,27,685,56,8,5143,1825,11,9,259,13,0,2115,669,0,0,90,10,0,767,286,0,0,54,5,0,346,125,5,0,26,9,0,164,171,0,0,54,10,3,239,210,174,38,215,73,53,761,16038,2972,707,4169,493,110,24493
LGA15950,0,6,780,1129,0,0,237,20,0,1383,187,24,33,82,25,12,368,12349,453,77,2266,109,46,15292,13,12,0,8,0,0,34,0,9,5,9,0,0,24,13,80,42,17,0,0,157,23,114,92,22,0,0,255,15,35,19,35,6,0,114,65,29,16,48,21,0,183,382,23,6,119,9,0,532,2074,9,11,244,3,6,2347,2949,3,7,351,18,5,3328,2847,0,0,343,7,7,3200,2034,0,0,241,3,3,2286,1361,0,0,160,11,0,1525,809,0,0,103,4,0,912,1473,0,0,228,5,0,1713,211,26,11,110,30,19,405,14277,337,210,2037,117,43,17020
LGA15990,5,0,1323,2154,0,0,437,18,3,2612,268,71,41,206,40,33,651,15946,1066,475,4474,367,116,22440,15,30,13,20,0,0,85,4,25,50,11,0,3,88,13,148,123,38,30,14,363,23,297,146,52,22,7,556,21,108,87,92,21,5,333,68,86,75,137,23,3,404,242,45,57,237,46,7,639,1168,52,29,482,73,15,1827,3220,23,18,743,52,13,4064,3785,13,8,804,47,11,4661,2894,8,4,525,25,10,3458,1883,8,7,411,15,3,2324,1398,0,0,274,19,0,1694,3607,6,0,657,30,14,4317,310,64,37,273,60,51,805,18650,918,667,4758,463,160,25613
LGA16100,0,0,0,0,0,0,0,0,0,0,3,4,0,6,10,0,21,234,24,8,96,29,4,398,4,0,0,4,0,0,6,0,0,6,0,0,0,8,20,9,9,9,0,0,45,22,3,3,7,4,0,38,23,3,0,11,4,0,39,37,5,0,15,0,0,54,89,0,0,28,5,0,123,62,0,0,15,0,0,73,8,0,0,4,0,0,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,14,16,0,34,261,21,14,99,37,4,435
LGA16150,0,0,0,5,0,0,4,0,0,5,41,53,9,40,18,4,166,3169,811,93,681,89,30,4874,0,21,4,8,0,0,37,0,41,10,0,5,0,50,24,219,26,25,6,0,305,70,168,43,41,11,8,340,123,53,21,70,10,0,285,395,77,22,101,14,0,614,855,70,24,159,27,5,1141,1243,25,12,151,17,9,1457,622,4,0,52,10,0,695,125,0,0,16,3,0,153,23,0,0,10,0,0,28,3,0,0,8,0,0,12,5,0,0,5,0,0,6,17,0,0,14,0,0,37,85,76,14,45,54,15,289,3601,747,182,720,163,28,5445
LGA16200,0,0,0,0,0,0,0,0,0,3,8,16,10,25,16,0,71,636,217,69,460,88,19,1487,0,8,0,6,4,0,24,3,10,0,7,5,3,32,18,84,16,33,13,3,167,79,41,30,70,9,4,232,62,24,6,75,7,3,179,134,17,5,84,15,0,257,210,5,3,101,8,0,327,137,0,3,47,13,0,202,24,0,0,10,0,0,39,0,0,0,3,0,0,8,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,10,9,8,38,14,4,81,700,197,73,480,100,16,1556
LGA16260,5,0,217,113,0,0,39,9,0,169,374,184,48,212,44,38,904,22503,3515,598,3728,722,141,31204,22,108,10,14,0,0,154,4,255,20,3,8,0,292,55,1321,98,64,28,3,1574,115,455,155,160,22,6,916,132,219,121,156,22,4,651,441,218,97,191,239,9,1203,2322,177,90,386,128,16,3120,9777,165,122,935,151,17,11170,11626,97,39,983,140,15,12902,5208,27,10,456,68,10,5781,1733,8,3,184,33,4,1960,817,5,4,83,12,0,923,343,0,0,52,3,0,395,234,0,0,55,9,0,307,525,179,45,307,75,88,1219,33352,3232,822,4020,936,183,42551
LGA16350,0,0,23,20,3,0,4,0,0,28,208,149,18,139,38,30,584,12972,2605,356,2638,311,115,18993,16,71,14,18,4,0,123,0,151,21,10,0,0,186,28,783,61,42,14,6,938,84,420,204,94,19,3,823,138,178,85,108,7,3,510,710,197,108,182,77,0,1278,2451,183,160,448,42,12,3297,7921,214,89,911,88,16,9240,4327,48,9,470,38,7,4906,1673,9,0,146,7,0,1844,390,4,3,39,3,0,434,116,4,0,16,0,0,146,34,0,0,15,0,0,54,63,0,0,14,9,0,88,341,146,39,177,71,59,842,18285,2413,789,2706,390,121,24696
LGA16380,0,0,8,9,0,0,5,7,0,18,61,46,25,68,28,19,240,5029,956,188,1550,336,68,8122,4,10,11,8,15,0,47,3,4,4,7,10,0,35,4,41,58,62,29,8,206,50,165,223,78,61,4,589,82,43,38,94,20,0,278,363,69,97,170,30,10,740,1079,44,69,309,37,8,1548,2277,38,93,534,55,7,2997,1473,9,13,210,16,3,1716,419,3,0,65,4,0,495,138,0,0,23,3,0,159,35,0,0,10,5,0,48,17,0,0,7,0,0,20,27,0,3,10,12,0,45,85,41,40,103,47,23,334,6054,467,647,1687,347,67,9273
LGA16400,0,0,10,6,0,0,9,7,0,20,41,30,12,57,28,17,187,3968,716,146,1108,669,47,6655,6,8,3,17,3,0,30,3,7,0,5,4,0,23,16,52,55,38,37,7,202,31,133,73,64,81,0,383,63,49,26,86,16,3,246,183,113,61,112,249,7,728,802,121,54,273,98,3,1352,1694,59,21,326,79,7,2188,1107,3,4,147,24,0,1285,354,0,0,38,6,0,404,116,0,0,11,5,0,129,25,0,0,4,0,0,28,6,0,0,3,0,0,6,5,0,0,5,5,0,21,85,30,21,78,54,14,276,4503,571,313,1199,660,52,7297
LGA16490,0,0,9,7,0,0,4,3,0,14,50,36,13,37,20,9,161,3406,628,94,1070,430,33,5666,3,13,3,9,0,0,26,0,29,5,6,3,0,41,20,165,13,39,13,5,246,52,102,55,72,9,0,292,150,44,30,78,12,0,317,437,55,29,124,101,5,747,617,55,16,190,158,3,1045,815,59,9,281,183,3,1349,721,26,0,203,35,0,994,338,5,0,90,13,0,446,242,0,0,38,13,0,299,105,0,0,22,11,0,135,18,0,0,5,0,0,27,13,0,0,3,3,0,18,49,28,8,69,40,12,210,3587,583,174,1229,591,30,6198
LGA16550,19,0,893,1222,5,0,315,22,0,1561,273,188,24,176,33,24,723,16166,3095,359,3359,454,99,23539,12,98,4,11,6,0,128,9,184,21,9,4,0,226,21,1314,82,38,7,0,1474,48,377,134,79,10,0,652,58,187,53,68,9,0,372,146,159,47,107,29,8,488,456,115,52,164,68,0,863,1894,95,34,271,109,7,2403,3929,39,19,481,29,4,4496,4116,32,5,427,31,9,4605,2560,7,0,299,13,4,2890,1442,3,0,206,7,0,1668,850,0,0,129,4,0,984,1820,3,0,273,11,0,2105,290,187,24,186,31,42,759,17652,2803,464,2744,364,81,24107
LGA16610,0,0,0,5,0,0,0,0,0,5,26,11,12,31,8,4,91,1320,250,109,616,141,31,2463,4,5,0,5,4,0,19,0,6,0,5,0,0,13,6,67,11,24,11,3,119,75,51,35,48,28,4,244,72,25,16,61,28,0,198,187,15,14,99,34,7,354,381,16,4,165,17,0,586,398,3,11,104,15,0,530,89,4,0,22,3,0,111,23,0,0,5,0,0,26,6,0,0,6,5,0,12,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,7,25,15,0,22,24,3,85,1273,196,91,563,169,24,2315
LGA16700,0,0,227,201,0,0,57,6,0,260,173,79,49,154,32,25,520,11334,1348,306,2239,272,78,15582,13,28,7,10,4,0,59,0,22,19,4,0,0,49,34,148,52,41,8,0,282,65,277,175,103,17,7,639,62,96,43,82,17,0,306,212,116,92,118,54,6,589,1325,77,66,210,33,6,1711,4344,64,62,482,65,12,5030,4188,45,25,432,35,3,4729,3114,11,14,275,20,0,3435,1356,0,6,169,14,3,1550,593,0,4,91,9,0,697,305,3,0,33,0,4,344,419,0,0,62,5,0,484,256,74,42,185,40,44,643,16280,965,609,2287,325,94,20557
LGA16900,0,0,0,4,0,0,3,0,0,7,41,73,10,38,8,4,180,3391,1616,93,947,113,44,6199,4,28,9,3,0,0,50,0,60,3,8,0,0,67,3,516,11,27,9,0,573,25,314,29,28,14,0,415,37,158,22,48,0,0,267,103,139,21,66,0,4,346,392,112,47,153,13,3,712,1213,136,22,290,24,3,1693,1486,46,9,267,15,0,1817,810,5,0,75,9,6,904,219,0,0,17,0,0,233,39,0,0,4,0,0,51,4,0,0,0,0,0,11,16,3,0,9,0,0,30,76,83,13,64,14,14,266,4440,1611,180,1069,101,29,7422
LGA16950,0,0,3,7,0,0,15,9,0,30,83,72,18,97,43,14,331,5114,1276,288,1997,607,89,9381,7,4,10,23,17,0,55,4,20,11,5,7,0,45,18,68,85,76,50,5,301,70,213,231,114,68,6,697,136,87,69,186,40,0,522,354,146,134,238,221,9,1104,1277,124,135,452,106,6,2110,2520,55,57,561,79,10,3282,1220,10,18,235,21,0,1504,253,0,0,43,13,0,305,67,0,0,26,4,0,96,28,0,0,11,0,0,32,9,0,0,4,4,0,17,21,0,0,30,8,0,55,92,67,36,164,92,25,475,6063,798,784,2165,722,74,10604
LGA17000,0,0,0,0,0,0,3,0,0,4,25,18,3,14,17,5,87,1394,314,12,264,159,9,2146,10,3,0,4,0,0,16,3,0,0,3,0,0,7,9,36,4,8,7,0,59,34,84,23,17,12,0,169,44,33,6,19,16,0,123,137,52,9,28,45,0,271,267,34,8,72,38,0,413,508,41,11,79,12,0,647,208,8,0,27,7,0,241,45,0,0,7,0,0,57,14,0,0,0,0,0,13,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,6,23,9,0,33,33,5,108,1306,298,58,298,179,11,2152
LGA17040,10,0,37,89,0,0,46,56,0,191,17,0,4,49,29,4,103,1049,93,38,624,252,16,2077,4,0,0,12,20,0,32,3,4,3,10,7,0,31,22,12,10,37,20,0,93,67,21,16,61,16,4,187,51,4,8,53,12,0,128,157,10,11,92,47,0,320,223,13,12,101,17,0,368,234,0,0,79,26,0,344,118,0,0,61,8,0,189,50,0,0,24,3,0,80,35,0,0,7,16,0,56,24,0,0,18,6,0,49,8,0,0,9,3,0,17,82,0,0,66,64,0,216,62,6,6,88,83,8,246,1121,65,57,725,350,16,2342
LGA17080,0,0,4,0,0,0,6,0,0,8,8,6,4,23,11,7,57,592,165,32,377,101,18,1278,5,3,0,13,10,0,28,4,3,0,4,0,0,16,24,54,17,37,20,0,147,85,42,13,80,19,0,240,76,16,0,72,14,0,174,192,39,0,55,3,0,291,167,3,0,59,16,0,243,121,0,0,23,11,0,147,11,0,0,3,0,0,18,0,0,0,0,5,0,3,3,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,13,22,13,3,35,48,11,124,710,181,32,386,139,15,1464
LGA17100,0,0,83,75,0,0,7,0,0,85,78,32,11,53,11,7,194,3981,460,63,631,119,34,5298,0,9,0,5,0,0,13,0,36,0,0,3,0,44,32,181,3,18,51,0,289,32,55,29,49,21,0,188,31,36,15,28,15,0,122,52,31,21,43,20,0,170,282,11,6,51,9,0,360,1680,27,11,116,25,4,1860,2138,19,5,165,26,6,2359,847,4,3,70,20,0,942,295,0,3,35,4,0,337,140,0,0,24,6,0,162,58,0,0,8,0,0,68,101,0,0,15,3,0,117,122,24,7,73,43,22,288,5807,436,103,709,241,36,7331
LGA17150,0,0,246,263,0,0,52,5,0,320,175,107,70,135,27,16,521,11136,1695,345,2214,365,74,15833,15,51,3,12,0,0,86,0,94,7,3,3,0,106,4,684,56,36,6,0,789,19,212,115,52,11,6,402,19,84,49,68,8,3,238,74,97,54,106,99,3,441,431,86,74,210,56,0,846,2781,53,63,449,57,3,3421,3724,30,14,495,25,0,4299,2733,23,9,348,18,10,3137,1643,13,4,203,8,4,1873,974,3,5,139,4,0,1138,534,0,0,60,0,0,597,658,0,0,102,4,0,765,172,90,28,168,50,33,555,13794,1529,481,2452,364,70,18691
LGA17200,34,12,2674,3587,9,6,894,78,14,4576,684,319,76,460,119,76,1736,36908,6502,1262,7854,993,274,53798,41,223,27,11,4,0,307,10,588,42,8,4,4,659,58,2646,170,85,21,14,2990,143,730,304,147,35,3,1373,151,298,111,177,35,5,778,551,295,136,325,89,7,1402,2018,195,157,581,104,4,3067,5716,199,242,848,121,15,7145,9829,83,96,1115,137,11,11270,10276,32,47,926,116,10,11406,7995,34,14,763,96,14,8915,4479,16,8,488,48,4,5050,2328,7,5,298,28,0,2664,4077,3,0,657,35,0,4781,724,344,53,444,124,128,1812,48407,5689,1423,6884,999,216,63620
LGA17310,0,0,3,9,0,0,10,0,0,15,68,60,8,75,56,8,270,4022,765,102,1294,276,64,6513,10,16,7,10,3,0,51,16,15,8,18,8,0,64,38,65,27,83,18,3,237,254,152,64,116,36,12,633,299,60,28,160,19,10,575,760,142,49,205,18,15,1194,1584,106,31,385,19,8,2128,1466,24,13,243,40,6,1793,276,3,0,41,8,0,331,60,0,0,12,0,0,72,21,0,0,4,5,0,31,3,0,0,4,0,0,12,0,0,0,0,3,0,7,6,0,0,8,0,0,20,82,50,15,75,59,28,319,4871,640,249,1367,254,82,7457
LGA17350,0,0,0,0,0,0,0,0,0,3,0,7,0,3,4,0,20,220,50,31,160,27,10,493,0,3,0,6,6,0,10,0,8,14,4,3,0,25,13,17,3,26,4,0,62,29,12,7,22,7,0,91,21,7,0,31,0,0,71,84,0,0,33,3,0,121,83,0,0,18,0,0,111,21,0,0,9,0,0,35,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,14,9,0,31,272,47,23,169,42,6,556
LGA17400,0,0,0,0,0,0,5,0,0,3,5,0,6,14,0,0,24,253,41,47,185,29,10,558,0,0,0,7,0,0,6,0,0,0,3,0,0,3,10,8,11,17,7,0,44,27,13,8,31,3,0,89,26,3,4,18,0,0,61,72,8,8,43,7,0,144,66,0,0,23,4,0,96,37,0,0,0,5,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,8,0,8,19,14,3,55,253,42,41,163,36,9,551
LGA17420,0,0,261,205,0,0,38,4,0,246,93,3,32,79,16,9,238,6299,131,138,1192,213,41,8017,8,3,0,11,4,0,26,0,5,0,3,5,0,9,9,39,3,26,7,3,88,12,25,22,33,10,0,100,19,14,17,37,6,0,89,43,24,6,67,40,7,184,116,11,16,103,42,0,290,872,16,20,240,41,6,1201,2312,4,5,275,18,4,2622,3196,4,0,243,12,0,3460,1951,0,0,164,7,0,2126,800,0,0,71,3,0,880,383,0,0,39,4,0,427,352,6,0,53,6,0,413,161,15,9,129,34,22,367,10242,155,108,1497,239,39,12282
LGA17550,0,0,23,17,0,0,11,9,0,33,79,58,15,123,40,27,341,5180,908,161,2513,516,93,9376,4,23,3,13,5,0,48,4,34,4,10,4,0,48,10,356,28,61,28,4,491,22,117,54,113,85,0,398,37,58,21,149,35,5,299,137,82,29,215,90,3,559,535,46,41,380,76,6,1084,1483,40,33,624,161,8,2340,1223,13,12,424,87,3,1761,788,7,0,177,25,7,999,403,0,3,84,12,3,508,182,0,0,36,4,0,226,97,0,0,13,9,0,115,112,0,0,39,12,0,171,98,48,24,130,71,23,387,5129,824,251,2470,698,67,9433
LGA17620,0,0,0,0,0,0,0,0,0,8,8,11,5,16,47,3,83,651,134,35,364,132,12,1321,4,0,0,3,5,0,18,0,0,4,0,0,0,9,24,17,16,24,16,0,89,53,37,15,47,17,0,167,54,13,5,44,8,0,122,149,21,4,49,12,4,239,231,15,3,78,17,0,336,133,13,6,41,9,0,195,36,0,0,22,7,0,61,4,0,0,0,0,0,8,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,14,5,7,26,70,0,113,692,121,48,340,165,10,1372
LGA17640,0,0,0,0,0,0,0,0,0,0,0,0,4,8,5,0,24,162,18,14,175,30,4,404,0,0,0,3,3,0,6,0,0,0,7,0,0,7,4,4,4,14,4,0,35,4,6,4,26,3,0,40,3,0,0,20,3,0,27,22,5,4,31,4,0,71,51,0,0,31,3,0,91,48,0,0,30,0,0,74,8,0,0,3,0,0,17,0,0,0,0,0,0,3,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,20,18,0,43,148,14,11,198,48,0,425
LGA17650,0,0,0,0,0,0,0,0,0,0,4,0,0,9,14,0,25,191,19,8,150,53,6,420,0,0,0,3,6,0,9,0,0,0,0,0,0,0,10,0,3,20,0,0,37,32,6,3,13,7,0,67,24,4,0,18,5,0,50,36,3,0,24,9,0,65,66,0,0,19,0,0,79,32,0,0,12,0,0,47,16,0,0,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,9,12,0,23,219,20,8,121,37,0,405
LGA17750,0,0,0,0,0,0,4,0,0,13,64,52,12,50,37,6,222,4558,1025,121,1275,417,61,7461,6,25,5,9,10,0,56,7,63,10,7,3,0,89,43,301,24,56,23,9,458,394,178,61,119,28,5,778,404,78,34,131,18,0,668,690,133,20,206,189,0,1236,1639,49,16,343,80,0,2130,1481,10,9,234,36,5,1774,494,5,4,63,11,0,574,77,0,0,16,12,0,107,14,0,3,4,0,0,23,4,0,0,0,0,0,7,5,0,0,0,0,0,0,10,0,0,10,8,0,21,90,55,8,88,63,20,324,5361,902,193,1289,474,43,8267
LGA17850,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,29,58,33,5,85,48,10,239,0,0,0,0,8,0,3,0,0,0,0,0,0,3,8,10,0,15,4,0,40,17,4,0,20,0,0,43,14,3,0,18,4,0,34,27,0,3,13,0,0,45,14,0,0,11,0,0,26,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,13,15,0,31,89,16,14,88,39,0,243
LGA17900,0,0,0,0,0,0,0,0,0,4,5,11,0,23,30,5,70,109,182,151,164,185,11,810,0,22,0,11,58,0,98,0,3,9,3,13,0,22,12,4,5,15,13,0,48,16,15,43,26,13,0,113,8,14,14,19,19,0,74,15,15,27,20,9,0,87,12,0,7,8,6,0,27,5,0,0,5,3,0,9,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,6,5,27,40,7,85,64,87,103,138,176,4,576
LGA17950,0,0,0,0,0,0,0,0,0,0,0,0,3,10,7,0,18,39,34,32,104,44,5,249,0,0,3,0,4,0,3,4,0,0,3,0,0,7,3,5,11,10,5,0,32,8,8,3,16,4,0,39,24,8,6,8,3,0,48,10,3,0,10,5,0,32,19,0,0,5,0,0,29,0,0,0,3,7,0,13,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,9,0,17,74,30,22,57,45,0,231
