UCL_CODE_2016,R_0_74_LT_Real_estate_agent,R_0_74_LT_Ste_terr_hsg_auth,R_0_74_LT_Psn_not_Sme_hhd,R_0_74_LT_hs_coop_com_ch_g,R_0_74_LT_Other_Lld_type,R_0_74_LT_Lld_type_ns,R_0_74_Tot,R_75_99_LT_Real_estate_agent,R_75_99_LT_Ste_terr_hsg_auth,R_75_99_LT_Psn_not_Sme_hhd,R_75_99_LT_hs_coop_com_ch_g,R_75_99_LT_Other_Lld_type,R_75_99_LT_Lld_type_ns,R_75_99_Tot,R_100_149_LT_Real_eSte_agent,R_100_149_LT_St_ter_hsg_aut,R_100_149_LT_Psn_not_Sme_hhd,R_100_149_LT_hs_coop_com_ch_g,R_100_149_LT_Other_Lld_type,R_100_149_LT_Lld_type_ns,R_100_149_Tot,R_150_199_LT_Real_eSte_agent,R_150_199_LT_Ste_ter_hsg_aut,R_150_199_LT_Psn_not_Sme_hhd,R_150_199_LT_hs_coop_com_ch_g,R_150_199_LT_Other_Lld_type,R_150_199_LT_Lld_type_ns,R_150_199_Tot,R_200_224_LT_Real_eSte_agent,R_200_224_LT_Ste_ter_hsg_aut,R_200_224_LT_Psn_not_Sme_hhd,R_200_224_LT_hs_coop_com_ch_g,R_200_224_LT_Other_Lld_type,R_200_224_LT_Lld_type_ns,R_200_224_Tot,R_225_274_LT_Real_eSte_agent,R_225_274_LT_Ste_ter_hsg_aut,R_225_274_LT_Psn_not_Sme_hhd,R_225_274_LT_hs_coop_com_ch_g,R_225_274_LT_Other_Lld_type,R_225_274_LT_Lld_type_ns,R_225_274_Tot,R_275_349_LT_Real_eSte_agent,R_275_349_LT_Ste_ter_hsg_aut,R_275_349_LT_Psn_not_Sme_hhd,R_275_349_LT_hs_coop_com_ch_g,R_275_349_LT_Other_Lld_type,R_275_349_LT_Lld_type_ns,R_275_349_Tot,R_350_449_LT_Real_eSte_agent,R_350_449_LT_Ste_ter_hsg_aut,R_350_449_LT_Psn_not_Sme_hhd,R_350_449_LT_hs_coop_com_ch_g,R_350_449_LT_Other_Lld_type,R_350_449_LT_Lld_type_ns,R_350_449_Tot,R_450_549_LT_Real_eSte_agent,R_450_549_LT_Ste_ter_hsg_aut,R_450_549_LT_Psn_not_Sme_hhd,R_450_549_LT_hs_coop_com_ch_g,R_450_549_LT_Other_Lld_type,R_450_549_LT_Lld_type_ns,R_450_549_Tot,R_550_649_LT_Real_eSte_agent,R_550_649_LT_Ste_ter_hsg_aut,R_550_649_LT_Psn_not_Sme_hhd,R_550_649_LT_hs_coop_com_ch_g,R_550_649_LT_Other_Lld_type,R_550_649_LT_Lld_type_ns,R_550_649_Tot,R_650_749_LT_Real_eSte_agent,R_650_749_LT_Ste_ter_hsg_aut,R_650_749_LT_Psn_not_Sme_hhd,R_650_749_LT_hs_coop_com_ch_g,R_650_749_LT_Other_Lld_type,R_650_749_LT_Lld_type_ns,R_650_749_Tot,R_750_849_LT_Real_eSte_agent,R_750_849_LT_Ste_ter_hsg_aut,R_750_849_LT_Psn_not_Sme_hhd,R_750_849_LT_hs_coop_com_ch_g,R_750_849_LT_Other_Lld_type,R_750_849_LT_Lld_type_ns,R_750_849_Tot,R_850_949_LT_Real_estat_agent,R_850_949_LT_Ste_ter_hsg_aut,R_850_949_LT_Psn_not_Sme_hhd,R_850_949_LT_hs_coop_com_ch_g,R_850_949_LT_Other_Lld_type,R_850_949_LT_Lld_type_ns,R_850_949_Tot,R_950_over_LT_Real_eSte_agent,R_950_over_LT_Ste_ter_hsg_aut,R_950_over_LT_Psn_not_Sme_hhd,R_950_ovr_LT_hs_coop_com_ch_g,R_950_over_LT_Other_Lld_type,R_950_over_LT_Lld_type_ns,R_950_over_Tot,Rent_ns_LT_Real_eSte_agent,Rent_ns_LT_Ste_ter_hsg_auth,Rent_ns_LT_Psn_not_Sme_hhd,Rent_ns_LT_hs_coop_com_ch_g,Rent_ns_LT_Other_Lld_type,Rent_ns_LT_Lld_type_ns,Rent_ns_Tot,Tot_LT_Real_eSte_agent,Tot_LT_Ste_ter_hsg_auth,Tot_LT_Psn_not_Sme_hhd,Tot_LT_hs_coop_com_ch_g,Tot_LT_Other_Lld_type,Tot_LT_Lld_type_ns,Tot_Tot
UCL115055,0,0,5,0,0,0,3,0,0,0,3,0,0,3,0,3,0,7,0,0,9,3,6,3,5,0,0,10,0,0,0,0,0,0,4,7,0,6,0,0,0,15,30,0,11,0,0,0,35,47,0,12,0,0,0,57,12,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,3,12,94,9,41,18,3,3,170
UCL115056,0,0,7,0,4,4,16,7,0,7,0,3,0,20,21,0,22,3,5,0,57,33,4,27,0,3,0,76,11,3,3,0,0,0,16,12,0,4,0,0,0,20,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,10,94,13,80,3,20,3,217
UCL115057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9,30,0,5,0,0,0,27,3,0,9,0,3,0,16,26,6,4,0,38,0,69,68,0,15,0,6,0,88,36,0,7,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,162,5,40,0,43,0,255
UCL115058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,5,3,5,0,0,0,13,8,0,4,0,0,0,15,17,0,7,0,0,0,31,28,0,5,0,0,0,33,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,63,6,35,3,0,0,112
UCL115059,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,21,8,0,3,0,0,0,18,3,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,11,0,0,0,54
UCL115060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,10,0,4,0,0,0,18,16,0,4,0,0,0,19,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,42,0,15,0,0,0,55
UCL115061,0,0,7,3,3,0,15,0,0,0,3,0,0,3,0,0,4,3,0,0,7,0,4,4,14,0,0,22,4,0,6,0,0,0,18,8,3,0,0,0,0,11,14,0,8,0,0,0,31,51,0,17,0,0,0,72,63,0,8,0,0,0,73,21,0,0,0,0,0,20,15,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,13,180,10,71,28,8,3,301
UCL115062,0,0,4,0,5,5,14,0,0,0,0,0,0,3,24,20,9,7,0,3,69,58,19,27,4,7,3,117,27,3,18,3,0,0,60,28,0,12,0,0,0,42,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,4,0,24,151,54,76,16,21,11,337
UCL115063,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,3,0,0,0,5,63,0,8,0,0,0,71,23,0,5,0,0,0,31,4,0,0,0,0,0,4,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,98,0,29,0,3,9,131
UCL115064,0,3,10,0,5,3,14,0,0,0,0,0,0,3,13,13,15,4,3,0,44,24,14,9,0,3,0,47,12,3,16,0,0,0,31,42,5,12,0,0,0,58,81,0,12,0,5,0,97,9,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,12,187,42,75,3,14,5,332
UCL115065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,6,0,6,0,0,0,0,0,0,5,3,0,4,0,0,0,8,11,0,0,0,0,0,11,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,4,0,14,0,38
UCL115066,0,0,6,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,4,0,7,6,0,6,0,3,0,20,3,0,3,0,0,0,13,11,0,9,0,0,0,15,18,0,4,0,0,0,31,17,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,58,0,39,0,9,4,109
UCL115067,0,0,7,23,0,3,37,0,0,0,4,0,0,9,14,6,20,7,3,0,55,28,0,9,0,0,0,39,18,3,9,0,3,0,35,11,0,4,0,0,0,14,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,73,14,59,32,12,12,199
UCL115068,0,0,5,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,3,0,0,0,6,5,0,5,0,0,0,11,19,0,13,0,3,0,33,65,0,9,0,0,0,75,73,0,4,0,0,0,75,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,167,0,47,0,4,7,222
UCL115069,0,0,8,0,6,7,17,0,3,0,0,0,0,3,0,8,0,0,0,0,8,16,7,4,0,0,0,27,11,3,8,0,3,0,28,34,0,11,0,3,0,50,56,3,16,0,0,0,71,13,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,7,129,20,54,4,7,3,224
UCL115070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,4,0,0,0,7,11,0,7,0,0,0,20,9,0,0,0,0,0,9,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,9,0,0,0,39
UCL115071,0,3,10,0,0,7,20,0,0,0,0,0,0,3,5,8,9,0,3,0,29,26,8,16,0,5,0,59,22,0,9,0,3,0,34,22,0,8,0,4,0,34,4,0,5,0,0,0,7,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,83,24,62,0,15,10,203
UCL115072,3,0,3,0,3,4,12,0,0,0,0,0,0,0,6,0,4,0,0,0,20,12,3,15,0,3,0,33,15,0,12,5,0,3,39,27,3,6,0,0,0,41,48,0,0,0,3,0,56,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,130,16,51,5,13,7,223
UCL115073,0,0,4,0,4,9,18,0,0,0,0,0,0,3,9,0,7,0,0,0,19,24,13,23,3,5,0,61,5,0,22,0,0,0,34,4,0,10,0,0,0,16,3,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,48,15,80,3,9,9,161
UCL115074,0,0,5,0,3,6,10,0,0,0,0,3,0,3,11,0,4,0,0,0,18,18,0,0,0,4,0,24,14,0,4,0,0,0,22,31,0,6,0,0,0,44,74,0,15,0,0,0,91,59,0,9,0,0,0,65,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,11,222,0,41,0,13,8,286
UCL115075,0,0,9,0,8,10,31,0,7,3,0,0,0,9,30,14,30,0,6,3,86,45,13,25,0,5,4,90,14,0,18,0,0,0,37,13,0,9,0,0,0,17,4,0,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,11,116,30,101,0,23,16,292
UCL115076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,5,15,0,3,0,0,0,18,40,0,9,0,0,0,42,20,0,0,0,0,0,20,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,84,6,19,0,0,0,110
UCL115077,0,5,6,0,14,3,23,0,0,0,0,0,0,0,0,4,15,7,5,0,26,4,0,20,0,8,0,30,10,3,18,0,3,0,26,4,0,18,0,0,0,23,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,6,18,16,74,9,32,4,146
UCL115078,0,0,0,0,3,3,6,0,6,0,0,0,0,3,11,0,3,0,0,0,22,20,3,16,0,4,0,44,18,0,10,0,4,0,26,8,0,8,0,0,0,19,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,56,14,47,0,12,3,130
UCL115079,0,0,11,0,4,7,13,0,0,0,0,0,0,0,4,0,4,0,0,0,10,19,0,14,0,3,0,35,12,0,12,0,0,0,23,44,0,12,0,0,0,52,36,0,10,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,3,123,3,54,0,5,7,196
UCL115080,0,0,9,0,3,3,13,0,0,0,0,3,0,3,0,0,3,3,3,0,12,18,0,10,3,0,0,31,26,0,10,0,3,0,40,44,0,16,0,0,0,56,56,0,11,0,4,0,69,10,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,157,0,63,6,15,3,249
UCL115081,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,5,17,3,4,0,0,0,22,12,3,10,0,0,0,23,32,3,14,0,4,0,46,34,3,13,0,3,0,60,54,0,12,0,3,0,61,6,0,0,0,0,0,12,3,0,4,0,0,0,5,4,0,4,0,5,0,10,6,0,0,0,7,0,10,3,0,0,0,0,0,3,6,0,3,0,3,0,17,3,0,4,0,0,0,7,178,11,73,3,29,0,291
UCL115082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,5,0,4,0,0,0,8,15,0,6,0,0,0,19,21,0,5,0,0,0,32,11,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,51,0,23,0,0,0,80
UCL115083,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,9,13,3,3,0,0,0,21,30,0,9,0,0,0,39,17,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,68,3,20,0,0,3,92
UCL115084,0,4,3,0,3,3,14,3,0,3,12,0,0,18,12,15,12,3,0,0,43,32,15,19,0,0,0,65,31,4,20,0,3,0,62,75,0,18,0,0,0,87,56,0,3,0,0,0,63,13,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,3,0,0,17,227,41,93,15,9,5,391
UCL115085,0,0,0,0,4,7,11,0,3,0,0,0,0,4,15,0,10,0,0,0,27,34,9,7,6,0,0,55,25,0,8,0,0,0,30,29,0,3,0,0,0,31,7,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,113,18,24,8,4,7,166
UCL115086,0,0,3,0,0,0,3,0,0,0,0,0,0,4,0,3,4,3,3,0,13,0,3,6,13,3,0,25,3,0,0,0,0,0,3,6,0,6,0,0,0,13,18,0,5,0,0,0,30,6,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,4,29,17,13,6,107
UCL115087,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,4,0,0,0,11,3,0,6,3,3,0,14,16,0,10,0,0,0,34,62,0,13,0,0,0,75,18,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,107,0,38,8,0,8,164
UCL115088,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,8,0,0,0,0,0,8,8,0,3,0,0,0,12,9,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,6,6,0,3,45
UCL115089,0,0,4,4,0,3,15,0,0,0,0,0,0,0,12,7,6,0,0,0,25,30,5,13,0,0,0,55,21,3,15,0,0,0,43,71,0,35,0,5,0,113,42,4,13,0,0,3,55,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,182,22,93,5,8,12,324
UCL115090,0,3,5,0,13,4,23,3,0,4,4,4,0,14,8,3,15,0,3,0,36,11,14,16,4,3,0,63,0,3,5,0,0,0,9,0,3,6,0,0,0,8,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,4,32,31,55,12,26,3,157
UCL115091,0,0,3,0,0,0,4,0,0,0,0,0,0,0,3,0,4,0,0,0,6,6,0,3,0,0,0,12,5,0,5,0,0,0,12,28,0,16,0,0,0,38,46,0,9,0,0,0,55,57,0,16,0,0,0,79,17,0,5,0,0,0,23,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,166,0,63,0,0,0,236
UCL115092,0,0,5,0,0,3,5,0,0,0,0,0,0,0,4,0,5,0,0,0,9,12,0,4,0,0,0,16,10,0,4,0,0,0,13,20,0,10,0,0,0,29,78,0,19,0,0,0,94,87,0,11,0,0,0,96,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,3,11,213,0,59,0,3,9,282
UCL115093,0,5,13,3,30,9,58,0,0,0,8,0,0,9,6,8,15,8,8,3,46,19,24,17,21,9,0,91,18,5,14,3,4,0,40,10,0,0,3,0,0,18,5,0,3,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,0,0,0,15,66,44,65,49,50,12,282
UCL115094,0,0,7,0,3,0,18,0,3,0,0,0,0,3,9,22,3,3,0,0,37,4,14,3,5,0,0,28,7,10,15,0,0,0,27,22,4,12,0,4,0,47,54,3,25,0,0,0,84,29,3,8,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,3,3,19,136,64,83,16,9,9,316
UCL115095,0,3,3,3,0,3,14,0,0,0,0,0,0,5,0,4,3,6,6,0,24,7,16,16,20,6,0,62,19,3,11,0,3,0,32,33,3,11,3,3,0,53,86,3,16,0,4,0,110,32,0,7,0,0,0,40,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,0,0,12,186,41,68,39,22,5,358
UCL115096,0,0,5,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,0,4,0,3,0,14,3,0,4,0,0,0,12,13,0,5,0,0,0,13,29,0,18,0,0,0,46,55,0,14,0,0,0,72,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,116,0,52,0,3,3,180
UCL115097,0,0,6,0,0,3,12,0,7,0,0,0,3,8,7,0,11,0,0,0,16,31,0,17,0,3,0,54,16,0,9,0,3,0,25,48,0,5,0,3,0,56,34,0,8,0,0,0,45,8,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,3,0,0,0,8,155,5,58,0,14,7,242
UCL115098,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,3,7,3,3,3,0,0,0,6,0,0,0,0,0,0,4,4,0,8,0,0,0,11,12,0,8,0,0,0,22,15,0,3,0,0,0,17,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,38,7,27,0,3,4,78
UCL115099,0,3,4,0,3,0,8,0,0,0,4,0,0,5,0,0,0,3,0,0,4,11,0,10,0,0,0,27,13,0,7,0,0,0,24,37,0,13,0,0,0,48,36,0,0,0,0,0,39,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,3,0,0,6,109,5,38,10,9,0,175
UCL115100,0,4,6,0,0,6,17,0,5,0,3,0,0,5,4,30,10,0,0,0,41,25,19,11,6,0,0,58,9,10,16,3,0,0,37,16,12,21,4,0,0,55,30,13,18,0,0,0,65,16,0,5,0,0,0,26,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3,0,0,18,110,105,94,18,6,5,334
UCL115101,0,0,12,0,0,10,21,0,0,0,0,0,0,0,0,3,3,0,0,0,10,3,13,7,0,0,0,21,0,6,11,3,0,0,21,6,0,15,0,3,0,25,20,3,18,0,0,0,41,47,0,50,0,6,0,107,42,0,29,0,3,0,75,20,0,14,0,0,0,35,3,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,143,22,168,5,9,11,364
UCL115102,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,4,5,0,3,0,0,0,3,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,20,0,0,0,27
UCL115103,0,0,10,0,3,3,21,0,0,0,0,0,0,7,9,30,3,0,5,0,45,31,10,13,3,4,0,59,32,8,13,0,0,0,58,38,4,26,0,0,0,66,50,4,19,0,0,4,85,13,0,3,0,0,0,23,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,6,0,4,0,3,0,19,190,60,102,8,13,9,380
UCL115104,5,0,9,3,3,4,23,0,3,0,0,3,0,4,17,16,20,3,9,4,69,79,20,53,0,4,0,159,32,3,22,0,3,0,65,48,0,22,0,0,0,72,14,0,3,0,0,0,15,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,0,0,0,17,204,44,138,9,28,11,435
UCL115105,0,5,3,0,3,5,22,0,3,0,0,0,0,8,3,26,10,6,4,0,57,23,6,12,6,3,0,56,30,4,19,0,0,0,53,66,11,16,0,0,0,100,49,0,19,0,0,0,68,11,0,4,0,0,0,15,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,3,14,192,68,93,22,15,13,400
