UCL_CODE_2016,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_more_15_19_yrs,P_3000_more_20_24_yrs,P_3000_more_25_34_yrs,P_3000_more_35_44_yrs,P_3000_more_45_54_yrs,P_3000_more_55_64_yrs,P_3000_more_65_74_yrs,P_3000_more_75_84_yrs,P_3000_more_85ov,P_3000_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
UCL115140,0,7,11,24,28,35,25,3,5,140,0,3,8,11,26,24,7,0,0,73,0,0,9,10,20,16,7,0,0,62,0,0,4,4,14,16,5,3,0,43,0,0,3,11,11,15,6,0,0,51,0,0,0,3,7,3,0,4,0,16,18,13,17,24,27,35,58,39,10,238,111,83,173,232,346,451,477,301,88,2268
UCL115141,0,3,16,12,17,25,4,3,0,73,0,3,20,6,17,8,10,0,0,60,0,0,3,6,16,15,7,0,0,47,0,0,3,8,15,8,3,0,0,38,0,0,7,10,10,11,0,0,0,32,0,0,3,4,0,4,5,0,0,14,5,8,4,3,18,5,29,8,7,94,53,39,131,93,165,225,250,124,19,1104
UCL115142,0,6,33,24,33,66,31,3,3,195,0,6,28,25,26,35,14,3,5,133,0,0,17,25,29,34,7,3,0,123,0,0,10,8,24,24,6,3,0,75,0,0,4,31,24,25,14,0,0,99,0,0,3,22,15,16,8,3,5,65,16,5,8,20,29,24,37,34,25,195,135,89,218,274,338,479,493,221,123,2365
UCL115143,0,7,12,11,19,23,11,3,4,94,0,0,5,6,11,7,3,0,0,44,0,0,3,9,12,8,3,5,0,41,0,0,3,3,6,4,4,0,0,21,0,0,0,3,5,9,0,0,0,20,0,0,0,0,3,5,0,3,0,15,14,3,16,21,13,23,43,31,43,208,75,66,120,123,167,212,233,156,82,1235
UCL115144,0,8,29,15,18,12,3,0,0,79,0,0,18,15,17,9,0,0,0,53,0,0,7,12,9,9,0,0,0,40,0,0,9,7,5,9,0,0,0,34,0,0,6,5,8,9,0,0,0,34,0,0,3,7,4,3,0,0,0,17,23,22,44,31,33,36,17,7,0,206,82,94,258,173,194,179,105,42,15,1147
UCL115145,0,5,19,15,18,20,8,0,3,94,0,0,13,15,18,7,5,0,0,58,0,0,12,11,12,12,0,0,0,45,0,0,8,3,5,7,4,0,0,29,0,0,6,11,11,8,0,0,0,28,0,0,0,4,8,0,3,0,0,19,8,4,19,11,15,9,9,9,3,85,73,64,134,116,149,161,128,46,14,891
UCL115146,0,12,25,23,18,14,12,0,0,92,0,3,15,18,15,17,3,0,0,75,0,0,15,10,5,4,0,0,0,38,0,0,8,14,18,9,0,0,0,46,0,0,14,16,16,8,0,0,0,56,0,0,7,5,5,4,0,0,0,22,17,9,30,38,38,37,26,6,6,207,119,105,242,267,262,290,223,75,30,1609
UCL115147,0,8,12,6,15,17,3,3,4,65,0,0,6,8,9,3,0,0,0,29,0,0,0,3,3,0,0,0,0,13,0,0,0,0,5,4,3,0,0,13,0,0,3,7,5,3,0,0,0,14,0,0,0,0,0,5,3,0,0,9,7,0,5,3,10,27,27,14,13,125,57,66,102,93,140,168,184,115,56,983
UCL115148,0,8,17,12,22,13,9,0,0,88,0,3,22,8,11,9,0,3,0,51,0,0,7,3,7,3,0,3,0,29,0,0,3,5,3,3,3,0,0,21,0,0,5,11,13,6,3,0,0,36,0,0,3,6,0,0,4,3,0,18,19,14,20,12,27,30,44,33,11,208,83,82,159,151,173,191,225,124,53,1238
UCL115149,0,5,20,20,22,19,4,0,0,93,0,0,15,15,8,20,0,0,0,58,0,0,7,14,10,9,4,0,0,44,0,0,10,7,10,0,5,0,0,26,0,0,6,4,10,10,3,0,0,29,0,0,0,3,4,0,0,0,0,10,20,6,29,22,29,30,30,18,18,199,108,75,204,185,210,197,161,80,29,1250
UCL115150,0,20,58,37,48,38,18,3,0,217,0,3,23,13,21,16,10,0,0,97,0,0,15,22,27,19,6,4,0,93,0,0,8,12,14,18,3,0,0,58,0,0,8,14,14,16,3,0,4,59,0,0,0,5,3,7,7,0,0,29,55,41,59,46,68,72,87,77,41,549,288,284,423,389,542,582,580,369,170,3630
UCL115151,0,8,4,7,19,16,3,0,0,56,0,0,0,4,7,7,3,0,0,27,0,0,0,3,0,9,3,0,0,16,0,0,0,4,4,5,3,0,0,16,0,0,0,0,7,0,3,0,0,11,0,0,0,0,0,3,0,3,0,5,5,9,8,9,11,31,45,17,9,138,58,52,69,86,135,227,234,126,79,1067
UCL115152,0,4,13,5,8,11,6,3,0,49,0,0,6,7,3,8,3,0,0,25,0,0,7,7,3,3,0,0,0,24,0,0,0,5,8,4,0,0,0,20,0,0,7,8,7,8,0,0,0,28,0,0,0,0,3,0,0,0,0,14,14,16,19,12,17,32,41,24,10,176,66,62,147,129,161,229,235,129,43,1197
UCL115153,0,15,42,29,29,31,16,11,0,177,0,3,26,23,16,20,7,0,0,105,0,0,27,13,15,20,10,0,0,88,0,0,9,19,5,3,6,0,0,49,0,0,30,22,16,15,0,0,0,90,0,0,11,10,8,11,5,4,0,48,27,15,36,31,34,48,34,57,64,350,149,123,327,287,270,353,301,259,149,2216
UCL115154,3,18,32,34,42,38,9,3,0,167,0,10,18,19,34,24,4,0,0,106,3,3,24,23,30,14,0,3,0,97,0,0,10,16,16,9,3,0,0,61,0,3,12,26,36,27,3,0,0,106,0,0,3,0,8,4,0,0,0,15,13,10,19,19,28,23,10,3,5,130,129,147,230,250,341,270,163,52,27,1603
UCL115155,0,5,29,15,21,11,3,0,0,86,0,4,23,21,26,8,0,0,0,79,0,3,17,31,26,9,5,0,0,85,0,0,13,30,15,11,3,0,0,65,0,0,23,37,27,15,0,0,0,99,0,0,3,10,13,7,0,0,0,30,11,3,7,5,4,3,3,0,0,38,71,72,190,220,188,120,81,21,3,975
UCL115156,0,3,33,51,52,48,20,12,0,226,0,4,21,33,23,26,4,3,0,114,0,0,13,14,18,22,0,3,0,63,0,0,3,9,7,19,4,0,0,39,0,0,6,7,9,14,3,0,0,39,0,3,3,0,3,3,0,0,0,19,28,16,26,32,47,45,58,53,46,350,288,208,454,404,588,662,567,375,192,3731
UCL115157,0,4,26,26,34,33,20,0,0,146,0,3,14,16,14,20,8,0,0,82,0,0,9,22,28,13,0,0,0,82,0,0,7,18,19,19,3,0,0,65,0,0,3,14,13,7,3,0,0,44,0,0,0,0,6,5,0,0,0,15,9,3,8,10,15,18,4,9,3,71,144,99,209,238,324,293,231,129,41,1708
UCL115158,0,10,42,44,59,62,21,6,7,242,0,3,25,33,32,23,9,7,0,126,0,3,28,17,17,19,4,0,3,94,0,0,9,23,21,18,5,0,0,74,0,0,12,21,24,22,4,0,0,80,0,0,4,9,8,6,0,3,3,34,29,23,68,48,47,78,76,68,49,497,233,231,612,509,546,782,645,443,192,4189
UCL115159,0,8,13,22,37,16,4,3,3,105,0,5,13,17,16,15,0,0,0,65,0,0,6,9,15,11,0,0,0,35,0,0,8,12,11,7,0,0,0,32,0,0,3,12,16,6,0,0,0,32,0,0,3,0,7,3,0,0,0,13,3,3,22,11,9,14,20,12,0,87,104,95,170,185,244,203,148,80,25,1242
UCL115160,0,7,9,16,18,11,14,3,0,86,0,0,12,4,17,8,4,0,0,52,0,0,4,11,10,10,0,0,0,31,0,0,7,7,9,0,0,0,0,25,0,0,3,11,16,5,5,0,0,43,0,0,0,0,4,0,0,0,0,6,7,4,0,3,11,10,14,11,3,65,71,63,99,122,151,171,182,96,13,965
UCL115161,0,4,16,19,21,11,4,0,0,81,0,6,7,7,3,9,0,0,0,35,0,0,10,5,6,14,3,0,0,40,0,0,3,13,9,0,0,0,0,24,0,0,0,6,0,4,0,0,0,17,0,0,0,0,0,0,0,0,0,3,5,5,8,7,16,11,19,7,4,77,58,49,117,122,147,134,108,61,22,814
UCL121001,0,0,9,11,13,15,4,3,0,49,0,0,3,6,9,8,0,0,0,27,0,0,6,10,7,4,6,3,0,32,0,0,0,12,5,3,0,0,0,23,0,0,0,4,4,0,0,0,0,11,0,0,3,5,0,0,0,0,0,8,5,0,9,3,7,20,11,8,0,62,47,36,71,96,104,125,114,60,18,674
UCL121002,0,3,7,0,11,4,0,0,0,25,0,0,5,3,3,0,4,0,0,14,0,0,3,3,3,4,0,0,0,12,0,0,0,3,3,0,0,0,0,3,0,0,0,0,3,4,0,0,0,12,0,0,0,3,0,0,0,0,0,3,7,0,9,9,0,11,10,4,8,58,30,30,63,63,73,81,95,61,30,525
UCL121003,0,0,8,6,11,3,8,0,0,33,0,0,4,3,6,14,4,0,0,35,0,0,5,3,11,4,0,3,0,23,0,0,0,0,0,3,0,0,0,4,0,0,0,3,3,6,4,0,0,23,0,0,0,0,0,0,0,0,0,11,0,0,3,3,8,10,8,5,0,51,33,17,53,40,95,146,139,54,6,584
UCL121004,0,0,0,8,15,7,0,0,0,31,0,0,0,8,8,6,3,0,0,16,0,0,0,3,3,5,0,0,0,15,0,0,0,3,4,0,0,0,0,11,0,0,4,5,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,7,0,3,7,6,10,8,4,3,39,35,27,40,68,94,99,85,30,9,476
UCL121005,0,6,6,12,12,12,0,0,0,49,0,0,8,6,4,12,3,0,0,25,0,0,8,11,9,3,4,0,0,31,0,0,7,3,5,3,3,0,0,23,0,0,0,7,8,5,0,0,0,21,0,0,0,0,4,5,3,0,0,12,3,0,3,3,5,11,10,0,0,30,39,27,72,60,89,96,58,7,8,458
UCL121006,0,0,7,4,4,7,3,0,3,33,0,0,4,0,5,6,0,0,0,19,0,3,0,0,3,4,0,0,0,17,0,0,7,3,0,3,0,0,0,13,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,4,4,5,8,4,9,0,37,20,27,48,49,82,110,94,49,21,499
UCL121007,0,3,10,9,16,7,7,0,0,61,0,0,11,8,18,9,3,0,0,47,0,0,0,5,9,0,0,0,0,17,0,0,3,0,3,7,0,0,0,15,0,0,5,4,8,3,0,0,0,26,0,0,0,4,0,0,0,0,0,5,11,0,14,8,3,17,5,4,3,73,43,39,114,112,143,138,103,49,18,766
UCL121008,0,5,6,7,14,10,7,3,0,53,0,0,0,6,4,7,3,0,0,26,0,0,3,4,3,0,0,0,0,14,0,0,0,3,7,8,0,0,0,19,0,0,5,6,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,6,6,4,5,15,20,14,29,11,11,113,44,42,56,88,119,135,171,103,56,811
UCL121009,0,0,3,4,3,3,3,0,0,17,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,5,9,11,3,9,3,0,0,64,54,42,56,57,74,69,53,21,3,431
UCL121010,0,0,7,7,6,8,0,0,0,38,0,0,3,11,9,8,0,0,0,29,0,3,4,10,7,3,0,0,0,27,0,0,3,4,4,0,4,0,0,18,0,5,6,14,3,0,0,0,0,29,0,0,0,4,0,0,0,0,0,9,8,13,9,19,8,14,5,5,3,88,62,53,62,108,101,85,97,71,28,681
UCL121011,0,0,10,0,3,6,0,0,0,17,0,3,0,3,3,0,3,0,0,15,0,0,3,3,0,0,0,0,0,9,0,0,0,3,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,14,8,9,5,7,9,6,10,0,72,54,55,90,94,117,113,105,58,24,715
UCL121012,0,3,7,6,19,23,3,0,0,60,0,3,8,6,15,13,3,0,0,48,0,0,10,3,22,13,0,0,0,45,0,0,4,5,8,5,0,0,0,26,0,0,3,10,17,22,0,0,0,49,0,0,0,8,12,3,0,0,0,26,8,6,3,4,8,4,4,0,0,43,75,54,62,71,175,177,73,26,3,715
UCL121013,0,3,14,4,3,3,0,0,0,33,0,3,3,9,0,3,0,0,0,25,0,0,11,3,5,5,0,0,0,22,0,0,4,4,0,4,0,0,0,12,0,0,4,7,9,0,0,0,0,14,0,0,0,0,3,0,0,0,0,3,14,32,35,13,21,15,3,3,0,133,53,71,129,83,138,102,50,29,16,665
UCL121014,0,3,3,6,9,8,8,3,3,42,0,0,4,5,17,9,4,3,0,42,0,0,6,7,16,10,3,0,0,36,0,0,0,4,5,9,3,0,0,22,0,0,6,13,22,9,3,0,0,49,0,0,0,10,10,11,3,0,0,33,4,3,8,4,7,6,6,3,0,50,57,47,53,79,129,133,84,40,15,635
UCL121015,0,0,3,7,9,6,0,0,0,34,0,0,4,6,3,6,0,0,0,17,0,0,0,0,3,3,0,0,0,10,0,0,0,0,3,0,0,0,0,7,0,0,0,6,3,0,0,0,0,6,0,0,0,0,3,0,0,0,0,4,4,0,5,3,8,11,3,0,0,37,34,27,50,51,106,95,46,18,8,434
UCL121016,0,6,8,13,6,5,5,3,0,52,0,3,9,14,9,3,3,0,0,42,0,0,3,3,3,10,0,0,0,22,0,0,8,5,13,8,0,0,0,29,0,0,4,6,7,3,0,0,0,28,0,0,3,0,0,6,0,0,0,7,11,5,10,7,8,9,10,7,3,70,54,55,104,108,116,124,106,43,13,719
UCL121017,0,7,4,6,19,15,8,0,0,51,0,0,3,12,10,14,3,0,0,42,0,0,4,11,6,8,0,0,0,24,0,3,0,0,12,9,4,0,0,28,0,0,5,15,15,8,0,0,0,38,0,0,0,4,12,3,4,0,0,20,8,0,3,3,11,8,0,5,0,32,55,18,43,74,111,109,82,31,3,525
UCL121018,0,0,3,7,8,4,3,0,0,26,0,0,0,4,8,3,0,0,0,23,0,0,0,3,8,0,0,0,0,17,0,0,0,0,5,3,0,0,0,16,0,0,0,8,3,3,0,0,0,15,0,0,0,0,0,0,0,0,0,4,9,0,4,3,7,11,3,6,0,35,41,21,40,62,102,77,34,19,3,407
UCL121019,0,5,8,14,6,8,3,3,5,50,0,0,9,4,3,5,0,0,0,30,0,0,0,4,3,4,0,0,0,23,0,0,3,8,8,0,0,0,0,17,0,0,7,0,3,0,0,0,0,9,0,0,0,0,3,5,0,3,0,8,6,3,7,5,14,8,6,13,0,55,41,29,76,67,91,76,62,57,24,521
UCL121020,0,0,3,3,4,7,0,5,0,21,0,0,6,5,4,3,0,0,0,14,0,0,5,0,4,0,0,0,0,11,0,0,3,4,9,0,0,0,0,16,0,0,0,3,0,5,0,0,0,12,0,0,0,0,0,0,0,0,0,3,6,7,5,7,18,21,10,10,8,90,43,39,53,74,103,135,114,83,24,659
UCL121021,0,0,0,3,6,0,3,0,0,19,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,4,11,14,23,20,9,3,83,11,9,15,41,62,141,130,44,5,463
UCL121022,0,0,5,13,9,10,5,3,0,48,0,0,3,7,6,3,0,0,0,21,0,0,3,5,3,9,0,0,0,19,0,0,0,3,3,0,0,0,0,9,0,0,0,4,0,3,0,0,0,13,0,0,0,0,7,0,0,0,0,8,11,8,15,10,23,21,9,13,3,113,67,59,81,121,165,159,122,82,38,890
UCL121023,0,0,8,12,10,8,6,0,0,38,0,0,0,0,0,3,0,0,0,6,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,7,5,3,10,7,7,5,3,3,44,37,21,48,70,49,79,65,27,8,407
UCL121024,0,3,5,14,4,3,5,0,0,35,0,0,6,6,9,6,4,3,0,34,0,0,9,3,16,0,0,0,0,28,0,0,7,10,6,0,0,0,0,28,0,0,3,7,15,12,0,0,0,35,0,0,0,3,4,3,0,0,0,14,3,3,0,0,6,4,0,0,3,25,50,33,62,82,103,70,59,31,9,484
UCL121025,0,0,11,11,16,17,7,0,3,65,0,3,12,3,4,8,0,0,0,26,0,0,4,7,10,4,0,0,0,25,0,0,0,3,12,9,0,0,0,31,0,0,3,3,7,11,0,0,0,21,0,0,0,0,3,5,0,0,0,13,9,0,4,9,12,20,14,6,6,85,44,37,76,83,116,237,119,45,26,780
UCL121026,0,0,3,8,9,8,0,0,0,34,0,0,9,3,8,6,3,0,0,26,0,0,7,7,11,0,3,0,0,23,0,0,0,0,0,3,0,0,0,10,0,0,0,0,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,3,0,7,4,5,3,0,3,22,36,27,48,73,75,85,44,19,10,419
UCL121027,0,0,7,18,18,16,4,0,0,68,0,3,5,6,12,9,0,0,0,45,0,0,4,7,9,6,0,0,0,35,0,0,0,11,13,6,0,0,0,35,0,0,0,13,12,6,0,0,0,31,0,0,0,0,11,3,0,0,0,17,6,3,9,7,12,10,0,0,0,44,62,34,80,148,163,125,70,27,4,717
UCL121028,0,0,13,5,3,10,3,0,0,31,0,0,0,4,4,8,0,0,0,23,0,0,3,7,7,0,0,0,0,17,0,0,0,3,3,0,3,0,0,8,0,0,0,3,5,3,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,3,3,3,3,7,11,0,3,38,24,17,44,56,91,124,131,41,10,533
UCL121029,0,0,7,5,8,7,3,5,0,34,0,0,8,3,3,3,0,0,0,22,0,0,3,3,3,0,0,0,0,11,0,0,4,0,3,0,0,0,0,12,0,3,3,3,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,6,8,3,3,9,12,11,3,0,52,37,44,69,56,86,86,65,31,3,479
UCL121030,0,0,0,7,0,3,3,4,0,18,0,0,0,0,3,3,0,0,0,13,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,10,3,23,7,6,12,3,3,3,69,29,26,55,46,65,64,66,38,13,416
UCL121031,0,3,15,15,20,17,0,3,0,68,0,0,9,12,4,3,0,0,0,34,0,0,3,10,3,7,0,0,0,18,0,0,3,0,0,0,0,0,0,7,0,0,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,14,7,14,11,13,8,22,11,0,99,55,54,103,115,131,120,104,50,9,745
UCL121032,0,0,3,10,12,21,9,3,0,59,0,0,3,4,7,9,6,0,0,36,0,0,0,4,4,10,6,3,0,31,0,0,0,3,7,8,0,0,0,16,0,0,0,3,3,6,3,0,0,23,0,0,0,0,4,3,0,0,0,10,14,3,0,3,4,17,12,0,3,53,56,35,56,89,113,204,128,32,16,730
UCL121033,0,3,5,0,4,8,4,0,0,32,0,0,5,0,0,5,0,3,0,19,0,0,0,3,4,0,0,0,0,5,0,0,0,3,3,4,0,0,0,11,0,0,0,0,3,4,0,0,3,12,0,0,0,0,0,3,0,0,0,4,4,7,3,0,13,10,15,22,8,80,35,42,57,54,91,100,119,92,36,623
UCL121034,0,0,15,8,8,16,4,0,0,59,0,0,4,8,9,10,0,0,0,29,0,0,3,11,13,6,0,0,0,30,0,0,3,5,6,7,0,0,0,25,0,0,4,12,15,7,0,0,0,32,0,0,0,6,5,7,0,0,0,24,0,4,3,6,0,7,3,0,0,25,29,31,56,99,99,97,44,20,10,475
UCL121035,0,0,16,13,13,14,3,0,0,63,0,0,3,6,15,4,0,0,0,32,0,0,3,6,14,4,0,0,0,27,0,3,0,3,5,3,0,0,0,13,0,0,0,5,10,11,0,0,0,28,0,0,0,3,0,0,0,0,0,8,4,0,13,13,10,15,5,3,0,67,64,57,109,105,141,137,69,27,8,713
UCL121036,0,4,6,16,10,14,3,0,0,49,0,0,8,14,13,12,3,0,0,40,0,0,0,3,7,11,0,0,0,33,0,0,0,3,3,4,0,0,0,16,0,0,3,7,15,3,0,0,0,28,0,0,0,4,7,3,3,0,0,19,3,0,3,7,7,11,4,7,0,44,64,33,67,128,148,154,129,35,8,761
UCL121037,0,3,4,15,9,10,4,0,0,45,3,0,4,7,3,6,3,0,0,27,0,0,7,3,11,4,4,0,0,23,0,0,3,8,12,3,0,0,0,26,0,0,0,3,4,0,0,0,0,15,0,0,0,3,0,0,3,0,0,7,4,3,3,6,15,0,11,0,0,47,45,25,48,99,107,120,145,45,11,652
UCL121038,0,0,6,6,10,5,0,0,0,28,0,4,3,3,0,3,3,0,0,19,0,0,3,0,3,3,3,0,0,10,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,3,0,7,3,0,9,3,9,3,10,14,6,53,14,24,48,46,75,85,77,60,21,445
UCL121039,0,3,6,3,11,7,3,0,0,34,0,4,3,9,0,3,0,0,0,16,0,0,0,6,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,8,0,0,0,0,0,0,3,0,0,4,5,9,10,18,6,18,6,8,3,88,24,37,51,68,42,95,36,17,5,386
UCL121040,0,0,13,11,8,9,4,0,0,38,0,0,0,9,10,3,0,0,0,27,0,0,0,5,8,7,3,0,0,25,0,0,0,0,5,3,0,0,0,17,0,0,0,3,4,3,3,0,0,11,0,0,3,3,6,4,7,0,0,22,4,4,4,18,21,18,10,3,0,82,28,16,59,77,109,88,56,15,0,454
UCL121041,0,0,0,15,13,13,0,0,0,38,0,0,4,4,8,0,0,0,0,20,0,0,0,6,16,9,0,0,0,25,0,0,4,8,8,7,0,0,0,32,0,0,3,12,14,5,3,0,0,30,0,0,3,0,3,4,0,0,0,18,6,0,3,6,10,4,3,0,0,30,54,24,33,74,107,76,50,9,0,424
UCL121042,0,3,9,4,6,10,0,4,0,36,0,0,0,3,3,7,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,7,0,0,3,0,0,0,0,0,0,9,4,0,4,3,3,8,18,12,3,64,34,15,52,45,72,73,99,74,16,481
UCL121043,0,8,6,3,8,11,8,3,4,49,0,0,9,3,6,11,0,0,0,36,0,0,3,3,4,6,3,0,0,30,0,0,4,0,0,7,3,0,0,14,0,0,4,7,5,5,0,0,0,31,0,0,0,6,9,8,0,0,0,28,11,3,9,7,7,8,21,17,0,79,41,43,57,57,76,92,118,70,18,563
UCL121044,0,0,3,14,6,4,4,0,0,35,0,0,12,15,11,3,0,0,0,33,0,0,4,11,8,4,3,0,0,37,0,0,7,4,3,5,0,0,0,18,0,0,8,6,13,3,0,0,0,30,0,0,0,4,9,3,0,0,0,13,4,6,0,3,13,10,4,0,0,42,42,35,66,98,103,85,54,22,7,509
UCL121045,0,0,0,0,9,12,3,3,0,29,0,0,0,7,3,0,0,0,0,12,0,0,0,5,5,3,0,3,0,17,0,0,3,3,0,4,0,0,0,9,0,0,0,3,4,3,0,0,0,7,0,0,0,0,3,0,0,0,0,7,3,0,7,0,0,8,5,4,0,21,35,20,37,52,80,110,74,35,6,454
UCL121046,0,0,6,12,12,9,3,0,0,41,0,3,5,7,4,4,3,0,0,31,0,0,7,6,13,6,0,0,0,40,0,0,3,9,3,4,3,0,0,19,0,0,4,3,9,3,0,0,0,24,0,0,0,0,0,0,0,0,0,3,3,3,3,5,4,5,7,4,0,36,26,28,61,78,81,68,59,25,6,429
UCL121047,0,0,7,13,12,6,14,4,3,62,0,0,7,3,3,8,11,0,0,35,0,0,0,8,8,3,4,0,0,32,0,0,0,10,3,7,0,0,0,21,0,0,0,3,9,6,5,0,0,21,0,0,4,0,0,3,4,0,0,16,7,0,0,3,3,5,22,16,7,56,44,24,36,76,87,149,276,122,36,857
UCL121048,0,0,8,9,3,9,3,0,0,34,0,0,6,4,10,3,0,0,0,23,0,0,3,7,8,3,0,0,0,21,0,0,3,9,0,3,0,0,0,17,0,0,0,3,4,3,0,0,0,16,0,0,0,0,0,0,0,0,0,3,8,0,10,7,3,9,0,0,0,35,43,46,101,83,73,72,37,19,9,475
UCL121049,0,0,3,0,3,9,7,0,0,26,0,0,0,0,0,3,3,0,0,15,0,0,0,0,0,3,0,0,0,5,0,0,0,0,4,8,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,6,13,16,8,62,12,11,28,29,59,109,208,117,38,611
UCL121050,0,5,4,9,19,15,27,4,0,82,0,0,3,0,7,10,11,3,0,32,0,0,0,0,10,7,5,0,0,22,0,0,3,3,4,3,6,0,0,18,0,0,0,0,3,14,4,3,0,30,0,0,0,8,3,4,5,0,0,23,7,3,3,5,10,11,15,18,7,86,55,44,66,99,135,201,251,145,81,1081
UCL121051,0,4,8,4,6,6,7,3,3,43,0,0,3,0,7,7,5,4,0,25,0,0,3,7,3,0,0,0,0,15,0,0,3,5,3,3,0,0,0,14,0,0,0,3,6,3,0,0,0,13,0,0,0,3,0,0,0,0,0,3,0,5,4,3,0,11,15,9,6,58,40,37,76,63,97,133,148,86,55,743
UCL121052,0,3,4,8,9,11,9,0,0,47,0,3,10,3,3,8,3,0,0,25,0,0,0,4,5,14,0,0,0,24,0,0,6,3,8,4,3,0,0,21,0,0,3,11,3,9,0,0,0,27,0,0,3,3,0,0,0,0,0,13,5,4,10,9,7,15,24,9,9,84,31,31,70,82,86,174,149,69,32,720
UCL121053,0,5,11,9,11,19,7,3,0,74,0,3,7,11,18,11,9,3,0,55,0,0,5,11,14,8,0,0,0,37,0,0,4,11,11,10,0,0,0,38,0,0,7,9,26,19,3,0,0,64,3,0,0,0,7,11,0,0,0,25,8,3,3,3,15,8,10,6,3,62,61,53,65,90,148,181,114,72,20,810
UCL121054,0,0,15,9,11,7,4,0,0,50,0,0,4,6,11,6,0,0,0,22,0,0,4,3,3,7,0,0,0,18,0,0,4,8,0,0,3,0,0,19,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,5,0,15,15,12,12,18,14,5,86,47,24,79,84,99,127,120,61,27,668
