UCL_CODE_2016,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_incl_lt_rail_M,One_met_Tram_incl_lt_rail_F,One_met_Tram_incl_lt_rail_P,One_method_Taxi_M,One_method_Taxi_F,One_method_Taxi_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_incl_lt_rl_M,Two_mt_trn_Trm_incl_lt_rl_F,Two_mt_trn_Trm_incl_lt_rl_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_inc_lt_rl_M,Two_mth_Bu_Trm_inc_lt_rl_F,Two_mth_Bu_Trm_inc_lt_rl_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Trn_two_othr_met_M,Three_meth_Trn_two_othr_met_F,Three_meth_Trn_two_othr_met_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
UCL115022,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,206,191,404,24,40,68,10,0,10,0,0,0,7,3,9,10,3,16,53,71,121,307,313,622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,14,22,28,51,4,5,9,339,359,697
UCL115023,5,5,10,3,0,3,0,0,0,0,0,0,0,0,0,310,232,534,12,13,29,9,0,9,3,0,3,0,0,0,3,0,4,0,3,3,349,251,601,3,4,4,0,0,0,0,0,0,12,7,15,0,3,3,0,0,0,13,16,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,19,24,37,0,0,0,0,0,0,0,0,0,0,0,0,8,16,17,32,53,87,3,3,7,406,346,756
UCL115024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,125,263,12,19,30,18,0,18,0,0,0,4,0,3,0,0,4,30,40,69,211,184,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,3,0,6,3,3,6,3,0,4,0,0,0,0,0,0,3,0,4,21,38,54,14,30,53,6,8,14,258,266,521
UCL115025,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,492,413,911,29,14,39,15,0,15,3,0,3,0,0,0,0,0,0,5,8,13,551,441,991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,13,7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,4,23,27,111,100,208,8,0,8,680,565,1250
UCL115026,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,292,310,593,18,22,37,7,0,9,7,0,7,11,8,15,7,4,12,8,18,22,346,352,695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,8,3,6,0,0,0,0,0,0,0,0,0,0,0,0,25,26,53,46,55,102,6,4,10,426,441,864
UCL115027,0,0,0,4,4,9,0,0,0,0,0,0,0,0,0,193,172,372,10,10,22,5,0,6,3,0,3,16,4,17,4,0,3,23,24,41,255,221,477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,24,35,55,29,50,77,0,7,9,304,311,615
UCL115028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,108,226,5,6,19,5,0,8,0,0,0,0,0,0,0,0,0,20,19,41,160,135,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,9,13,17,35,53,7,7,11,194,187,376
UCL115029,6,6,13,3,10,11,0,0,0,0,0,0,0,0,0,302,293,594,19,18,36,15,0,15,0,0,0,8,0,8,0,3,3,15,19,36,360,348,707,3,0,3,0,0,0,0,0,0,0,3,8,3,0,3,0,0,0,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,12,15,5,18,0,0,0,0,0,0,0,0,0,0,0,0,37,48,84,51,66,120,11,3,13,465,474,945
UCL115030,12,10,20,0,0,0,0,7,3,0,0,0,0,0,0,293,230,524,10,14,25,16,0,14,5,0,5,3,0,0,9,0,7,7,30,35,354,290,644,0,0,0,7,8,18,0,0,0,38,26,63,0,6,4,0,0,0,46,35,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,8,57,37,95,10,8,22,0,0,0,0,0,0,10,15,22,36,37,72,33,58,90,3,4,10,490,445,929
UCL115031,0,0,0,9,0,8,0,0,0,0,0,0,0,0,0,693,572,1269,27,74,100,15,0,15,15,0,14,3,4,4,4,3,6,16,27,42,785,683,1469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,7,0,7,13,5,23,16,5,24,0,0,0,0,0,0,0,0,0,0,0,0,25,52,77,81,121,199,16,7,22,919,875,1794
UCL115032,7,8,12,0,0,0,0,0,0,0,0,0,0,0,0,332,305,637,23,6,33,28,0,28,3,0,3,0,0,0,0,0,0,3,0,5,395,322,716,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,4,9,11,3,0,5,0,0,0,0,0,0,3,0,5,0,12,15,40,60,97,13,5,17,454,408,863
UCL115033,0,0,0,3,6,11,0,0,0,0,0,0,0,0,0,552,522,1074,30,32,71,9,0,9,14,0,15,3,3,8,3,0,3,15,5,22,630,574,1201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,7,0,10,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,14,34,47,49,76,121,7,3,7,709,685,1391
UCL115034,0,3,7,4,0,4,0,0,0,0,0,0,0,0,0,405,376,784,22,26,46,15,0,15,6,0,5,5,5,10,4,3,8,12,8,20,466,422,888,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,14,30,44,50,75,124,12,10,23,549,536,1084
UCL115035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,202,426,12,13,24,3,0,3,6,0,6,7,0,12,0,3,3,3,3,5,260,225,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,8,20,28,39,48,83,0,3,5,305,297,605
UCL115036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,167,337,12,13,33,13,0,13,6,0,6,0,0,0,4,3,6,17,7,21,216,198,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,19,29,24,34,65,11,6,14,261,259,522
UCL115037,0,0,0,11,0,11,0,0,0,0,0,0,0,3,3,605,456,1061,53,45,104,14,3,22,7,0,11,9,3,16,9,5,12,47,55,110,764,575,1341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,9,28,45,116,97,214,5,19,23,909,723,1634
UCL115038,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,252,224,478,14,14,33,24,4,25,0,0,0,0,0,0,0,0,0,3,7,11,298,244,544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,4,4,10,0,0,3,0,0,0,0,0,0,0,0,5,12,14,27,26,37,62,3,0,3,346,310,652
UCL115039,0,0,0,12,3,13,0,0,0,0,0,0,0,0,0,365,327,696,40,22,58,18,0,18,4,0,4,0,0,0,8,0,6,34,46,86,485,409,890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,12,20,33,36,55,91,17,8,26,547,497,1042
UCL115040,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,237,232,467,17,16,31,15,0,15,0,0,0,0,0,0,0,0,0,8,12,19,284,254,538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,18,30,41,74,5,4,5,321,316,638
UCL115041,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,233,264,498,25,35,59,30,0,26,6,0,6,0,0,4,8,3,9,31,41,77,340,349,684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,23,32,31,50,81,3,6,8,393,425,814
UCL115042,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,283,262,547,23,26,52,13,0,13,0,3,3,3,0,3,3,0,4,26,35,60,356,332,689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,17,18,36,53,9,0,11,395,376,774
UCL115043,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,260,218,482,17,24,40,4,0,4,3,0,3,0,0,0,5,0,6,4,0,6,303,248,543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,10,20,18,34,51,0,3,3,328,299,621
UCL115044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,246,537,36,19,54,19,0,21,0,0,0,0,0,0,7,0,11,18,25,39,368,296,663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,13,30,46,62,106,6,11,11,434,385,818
UCL115045,0,3,3,7,0,7,0,0,0,0,0,0,3,0,3,470,385,852,26,19,44,9,0,9,0,0,0,3,0,3,7,4,14,10,6,16,531,418,945,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9,4,9,8,0,0,0,0,0,0,0,0,0,0,0,0,27,30,59,50,78,127,5,7,17,613,543,1155
UCL115046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,115,280,12,9,22,6,0,6,0,0,0,0,0,0,5,0,9,3,18,25,199,141,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,17,33,48,5,4,9,220,189,408
UCL115047,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,198,188,390,12,12,25,7,0,7,8,0,8,3,0,3,0,0,0,4,13,17,230,218,454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,10,16,32,23,48,63,3,4,4,270,286,555
UCL115048,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,190,165,355,19,11,24,7,0,7,3,0,3,0,0,0,0,0,0,17,24,34,231,200,431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,45,41,83,6,8,14,284,256,541
UCL115049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,84,188,12,8,22,8,0,8,3,0,3,0,0,4,0,0,0,18,18,35,142,112,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,24,17,27,47,4,3,3,174,160,339
UCL115050,14,8,23,0,0,0,0,0,0,0,0,0,0,0,0,194,168,361,3,4,9,17,0,17,0,0,0,0,0,0,0,0,0,3,4,10,237,181,423,0,0,3,0,0,0,0,0,0,13,3,14,0,0,0,0,0,0,17,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,18,4,21,0,0,0,0,0,0,0,0,0,0,0,0,12,13,27,20,40,61,7,4,12,299,240,539
UCL115051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,225,499,17,17,37,5,0,7,4,0,4,0,0,0,5,0,7,21,23,39,332,260,590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,24,36,44,69,112,4,3,8,393,357,748
UCL115052,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,380,336,713,30,22,58,22,0,19,0,0,0,3,0,3,6,0,12,31,41,68,476,402,878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,5,3,8,0,0,0,0,0,0,0,0,0,0,0,0,14,15,31,53,84,134,17,8,24,564,515,1084
UCL115053,0,0,0,4,7,8,0,0,0,0,0,0,0,0,0,628,658,1285,38,48,88,7,0,7,10,0,12,12,0,14,3,9,11,15,16,29,710,743,1452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,16,25,41,67,159,229,7,9,19,800,938,1741
UCL115054,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,332,340,675,28,27,54,10,0,10,4,0,5,15,8,16,3,3,5,28,30,64,429,411,840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,11,3,6,11,0,0,0,0,0,0,0,0,0,0,0,0,17,22,38,50,74,124,9,4,17,510,520,1029
UCL115055,0,0,0,5,4,8,0,0,0,0,0,0,0,0,0,168,152,322,0,15,14,3,0,3,5,0,5,3,0,3,3,0,3,4,7,12,195,176,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,15,18,31,16,36,52,3,0,3,227,235,462
UCL115056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,231,461,12,11,26,15,0,15,0,0,0,9,3,11,0,0,0,26,32,61,304,274,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,26,36,29,36,65,5,8,14,353,341,692
UCL115057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,315,711,37,19,51,4,0,4,16,0,16,9,0,9,12,0,14,177,52,227,648,399,1043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,4,10,0,0,0,0,0,0,0,0,0,0,0,0,4,13,16,39,73,110,7,5,17,703,490,1197
UCL115058,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,144,119,266,11,12,20,8,0,8,3,0,3,0,0,0,0,0,0,3,0,6,167,140,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,4,7,7,9,21,33,3,5,6,186,164,351
UCL115059,0,9,7,0,6,3,0,0,0,0,0,0,0,0,0,285,238,526,18,14,30,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,320,264,580,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,3,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,7,4,0,6,0,0,0,0,0,0,4,0,6,17,29,43,21,43,60,3,3,6,368,340,711
UCL115060,10,5,20,3,5,11,0,0,0,0,0,0,0,0,0,203,193,396,9,11,25,13,0,13,4,0,4,0,0,0,0,3,6,3,0,5,249,223,476,0,4,3,0,0,0,0,0,0,9,6,15,0,0,0,0,0,0,11,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,12,11,22,0,5,7,0,0,0,0,0,0,0,5,7,17,19,37,21,34,55,0,3,4,304,298,602
UCL115061,12,10,17,5,3,5,0,0,0,0,0,0,0,0,0,702,588,1287,40,30,70,12,0,14,0,0,0,7,4,6,9,0,7,21,23,46,804,656,1462,0,0,0,0,0,0,0,0,0,4,5,9,3,0,3,3,0,3,9,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,14,4,21,0,4,3,0,0,0,0,0,0,0,4,3,56,76,130,109,162,274,19,16,30,1005,918,1928
UCL115062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,274,570,32,28,62,19,0,19,0,0,0,6,0,5,3,0,5,34,41,74,391,348,737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,17,27,46,67,112,13,9,21,463,443,902
UCL115063,6,6,8,4,0,7,0,0,0,0,0,0,0,0,0,546,464,1011,20,21,50,50,0,50,5,0,6,0,0,0,0,0,0,4,0,5,644,497,1145,3,4,7,0,0,0,0,0,0,9,15,19,0,0,0,0,0,0,11,18,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,18,17,38,0,0,4,0,0,0,0,0,0,5,0,4,13,35,46,36,70,105,8,10,20,725,632,1356
UCL115064,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,269,232,498,21,17,40,18,0,17,3,0,8,8,0,8,5,5,12,28,19,43,355,277,626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,11,23,27,36,52,89,3,7,11,407,358,763
UCL115065,0,0,0,6,3,3,0,0,0,0,0,0,0,0,5,355,299,654,16,29,46,0,0,0,6,0,6,0,0,0,0,0,0,3,3,7,387,334,722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,3,4,5,4,8,8,0,0,0,0,0,0,0,0,0,0,0,0,3,8,18,36,82,118,3,7,10,439,442,876
UCL115066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,108,279,10,9,19,3,0,4,4,0,4,3,0,3,3,0,3,12,9,17,206,131,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,20,28,22,40,55,0,12,12,239,194,432
UCL115067,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,232,198,421,31,16,46,12,0,11,3,0,4,3,0,3,3,0,3,26,34,60,313,249,555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,22,37,15,40,50,5,6,14,346,312,666
UCL115068,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,505,370,876,26,23,48,16,0,19,3,0,3,0,0,0,3,0,5,3,4,10,569,405,972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,9,3,7,0,0,0,0,0,0,0,0,0,0,0,0,3,10,15,66,71,141,19,14,29,660,507,1167
UCL115069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,193,471,27,8,31,15,0,15,0,0,0,0,0,3,0,4,4,20,44,61,343,247,589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,15,20,32,58,85,3,5,3,387,318,709
UCL115070,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,218,198,415,13,20,30,14,0,13,3,0,3,0,0,0,0,3,4,0,3,7,259,219,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,21,36,26,38,67,3,5,11,304,291,588
UCL115071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,240,533,30,25,57,5,0,5,0,0,0,0,0,0,3,3,7,19,28,44,350,299,651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,15,28,24,45,69,7,7,16,395,362,760
UCL115072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,248,536,30,26,55,18,3,17,0,0,0,0,0,0,0,0,0,20,12,27,356,292,649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,12,10,4,12,0,0,0,0,0,0,0,0,0,0,0,0,11,17,32,27,37,70,3,3,4,409,358,765
UCL115073,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,236,210,450,29,13,40,24,0,22,3,0,3,3,0,3,5,3,6,24,26,50,321,258,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,20,27,25,51,80,0,8,8,360,336,692
UCL115074,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,254,259,509,11,13,21,8,0,8,0,0,0,0,0,0,5,0,3,17,23,38,290,296,585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,22,25,42,29,51,82,5,3,16,353,380,729
UCL115075,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,336,257,586,39,24,58,16,0,21,7,0,7,8,5,8,10,5,19,41,53,91,454,346,797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,28,36,53,48,102,16,12,25,528,437,963
UCL115076,7,0,7,5,4,6,0,0,0,0,0,0,0,0,0,437,368,801,30,26,56,25,0,25,3,0,3,0,0,0,0,0,0,3,8,12,513,402,915,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,7,3,8,11,11,15,0,0,0,0,0,0,0,0,0,0,0,0,11,17,28,34,58,93,5,4,10,572,493,1061
