UCL_CODE_2016,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
UCL115027,9,0,0,3,0,0,0,13,0,0,3,0,0,0,0,4,3,7,0,0,3,0,0,18,18,34,21,14,14,4,0,107,0,3,0,0,0,0,0,4,37,39,20,18,21,4,0,149,3,0,0,0,8,0,0,8,0,9,0,3,4,0,0,17,0,0,0,3,0,0,0,5,10,11,10,10,11,3,0,56,3,0,0,0,0,0,0,3,17,20,16,21,25,4,0,100,49,65,37,40,49,8,0,243
UCL115028,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,4,0,3,0,0,0,0,0,6,29,21,11,8,16,3,5,102,0,0,0,0,0,0,0,0,32,26,15,11,21,3,5,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,13,23,6,5,9,0,0,64,3,3,0,0,0,0,0,4,21,21,15,9,14,0,0,73,46,50,29,20,35,3,5,193
UCL115029,0,3,5,4,3,0,0,19,6,5,3,0,7,0,3,30,10,6,8,3,6,0,0,28,61,72,44,28,39,3,3,246,0,0,0,0,0,0,0,0,76,90,57,37,53,6,9,325,0,0,0,0,0,0,0,0,0,3,4,4,3,0,0,16,0,3,0,0,0,0,0,8,9,16,24,13,19,3,0,82,0,0,0,0,0,0,0,3,6,28,31,13,24,4,0,113,83,114,89,53,75,11,10,437
UCL115030,0,15,4,0,7,6,0,39,15,10,13,8,13,6,0,69,21,17,4,0,4,0,3,46,54,45,38,20,23,9,3,199,0,0,0,0,0,0,0,0,90,91,55,28,43,22,5,347,0,0,3,0,0,0,0,4,0,0,3,0,0,0,3,3,4,3,0,6,0,0,0,15,4,3,4,6,7,0,3,25,0,3,0,0,0,0,0,3,16,11,9,10,6,0,6,60,105,99,66,39,52,22,14,407
UCL115031,13,7,6,6,9,9,0,51,17,8,6,4,12,6,0,57,21,26,12,9,8,0,0,73,198,192,107,57,80,18,4,656,3,0,0,0,0,0,0,7,246,233,129,81,114,34,4,850,0,0,0,0,3,0,0,7,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,4,15,31,6,11,11,0,0,72,0,0,0,0,0,0,0,5,15,33,11,8,24,3,0,88,260,270,146,90,132,30,4,935
UCL115032,0,0,0,3,0,0,0,9,9,6,7,3,7,0,0,29,5,13,6,4,4,0,0,34,89,94,62,39,39,7,3,335,0,0,0,0,0,0,0,0,102,110,80,52,45,7,3,405,0,0,0,0,0,0,0,0,3,0,0,7,0,3,0,10,0,0,3,0,0,0,0,4,16,14,16,10,9,3,0,62,0,0,0,0,0,0,0,0,18,19,21,13,13,4,0,82,118,131,99,70,54,14,3,490
UCL115033,8,6,3,0,0,0,0,15,7,12,4,0,3,0,0,26,0,4,10,5,0,0,0,18,162,151,86,52,60,8,3,512,0,0,0,0,0,0,0,0,176,167,99,54,68,14,3,584,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,50,54,23,18,20,5,0,177,0,0,0,0,0,0,0,0,50,55,25,22,28,5,0,185,227,220,124,80,91,16,5,765
UCL115034,3,0,5,3,3,0,0,18,0,8,8,4,3,0,0,25,0,0,0,0,0,3,3,10,78,104,66,49,49,19,4,367,0,0,0,0,0,0,0,3,88,116,79,50,64,25,11,424,0,0,0,3,0,0,0,3,3,0,4,0,0,0,0,14,0,4,0,0,3,0,0,13,13,32,27,16,23,0,0,123,0,0,3,0,0,0,0,5,18,41,34,23,29,7,3,152,100,158,107,75,87,31,12,571
UCL115035,0,7,4,5,7,0,0,17,0,6,4,3,3,5,0,21,3,0,0,0,6,4,0,15,48,79,51,32,38,10,0,254,0,0,0,0,0,0,0,0,56,89,61,37,47,18,0,309,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,12,3,0,9,0,0,30,0,3,0,0,0,0,0,4,3,14,3,4,17,0,0,46,62,97,63,41,62,24,3,357
UCL115036,7,3,3,0,3,0,0,10,0,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,41,57,22,20,15,3,0,163,0,0,0,0,0,0,0,0,44,62,27,20,18,3,0,180,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,15,33,18,18,16,0,0,102,0,0,0,0,0,0,0,3,20,32,21,18,17,0,0,108,69,100,47,36,35,4,0,287
UCL115037,21,25,6,9,4,0,0,66,14,8,6,4,3,0,0,35,15,5,3,0,3,0,0,33,160,183,77,42,66,4,0,528,0,0,0,0,0,0,0,0,216,217,88,59,79,3,0,669,4,0,0,0,0,0,0,6,0,0,3,0,0,0,0,4,0,0,0,3,3,0,0,3,40,42,18,16,13,0,0,128,0,0,3,0,0,0,0,6,39,46,23,23,16,0,0,153,252,268,119,86,97,8,0,819
UCL115038,3,5,6,5,5,0,0,21,3,7,3,0,0,3,0,17,0,7,4,3,0,0,0,9,55,83,31,24,28,7,0,222,0,0,0,0,0,0,0,0,66,91,42,25,29,11,3,272,0,0,0,0,0,0,0,3,4,3,4,3,0,0,0,12,3,0,0,0,0,0,0,3,14,11,7,3,6,10,0,44,0,0,0,0,0,0,0,0,15,10,8,3,7,10,0,57,85,108,52,33,39,14,3,331
UCL115039,10,5,4,0,0,0,0,20,4,3,0,0,0,0,0,12,3,10,4,3,3,0,0,23,131,105,50,44,31,3,3,359,3,6,0,0,0,0,0,11,146,128,55,50,32,3,3,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,48,58,36,24,26,5,0,197,5,8,3,0,0,0,0,15,57,65,44,27,26,5,0,217,205,190,103,72,57,6,3,630
UCL115040,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,87,75,37,35,39,8,0,281,0,0,0,0,0,0,0,0,86,75,39,32,43,8,0,287,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,8,0,0,0,0,0,0,0,0,19,40,18,15,7,0,0,105,0,3,0,0,3,0,0,4,19,46,26,13,10,0,0,119,107,123,63,49,59,10,0,407
UCL115041,3,6,0,0,0,0,0,8,3,0,0,0,5,0,0,11,7,10,3,0,0,3,0,29,75,65,46,34,38,0,0,256,0,0,0,0,0,0,0,3,80,83,53,33,43,0,0,305,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,41,40,26,25,16,3,0,150,0,3,0,0,0,0,0,7,40,47,32,25,12,3,0,161,127,129,83,61,60,6,0,459
UCL115042,0,3,4,0,0,0,0,7,0,0,0,3,0,0,0,5,3,0,0,0,0,0,0,3,72,54,37,23,28,0,0,212,0,0,0,0,0,0,0,0,79,59,40,25,25,3,0,228,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,64,46,26,16,0,0,223,0,5,0,3,0,0,0,10,66,70,49,33,16,0,0,241,143,128,89,56,43,4,0,469
UCL115043,4,9,0,0,0,0,0,14,4,8,3,3,3,0,0,17,4,3,0,3,3,0,0,22,80,85,45,19,35,5,0,270,0,0,0,0,0,0,0,0,95,103,44,28,44,7,0,317,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,3,25,19,6,10,9,0,0,67,0,0,0,0,0,0,0,0,25,17,6,10,12,0,0,79,121,120,57,42,50,6,3,391
UCL115044,7,0,3,0,0,0,0,7,5,3,0,0,0,0,0,8,9,3,3,0,0,0,0,10,86,62,54,16,29,3,0,251,0,3,0,0,0,0,0,3,101,66,56,20,29,3,0,289,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,3,0,0,4,7,18,15,15,8,0,0,64,0,0,0,0,0,0,0,3,14,17,19,15,15,0,0,71,117,87,76,32,46,3,4,361
UCL115045,3,3,0,3,4,0,0,13,3,12,5,9,3,0,0,36,8,4,4,0,6,0,0,28,93,84,47,32,45,11,3,317,0,0,0,0,0,0,0,0,107,106,56,46,60,15,3,384,0,0,0,0,0,0,0,0,6,0,0,3,4,0,0,9,0,3,0,0,0,0,0,7,39,30,20,17,17,6,3,123,0,3,0,0,0,0,0,6,42,30,18,25,15,8,3,139,145,136,80,70,73,24,4,532
UCL115046,0,4,0,0,0,0,0,6,0,5,6,3,0,0,0,13,3,5,0,0,0,0,0,14,44,43,27,21,16,0,3,145,0,0,0,0,0,0,0,0,45,54,33,24,15,0,3,181,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,9,0,0,3,0,0,0,0,3,14,21,10,10,5,0,0,63,0,0,0,0,0,0,0,3,14,23,17,15,6,0,0,74,59,75,52,36,29,3,3,257
UCL115047,3,0,0,0,0,0,0,9,0,8,5,3,3,0,0,18,3,3,3,0,3,0,0,11,53,67,33,18,18,3,3,200,0,0,0,0,0,0,0,0,60,79,40,27,27,3,3,234,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,5,0,3,3,0,0,0,0,7,20,20,14,12,7,0,0,71,0,0,0,0,0,0,0,3,25,28,11,7,11,0,0,88,85,99,54,34,40,3,3,326
UCL115048,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,4,5,0,0,0,0,0,0,6,54,57,33,28,24,0,0,185,0,3,0,0,0,0,0,6,57,61,31,26,27,0,0,210,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,17,19,15,14,16,0,0,85,0,0,0,0,0,0,0,0,19,20,17,15,20,0,0,93,78,83,48,45,43,0,0,305
UCL115049,0,0,0,3,0,0,0,3,4,5,3,0,4,0,0,17,4,0,0,0,0,0,0,9,25,23,10,11,16,5,0,89,0,0,0,0,0,0,0,0,33,36,14,10,16,6,0,119,0,0,0,0,0,0,0,0,0,5,4,0,3,0,0,10,0,0,0,0,0,0,0,3,9,13,5,6,4,0,0,46,0,0,0,0,0,0,0,0,10,20,15,14,12,0,0,58,47,51,24,21,28,6,0,180
UCL115050,0,4,3,0,0,0,0,12,7,11,0,3,0,0,0,24,3,0,0,4,0,0,3,12,36,56,31,18,21,12,10,182,0,0,0,0,0,0,0,0,45,69,37,21,28,17,13,229,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,8,4,8,0,0,32,0,0,0,0,0,0,0,0,5,9,12,6,9,0,0,36,56,76,46,29,33,17,13,267
UCL115051,0,0,0,0,3,0,0,6,3,4,3,0,3,0,0,11,0,0,0,0,0,0,0,3,70,69,40,34,41,15,3,269,0,0,0,0,0,0,0,0,76,77,46,36,45,15,3,290,0,3,0,0,0,0,0,3,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,26,40,14,16,11,4,0,120,0,3,0,0,0,0,0,8,28,50,20,22,14,4,0,139,104,124,65,51,56,14,3,432
UCL115052,9,3,0,0,0,0,0,14,12,0,3,0,0,0,0,18,10,4,0,0,3,0,0,14,81,79,52,32,44,4,0,300,0,0,0,0,0,0,0,0,103,93,53,36,49,4,0,335,0,0,0,0,0,0,0,4,0,3,0,3,4,0,0,12,0,0,3,0,3,0,0,6,35,56,30,15,23,4,0,164,3,3,3,0,0,0,0,11,45,63,38,24,29,4,0,201,142,151,91,59,79,6,3,536
UCL115053,36,32,18,14,21,8,5,138,3,5,3,4,3,0,0,15,5,4,0,3,3,0,0,23,174,119,66,46,52,11,6,481,0,0,0,0,0,0,0,0,224,165,94,59,75,19,13,649,0,0,0,0,3,0,0,10,0,3,0,0,0,0,0,3,0,3,3,0,0,0,0,6,14,22,18,8,22,0,0,79,0,0,0,0,0,0,0,3,17,28,19,10,28,0,3,103,247,192,113,68,105,16,11,758
UCL115054,0,3,3,0,0,0,0,5,4,12,3,5,3,0,0,23,6,8,5,0,4,0,0,22,76,74,50,29,39,4,0,279,0,0,0,0,0,0,0,3,92,96,58,31,50,4,0,330,0,0,0,0,3,0,0,3,3,3,3,0,0,0,0,9,0,3,0,0,0,0,0,9,22,41,24,16,28,3,0,132,3,3,0,0,0,0,0,9,25,52,28,19,35,3,0,157,114,144,88,51,80,9,0,488
UCL115055,0,3,4,3,0,0,0,9,3,5,0,3,3,0,0,16,0,3,6,0,0,0,0,7,32,31,17,6,9,4,0,104,0,0,0,0,0,0,0,0,44,38,22,10,12,5,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,14,4,3,0,3,0,38,0,0,0,0,0,0,0,0,15,9,8,3,0,3,0,46,55,45,35,14,19,10,0,180
UCL115056,8,8,6,3,0,0,0,22,5,3,0,0,0,0,0,12,0,3,3,0,0,0,0,9,53,58,36,18,17,0,0,192,0,0,0,0,0,0,0,0,71,73,48,26,20,0,0,232,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,12,18,16,11,18,4,0,78,0,0,0,0,0,0,0,5,14,27,20,17,19,4,0,97,85,95,66,35,38,4,0,333
UCL115057,6,10,7,4,4,0,0,27,9,7,0,0,0,4,0,16,8,4,3,0,0,0,0,15,114,125,59,28,42,3,3,376,0,0,0,0,0,0,0,0,138,141,64,36,49,10,3,436,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,5,0,0,4,0,0,0,0,4,18,45,19,9,19,0,0,123,5,0,0,0,0,0,0,5,23,51,31,13,22,0,0,139,163,190,91,48,70,12,4,578
UCL115058,4,0,3,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,6,3,0,0,9,29,42,18,24,24,7,0,148,0,0,0,0,0,0,0,0,36,42,20,31,21,7,0,163,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,17,23,18,10,12,0,0,85,0,3,0,0,0,0,0,0,19,29,18,13,8,0,0,96,60,78,37,41,36,10,0,253
UCL115059,0,0,0,4,0,0,3,9,3,4,4,3,5,3,0,21,8,3,6,3,0,0,0,23,68,71,40,20,18,9,4,229,0,0,0,0,0,0,0,0,85,87,46,26,26,11,7,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,10,3,7,14,3,0,36,0,0,0,0,0,0,0,0,8,13,3,3,17,3,0,48,88,97,52,34,43,19,8,332
UCL115060,3,8,9,7,9,3,0,39,4,11,9,0,4,0,0,33,5,3,7,3,0,0,0,18,64,61,17,23,14,9,5,187,0,0,0,0,0,0,0,0,78,84,36,33,27,14,5,280,0,3,3,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,12,3,7,3,0,0,27,3,0,0,0,0,0,0,3,5,16,7,7,8,3,3,48,84,97,48,42,34,16,10,330
UCL115061,6,6,10,7,4,0,4,41,22,17,7,8,3,7,0,69,17,18,7,3,12,5,3,58,180,182,114,72,81,47,18,699,0,0,0,0,0,0,0,3,231,230,137,96,100,52,24,871,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,0,0,0,3,0,0,0,9,8,22,14,11,19,10,3,91,0,3,3,0,0,0,0,6,11,33,19,11,25,12,4,112,245,258,157,109,124,66,25,987
UCL115062,12,5,0,0,0,0,0,18,9,3,0,0,0,0,0,15,0,4,3,0,0,0,0,7,74,88,44,28,40,3,3,281,0,0,0,0,0,0,0,3,93,101,47,30,44,3,3,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,50,48,36,32,24,0,0,196,8,5,4,0,0,0,0,15,54,60,42,29,24,0,0,213,144,158,89,65,66,3,3,536
UCL115063,0,0,0,0,3,3,0,11,10,10,4,3,0,0,3,30,13,9,8,3,0,0,0,29,169,154,78,40,41,7,4,488,3,3,0,0,0,0,0,8,192,177,97,49,48,12,7,572,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,6,21,28,14,16,19,3,0,99,0,0,0,0,0,0,0,3,20,35,18,20,24,6,3,122,216,205,112,64,68,14,10,691
UCL115064,3,0,3,0,0,0,0,9,0,3,0,3,6,0,0,9,3,6,0,0,3,0,0,17,88,83,37,25,27,3,0,264,0,0,0,0,0,0,0,4,94,91,36,33,36,3,0,299,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,14,0,0,0,0,0,0,0,4,30,30,27,14,23,3,0,130,3,0,0,0,0,0,0,6,33,32,28,17,27,5,0,146,125,125,63,53,63,11,0,443
UCL115065,33,22,14,3,9,12,0,94,16,11,3,3,0,0,0,36,10,7,3,5,0,0,0,24,133,78,36,14,19,3,0,287,0,0,0,0,0,0,0,0,193,125,54,30,28,12,7,445,3,0,3,0,0,0,0,5,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,10,3,0,0,0,0,22,0,0,0,0,0,0,0,0,4,14,6,0,6,0,0,36,197,133,67,31,36,14,7,476
UCL115066,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,35,33,16,12,18,3,0,108,0,0,0,0,0,0,0,0,36,32,16,12,14,3,0,120,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,4,8,3,0,3,0,0,20,0,0,0,0,0,0,0,0,7,8,6,3,3,0,0,24,44,40,26,15,21,3,0,147
UCL115067,4,3,0,0,0,0,0,10,3,3,0,0,4,0,0,6,0,3,0,3,6,0,0,15,61,65,41,18,22,6,0,213,0,0,0,0,0,0,0,0,68,69,43,22,31,3,0,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,16,15,5,10,4,0,67,0,0,0,0,0,0,0,0,13,21,20,5,17,4,0,75,78,93,58,29,43,5,0,313
UCL115068,0,10,11,0,0,0,0,25,4,7,4,4,3,0,0,23,4,6,4,0,3,0,0,13,152,163,87,55,53,10,0,515,0,3,0,0,0,0,0,5,163,179,109,61,54,9,0,586,0,4,0,0,0,0,0,5,9,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,39,40,30,23,25,3,0,152,0,0,0,0,0,0,0,0,43,44,34,20,20,3,0,171,211,223,143,86,82,15,0,759
UCL115069,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,91,85,34,31,28,4,0,285,0,0,0,0,0,0,0,0,93,86,43,34,28,4,0,297,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,10,0,0,0,0,4,0,0,8,42,33,15,5,14,3,0,105,0,0,0,0,0,0,0,3,45,36,15,11,16,3,0,123,141,129,57,43,50,7,0,423
UCL115070,0,0,5,0,0,0,0,7,9,13,9,3,4,0,0,40,3,5,4,0,3,0,0,20,46,69,47,35,39,4,0,238,0,0,0,0,0,0,0,0,63,90,64,39,46,11,5,309,0,0,0,0,0,0,0,3,3,5,6,0,0,0,0,13,0,0,0,0,0,0,0,0,6,5,3,6,7,0,0,40,3,0,0,0,0,0,0,4,12,16,14,9,3,0,0,60,76,102,74,47,49,8,5,363
UCL115071,4,0,3,0,0,0,0,6,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,67,60,51,34,31,4,0,242,0,3,0,3,0,0,0,6,68,59,54,39,32,8,0,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,20,28,17,10,16,3,0,93,3,3,3,0,0,0,0,9,22,32,19,11,21,3,0,113,94,98,79,46,50,11,3,368
UCL115072,4,0,0,0,3,3,0,8,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,4,65,104,58,30,28,4,0,282,0,0,0,0,0,0,0,0,76,103,61,33,33,9,0,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,30,40,13,14,7,0,0,111,0,0,0,0,0,0,0,3,30,46,16,10,9,0,0,120,106,149,73,44,44,7,0,424
UCL115073,3,0,0,0,0,0,0,7,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,78,72,52,16,40,10,0,261,3,0,0,0,0,0,0,3,82,70,52,16,40,10,0,266,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,27,27,13,12,16,3,0,89,0,0,0,0,0,0,0,7,28,28,15,12,17,3,0,102,108,97,68,27,52,12,0,371
UCL115074,0,0,0,0,0,0,0,5,4,4,0,0,0,0,0,12,0,4,0,0,0,0,0,5,47,65,38,28,23,5,3,211,0,0,0,0,0,0,0,3,52,75,45,31,27,12,4,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,17,15,18,8,20,0,4,82,4,0,0,0,0,0,0,4,20,15,21,7,20,0,4,91,75,90,67,43,47,9,8,330
UCL115075,12,11,4,0,0,0,0,23,8,13,0,0,0,0,0,20,4,0,3,0,0,0,0,9,60,69,37,20,44,5,0,242,3,0,0,0,0,0,0,10,83,98,47,26,48,4,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,20,22,20,22,16,0,0,102,0,0,0,0,0,0,0,4,24,24,21,20,17,0,0,114,102,122,68,47,61,4,3,410
UCL115076,0,3,0,0,3,4,0,12,7,4,0,3,6,0,0,22,11,6,4,4,0,0,0,23,117,112,66,42,30,3,0,376,3,10,0,0,0,0,0,9,134,139,66,49,36,10,0,443,0,3,0,0,0,0,0,4,0,3,8,6,3,0,0,15,0,0,0,3,3,0,0,6,34,36,16,11,15,3,0,121,0,0,0,0,0,0,0,3,33,43,25,15,21,3,0,155,175,179,97,70,64,14,3,597
UCL115077,12,6,0,3,3,0,0,19,3,0,0,0,0,0,0,5,3,0,3,0,0,0,0,11,37,34,23,11,16,0,0,114,0,0,0,0,0,0,0,0,48,39,24,15,16,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,8,8,3,0,0,0,26,0,0,0,0,0,0,0,3,11,8,7,3,7,0,0,29,59,48,32,16,26,0,0,181
UCL115078,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,16,5,3,0,0,0,0,0,9,37,45,26,21,29,3,4,165,0,0,0,0,0,0,0,0,49,49,24,25,32,3,4,187,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,12,12,13,14,17,0,0,74,0,0,0,0,0,0,0,0,12,18,15,17,17,0,0,78,64,65,43,40,43,7,4,265
UCL115079,0,3,0,3,3,0,0,14,3,0,0,0,0,0,0,8,7,3,0,4,0,0,0,15,87,96,64,31,31,3,0,315,0,0,0,0,0,0,0,3,99,107,67,35,38,5,0,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,21,19,13,13,10,3,0,83,0,0,0,0,0,0,0,0,27,21,14,12,12,3,0,86,125,128,85,48,54,10,0,438
UCL115080,0,6,3,0,0,0,0,3,0,3,4,0,0,0,0,11,0,0,0,0,3,0,0,9,18,31,15,15,12,4,0,92,0,0,0,0,0,0,0,0,26,42,21,14,12,4,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,18,30,4,6,13,0,0,75,0,3,0,0,0,0,0,8,18,35,9,9,18,0,0,88,43,75,23,26,31,8,0,201
UCL115081,0,3,0,0,0,3,0,10,0,6,3,0,0,0,0,14,7,11,8,0,0,0,0,20,43,49,23,16,15,5,0,150,0,0,0,0,0,0,0,0,50,66,30,19,17,3,0,196,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,3,3,0,3,0,0,10,4,4,4,4,7,3,0,31,0,0,0,0,0,0,0,3,5,11,12,9,14,4,0,50,60,74,38,28,30,8,0,242
UCL115082,0,0,0,0,0,0,0,6,4,3,4,0,4,0,0,17,0,0,0,0,0,0,0,3,76,95,66,23,28,3,0,292,0,0,0,0,0,0,0,0,83,99,69,28,34,3,0,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,22,14,13,12,3,0,68,0,0,0,0,0,0,0,0,8,22,16,14,12,3,0,77,91,122,84,39,46,9,0,394
UCL115083,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,59,52,36,19,28,7,0,195,0,0,0,0,0,0,0,0,67,55,38,17,27,7,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,4,3,8,0,0,38,0,0,0,0,0,0,0,0,12,15,9,3,8,0,0,44,77,67,45,22,37,9,0,255
