UCL_CODE_2016,F_ID_NS_0,F_ID_NS_1_15,F_ID_NS_16_24,F_ID_NS_25_34,F_ID_NS_35_39,F_ID_NS_40,F_ID_NS_41_48,F_ID_NS_49over,F_ID_NS_hours_NS,F_ID_NS_Tot,F_Tot_0,F_Tot_1_15,F_Tot_16_24,F_Tot_25_34,F_Tot_35_39,F_Tot_40,F_Tot_41_48,F_Tot_49over,F_Tot_hours_NS,F_Tot_Tot,P_AgriForestFish_0,P_AgriForestFish_1_15,P_AgriForestFish_16_24,P_AgriForestFish_25_34,P_AgriForestFish_35_39,P_AgriForestFish_40,P_AgriForestFish_41_48,P_AgriForestFish_49over,P_AgriForestFish_hours_NS,P_AgriForestFish_Tot,P_Min_0,P_Min_1_15,P_Min_16_24,P_Min_25_34,P_Min_35_39,P_Min_40,P_Min_41_48,P_Min_49over,P_Min_hours_NS,P_Min_Tot,P_Mnfg_0,P_Mnfg_1_15,P_Mnfg_16_24,P_Mnfg_25_34,P_Mnfg_35_39,P_Mnfg_40,P_Mnfg_41_48,P_Mnfg_49over,P_Mnfg_hours_NS,P_Mnfg_Tot,P_EGW_WS_0,P_EGW_WS_1_15,P_EGW_WS_16_24,P_EGW_WS_25_34,P_EGW_WS_35_39,P_EGW_WS_40,P_EGW_WS_41_48,P_EGW_WS_49over,P_EGW_WS_hours_NS,P_EGW_WS_Tot,P_Cnstn_0,P_Cnstn_1_15,P_Cnstn_16_24,P_Cnstn_25_34,P_Cnstn_35_39,P_Cnstn_40,P_Cnstn_41_48,P_Cnstn_49over,P_Cnstn_hours_NS,P_Cnstn_Tot,P_WTrade_0,P_WTrade_1_15,P_WTrade_16_24,P_WTrade_25_34,P_WTrade_35_39,P_WTrade_40,P_WTrade_41_48,P_WTrade_49over,P_WTrade_hours_NS,P_WTrade_Tot,P_RTrade_0,P_RTrade_1_15,P_RTrade_16_24,P_RTrade_25_34,P_RTrade_35_39,P_RTrade_40,P_RTrade_41_48,P_RTrade_49over,P_RTrade_hours_NS,P_RTrade_Tot,P_AccomFoodS_0,P_AccomFoodS_1_15,P_AccomFoodS_16_24,P_AccomFoodS_25_34,P_AccomFoodS_35_39,P_AccomFoodS_40,P_AccomFoodS_41_48,P_AccomFoodS_49over,P_AccomFoodS_hours_NS,P_AccomFoodS_Tot,P_TransPostWhse_0,P_TransPostWhse_1_15,P_TransPostWhse_16_24,P_TransPostWhse_25_34,P_TransPostWhse_35_39,P_TransPostWhse_40,P_TransPostWhse_41_48,P_TransPostWhse_49over,P_TransPostWhse_hours_NS,P_TransPostWhse_Tot,P_InfoMedTelecom_0,P_InfoMedTelecom_1_15,P_InfoMedTelecom_16_24,P_InfoMedTelecom_25_34,P_InfoMedTelecom_35_39,P_InfoMedTelecom_40,P_InfoMedTelecom_41_48,P_InfoMedTelecom_49over,P_InfoMedTelecom_hours_NS,P_InfoMedTelecom_Tot,P_FinInsurS_0,P_FinInsurS_1_15,P_FinInsurS_16_24,P_FinInsurS_25_34,P_FinInsurS_35_39,P_FinInsurS_40,P_FinInsurS_41_48,P_FinInsurS_49over,P_FinInsurS_hours_NS,P_FinInsurS_Tot,P_RentHirREserv_0,P_RentHirREserv_1_15,P_RentHirREserv_16_24,P_RentHirREserv_25_34,P_RentHirREserv_35_39,P_RentHirREserv_40,P_RentHirREserv_41_48,P_RentHirREserv_49over,P_RentHirREserv_hours_NS,P_RentHirREserv_Tot,P_ProScieTechServ_0,P_ProScieTechServ_1_15,P_ProScieTechServ_16_24,P_ProScieTechServ_25_34,P_ProScieTechServ_35_39,P_ProScieTechServ_40,P_ProScieTechServ_41_48,P_ProScieTechServ_49over,P_ProScieTechServ_hours_NS,P_ProScieTechServ_Tot,P_AdminSupServ_0,P_AdminSupServ_1_15,P_AdminSupServ_16_24,P_AdminSupServ_25_34,P_AdminSupServ_35_39,P_AdminSupServ_40,P_AdminSupServ_41_48,P_AdminSupServ_49over,P_AdminSupServ_hours_NS,P_AdminSupServ_Tot,P_PubAdmiSafety_0,P_PubAdmiSafety_1_15,P_PubAdmiSafety_16_24,P_PubAdmiSafety_25_34,P_PubAdmiSafety_35_39,P_PubAdmiSafety_40,P_PubAdmiSafety_41_48,P_PubAdmiSafety_49over,P_PubAdmiSafety_hours_NS,P_PubAdmiSafety_Tot,P_EducTrain_0,P_EducTrain_1_15,P_EducTrain_16_24,P_EducTrain_25_34,P_EducTrain_35_39,P_EducTrain_40,P_EducTrain_41_48,P_EducTrain_49over,P_EducTrain_hours_NS,P_EducTrain_Tot,P_HealthCareSocA_0,P_HealthCareSocA_1_15,P_HealthCareSocA_16_24,P_HealthCareSocA_25_34,P_HealthCareSocA_35_39,P_HealthCareSocA_40,P_HealthCareSocA_41_48,P_HealthCareSocA_49over,P_HealthCareSocA_hours_NS,P_HealthCareSocA_Tot,P_ArtRecServ_0,P_ArtRecServ_1_15,P_ArtRecServ_16_24,P_ArtRecServ_25_34,P_ArtRecServ_35_39,P_ArtRecServ_40,P_ArtRecServ_41_48,P_ArtRecServ_49over,P_ArtRecServ_hours_NS,P_ArtRecServ_Tot
UCL121015,0,3,0,3,0,0,0,0,3,11,5,22,16,30,17,12,0,10,3,127,0,3,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,0,11,0,0,0,0,8,0,0,0,0,8,0,0,0,0,5,6,4,7,0,32,0,0,0,0,6,0,0,0,0,15,0,4,0,0,8,0,0,3,0,17,0,0,8,7,3,0,0,3,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,3,4,6,0,0,0,0,14,0,3,0,0,0,0,0,0,0,8,0,0,0,3,6,0,0,3,0,17,0,8,4,0,5,5,0,0,0,21,0,0,4,12,3,4,0,0,0,24,0,3,0,0,0,0,0,0,0,3
UCL121016,0,3,3,0,0,0,0,0,0,11,16,24,23,25,27,18,10,13,0,160,0,0,0,3,0,0,0,0,3,7,0,0,0,0,0,0,0,3,0,5,0,0,0,0,7,14,6,8,0,36,0,0,0,0,5,4,0,0,0,12,0,3,3,7,3,9,3,14,3,46,0,0,0,0,0,3,0,0,0,3,7,11,6,0,8,3,0,6,0,39,0,5,3,5,3,0,0,3,0,23,0,7,0,0,3,4,6,3,0,20,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,4,3,6,6,3,0,0,19,0,6,0,0,4,0,0,0,0,11,3,0,0,0,5,9,3,3,0,22,0,3,4,4,3,0,0,0,0,15,3,0,8,7,8,9,4,4,0,39,0,0,0,0,0,0,0,0,0,5
UCL121017,0,0,0,0,3,0,0,0,0,6,7,19,28,28,25,18,11,16,0,159,0,3,0,0,0,3,0,3,0,15,0,0,0,0,0,0,3,3,0,16,0,0,0,0,3,0,3,0,0,14,0,0,0,0,0,3,0,0,0,3,0,4,3,4,3,8,0,6,4,38,0,0,0,0,0,0,0,5,0,8,0,4,5,3,0,0,3,3,0,25,3,6,3,0,0,4,0,0,0,19,0,7,0,0,0,0,0,4,0,12,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,0,3,15,0,28,0,0,0,3,0,0,0,3,0,6,5,0,3,3,10,8,5,3,0,33,0,0,6,4,10,6,3,4,0,41,0,3,10,11,8,7,8,3,0,53,0,0,0,0,0,0,0,0,0,0
UCL121018,0,3,0,0,3,0,0,0,0,7,3,28,24,23,25,17,12,8,3,136,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,17,0,0,3,0,3,0,0,0,0,5,0,8,5,3,3,0,0,5,0,26,0,0,4,4,0,0,0,4,0,15,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,4,0,13,0,0,0,0,0,0,0,0,0,8,0,3,0,0,4,3,0,0,0,12,0,4,0,3,3,7,3,4,0,30,3,7,14,11,6,9,3,3,0,59,0,0,0,0,3,0,0,3,0,9
UCL121019,0,0,0,0,0,0,0,0,0,5,3,22,23,27,15,15,13,18,3,129,3,7,6,3,4,7,3,20,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,7,6,0,35,0,0,0,0,0,4,0,0,0,9,0,0,4,3,3,3,0,3,0,20,0,4,3,10,3,0,0,4,0,26,3,4,3,0,3,9,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,5,6,4,4,11,0,37,0,3,3,3,3,4,4,6,0,28,0,0,0,0,0,3,0,0,0,3
UCL121020,0,0,0,0,0,0,0,0,0,3,3,19,23,24,21,13,13,13,0,132,0,4,3,8,6,6,6,10,0,41,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,9,0,0,0,0,5,3,0,0,0,13,0,0,0,0,0,0,0,0,0,5,0,10,0,5,4,0,3,6,0,33,0,3,5,0,0,3,0,0,0,15,0,3,3,0,0,7,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,4,0,0,0,15,0,3,0,0,4,0,0,0,0,6,0,0,0,0,10,4,9,4,0,32,0,0,3,8,5,4,7,7,0,31,3,3,11,6,4,4,0,4,0,31,0,0,0,0,0,0,0,0,0,3
UCL121021,0,0,0,0,0,0,0,0,0,3,0,9,5,4,4,13,0,4,4,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,7,0,3,0,18,0,3,6,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,7,0,3,0,0,0,0,3,6,0,0,0,0,0,3,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,3,4,4,0,0,0,9,0,0,0,0,0,0,0,0,0,3
UCL121022,0,0,0,0,0,0,0,0,0,4,4,25,27,38,33,17,12,8,4,170,0,6,0,3,4,6,0,8,0,24,0,0,0,0,0,0,0,3,0,5,0,0,3,3,6,4,0,6,0,34,0,0,0,0,0,0,0,0,0,0,3,0,3,3,4,9,3,3,0,34,0,0,0,3,5,0,0,0,0,8,0,13,3,4,5,3,0,3,0,36,0,0,5,4,7,0,0,0,0,15,0,0,3,0,0,3,0,5,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,3,0,10,0,8,3,3,0,0,0,0,0,16,0,3,0,0,10,7,4,0,0,23,0,4,10,9,9,0,3,0,0,38,3,3,9,17,8,10,3,3,0,56,3,0,0,0,0,0,0,0,0,4
UCL121023,0,0,0,0,0,0,0,0,0,0,5,20,16,14,15,5,0,4,4,90,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,8,5,7,0,4,3,10,0,0,3,37,3,5,3,0,0,0,0,0,0,20,0,0,3,3,4,0,0,3,0,12,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,6,0,3,3,0,0,0,0,0,0,4,0,0,0,0,3,4,3,0,0,19,0,0,0,3,0,0,0,0,0,6,0,3,3,3,10,3,0,0,0,29,0,0,0,0,0,0,0,0,0,0
UCL121024,0,3,0,0,0,0,0,0,3,11,0,36,18,30,28,18,10,14,3,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,3,3,0,0,19,0,0,0,0,0,0,0,0,0,3,0,3,3,3,3,12,4,6,0,36,0,0,0,0,0,0,0,0,0,7,0,5,6,0,0,0,0,3,0,15,0,9,0,0,3,0,0,0,0,15,0,0,0,0,0,0,0,3,0,8,0,0,0,0,3,0,0,0,0,3,0,3,0,0,4,0,0,0,0,14,0,0,0,0,0,0,0,3,0,3,0,4,0,0,0,12,0,7,0,22,0,0,3,0,0,3,0,0,0,11,0,0,0,0,4,3,0,0,0,17,0,10,3,6,4,10,3,3,0,36,0,3,11,14,7,7,5,3,0,48,0,0,0,4,3,3,0,0,0,8
UCL121025,0,0,0,3,0,0,0,0,0,3,10,32,31,34,25,27,18,16,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,16,0,0,0,0,3,3,0,0,0,6,3,4,0,7,4,6,5,4,5,39,0,0,0,0,0,0,0,0,0,0,0,13,7,11,3,3,3,3,0,45,3,11,8,4,10,3,3,0,0,39,3,0,3,0,3,0,0,3,0,14,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,11,0,4,0,5,0,3,3,3,0,14,0,4,3,0,0,0,0,0,0,14,3,0,0,3,5,9,3,0,0,22,4,5,12,13,8,14,11,16,0,80,4,0,11,5,8,16,0,0,0,43,0,0,0,0,3,0,0,0,0,3
UCL121026,0,4,0,0,0,0,0,0,0,7,7,25,22,26,22,13,7,15,4,135,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,3,0,0,0,16,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,7,3,4,3,27,0,0,0,0,0,0,0,0,0,3,0,8,3,3,5,4,0,3,0,33,0,5,3,7,8,3,0,0,0,32,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,3,0,15,0,3,0,0,0,0,0,0,0,10,0,0,0,0,3,0,0,0,0,8,0,5,3,3,5,3,3,9,0,36,0,3,6,13,6,7,3,6,0,43,0,0,0,0,0,0,0,0,0,3
UCL121027,0,0,0,0,0,0,0,0,3,8,6,46,40,41,52,25,4,19,3,230,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,3,5,3,0,3,3,0,22,0,0,0,0,3,4,0,0,0,5,0,4,3,6,6,4,3,9,0,37,0,0,0,0,3,0,0,0,0,6,3,14,5,8,13,8,4,15,0,65,0,7,5,4,0,0,3,0,0,29,0,4,0,7,5,3,0,5,0,21,0,0,0,0,3,0,0,0,0,9,0,0,3,4,0,6,0,0,0,14,0,3,0,0,0,0,0,3,0,10,3,0,3,3,4,6,3,3,0,27,0,3,0,0,0,0,0,0,0,3,3,0,4,3,16,3,10,3,0,42,0,8,3,12,15,8,3,11,0,57,3,10,16,15,15,9,6,0,0,77,0,0,0,0,0,0,0,0,0,4
UCL121028,0,0,3,0,0,0,0,0,0,7,0,25,20,17,10,7,3,3,0,97,0,3,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,7,11,17,4,3,0,44,0,0,0,3,0,0,0,0,0,3,0,3,5,7,0,0,0,3,0,16,0,7,3,3,0,0,0,0,0,19,0,0,0,0,0,5,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,3,0,5,4,0,3,4,0,0,0,14,0,5,0,0,0,0,0,0,0,4,0,5,3,3,7,3,4,0,0,22,0,5,5,4,5,3,0,0,0,21,0,7,8,3,5,4,0,0,0,27,0,3,0,0,0,0,0,0,0,4
UCL121029,0,0,0,0,0,0,0,0,0,3,3,14,18,16,11,13,10,9,0,92,0,0,3,0,6,3,4,3,0,21,0,3,0,4,0,0,0,15,0,25,3,3,0,4,8,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,3,0,15,0,0,0,0,3,3,0,3,0,12,0,0,0,5,4,0,3,3,0,21,0,8,3,3,0,3,0,4,0,25,0,0,0,0,3,3,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,9,0,0,0,0,0,0,3,0,0,11,0,0,0,0,10,4,0,0,0,13,0,8,3,0,0,0,0,0,0,10,3,0,4,5,5,4,0,3,0,24,0,0,0,0,0,0,0,0,0,0
UCL121030,0,0,0,0,0,0,0,0,0,5,0,9,6,5,22,0,3,0,3,46,0,0,3,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,4,0,6,3,0,0,0,0,16,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,4,3,0,3,0,0,0,0,14,0,0,0,0,14,0,0,0,0,17,0,0,0,0,0,0,0,0,0,4
UCL121031,0,0,0,0,0,0,0,0,0,3,10,24,18,31,35,14,11,9,7,165,12,6,4,12,9,7,9,13,0,67,0,0,0,0,0,0,0,0,0,0,3,3,0,3,22,14,12,8,0,64,0,0,0,0,0,3,0,0,0,6,0,0,0,0,11,4,0,4,0,22,0,0,0,0,0,0,0,0,0,3,0,6,0,3,4,5,4,7,0,32,4,7,4,3,3,0,0,3,0,29,0,0,0,4,3,0,3,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,3,3,0,0,0,19,3,3,0,0,27,0,0,3,3,3,5,0,3,0,25,3,3,0,8,12,7,0,3,0,39,0,0,0,0,0,0,0,0,0,0
UCL121032,0,0,0,0,0,0,0,0,3,5,12,31,37,41,27,20,7,12,3,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,3,3,0,0,8,3,0,3,0,17,0,0,0,0,3,0,0,0,0,9,0,3,5,4,5,9,3,9,0,37,0,0,0,0,0,0,0,0,0,8,5,7,3,10,0,0,4,3,0,31,0,10,4,7,3,3,0,3,0,40,0,3,0,0,0,0,0,3,0,12,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,8,0,3,3,3,4,3,0,3,0,24,0,3,3,0,6,0,0,0,0,15,0,0,0,0,10,6,0,0,0,17,3,8,9,9,3,10,0,4,0,41,6,3,12,20,12,10,7,0,0,69,0,0,0,0,0,0,0,0,0,3
UCL121033,0,3,0,0,0,0,0,0,4,6,3,23,14,29,12,15,8,5,5,113,0,4,3,5,7,10,0,8,3,42,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,3,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,9,0,3,0,0,0,0,3,0,0,7,0,10,0,5,4,4,0,4,0,28,0,3,0,0,0,4,0,4,0,12,0,3,0,0,0,5,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,0,13,0,6,8,13,4,4,4,3,0,41,4,0,4,9,3,3,0,0,0,28,0,0,0,0,0,0,0,0,0,0
UCL121034,0,0,3,0,0,0,0,0,0,3,0,20,14,36,22,26,23,33,3,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,3,0,0,0,9,0,0,0,0,3,3,3,3,0,14,3,0,0,0,0,3,0,3,0,18,0,0,0,3,0,0,0,0,0,4,0,5,3,3,5,3,0,7,0,25,0,3,8,3,5,6,6,20,3,65,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,3,0,6,0,10,0,3,3,3,4,3,0,3,0,16,0,0,0,3,0,3,0,3,0,9,3,0,0,3,3,9,0,3,0,22,0,5,0,3,6,6,6,9,0,41,0,3,6,9,3,0,0,9,0,30,0,4,3,10,5,3,8,14,0,48
UCL121035,0,0,0,0,0,0,0,0,0,5,14,29,31,31,32,24,7,17,3,181,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,8,3,8,0,32,0,0,0,3,5,3,3,3,0,32,0,0,0,0,0,3,0,0,0,4,0,0,3,3,5,14,3,0,0,30,0,0,0,0,0,0,3,0,0,4,4,4,9,6,3,3,0,5,0,36,3,13,8,8,3,3,0,4,0,45,0,9,0,4,3,5,0,3,0,25,0,0,0,3,0,0,0,0,0,4,0,0,4,0,3,0,0,0,0,9,0,0,0,0,0,3,3,5,0,12,0,3,0,0,0,0,3,4,0,13,0,3,0,10,5,0,0,4,0,17,0,0,9,0,6,5,7,0,0,23,0,0,0,0,0,3,0,3,0,15,4,3,11,14,9,9,0,3,0,47,0,0,0,0,0,0,0,0,0,0
UCL121036,0,3,0,0,0,0,0,0,0,4,11,44,33,38,35,17,9,14,3,213,0,0,0,0,4,0,3,0,0,6,0,0,0,0,0,0,0,6,0,4,0,0,3,0,4,0,0,5,0,20,0,0,0,0,0,0,0,0,0,3,4,5,0,4,10,11,7,18,0,59,0,0,0,0,0,3,0,0,0,6,7,11,14,9,15,5,0,0,0,57,0,17,4,4,5,3,3,4,0,45,0,0,0,3,0,4,0,8,0,14,0,0,0,3,0,0,0,3,0,3,0,0,0,4,0,6,0,0,0,15,0,0,0,0,0,0,0,0,0,3,3,3,3,4,3,0,3,3,0,22,0,3,0,3,0,0,0,7,0,15,3,3,0,0,5,4,0,3,0,15,0,4,3,7,3,0,3,7,0,29,5,7,8,9,13,7,0,4,0,68,0,5,0,0,0,0,0,0,0,10
UCL121037,0,0,0,0,0,0,0,0,0,5,6,30,24,10,34,10,7,13,3,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,5,5,3,10,13,5,3,0,48,0,0,0,0,0,0,0,0,0,4,0,8,4,3,3,6,0,6,0,27,0,13,4,7,4,4,0,4,0,30,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,7,0,3,0,3,0,0,0,3,0,6,0,3,0,0,10,3,0,0,0,16,3,3,0,0,14,3,6,7,0,39,3,3,4,3,7,7,3,6,0,35,0,7,6,7,3,7,0,0,0,29,0,0,0,0,0,0,0,0,0,3
UCL121038,0,0,0,0,0,0,0,0,3,6,9,16,17,9,13,20,0,4,3,87,3,3,6,3,0,13,4,9,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,3,0,18,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,9,0,3,3,0,3,0,0,0,0,17,0,0,0,0,0,3,0,4,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,12,0,0,8,4,5,9,0,0,0,32,0,0,0,0,0,0,0,0,0,0
UCL121039,0,0,0,0,0,0,0,0,0,4,3,4,21,20,18,9,7,3,0,87,0,0,0,4,0,12,3,16,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,3,0,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,3,3,0,0,16,0,3,3,0,3,0,0,7,0,19,0,0,0,3,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,3,0,7,4,0,7,0,0,0,13,0,0,9,0,3,6,4,0,0,21,0,0,0,0,0,0,0,0,0,0
UCL121040,0,3,0,0,4,0,0,3,0,16,3,27,19,19,15,21,5,14,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,10,3,3,0,28,0,3,0,0,0,0,0,0,0,4,0,6,3,3,3,8,3,3,0,33,0,3,3,3,0,12,0,7,0,35,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,5,0,3,0,22,0,0,3,0,3,3,3,0,0,15,0,0,0,0,6,3,0,0,0,10,0,5,4,0,0,3,0,3,0,17,3,4,6,11,5,3,3,4,0,32,0,5,0,3,0,0,0,0,0,6
UCL121041,0,0,0,0,0,0,0,0,3,4,10,24,21,19,30,13,4,17,3,143,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,5,0,7,0,0,0,0,3,3,0,0,0,4,5,0,0,0,3,5,3,5,0,24,0,0,0,0,0,0,3,4,3,11,6,5,4,0,16,3,0,4,3,32,0,13,3,4,0,0,0,4,0,25,0,0,3,0,0,0,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,13,0,0,0,0,0,0,0,3,0,11,4,3,0,0,14,5,3,3,0,31,0,0,3,11,8,3,3,6,0,37,3,3,5,8,3,5,0,3,0,26,0,0,0,0,0,0,0,0,0,0
UCL121042,0,0,0,0,0,0,0,0,0,3,4,8,16,16,12,10,3,4,4,86,0,0,3,0,3,7,0,4,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11,3,0,0,0,20,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,5,0,5,0,17,0,0,0,0,0,0,0,3,0,3,0,0,0,3,6,0,3,0,3,14,0,0,0,3,0,0,0,0,0,6,0,3,0,0,3,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,12,0,3,10,3,4,0,0,3,0,17,0,0,3,10,4,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0
