UCL_CODE_2016,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
UCL115036,6,0,4,3,0,6,0,7,0,30,0,7,12,7,3,4,3,8,4,39,14,18,11,18,12,10,9,8,0,95,10,12,7,14,10,3,3,14,0,81,14,21,21,17,8,14,12,18,4,131,27,14,14,10,15,9,9,19,3,120,3,4,4,3,0,3,4,6,0,24,4,0,3,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,66,79,72,78,49,46,43,80,10,522
UCL115037,5,0,16,17,4,19,4,14,0,71,4,16,45,16,13,11,15,19,3,144,22,90,94,41,40,23,83,23,3,427,44,55,62,32,31,9,65,34,5,336,42,37,46,25,31,15,76,36,4,314,35,21,43,23,28,13,64,46,3,275,8,3,12,7,7,0,8,6,0,48,4,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,159,223,326,164,154,99,309,173,26,1634
UCL115038,0,0,6,17,0,15,0,15,0,54,4,0,13,11,5,4,5,9,0,56,21,22,31,15,6,10,11,17,0,125,6,19,24,19,16,8,11,19,0,124,13,26,22,17,26,17,9,17,3,158,16,22,17,10,15,8,11,9,0,113,0,6,0,0,5,4,5,0,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,60,88,122,94,76,62,49,86,8,652
UCL115039,0,3,3,10,3,8,0,3,0,30,3,15,22,25,9,11,7,17,0,119,14,48,52,36,20,22,25,21,8,244,22,28,24,26,15,14,15,20,8,168,28,26,25,26,20,9,28,22,6,196,33,23,22,28,19,21,26,29,7,209,16,3,6,3,8,4,5,3,0,55,10,7,0,0,3,0,0,3,0,19,3,0,0,0,0,0,0,0,0,4,138,144,158,159,99,92,110,123,24,1042
UCL115040,0,0,3,5,0,16,0,8,0,33,3,5,16,10,0,7,3,4,0,58,5,15,20,15,12,10,8,11,3,101,15,27,23,19,10,5,6,8,0,128,21,32,14,22,25,4,14,19,0,152,19,19,18,9,15,4,19,19,0,127,7,10,3,3,3,0,7,4,0,30,3,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,72,106,88,90,74,56,60,79,5,638
UCL115041,0,0,6,4,0,14,0,13,0,42,4,3,14,13,4,8,0,9,0,62,8,32,25,30,10,14,12,17,0,146,12,33,22,20,22,11,8,16,3,152,18,29,15,43,25,9,9,26,3,184,27,35,15,23,18,15,13,26,0,173,16,10,6,6,3,3,3,11,0,54,3,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,88,142,104,139,80,84,49,111,13,814
UCL115042,0,0,0,3,7,8,0,4,0,31,0,9,10,15,8,8,5,12,0,67,20,32,24,28,23,6,8,17,3,165,15,12,15,25,15,8,4,31,6,137,14,28,21,32,18,4,22,28,0,167,18,12,23,17,20,16,15,23,6,151,9,3,3,3,9,7,9,9,0,45,3,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,86,109,107,118,101,57,66,124,18,774
UCL115043,0,0,5,3,3,9,0,12,0,39,0,3,3,6,3,4,3,12,0,38,14,26,32,14,9,9,3,15,0,125,17,25,37,17,15,14,3,19,3,150,15,29,21,22,19,15,16,19,4,157,9,13,12,18,8,3,16,22,0,107,0,3,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,96,105,84,63,51,40,107,15,621
UCL115044,0,0,9,3,0,17,3,11,0,38,7,7,21,12,4,8,0,14,0,62,16,24,35,20,20,8,11,13,4,145,6,15,25,20,20,11,13,17,3,140,17,18,36,31,27,12,28,24,4,190,26,32,27,20,14,9,11,23,0,167,16,5,8,5,5,0,3,8,0,52,3,4,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,7,92,107,161,107,86,71,66,105,14,818
UCL115045,0,0,14,11,0,24,4,17,0,74,7,6,23,14,3,11,0,15,4,83,12,36,53,26,14,12,8,10,3,178,20,47,44,28,20,16,7,21,0,205,33,56,47,48,47,20,16,32,8,315,24,49,42,42,29,23,23,27,11,257,3,11,0,4,3,0,5,8,0,35,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,95,206,220,171,128,107,68,137,26,1155
UCL115046,0,0,4,4,0,4,0,9,3,27,0,0,14,9,0,3,0,9,0,38,3,13,18,6,11,6,6,11,0,76,5,12,8,6,6,9,8,11,0,69,10,10,18,18,7,4,7,12,0,89,12,14,16,7,7,0,8,8,0,83,3,6,0,6,3,3,7,3,0,26,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,43,51,73,50,46,29,45,69,7,408
UCL115047,0,0,3,10,0,9,0,0,0,28,3,3,9,5,0,0,0,0,0,31,3,9,31,12,5,8,4,5,0,83,14,20,14,16,15,11,11,3,0,108,14,25,24,19,20,5,9,16,0,124,13,31,23,26,19,9,5,27,0,156,7,7,0,3,0,4,3,3,0,28,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,52,96,101,88,63,60,31,55,6,555
UCL115048,0,0,4,0,0,11,0,13,0,28,0,0,7,8,6,9,6,9,0,41,3,15,33,3,18,7,16,17,0,108,14,4,23,7,12,8,31,17,3,119,8,11,18,11,12,4,38,6,3,122,8,10,11,15,13,3,18,13,4,95,0,3,0,3,6,0,4,5,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,46,97,49,67,44,113,80,14,541
UCL115049,0,0,3,0,3,0,0,6,0,15,0,0,3,3,0,3,3,7,0,17,3,3,8,0,0,4,8,10,0,45,3,6,15,11,6,5,0,6,3,62,5,6,8,6,12,7,12,12,0,72,6,12,11,13,16,6,11,12,0,98,9,0,3,0,3,0,3,0,3,28,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,29,38,55,44,40,27,37,60,9,339
UCL115050,0,3,4,6,0,6,3,4,0,36,0,4,13,3,4,3,3,3,0,39,9,16,19,5,15,4,8,4,0,86,15,22,20,6,15,5,13,12,5,106,15,30,30,16,18,8,11,8,0,138,11,29,14,4,21,5,22,4,3,120,0,3,4,0,0,0,0,0,0,12,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,52,108,112,43,83,38,62,34,8,539
UCL115051,0,0,11,5,3,14,0,13,0,42,0,3,8,9,0,12,0,10,0,40,5,17,28,21,3,15,11,10,3,115,18,18,30,26,15,11,14,22,4,160,25,21,34,16,19,15,23,21,0,173,12,27,18,21,30,9,26,26,0,170,4,6,3,0,6,3,5,3,0,36,3,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,72,92,139,102,84,73,89,104,6,748
UCL115052,0,0,13,5,0,28,0,13,0,63,0,3,13,19,5,4,3,15,0,73,6,22,42,28,14,15,16,22,0,168,24,28,23,18,17,21,32,42,0,205,26,24,45,29,20,22,27,53,7,251,24,30,36,30,29,22,28,45,3,247,10,9,3,3,12,3,9,10,0,69,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,90,122,182,139,107,126,109,199,16,1084
UCL115053,0,8,8,31,3,47,0,21,0,125,5,46,51,129,22,64,14,56,0,388,35,171,73,67,48,28,17,24,0,474,30,103,46,32,40,14,11,27,6,321,24,67,39,37,44,13,19,18,5,269,20,29,20,15,18,7,9,12,0,135,3,8,4,0,3,4,0,7,0,21,4,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,122,440,244,314,183,184,72,163,10,1741
UCL115054,3,0,12,10,0,27,0,18,0,72,3,6,17,19,3,6,3,11,0,74,14,36,27,25,14,9,4,24,3,158,18,48,25,20,19,17,17,26,0,186,32,47,30,47,24,11,16,24,3,230,22,46,30,34,33,17,22,34,9,243,3,13,3,3,4,7,11,6,3,55,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,112,190,151,160,97,96,73,137,17,1029
UCL115055,0,0,3,8,3,10,0,0,0,28,0,0,9,6,7,3,3,3,0,32,3,9,12,12,10,9,3,3,3,66,3,15,20,10,9,8,3,5,4,79,11,16,21,18,11,16,8,10,0,109,13,24,16,13,14,11,9,7,0,115,3,11,3,0,0,4,3,3,3,33,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,39,69,85,80,54,59,23,39,11,462
UCL115056,0,0,7,7,0,12,0,9,0,34,9,5,12,3,0,0,9,8,0,44,3,29,15,14,10,11,9,16,0,121,17,23,23,15,19,7,8,10,0,127,21,20,15,25,20,11,10,17,0,137,15,21,14,26,18,20,18,21,3,164,12,5,8,5,12,0,18,10,0,64,0,0,0,0,0,0,0,0,3,7,3,0,0,0,0,0,0,0,0,3,82,102,87,100,77,68,77,93,7,692
UCL115057,7,0,48,14,12,26,5,14,5,118,9,8,91,31,5,15,5,16,7,185,22,54,90,64,38,22,16,23,0,331,26,41,48,43,31,9,22,31,0,249,25,21,27,31,19,10,27,20,4,178,13,13,13,14,21,6,18,15,3,109,4,0,0,0,0,0,0,4,0,14,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,90,132,314,188,131,90,97,123,23,1197
UCL115058,0,3,3,4,0,9,0,7,0,32,0,0,10,3,3,6,0,10,0,34,0,9,15,6,7,7,5,10,0,67,4,10,11,3,7,11,5,11,0,67,4,15,7,10,19,3,10,13,5,84,3,9,8,10,8,6,4,15,5,68,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,49,63,40,39,42,30,68,12,351
UCL115059,0,4,12,8,0,19,0,10,0,55,7,5,16,11,9,11,3,10,0,72,13,25,34,12,7,11,9,12,5,132,18,28,21,16,16,13,11,8,3,127,27,36,22,12,33,9,7,9,0,167,21,24,21,4,18,11,9,7,4,120,4,3,4,0,3,3,4,4,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,131,127,67,93,78,50,64,10,711
UCL115060,0,3,8,5,0,14,0,7,0,42,3,3,12,6,0,13,0,4,0,38,16,18,30,3,21,9,3,12,0,109,34,42,17,10,15,7,6,3,6,138,25,39,22,8,31,8,5,5,0,140,15,30,12,11,24,6,6,4,0,102,3,9,4,0,5,3,4,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,138,101,43,95,54,24,36,5,602
UCL115061,0,0,17,35,0,30,0,29,3,111,5,16,38,30,8,17,6,22,3,152,30,103,60,33,26,21,11,19,3,311,77,149,64,48,34,20,15,19,7,439,75,118,52,62,62,22,20,18,8,434,59,111,51,32,65,22,18,30,3,399,14,17,11,7,12,3,9,4,3,71,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,265,522,294,249,209,138,78,146,26,1928
UCL115062,0,0,3,9,4,17,5,12,3,53,3,12,15,19,4,6,3,11,0,77,7,32,30,35,5,13,12,18,5,155,19,18,25,32,18,12,15,18,0,164,27,24,24,31,26,8,27,34,0,206,20,25,26,32,30,12,12,36,3,196,9,0,7,5,4,5,0,9,0,44,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,8,86,113,140,166,94,77,72,142,12,902
UCL115063,3,0,15,6,3,19,0,16,0,68,4,9,45,27,23,24,7,23,0,166,21,44,93,38,42,24,29,36,11,349,35,26,73,29,54,8,23,32,4,283,30,25,42,22,48,15,31,33,4,244,21,23,37,16,41,8,22,30,9,204,6,0,5,3,8,3,6,6,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,142,314,144,217,104,126,160,28,1356
UCL115064,0,0,6,7,3,7,0,12,0,47,9,4,20,11,4,4,3,8,0,62,15,14,28,16,13,19,10,19,0,129,17,21,25,13,6,17,13,16,0,129,19,27,30,25,12,13,22,29,0,188,25,13,25,20,19,16,20,32,0,171,13,5,0,0,3,4,3,7,0,40,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,100,95,132,94,62,86,81,113,3,763
UCL115065,0,0,0,14,4,13,0,7,0,38,3,6,13,7,17,10,0,4,0,56,42,111,63,40,73,13,8,14,7,369,44,74,17,24,60,17,12,11,10,267,26,30,3,11,28,4,7,3,3,108,9,6,0,4,8,4,0,3,0,36,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,229,99,102,183,57,23,39,19,876
UCL115066,0,0,3,3,0,6,0,3,0,13,0,7,6,8,3,3,0,4,0,27,4,5,11,13,13,11,7,14,0,73,13,12,18,7,15,4,0,14,0,86,15,14,15,10,23,3,11,12,0,102,10,14,18,7,13,10,3,16,0,104,3,0,3,0,5,0,4,3,3,19,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,54,57,81,41,62,38,25,65,5,432
UCL115067,0,3,9,3,0,7,0,17,0,33,3,4,13,8,0,0,0,6,0,40,11,21,23,18,7,7,9,17,0,106,13,24,17,12,19,15,20,15,0,132,25,16,29,9,23,12,18,21,0,154,21,15,15,17,10,11,19,28,0,132,11,13,5,4,5,3,7,9,0,61,9,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,92,93,104,70,63,52,73,102,4,666
UCL115068,0,0,12,11,5,15,0,18,0,64,3,3,39,14,9,15,7,25,5,124,21,36,85,37,23,25,42,34,7,305,25,19,61,30,33,20,50,36,8,291,11,22,43,26,24,20,46,25,5,221,10,8,23,5,13,9,34,15,7,135,0,7,0,3,0,0,6,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,84,99,266,126,110,103,189,160,26,1167
UCL115069,0,0,3,3,0,7,0,10,0,29,0,0,18,5,0,11,3,10,0,56,0,13,36,20,11,12,26,8,0,128,11,21,28,14,16,13,27,21,0,156,11,18,16,13,14,12,38,28,4,145,22,14,19,21,14,10,28,15,0,145,10,7,10,3,0,0,3,6,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,72,138,81,55,63,124,95,8,709
UCL115070,0,0,10,6,0,20,0,11,0,51,3,3,9,8,3,6,3,5,0,43,4,12,15,11,4,7,3,7,0,58,11,23,26,12,25,12,14,14,0,143,13,19,15,21,20,17,12,16,0,143,12,31,17,18,13,14,11,17,5,133,3,3,3,0,3,0,3,5,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,50,86,105,79,71,79,49,74,4,588
UCL115071,3,0,3,9,0,34,0,9,0,65,0,9,12,11,0,5,4,13,0,58,15,13,23,13,11,14,9,29,0,129,12,19,25,26,13,16,10,32,4,153,13,23,19,13,18,19,23,41,3,158,20,14,16,16,24,13,22,26,3,141,18,6,4,3,8,4,3,10,3,56,3,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,83,82,103,83,77,90,62,158,13,760
UCL115072,0,0,9,0,0,10,0,6,3,40,3,3,11,3,4,14,6,9,0,57,8,17,25,16,19,5,9,40,3,149,18,18,17,13,21,14,6,27,0,137,20,11,22,16,27,14,18,50,0,187,15,14,23,15,19,9,22,25,3,146,9,7,4,3,5,4,6,9,0,42,0,0,0,0,3,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,83,74,122,71,88,71,74,170,5,765
UCL115073,0,0,11,6,3,10,0,6,0,40,0,3,9,10,3,11,3,5,0,42,5,17,35,17,15,8,9,19,4,118,21,17,20,13,13,8,14,15,0,123,22,21,12,22,21,4,17,29,0,153,28,15,14,13,14,15,10,35,0,148,4,3,3,4,5,5,9,7,4,54,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,91,76,112,90,79,54,66,115,10,692
UCL115074,0,0,3,11,0,10,0,6,0,35,0,3,9,12,3,6,0,12,0,37,12,15,18,16,8,8,7,13,0,84,25,28,16,30,10,17,3,12,0,144,26,28,24,32,21,16,19,27,0,193,18,32,23,17,25,18,10,30,3,180,4,8,3,3,11,3,6,3,3,47,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,87,119,94,110,80,78,47,107,13,729
UCL115075,0,0,13,17,0,14,4,17,0,60,3,3,26,6,5,9,9,22,0,80,15,29,25,19,11,13,19,26,3,155,21,16,23,19,16,5,13,19,4,136,33,33,36,22,30,17,33,46,3,252,34,10,23,14,18,22,35,36,8,199,15,7,6,3,6,4,15,7,0,64,7,0,0,0,3,5,0,0,0,20,0,0,0,0,0,0,0,0,0,0,126,102,151,99,95,93,125,159,21,963
UCL115076,0,0,14,15,0,20,0,17,0,64,5,9,33,21,3,17,10,18,5,116,31,30,58,29,30,30,26,27,0,257,23,29,45,24,29,19,26,29,4,223,26,22,40,30,28,21,23,31,6,228,16,15,19,8,17,12,28,20,0,132,3,4,7,3,8,4,4,5,0,31,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,98,111,210,130,109,122,114,155,20,1061
UCL115077,0,0,5,10,4,4,0,5,0,29,0,4,8,10,4,0,7,22,0,52,18,11,14,17,5,4,16,27,0,122,15,7,15,8,11,3,16,11,3,98,20,7,12,5,7,7,15,17,0,91,14,7,16,3,4,3,22,19,0,95,7,0,3,0,0,0,0,3,0,19,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,72,43,73,54,43,25,76,114,5,502
UCL115078,0,3,8,9,0,7,0,6,0,35,0,5,8,4,0,0,3,5,0,25,5,10,23,11,7,7,5,7,0,75,5,5,13,15,6,7,5,4,0,66,8,10,9,15,18,9,14,25,3,121,20,10,11,7,8,12,15,19,0,100,4,4,0,4,3,3,3,6,3,30,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,48,49,69,62,52,47,52,81,12,458
UCL115079,0,0,19,11,0,23,0,12,0,61,3,4,17,11,10,7,3,20,0,76,17,19,36,16,15,3,15,22,0,142,21,25,37,24,37,14,17,27,3,207,29,13,25,13,26,21,31,31,4,192,24,29,17,20,23,22,22,28,0,187,9,9,7,0,3,4,0,8,0,39,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,109,97,157,89,116,89,91,156,13,918
UCL115080,0,0,0,0,0,13,0,0,0,20,0,0,7,9,0,5,3,4,0,18,8,7,9,6,0,8,0,10,0,40,0,9,13,10,0,5,0,10,0,60,8,15,13,12,5,11,11,24,4,106,12,15,15,9,16,16,9,19,3,102,7,3,3,3,3,3,0,12,0,28,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,43,41,60,49,27,55,21,76,12,377
UCL115081,3,0,12,9,4,16,0,5,0,49,10,4,30,51,11,20,18,31,6,179,42,31,58,60,23,35,13,46,10,314,23,48,36,27,20,10,3,29,3,208,50,27,25,14,35,25,13,21,7,212,16,7,11,13,9,15,8,20,0,119,9,7,4,0,0,5,0,10,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,127,181,174,102,127,68,159,26,1122
UCL115082,0,0,10,3,0,14,0,3,0,39,3,3,12,8,3,4,0,7,0,52,3,12,23,6,12,18,7,10,0,100,18,33,30,9,16,13,12,11,0,136,16,16,19,18,21,12,15,11,0,128,10,8,12,10,16,8,9,10,4,91,0,0,0,3,0,0,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,79,109,64,65,71,44,62,11,556
UCL115083,0,0,0,3,0,17,0,4,0,27,0,7,0,3,4,4,3,3,0,28,4,18,19,15,6,11,6,7,3,96,9,20,14,8,14,0,7,11,3,92,18,21,8,23,24,8,3,4,0,122,13,29,9,11,13,11,7,9,0,101,3,7,0,0,3,3,5,4,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,106,54,65,70,59,39,52,4,495
UCL115084,0,0,18,18,5,21,0,25,0,87,6,8,30,26,10,28,5,48,0,161,20,34,53,45,33,25,25,106,3,339,29,31,29,41,29,16,33,44,3,261,25,38,39,62,52,14,42,52,3,333,25,36,30,44,39,19,45,46,7,293,15,6,6,12,3,0,12,9,0,63,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,3,128,152,201,244,166,127,168,326,20,1536
UCL115085,0,0,6,0,0,3,0,0,0,13,0,0,9,4,0,3,0,3,0,24,0,4,14,3,3,5,0,11,0,37,6,3,11,10,4,0,6,9,0,53,0,15,8,9,5,3,15,21,0,84,3,11,7,9,11,3,9,7,4,65,0,0,4,3,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,15,28,59,44,26,18,37,57,9,293
UCL115086,0,0,3,3,0,6,0,3,0,16,0,0,10,3,3,3,3,3,0,37,4,5,9,11,3,8,10,10,0,61,5,5,9,10,7,3,6,8,0,61,7,10,17,12,11,10,11,25,3,106,12,6,15,11,14,0,17,4,4,78,6,3,3,0,4,0,4,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,71,41,43,34,52,57,9,375
UCL115087,0,0,7,5,3,16,0,9,3,50,4,8,23,7,3,4,4,9,0,56,4,17,39,19,17,19,6,23,0,150,17,39,22,20,8,10,12,21,3,146,12,18,23,19,22,12,18,20,5,135,0,13,12,14,18,8,15,31,3,114,0,3,7,0,0,7,3,4,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,39,101,133,90,71,70,56,118,13,683
UCL115088,0,3,4,3,3,4,0,4,0,20,4,5,14,5,9,12,0,8,0,53,3,19,14,0,3,3,3,8,0,58,23,26,21,9,13,10,4,10,3,111,16,34,18,12,25,5,3,5,0,125,23,41,19,12,20,8,3,7,0,133,7,3,0,0,6,3,0,4,0,32,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,77,133,85,42,84,47,17,43,6,535
UCL115089,3,0,9,3,0,18,7,13,3,48,7,3,18,7,5,3,4,7,0,61,5,26,32,23,14,9,14,29,0,149,13,25,18,14,15,11,13,33,3,138,14,22,21,22,23,16,15,26,3,173,27,26,17,21,33,11,16,34,3,199,7,7,5,3,4,3,11,8,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,107,126,96,92,78,80,152,16,819
UCL115090,0,0,3,0,6,10,0,3,0,21,0,11,12,4,8,6,0,9,3,53,13,17,12,11,10,17,5,10,3,91,21,14,20,14,11,9,3,3,0,93,7,8,12,5,3,4,10,21,0,70,18,9,4,10,10,0,0,18,0,71,5,3,3,0,4,3,3,5,3,26,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,74,53,61,42,46,45,24,66,8,436
UCL115091,0,6,21,17,3,34,0,19,0,102,0,8,15,16,3,6,3,13,0,65,8,30,46,19,13,8,8,17,3,140,32,58,40,22,36,22,20,18,3,252,44,62,42,41,66,24,20,32,5,341,32,50,29,36,19,19,13,18,0,213,4,9,3,0,6,4,8,3,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,213,191,151,145,120,69,124,21,1152
UCL115092,0,0,5,5,0,12,0,11,0,35,5,3,10,9,3,6,4,11,0,58,9,18,31,29,10,13,11,17,3,141,16,24,23,20,21,20,13,27,5,160,26,29,35,26,29,12,22,26,5,213,19,31,32,28,31,16,34,25,9,226,3,3,6,4,13,0,3,0,0,48,3,3,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,89,105,156,114,116,88,86,115,15,884
UCL115093,0,0,0,3,0,3,0,3,0,7,0,10,3,7,3,3,0,9,0,33,3,28,7,16,12,3,3,6,0,73,0,18,8,19,13,13,6,3,3,83,10,9,11,12,6,5,8,16,0,90,14,11,6,19,5,3,8,9,0,65,5,3,3,3,4,3,3,0,3,33,3,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,36,80,34,78,41,37,31,51,5,396
UCL115094,0,0,12,9,0,20,5,23,0,64,0,3,15,19,17,7,4,14,0,76,10,23,29,15,12,13,9,17,4,138,17,28,28,30,11,13,10,24,3,175,18,18,26,40,29,20,22,27,3,194,16,21,16,25,21,12,15,35,5,173,4,6,4,0,4,4,5,3,0,41,3,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,75,110,125,143,102,98,68,138,16,870
UCL115095,4,0,10,6,0,23,3,6,0,55,0,5,9,15,3,12,3,4,3,51,3,15,17,10,0,11,3,14,3,91,18,37,13,20,12,9,4,15,0,134,28,43,20,21,33,17,16,37,0,212,15,32,18,35,21,4,11,30,0,171,7,18,7,3,9,4,4,11,0,50,3,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,69,150,94,122,77,80,47,121,14,768
UCL115096,0,0,5,8,4,22,0,14,0,53,0,3,13,7,13,7,5,10,0,67,13,25,30,22,9,11,5,11,0,116,17,46,24,26,20,17,14,10,0,182,25,40,24,22,37,26,0,19,3,192,29,30,26,20,23,15,4,20,3,172,5,12,3,5,6,3,3,3,0,47,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,98,151,122,102,116,105,31,91,9,826
