UCL_CODE_2016,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Hs_cop_cty_ch_gp_DS_Sp_ho,R_Hs_c_ct_ch_g_DS_SD_ro_t_h_t,R_Hse_cp_cty_ch_g_DS_Flt_apt,R_Hs_cop_cty_ch_gp_DS_Ot_dwel,R_Hse_coop_cty_ch_gp_DS_NS,R_Hse_coop_cty_ch_gp_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
UCL115076,158,0,0,0,0,165,417,0,0,0,0,413,79,0,0,0,0,84,6,0,0,0,0,6,19,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,110,0,0,0,0,0,0,25,0,0,0,0,27,704,0,0,0,7,714
UCL115077,144,0,0,3,0,151,77,0,0,0,0,78,12,0,6,0,0,18,14,0,0,0,0,16,69,0,0,0,0,74,9,0,3,0,0,9,18,0,12,4,0,32,0,0,0,0,0,4,121,0,25,4,0,146,3,0,0,0,0,0,19,0,0,0,0,22,360,0,27,10,0,401
UCL115078,191,3,0,0,0,196,145,0,0,0,3,149,49,4,5,0,0,56,3,0,11,0,0,14,47,0,0,0,0,47,0,0,0,0,0,0,6,0,0,0,0,12,3,0,0,0,0,3,104,4,23,0,0,130,3,3,0,0,0,7,19,0,3,0,0,28,461,12,25,3,3,505
UCL115079,350,9,12,4,0,377,325,3,0,0,0,334,90,15,17,0,0,123,0,0,0,0,0,3,45,0,0,0,0,54,0,0,0,0,0,0,5,0,0,5,0,5,7,0,0,0,0,7,152,20,20,5,0,196,3,0,0,0,0,3,24,0,0,0,0,20,853,33,35,14,0,927
UCL115080,356,12,13,49,3,431,77,8,5,3,0,94,112,14,29,0,0,157,0,0,0,0,0,0,51,3,14,0,0,63,0,0,4,0,0,6,6,0,0,7,0,15,0,3,0,0,0,3,169,24,43,10,3,249,3,0,0,0,0,4,15,3,3,0,0,20,616,46,68,63,6,803
UCL115081,90,27,22,3,3,142,92,30,39,0,5,172,42,69,69,0,5,178,11,0,0,0,0,11,19,22,31,0,0,73,3,0,0,0,0,3,10,3,13,5,0,29,0,0,0,0,0,0,79,95,107,5,11,291,0,0,3,0,3,9,11,6,10,0,0,29,273,163,184,8,20,646
UCL115082,109,0,0,0,0,115,193,7,0,0,0,197,39,6,0,0,0,51,0,0,0,0,0,0,23,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,10,0,0,0,80,0,0,0,0,0,0,9,0,0,0,0,10,382,15,0,0,0,399
UCL115083,253,6,0,0,4,262,128,0,0,0,0,127,55,11,0,0,0,68,0,3,0,0,0,3,18,4,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,76,16,0,0,0,92,0,0,0,0,0,0,9,0,0,0,0,9,466,26,0,0,5,494
UCL115084,453,8,6,5,3,463,467,3,0,0,4,469,196,11,19,0,0,227,35,0,7,0,0,41,83,0,4,0,0,93,3,13,0,0,0,15,8,3,0,0,0,9,6,0,3,0,0,5,327,31,30,0,4,391,5,0,0,0,0,5,61,0,3,0,0,73,1312,40,36,3,7,1404
UCL115085,244,0,3,0,7,257,94,0,0,0,3,97,89,9,14,0,0,113,18,0,0,0,0,18,23,0,0,0,0,24,8,0,0,0,0,8,4,0,0,0,0,4,3,0,0,0,0,7,141,11,14,3,0,166,3,0,0,0,0,3,22,0,0,0,0,19,503,11,23,3,12,549
UCL115086,154,3,0,69,0,227,129,0,3,3,0,138,39,0,0,0,0,36,4,0,4,0,0,4,20,0,3,0,0,29,9,0,5,0,0,17,3,0,0,8,0,13,3,0,0,0,0,6,82,0,14,11,0,107,0,0,0,4,0,8,9,0,0,4,0,18,380,3,16,86,0,489
UCL115087,192,9,3,0,0,208,225,0,0,0,0,223,87,16,0,0,0,107,0,0,0,0,0,0,35,0,3,0,0,38,0,8,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,8,134,31,3,0,0,164,3,8,0,0,0,12,10,4,0,0,0,16,562,45,6,4,0,621
UCL115088,155,0,0,0,0,158,169,0,0,0,0,172,17,0,8,0,0,30,0,0,0,0,0,0,4,0,0,0,0,6,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,23,7,11,0,0,45,3,0,0,0,0,6,3,0,0,0,0,7,353,15,11,0,0,383
UCL115089,429,3,9,11,0,458,262,0,0,3,4,272,133,4,38,9,0,182,21,0,0,0,0,22,84,0,8,3,0,93,5,0,3,0,0,5,6,0,0,0,0,8,12,0,0,0,0,12,261,7,43,13,0,324,0,0,0,0,0,0,33,0,4,0,0,40,989,14,65,28,8,1099
UCL115090,131,0,0,0,23,157,73,0,0,0,24,95,19,0,4,0,0,32,23,0,0,0,0,31,42,0,4,0,10,55,7,0,4,0,0,12,18,0,0,0,5,26,3,0,0,0,0,3,114,0,21,0,19,157,0,0,0,0,0,0,11,0,7,0,0,21,331,3,23,3,67,425
UCL115091,441,27,8,0,3,479,342,13,0,0,0,355,100,29,32,0,6,166,0,0,0,0,0,0,53,4,9,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,27,45,0,4,236,3,0,0,0,0,3,26,0,3,0,0,24,969,67,59,0,8,1103
UCL115092,401,21,3,5,0,430,288,9,0,0,0,298,152,38,18,5,0,213,0,0,0,0,0,0,50,3,3,4,0,59,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,9,203,46,22,11,0,282,3,0,0,0,0,3,36,0,0,0,0,35,925,81,29,17,0,1051
UCL115093,161,0,0,20,12,190,62,0,0,3,9,75,43,0,14,3,4,66,33,0,7,0,0,44,49,0,6,0,0,65,38,0,8,0,0,49,28,0,18,0,9,50,5,0,0,0,0,12,200,0,65,7,11,282,7,0,0,0,0,7,29,0,3,3,3,38,454,3,68,31,33,583
UCL115094,415,4,17,4,3,446,243,0,0,0,0,250,107,8,16,6,0,136,51,0,16,0,0,64,69,3,3,5,0,83,10,0,8,0,0,16,7,0,0,0,3,9,9,0,0,0,0,9,249,9,41,9,5,316,5,0,7,0,0,10,43,3,3,0,0,44,955,19,63,15,8,1065
UCL115095,424,23,8,7,0,467,169,13,3,3,0,184,145,17,17,3,8,186,27,9,8,0,0,41,55,9,3,0,0,68,36,5,0,0,0,39,9,0,0,9,0,22,0,3,0,0,0,5,276,33,22,19,8,358,8,3,3,0,0,13,27,9,0,4,0,43,908,76,40,36,11,1066
UCL115096,407,4,0,0,0,414,217,5,0,0,0,229,108,9,3,0,3,116,0,0,0,0,0,0,48,0,0,0,3,52,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,162,9,3,0,3,180,6,0,0,0,0,6,21,0,0,0,6,23,820,21,3,0,7,846
UCL115097,337,0,0,4,0,337,193,0,0,3,3,200,131,0,20,0,0,155,0,3,4,0,0,5,54,0,7,0,0,58,0,0,0,0,0,0,11,0,0,0,0,14,3,0,3,0,0,7,197,3,36,3,0,242,3,0,0,0,0,3,39,0,4,3,0,46,767,3,41,10,3,827
UCL115098,198,14,0,0,0,216,125,3,0,0,0,127,32,8,0,0,0,38,0,3,0,0,0,7,28,3,0,0,0,27,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,4,67,15,0,0,0,78,3,9,0,0,0,13,8,5,0,0,0,18,403,52,3,0,3,461
UCL115099,207,0,3,3,0,217,191,0,4,0,0,197,94,6,9,4,0,109,0,3,0,0,0,5,33,0,0,0,0,38,0,3,9,0,0,10,4,0,0,0,0,9,0,0,0,0,0,0,131,11,21,4,0,175,3,0,9,0,0,18,16,5,4,0,0,25,552,19,38,15,3,620
UCL115100,396,3,14,4,4,427,230,3,8,0,7,252,71,3,32,5,0,110,64,22,23,0,0,105,81,0,8,3,0,94,10,3,3,0,0,18,4,0,3,0,0,6,3,3,0,0,0,5,229,26,65,7,0,334,3,3,4,0,0,9,30,0,7,3,0,43,901,33,102,22,10,1065
UCL115101,426,5,12,4,3,451,330,6,5,0,0,350,113,14,18,0,0,143,13,0,5,0,0,22,140,4,18,3,3,168,5,0,3,0,0,5,5,0,0,0,3,9,4,0,3,0,0,11,280,21,56,3,9,364,8,0,0,0,0,9,28,7,6,0,0,44,1081,40,76,13,13,1222
UCL115102,125,0,0,0,0,125,380,0,0,0,0,381,7,0,0,0,0,7,0,0,0,0,0,0,12,6,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,6,0,0,0,27,0,0,0,0,0,0,7,0,0,0,0,7,528,6,0,0,0,529
UCL115103,591,86,22,64,4,771,249,18,12,0,0,282,99,44,46,0,0,190,31,18,12,0,0,60,68,15,12,3,0,102,3,0,9,0,0,8,7,4,0,0,0,13,9,0,0,0,0,9,218,79,80,8,3,380,3,0,3,3,0,7,36,11,7,3,0,59,1102,191,122,80,4,1493
UCL115104,519,11,5,3,4,543,398,4,0,0,0,400,154,14,40,0,0,204,40,0,3,0,0,44,127,3,8,0,3,138,7,0,0,0,0,9,22,5,3,0,0,28,9,0,0,0,0,11,350,19,56,0,4,435,0,0,0,0,0,3,51,3,3,0,0,58,1319,36,63,3,9,1440
UCL115105,444,3,3,0,7,455,373,4,0,0,4,376,152,14,23,0,3,192,60,3,3,0,0,68,88,0,6,0,3,93,3,0,13,0,0,22,10,0,7,0,0,15,8,0,0,0,0,13,322,17,51,3,8,400,5,0,3,0,0,8,38,0,3,0,0,41,1184,22,61,3,14,1287
UCL115106,268,3,0,0,0,277,166,0,0,0,0,166,43,3,0,0,0,51,46,0,4,0,0,47,65,4,4,4,0,83,12,4,3,0,0,16,39,17,7,3,0,64,11,0,0,0,0,13,206,26,20,8,0,266,0,0,0,0,0,3,31,0,0,3,0,40,673,31,28,14,7,753
UCL115107,308,0,0,0,23,331,272,0,0,0,16,289,154,10,25,0,16,198,22,0,10,0,0,29,38,0,0,0,4,49,0,0,5,0,0,7,8,0,0,0,0,10,0,0,0,0,0,6,229,8,38,0,24,296,0,0,0,0,0,3,26,0,6,0,0,30,834,8,41,0,58,948
UCL115108,561,37,24,0,5,624,522,19,17,0,6,563,175,32,27,0,3,238,7,0,0,0,0,7,156,17,21,8,3,201,0,0,0,0,0,3,0,0,0,0,0,4,3,4,3,0,0,9,339,55,51,8,7,459,6,0,0,0,0,7,38,4,5,0,3,45,1473,112,92,7,17,1703
UCL115109,538,85,39,3,14,678,349,14,8,0,11,379,190,90,54,8,16,361,0,0,0,0,0,0,45,13,8,0,0,72,0,5,3,0,0,9,4,0,0,0,0,4,5,0,3,0,0,6,252,115,61,8,20,453,7,15,0,0,0,20,29,19,4,0,3,54,1176,241,117,14,39,1587
UCL115110,233,10,0,0,0,240,163,0,0,0,0,163,68,3,0,0,0,69,0,0,0,0,0,0,39,0,0,0,0,37,8,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,114,4,0,0,0,117,53,12,0,0,0,64,26,0,0,0,0,26,586,21,0,0,0,608
UCL115111,238,61,0,17,0,317,132,24,0,0,0,151,42,43,3,0,0,87,3,0,0,0,0,7,34,12,3,3,0,49,0,0,0,0,0,0,3,0,0,7,0,6,0,0,0,0,0,3,82,58,3,6,0,156,0,0,0,0,0,0,12,8,0,0,0,13,464,150,9,20,3,647
UCL115112,340,25,6,0,0,373,498,19,9,0,0,519,110,31,42,0,0,186,21,16,13,0,0,47,36,6,0,0,0,36,4,0,0,0,0,6,3,0,0,0,0,4,4,0,0,0,0,4,179,52,51,0,0,285,0,0,0,0,0,3,26,3,0,0,0,30,1035,95,71,3,0,1201
UCL115113,182,0,0,0,0,191,464,0,0,0,0,468,38,3,11,0,0,46,0,0,0,0,0,0,15,0,0,0,0,21,3,0,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,63,4,11,0,0,73,5,0,0,0,0,5,15,0,0,0,0,16,733,4,12,6,0,759
UCL115114,276,3,0,41,19,341,192,0,0,31,10,237,42,0,0,7,0,44,11,0,0,0,0,11,33,0,0,8,3,40,3,0,0,0,0,3,6,0,0,0,0,6,0,0,0,0,0,0,93,0,0,8,3,108,3,0,0,0,0,3,20,0,0,7,0,24,586,6,0,88,32,714
UCL115115,401,4,3,4,3,414,252,0,0,0,0,253,151,7,35,0,0,190,34,0,7,0,0,43,91,0,3,0,0,91,8,0,3,0,0,13,8,0,0,0,0,11,9,0,3,0,0,5,300,9,55,4,0,361,6,0,4,0,0,5,23,3,7,0,0,33,972,14,65,8,0,1068
UCL115116,321,80,28,0,0,431,371,83,3,0,0,456,151,159,6,0,0,322,74,7,0,0,0,80,31,14,0,0,0,51,3,0,0,0,0,3,16,12,0,0,0,32,4,5,0,0,0,6,275,200,6,0,0,485,0,3,6,0,0,15,16,3,8,0,0,29,988,374,54,0,6,1417
UCL115117,189,0,0,0,0,191,213,0,0,0,0,213,44,0,0,0,0,44,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,62,0,0,0,0,65,3,0,0,0,0,3,4,0,0,0,0,8,471,0,0,0,4,470
UCL115118,420,12,0,3,0,430,498,6,3,0,3,509,180,11,4,0,0,197,0,0,0,0,0,0,64,11,0,0,0,80,0,0,0,0,0,0,5,0,0,0,0,8,3,0,0,0,0,4,260,27,8,0,3,294,7,0,0,0,0,7,37,0,0,3,0,38,1214,45,11,3,5,1284
UCL115119,584,6,25,4,0,617,585,6,10,0,4,602,241,45,62,0,0,351,63,3,32,0,0,102,100,4,9,0,0,117,19,0,7,0,0,27,19,5,8,8,3,34,9,0,0,0,0,8,446,57,118,8,3,641,6,0,0,0,0,8,38,3,9,0,0,53,1667,77,157,15,12,1924
UCL115120,439,59,29,214,0,745,275,16,9,10,0,309,93,45,15,0,0,155,0,0,16,0,0,16,42,13,9,0,0,61,0,0,0,0,0,0,3,0,0,24,0,25,9,0,0,0,0,5,139,59,47,27,0,272,0,0,0,0,0,4,28,10,9,17,0,52,886,133,83,263,3,1376
UCL115121,399,4,0,0,0,407,802,0,0,0,0,799,92,3,0,0,0,98,0,0,0,0,0,0,36,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,135,3,0,0,3,143,4,0,0,0,0,4,36,0,0,0,0,42,1379,12,3,3,0,1397
UCL115122,179,11,0,9,0,202,103,16,3,0,0,123,26,16,0,0,0,48,0,0,0,0,0,0,11,3,0,0,0,14,0,0,0,0,0,0,10,0,0,4,0,12,0,0,0,0,0,0,44,19,0,5,0,73,3,0,0,0,0,3,8,0,0,0,0,8,344,51,3,17,0,411
UCL115123,192,0,0,0,0,194,161,0,0,0,0,164,57,0,0,0,0,56,0,0,0,0,0,0,25,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,85,4,0,0,0,0,4,15,0,0,0,0,15,459,3,0,0,0,461
UCL115124,223,5,0,0,0,236,254,10,0,0,0,269,95,18,3,3,0,116,0,0,0,0,0,0,83,6,5,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,8,183,16,11,4,0,215,0,0,0,0,0,0,15,0,0,0,0,19,672,39,12,4,0,734
UCL115125,158,14,3,0,0,174,172,0,0,0,0,176,24,3,15,0,0,39,0,0,0,0,0,0,17,0,3,0,0,22,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,43,7,18,0,0,65,3,6,3,0,0,11,12,0,0,0,0,14,393,28,25,0,0,438
UCL115126,719,16,11,133,3,886,246,9,3,3,0,259,127,16,12,0,0,164,0,0,12,0,0,12,73,3,4,0,0,80,6,0,0,0,0,6,13,0,0,16,0,29,11,0,3,0,0,15,230,19,34,19,8,306,16,0,6,3,0,26,36,3,3,7,0,52,1248,47,56,167,9,1527
UCL115127,431,19,0,0,0,446,568,14,0,0,0,586,285,22,0,0,3,313,53,8,0,0,0,63,70,0,0,0,0,73,17,4,0,0,0,20,0,0,0,0,0,0,7,0,0,0,0,7,432,34,0,0,3,467,12,0,0,0,0,12,45,5,0,0,0,46,1486,66,0,3,3,1559
UCL115128,581,26,0,0,0,602,476,10,3,0,0,491,246,21,11,0,0,278,5,0,0,0,0,5,67,4,0,0,0,71,0,16,0,0,0,21,13,0,0,0,0,13,4,0,0,0,0,9,343,43,9,0,3,392,4,4,0,0,0,10,42,4,0,0,0,49,1440,78,17,0,5,1544
UCL115129,252,22,12,3,0,287,128,9,10,0,0,147,65,29,31,0,0,126,0,0,0,0,0,0,33,6,8,0,0,46,0,0,18,0,0,19,0,0,0,0,0,4,3,0,0,0,0,5,107,40,53,3,0,201,0,0,0,0,0,0,8,0,6,3,0,22,498,66,84,14,0,662
UCL115130,559,35,14,0,0,603,156,8,3,0,0,168,84,23,17,5,0,134,3,0,0,0,0,3,26,3,3,3,0,39,4,0,0,0,0,4,3,0,0,0,0,3,8,0,0,0,0,5,125,26,26,12,0,183,73,0,0,0,3,78,18,0,0,0,3,26,938,71,43,12,5,1060
UCL115131,697,8,21,6,0,734,418,7,7,5,0,431,153,11,29,3,0,205,41,0,3,0,0,52,108,0,17,0,0,127,0,0,25,0,0,31,12,0,0,0,0,15,16,0,0,0,0,11,337,18,83,5,0,440,11,0,0,0,0,16,35,0,7,0,0,42,1492,38,112,22,3,1663
UCL115132,537,5,6,7,0,557,241,0,0,3,0,242,151,34,14,0,3,196,27,0,7,0,0,37,80,3,0,0,0,85,14,11,0,0,0,24,13,0,3,0,0,16,9,0,0,0,0,13,299,45,25,6,3,374,3,0,0,0,0,4,33,0,0,0,0,32,1108,47,30,13,4,1211
UCL115133,162,3,0,0,0,163,277,0,0,0,0,281,39,7,3,0,0,53,0,0,0,0,0,0,16,0,0,0,0,21,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,62,14,3,0,0,81,0,0,0,0,0,0,17,0,0,0,0,18,520,17,8,0,0,535
UCL115134,252,17,0,0,0,273,449,16,0,3,0,464,113,12,0,4,0,128,0,16,0,0,0,13,34,0,0,0,0,42,6,16,0,0,0,22,3,3,0,0,0,4,3,0,0,0,0,0,156,44,3,4,0,208,5,26,0,0,0,31,16,7,0,0,0,27,885,110,3,10,5,1008
UCL115135,446,3,15,27,0,500,214,0,0,8,0,219,86,3,14,4,0,106,3,3,0,0,0,9,50,4,3,3,0,60,0,10,0,0,0,11,15,0,0,3,0,14,7,0,0,0,0,7,155,20,18,10,0,202,7,0,0,6,0,6,36,0,3,5,0,36,850,23,39,55,0,970
UCL115136,156,5,5,34,0,195,98,3,0,3,0,104,30,0,0,0,0,36,0,0,0,0,0,0,25,3,4,0,0,32,3,0,0,0,0,3,0,0,0,9,0,11,0,0,0,0,0,3,60,4,8,9,0,83,0,0,0,0,0,0,9,0,0,0,0,8,321,15,14,48,0,397
UCL115137,206,0,0,7,4,210,156,0,0,0,0,156,61,6,0,0,0,70,10,0,0,0,0,18,56,5,7,0,3,63,0,3,0,0,0,3,14,0,0,0,0,17,0,0,0,0,0,4,139,13,12,0,0,166,0,0,0,0,0,0,22,0,0,3,0,26,523,15,11,6,5,561
UCL115138,556,11,9,0,0,568,195,0,10,0,0,202,117,9,18,0,0,139,0,0,0,0,0,0,47,5,3,0,0,55,0,0,0,0,0,0,3,0,0,0,0,3,9,0,0,0,0,10,176,14,17,0,0,216,11,0,0,0,0,11,27,3,3,0,0,34,968,28,37,0,4,1029
UCL115139,367,4,0,10,0,386,279,0,0,0,0,284,111,7,22,0,0,137,16,0,3,0,0,16,64,0,8,0,0,77,0,0,0,0,0,0,8,0,0,3,0,15,7,0,0,0,0,7,215,6,31,5,0,258,3,0,0,0,0,8,26,3,3,0,0,32,896,12,29,19,5,959
UCL115140,448,27,20,15,5,515,214,3,5,0,0,223,130,27,37,0,3,203,31,13,6,0,0,55,48,11,8,3,0,73,0,0,0,0,0,0,3,0,0,14,0,20,7,0,3,0,0,12,219,59,60,22,7,360,3,0,0,0,0,6,25,3,3,6,0,34,911,99,85,42,10,1141
UCL115141,286,0,0,9,0,298,137,5,0,0,0,141,54,19,0,0,0,71,0,0,0,0,0,0,18,4,0,0,0,19,0,0,0,0,0,0,10,0,0,3,0,15,3,0,0,0,0,3,92,18,0,3,0,110,0,0,0,0,0,0,15,0,0,0,0,15,529,26,0,11,0,569
UCL115142,525,24,16,0,0,573,245,4,4,0,0,254,138,32,23,0,0,193,0,0,0,0,0,0,45,4,14,0,0,66,0,0,0,0,0,0,6,0,0,0,0,6,6,0,0,0,0,9,196,39,36,0,0,273,6,0,0,0,0,6,39,0,3,0,0,44,1011,74,66,3,3,1152
UCL115143,274,0,4,4,6,288,125,0,0,0,0,129,39,0,9,0,0,52,26,0,0,0,3,23,47,0,4,0,0,51,0,0,0,0,0,0,7,0,0,3,0,8,3,0,0,0,0,3,123,0,17,3,7,145,0,0,0,0,0,3,15,0,0,0,0,17,548,0,17,9,10,588
UCL115144,92,0,3,0,3,98,75,0,0,0,3,77,29,0,3,0,0,36,89,0,6,0,10,104,33,0,10,0,3,45,25,0,0,0,3,34,44,0,12,0,0,57,13,0,3,0,0,14,228,0,31,0,24,289,0,0,0,0,0,3,29,0,0,0,0,34,424,0,41,0,30,490
UCL115145,94,0,17,15,0,131,149,0,3,3,0,160,25,0,10,0,0,35,0,0,0,0,0,0,13,0,8,0,0,20,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,3,42,0,18,4,6,67,3,0,0,0,0,3,8,0,3,3,4,14,293,0,44,27,8,372
UCL115146,153,4,0,84,0,244,169,4,0,78,4,255,52,13,0,4,0,69,59,0,0,0,0,59,28,0,5,8,3,45,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,3,133,11,5,17,3,172,0,0,0,0,0,0,14,0,0,3,0,18,476,22,5,184,3,690
UCL115147,223,0,0,0,0,230,102,0,0,0,3,110,41,3,0,0,0,46,3,0,7,0,0,9,43,0,0,0,0,48,3,0,0,0,0,4,14,0,0,3,0,13,3,0,0,0,0,4,105,3,8,3,0,123,0,0,0,0,0,0,17,0,5,0,0,23,450,5,15,9,3,477
UCL115148,221,0,6,3,0,234,132,0,0,0,0,133,27,3,6,0,0,40,33,0,0,0,0,33,61,0,5,0,0,70,18,0,13,0,3,27,22,0,5,0,0,27,3,0,0,0,0,3,155,6,28,3,3,199,3,0,0,0,0,3,24,0,5,0,0,26,535,6,39,4,3,591
UCL115149,157,0,0,7,0,163,157,0,0,0,0,161,24,32,3,0,0,62,28,8,0,0,0,39,72,8,8,0,0,86,9,0,0,0,0,9,20,0,3,4,0,30,4,0,0,0,0,8,163,49,18,4,0,238,3,0,0,0,0,3,14,9,0,0,3,26,495,57,18,12,3,589
UCL115150,562,8,0,52,3,626,377,0,0,38,0,423,237,26,8,21,0,294,77,11,0,0,0,88,88,4,0,12,0,112,28,17,15,0,0,58,12,5,3,9,3,23,6,3,3,0,0,12,450,64,30,45,4,591,5,0,0,4,0,16,54,3,3,13,0,75,1449,81,39,140,10,1720
UCL115151,193,3,16,10,0,222,101,0,4,0,3,103,47,4,16,0,0,73,14,0,0,0,0,14,30,0,7,0,0,39,4,0,11,0,0,15,4,3,3,0,0,10,5,0,4,0,0,9,108,4,42,3,0,157,4,0,0,0,0,5,19,0,7,0,0,25,421,12,67,11,7,514
UCL115152,262,0,0,4,0,268,124,0,0,0,0,122,62,0,0,0,0,62,12,0,4,0,0,23,54,0,4,3,0,60,4,0,0,0,0,10,7,0,0,0,0,10,3,0,0,0,0,3,142,3,15,3,0,166,7,0,0,0,0,7,17,0,0,0,0,18,554,3,15,11,0,578
UCL115153,420,3,4,0,11,438,284,0,0,3,3,289,63,0,16,0,3,88,25,0,3,0,0,26,70,0,3,0,0,75,0,0,9,0,0,9,41,0,7,0,3,50,11,0,0,0,0,14,213,3,34,3,7,267,0,0,0,0,0,3,43,0,0,0,9,49,964,9,45,6,26,1048
UCL115154,209,0,0,4,0,210,319,0,0,0,0,319,40,3,0,0,0,45,0,0,0,0,0,0,23,0,0,0,0,21,0,0,0,0,0,0,0,0,0,27,3,39,0,0,0,0,0,0,64,3,0,27,4,106,3,0,0,0,0,3,7,0,0,3,0,13,605,3,0,38,6,652
UCL115155,100,0,0,0,0,100,267,0,0,0,0,270,17,0,0,0,0,17,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,27,0,0,0,0,0,0,8,0,0,0,0,8,394,0,0,0,0,396
UCL115156,704,30,9,3,3,753,493,3,3,7,4,514,187,43,34,4,0,262,48,3,4,0,0,54,82,5,3,0,0,91,9,3,0,0,0,13,3,0,0,0,0,4,7,0,0,0,0,7,342,54,37,5,0,440,3,0,0,0,0,6,38,5,3,0,0,54,1582,99,52,14,7,1759
UCL115157,278,10,9,0,0,308,245,14,17,0,0,282,65,37,55,0,0,152,0,0,0,0,0,0,22,9,3,0,0,37,6,0,0,0,0,6,3,0,0,0,0,5,3,0,0,0,0,3,100,46,62,0,0,201,3,0,0,0,0,3,15,0,0,0,0,15,641,70,86,0,0,805
UCL115158,617,116,6,93,6,836,329,24,0,3,0,352,169,115,23,0,3,308,32,9,16,0,0,58,83,19,9,3,3,119,3,4,0,0,0,12,11,5,0,20,0,41,9,3,0,0,0,17,312,163,54,20,14,559,10,4,0,0,0,17,52,9,9,9,4,85,1316,315,64,123,23,1843
