LGA_CODE_2016,C06_Aus_BP_B_OS,C06_Aus_Fa_O_B_OS,C06_Aus_Mo_O_B_OS,C06_Aus_BP_B_Aus,C06_Aus_Bplace_NS,C06_Aus_Tot_resp,C06_Aus_Ab_BP_B_OS,C06_Aus_Ab_Fa_O_B_OS,C06_Aus_Ab_Mo_O_B_OS,C06_Aus_Ab_BP_B_Aus,C06_Aus_Abor_Bplace_NS,C06_Aus_Abor_Tot_respons,C06_Chi_BP_B_OS,C06_Chi_Fa_O_B_OS,C06_Chi_Mo_O_B_OS,C06_Chi_BP_B_Aus,C06_Chi_Bplace_NS,C06_Chi_Tot_resp,C06_Cro_BP_B_OS,C06_Cro_Fa_O_B_OS,C06_Cro_Mo_O_B_OS,C06_Cro_BP_B_Aus,C06_Cro_Bplace_NS,C06_Cro_Tot_resp,C06_Dut_BP_B_OS,C06_Dut_Fa_O_B_OS,C06_Dut_Mo_O_B_OS,C06_Dut_BP_B_Aus,C06_Dut_Bplace_NS,C06_Dut_Tot_resp,C06_Eng_BP_B_OS,C06_Eng_Fa_O_B_OS,C06_Eng_Mo_O_B_OS,C06_Eng_BP_B_Aus,C06_Eng_Bplace_NS,C06_Eng_Tot_resp,C06_Fil_BP_B_OS,C06_Fil_Fa_O_B_OS,C06_Fil_Mo_O_B_OS,C06_Fil_BP_B_Aus,C06_Fil_Bplace_NS,C06_Fil_Tot_resp,C06_Fre_BP_B_OS,C06_Fre_Fa_O_B_OS,C06_Fre_Mo_O_B_OS,C06_Fre_BP_B_Aus,C06_Fre_Bplace_NS,C06_Fre_Tot_resp,C06_Ger_BP_B_OS,C06_Ger_Fa_O_B_OS,C06_Ger_Mo_O_B_OS,C06_Ger_BP_B_Aus,C06_Ger_Bplace_NS,C06_Ger_Tot_resp,C06_Gre_BP_B_OS,C06_Gre_Fa_O_B_OS,C06_Gre_Mo_O_B_OS,C06_Gre_BP_B_Aus,C06_Gre_Bplace_NS,C06_Gre_Tot_resp,C06_Hun_BP_B_OS,C06_Hun_Fa_O_B_OS,C06_Hun_Mo_O_B_OS,C06_Hun_BP_B_Aus,C06_Hun_Bplace_NS,C06_Hun_Tot_resp,C06_Ind_BP_B_OS,C06_Ind_Fa_O_B_OS,C06_Ind_Mo_O_B_OS,C06_Ind_BP_B_Aus,C06_Ind_Bplace_NS,C06_Ind_Tot_resp,C06_Iri_BP_B_OS,C06_Iri_Fa_O_B_OS,C06_Iri_Mo_O_B_OS,C06_Iri_BP_B_Aus,C06_Iri_Bplace_NS,C06_Iri_Tot_resp,C06_Ita_BP_B_OS,C06_Ita_Fa_O_B_OS,C06_Ita_Mo_O_B_OS,C06_Ita_BP_B_Aus,C06_Ita_Bplace_NS,C06_Ita_Tot_resp,C06_Kor_BP_B_OS,C06_Kor_Fa_O_B_OS,C06_Kor_Mo_O_B_OS,C06_Kor_BP_B_Aus,C06_Kor_Bplace_NS,C06_Kor_Tot_resp,C06_Leb_BP_B_OS,C06_Leb_Fa_O_B_OS,C06_Leb_Mo_O_B_OS,C06_Leb_BP_B_Aus,C06_Leb_Bplace_NS,C06_Leb_Tot_resp,C06_Mac_BP_B_OS,C06_Mac_Fa_O_B_OS,C06_Mac_Mo_O_B_OS,C06_Mac_BP_B_Aus,C06_Mac_Bplace_NS,C06_Mac_Tot_resp,C06_Mal_BP_B_OS,C06_Mal_Fa_O_B_OS,C06_Mal_Mo_O_B_OS,C06_Mal_BP_B_Aus,C06_Mal_Bplace_NS,C06_Mal_Tot_resp,C06_Mao_BP_B_OS,C06_Mao_Fa_O_B_OS,C06_Mao_Mo_O_B_OS,C06_Mao_BP_B_Aus,C06_Mao_Bplace_NS,C06_Mao_Tot_resp,C06_NZ_BP_B_OS,C06_NZ_Fa_O_B_OS,C06_NZ_Mo_O_B_OS,C06_NZ_BP_B_Aus,C06_NZ_Bplace_NS,C06_NZ_Tot_resp,C06_Pol_BP_B_OS,C06_Pol_Fa_O_B_OS,C06_Pol_Mo_O_B_OS,C06_Pol_BP_B_Aus,C06_Pol_Bplace_NS,C06_Pol_Tot_resp,C06_Rus_BP_B_OS,C06_Rus_Fa_O_B_OS,C06_Rus_Mo_O_B_OS,C06_Rus_BP_B_Aus,C06_Rus_Birthplac_ns,C06_Rus_Tot_resp,C06_Sco_BP_B_OS,C06_Sco_Fa_O_B_OS,C06_Sco_Mo_O_B_OS,C06_Sco_BP_B_Aus,C06_Sco_Birthplac_ns,C06_Sco_Tot_resp,C06_Ser_BP_B_OS,C06_Ser_Fa_O_B_OS,C06_Ser_Mo_O_B_OS,C06_Ser_BP_B_Aus,C06_Ser_Bplace_NS,C06_Ser_Tot_resp,C06_SAf_BP_B_OS,C06_SAf_Fa_O_B_OS,C06_SAf_Mo_O_B_OS,C06_SAf_BP_B_Aus,C06_SAf_Bplace_NS,C06_SAf_Tot_resp,C06_Span_BP_B_OS,C06_Span_Fa_O_B_OS,C06_Span_Mo_O_B_OS,C06_Span_BP_B_Aus,C06_Span_Bplace_NS,C06_Span_Tot_resp,C06_Sinha_BP_B_OS,C06_Sinha_Fa_O_B_OS,C06_Sinha_Mo_O_B_OS,C06_Sinha_BP_B_Aus,C06_Sinha_Bplace_NS,C06_Sinha_Tot_resp,C06_Turk_BP_B_OS,C06_Turk_Fa_O_B_OS,C06_Turk_Mo_O_B_OS,C06_Turk_BP_B_Aus,C06_Turk_Bplace_NS,C06_Turk_Tot_resp,C06_Viet_BP_B_OS,C06_Viet_Fa_O_B_OS,C06_Viet_Mo_O_B_OS,C06_Viet_BP_B_Aus,C06_Viet_Bplace_NS,C06_Viet_Tot_resp,C06_Wel_BP_B_OS,C06_Wel_Fa_O_B_OS,C06_Wel_Mo_O_B_OS,C06_Wel_BP_B_Aus,C06_Wel_Bplace_NS,C06_Wel_Tot_resp,C06_Oth_BP_B_OS,C06_Oth_Fa_O_B_OS,C06_Oth_Mo_O_B_OS,C06_Oth_BP_B_Aus,C06_Oth_Bplace_NS,C06_Oth_Tot_resp,C06_Anc_ns_BP_B_OS,C06_Anc_ns_Fa_O_B_OS,C06_Anc_ns_Mo_O_B_OS,C06_Anc_ns_BP_B_Aus,C06_Anc_ns_Bplace_NS,C06_Anc_NS_T_resp,C06_T_P_BP_B_OS,C06_T_P_Fa_only_bor_os,C06_T_P_Mo_O_B_OS,C06_T_P_BP_B_Aus,C06_T_P_Bplace_NS,C06_T_P_Tot_resp,C11_Aus_BP_B_OS,C11_Aus_Fa_O_B_OS
LGA16380,205,2323,1617,28179,862,33185,3,5,3,189,22,216,151,37,30,111,5,332,62,34,3,16,0,113,487,126,84,228,8,932,4570,2036,1495,18941,651,27694,125,6,50,6,9,196,109,25,16,200,10,348,500,164,94,1547,64,2364,73,38,5,80,5,200,78,24,4,19,0,137,96,18,11,15,4,142,658,403,234,6116,200,7611,252,126,44,510,33,960,7,3,0,3,0,11,27,17,8,48,0,104,9,8,0,3,0,16,117,43,23,96,7,287,64,23,18,19,0,119,236,113,78,43,13,490,131,27,13,58,3,224,43,14,18,20,5,99,1004,420,357,4055,106,5955,56,10,3,11,0,82,107,12,6,13,3,138,60,18,9,68,3,155,16,8,0,0,0,17,14,4,0,3,0,15,18,0,0,0,0,19,137,42,14,171,11,380,832,280,159,476,52,1796,134,86,69,1468,2541,4291,8766,4001,2767,48692,4206,68434,234,2292
LGA16400,198,2180,1597,24893,748,29610,0,0,11,253,7,275,155,10,17,77,12,275,152,19,10,46,7,238,419,110,88,244,19,881,3719,1864,1362,16099,609,23650,129,3,67,4,3,211,86,16,13,144,12,270,456,183,108,1437,47,2234,110,40,15,91,9,265,79,13,3,15,3,112,45,9,6,6,3,74,514,296,185,4490,139,5627,285,112,42,450,25,917,23,0,0,0,7,26,22,8,4,14,0,50,38,4,6,12,0,61,127,34,23,45,15,243,98,29,17,17,8,168,208,104,56,47,9,421,208,38,27,96,5,374,52,12,7,20,0,89,854,467,325,3487,90,5225,73,12,11,17,4,110,68,4,17,11,4,104,80,20,5,58,5,165,9,4,3,9,0,27,11,0,0,0,0,18,24,3,0,0,0,23,144,66,32,170,11,428,915,265,198,425,41,1844,165,88,67,1359,2637,4313,7960,3711,2649,42058,4108,60485,199,2193
LGA16490,291,1881,1364,16899,404,20848,0,3,0,111,11,131,279,21,26,115,11,448,388,66,20,75,18,576,366,123,84,203,13,792,2771,1428,1029,9805,345,15379,218,0,33,5,5,271,89,20,18,77,5,211,608,196,131,1013,43,1992,324,61,21,114,14,521,161,31,7,39,10,249,179,15,6,10,3,219,504,301,204,4093,78,5170,1023,258,84,590,54,2008,28,5,3,3,0,42,37,8,12,14,5,79,901,103,26,111,20,1161,194,31,31,91,12,357,160,42,14,20,12,247,218,79,66,33,3,402,301,62,40,73,10,486,104,17,11,25,8,162,722,335,237,2493,63,3842,341,39,18,22,15,435,66,5,10,4,0,88,129,5,13,46,5,203,53,4,0,6,3,68,10,0,0,0,0,14,78,0,7,4,3,91,117,45,29,130,6,321,1714,286,214,387,56,2661,283,71,37,767,2683,3836,10795,3358,2264,28239,3629,48289,283,1997
LGA16550,971,3974,2869,21639,745,30196,13,14,6,175,3,209,11977,215,235,281,212,12913,498,52,38,71,16,678,538,194,121,154,15,1023,8375,2590,1872,13432,644,26919,760,18,119,6,24,919,880,87,60,189,22,1240,1403,263,192,1365,56,3279,4708,675,294,1392,111,7181,752,111,54,77,5,996,1383,49,41,20,20,1512,2964,911,645,8353,296,13173,2510,501,201,1133,101,4448,559,0,14,5,3,586,754,150,101,254,31,1288,66,11,0,4,0,80,756,126,73,175,22,1147,629,66,27,29,23,779,743,155,134,49,26,1106,959,114,73,124,19,1286,1381,66,46,99,28,1626,2110,706,485,3831,129,7262,458,31,16,25,12,533,1059,76,38,11,18,1210,776,33,40,67,32,943,292,15,6,5,4,327,257,4,18,8,9,294,431,6,19,0,7,464,284,63,43,227,9,620,10958,973,714,741,297,13681,1219,162,123,967,10538,13006,53964,7549,5308,40153,12915,119882,1051,4076
LGA16610,58,532,358,9913,316,11183,0,7,0,244,18,275,36,3,3,17,0,61,4,0,0,0,0,9,77,40,16,56,6,191,589,459,328,6242,217,7835,65,0,24,0,0,89,11,0,0,40,3,61,77,46,16,606,17,765,34,11,6,34,0,89,17,4,0,4,0,25,4,13,0,5,0,25,92,74,58,2158,60,2444,96,48,13,346,19,513,0,0,0,0,0,0,9,13,0,10,0,34,3,0,0,0,0,3,16,4,0,19,6,44,22,14,3,18,3,52,24,23,26,0,3,74,10,0,3,9,0,20,4,0,0,7,0,11,136,116,68,1349,35,1697,6,10,0,0,0,17,7,3,0,0,0,16,13,0,0,26,0,41,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,16,3,3,35,0,62,132,66,34,142,8,382,29,28,10,659,664,1378,1343,952,605,17166,1250,21314,31,496
LGA16650,1411,1940,1232,10584,545,15708,12,12,3,79,5,109,8897,85,135,101,226,9439,657,61,11,69,33,834,229,55,36,73,8,405,3713,1245,880,6899,398,13143,1342,16,119,3,52,1521,228,19,16,88,3,353,528,134,71,579,18,1331,7269,758,304,1575,284,10190,256,20,10,17,0,306,1582,25,22,10,54,1689,909,376,159,3332,119,4891,2767,476,178,651,113,4185,293,6,10,4,11,313,5179,528,125,273,328,6429,4510,253,113,226,165,5263,692,118,70,120,22,1024,989,47,36,7,42,1119,306,68,47,12,13,446,321,32,23,43,14,437,383,20,10,21,0,428,904,346,194,1649,78,3182,844,56,32,41,20,994,169,13,12,3,3,198,920,22,32,37,13,1027,107,7,4,3,3,124,378,21,12,15,15,437,570,3,3,3,16,596,118,27,24,92,0,250,10204,577,332,380,299,11792,2180,166,109,692,6608,9750,54162,5010,2859,20954,9134,92122,1455,1892
LGA16700,776,3177,2135,18361,510,24949,9,0,5,20,4,37,14425,205,270,219,264,15389,575,57,12,73,19,735,431,155,64,139,16,802,4962,2260,1444,11042,467,20178,1198,25,75,0,42,1341,262,45,21,147,7,482,813,223,119,895,22,2077,1231,182,56,384,39,1888,278,48,16,22,3,371,2401,42,39,25,53,2556,1170,614,360,5332,153,7634,3804,904,285,1574,121,6686,2925,8,17,12,65,3027,1252,139,78,229,49,1745,166,12,4,15,9,212,296,66,54,82,14,513,224,26,14,11,6,279,480,151,83,32,9,750,542,51,33,63,8,695,287,38,19,40,13,387,1250,601,390,3208,80,5532,427,22,17,15,8,489,288,39,17,9,3,349,415,23,30,44,13,525,847,18,6,9,12,887,157,11,4,3,3,177,378,3,9,3,10,404,163,57,38,178,13,443,8674,650,434,548,195,10507,1058,139,98,792,5304,7387,47627,6138,3847,32172,7166,96951,869,2992
LGA16900,441,2684,1880,19690,726,25424,9,5,3,145,20,186,184,19,15,54,9,285,437,66,32,70,15,623,539,161,84,237,26,1048,5169,2103,1736,11083,613,20713,238,6,55,5,8,311,79,14,18,106,0,211,1089,279,169,1002,63,2607,338,86,40,172,21,657,206,41,16,55,5,320,71,5,9,13,0,102,687,315,272,3267,94,4637,1080,273,105,667,56,2185,12,3,0,3,0,15,87,14,14,15,4,133,1464,134,36,140,52,1825,550,150,77,248,26,1050,118,45,17,23,12,216,125,77,56,27,9,299,294,44,33,60,15,450,29,0,0,29,0,57,1204,455,376,2257,99,4389,384,49,18,30,16,493,28,8,5,3,0,47,818,103,60,158,35,1177,18,0,0,0,0,21,299,34,15,18,3,364,76,3,3,0,0,82,331,62,77,132,19,617,1871,387,226,411,49,2943,506,110,100,958,2368,4044,16395,4739,3364,31844,3991,60335,364,2585
LGA16950,348,3600,2495,35249,1040,42728,0,11,7,475,34,532,200,27,25,115,12,382,177,37,15,35,10,270,667,167,107,284,19,1243,6658,3066,2253,21480,899,34355,212,14,74,3,19,317,134,37,26,206,8,408,969,232,145,1769,74,3192,277,69,28,155,8,538,150,33,11,47,7,240,118,13,3,9,7,146,858,495,348,7025,185,8921,675,236,85,767,38,1798,17,3,0,9,0,30,35,12,4,40,4,101,33,3,9,15,0,59,367,69,26,157,20,631,128,35,30,34,10,233,265,124,111,58,24,585,253,46,22,71,6,400,116,19,15,40,3,194,1425,731,547,4659,131,7489,117,15,7,29,7,178,70,29,25,14,3,143,120,22,15,62,7,222,22,0,3,3,0,29,27,3,0,3,0,35,30,3,0,3,4,43,276,74,46,197,10,607,1491,454,235,663,53,2898,320,136,94,1788,3691,6029,14113,6007,4175,58318,5788,88406,357,3350
LGA17000,63,632,507,10222,246,11667,0,0,0,46,0,47,58,3,7,17,0,90,11,3,3,0,0,20,124,52,33,71,4,281,886,474,409,6072,206,8047,67,0,11,3,0,80,21,9,4,40,3,82,107,60,36,755,14,971,25,5,4,17,0,52,14,3,0,9,0,29,19,0,0,7,0,25,177,72,66,1693,32,2046,35,29,4,139,6,219,5,0,0,0,0,5,4,0,0,7,0,10,0,0,0,3,0,4,41,12,7,32,0,94,82,18,23,9,7,131,82,34,31,7,6,161,36,9,0,20,0,70,9,0,3,11,0,29,232,132,103,1331,42,1840,11,3,0,4,0,20,52,4,3,0,0,59,11,0,0,18,0,31,3,0,0,0,0,3,0,0,0,0,0,3,10,0,0,0,0,10,23,15,5,51,0,95,223,78,39,93,7,435,58,20,12,493,869,1446,2028,1017,816,16751,1326,21937,43,585
LGA17040,56,639,541,7029,187,8451,0,0,0,21,0,19,69,7,5,26,0,112,33,10,0,7,0,50,179,42,33,67,0,329,1006,488,398,4379,126,6402,29,10,14,0,0,51,33,4,7,34,0,86,384,73,52,381,21,906,44,9,5,33,6,99,39,10,3,15,0,73,20,3,6,0,0,25,175,122,85,1780,41,2200,185,59,14,144,5,411,12,0,0,0,0,11,36,10,0,27,3,76,17,0,0,0,0,18,19,0,5,13,0,40,35,0,3,5,0,50,69,34,29,10,0,138,74,7,8,21,0,108,47,14,4,21,0,83,266,132,117,1318,26,1859,43,7,3,5,0,52,19,3,3,0,0,21,22,0,0,10,0,40,13,3,0,0,0,20,9,0,0,0,0,9,10,0,0,0,0,10,34,13,10,48,0,108,546,117,89,180,12,946,75,17,16,343,1921,2365,3025,1101,869,12178,2269,19450,78,628
LGA17080,29,320,263,6393,175,7182,0,0,0,70,0,68,47,3,4,35,3,91,12,3,0,0,0,18,88,23,10,41,0,169,498,271,200,4169,103,5239,10,0,3,0,0,18,7,0,3,37,0,43,152,28,31,436,7,647,10,4,0,15,0,33,13,3,0,3,0,18,17,0,3,0,0,26,75,60,35,1282,41,1492,38,16,6,80,0,139,0,0,0,3,0,3,4,3,0,3,0,11,3,0,0,0,0,3,9,5,4,10,0,27,33,6,6,3,3,49,39,22,18,6,0,92,31,10,0,14,0,58,5,0,0,5,0,16,139,71,75,853,25,1166,11,3,0,6,0,18,12,0,0,0,0,12,3,0,0,3,0,13,4,0,5,0,0,7,3,0,0,0,0,3,4,0,0,0,0,4,10,5,0,14,0,39,220,37,25,59,3,345,21,15,3,358,656,1050,1318,565,414,11088,947,14329,31,278
LGA17100,354,484,320,2986,91,4236,0,3,0,19,0,26,5328,75,70,70,101,5639,230,20,11,40,13,317,69,12,3,9,0,93,880,285,193,1659,74,3093,298,5,12,8,4,325,60,3,10,34,8,114,166,35,13,154,12,382,614,87,46,148,27,924,101,10,3,7,0,112,2075,13,18,6,31,2144,285,116,59,1115,31,1611,1263,230,105,424,49,2075,2614,7,14,8,62,2701,1350,184,99,204,40,1881,17,6,0,3,0,26,91,12,11,23,0,138,110,3,7,0,12,134,113,17,21,4,0,155,166,12,10,18,4,210,264,7,17,28,4,316,178,79,48,448,14,767,139,9,7,0,3,157,52,11,0,0,0,67,154,4,9,7,11,176,1255,3,0,0,62,1323,152,13,0,0,6,174,461,0,3,4,13,484,22,8,7,36,0,72,3205,163,116,77,106,3667,615,25,27,121,2226,3023,21249,1297,837,5685,2906,31980,374,454
LGA17150,1155,8899,5922,71138,1699,88805,11,15,11,160,5,201,3934,165,199,355,98,4744,901,127,66,184,24,1298,1410,440,231,553,30,2668,13409,6930,4696,43069,1520,69628,863,23,169,23,33,1108,471,114,57,418,31,1084,1803,568,333,3127,106,5944,3709,757,311,1464,165,6416,360,85,33,88,9,577,1361,97,66,37,35,1588,2741,1534,886,16317,436,21911,3467,1056,380,2700,154,7763,214,6,14,11,10,244,1284,230,99,281,49,1935,977,99,31,112,20,1241,1010,304,155,415,34,1921,888,131,71,40,40,1180,956,367,239,126,34,1718,726,131,78,176,31,1146,545,76,51,121,13,811,2999,1604,969,9915,286,15780,438,80,21,52,11,611,615,88,78,37,13,837,676,51,71,135,22,959,165,18,17,9,0,211,216,18,10,7,3,260,322,5,11,3,14,351,465,170,93,517,17,1260,7363,1413,972,1534,235,11515,1110,352,246,2776,7899,12386,48475,15835,10134,118993,12010,205449,1118,8559
LGA17200,742,4156,2852,20915,702,29367,7,33,4,376,27,448,14595,229,234,239,283,15582,531,65,26,64,8,689,825,298,160,184,22,1488,11334,3284,2203,15512,661,32992,1027,16,71,7,19,1151,943,120,69,317,24,1474,1936,418,267,1883,74,4576,2141,283,101,459,70,3050,587,117,38,55,6,805,1693,36,39,25,19,1810,3390,1025,618,8973,262,14265,1914,589,172,864,76,3609,2575,4,16,10,45,2652,776,80,49,137,27,1064,184,22,0,14,3,230,439,132,77,101,11,756,542,42,40,14,21,666,1230,161,128,50,32,1593,932,145,87,201,16,1381,1369,72,51,102,29,1613,2861,885,614,5327,132,9814,566,41,28,28,18,680,444,59,35,10,3,559,832,44,26,72,19,992,269,22,16,7,3,315,491,24,5,7,14,545,1292,6,16,3,31,1350,430,84,47,330,4,895,14288,1014,773,945,287,17319,1299,114,111,721,36937,39178,62924,8095,5298,40951,39311,156572,959,4470
LGA17310,78,1200,921,25788,632,28617,3,3,0,293,28,323,160,18,17,175,9,371,27,20,3,4,0,52,199,69,39,124,0,434,1382,1088,723,16193,485,19885,107,0,29,0,7,144,29,22,9,121,4,176,223,87,66,1724,47,2140,37,11,6,64,5,120,21,8,0,14,0,46,66,0,3,13,3,84,198,197,123,4953,105,5571,108,69,20,344,18,553,12,0,0,0,0,12,35,14,0,18,8,68,4,0,0,0,0,4,74,28,15,44,7,171,60,7,12,42,7,131,90,59,28,37,9,220,40,13,11,40,4,106,28,9,6,20,3,59,355,244,184,3515,56,4363,21,0,0,8,0,30,36,10,3,0,0,47,12,3,0,32,0,54,20,0,0,0,0,20,8,0,0,0,0,10,11,0,0,0,0,11,41,24,17,107,6,199,399,138,106,323,21,993,75,47,47,1437,1976,3590,3365,2085,1474,43495,3170,53592,82,1218
LGA17350,5,89,76,2657,71,2904,0,0,0,7,3,7,16,0,0,8,0,23,0,0,0,0,0,4,25,12,4,9,0,56,127,99,68,1753,54,2101,4,0,4,0,0,15,3,0,0,5,0,7,18,12,10,554,9,600,4,3,0,5,3,15,0,0,0,0,0,0,0,0,0,6,0,7,20,16,15,590,11,655,10,5,0,13,0,36,0,0,0,0,0,0,3,0,0,6,0,13,0,0,0,0,0,0,3,0,0,0,0,3,3,6,3,3,0,18,10,3,6,3,0,22,15,0,0,6,0,16,3,0,0,0,0,4,33,27,18,419,12,503,4,0,0,3,0,4,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,9,3,3,0,9,0,18,27,10,0,29,4,82,6,5,0,200,168,379,299,192,122,4934,307,5857,7,90
LGA17400,5,167,109,2838,78,3205,0,3,0,164,0,170,14,0,0,11,3,27,6,0,0,0,0,9,28,15,0,14,5,63,237,156,82,1829,75,2384,9,3,3,0,0,19,15,0,0,9,3,27,38,9,3,364,6,428,7,0,0,5,0,11,4,0,0,0,0,6,5,0,3,6,0,14,52,31,25,680,11,790,58,25,4,58,0,149,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,3,0,3,0,11,4,3,0,0,0,10,15,8,9,4,0,38,9,4,0,4,0,17,0,0,0,3,0,10,56,41,27,442,10,570,0,3,0,3,0,6,0,0,0,0,0,0,3,3,0,20,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,18,0,28,72,14,7,37,9,141,7,5,3,186,175,373,544,313,187,5155,338,6536,10,160
LGA17420,1065,5389,3542,34665,721,45384,3,3,3,36,0,43,8856,189,221,299,162,9726,866,122,62,166,23,1243,1048,292,152,354,21,1867,9354,3671,2500,19843,603,35972,2393,41,119,27,65,2632,346,53,56,199,14,666,1356,307,218,1774,40,3704,1075,210,103,510,27,1921,371,47,37,58,8,523,4243,92,72,34,85,4523,2026,785,541,7416,169,10937,3338,980,385,2099,129,6927,1675,0,21,3,42,1741,1594,226,158,417,77,2468,111,17,0,16,0,146,1253,313,179,580,50,2378,275,30,12,26,18,355,781,222,179,72,38,1292,914,90,71,151,26,1255,385,53,30,93,10,571,1927,833,637,4923,113,8434,420,70,32,37,8,571,937,73,29,26,18,1079,696,72,58,47,18,893,1738,35,28,3,31,1836,388,39,9,5,10,451,340,13,9,3,11,375,317,74,65,256,12,730,9100,929,663,904,288,11887,1123,213,139,1462,3586,6524,53100,9583,6316,57777,5879,132656,1129,5034
LGA17550,323,2850,2061,29259,1062,35554,3,12,5,276,8,305,275,23,22,140,12,471,86,16,8,14,0,117,547,140,87,251,22,1048,6711,2525,1687,18937,852,30716,193,7,92,8,12,314,174,34,31,176,7,418,722,218,140,1945,82,3110,116,89,17,132,9,348,114,22,5,23,5,172,226,25,43,16,11,315,1064,502,332,7075,235,9217,477,226,68,725,31,1522,14,0,0,0,0,17,21,18,4,72,10,124,7,3,0,6,0,19,120,30,22,55,6,235,247,51,45,41,8,385,446,140,122,51,17,780,141,34,21,54,3,253,93,21,10,19,0,142,1465,587,391,4535,148,7132,74,12,6,16,4,114,95,25,17,10,3,149,74,8,9,79,7,182,12,4,0,13,0,25,10,3,0,0,0,19,18,3,0,0,0,27,257,47,29,193,17,538,1418,446,246,894,104,3108,318,117,92,1690,3972,6190,13315,5098,3501,51353,6051,79320,372,2893
LGA17620,27,297,229,6201,155,6906,0,0,0,19,0,21,39,0,0,12,0,54,4,3,0,3,0,8,51,19,12,28,0,108,420,259,203,3888,125,4893,27,0,9,0,8,41,7,3,0,28,0,43,43,28,27,312,9,422,12,3,3,5,0,22,5,4,0,0,0,6,13,3,0,7,0,28,99,41,22,1066,22,1251,32,15,10,63,3,123,20,0,0,0,0,20,5,0,0,8,0,17,0,0,0,0,0,0,10,3,7,18,0,33,24,5,3,3,0,39,35,21,13,6,5,73,11,0,0,9,0,17,9,0,0,3,0,12,113,64,49,820,13,1056,4,3,0,3,0,12,11,0,0,4,0,11,3,3,0,9,0,17,0,0,0,0,0,4,0,0,0,0,0,5,3,0,0,0,0,3,10,8,4,37,0,62,124,26,17,61,4,229,29,10,12,364,481,894,977,506,380,10336,784,12974,12,280
LGA17640,15,146,125,3240,74,3602,0,0,0,3,0,3,12,0,0,9,0,20,4,0,0,0,3,14,29,0,12,16,0,63,254,127,121,1968,71,2545,3,4,0,0,0,10,4,0,0,5,0,12,42,12,6,111,4,179,13,8,8,3,0,28,8,3,0,3,0,14,3,0,0,0,0,5,56,24,17,849,31,979,20,0,0,22,0,41,3,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,18,3,4,7,0,26,4,0,0,0,3,8,7,8,8,3,0,26,4,3,0,5,0,13,0,0,0,0,0,5,71,32,34,461,11,615,3,0,0,0,0,3,12,3,0,0,0,15,6,0,0,6,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,10,0,31,67,16,5,22,5,120,23,5,0,147,324,502,570,258,221,5519,483,7053,13,155
LGA17650,17,160,109,2528,78,2895,0,0,0,44,0,48,12,4,0,13,0,32,0,0,0,0,0,0,37,8,9,19,0,80,214,146,114,1642,55,2169,3,0,4,0,0,10,5,3,0,16,3,32,49,16,10,204,3,277,5,3,0,0,0,9,8,0,0,4,0,12,0,0,0,5,0,5,46,26,15,578,17,681,17,9,0,22,0,56,0,0,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,0,3,6,0,6,0,17,6,0,0,0,0,9,8,5,10,6,0,25,13,0,0,0,0,16,3,0,0,0,0,10,47,30,26,407,0,515,0,3,0,5,0,5,3,0,0,0,0,6,0,4,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,15,85,27,9,32,10,166,3,12,3,156,148,321,483,276,185,4492,295,5737,11,152
LGA17750,110,1378,1056,25956,630,29131,6,11,0,236,11,269,286,9,23,100,3,423,31,7,4,6,0,47,269,127,85,213,7,705,1446,1208,860,16042,493,20047,94,4,44,14,4,150,50,17,8,118,3,188,260,146,97,2384,47,2933,68,34,11,121,3,238,47,10,9,18,0,85,205,11,8,11,0,228,296,255,157,6199,154,7057,204,106,30,583,4,924,16,0,0,11,0,30,16,5,8,33,0,64,7,0,0,7,0,17,40,18,12,48,3,117,54,17,3,18,4,101,113,78,52,30,3,275,96,14,21,57,3,185,23,0,0,8,0,32,422,282,221,3949,79,4954,77,20,5,16,0,116,64,7,11,3,0,87,50,4,3,49,0,105,58,3,3,7,0,69,7,0,0,0,0,5,24,0,0,0,0,29,53,22,10,102,0,183,974,199,121,386,37,1716,112,60,33,1513,1625,3347,4685,2475,1774,45228,2854,57012,141,1309
