LGA_CODE_2016,C11_F_u_a_a_h_FH_One_PFam,C11_F_u_a_a_h_FH_oth_fa,C11_F_u_a_a_h_FH_Tot,C11_F_u_a_a_h_LP_H,C11_F_u_a_a_h_GH,C11_F_u_a_a_h_OH,C11_F_u_a_a_h_Tot,C11_F_u_a_T_FH_CF_no_ch,C11_F_u_a_T_FH_CF_w_ch,C11_F_u_a_T_FH_One_PFam,C11_F_u_a_T_FH_oth_fa,C11_F_u_a_T_FH_Tot,C11_F_u_a_T_LP_H,C11_F_u_a_T_GH,C11_F_u_a_T_OH,C11_F_u_a_T_Tot,C11_OD_C_c_hb_FH_CF_no_ch,C11_OD_C_c_hb_FH_CF_w_ch,C11_OD_C_c_hb_FH_One_PFam,C11_OD_C_c_hb_FH_oth_fa,C11_OD_C_c_hb_FH_Tot,C11_OD_C_c_hb_LP_H,C11_OD_C_c_hb_GH,C11_OD_C_c_hb_OH,C11_OD_C_c_hb_Tot,C11_OD_Ih_t_s_FH_CF_no_ch,C11_OD_Ih_t_s_FH_CF_w_ch,C11_OD_Ih_t_s_FH_One_PFam,C11_OD_Ih_t_s_FH_oth_fa,C11_OD_Ih_t_s_FH_Tot,C11_OD_Ih_t_s_LP_H,C11_OD_Ih_t_s_GH,C11_OD_Ih_t_s_OH,C11_OD_Ih_t_s_Tot,C11_OD_H_f_so_FH_CF_no_ch,C11_OD_H_f_so_FH_CF_w_ch,C11_OD_H_f_so_FH_One_PFam,C11_OD_H_f_so_FH_oth_fa,C11_OD_H_f_so_FH_Tot,C11_OD_H_f_so_LP_H,C11_OD_H_f_so_GH,C11_OD_H_f_so_OH,C11_OD_H_f_so_Tot,C11_OD_T_FH_CF_no_ch,C11_OD_T_FH_CF_w_ch,C11_OD_T_FH_One_PFam,C11_OD_T_FH_oth_fa,C11_OD_T_FH_Tot,C11_OD_Tot_LP_H,C11_OD_Tot_GH,C11_OD_Tot_OH,C11_OD_T_T,C11_DS_ns_FH_CF_no_ch,C11_DS_ns_FH_CF_w_ch,C11_DS_ns_FH_One_PFam,C11_DS_ns_FH_oth_fa,C11_DS_ns_FH_Tot,C11_DS_ns_LP_H,C11_DS_ns_GH,C11_DS_ns_OH,C11_DS_NS_T,C11_T_FH_CF_no_ch,C11_T_FH_CF_w_ch,C11_T_FH_One_PFam,C11_T_FH_oth_fa,C11_T_FH_Tot,C11_Tot_LP_H,C11_Tot_GH,C11_Tot_OH,C11_T_T,C16_S_h_FH_CF_no_ch,C16_S_h_FH_CF_w_ch,C16_S_h_FH_One_PFam,C16_S_h_FH_oth_fa,C16_S_h_FH_Tot,C16_S_h_LP_H,C16_S_h_GH,C16_S_h_OH,C16_S_h_Tot,C16_Sd_r_t_1_FH_CF_no_ch,C16_Sd_r_t_1_FH_CF_w_ch,C16_Sd_r_t_1_FH_One_PFam,C16_Sd_r_t_1_FH_oth_fa,C16_Sd_r_t_1_FH_Tot,C16_Sd_r_t_1_LP_H,C16_Sd_r_t_1_GH,C16_Sd_r_t_1_OH,C16_Sd_r_t_1_Tot,C16_Sd_r_t_2m_FH_CF_no_ch,C16_Sd_r_t_2m_FH_CF_w_ch,C16_Sd_r_t_2m_FH_One_PFam,C16_Sd_r_t_2m_FH_oth_fa,C16_Sd_r_t_2m_FH_Tot,C16_Sd_r_t_2m_LP_H,C16_Sd_r_t_2m_GH,C16_Sd_r_t_2m_OH,C16_Sd_r_t_2m_Tot,C16_Sd_r_t_T_FH_CF_no_ch,C16_Sd_r_t_T_FH_CF_w_ch,C16_Sd_r_t_T_FH_One_PFam,C16_Sd_r_t_T_FH_oth_fa,C16_Sd_r_t_T_FH_Tot,C16_Sd_r_t_T_LP_H,C16_Sd_r_t_T_GH,C16_Sd_r_t_T_OH,C16_Sd_r_t_T_Tot,C16_F_u_a_1_2_FH_CF_no_ch,C16_F_u_a_1_2_FH_CF_w_ch,C16_F_u_a_1_2_FH_One_PFam,C16_F_u_a_1_2_FH_oth_fa,C16_F_u_a_1_2_FH_Tot,C16_F_u_a_1_2_LP_H,C16_F_u_a_1_2_GH,C16_F_u_a_1_2_OH,C16_F_u_a_1_2_Tot,C16_F_u_a_3_FH_CF_no_ch,C16_F_u_a_3_FH_CF_w_ch,C16_F_u_a_3_FH_One_PFam,C16_F_u_a_3_FH_oth_fa,C16_F_u_a_3_FH_Tot,C16_F_u_a_3_LP_H,C16_F_u_a_3_GH,C16_F_u_a_3_OH,C16_F_u_a_3_Tot,C16_F_u_a_4m_FH_CF_no_ch,C16_F_u_a_4m_FH_CF_w_ch,C16_F_u_a_4m_FH_One_PFam,C16_F_u_a_4m_FH_oth_fa,C16_F_u_a_4m_FH_Tot,C16_F_u_a_4m_LP_H,C16_F_u_a_4m_GH,C16_F_u_a_4m_OH,C16_F_u_a_4m_Tot,C16_F_u_a_a_h_FH_CF_no_ch,C16_F_u_a_a_h_FH_CF_w_ch,C16_F_u_a_a_h_FH_One_PFam,C16_F_u_a_a_h_FH_oth_fa,C16_F_u_a_a_h_FH_Tot,C16_F_u_a_a_h_LP_H,C16_F_u_a_a_h_GH,C16_F_u_a_a_h_OH,C16_F_u_a_a_h_Tot,C16_F_u_a_T_FH_CF_no_ch,C16_F_u_a_T_FH_CF_w_ch,C16_F_u_a_T_FH_One_PFam,C16_F_u_a_T_FH_oth_fa,C16_F_u_a_T_FH_Tot,C16_F_u_a_T_LP_H,C16_F_u_a_T_GH,C16_F_u_a_T_OH,C16_F_u_a_T_Tot,C16_OD_C_c_hb_FH_CF_no_ch,C16_OD_C_c_hb_FH_CF_w_ch,C16_OD_C_c_hb_FH_One_PFam,C16_OD_C_c_hb_FH_oth_fa,C16_OD_C_c_hb_FH_Tot,C16_OD_C_c_hb_LP_H,C16_OD_C_c_hb_GH,C16_OD_C_c_hb_OH,C16_OD_C_c_hb_Tot,C16_OD_Ih_t_s_FH_CF_no_ch,C16_OD_Ih_t_s_FH_CF_w_ch,C16_OD_Ih_t_s_FH_One_PFam,C16_OD_Ih_t_s_FH_oth_fa,C16_OD_Ih_t_s_FH_Tot,C16_OD_Ih_t_s_LP_H,C16_OD_Ih_t_s_GH,C16_OD_Ih_t_s_OH,C16_OD_Ih_t_s_Tot,C16_OD_H_f_so_FH_CF_no_ch,C16_OD_H_f_so_FH_CF_w_ch,C16_OD_H_f_so_FH_One_PFam,C16_OD_H_f_so_FH_oth_fa,C16_OD_H_f_so_FH_Tot,C16_OD_H_f_so_LP_H,C16_OD_H_f_so_GH,C16_OD_H_f_so_OH,C16_OD_H_f_so_Tot,C16_OD_T_FH_CF_no_ch,C16_OD_T_FH_CF_w_ch,C16_OD_T_FH_One_PFam,C16_OD_T_FH_oth_fa,C16_OD_T_FH_Tot,C16_OD_Tot_LP_H,C16_OD_Tot_GH,C16_OD_Tot_OH,C16_OD_T_T,C16_DS_ns_FH_CF_no_ch,C16_DS_ns_FH_CF_w_ch,C16_DS_ns_FH_One_PFam,C16_DS_ns_FH_oth_fa,C16_DS_ns_FH_Tot,C16_DS_ns_LP_H,C16_DS_ns_GH,C16_DS_ns_OH,C16_DS_NS_T,C16_T_FH_CF_no_ch,C16_T_FH_CF_w_ch,C16_T_FH_One_PFam,C16_T_FH_oth_fa
LGA14350,0,0,0,4,0,0,9,57,16,70,3,148,288,17,97,549,29,14,9,0,45,86,3,211,348,0,4,6,0,15,11,0,12,37,5,0,0,0,4,6,0,4,16,29,15,13,0,66,100,3,230,394,3,0,0,0,5,0,0,3,8,3206,2402,1627,107,7338,2988,283,759,11376,3037,2183,1483,104,6804,2445,286,779,10321,68,13,36,0,115,243,17,42,413,4,11,4,0,16,41,0,7,65,71,22,41,3,130,284,15,50,484,46,28,52,3,131,236,18,61,441,13,0,3,0,20,17,0,26,58,0,0,0,0,0,10,0,0,16,0,0,0,0,0,3,0,0,4,61,27,57,3,150,265,18,92,522,21,0,6,0,27,56,0,187,263,0,3,0,0,4,5,0,17,25,4,4,3,3,13,12,4,3,33,30,6,12,3,46,68,4,206,326,37,30,11,0,78,54,4,60,193,3235,2267,1595,111
LGA14400,0,0,9,18,0,0,26,176,23,44,3,254,389,8,25,680,9,0,0,0,16,11,0,62,84,0,0,0,0,0,0,0,0,0,3,8,3,0,16,22,4,3,47,16,11,9,0,33,29,4,69,129,3,0,0,0,3,0,0,0,3,2486,2419,710,42,5647,1645,114,267,7678,2143,2314,497,34,4988,962,113,330,6393,81,31,39,3,149,80,4,14,250,236,98,78,5,411,215,24,37,689,313,129,115,4,562,293,31,49,936,89,27,37,5,151,214,8,59,441,31,10,3,0,38,39,0,15,104,65,0,3,0,70,116,3,20,215,0,0,0,0,0,0,0,0,0,178,39,37,9,263,373,13,99,753,7,6,4,0,21,8,0,61,92,0,0,0,0,0,0,0,5,10,5,10,0,0,18,5,3,0,28,15,10,3,0,34,15,3,65,123,11,5,0,0,22,17,24,24,83,2660,2499,661,50
LGA14500,7,0,20,17,0,7,49,1708,1151,558,92,3509,2159,169,378,6208,0,0,0,0,0,3,0,3,7,0,0,0,0,0,0,0,0,0,6,0,0,0,7,4,4,0,20,6,5,0,0,11,9,4,6,25,11,17,7,0,31,20,0,3,53,9248,16975,2912,338,29473,5814,493,1165,36941,6637,16004,2188,221,25054,2926,290,637,28912,98,34,13,3,144,128,17,17,310,422,312,97,9,839,395,23,56,1309,516,348,113,10,987,522,38,66,1619,406,193,114,18,739,707,43,77,1570,411,309,160,34,913,621,54,87,1676,1596,1682,614,81,3977,1331,149,311,5770,0,0,0,0,0,0,0,0,0,2414,2186,895,133,5628,2656,255,475,9015,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,7,0,0,11,8,0,6,26,4,8,0,0,14,8,0,5,30,18,16,11,0,45,35,3,3,83,9590,18568,3202,367
LGA14550,3,0,3,0,0,0,0,10,3,10,3,29,39,0,0,69,3,0,3,0,9,20,3,10,48,3,0,0,0,4,4,0,3,12,0,5,0,0,5,11,0,0,12,8,4,3,0,14,41,3,14,73,0,0,0,0,0,0,0,0,0,1091,896,434,36,2455,1059,88,166,3762,1094,700,395,34,2218,1027,108,320,3673,0,0,0,0,0,13,0,3,21,0,0,0,0,0,4,0,0,4,0,0,0,0,0,17,0,3,23,7,0,15,3,20,40,0,10,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,15,3,20,45,0,11,74,3,0,0,3,6,27,0,24,59,0,3,0,0,3,5,0,4,11,6,3,0,0,7,15,0,0,24,8,7,3,3,21,39,0,30,94,8,3,3,0,10,12,0,9,30,1114,708,412,34
LGA14600,0,0,0,0,0,0,0,4,0,4,0,9,36,3,6,57,0,0,0,0,7,12,0,33,44,0,0,0,0,0,3,0,0,0,3,0,0,0,3,3,0,0,3,4,0,0,0,8,12,0,33,54,3,0,0,0,3,0,0,0,3,735,700,263,36,1731,699,48,136,2610,618,562,248,18,1441,561,35,238,2280,3,0,0,0,3,3,0,5,19,0,0,0,0,0,0,0,0,0,3,0,0,0,3,9,0,10,19,9,7,4,3,20,47,0,8,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,4,3,20,47,0,8,75,0,0,0,0,3,0,0,22,31,0,0,0,0,0,0,0,3,3,0,3,3,0,10,5,0,0,17,0,3,0,0,11,7,0,29,41,25,17,8,0,52,20,0,3,73,648,588,262,24
LGA14650,14,0,38,56,10,8,114,793,195,345,30,1366,2269,101,175,3919,146,26,42,4,216,347,12,100,678,0,3,0,0,5,5,0,35,40,22,22,12,0,60,51,0,11,123,173,47,56,4,275,404,18,140,839,15,4,4,0,21,14,0,3,35,20422,22116,8867,674,52075,16828,1652,1744,72301,18437,22148,7976,578,49141,11826,1423,1672,64071,1244,306,505,41,2089,2769,118,205,5183,502,253,359,19,1131,900,93,95,2220,1745,558,868,55,3226,3663,217,302,7406,355,100,231,20,703,1285,64,134,2183,74,14,16,3,98,154,5,20,277,153,30,26,3,210,198,20,36,465,10,3,6,0,27,20,0,3,47,585,148,279,25,1040,1652,88,191,2976,88,19,31,3,136,356,17,108,618,8,0,4,0,15,4,0,61,85,22,23,15,0,57,37,5,9,107,118,39,47,0,210,398,22,185,815,42,32,13,0,84,66,12,13,176,20939,22920,9179,665
LGA14700,0,0,7,11,0,3,22,1402,812,384,110,2711,2017,457,285,5459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,16,18,0,3,35,3,7,0,0,16,19,0,3,38,7,12,0,0,22,15,3,4,42,3003,4143,921,187,8258,3025,604,452,12337,1344,3085,441,69,4937,675,100,160,5881,46,93,13,0,150,49,10,5,209,122,169,42,3,341,191,19,25,566,166,258,57,3,487,234,26,30,777,219,172,77,13,477,423,59,83,1044,724,555,207,37,1518,940,202,158,2816,1184,605,195,47,2020,1093,203,225,3550,15,12,3,0,24,10,4,0,44,2140,1338,476,93,4047,2470,469,463,7453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,6,3,4,21,0,3,0,0,10,6,3,3,23,12,14,3,3,31,29,3,5,70,3661,4706,982,170
LGA14750,0,0,0,0,0,4,4,34,14,22,3,75,127,17,65,280,5,0,0,0,7,11,0,9,30,0,0,0,0,0,0,3,0,3,7,3,0,0,6,7,3,3,19,6,3,0,0,16,19,8,16,49,0,0,0,0,5,0,0,0,5,1006,1199,458,39,2698,1005,87,247,4037,1023,1075,389,26,2520,785,72,289,3670,25,15,11,7,59,118,8,5,185,3,0,0,0,3,16,0,0,20,28,13,16,7,61,134,8,12,206,31,14,21,3,71,127,12,33,241,0,0,0,0,0,3,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,18,21,3,68,132,8,35,249,3,0,0,0,3,20,0,18,41,0,0,0,0,3,4,0,3,9,4,4,0,0,4,3,0,0,15,3,6,0,0,12,25,0,25,64,5,10,4,0,21,15,0,4,44,1096,1129,429,36
LGA14850,8,0,18,40,0,6,54,175,61,158,9,405,739,74,56,1275,30,11,21,0,69,168,3,31,270,0,7,0,0,10,20,0,45,73,9,7,4,0,23,34,6,8,71,47,18,30,0,98,227,8,82,414,3,3,0,0,11,3,0,0,11,4259,4303,2316,168,11048,4488,811,617,16958,3786,3798,1916,139,9639,3148,626,893,14302,173,54,141,5,374,662,42,113,1194,64,27,79,9,182,250,34,36,499,236,80,223,17,555,909,74,145,1688,82,41,86,13,219,397,55,110,774,11,0,14,0,29,58,6,10,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,92,46,100,13,248,453,56,126,879,25,14,18,0,52,161,3,65,278,0,3,6,0,15,20,0,54,91,61,44,12,3,118,25,0,6,151,82,62,41,3,182,206,5,132,527,15,23,11,3,51,37,0,20,110,4216,4003,2288,172
LGA14870,0,0,0,3,0,0,5,20,11,21,0,53,170,7,28,253,0,0,4,0,6,22,0,15,53,0,0,0,0,0,6,0,6,9,10,6,0,0,19,18,0,5,44,15,11,3,0,27,52,0,25,108,3,0,0,0,5,3,0,3,12,2166,2028,935,94,5223,2394,178,331,8117,1931,1783,854,64,4625,1985,153,626,7393,68,24,48,3,141,298,13,41,492,18,5,14,0,34,52,6,7,94,80,33,60,3,174,348,13,49,589,15,13,11,0,37,75,0,20,131,0,0,0,0,0,18,0,4,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,16,0,41,89,0,23,160,0,3,0,0,5,29,0,20,48,0,0,0,0,3,0,0,8,13,93,87,41,5,225,81,12,46,353,98,94,41,5,233,112,12,68,421,25,10,3,0,44,23,0,3,74,2154,1929,967,73
LGA14900,14,0,30,16,0,0,40,1064,1778,1030,96,3973,2557,230,930,7694,3,4,6,0,12,30,0,0,46,0,0,0,0,0,7,0,9,14,3,10,5,0,18,11,3,0,35,7,11,17,0,36,46,6,12,95,4,17,3,0,25,17,3,5,48,9640,25867,7916,601,44018,8596,977,2880,56471,7870,24308,6285,576,39040,4780,571,2097,46492,214,289,196,16,719,450,30,95,1293,792,1905,1007,61,3767,1100,105,419,5388,1008,2189,1208,77,4481,1547,131,515,6676,189,230,196,31,649,828,47,256,1779,595,1074,607,64,2346,1340,153,668,4501,496,830,369,41,1735,504,104,516,2860,13,14,11,3,39,20,4,10,77,1293,2152,1185,140,4769,2699,311,1444,9219,3,0,3,0,4,30,0,20,49,0,6,0,0,6,7,0,7,15,16,27,10,0,54,25,6,13,93,12,36,8,0,66,54,4,40,163,120,58,20,4,198,127,0,53,376,10311,28746,8699,798
LGA14920,0,0,0,0,0,0,0,4,5,0,0,8,38,4,0,55,5,0,0,0,3,5,0,0,15,0,0,0,0,0,0,0,0,3,3,4,0,0,8,4,3,0,14,8,3,0,0,12,5,3,4,25,3,0,0,0,4,0,0,0,13,933,738,332,41,2040,832,79,98,3048,841,696,331,37,1911,792,76,236,3014,5,0,0,0,6,4,3,0,18,0,0,0,0,0,0,0,0,0,5,0,3,0,7,4,3,0,19,8,3,13,0,22,61,3,9,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,13,0,22,61,3,9,91,3,0,0,0,3,7,0,4,11,0,0,0,0,0,0,0,0,4,4,3,0,0,9,10,0,3,24,9,3,0,0,15,15,0,12,42,4,3,0,0,5,5,0,0,7,869,707,341,39
LGA14950,0,0,0,0,0,0,0,3,0,0,0,7,8,0,0,9,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,4,4,0,0,8,0,0,0,8,4,4,0,0,8,3,0,0,11,0,0,0,0,0,6,0,0,6,360,348,86,8,803,302,23,31,1158,357,309,104,10,778,285,19,88,1175,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,19,0,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,3,25,0,0,0,0,0,3,0,3,6,0,0,0,0,0,0,0,0,3,3,5,0,0,10,3,0,3,14,3,5,0,0,11,6,0,5,19,3,4,0,0,7,0,0,3,10,365,319,105,10
LGA15050,0,0,3,13,0,3,16,197,89,128,8,416,728,47,92,1280,11,7,3,0,22,55,3,11,98,0,0,0,0,0,0,0,4,5,14,12,10,3,36,34,3,19,94,27,14,10,3,54,93,9,38,199,0,0,0,0,3,4,0,0,4,6467,8564,3089,223,18342,5185,569,736,24835,6614,9224,3248,255,19338,3953,557,817,24664,437,166,274,24,896,946,63,144,2045,76,43,70,5,200,316,23,33,567,521,207,344,31,1094,1259,82,173,2611,60,20,58,9,150,402,21,78,650,0,0,0,0,0,0,0,0,0,6,0,0,0,12,22,3,3,39,0,0,0,0,0,0,0,0,6,64,20,64,9,156,424,18,90,690,0,3,7,0,14,31,0,42,87,3,3,3,0,6,3,0,0,15,19,8,9,0,30,13,3,4,55,19,18,17,0,56,53,3,44,149,81,18,19,5,118,256,3,6,389,7296,9483,3688,291
LGA15240,6,0,14,29,0,3,46,434,99,281,21,842,1601,109,319,2871,180,18,24,7,225,320,18,295,857,6,7,3,0,18,14,0,28,60,47,25,14,0,84,54,0,9,150,231,50,40,5,333,392,14,333,1069,7,8,4,0,25,8,0,5,36,11951,7437,3985,266,23643,9946,879,1836,36302,10884,6927,3469,264,21543,7095,778,1707,31122,819,139,270,22,1256,1586,86,180,3107,159,54,80,5,296,187,22,59,567,979,190,359,27,1555,1777,104,243,3682,221,79,183,19,504,1017,69,186,1775,77,18,44,3,141,229,19,68,454,130,25,52,4,204,191,18,69,478,0,0,0,0,0,3,0,0,5,420,122,280,27,849,1434,107,324,2719,172,22,36,3,229,326,16,368,939,11,0,3,0,11,20,0,20,53,28,21,17,0,65,56,13,19,153,202,45,57,3,311,395,28,403,1143,79,43,26,0,151,98,6,73,326,12569,7324,4193,321
LGA15270,0,0,4,5,0,0,6,28,9,34,3,70,214,10,37,337,17,0,6,0,23,67,5,93,187,0,0,3,0,3,7,0,0,16,11,3,7,0,15,13,0,0,35,23,6,11,0,45,92,3,98,241,4,0,0,0,4,0,0,0,4,2528,2399,879,75,5877,2273,219,563,8928,2403,2399,851,71,5726,2058,213,857,8863,39,24,40,8,107,199,22,49,372,0,0,3,0,6,9,0,3,23,39,29,43,8,113,208,21,48,390,32,16,21,0,72,139,3,43,261,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,16,21,0,72,144,3,43,264,8,7,8,0,20,67,3,62,149,4,5,0,0,9,3,0,4,15,11,3,0,3,17,9,0,4,32,18,10,7,3,43,78,4,69,196,18,15,3,0,40,32,3,33,108,2514,2471,919,78
LGA15300,0,0,0,0,0,0,0,44,24,46,7,123,241,15,72,449,14,0,0,0,15,34,0,137,185,0,0,0,0,0,0,0,0,3,4,7,3,0,10,4,0,0,17,19,8,3,0,28,41,0,137,206,3,3,0,0,3,0,0,3,6,1197,1370,606,67,3236,1313,115,556,5219,1011,1112,562,71,2755,909,97,481,4238,45,54,26,7,134,83,5,36,261,8,4,0,0,11,8,0,0,17,58,58,26,7,144,90,5,36,277,57,19,51,10,129,286,16,95,526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,53,19,52,10,135,290,17,91,530,8,0,0,0,13,36,0,140,185,0,0,0,0,0,3,0,0,3,15,4,0,0,20,7,3,5,43,24,4,4,0,35,45,3,147,231,8,11,0,0,12,8,0,43,71,1148,1206,640,81
LGA15350,0,0,3,0,0,0,3,1439,572,322,59,2400,2502,264,589,5748,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,0,0,8,3,3,0,0,3,6,0,5,16,19,10,0,0,31,21,0,3,52,2893,3236,756,102,6995,3405,346,905,11651,928,2178,273,35,3406,462,34,187,4087,181,301,74,3,565,141,10,29,751,219,212,53,0,486,120,20,43,662,403,516,128,6,1052,257,28,69,1406,457,274,127,17,867,549,52,124,1591,772,363,187,26,1338,1138,137,262,2878,475,148,77,13,710,796,68,167,1737,12,8,8,0,27,11,0,7,47,1708,796,398,45,2949,2491,257,559,6259,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,17,11,8,0,31,12,0,4,58,20,11,8,0,36,17,0,11,63,3,13,0,0,19,11,0,3,35,3063,3510,802,87
LGA15520,0,0,0,0,0,0,3,76,12,13,0,101,203,3,27,336,21,4,0,0,24,39,7,65,129,0,0,0,0,0,3,0,3,3,6,5,0,0,18,3,0,5,26,23,10,3,0,41,43,4,65,158,10,0,0,0,12,5,0,0,17,1573,1054,320,22,2981,1150,89,293,4509,1461,1070,293,28,2858,964,74,312,4208,44,3,12,0,60,104,3,14,186,3,0,0,0,3,5,0,4,13,51,3,12,0,63,113,3,18,195,46,20,18,3,82,158,8,26,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,20,18,3,82,158,8,26,269,30,3,0,0,33,47,0,99,177,3,0,0,0,4,0,0,0,4,16,11,0,0,22,6,5,9,35,43,14,0,0,63,50,5,105,223,7,5,0,0,16,15,0,5,39,1611,1112,332,32
LGA15560,0,0,0,0,0,0,0,8,4,7,0,14,35,0,5,62,4,0,3,0,8,10,0,10,23,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,4,4,0,3,0,10,13,0,7,33,3,0,0,0,4,0,0,0,4,416,413,135,19,977,380,26,75,1456,373,388,137,17,912,323,30,133,1393,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,8,0,0,17,45,3,9,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,17,45,3,9,73,3,0,0,0,8,3,0,11,20,0,0,0,0,0,0,0,12,18,5,0,0,0,5,9,0,3,11,10,0,0,0,12,12,0,23,46,3,0,0,0,3,0,0,0,8,391,398,138,15
LGA15650,0,0,0,3,0,0,4,44,30,16,4,94,206,14,53,367,13,0,3,0,12,32,0,98,140,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,15,16,4,3,0,16,37,0,98,154,4,0,0,0,4,11,0,3,19,1449,1785,634,67,3933,1416,185,459,5995,1384,1669,692,43,3794,1121,150,297,5359,62,34,48,0,148,260,17,52,478,12,12,17,0,41,99,8,23,178,80,42,68,0,189,356,28,76,654,7,3,0,0,10,41,0,13,64,0,0,0,0,3,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,0,12,45,0,13,69,3,0,0,0,3,12,0,37,54,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,9,3,4,0,0,8,15,0,44,66,16,15,3,0,30,10,3,3,52,1489,1739,767,43
LGA15700,0,0,3,3,0,0,9,95,15,50,10,159,346,31,33,570,26,3,0,0,27,88,6,116,238,4,0,0,0,4,3,0,0,7,8,10,10,0,28,22,0,3,53,38,10,10,3,62,112,6,125,303,0,0,0,0,0,0,0,0,0,2437,1518,965,81,5001,2384,232,377,7992,2167,1446,845,72,4528,1777,213,429,6950,35,20,25,7,86,148,5,19,257,9,6,11,0,29,14,0,7,58,46,22,33,7,110,166,10,30,315,66,17,47,4,135,252,7,48,444,9,6,9,0,25,24,3,8,54,11,0,0,0,11,14,0,0,24,0,0,0,0,0,0,0,0,0,82,20,57,4,165,291,11,50,522,99,10,9,8,118,185,10,204,522,3,5,0,0,9,8,3,5,18,8,3,3,0,19,18,0,4,43,117,16,16,4,152,210,14,211,580,5,9,9,0,24,18,0,7,42,2421,1516,956,91
LGA15750,0,0,3,0,0,0,3,46,18,41,4,102,271,14,48,433,13,0,5,0,15,33,0,104,157,3,0,0,0,4,3,0,3,6,3,4,0,0,7,5,0,3,17,21,6,5,0,30,42,0,108,178,8,3,0,0,9,3,3,0,13,1398,1430,511,46,3395,1277,110,342,5126,1269,1267,498,37,3065,939,111,410,4530,10,6,14,0,33,99,9,42,176,6,3,3,0,9,9,0,0,21,14,13,16,0,43,105,7,44,199,24,15,24,0,65,174,9,74,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,15,24,0,65,174,9,74,322,6,3,0,0,8,36,0,77,127,0,0,0,0,3,5,0,0,6,0,6,3,0,15,3,0,3,15,13,9,4,0,25,48,0,82,157,10,8,0,0,17,11,0,3,28,1329,1309,543,37
LGA15800,0,0,0,3,0,0,3,8,0,5,0,16,71,0,22,106,0,0,0,0,0,15,0,39,54,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,7,6,0,0,0,6,15,0,41,63,4,0,6,0,8,0,0,0,8,602,603,256,29,1491,715,45,145,2391,575,545,228,19,1364,599,49,186,2200,4,3,3,0,15,24,0,20,62,0,0,0,0,0,0,0,0,0,4,3,3,0,15,24,0,20,62,3,3,7,0,14,46,3,4,69,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,14,51,3,4,77,0,0,0,0,0,9,0,33,41,0,0,0,0,0,0,0,3,3,0,5,0,0,3,0,0,0,3,0,5,0,0,9,9,0,38,47,10,4,0,0,8,3,0,0,16,592,554,243,22
