LGA_CODE_2016,C16_Chr_Chi_nfd_0_14,C16_Chr_Chi_nfd_15_24,C16_Chr_Chi_nfd_25_34,C16_Chr_Chi_nfd_35_44,C16_Chr_Chi_nfd_45_54,C16_Chr_Chi_nfd_55_64,C16_Chr_Chi_nfd_65_74,C16_Chr_Chi_nfd_75_84,C16_Chr_Chi_nfd_85ov,C16_Chr_Chi_nfd_Tot,C16_Chr_Oth_Chi_0_14,C16_Chr_Oth_Chi_15_24,C16_Chr_Oth_Chi_25_34,C16_Chr_Oth_Chi_35_44,C16_Chr_Oth_Chi_45_54,C16_Chr_Oth_Chi_55_64,C16_Chr_Oth_Chi_65_74,C16_Chr_Oth_Chi_75_84,C16_Chr_Oth_Chi_85ov,C16_Chr_Oth_Chi_Tot,C16_Christ_Tot_0_14,C16_Christ_Tot_15_24,C16_Christ_Tot_25_34,C16_Christ_Tot_35_44,C16_Christ_Tot_45_54,C16_Christ_Tot_55_64,C16_Christ_Tot_65_74,C16_Christ_Tot_75_84,C16_Christ_Tot_85ov,C16_Christ_T_T,C16_Hinduism_0_14,C16_Hinduism_15_24,C16_Hinduism_25_34,C16_Hinduism_35_44,C16_Hinduism_45_54,C16_Hinduism_55_64,C16_Hinduism_65_74,C16_Hinduism_75_84,C16_Hinduism_85ov,C16_Hinduism_Tot,C16_Islam_0_14,C16_Islam_15_24,C16_Islam_25_34,C16_Islam_35_44,C16_Islam_45_54,C16_Islam_55_64,C16_Islam_65_74,C16_Islam_75_84,C16_Islam_85ov,C16_Islam_Tot,C16_Judaism_0_14,C16_Judaism_15_24,C16_Judaism_25_34,C16_Judaism_35_44,C16_Judaism_45_54,C16_Judaism_55_64,C16_Judaism_65_74,C16_Judaism_75_84,C16_Judaism_85ov,C16_Judaism_Tot,C16_OR_AusAborTrad_0_14,C16_OR_AusAborTrad15_24,C16_OR_AusAborTrad25_34,C16_OR_AusAborTrad35_44,C16_OR_AusAborTrad45_54,C16_OR_AusAborTrad55_64,C16_OR_AusAborTrad65_74,C16_OR_AusAborTrad75_84,C16_OR_AusAborTrad85oe,C16_OR_AusAborTrade_Tot,C16_OR_Sikhism_0_14,C16_OR_Sikhism_15_24,C16_OR_Sikhism_25_34,C16_OR_Sikhism_35_44,C16_OR_Sikhism_45_54,C16_OR_Sikhism_55_64,C16_OR_Sikhism_65_74,C16_OR_Sikhism_75_84,C16_OR_Sikhism_85oe,C16_OR_Sikhism_Tot,C16_OR_Ot_Re_Gr_0_14,C16_OR_Ot_Re_Gr_15_24,C16_OR_Ot_Re_Gr_25_34,C16_OR_Ot_Re_Gr_35_44,C16_OR_Ot_Re_Gr_45_54,C16_OR_Ot_Re_Gr_55_64,C16_OR_Ot_Re_Gr_65_74,C16_OR_Ot_Re_Gr_75_84,C16_O_R_Ot_Re_Gr_85ov,C16_OR_Ot_Re_Gr_Tot,C16_Oth_Rel_Tot_0_14,C16_Oth_Rel_Tot_15_24,C16_Oth_Rel_Tot_25_34,C16_Oth_Rel_Tot_35_44,C16_Oth_Rel_Tot_45_54,C16_Oth_Rel_Tot_55_64,C16_Oth_Rel_Tot_65_74,C16_Oth_Rel_Tot_75_84,C16_Oth_Rel_Tot_85ov,C16_Other_Rel_T_T,C16_SBOSB_No_RA_0_14,C16_SBOSB_No_RA_15_24,C16_SBOSB_No_RA_25_34,C16_SBOSB_No_RA_35_44,C16_SBOSB_No_RA_45_54,C16_SBOSB_No_RA_55_64,C16_SBOSB_No_RA_65_74,C16_SBOSB_No_RA_75_84,C16_SBOSB_No_RA_85ov,C16_SBOSB_No_RA_Tot,C16_Oth_rel_affi_0_14,C16_Rel_aff_ns_15_24,C16_Rel_aff_ns_25_34,C16_Rel_aff_ns_35_44,C16_Rel_aff_ns_45_54,C16_Rel_aff_ns_55_64,C16_Rel_aff_ns_65_74,C16_Rel_aff_ns_75_84,C16_Rel_aff_ns_85ov,C16_Rel_aff_ns_Tot,C16_Tot_0_14_yrs,C16_Tot_15_24_yrs,C16_Tot_25_34_yrs,C16_Tot_35_44_yrs,C16_Tot_45_54_yrs,C16_Tot_55_64_yrs,C16_Tot_65_74_yrs,C16_Tot_75_84_yrs,C16_Tot_85o,C16_T_T
LGA17850,4,0,4,4,0,7,3,4,0,27,0,0,0,0,0,0,0,0,0,0,300,184,176,211,293,352,338,181,65,2103,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,4,0,0,0,3,0,0,0,0,14,164,71,65,65,71,54,59,12,0,560,64,30,35,38,49,52,75,34,32,404,532,287,276,313,415,464,469,233,96,3092
LGA17900,9,7,8,3,17,21,17,3,0,89,0,0,0,0,0,0,0,0,0,0,657,297,398,386,529,616,495,251,62,3693,9,0,14,3,0,0,0,0,0,31,11,0,6,11,4,3,0,0,0,33,0,0,0,0,0,0,0,0,0,0,11,0,3,3,0,3,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,12,11,0,5,3,0,3,9,0,0,35,377,207,190,170,174,164,122,45,7,1460,160,72,103,103,105,138,116,52,11,847,1226,582,725,676,815,926,738,347,77,6107
LGA17950,0,0,0,0,0,3,4,0,0,17,0,0,0,0,0,0,0,0,0,0,397,173,223,223,292,300,275,148,51,2086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,111,41,44,45,26,27,18,3,0,316,76,32,32,32,39,41,35,20,8,318,582,253,292,296,365,375,329,177,60,2732
LGA18020,20,18,5,13,9,18,23,13,3,128,0,0,0,0,0,3,4,0,0,13,989,505,417,547,839,1011,971,613,250,6149,3,0,6,3,0,3,0,0,0,18,0,0,8,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,5,3,0,0,18,3,4,7,0,0,5,3,0,0,24,487,261,222,223,257,241,179,71,18,1956,194,96,93,126,149,191,196,103,41,1191,1685,877,749,900,1263,1461,1354,791,305,9384
LGA18050,72,68,163,128,73,64,37,17,14,630,3,0,3,3,3,8,5,0,0,25,3452,1840,5096,3954,2940,2002,1726,1183,599,22796,33,6,95,66,16,18,8,12,0,250,40,30,73,56,21,19,8,6,3,256,2146,1052,1046,1344,1246,1192,1056,608,389,10076,0,0,0,0,0,0,0,0,0,3,5,3,19,9,4,4,0,0,0,45,4,4,41,24,31,12,5,6,0,135,9,8,55,32,37,16,10,7,0,179,3693,2248,6660,4534,2670,1537,883,366,169,22761,1259,868,2556,1683,1099,776,620,421,345,9635,10705,6116,15751,11890,8188,5670,4371,2611,1513,66812
LGA18100,5,5,0,3,12,6,3,0,0,38,0,0,0,0,0,0,3,0,0,3,388,192,163,275,342,416,451,242,128,2578,3,0,6,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,6,0,3,0,0,0,3,0,0,0,6,168,76,71,79,83,98,82,29,5,687,61,29,27,31,48,62,61,36,13,375,618,296,260,381,479,583,590,309,148,3664
LGA18200,26,23,10,10,25,19,11,6,0,132,0,0,0,0,0,0,0,0,0,4,518,313,265,370,536,602,545,256,85,3499,0,3,0,0,0,0,0,0,0,4,5,0,0,8,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,16,15,3,3,11,0,0,4,0,54,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,0,0,0,9,16,19,5,7,14,0,0,4,0,60,587,304,292,272,264,285,179,68,17,2273,153,82,107,90,122,145,131,63,33,926,1280,717,679,744,947,1045,856,390,135,6794
LGA18230,260,113,143,119,113,119,70,38,14,987,0,0,0,0,0,4,0,0,0,11,6875,3863,3672,3815,4654,4661,3616,2226,878,34259,81,30,218,81,27,16,3,3,0,453,79,14,79,46,14,3,6,3,0,240,3,0,3,0,0,3,3,0,0,23,16,8,5,7,3,3,0,0,0,50,9,3,48,11,3,0,0,0,0,80,9,20,13,15,12,15,3,3,0,96,37,29,68,29,25,17,7,3,0,227,2345,1545,1637,1145,882,779,432,162,62,8984,895,734,958,703,706,679,496,270,136,5566,10373,6251,6701,5889,6350,6185,4576,2671,1081,50077
LGA18250,200,175,238,211,184,160,101,73,28,1371,0,3,4,0,7,0,8,5,7,38,6721,3347,3419,5006,4924,3655,2867,1969,1141,33055,482,140,670,560,106,69,40,18,3,2091,204,86,220,152,74,55,37,16,3,856,132,51,42,112,83,111,108,58,40,734,0,0,0,0,0,0,0,0,0,0,12,11,29,25,9,8,0,3,0,101,50,14,59,72,42,42,22,15,8,331,64,28,87,98,51,51,28,15,8,430,5316,3811,5041,4669,3499,2544,1630,633,307,27446,1157,736,1107,1036,842,667,496,229,192,6463,14404,8459,11319,12373,10050,7522,5430,3022,1731,74302
LGA18350,257,136,121,138,140,175,124,71,13,1188,5,16,6,12,26,16,7,13,5,103,4784,2815,2027,2954,4130,4201,4813,2854,1107,29698,52,20,132,47,13,25,12,4,0,309,30,8,18,15,5,3,6,0,3,84,10,8,7,12,10,26,40,4,7,118,0,0,0,0,0,0,0,0,0,0,11,0,12,7,0,0,0,0,0,36,8,18,12,14,29,22,10,16,0,137,21,18,29,23,28,26,15,16,0,173,2723,1619,1323,1464,1605,1651,1499,607,214,12708,735,393,384,471,606,626,664,357,97,4336,8403,4929,3972,5071,6470,6643,7096,3861,1428,47882
LGA18400,268,145,123,134,134,123,71,21,10,1024,20,7,3,8,10,15,7,3,3,75,7107,4187,3461,4689,4936,4453,3173,1455,491,33941,8,3,13,10,9,3,7,0,0,53,64,27,36,38,25,13,13,0,0,215,4,4,0,0,5,5,5,0,3,27,0,0,0,0,0,0,0,0,0,3,3,3,4,0,3,0,0,0,0,14,4,6,17,17,9,14,7,3,3,83,6,17,19,17,18,15,7,3,3,100,2797,1671,1714,1339,1278,980,487,170,63,10500,663,380,430,412,458,515,310,174,92,3434,10682,6309,5706,6573,6769,6014,4005,1808,652,48519
LGA18450,1128,778,770,805,836,719,522,254,71,5880,26,11,17,21,19,25,22,11,5,148,20095,13846,11857,14651,16710,16341,13647,9414,4173,120737,211,223,329,209,130,80,61,29,8,1274,1363,771,862,743,411,203,178,69,11,4610,18,9,8,19,10,16,19,7,3,115,8,3,4,5,9,4,0,0,0,34,16,17,37,15,3,4,3,0,0,96,83,84,106,108,96,73,34,8,7,591,111,98,152,129,112,77,39,8,7,728,11954,10946,10191,7755,6748,5296,2970,1311,471,57644,2512,2216,2170,1891,1935,1929,1614,1108,575,15951,36554,28534,26029,25840,26461,24276,18688,11994,5253,203630
LGA18500,78,52,101,97,76,56,41,23,10,534,4,3,3,7,6,9,0,0,0,25,3562,2177,3321,3110,3084,2385,2430,1427,768,22259,45,25,38,57,41,28,17,13,4,265,32,15,57,49,25,8,10,3,3,200,1148,662,675,704,717,1072,1144,577,358,7050,0,4,0,0,0,0,0,0,0,4,4,0,5,10,4,0,0,0,0,25,9,20,23,25,24,14,13,4,0,123,13,26,31,32,28,16,13,6,0,151,2688,1895,3917,2770,2128,1530,1124,486,192,16722,943,686,1274,992,884,707,744,448,279,6946,8469,5539,9432,7838,7022,5833,5531,2981,1599,54240
LGA18710,90,22,37,54,54,35,26,8,4,327,0,4,0,0,3,0,4,0,0,8,1876,1044,777,1304,1510,1366,1097,555,236,9760,0,3,3,0,3,3,0,0,0,15,12,8,8,0,8,6,0,0,0,46,4,3,3,0,3,0,0,3,0,20,0,0,3,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,4,9,5,3,13,18,4,0,0,0,53,10,11,4,15,16,4,0,0,0,60,1216,516,523,672,713,566,350,95,28,4673,263,171,128,208,235,238,144,76,31,1497,3399,1756,1458,2211,2497,2192,1596,730,296,16142
LGA19399,0,0,6,7,0,0,0,4,0,13,0,0,0,0,0,0,0,0,0,0,93,42,69,80,93,99,68,32,12,581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,70,41,41,60,37,48,23,5,4,332,23,10,23,26,15,19,13,4,3,141,188,90,139,168,142,166,104,47,22,1056
LGA19499,13,47,60,42,39,42,27,7,0,281,4,0,3,3,0,4,3,0,0,9,290,507,704,582,626,770,647,161,40,4328,13,24,64,12,4,3,0,0,0,122,29,34,71,54,18,5,3,0,0,222,4,0,3,8,3,5,3,0,0,24,5,0,0,3,3,0,0,0,0,17,3,4,8,0,0,0,0,0,0,14,3,14,11,8,8,10,0,3,0,60,8,19,19,13,12,11,5,5,0,91,277,765,927,467,427,401,231,39,5,3537,113,484,860,729,681,493,282,64,27,3744,740,1876,2703,1900,1798,1722,1196,282,78,12288
LGA19799,0,0,4,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,19,8,14,18,28,39,80,30,4,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16,12,10,17,11,10,3,0,88,4,3,6,0,6,14,19,8,0,60,39,25,32,34,50,74,108,42,10,412
