LGA_CODE_2016,C06_CFNC_BF_N,C06_CFNC_BF_1_149,C06_CFNC_BF_150_299,C06_CFNC_BF_300_399,C06_CFNC_BF_400_499,C06_CFNC_BF_500_649,C06_CFNC_BF_650_799,C06_CFNC_BF_800_999,C06_CFNC_BF_1000_1499,C06_CFNC_BF_1500_1999,C06_CFNC_BF_2000_2499,C06_CFNC_BF_2500_2999,C06_CFNC_BF_3000_3999,C06_CFNC_BF_4000m,C06_CFNC_BF_Ns,C06_CFNC_BF_T,C06_CFNC_BPT_N,C06_CFNC_BPT_1_149,C06_CFNC_BPT_150_299,C06_CFNC_BPT_300_399,C06_CFNC_BPT_400_499,C06_CFNC_BPT_500_649,C06_CFNC_BPT_650_799,C06_CFNC_BPT_800_999,C06_CFNC_BPT_1000_1499,C06_CFNC_BPT_1500_1999,C06_CFNC_BPT_2000_2499,C06_CFNC_BPT_2500_2999,C06_CFNC_BPT_3000_3999,C06_CFNC_BPT_4000m,C06_CFNC_BPT_Ns,C06_CFNC_BPT_T,C06_CFNC_1F1P_N,C06_CFNC_1F1P_1_149,C06_CFNC_1F1P_150_299,C06_CFNC_1F1P_300_399,C06_CFNC_1F1P_400_499,C06_CFNC_1F1P_500_649,C06_CFNC_1F1P_650_799,C06_CFNC_1F1P_800_999,C06_CFNC_1F1P_1000_1499,C06_CFNC_1F1P_1500_1999,C06_CFNC_1F1P_2000_2499,C06_CFNC_1F1P_2500_2999,C06_CFNC_1F1P_3000_3999,C06_CFNC_1F1P_4000m,C06_CFNC_1F1P_Ns,C06_CFNC_1F1P_T,C06_CFNC_1E1A_N,C06_CFNC_1E1A_1_149,C06_CFNC_1E1A_150_299,C06_CFNC_1E1A_300_399,C06_CFNC_1E1A_400_499,C06_CFNC_1E1A_500_649,C06_CFNC_1E1A_650_799,C06_CFNC_1E1A_800_999,C06_CFNC_1E1A_1000_1499,C06_CFNC_1E1A_1500_1999,C06_CFNC_1E1A_2000_2499,C06_CFNC_1E1A_2500_2999,C06_CFNC_1E1A_3000_3999,C06_CFNC_1E1A_4000m,C06_CFNC_1E1A_Ns,C06_CFNC_1E1A_T,C06_CFNC_1F1NW_N,C06_CFNC_1F1NW_1_149,C06_CFNC_1F1NW_150_299,C06_CFNC_1F1NW_300_399,C06_CFNC_1F1NW_400_499,C06_CFNC_1F1NW_500_649,C06_CFNC_1F1NW_650_799,C06_CFNC_1F1NW_800_999,C06_CFNC_1F1NW_1000_1499,C06_CFNC_1F1NW_1500_1999,C06_CFNC_1F1NW_2000_2499,C06_CFNC_1F1NW_2500_2999,C06_CFNC_1F1NW_3000_3999,C06_CFNC_1F1NW_4000m,C06_CFNC_1F1NW_Ns,C06_CFNC_1F1NW_T,C06_CFNC_1P1NW_N,C06_CFNC_1P1NW_1_149,C06_CFNC_1P1NW_150_299,C06_CFNC_1P1NW_300_399,C06_CFNC_1P1NW_400_499,C06_CFNC_1P1NW_500_649,C06_CFNC_1P1NW_650_799,C06_CFNC_1P1NW_800_999,C06_CFNC_1P1NW_1000_1499,C06_CFNC_1P1NW_1500_1999,C06_CFNC_1P1NW_2000_2499,C06_CFNC_1P1NW_2500_2999,C06_CFNC_1P1NW_3000_3999,C06_CFNC_1P1NW_4000m,C06_CFNC_1P1NW_Ns,C06_CFNC_1P1NW_T,C06_CFNC_1A1NW_N,C06_CFNC_1A1NW_1_149,C06_CFNC_1A1NW_150_299,C06_CFNC_1A1NW_300_399,C06_CFNC_1A1NW_400_499,C06_CFNC_1A1NW_500_649,C06_CFNC_1A1NW_650_799,C06_CFNC_1A1NW_800_999,C06_CFNC_1A1NW_1000_1499,C06_CFNC_1A1NW_1500_1999,C06_CFNC_1A1NW_2000_2499,C06_CFNC_1A1NW_2500_2999,C06_CFNC_1A1NW_3000_3999,C06_CFNC_1A1NW_4000_m,C06_CFNC_1A1NW_Ns,C06_CFNC_1A1NW_T,C06_CFNC_BA_N,C06_CFNC_BA_1_149,C06_CFNC_BA_150_299,C06_CFNC_BA_300_399,C06_CFNC_BA_400_499,C06_CFNC_BA_500_649,C06_CFNC_BA_650_799,C06_CFNC_BA_800_999,C06_CFNC_BA_1000_1499,C06_CFNC_BA_1500_1999,C06_CFNC_BA_2000_2499,C06_CFNC_BA_2500_2999,C06_CFNC_BA_3000_3999,C06_CFNC_BA_4000_m,C06_CFNC_BA_Ns,C06_CFNC_BA_T,C06_CFNC_BNW_N,C06_CFNC_BNW_1_149,C06_CFNC_BNW_150_299,C06_CFNC_BNW_300_399,C06_CFNC_BNW_400_499,C06_CFNC_BNW_500_649,C06_CFNC_BNW_650_799,C06_CFNC_BNW_800_999,C06_CFNC_BNW_1000_1499,C06_CFNC_BNW_1500_1999,C06_CFNC_BNW_2000_2499,C06_CFNC_BNW_2500_2999,C06_CFNC_BNW_3000_3999,C06_CFNC_BNW_4000m,C06_CFNC_BNW_Ns,C06_CFNC_BNW_T,C06_CFNC_LFns_N,C06_CFNC_LFns_1_149,C06_CFNC_LFns_150_299,C06_CFNC_LFns_300_399,C06_CFNC_LFns_400_499,C06_CFNC_LFns_500_649,C06_CFNC_LFns_650_799,C06_CFNC_LFns_800_999,C06_CFNC_LFns_1000_1499,C06_CFNC_LFns_1500_1999,C06_CFNC_LFns_2000_2499,C06_CFNC_LFns_2500_2999,C06_CFNC_LFns_3000_3999,C06_CFNC_LFns_4000m,C06_CFNC_LFns_Ns,C06_CFNC_LFns_T,C06_CFNC_T_N,C06_CFNC_T_1_149,C06_CFNC_T_150_299,C06_CFNC_T_300_399,C06_CFNC_T_400_499,C06_CFNC_T_500_649,C06_CFNC_T_650_799,C06_CFNC_T_800_999,C06_CFNC_T_1000_1499,C06_CFNC_T_1500_1999,C06_CFNC_T_2000_2499,C06_CFNC_T_2500_2999,C06_CFNC_T_3000_3999,C06_CFNC_T_4000_m,C06_CFNC_T_Ns,C06_CFNC_T_T,C06_CF_BFT_N,C06_CF_BFT_1_149,C06_CF_BFT_150_299,C06_CF_BFT_300_399,C06_CF_BFT_400_499,C06_CF_BFT_500_649,C06_CF_BFT_650_799,C06_CF_BFT_800_999,C06_CF_BFT_1000_1499,C06_CF_BFT_1500_1999,C06_CF_BFT_2000_2499,C06_CF_BFT_2500_2999,C06_CF_BFT_3000_3999,C06_CF_BFT_4000m,C06_CF_BFT_Ns,C06_CF_BFT_T,C06_CF_BPT_N,C06_CF_BPT_1_149,C06_CF_BPT_150_299,C06_CF_BPT_300_399,C06_CF_BPT_400_499,C06_CF_BPT_500_649,C06_CF_BPT_650_799,C06_CF_BPT_800_999
LGA16200,5,3,0,0,7,19,5,8,108,76,30,18,8,4,6,301,0,3,3,0,9,4,3,12,21,4,0,3,0,0,3,59,0,0,0,0,6,19,4,13,87,37,13,10,3,0,7,209,0,0,0,0,0,3,3,4,8,12,6,0,0,0,0,41,0,3,3,4,0,16,31,18,36,5,4,8,0,0,4,133,0,0,3,7,16,27,14,9,12,0,0,0,0,0,4,91,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,14,0,0,0,0,0,3,0,0,3,3,3,0,0,0,0,13,7,19,9,11,280,107,7,15,43,7,3,0,0,0,23,545,0,0,0,0,5,3,3,0,0,0,0,0,0,0,92,103,14,27,18,23,330,201,70,81,334,140,61,43,16,4,137,1510,0,4,0,3,3,11,11,7,84,68,54,20,12,5,46,335,0,0,0,0,3,3,3,3
LGA16260,8,3,3,0,10,31,10,24,810,956,1117,643,572,188,53,4434,0,7,8,10,25,64,17,45,182,58,28,14,17,0,13,485,3,9,3,3,0,36,43,113,599,336,234,112,113,19,27,1655,3,3,0,3,0,11,6,18,89,68,61,41,25,6,17,356,7,3,5,18,9,148,236,243,541,194,60,153,33,0,45,1704,9,24,44,58,37,139,95,79,157,81,17,14,17,0,23,787,3,3,4,3,4,26,20,18,40,14,4,11,0,3,9,155,4,0,0,3,3,10,0,8,21,19,18,13,11,4,4,124,283,254,94,56,1396,983,227,292,718,121,53,36,22,16,146,4699,5,4,0,0,36,21,8,4,26,8,0,0,0,0,785,909,324,309,155,153,1523,1473,663,838,3198,1854,1595,1040,820,251,1121,15311,9,9,5,7,13,40,25,45,621,815,957,769,809,410,434,4956,5,3,0,6,18,48,30,58
LGA16350,14,3,0,0,8,33,4,50,1074,1187,947,378,179,32,81,3992,0,0,0,4,14,41,16,22,143,46,30,11,10,4,6,353,3,0,0,0,5,36,49,128,741,371,180,96,52,8,40,1724,6,0,0,0,0,13,11,13,115,102,59,26,13,7,18,381,7,0,3,17,10,154,243,270,580,169,36,92,18,3,73,1676,3,13,17,26,31,135,72,79,113,30,7,8,6,0,25,567,0,0,3,9,0,17,26,15,49,15,3,7,0,0,12,165,0,0,0,0,7,4,0,10,37,18,19,8,6,3,12,125,73,130,60,49,1432,751,154,154,347,25,23,3,6,11,143,3370,4,11,3,3,33,25,5,9,23,13,3,0,0,0,634,773,111,164,93,109,1535,1207,588,763,3233,1982,1311,631,285,74,1052,13123,20,5,3,0,10,37,15,41,781,1183,1219,826,670,221,626,5659,3,0,3,5,6,28,18,48
LGA16380,11,7,0,3,5,27,6,33,427,232,153,77,42,16,18,1072,0,4,3,10,20,75,20,47,114,25,19,11,0,7,7,361,3,4,3,0,10,41,52,78,377,166,55,24,33,10,14,865,0,0,0,3,3,10,5,14,57,16,23,4,7,0,10,156,4,6,3,7,9,81,100,79,168,61,9,32,9,0,27,618,0,8,19,20,56,148,84,52,109,19,15,3,6,6,14,559,0,0,0,3,5,23,10,6,18,4,0,0,0,3,3,79,0,0,0,0,0,11,4,4,23,5,4,3,3,0,3,59,56,138,60,41,1805,1318,251,284,762,106,44,21,20,15,171,5077,3,3,0,0,58,37,10,5,28,3,3,0,0,0,451,602,78,173,102,89,1978,1768,533,606,2087,647,314,177,119,56,716,9451,0,0,4,0,14,32,24,30,316,264,217,127,62,24,128,1237,3,0,3,0,8,26,24,51
LGA16400,6,10,0,3,10,22,4,24,292,237,184,65,49,10,16,936,3,6,0,0,23,55,13,22,80,20,14,6,5,0,3,247,3,0,0,3,0,26,25,65,292,142,62,23,16,3,10,663,7,3,0,0,3,3,0,15,54,27,11,9,7,0,4,141,3,0,0,6,3,45,84,80,185,58,17,33,4,3,28,565,0,9,10,15,42,113,49,44,88,21,12,9,10,6,15,431,0,0,0,3,0,8,10,4,21,3,0,9,0,3,3,67,0,0,0,0,3,0,3,3,17,7,10,3,3,0,0,53,42,93,42,43,1261,785,184,191,497,59,24,27,16,19,112,3400,3,11,3,0,36,23,10,3,13,0,0,0,0,0,434,551,65,132,59,76,1379,1083,386,445,1542,579,338,179,107,43,630,7044,5,0,0,0,7,20,5,18,217,254,235,142,113,24,128,1170,0,0,3,0,0,23,17,36
LGA16490,8,0,0,0,4,23,3,17,279,294,334,199,199,72,22,1469,0,0,3,0,3,12,3,18,48,18,13,8,7,0,6,148,0,0,3,0,0,18,14,45,218,142,72,52,51,17,5,651,0,0,0,3,0,3,0,8,23,28,22,16,11,8,7,134,0,0,0,9,4,34,49,58,137,66,28,44,24,0,13,468,0,0,4,9,13,34,16,18,54,16,15,7,3,0,3,199,0,0,0,0,0,8,3,10,17,4,3,4,0,0,3,53,0,0,0,0,0,3,0,3,3,12,14,10,3,0,3,56,15,34,14,11,352,178,59,63,181,38,17,8,5,4,38,1027,3,0,0,0,12,0,5,3,3,3,0,3,0,0,286,322,30,48,26,41,386,317,165,238,966,623,510,347,308,114,399,4524,4,0,3,0,0,12,5,15,187,293,371,307,323,149,176,1839,0,0,0,0,9,6,3,15
LGA16550,6,3,5,0,3,13,8,20,456,616,806,577,624,338,43,3528,3,4,6,9,12,60,17,31,116,36,29,9,27,13,5,376,0,4,3,3,0,15,28,50,411,251,154,129,130,32,27,1248,0,0,3,0,0,0,0,6,53,38,40,42,35,15,15,255,3,3,4,8,3,67,109,121,263,128,55,116,38,15,39,960,0,20,24,37,19,94,49,53,109,28,20,16,7,8,21,514,4,3,3,3,5,8,6,14,26,4,3,9,4,0,13,92,0,0,0,0,0,7,5,4,22,15,15,16,23,4,8,111,147,130,54,30,835,516,106,103,426,98,55,45,21,23,125,2723,6,7,0,0,36,16,9,8,22,0,3,0,0,3,746,859,172,176,90,89,919,793,333,421,1902,1222,1179,959,917,452,1039,10666,3,5,0,3,3,22,9,23,249,333,428,379,513,391,259,2622,0,0,3,3,8,19,13,26
LGA16610,3,3,0,3,12,24,4,11,167,65,29,16,8,0,6,347,0,0,0,0,9,19,5,6,20,4,3,0,0,0,3,82,0,0,0,3,3,18,10,31,107,30,17,5,0,0,6,244,0,0,0,0,0,8,4,3,20,3,0,4,0,0,3,44,0,0,5,3,4,32,53,36,51,14,0,3,0,0,12,213,0,5,6,11,20,43,12,12,12,3,3,0,0,0,5,136,0,0,0,4,0,6,3,3,4,3,0,0,0,0,0,28,0,0,0,0,3,3,0,0,11,3,0,0,0,0,0,21,12,35,17,15,462,231,54,47,111,15,9,3,0,0,30,1039,0,3,0,0,12,6,3,8,7,3,0,0,0,0,129,173,18,47,30,39,528,392,151,154,513,137,63,31,12,3,198,2324,0,0,4,0,4,16,6,16,125,107,62,21,10,4,36,404,0,0,0,0,0,5,8,17
LGA16650,6,0,0,0,4,20,3,29,559,530,459,267,244,76,31,2232,0,0,3,7,19,44,12,43,84,29,11,10,3,4,0,261,3,0,0,0,5,12,29,64,316,156,93,39,35,6,17,777,3,0,3,0,0,14,6,12,60,38,25,18,15,6,7,211,6,0,0,15,10,127,146,126,237,79,26,48,10,3,56,891,5,7,28,52,22,89,34,36,52,15,8,3,5,0,11,373,0,0,6,3,5,19,9,10,27,5,5,0,0,0,10,97,0,0,0,0,3,7,0,3,23,12,9,0,4,3,13,74,135,180,63,42,1163,568,89,111,311,47,26,20,8,10,138,2912,8,4,3,3,45,22,7,0,12,8,3,0,3,3,479,600,165,197,102,117,1283,916,328,437,1672,928,661,412,330,106,763,8425,7,8,3,3,6,33,8,29,409,469,462,288,275,138,240,2379,4,0,0,6,4,24,11,38
LGA16700,3,4,0,0,5,14,9,18,344,478,587,415,432,162,35,2495,0,6,7,13,16,60,11,30,93,29,17,10,12,3,4,304,3,0,3,3,3,20,30,66,320,191,111,89,92,13,12,962,0,0,0,3,0,6,6,10,51,41,32,18,16,5,14,206,3,0,3,13,0,78,114,102,252,124,38,76,23,6,27,859,6,21,23,31,21,98,37,47,101,33,14,10,3,11,20,475,0,3,0,4,0,4,14,11,27,6,0,4,0,0,9,86,0,3,0,0,0,3,0,0,14,17,17,11,9,0,3,76,195,139,38,26,888,606,139,130,382,84,34,14,7,10,95,2786,5,3,0,0,26,9,5,3,18,5,3,0,0,0,486,559,218,175,79,91,967,895,357,416,1595,1003,853,645,599,219,696,8809,10,5,0,0,4,13,11,27,291,391,466,399,523,307,239,2697,0,0,0,4,8,33,19,30
LGA16900,3,0,0,0,3,11,0,17,277,239,200,79,44,10,13,919,0,0,0,0,4,17,7,14,47,19,6,4,0,0,3,120,3,0,0,0,0,18,11,50,285,128,52,35,18,3,15,623,0,0,0,0,0,6,3,5,47,32,18,5,3,0,3,139,0,0,0,3,3,54,92,100,210,61,7,36,4,0,34,609,0,3,10,19,17,88,35,29,34,8,0,0,0,0,11,259,0,0,0,3,7,10,4,13,19,6,0,3,0,0,6,73,3,0,0,0,0,3,0,0,19,4,8,6,3,0,5,59,35,97,30,25,1118,619,92,96,250,13,6,3,3,6,75,2479,3,4,0,0,31,12,5,4,14,0,0,0,0,0,246,321,45,106,41,48,1185,850,259,321,1206,532,302,176,83,15,414,5586,4,0,0,0,0,11,3,15,245,298,283,201,139,34,151,1385,0,0,0,0,4,17,8,30
LGA16950,7,11,4,3,20,49,9,32,463,283,164,95,62,10,32,1254,0,8,3,6,31,91,28,47,149,25,22,9,13,4,9,449,3,4,4,7,5,49,45,110,424,168,79,32,34,11,24,1004,0,0,0,3,0,13,12,15,71,14,20,14,3,0,9,184,6,0,3,14,17,106,126,109,208,58,19,37,4,0,26,732,0,13,26,40,58,164,93,81,112,27,14,8,7,3,20,659,0,3,0,7,6,18,8,8,31,9,3,3,0,0,10,105,3,0,0,0,3,0,3,3,37,7,6,0,0,0,8,71,102,176,80,66,2476,1445,347,348,826,99,56,24,15,22,206,6298,5,11,0,4,59,29,5,12,29,8,0,0,0,0,622,797,131,222,125,143,2687,1968,676,761,2354,703,384,224,143,57,962,11552,7,0,6,3,4,34,20,31,314,279,233,120,81,20,165,1314,0,6,3,3,10,45,36,50
LGA17000,4,0,0,0,8,14,0,9,106,85,91,54,63,19,5,460,0,3,3,0,4,3,0,0,24,14,3,0,6,0,3,68,0,0,0,3,4,6,4,17,107,59,42,27,25,0,9,312,0,0,0,0,0,9,0,0,18,8,11,6,9,3,6,61,0,0,3,3,0,24,25,24,89,52,6,31,3,0,5,272,0,3,5,4,3,17,8,9,22,10,4,6,0,0,4,96,0,0,0,3,0,9,0,3,11,6,0,3,0,0,0,34,0,0,0,0,0,0,0,0,4,4,0,3,8,0,3,21,21,30,13,6,198,122,30,23,61,14,9,0,8,0,22,547,0,4,0,0,3,4,0,0,3,0,0,3,3,0,112,130,30,44,25,19,226,199,76,91,438,238,170,123,120,28,170,1983,0,0,0,0,0,7,3,14,76,85,90,59,93,33,57,521,0,0,0,0,0,5,0,3
LGA17040,3,8,0,0,16,18,12,13,176,119,63,38,22,7,9,505,3,0,4,3,7,18,17,7,37,5,0,5,0,0,3,103,4,0,0,3,3,17,24,25,165,59,13,17,14,3,5,358,0,0,0,0,0,3,10,3,21,13,7,4,3,0,0,58,3,0,3,3,3,17,30,18,55,36,0,7,5,0,3,191,0,0,4,7,9,34,23,8,39,3,3,0,0,0,7,142,0,0,0,0,0,3,3,4,3,3,0,0,0,0,0,25,0,0,0,0,0,3,3,3,6,3,0,0,3,0,3,26,10,28,13,3,215,132,26,36,64,4,3,9,0,0,20,564,3,0,0,0,12,4,0,0,7,0,0,0,0,0,125,154,29,49,23,20,261,244,138,116,577,247,103,80,47,13,185,2126,0,4,5,0,7,12,5,13,137,104,73,30,40,14,71,510,0,0,0,0,4,11,3,8
LGA17080,6,3,0,0,7,14,7,10,126,68,46,20,14,5,10,336,0,3,0,0,0,16,0,7,8,0,3,0,0,3,3,56,3,0,0,0,3,12,8,30,111,33,14,6,0,3,6,237,0,0,0,0,0,7,3,7,23,10,3,0,0,0,0,48,0,0,0,0,3,14,25,21,49,16,4,7,0,0,13,154,0,0,7,11,10,20,10,10,24,0,0,0,0,0,3,97,0,0,0,0,0,0,0,3,0,3,0,0,0,0,5,15,0,0,0,0,0,3,0,0,3,3,0,0,0,0,3,16,9,28,7,14,276,119,22,20,46,9,3,0,0,0,19,573,0,0,0,0,9,3,3,4,4,0,0,0,0,0,124,149,21,39,15,25,318,205,89,109,391,138,82,40,24,8,188,1687,0,0,0,3,3,11,3,11,86,80,52,25,14,7,50,348,0,0,0,0,0,7,3,4
LGA17100,3,0,0,0,3,0,0,4,106,122,127,82,68,29,13,559,0,4,0,3,0,17,7,3,23,6,4,0,3,3,3,84,0,0,0,0,0,3,7,15,83,37,35,11,19,8,7,212,0,0,0,0,0,5,0,3,14,10,5,3,0,3,5,57,0,0,3,0,4,33,50,34,73,16,12,20,3,0,7,262,0,6,9,11,3,37,14,5,28,5,5,0,4,0,3,138,0,0,0,0,0,3,7,6,4,0,0,3,0,0,3,35,0,0,0,0,0,0,0,0,3,6,0,0,3,0,0,21,63,54,14,15,229,117,21,29,93,25,12,12,9,3,26,709,4,0,0,0,6,8,0,0,3,0,0,0,0,0,124,148,71,60,29,33,250,219,111,106,430,226,199,134,112,47,196,2218,3,4,0,0,5,14,8,8,131,158,139,114,169,144,127,1026,0,0,0,3,0,5,4,11
LGA17150,9,5,3,0,15,26,15,33,806,1073,1369,899,733,230,76,5297,3,10,6,8,15,64,21,51,216,84,58,21,32,16,17,621,7,6,3,9,4,45,57,110,697,534,377,211,248,50,48,2400,0,0,3,4,4,17,5,15,97,108,97,59,63,16,21,509,7,0,0,15,11,90,155,171,495,227,85,234,63,17,89,1657,9,13,20,48,46,162,90,99,273,95,52,35,15,12,31,995,0,0,3,4,4,19,11,19,50,12,13,10,3,4,15,160,0,4,0,0,0,7,3,3,31,16,31,23,21,8,18,166,126,204,72,75,1559,1543,373,444,1154,243,112,59,60,49,236,6301,7,9,3,3,57,32,9,6,48,14,0,3,0,0,1010,1201,164,247,118,160,1710,1999,736,953,3874,2400,2192,1552,1229,398,1557,19299,13,8,0,6,6,36,16,46,494,755,1048,1024,1200,673,708,6031,4,4,3,6,4,27,20,38
LGA17200,12,3,3,0,9,31,6,38,775,1055,1428,1271,1762,1025,67,7490,7,15,7,3,36,118,15,55,180,47,34,31,42,18,7,617,3,3,0,3,12,30,44,78,552,380,269,224,337,81,22,2041,3,3,5,0,3,5,3,10,68,64,68,78,101,41,25,472,9,3,6,11,3,93,150,139,416,194,84,278,145,60,31,1623,11,16,30,55,20,92,52,40,98,34,19,25,37,14,9,559,5,8,0,0,0,9,5,5,23,13,11,15,4,5,9,112,7,0,0,0,0,3,0,3,21,13,38,21,43,23,5,189,216,106,35,27,637,205,28,58,199,47,36,54,33,29,59,1768,0,3,0,0,17,8,7,0,14,5,7,0,3,3,1255,1328,266,161,89,106,742,603,312,422,2343,1858,1990,1990,2514,1298,1499,16199,3,3,0,3,3,15,10,13,145,158,198,171,273,244,135,1375,0,0,3,0,3,10,10,11
LGA17310,15,10,7,0,17,71,9,39,472,273,164,79,55,23,18,1246,3,3,3,9,14,41,17,29,80,24,5,0,4,0,10,232,3,5,3,4,12,45,35,79,343,118,52,30,34,5,16,782,0,0,0,0,3,11,4,11,43,24,13,7,8,0,3,119,3,0,6,3,6,72,105,75,138,39,14,10,8,0,34,510,3,7,5,18,26,86,43,33,48,16,4,0,3,3,17,304,0,0,0,3,5,9,14,12,10,8,0,0,0,0,5,73,3,0,0,0,3,4,0,0,23,10,7,3,0,4,5,62,26,78,21,13,822,447,82,76,231,27,11,10,12,4,71,1931,0,3,0,0,35,14,7,4,14,5,0,0,0,0,377,468,59,105,53,48,943,805,307,354,1392,528,281,141,112,39,550,5725,3,10,4,6,9,18,10,31,300,307,200,141,92,27,148,1306,0,0,3,0,0,9,9,19
LGA17350,5,3,0,0,7,7,3,3,56,26,15,6,6,4,3,144,0,0,0,3,0,4,4,0,5,3,3,0,0,0,0,19,4,0,0,0,0,5,7,10,46,12,3,3,0,0,0,92,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,11,0,0,0,0,3,6,13,8,11,0,0,0,0,0,0,50,0,0,0,6,3,16,0,0,4,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,5,15,5,6,112,76,8,8,31,0,0,0,0,0,3,261,0,0,0,0,3,3,0,0,3,0,0,0,0,0,45,57,16,18,4,14,130,125,26,35,159,51,18,8,8,8,56,682,0,4,0,4,0,7,6,7,36,23,23,5,3,0,21,144,0,0,0,0,0,0,0,3
LGA17400,3,4,0,6,8,8,0,7,54,26,10,10,8,0,5,146,0,0,0,0,9,13,0,5,7,3,0,0,0,0,0,34,3,0,0,0,3,8,6,16,38,11,4,4,0,0,0,99,0,0,0,0,0,3,0,0,8,0,3,0,0,0,0,18,0,0,0,0,3,8,8,9,20,6,3,0,0,0,8,79,0,3,4,8,9,9,3,7,8,0,0,0,0,0,0,44,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,10,7,4,152,59,16,8,31,0,0,0,0,0,13,315,0,0,0,0,12,0,0,0,0,0,0,0,0,0,45,57,25,19,12,15,194,115,38,53,166,46,23,11,9,0,82,811,0,3,0,0,3,3,4,9,34,28,17,3,0,0,15,120,0,0,0,0,0,4,3,0
LGA17420,7,3,0,0,3,35,6,22,397,525,739,562,548,189,45,3090,3,3,3,9,11,42,12,41,139,57,37,20,20,9,9,407,9,3,3,3,4,25,16,77,398,303,208,182,198,30,22,1481,0,0,0,3,0,7,8,15,65,45,36,43,41,15,17,284,8,3,3,11,6,55,97,104,333,179,63,217,47,12,43,1182,0,8,14,28,24,77,74,77,172,54,17,28,12,4,10,608,3,0,4,0,0,12,9,11,35,14,14,13,3,3,9,136,0,0,0,0,0,3,0,5,19,10,12,17,14,7,7,95,129,95,33,28,649,600,114,199,598,122,57,50,23,23,92,2811,3,0,3,0,21,15,9,3,13,5,0,3,3,3,519,604,162,124,62,88,724,873,345,557,2171,1321,1179,1125,899,291,771,10696,11,8,3,3,13,33,23,34,415,588,939,966,1270,810,611,5733,0,0,5,7,8,25,14,37
LGA17550,8,7,0,0,8,31,15,30,419,268,182,67,41,9,29,1124,0,0,3,7,16,64,14,40,127,28,11,8,6,7,9,348,3,3,3,3,7,37,36,72,417,170,55,30,19,6,20,886,3,0,3,5,9,15,9,8,65,27,17,3,7,0,10,180,0,0,0,6,14,78,118,119,186,65,18,25,11,7,40,688,3,4,9,21,60,172,65,47,96,19,8,11,0,3,16,532,0,0,4,3,7,19,14,8,17,5,0,5,0,0,9,86,0,0,0,0,3,3,0,4,17,6,5,3,0,3,5,68,67,139,61,52,1916,1394,272,291,712,98,40,27,20,21,195,5295,3,10,0,5,46,26,10,8,24,3,3,0,0,0,585,724,86,168,81,101,2091,1841,547,643,2091,691,343,180,107,60,914,9933,5,0,3,0,4,28,15,34,286,302,238,128,79,24,154,1298,0,3,3,9,0,35,22,54
LGA17620,12,4,0,0,3,18,7,14,123,67,51,17,19,6,11,348,3,0,0,0,3,9,0,11,23,5,3,3,0,0,3,63,3,3,0,0,0,12,16,15,94,25,20,12,14,3,5,230,0,0,0,0,0,0,0,5,7,11,4,0,0,0,0,38,0,0,0,0,0,18,31,25,39,15,5,14,4,0,13,167,0,0,0,5,9,24,6,0,11,0,0,4,0,0,3,65,0,0,0,0,0,4,0,3,5,0,0,0,0,0,0,24,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,11,10,30,4,6,197,105,26,13,55,8,3,3,5,3,18,476,0,0,4,0,8,0,0,0,4,0,0,0,0,0,74,95,27,41,9,11,228,202,93,84,374,135,83,48,35,15,132,1522,3,6,0,0,3,3,3,9,82,60,47,20,23,7,55,327,0,0,0,0,0,5,0,8
LGA17640,13,3,3,0,4,16,3,9,57,36,28,9,5,8,3,202,0,0,0,0,3,14,3,4,17,4,0,3,0,0,3,48,7,0,7,3,4,15,3,16,46,20,4,8,5,0,0,125,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,17,3,4,0,8,3,19,12,13,16,10,3,0,3,0,8,103,0,0,3,5,3,10,13,3,10,3,4,0,0,0,0,58,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,13,9,5,4,92,58,5,14,18,4,0,0,0,0,16,243,0,0,0,0,7,4,0,0,0,0,0,0,0,0,49,59,36,21,17,22,118,138,40,59,176,76,43,18,23,10,82,884,0,0,0,0,3,15,0,11,32,40,34,7,12,3,31,192,0,0,0,0,0,0,0,4
