LGA_CODE_2016,C16_M_FoodHos_PS_15_19,C16_M_FoodHos_PS_20_24,C16_M_FoodHos_PS_25_34,C16_M_FoodHos_PS_35_44,C16_M_FoodHos_PS_45_54,C16_M_FoodHos_PS_55_64,C16_M_FoodHos_PS_65_74,C16_M_FoodHos_PS_75_84,C16_M_FoodHos_PS_85o,C16_M_Foo_hos_pers_S_Tot,C16_M_MixFld_pr_15_19,C16_M_MixFld_pr_20_24,C16_M_MixFld_pr_25_34,C16_M_MixFld_pr_35_44,C16_M_MixFld_pr_45_54,C16_M_MixFld_pr_55_64,C16_M_MixFld_pr_65_74,C16_M_MixFld_pr_75_84,C16_M_MixFld_pr_85_ov,C16_M_MixFld_pr_Tot,C16_M_FldStu_ID_15_19,C16_M_FldStu_ID_20_24,C16_M_FldStu_ID_25_34,C16_M_FldStu_ID_35_44,C16_M_FldStu_ID_45_54,C16_M_FldStu_ID_55_64,C16_M_FldStu_ID_65_74,C16_M_FldStu_ID_75_84,C16_M_FldStu_ID_85o,C16_M_FldStu_ID_Tot,C16_M_FldStu_NS_15_19,C16_M_FldStu_NS_20_24,C16_M_FldStu_NS_25_34,C16_M_FldStu_NS_35_44,C16_M_FldStu_NS_45_54,C16_M_FldStu_NS_55_64,C16_M_FldStu_NS_65_74,C16_M_FldStu_NS_75_84,C16_M_FldStu_NS_85o,C16_M_FldStu_NS_T,C16_M_Tot_15_19,C16_M_Tot_20_24,C16_M_Tot_25_34,C16_M_Tot_35_44,C16_M_Tot_45_54,C16_M_Tot_55_64,C16_M_Tot_65_74,C16_M_Tot_75_84,C16_M_Tot_85o,C16_M_T_T,C06_F_NatPhy_sci_15_19,C06_F_NatPhy_sci_20_24,C06_F_NatPhy_sci_25_34,C06_F_NatPhy_sci_35_44,C06_F_NatPhy_sci_45_54,C06_F_NatPhy_sci_55_64,C06_F_NatPhy_sci_65_74,C06_F_NatPhy_sci_75_84,C06_F_NatPhy_sci_85O,C06_F_NatPhy_sci_T,C06_F_InfTec_15_19,C06_F_InfTec_20_24,C06_F_InfTec_25_34,C06_F_InfTec_35_44,C06_F_InfTec_45_54,C06_F_InfTec_55_64,C06_F_InfTec_65_74,C06_F_InfTec_75_84,C06_F_InfTec_85O,C06_F_InfTec_T,C06_F_EngRT_15_19,C06_F_EngRT_20_24,C06_F_EngRT_25_34,C06_F_EngRT_35_44,C06_F_EngRT_45_54,C06_F_EngRT_55_64,C06_F_EngRT_65_74,C06_F_EngRT_75_84,C06_F_EngRT_85_ov,C06_F_EngRT_Tot,C06_F_ArchBuild_15_19,C06_F_ArchBuild_20_24,C06_F_ArchBuild_25_34,C06_F_ArchBuild_35_44,C06_F_ArchBuild_45_54,C06_F_ArchBuild_55_64,C06_F_ArchBuild_65_74,C06_F_ArchBuild_75_84,C06_F_ArchBuild_85o,C06_F_Arch_building_Tot,C06_F_AgEnv_RS_15_19,C06_F_AgEnv_RS_20_24,C06_F_AgEnv_RS_25_34,C06_F_AgEnv_RS_35_44,C06_F_AgEnv_RS_45_54,C06_F_AgEnv_RS_55_64,C06_F_AgEnv_RS_65_74,C06_F_AgEnv_RS_75_84,C06_F_AgEnv_RS_85o,C06_F_AgEnv_RS_T,C06_F_Health_15_19,C06_F_Health_20_24,C06_F_Health_25_34,C06_F_Health_35_44,C06_F_Health_45_54,C06_F_Health_55_64,C06_F_Health_65_74,C06_F_Health_75_84,C06_F_Health_85o,C06_F_Healt_T,C06_F_Educ_15_19,C06_F_Educ_20_24,C06_F_Educ_25_34,C06_F_Educ_35_44,C06_F_Educ_45_54,C06_F_Educ_55_64,C06_F_Educ_65_74,C06_F_Educ_75_84,C06_F_Educ_85o,C06_F_Educ_T,C06_F_MngtCom_15_19,C06_F_MngtCom_20_24,C06_F_MngtCom_25_34,C06_F_MngtCom_35_44,C06_F_MngtCom_45_54,C06_F_MngtCom_55_64,C06_F_MngtCom_65_74,C06_F_MngtCom_75_84,C06_F_MngtCom_85o,C06_F_MngtCom_T,C06_F_Soc_cult_15_19,C06_F_Soc_cult_20_24,C06_F_Soc_cult_25_34,C06_F_Soc_cult_35_44,C06_F_Soc_cult_45_54,C06_F_Soc_cult_55_64,C06_F_Soc_cult_65_74,C06_F_Soc_cult_75_84,C06_F_Soc_cult_85o,C06_F_Soc_cult_T,C06_F_Creative_art_15_19,C06_F_Creative_art_20_24,C06_F_Creative_art_25_34,C06_F_Creative_art_35_44,C06_F_Creative_art_45_54,C06_F_Creative_art_55_64,C06_F_Creative_art_65_74,C06_F_Creative_art_75_84,C06_F_Create_art_850,C06_F_Creative_arts_T,C06_F_FoodHos_PS_15_19,C06_F_FoodHos_PS_20_24,C06_F_FoodHos_PS_25_34,C06_F_FoodHos_PS_35_44,C06_F_FoodHos_PS_45_54,C06_F_FoodHos_PS_55_64,C06_F_FoodHos_PS_65_74,C06_F_FoodHos_PS_75_84,C06_F_FoodHos_PS_85o,C06_F_FoodHos_PS_T,C06_F_MixFld_pr_15_19,C06_F_MixFld_pr_20_24,C06_F_MixFld_pr_25_34,C06_F_MixFld_pr_35_44,C06_F_MixFld_pr_45_54,C06_F_MixFld_pr_55_64,C06_F_MixFld_pr_65_74,C06_F_MixFld_pr_75_84,C06_F_MixFld_pr_85o,C06_F_MixFld_pr_T,C06_F_FldStu_ID_15_19,C06_F_FldStu_ID_20_24,C06_F_FldStu_ID_25_34,C06_F_FldStu_ID_35_44,C06_F_FldStu_ID_45_54,C06_F_FldStu_ID_55_64,C06_F_FldStu_ID_65_74,C06_F_FldStu_ID_75_84,C06_F_FldStu_ID_85o,C06_F_FldStu_ID_T,C06_F_FldStu_NS_15_19,C06_F_FldStu_NS_20_24,C06_F_FldStu_NS_25_34,C06_F_FldStu_NS_35_44,C06_F_FldStu_NS_45_54,C06_F_FldStu_NS_55_64,C06_F_FldStu_NS_65_74,C06_F_FldStu_NS_75_84,C06_F_FldStu_NS_85o,C06_F_FldStu_NS_T,C06_F_Tot_15_19,C06_F_Tot_20_24,C06_F_Tot_25_34,C06_F_Tot_35_44,C06_F_Tot_45_54,C06_F_Tot_55_64,C06_F_Tot_65_74,C06_F_Tot_75_84,C06_F_Tot_85o,C06_F_T_T
LGA15560,0,3,8,6,8,0,3,0,0,28,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,3,0,0,7,18,19,24,32,37,37,30,16,6,232,33,57,152,142,148,128,86,42,15,794,0,0,3,5,0,3,0,0,3,15,0,0,3,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,3,0,4,14,3,6,0,0,0,0,34,0,6,14,17,20,17,17,4,4,94,0,4,16,25,19,11,4,4,0,80,3,7,35,33,15,15,9,0,0,120,0,3,11,3,9,4,0,0,0,44,0,0,4,0,0,3,0,0,0,13,0,5,7,7,0,4,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,12,8,16,10,18,30,17,15,5,135,18,43,122,119,101,91,52,25,16,584
LGA15650,0,6,30,20,17,10,6,10,0,114,0,0,0,5,0,0,5,0,3,7,0,3,8,5,7,10,8,3,0,39,50,53,206,167,150,113,72,56,11,874,72,233,819,733,769,529,319,134,32,3633,0,3,6,9,7,0,0,0,0,19,3,6,5,5,6,8,0,0,0,24,0,0,12,31,3,9,3,3,0,67,0,0,0,0,0,0,0,0,0,6,0,14,33,24,11,4,0,0,0,91,0,23,66,79,84,39,20,5,3,320,0,7,52,64,61,37,17,5,0,234,13,66,130,137,101,55,15,4,0,531,0,16,47,51,40,13,0,0,0,173,0,9,15,14,3,3,4,0,0,51,13,29,49,26,22,6,3,0,0,157,0,0,0,0,0,0,0,0,0,3,0,0,4,3,7,0,0,0,0,22,90,33,70,84,68,79,86,61,32,597,125,203,501,524,421,257,149,85,37,2295
LGA15700,3,14,29,37,28,42,32,13,0,193,0,0,3,0,0,0,4,3,3,15,0,0,3,4,17,10,14,9,0,66,70,51,56,71,148,164,172,154,80,974,100,185,408,544,768,1072,872,427,167,4540,0,0,4,7,11,7,4,0,0,34,0,0,3,12,13,4,3,0,0,33,0,0,0,8,17,8,9,16,4,62,0,0,0,8,3,0,0,0,0,16,0,6,10,20,16,4,5,0,0,54,0,13,29,84,168,116,62,30,3,511,0,4,33,73,133,78,53,20,4,395,15,49,103,126,136,83,43,37,4,601,0,20,67,71,97,48,21,10,3,326,0,3,10,22,22,12,16,3,3,90,14,28,36,39,43,20,11,11,3,208,0,0,0,0,0,0,0,0,0,3,0,0,4,6,9,3,0,0,0,25,73,22,59,88,109,104,149,200,89,895,114,148,350,563,772,501,368,326,112,3254
LGA15750,0,7,15,16,17,11,8,0,0,66,0,0,3,0,3,0,0,0,0,6,0,0,4,6,9,3,8,0,0,27,80,47,84,100,130,150,96,68,27,791,99,159,455,484,541,471,298,149,38,2690,0,3,10,10,6,0,0,0,0,31,0,3,6,17,4,3,0,0,0,34,0,3,3,6,6,0,4,0,0,27,0,0,0,3,0,0,0,0,0,3,0,5,29,17,8,3,3,0,0,77,0,10,42,71,87,67,29,12,6,329,0,11,56,70,67,40,24,3,3,270,17,38,136,114,89,42,12,9,3,454,3,18,44,42,43,21,3,6,0,183,0,4,3,9,7,4,0,0,0,26,3,10,34,28,14,12,0,4,0,107,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,9,42,26,48,81,81,78,91,77,19,537,70,131,418,459,415,270,160,107,42,2074
LGA15800,0,3,11,4,9,11,3,0,0,32,0,0,3,0,0,0,0,0,0,7,0,0,0,0,5,0,3,0,0,15,25,20,36,54,52,67,72,48,19,393,36,67,176,215,190,226,185,83,37,1217,0,0,3,0,0,0,0,0,0,7,0,0,3,0,0,4,0,0,0,14,0,0,0,3,5,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,3,5,9,7,0,0,0,0,21,0,6,21,38,37,32,17,8,0,164,0,3,22,29,29,22,14,4,0,127,8,21,39,36,37,20,4,7,3,165,0,10,26,15,18,6,5,0,0,87,0,0,4,3,0,0,0,0,0,5,0,12,15,5,4,3,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,20,5,23,25,39,31,47,73,34,292,29,71,168,167,172,128,86,88,38,956
LGA15850,0,7,15,8,0,4,3,0,0,36,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,5,6,0,16,23,19,35,47,54,61,54,33,16,336,34,98,191,213,231,222,186,89,23,1283,0,3,3,8,3,0,0,0,0,13,0,0,3,0,4,0,3,0,0,12,0,0,3,8,0,3,3,3,0,20,0,0,0,0,0,0,0,0,0,0,0,4,14,15,9,0,0,0,0,45,0,13,18,30,55,34,20,13,5,184,0,5,40,34,32,19,8,3,0,146,3,19,53,47,40,23,10,0,0,193,3,11,26,16,16,14,3,4,0,92,0,0,3,0,3,3,3,3,0,19,5,9,18,12,6,8,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,26,6,27,33,29,33,39,34,26,242,39,71,206,209,200,143,87,55,28,1039
LGA15900,31,148,369,314,195,151,88,48,11,1351,7,25,12,7,10,4,6,9,10,96,6,38,94,101,89,71,34,23,13,464,248,356,821,613,758,705,610,495,367,4963,534,2790,9022,7426,7024,6308,4018,2037,919,40072,10,118,249,199,146,74,21,9,0,827,14,29,120,74,47,24,3,0,0,309,3,51,169,141,93,67,63,62,19,677,0,47,75,51,35,13,9,3,0,229,4,41,89,55,24,12,0,3,0,230,18,333,1152,1212,1253,580,283,169,52,5053,5,138,744,691,971,582,260,133,39,3574,137,816,1595,1164,996,594,192,142,47,5667,45,403,1029,803,695,424,144,53,8,3612,22,234,384,229,140,75,42,25,8,1163,93,381,546,361,222,132,52,43,10,1828,5,8,3,5,7,3,4,3,0,38,5,22,78,69,47,43,20,6,3,294,484,444,635,689,731,660,877,1219,593,6338,834,3061,6866,5737,5413,3279,1971,1881,789,29833
LGA15950,10,27,150,114,71,35,28,13,0,450,0,3,5,0,0,3,0,0,0,9,0,22,53,61,38,40,24,12,4,255,77,169,728,539,345,318,225,113,51,2555,106,890,6741,5244,3280,2750,2174,928,278,22388,0,54,271,154,96,75,29,18,3,697,0,34,206,137,83,28,8,5,0,497,0,23,160,77,42,26,18,15,10,368,0,21,140,59,50,23,18,10,0,329,0,8,61,15,16,11,3,0,0,126,0,107,615,385,327,345,211,130,47,2165,0,49,357,236,322,392,188,78,27,1655,18,475,2300,1246,736,576,184,113,54,5711,10,213,1285,748,532,442,181,83,21,3516,5,208,668,328,182,119,36,27,15,1583,12,70,212,107,76,61,23,10,3,574,3,3,0,0,3,0,0,0,0,18,3,29,115,97,55,54,26,13,4,387,126,280,851,507,411,422,308,373,232,3515,179,1578,7256,4109,2921,2574,1228,865,418,21137
LGA15990,20,134,451,491,424,225,118,78,14,1956,7,13,12,8,11,6,8,7,7,84,10,26,109,207,177,130,92,45,31,836,426,371,1000,1168,1108,883,758,622,430,6757,668,2929,11399,15457,14788,10740,7742,4126,1632,69486,0,98,394,450,355,194,59,28,7,1593,6,42,234,312,193,75,14,0,0,879,3,37,198,323,177,125,102,91,50,1101,0,61,202,196,120,44,21,9,3,653,0,35,173,114,83,44,17,4,3,480,16,247,1280,1730,1656,1049,644,389,125,7141,7,138,1105,1393,1703,1241,592,299,74,6558,127,965,3891,4301,2690,1979,893,601,176,15638,73,474,1868,1799,1263,842,292,164,34,6810,32,374,1105,895,509,247,110,87,36,3384,85,342,816,763,477,356,124,87,37,3089,4,5,6,8,7,10,0,16,7,64,14,41,140,196,124,82,29,29,17,677,709,457,1140,1296,1101,1006,1002,1560,1253,9516,1092,3313,12555,13767,10475,7299,3901,3365,1824,57583
LGA16100,0,6,3,13,12,3,5,3,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,0,12,31,95,59,51,54,36,65,19,12,425,38,148,198,196,266,203,231,79,21,1373,0,0,4,4,0,3,3,0,0,17,0,0,4,8,0,0,0,0,0,15,0,0,3,8,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7,6,0,0,0,21,0,4,17,21,34,35,10,0,0,126,0,3,16,14,28,26,9,3,0,112,0,11,32,36,32,30,8,3,0,160,3,4,16,9,16,11,0,3,0,59,0,0,3,3,9,3,0,3,0,24,7,3,13,8,9,4,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,17,10,31,22,27,31,22,23,8,183,31,43,146,142,163,148,64,39,10,775
LGA16150,3,39,96,90,70,30,24,13,3,372,6,3,0,0,0,0,0,6,0,17,3,4,18,18,22,22,21,7,3,121,155,89,208,214,245,208,165,152,49,1494,243,553,1815,1759,1598,1441,1013,537,160,9110,0,8,39,26,33,13,3,0,0,128,0,3,11,21,13,14,3,0,0,75,0,6,19,18,18,6,10,11,3,89,0,8,11,3,8,3,0,0,0,36,0,16,41,31,24,10,8,0,0,132,14,71,209,277,306,208,87,52,15,1239,0,19,157,165,233,153,62,16,7,817,39,171,349,367,261,189,61,39,14,1496,17,89,187,149,146,94,24,3,3,706,6,25,63,29,23,16,8,7,3,192,40,102,132,95,46,33,7,11,3,463,3,0,0,0,0,3,0,0,0,7,0,8,12,6,6,8,0,0,0,48,136,88,154,190,152,165,227,284,159,1552,253,625,1382,1380,1292,924,499,426,206,6974
LGA16200,3,8,24,27,12,14,5,0,0,93,0,0,0,0,0,0,0,3,0,3,0,0,3,9,11,6,0,3,0,41,68,53,71,91,118,117,133,87,38,770,99,226,501,520,588,548,390,180,60,3113,0,0,6,3,4,3,0,0,0,18,0,0,4,9,7,3,0,0,0,21,3,0,9,6,6,0,0,4,0,29,0,0,3,0,0,0,0,0,0,5,0,4,18,16,5,0,3,0,0,44,0,15,55,81,108,54,32,17,7,372,0,14,75,59,90,51,24,20,3,336,11,62,127,130,104,54,24,12,3,519,3,24,50,50,33,18,8,3,0,199,0,8,6,7,3,6,0,0,4,33,7,25,40,34,18,17,3,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,48,30,42,60,58,61,101,97,47,541,68,184,433,454,439,270,198,152,69,2269
LGA16260,14,109,702,389,221,146,72,37,16,1707,10,18,30,30,16,16,16,9,0,153,5,36,202,161,135,91,61,22,8,726,382,751,2343,1770,1039,765,560,400,225,8231,606,3875,18594,15368,9822,7661,4744,2438,850,63947,7,162,538,488,296,159,67,23,3,1751,10,149,520,368,164,52,7,0,0,1270,8,72,291,430,251,107,114,60,28,1359,3,27,105,99,49,15,8,3,0,310,8,35,91,48,38,17,4,4,7,253,17,306,1170,1138,1171,666,315,138,44,4964,11,210,912,975,1015,730,365,147,43,4403,99,1193,3518,2742,1721,1110,411,258,65,11115,35,413,1397,1117,856,429,163,55,12,4474,27,249,517,317,190,101,51,29,15,1486,64,218,528,371,197,138,51,39,11,1624,10,19,12,13,16,11,11,3,0,86,6,56,165,135,106,60,26,12,4,571,588,569,1242,1203,975,759,690,882,560,7468,876,3686,11002,9444,7052,4355,2275,1661,787,41135
LGA16350,26,136,431,316,220,155,94,41,14,1436,6,15,11,13,11,18,18,14,0,102,8,33,91,129,133,86,38,26,5,545,527,623,1409,1184,1010,855,661,382,159,6806,918,3419,9964,8932,7557,6467,3896,1469,403,43032,0,61,160,122,108,43,11,3,0,518,17,44,127,123,87,37,3,0,0,427,4,39,104,158,138,89,55,43,3,632,3,31,33,33,16,3,3,0,0,125,9,47,70,36,34,10,6,5,0,215,22,320,770,783,902,432,144,62,25,3464,10,225,837,646,770,356,100,48,10,2995,201,930,2118,1635,1400,693,183,92,21,7279,87,494,919,638,526,230,46,15,5,2961,21,173,276,135,100,65,23,14,5,812,140,401,665,429,288,128,40,22,7,2121,5,3,3,11,11,6,3,3,0,53,12,15,59,70,49,30,9,5,0,241,755,478,971,1028,923,842,632,793,382,6797,1283,3256,7122,5846,5350,2969,1258,1096,451,28638
LGA16380,22,54,166,168,135,121,112,37,11,825,3,8,3,3,3,4,3,9,3,33,3,13,20,32,37,31,46,17,9,209,234,137,289,310,396,467,594,504,254,3189,358,762,2181,2847,3296,3626,3562,1989,723,19350,0,3,29,41,35,33,24,7,0,170,3,7,21,53,42,19,8,0,0,152,0,9,14,42,39,32,60,58,19,264,0,5,16,16,8,5,4,0,0,57,4,11,29,52,40,11,9,3,0,168,6,59,266,487,652,386,229,125,26,2245,0,31,206,307,464,324,196,77,14,1635,63,203,455,670,619,503,283,167,39,3002,18,90,255,286,294,180,79,37,5,1243,0,28,71,75,59,40,30,28,9,337,53,119,245,229,192,130,48,28,10,1051,0,3,0,7,0,3,3,0,0,20,0,6,12,17,19,13,9,3,4,81,197,93,177,280,322,370,529,758,336,3067,355,669,1795,2563,2782,2056,1510,1303,459,13500
LGA16400,17,38,129,181,113,83,90,37,9,694,9,3,0,6,0,6,8,3,0,44,5,17,22,49,55,44,32,24,4,257,207,191,338,323,419,450,506,371,154,2962,339,883,2282,2756,3181,3182,3028,1530,409,17592,0,9,31,40,40,26,7,3,0,166,0,7,30,53,54,21,3,0,0,173,0,16,43,62,37,39,41,31,6,264,0,3,6,16,8,3,3,0,0,45,10,14,37,39,19,9,7,0,0,133,12,75,234,419,456,324,143,77,11,1747,0,35,162,224,304,244,104,43,13,1131,54,204,501,522,502,411,180,91,15,2469,26,107,230,244,207,126,53,14,3,1007,0,22,58,67,42,43,21,9,0,265,47,96,240,232,108,128,32,24,6,907,4,0,0,0,3,5,0,0,0,12,0,5,16,22,13,12,0,3,0,71,218,111,199,307,280,344,385,455,207,2504,369,692,1797,2251,2078,1724,981,749,272,10902
LGA16490,3,33,144,113,91,60,22,10,0,477,0,0,5,0,6,3,0,0,0,15,5,12,40,60,58,42,18,7,7,238,172,143,334,359,441,313,247,136,36,2182,255,757,2763,2926,3302,2438,1419,516,127,14508,0,24,97,99,80,42,7,0,0,355,3,24,54,54,47,17,0,0,0,208,0,3,45,60,28,29,16,10,0,199,0,16,11,20,16,6,0,0,0,71,0,12,53,45,33,16,3,3,0,166,5,49,166,277,320,191,96,34,11,1131,0,30,169,214,257,204,57,19,3,950,40,189,602,704,480,211,66,33,9,2325,15,132,401,402,332,185,52,15,0,1538,3,31,113,123,70,39,13,10,0,392,30,86,158,115,79,36,8,3,0,517,0,3,0,3,0,3,0,0,0,6,0,9,37,49,34,12,4,0,0,150,190,119,251,300,276,228,186,190,94,1830,286,721,2160,2466,2048,1218,513,310,112,9842
LGA16550,10,73,241,240,166,110,80,37,20,974,45,46,15,8,3,10,10,6,4,155,8,38,107,121,113,75,34,18,7,523,344,816,1639,1256,963,704,584,397,197,6901,569,3579,11104,8806,6631,4689,3045,1534,620,40582,10,179,447,270,160,104,45,8,8,1225,3,101,291,161,106,39,7,3,0,718,0,124,244,160,115,109,63,63,32,910,0,48,166,110,42,13,6,3,0,394,0,26,76,35,11,4,0,0,0,152,8,273,1103,927,761,411,212,124,40,3863,0,85,587,635,729,445,188,131,53,2861,65,885,2647,1845,1067,588,225,162,50,7527,22,421,1431,1042,707,384,112,69,11,4195,22,289,769,543,213,88,31,26,3,1987,28,191,379,316,156,156,53,39,12,1339,12,21,8,5,12,3,6,5,0,70,16,51,150,122,72,49,9,12,0,484,421,605,1104,932,800,730,691,832,354,6468,613,3299,9396,7112,4948,3135,1654,1481,564,32198
LGA16610,3,20,49,49,53,43,28,12,5,257,0,0,3,0,3,5,10,3,0,25,0,0,0,11,14,10,10,5,0,66,121,65,113,141,182,174,175,122,44,1134,174,252,592,706,841,932,735,376,112,4728,0,0,3,11,3,0,4,0,0,29,0,3,13,10,11,3,3,0,0,40,0,5,6,17,10,9,7,8,0,63,0,0,0,0,4,0,0,0,0,6,3,6,17,22,12,6,0,0,0,69,0,20,61,103,209,91,62,18,0,570,0,15,52,76,100,60,31,16,3,351,19,68,149,168,145,74,28,16,3,661,5,38,67,80,86,32,17,3,0,323,0,5,17,20,8,14,3,3,0,72,15,31,57,44,29,21,8,5,0,213,0,0,0,0,0,0,0,0,0,6,0,0,3,3,3,3,0,4,0,12,65,47,61,93,118,103,167,174,90,911,114,232,504,651,731,423,322,256,108,3331
