LGA_CODE_2016,C11_C_Lat_Da_Saint_0_14,C11_C_Lat_Da_Saint_15_24,C11_C_Lat_Da_Saint_25_34,C11_C_Lat_Da_Saint_35_44,C11_C_Lat_Da_Saint_45_54,C11_C_Lat_Da_Saint_55_64,C11_C_Lat_Da_Saint_65_74,C11_C_Lat_Da_Saint_75_84,C11_C_Lat_Da_Saint_85ov,C11_C_Lat_Da_Saint_Tot,C11_C_Luthe_0_14,C11_C_Luthe_15_24,C11_C_Luthe_25_34,C11_C_Luthe_35_44,C11_C_Luthe_45_54,C11_C_Luthe_55_64,C11_C_Luthe_65_74,C11_C_Luthe_75_84,C11_C_Luthe_85ov,C11_C_Luthe_Tot,C11_C_Ori_Orth_0_14,C11_C_Ori_Orth_15_24,C11_C_Ori_Orth_25_34,C11_C_Ori_Orth_35_44,C11_C_Ori_Orth_45_54,C11_C_Ori_Orth_55_64,C11_C_Ori_Orth_65_74,C11_C_Ori_Orth_75_84,C11_C_Ori_Orth_85ov,C11_C_Ori_Orth_To,C11_C_Oth_Prot_0_14,C11_C_Oth_Prot_15_24,C11_C_Oth_Prot_25_34,C11_C_Oth_Prot_35_44,C11_C_Oth_Prot_45_54,C11_C_Oth_Prot_55_64,C11_C_Oth_Prot_65_74,C11_C_Oth_Prot_75_84,C11_C_Oth_Prot_85ov,C11_C_Oth_Prot_Tot,C11_C_Pentec_0_14,C11_C_Pentec_15_24,C11_C_Pentec_25_34,C11_C_Pentec_35_44,C11_C_Pentec_45_54,C11_C_Pentec_55_64,C11_C_Pentec_65_74,C11_C_Pentec_75_84,C11_C_Pentec_85ov,C11_C_Pentec_Tot,C11_C_Pres_Ref_0_14,C11_C_Pres_Ref_15_24,C11_C_Pres_Ref_25_34,C11_C_Pres_Ref_35_44,C11_C_Pres_Ref_45_54,C11_C_Pres_Ref_55_64,C11_C_Pres_Ref_65_74,C11_C_Pres_Ref_75_84,C11_C_Pres_Ref_85ov,C11_C_Pres_Ref_Tot,C11_C_Sal_Army_0_14,C11_C_Sal_Army_15_24,C11_C_Sal_Army_25_34,C11_C_Sal_Army_35_44,C11_C_Sal_Army_45_54,C11_C_Sal_Army_55_64,C11_C_Sal_Army_65_74,C11_C_Sal_Army_75_84,C11_C_Sal_Army_85ov,C11_C_Sal_Army_Tot,C11_C_Sev_day_Adv_0_14,C11_C_Sev_day_Adv_15_24,C11_C_Sev_day_Adv_25_34,C11_C_Sev_day_Adv_35_44,C11_C_Sev_day_Adv_45_54,C11_C_Sev_day_Adv_55_64,C11_C_Sev_day_Adv_65_74,C11_C_Sev_day_Adv_75_84,C11_C_Sev_day_Adv_85oe,C11_C_Sev_day_Adv_Tot,C11_C_Unit_Chur_0_14,C11_C_Unit_Chur_15_24,C11_C_Unit_Chur_25_34,C11_C_Unit_Chur_35_44,C11_C_Unit_Chur_45_54,C11_C_Unit_Chur_55_64,C11_C_Unit_Chur_65_74,C11_C_Unit_Chur_75_84,C11_C_Unit_Chur_85ov,C11_C_Unit_Chur_Tot,C11_C_Christi_nfd_0_14,C11_C_Christi_nfd_15_24,C11_C_Christi_nfd_25_34,C11_C_Christi_nfd_35_44,C11_C_Christi_nfd_45_54,C11_C_Christi_nfd_55_64,C11_C_Christi_nfd_65_74,C11_C_Christi_nfd_75_84,C11_C_Christi_nfd_85ov,C11_C_Christi_nfd_Tot,C11_C_Oth_Chris_0_14,C11_C_Oth_Chris_15_24,C11_C_Oth_Chris_25_34,C11_C_Oth_Chris_35_44,C11_C_Oth_Chris_45_54,C11_C_Oth_Chris_55_64,C11_C_Oth_Chris_65_74,C11_C_Oth_Chris_75_84,C11_C_Oth_Chris_85ov,C11_C_Oth_Chris_Tot,C11_Christia_Tot_0_14,C11_Christia_Tot_15_24,C11_Christia_Tot_25_34,C11_Christia_Tot_35_44,C11_Christia_Tot_45_54,C11_Christia_Tot_55_64,C11_Christia_Tot_65_74,C11_Christia_Tot_75_84,C11_Christia_Tot_85ov,C11_Christ_T_T,C11_Hinduism_0_14,C11_Hinduism_15_24,C11_Hinduism_25_34,C11_Hinduism_35_44,C11_Hinduism_45_54,C11_Hinduism_55_64,C11_Hinduism_65_74,C11_Hinduism_75_84,C11_Hinduism_85ov,C11_Hinduism_Tot,C11_Islam_0_14,C11_Islam_15_24,C11_Islam_25_34,C11_Islam_35_44,C11_Islam_45_54,C11_Islam_55_64,C11_Islam_65_74,C11_Islam_75_84,C11_Islam_85ov,C11_Islam_Tot,C11_Judaism_0_14,C11_Judaism_15_24,C11_Judaism_25_34,C11_Judaism_35_44,C11_Judaism_45_54,C11_Judaism_55_64,C11_Judaism_65_74,C11_Judaism_75_84,C11_Judaism_85ov,C11_Judaism_Tot,C11_OR_AusAborTrad_0_14,C11_OR_AusAborTrad15_24,C11_OR_AusAborTrad25_34,C11_OR_AusAborTrad35_44,C11_OR_AusAborTrad45_54,C11_OR_AusAborTrad55_64,C11_OR_AusAborTrad65_74,C11_OR_AusAborTrad75_84,C11_OR_AusAborTrad85oe,C11_OR_AusAborTrade_Tot,C11_OR_Sikh_0_14,C11_OR_Sikh_15_24,C11_OR_Sikh_25_34,C11_OR_Sikh_35_44,C11_OR_Sikh_45_54,C11_OR_Sikh_55_64,C11_OR_Sikh_65_74,C11_OR_Sikh_75_84,C11_OR_Sikh_85oe,C11_OR_Sikh_Tot,C11_OR_Ot_Re_Gr_0_14,C11_OR_Ot_Re_Gr_15_24,C11_OR_Ot_Re_Gr_25_34,C11_OR_Ot_Re_Gr_35_44,C11_OR_Ot_Re_Gr_45_54,C11_OR_Ot_Re_Gr_55_64,C11_OR_Ot_Re_Gr_65_74,C11_OR_Ot_Re_Gr_75_84,C11_OR_Ot_Re_Gr_85ov,C11_OR_Ot_Re_Gr_Tot,C11_OthRel_T_0_14,C11_OthRel_T_15_24,C11_OthRel_T_25_34,C11_OthRel_T_35_44,C11_OthRel_T_45_54,C11_OthRel_T_55_64,C11_OthRel_T_65_74,C11_OthRel_T_75_84,C11_OthRel_T_85ov,C11_OthRel_T_T,C11_SBOSB_N_RA_0_14,C11_SBOSB_N_RA_15_24,C11_SBOSB_N_RA_25_34,C11_SBOSB_N_RA_35_44,C11_SBOSB_N_RA_45_54,C11_SBOSB_N_RA_55_64,C11_SBOSB_N_RA_65_74,C11_SBOSB_N_RA_75_84,C11_SBOSB_N_RA_85ov,C11_SBOSB_N_RA_Tot
LGA17550,24,17,17,15,22,17,12,7,3,142,29,23,28,51,68,69,84,63,24,440,0,0,3,0,0,5,0,4,0,14,12,9,11,16,15,16,8,8,3,95,136,111,80,77,106,110,56,20,3,709,325,196,189,383,653,774,763,646,264,4190,24,19,7,21,27,31,45,29,12,226,140,69,58,95,100,66,61,61,27,677,422,300,206,379,575,617,590,527,241,3852,478,271,235,243,289,280,179,111,28,2117,5,6,5,7,12,10,10,7,3,72,8411,5370,4140,6370,8224,8144,7446,5835,2330,56270,119,46,74,72,85,77,6,3,3,481,25,14,21,21,8,8,4,3,0,103,13,7,0,16,13,12,11,11,4,88,0,3,0,8,7,0,0,0,0,16,29,31,32,18,23,22,4,5,3,178,44,33,56,71,82,64,20,16,4,382,77,63,88,98,104,85,27,23,4,577,4802,2420,2309,2579,2449,2080,1147,635,296,18714
LGA17620,3,0,0,0,0,3,0,0,0,10,4,4,6,7,5,3,3,3,0,32,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,8,3,0,0,0,3,3,0,0,17,27,20,41,45,75,98,66,53,18,454,12,6,3,3,6,3,3,3,0,37,0,0,3,0,0,7,5,3,0,20,128,48,83,93,112,135,89,55,30,776,28,21,23,16,19,20,10,9,0,140,0,3,3,0,0,3,0,0,0,13,2053,1168,1170,1409,1558,1452,1049,648,255,10758,3,4,4,3,3,0,0,0,0,19,15,3,4,4,3,0,0,0,0,29,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,6,3,3,0,0,0,19,3,0,4,6,3,3,0,0,0,19,617,292,295,221,185,143,75,25,11,1863
LGA17640,3,3,3,0,0,3,0,0,0,16,0,0,3,3,0,10,8,4,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,4,5,0,3,5,0,0,0,17,15,9,11,23,42,47,39,21,11,216,4,3,3,3,0,4,0,0,0,22,0,0,0,0,6,4,0,7,0,15,43,34,27,41,90,92,86,72,23,505,27,3,7,15,5,13,13,0,0,86,4,5,0,4,0,3,0,0,0,22,983,566,400,667,893,908,734,435,132,5725,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,9,0,3,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,0,0,0,16,0,3,0,5,5,9,0,0,0,28,226,88,78,154,137,144,78,21,3,920
LGA17650,3,0,0,0,0,0,0,0,0,6,4,3,0,0,11,0,3,0,0,26,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,16,4,3,0,7,7,4,0,0,0,34,26,23,17,44,45,72,36,22,8,287,9,13,8,7,11,7,6,3,0,63,4,0,0,0,6,3,0,0,0,24,49,37,15,39,46,48,41,33,10,310,35,16,10,14,11,18,17,4,0,126,0,0,0,0,0,4,0,0,0,8,834,479,320,532,691,722,457,253,56,4357,0,0,0,0,0,0,0,0,0,6,3,0,0,3,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,3,5,0,0,17,0,0,3,4,8,7,5,0,0,22,297,118,125,154,159,171,64,26,12,1118
LGA17750,22,6,13,15,8,4,5,0,0,70,226,123,112,116,126,103,72,52,16,945,48,36,13,19,20,14,0,0,0,147,53,22,36,28,14,8,6,0,3,169,133,106,87,59,76,52,22,9,3,545,445,315,328,491,533,614,440,337,147,3658,30,7,19,28,29,17,9,11,3,169,27,30,27,28,29,12,15,13,4,180,377,463,358,354,543,503,333,241,110,3270,273,199,149,156,155,102,53,36,11,1131,3,4,4,3,3,3,0,0,3,23,9189,6770,5304,5776,6099,5457,3630,2378,999,45602,51,23,64,46,13,10,9,0,0,210,92,61,103,52,25,7,0,0,0,340,0,0,3,0,0,0,0,0,4,11,0,3,0,0,0,0,0,0,0,9,7,7,24,0,0,0,0,0,0,41,4,44,28,17,22,12,5,0,0,136,14,56,51,22,23,18,5,0,0,183,2382,2111,1621,1077,846,635,231,94,35,9022
LGA17850,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,37,21,14,35,64,66,66,41,18,362,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,11,9,4,3,6,7,11,9,3,4,58,7,4,8,3,3,7,7,0,0,31,0,0,0,0,0,0,0,0,0,3,414,250,196,295,345,397,323,174,71,2477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,122,51,37,46,44,43,35,5,0,383
LGA17900,3,3,0,0,0,0,0,0,0,11,4,3,4,7,13,18,10,3,0,54,0,0,0,0,0,0,0,0,0,0,3,5,3,3,3,0,5,0,0,24,0,0,0,0,0,0,0,0,0,5,29,15,23,37,60,64,33,16,7,281,4,0,0,9,3,6,0,0,0,25,4,0,0,3,0,3,4,3,0,23,11,8,11,14,20,27,32,8,0,131,21,0,6,9,14,15,8,0,0,76,0,0,0,0,0,0,0,0,0,3,892,428,471,571,680,711,550,228,53,4587,0,0,4,3,3,0,0,0,0,9,3,0,5,3,0,0,5,0,0,18,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,6,0,0,0,12,3,0,3,3,0,3,0,0,0,19,268,149,129,140,130,126,69,22,10,1047
LGA17950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,8,15,15,24,27,50,46,29,29,10,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,4,13,11,10,9,3,0,77,8,3,3,3,3,9,0,0,0,25,0,0,0,0,0,0,0,0,0,0,464,220,235,281,380,335,267,136,47,2372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,13,64,35,28,26,26,20,6,0,0,206
LGA18020,4,0,0,3,0,3,0,0,0,11,3,0,0,4,3,6,10,4,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,13,3,3,6,15,6,3,3,0,47,55,27,45,65,78,118,99,59,33,580,0,3,0,3,7,3,4,0,0,17,7,4,0,4,4,5,3,3,4,38,47,27,23,31,55,78,54,42,23,383,46,23,11,18,23,20,22,8,3,172,0,0,0,0,0,5,6,3,0,12,1288,631,514,786,1003,1160,958,596,235,7178,0,0,0,0,3,3,0,0,0,4,5,0,3,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,4,3,7,3,0,0,0,25,0,3,3,3,10,3,0,0,0,32,437,201,175,157,150,138,96,35,10,1390
LGA18050,0,3,13,3,0,5,0,0,0,20,21,30,86,51,28,33,31,21,13,307,0,0,6,8,0,0,0,0,0,14,3,12,42,12,13,10,6,6,0,102,33,29,61,42,21,15,0,6,0,203,96,50,196,165,139,125,93,78,31,971,0,3,6,3,3,3,0,0,0,14,0,0,4,3,3,3,0,0,0,23,77,57,142,135,86,83,70,40,19,719,42,68,138,80,56,46,18,18,3,476,0,3,11,5,4,11,3,0,0,37,3619,2322,6348,4626,2985,2313,1712,1316,638,25882,22,24,77,41,20,19,11,4,0,217,41,52,112,49,43,27,19,5,0,338,2280,1161,1300,1528,1335,1336,908,600,433,10876,0,0,0,0,3,0,0,0,0,6,4,4,17,6,0,3,0,0,0,37,14,9,70,39,25,10,6,3,3,191,21,22,91,47,30,17,6,3,3,233,2485,1549,4562,3287,1759,1140,501,253,95,15626
LGA18100,0,0,0,0,0,0,0,0,0,3,4,3,3,3,3,0,5,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,9,5,0,9,5,6,3,0,53,24,21,19,20,50,69,43,39,16,308,3,5,0,8,8,4,14,0,3,47,0,0,0,0,0,0,3,0,0,9,52,30,19,39,41,51,47,26,12,325,7,3,3,4,3,5,0,0,0,30,0,0,0,0,0,0,0,0,0,0,482,236,202,320,427,494,403,258,93,2910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,10,0,0,0,3,0,3,0,0,0,10,133,55,66,60,60,51,33,10,8,474
LGA18200,3,0,0,0,0,0,0,0,0,6,17,16,11,18,22,20,13,5,3,118,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,8,6,8,9,3,3,3,0,48,10,6,5,18,42,54,36,14,5,199,4,0,0,3,3,8,4,3,0,24,13,7,3,9,7,7,13,3,0,65,61,44,36,70,111,112,94,51,23,598,32,17,4,23,11,21,7,3,0,119,0,0,0,0,0,0,0,0,0,0,739,439,324,530,720,727,518,243,93,4329,0,4,0,0,3,0,0,0,0,7,5,0,0,3,4,0,0,0,0,10,4,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,3,3,0,0,0,0,0,3,0,0,0,8,0,3,0,0,0,9,3,0,4,8,0,4,0,0,0,27,467,194,219,248,203,161,74,28,9,1603
LGA18230,10,3,7,4,6,3,7,0,0,39,48,42,34,18,36,35,27,12,8,257,0,0,3,0,4,0,0,0,0,6,10,3,7,11,3,5,3,3,0,54,132,74,68,51,80,47,33,18,3,513,245,174,190,234,379,356,250,158,74,2060,46,34,23,38,33,32,27,13,0,245,23,19,19,21,14,24,15,11,4,165,487,351,317,379,476,477,325,251,123,3192,265,130,113,119,134,81,44,29,7,926,4,3,0,4,3,5,0,0,0,16,7859,4640,3919,4687,5261,4619,3412,2103,778,37268,31,16,43,24,17,14,3,0,0,144,37,23,16,24,22,3,3,3,0,129,0,0,3,3,0,5,0,0,0,18,8,10,0,7,0,6,0,0,0,30,0,3,3,4,0,0,0,0,0,17,13,7,14,19,20,11,6,4,0,90,26,19,16,27,28,17,6,4,0,141,1687,925,885,694,580,436,175,93,35,5515
LGA18250,7,3,7,3,3,3,0,0,0,29,49,15,44,56,52,41,24,32,17,323,112,65,79,102,84,95,119,96,25,781,37,35,36,39,28,15,9,6,7,220,64,69,100,69,63,51,26,5,0,451,322,193,251,380,335,273,151,115,95,2114,9,3,7,7,6,3,4,0,5,42,4,3,15,6,15,5,3,0,0,38,312,180,244,325,271,272,185,123,116,2014,160,141,216,175,155,125,56,58,11,1097,3,0,9,9,10,7,13,11,3,64,7581,3609,4546,6030,5151,4016,2673,2031,1131,36764,252,116,572,272,91,38,18,10,0,1376,150,97,202,123,76,81,27,14,0,769,141,62,78,108,99,185,91,71,47,876,0,0,0,0,0,0,0,0,0,0,6,13,51,15,14,0,3,0,0,96,47,27,68,53,54,37,13,8,3,315,59,37,114,66,66,39,19,8,3,410,3433,2776,3484,3155,2560,1885,866,401,161,18731
LGA18350,9,14,7,14,3,15,9,3,0,72,23,15,6,22,45,38,31,30,3,218,4,0,0,3,4,0,0,0,0,8,7,0,4,10,6,7,10,0,0,42,71,40,36,38,48,52,24,3,0,314,134,99,59,159,248,300,314,214,99,1626,11,4,3,8,12,8,8,6,4,74,23,7,8,9,25,9,8,9,3,106,274,200,130,213,278,345,337,208,83,2058,233,156,104,109,166,156,95,43,11,1072,22,11,4,19,12,9,13,10,0,104,5799,3119,2132,3754,4551,4508,4183,2391,882,31330,20,6,23,20,13,10,6,0,4,97,15,9,13,17,11,0,0,0,0,60,13,8,7,5,14,35,17,7,7,109,0,0,0,3,0,3,0,0,0,4,3,3,5,0,3,0,0,0,0,16,21,30,15,41,30,19,15,7,0,187,25,30,22,47,33,26,15,7,0,208,2022,1149,806,1047,1166,1235,759,346,130,8665
LGA18400,14,9,3,8,7,8,3,0,0,50,24,19,15,38,45,60,39,39,52,328,5,6,0,0,5,3,0,0,0,17,16,3,3,9,10,9,0,7,4,60,55,41,33,38,51,35,15,6,0,274,82,79,69,151,200,245,145,65,25,1060,16,13,8,14,18,15,12,4,4,97,9,10,5,8,10,4,3,0,0,45,263,220,134,212,280,265,147,83,26,1625,188,111,79,107,105,76,34,17,3,715,20,5,12,8,10,12,10,3,0,82,7279,4266,3361,5083,5058,4197,2415,1142,388,33190,0,3,3,3,0,9,3,0,0,29,37,25,26,30,15,10,5,3,0,148,3,3,0,4,3,4,0,0,0,30,6,0,0,0,0,3,0,0,0,15,0,0,7,0,3,0,0,4,0,13,8,7,12,23,11,16,3,3,0,96,17,11,15,30,13,16,3,7,0,115,1941,1109,880,948,843,596,240,106,31,6698
LGA18450,96,27,45,48,37,20,21,16,4,317,113,82,86,110,213,212,166,187,85,1251,42,22,31,21,19,15,5,0,0,149,60,63,47,45,53,54,38,29,18,391,419,324,330,262,247,171,85,29,7,1870,498,484,366,599,977,1039,916,624,286,5791,119,118,81,75,112,107,101,73,53,844,41,45,31,24,47,23,22,15,9,258,1582,1061,737,898,1242,1164,1070,716,328,8795,761,546,424,446,447,308,166,75,14,3187,26,16,20,26,35,25,24,12,0,186,22960,15938,14177,17265,18872,16605,13116,9531,3642,132106,143,102,241,147,86,66,54,7,0,847,1090,621,939,580,336,216,178,38,5,4009,12,18,17,18,22,20,12,5,0,120,15,0,7,9,13,0,0,0,0,39,15,11,16,8,5,0,0,0,0,50,83,86,113,119,111,67,34,17,10,649,111,98,141,136,131,71,38,17,10,739,8426,7780,6233,5287,4613,3219,1516,716,272,38062
LGA18500,4,3,9,3,4,0,0,0,0,18,27,13,54,36,31,25,32,12,7,242,0,3,3,0,7,3,0,0,0,18,4,10,21,12,7,7,3,0,0,64,21,26,41,22,24,20,5,0,0,157,94,86,136,146,163,154,134,103,44,1056,4,0,0,4,0,3,3,0,0,15,0,8,3,4,3,4,0,0,0,26,78,55,149,104,100,97,85,32,27,732,50,54,70,56,48,55,20,10,0,363,7,0,8,9,13,0,0,3,3,34,3825,2458,4287,3673,3179,2746,2199,1375,783,24518,35,21,79,36,31,19,26,11,0,262,39,28,69,41,31,14,11,0,0,230,1206,797,742,738,932,1278,781,530,383,7382,0,0,0,0,0,0,0,0,0,0,3,4,3,3,0,0,0,0,0,21,6,19,22,24,34,18,5,4,3,130,9,22,23,31,35,21,8,4,3,153,1746,1388,2641,2062,1419,1090,719,297,117,11475
LGA18710,0,0,0,0,0,0,4,0,0,4,17,20,9,18,26,15,10,3,3,120,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,9,13,8,9,10,15,8,6,0,0,74,36,26,29,52,89,72,53,26,13,399,12,4,6,3,5,8,3,0,0,40,11,0,4,7,0,6,3,0,0,39,144,85,57,118,131,132,101,64,22,855,74,38,22,60,37,40,16,8,0,290,5,0,0,4,0,3,0,0,0,15,2014,1088,867,1526,1563,1397,885,483,177,10014,4,0,4,6,0,0,0,0,0,16,9,14,6,3,8,0,0,0,0,45,3,0,0,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,6,10,0,6,22,10,3,0,0,0,61,11,0,6,23,10,3,0,0,0,68,922,382,359,610,490,418,202,47,6,3440
LGA19399,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,7,0,0,0,18,0,0,0,0,0,0,3,0,0,8,10,9,7,0,13,3,11,6,0,53,16,7,10,11,15,26,10,6,0,106,4,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,120,48,82,100,118,135,72,27,14,727,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,27,50,45,46,24,12,7,0,262
LGA19499,3,23,5,11,7,3,5,0,0,62,3,19,10,8,3,9,3,0,0,58,0,4,3,0,0,0,0,3,0,12,5,3,4,6,8,0,9,0,0,36,20,22,30,27,16,21,15,0,0,147,17,24,45,38,52,89,48,11,3,325,3,8,7,7,7,12,4,0,0,46,9,10,13,6,12,5,3,3,0,65,21,37,48,51,44,76,72,12,6,366,20,40,54,41,30,41,16,4,0,255,6,0,7,8,5,0,0,0,0,23,512,806,1040,886,832,944,614,148,76,5855,6,12,52,11,3,8,3,0,0,96,59,40,84,41,31,3,0,0,0,257,0,3,12,6,3,7,3,0,0,36,0,3,0,0,3,0,0,0,0,12,0,0,4,0,0,0,0,0,0,11,3,20,25,20,13,15,3,0,0,97,3,19,36,24,14,15,3,0,0,113,377,696,720,441,352,258,152,32,10,3030
LGA19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,24,22,17,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,7,3,0,0,22
