LGA_CODE_2016,C16_CF_1F1NW_N,C16_CF_1F1NW_1_149,C16_CF_1F1NW_150_299,C16_CF_1F1NW_300_399,C16_CF_1F1NW_400_499,C16_CF_1F1NW_500_649,C16_CF_1F1NW_650_799,C16_CF_1F1NW_800_999,C16_CF_1F1NW_1000_1499,C16_CF_1F1NW_1500_1999,C16_CF_1F1NW_2000_2499,C16_CF_1F1NW_2500_2999,C16_CF_1F1NW_3000_3999,C16_CF_1F1NW_4000mo,C16_CF_1F1NW_Ns,C16_CF_1F1NW_T,C16_CF_1P1NW_N,C16_CF_1P1NW_1_149,C16_CF_1P1NW_150_299,C16_CF_1P1NW_300_399,C16_CF_1P1NW_400_499,C16_CF_1P1NW_500_649,C16_CF_1P1NW_650_799,C16_CF_1P1NW_800_999,C16_CF_1P1NW_1000_1499,C16_CF_1P1NW_1500_1999,C16_CF_1P1NW_2000_2499,C16_CF_1P1NW_2500_2999,C16_CF_1P1NW_3000_3999,C16_CF_1P1NW_4000_mr,C16_CF_1P1NW_Ns,C16_CF_1P1NW_Tot,C16_CF_1A1NW_N,C16_CF_1A1NW_1_149,C16_CF_1A1NW_150_299,C16_CF_1A1NW_300_399,C16_CF_1A1NW_400_499,C16_CF_1A1NW_500_649,C16_CF_1A1NW_650_799,C16_CF_1A1NW_800_999,C16_CF_1A1NW_1000_1499,C16_CF_1A1NW_1500_1999,C16_CF_1A1NW_2000_2499,C16_CF_1A1NW_2500_2999,C16_CF_1A1NW_3000_3999,C16_CF_1A1NW_4000m,C16_CF_1A1NW_Ns,C16_CF_1A1NW_Tot,C16_CF_BA_N,C16_CF_BA_1_149,C16_CF_BA_150_299,C16_CF_BA_300_399,C16_CF_BA_400_499,C16_CF_BA_500_649,C16_CF_BA_650_799,C16_CF_BA_800_999,C16_CF_BA_1000_1499,C16_CF_BA_1500_1999,C16_CF_BA_2000_2499,C16_CF_BA_2500_2999,C16_CF_BA_3000_3999,C16_CF_BA_4000_more,C16_CF_BA_Ns,C16_CF_BA_Tot,C16_CF_BNW_N,C16_CF_BNW_1_149,C16_CF_BNW_150_299,C16_CF_BNW_300_399,C16_CF_BNW_400_499,C16_CF_BNW_500_649,C16_CF_BNW_650_799,C16_CF_BNW_800_999,C16_CF_BNW_1000_1499,C16_CF_BNW_1500_1999,C16_CF_BNW_2000_2499,C16_CF_BNW_2500_2999,C16_CF_BNW_3000_3999,C16_CF_BNW_4000_more,C16_CF_BNW_Ns,C16_CF_BNW_Tot,C16_CF_LFns_N,C16_CF_LFns_1_149,C16_CF_LFns_150_299,C16_CF_LFns_300_399,C16_CF_LFns_400_499,C16_CF_LFns_500_649,C16_CF_LFns_650_799,C16_CF_LFns_800_999,C16_CF_LFns_1000_1499,C16_CF_LFns_1500_1999,C16_CF_LFns_2000_2499,C16_CF_LFns_2500_2999,C16_CF_LFns_3000_3999,C16_CF_LFns_4000_more,C16_CF_LFns_Ns,C16_CF_LFns_T,C16_C_f_c_T_Fi_N,C16_C_f_c_T_Fi_1_149,C16_C_f_c_T_Fi_150_299,C16_C_f_c_T_Fi_300_399,C16_C_f_c_T_Fi_400_499,C16_C_f_c_T_Fi_500_649,C16_CF_c_T_Fi_650_799,C16_CF_c_T_Fi_800_999,C16_CF_c_T_Fi_1000_1499,C16_CF_c_T_Fi_1500_1999,C16_CF_c_T_Fi_2000_2499,C16_CF_c_T_Fi_2500_2999,C16_CF_c_T_Fi_3000_3999,C16_CF_c_T_Fi_4000_more,C16_C_f_with_c_TFI_Ns,C16_C_f_with_c_T_T,C16_1PF_F_N,C16_1PF_F_1_149,C16_1PF_F_150_299,C16_1PF_F_300_399,C16_1PF_F_400_499,C16_1PF_F_500_649,C16_1PF_F_650_799,C16_1PF_F_800_999,C16_1PF_F_1000_1499,C16_1PF_F_1500_1999,C16_1PF_F_2000_2499,C16_1PF_F_2500_2999,C16_1PF_F_3000_3999,C16_1PF_F_4000_more,C16_1PF_F_Ns,C16_1PF_F_Tot,C16_1PF_P_N,C16_1PF_P_1_149,C16_1PF_P_150_299,C16_1PF_P_300_399,C16_1PF_P_400_499,C16_1PF_P_500_649,C16_1PF_P_650_799,C16_1PF_P_800_999,C16_1PF_P_1000_1499,C16_1PF_P_1500_1999,C16_1PF_P_2000_2499,C16_1PF_P_2500_2999,C16_1PF_P_3000_3999,C16_1PF_P_4000_more,C16_1PF_P_Ns,C16_1PF_P_Tot,C16_1PF_A_N,C16_1PF_A_1_149,C16_1PF_A_150_299,C16_1PF_A_300_399,C16_1PF_A_400_499,C16_1PF_A_500_649,C16_1PF_A_650_799,C16_1PF_A_800_999,C16_1PF_A_1000_1499,C16_1PF_A_1500_1999,C16_1PF_A_2000_2499,C16_1PF_A_2500_2999,C16_1PF_A_3000_3999,C16_1PF_A_4000_more,C16_1PF_A_Ns,C16_1PF_A_Tot,C16_1PF_U_N,C16_1PF_U_1_149,C16_1PF_U_150_299,C16_1PF_U_300_399,C16_1PF_U_400_499,C16_1PF_U_500_649,C16_1PF_U_650_799,C16_1PF_U_800_999,C16_1PF_U_1000_1499,C16_1PF_U_1500_1999,C16_1PF_U_2000_2499,C16_1PF_U_2500_2999,C16_1PF_U_3000_3999,C16_1PF_U_4000_more,C16_1PF_U_Ns,C16_1PF_U_To,C16_1PF_N_lf_Fi_N,C16_1PF_N_lf_Fi_1_149,C16_1PF_N_lf_Fi_150_299,C16_1PF_N_lf_Fi_300_399,C16_1PF_N_lf_Fi_400_499,C16_1PF_N_lf_Fi_500_649,C16_1PF_N_lf_Fi_650_799,C16_1PF_N_lf_Fi_800_999,C16_1PF_N_lf_Fi_1000_1499,C16_1PF_N_lf_Fi_1500_1999,C16_1PF_N_lf_Fi_2000_2499,C16_1PF_N_lf_Fi_2500_2999,C16_1PF_N_lf_Fi_3000_3999,C16_1PF_N_lf_Fi_4000_more,C16_1PF_N_lf_Fi_Ns,C16_1PF_N_the_lf_Tot,C16_1PF_LFns_N,C16_1PF_LFns_1_149,C16_1PF_LFns_150_299,C16_1PF_LFns_300_399,C16_1PF_LFns_400_499,C16_1PF_LFns_500_649,C16_1PF_lf_ns_Fi_650_799,C16_1PF_lf_ns_Fi_800_999
LGA17750,4,0,0,0,4,6,24,77,265,243,159,57,69,45,61,1010,0,0,0,3,4,13,21,29,53,31,27,11,8,6,12,227,0,0,0,0,0,0,3,3,18,13,4,3,0,0,3,53,0,0,0,0,0,0,0,0,0,6,3,13,12,6,6,52,7,3,5,0,23,26,41,45,91,37,22,6,10,6,29,358,0,0,0,0,0,0,4,0,4,0,3,0,3,4,400,416,20,4,12,10,48,51,106,198,840,1092,1124,860,869,544,868,6648,0,0,0,4,9,22,38,102,239,193,88,37,30,11,102,879,0,0,3,15,35,90,92,92,107,53,10,4,4,0,48,562,0,0,0,3,5,7,8,8,14,3,5,0,4,0,11,73,3,6,18,16,25,34,13,9,18,5,3,0,0,0,3,154,18,7,51,65,112,163,131,106,177,49,27,3,8,4,118,1067,0,0,0,0,0,0,0,0
LGA17850,0,0,4,0,0,3,3,10,19,15,0,0,3,0,9,56,0,0,0,0,0,3,0,3,7,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,4,0,0,0,8,7,21,59,53,35,21,16,19,62,312,0,0,0,0,0,0,0,8,5,7,0,0,0,0,5,24,0,0,0,0,0,3,5,3,0,0,0,0,0,0,6,22,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,5,0,0,3,9,3,4,3,0,0,0,3,3,39,0,0,0,0,0,0,0,0
LGA17900,0,0,3,0,0,0,3,7,18,11,7,0,3,0,8,53,0,0,0,0,0,3,0,9,10,3,0,0,0,0,0,26,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,11,0,17,5,23,3,0,0,0,0,17,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,17,3,3,3,0,13,8,29,27,83,49,47,30,17,16,87,420,0,0,0,0,0,3,3,11,9,6,7,0,3,0,11,56,0,0,0,0,3,12,4,14,11,3,0,0,0,0,3,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,7,3,3,0,4,0,0,0,0,0,0,28,3,0,14,18,23,30,26,20,29,8,0,0,0,0,31,206,0,0,0,0,0,0,0,0
LGA17950,4,0,0,0,0,0,0,3,8,3,9,0,0,0,3,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,20,4,0,0,0,5,3,9,12,31,43,37,30,17,12,60,250,0,0,0,0,0,0,0,0,8,3,3,0,0,0,3,21,0,0,0,0,3,0,4,5,10,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,15,0,0,3,0,4,11,9,3,12,3,0,0,0,3,11,54,0,0,0,0,0,0,0,0
LGA18020,0,3,0,0,0,3,7,9,24,13,19,4,0,0,12,99,0,0,0,0,0,0,7,9,11,4,0,0,4,0,3,41,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,0,3,12,4,10,16,27,5,0,0,3,0,13,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,47,3,5,3,4,19,14,33,67,155,105,103,51,36,28,159,774,0,0,0,3,3,0,10,13,18,13,11,0,4,0,9,81,0,0,0,6,4,18,15,12,14,3,0,0,0,0,8,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,3,4,3,5,0,0,0,0,0,0,0,0,6,25,5,4,8,13,27,29,28,28,13,8,3,0,0,0,21,179,0,0,0,0,0,0,0,0
LGA18050,0,0,0,0,0,7,5,32,84,95,148,65,358,386,80,1282,0,0,4,3,3,10,13,21,35,27,31,17,28,51,36,268,0,0,0,0,0,3,0,3,4,5,10,0,11,9,11,55,0,0,0,0,0,0,0,0,0,0,4,8,6,16,11,48,13,0,9,6,9,3,15,10,49,21,20,23,29,34,42,272,0,0,0,0,0,0,0,0,0,0,0,0,3,0,431,441,14,6,10,14,10,32,51,92,334,388,543,500,1129,2674,953,6754,0,0,0,0,3,8,17,34,103,106,105,31,107,48,85,659,0,3,3,14,23,37,37,47,103,54,32,8,16,19,45,453,0,0,0,0,3,0,0,3,4,3,4,0,7,0,8,36,4,0,3,3,10,3,3,4,7,3,0,0,0,0,7,61,36,13,13,18,24,37,42,50,90,58,32,21,18,15,74,530,0,0,0,0,0,0,0,4
LGA18100,0,0,0,3,0,0,3,5,13,3,3,0,3,0,3,36,0,0,0,0,0,0,0,7,6,3,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,7,9,3,0,0,0,0,3,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,3,3,8,11,25,64,43,37,26,25,26,46,320,0,0,0,0,0,0,5,0,5,3,3,0,0,0,4,25,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,3,0,0,3,7,3,10,13,14,0,0,0,3,0,6,65,0,0,0,0,0,0,0,0
LGA18200,0,0,0,0,0,0,0,8,27,26,7,3,6,0,9,86,0,0,0,0,0,0,4,3,3,0,6,0,0,0,3,19,0,0,0,0,0,0,0,0,4,3,3,0,0,0,4,15,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,6,0,0,0,0,6,6,10,16,15,8,3,3,0,0,7,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,44,3,3,0,0,6,15,20,47,124,89,90,54,56,40,126,676,0,0,0,0,0,4,0,6,13,10,6,3,0,3,8,49,0,0,0,8,11,9,10,10,4,0,0,0,0,0,6,67,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,9,5,3,9,13,7,14,16,12,15,4,0,0,0,0,19,119,0,0,0,0,3,0,0,0
LGA18230,0,0,3,0,3,15,20,65,199,183,93,48,33,12,58,732,0,0,0,3,0,6,9,32,46,13,12,4,7,3,14,160,0,0,0,0,0,0,0,3,13,12,3,3,3,4,8,44,0,0,0,0,0,0,0,0,9,4,3,3,3,4,16,47,5,3,5,0,16,21,48,39,84,38,13,11,10,6,52,348,0,0,0,0,0,0,0,0,5,0,0,0,0,0,365,376,14,5,17,8,27,55,107,186,739,826,744,609,597,344,809,5075,0,0,0,0,5,12,53,87,192,124,79,27,26,4,90,707,0,3,14,18,31,81,72,78,113,26,16,0,8,0,51,522,0,0,0,0,7,13,7,6,14,7,3,0,0,0,11,70,8,4,14,26,17,35,22,16,15,3,0,0,0,0,17,175,15,12,38,65,109,148,123,110,158,29,27,12,0,3,120,972,0,0,0,0,3,0,0,3
LGA18250,5,3,0,3,0,16,40,58,211,247,395,114,552,644,102,2409,0,3,9,8,13,17,22,34,62,37,46,30,55,91,38,466,0,0,0,0,0,3,4,8,16,5,3,5,20,8,7,77,0,0,0,0,0,0,0,0,4,3,7,7,5,23,14,69,56,11,16,12,33,31,44,29,93,66,61,45,61,70,89,703,0,0,0,0,0,0,0,0,0,0,3,0,0,0,725,736,71,22,26,27,53,77,143,169,619,706,985,763,1564,3752,1321,10290,3,0,3,0,3,6,30,46,135,152,153,34,116,69,81,837,3,3,9,28,20,36,36,31,61,55,37,16,26,14,39,420,4,0,0,0,0,4,0,0,3,11,4,3,3,0,9,49,16,3,8,3,10,3,0,3,11,4,3,0,3,3,5,85,132,25,51,32,45,61,42,65,156,88,76,28,37,36,108,991,0,0,0,0,0,0,0,0
LGA18350,0,0,4,0,3,9,17,38,182,178,139,55,83,64,89,854,3,0,0,0,10,10,9,23,55,28,21,10,18,3,21,213,0,0,0,0,0,0,3,3,8,7,3,5,0,0,9,37,0,0,0,0,0,0,0,0,0,6,13,4,3,3,15,48,7,3,4,3,19,4,23,34,71,55,34,18,10,8,49,334,0,0,0,0,0,3,0,0,4,0,5,3,0,0,299,311,11,6,11,3,30,37,70,136,627,744,799,548,602,550,798,4984,3,0,0,0,3,10,32,61,125,91,72,22,21,4,76,518,0,3,6,18,30,59,49,60,106,48,23,3,6,3,52,475,0,3,0,0,0,3,3,4,6,3,3,3,3,0,11,50,4,0,8,0,14,17,6,4,11,3,0,0,0,0,3,61,16,16,25,29,51,62,71,83,131,52,34,17,11,8,92,691,0,0,0,0,0,0,0,0
LGA18400,4,0,0,3,0,12,15,42,205,274,229,94,134,91,105,1203,0,0,5,0,0,6,10,21,50,34,29,18,9,13,32,235,0,0,0,0,0,0,0,3,20,17,9,3,4,0,14,72,0,0,0,0,0,0,0,0,5,7,14,9,18,11,11,74,10,4,4,0,9,8,35,27,84,55,47,20,19,11,49,388,0,0,0,0,0,0,0,5,0,4,4,0,4,0,286,310,17,4,12,8,18,41,75,132,659,952,1169,917,1137,919,910,6960,0,0,4,3,4,16,23,42,123,110,86,43,27,14,78,578,0,3,6,7,24,57,47,49,80,38,19,12,7,3,50,399,0,0,0,0,6,7,6,6,3,3,3,0,3,0,8,47,3,0,0,10,10,18,8,9,7,3,3,0,0,0,4,84,16,7,12,28,47,65,70,46,83,44,25,12,8,3,66,526,0,0,0,0,0,0,0,0
LGA18450,0,0,10,3,14,26,77,190,766,872,779,335,430,292,278,4065,7,6,14,3,32,64,110,128,261,157,126,86,67,36,96,1202,0,3,0,0,4,10,11,20,64,31,36,21,27,17,42,280,3,0,0,0,0,0,3,0,13,22,18,38,41,23,33,196,57,12,30,24,143,117,182,241,590,346,202,102,90,54,266,2485,3,0,0,0,3,0,0,3,12,6,6,5,0,6,1141,1178,77,28,64,29,210,246,450,735,2699,3301,3667,3019,3414,2907,2851,23697,4,5,4,7,17,46,121,179,580,523,370,142,119,67,302,2470,3,10,35,46,109,268,284,295,415,182,108,40,19,7,174,1997,3,0,8,4,10,16,22,22,40,18,22,7,6,4,38,217,15,13,38,46,66,93,27,34,50,19,0,0,3,0,60,482,109,40,145,190,355,468,555,456,692,282,148,69,36,27,443,4015,0,0,0,0,3,8,7,0
LGA18500,4,0,0,0,3,0,4,12,48,70,95,42,364,523,119,1289,0,0,0,0,4,0,4,11,24,24,19,13,43,88,34,271,0,0,0,0,0,0,0,0,6,6,4,0,18,19,10,60,0,0,0,0,0,0,0,0,0,3,0,0,11,11,8,32,21,6,0,4,6,6,4,13,22,25,28,18,35,72,40,294,0,0,0,0,0,0,0,0,0,0,3,3,5,3,377,391,27,9,3,4,9,7,23,48,176,226,331,336,885,2597,880,5567,0,4,0,0,3,4,8,16,77,96,85,27,136,64,78,601,0,5,5,7,14,19,15,33,54,34,38,11,25,16,60,336,0,0,0,0,0,0,0,3,6,0,4,0,0,0,11,29,3,0,3,0,4,8,3,0,8,4,3,0,0,3,3,57,49,13,14,20,28,30,24,30,73,35,41,24,30,45,68,514,0,0,0,0,0,0,0,0
LGA18710,0,0,0,0,0,3,7,11,51,49,59,13,26,37,17,271,0,0,0,0,0,3,0,10,14,15,9,3,0,3,8,67,0,0,0,0,0,0,0,0,3,3,4,3,0,3,0,17,0,0,0,0,0,0,0,0,3,0,3,3,3,6,9,33,3,0,0,0,0,3,8,6,16,19,12,5,3,7,12,91,0,0,0,0,0,0,0,0,0,3,0,0,0,0,101,104,4,0,5,3,0,12,24,38,181,236,277,254,334,438,278,2086,0,0,3,0,0,3,4,9,36,41,34,14,10,10,25,181,0,0,3,4,11,16,18,11,25,10,9,5,3,0,11,119,0,0,0,0,0,3,0,0,0,0,3,3,0,0,3,23,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,18,4,0,10,10,12,17,22,15,25,7,4,0,4,0,15,139,0,0,0,0,0,0,0,0
LGA19399,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,3,0,3,3,21,11,14,5,5,8,21,102,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0
LGA19499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
