SAL_CODE_2021,P_NS_0_14,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_over,P_NS_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
SAL12247,7,0,0,6,0,0,0,0,0,10,33,16,31,22,37,38,28,12,0,218
SAL12248,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,4,0,12
SAL12249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12250,45,22,24,17,27,26,18,13,10,201,315,131,162,178,159,181,167,90,44,1430
SAL12251,45,41,13,22,21,36,39,29,4,255,699,379,271,402,539,648,817,457,80,4296
SAL12252,4,0,0,3,0,5,15,9,3,42,49,20,21,38,44,141,248,103,35,687
SAL12253,0,0,0,0,0,0,0,0,0,5,8,3,4,4,4,3,3,0,0,43
SAL12254,0,0,0,0,0,0,0,0,0,3,23,11,11,11,23,18,18,3,0,118
SAL12255,90,40,36,43,32,29,37,35,9,346,562,357,375,324,376,490,496,373,169,3529
SAL12256,74,30,38,37,27,40,20,10,8,289,868,486,594,506,453,436,357,282,115,4105
SAL12257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12258,0,0,0,5,0,0,4,0,0,7,10,7,10,14,3,8,5,5,0,59
SAL12259,69,46,43,42,35,36,36,18,12,329,522,375,431,365,382,529,368,227,95,3288
SAL12260,0,3,0,0,5,3,3,0,0,28,86,83,31,53,68,90,50,24,12,495
SAL12261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12262,76,49,25,49,39,44,48,34,19,380,767,500,512,469,551,726,796,611,156,5084
SAL12263,21,6,7,5,9,11,9,0,0,73,99,69,45,52,104,131,109,56,27,689
SAL12264,17,7,10,10,13,11,12,5,0,84,178,128,66,85,158,139,101,24,9,877
SAL12265,14,13,5,3,7,11,8,5,0,66,269,189,102,187,214,254,136,82,15,1445
SAL12266,421,201,395,273,155,144,81,53,28,1744,4230,1841,3417,2782,1652,1381,926,560,306,17092
SAL12267,10,13,4,3,7,3,4,3,0,54,94,76,52,58,86,59,42,27,7,499
SAL12268,4,5,11,6,8,11,21,9,4,78,152,104,83,113,118,194,249,193,43,1249
SAL12269,8,0,5,0,5,0,0,0,0,19,32,11,15,15,16,7,9,0,0,88
SAL12270,150,89,115,93,105,92,50,21,10,736,1542,943,1160,1108,1010,976,660,291,146,7834
SAL12271,0,0,0,0,0,0,0,0,0,4,10,12,3,5,19,19,14,0,0,75
SAL12272,3,9,0,6,10,9,0,0,0,30,76,45,21,50,58,50,40,6,4,347
SAL12273,68,50,48,42,52,45,21,20,14,360,901,689,653,664,738,699,473,264,130,5214
SAL12274,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,6,0,0,25
SAL12275,86,46,66,118,56,55,33,43,84,583,2404,1061,1914,2374,1555,1179,932,630,312,12363
SAL12276,104,43,160,144,68,70,40,24,20,663,2102,985,2395,2416,1474,976,771,433,228,11773
SAL12277,26,22,16,21,14,12,16,11,4,149,663,350,417,582,404,284,263,129,50,3146
SAL12278,3,0,0,0,0,0,0,0,0,7,9,12,7,8,15,10,17,0,0,82
SAL12279,3,4,0,0,6,3,4,0,0,29,52,27,25,33,54,67,44,17,0,313
SAL12280,0,0,0,0,3,0,0,0,0,8,9,4,12,4,0,8,17,6,0,60
SAL12281,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,4,0,0,16
SAL12282,15,19,3,9,9,10,8,9,4,84,94,69,46,41,71,118,102,47,13,607
SAL12283,0,0,0,4,0,0,0,0,0,10,0,0,3,8,0,4,0,0,0,23
SAL12284,48,34,26,26,36,19,15,10,5,230,441,374,319,305,363,355,260,134,42,2595
SAL12285,14,4,5,3,7,3,5,3,3,65,173,117,64,117,150,124,103,87,18,948
SAL12286,0,0,0,0,0,0,0,0,0,0,7,0,0,8,9,13,0,0,0,34
SAL12287,28,12,17,15,18,16,6,5,3,122,421,233,196,268,269,201,211,96,65,1962
SAL12288,3,0,3,4,5,11,6,6,0,40,63,31,22,47,64,85,74,11,4,394
SAL12289,0,0,0,0,0,0,0,0,3,4,18,5,0,14,0,5,9,3,7,57
SAL12290,3,0,5,4,6,5,0,0,0,18,14,15,3,11,20,20,5,10,0,102
SAL12291,0,0,0,0,0,0,0,0,0,0,10,0,0,3,5,3,4,0,0,21
SAL12292,14,12,10,3,0,20,25,24,12,125,140,99,77,86,156,327,475,412,246,2012
SAL12293,0,0,0,0,0,0,0,0,0,0,20,0,6,0,3,9,3,0,4,43
SAL12294,10,0,7,11,4,10,9,5,7,68,72,80,171,139,100,117,119,63,16,870
SAL12295,0,0,0,0,0,3,0,0,0,3,3,0,0,4,5,9,0,0,0,30
SAL12296,277,145,158,129,135,129,116,80,26,1214,2288,1622,1766,1506,1430,1579,1588,937,344,13073
SAL12297,20,6,14,10,7,14,20,8,4,101,186,76,96,93,128,185,224,136,26,1159
SAL12298,27,21,3,28,19,27,11,5,0,150,436,292,254,336,377,467,323,127,40,2651
SAL12299,3,0,0,0,3,5,3,0,0,22,27,9,10,14,12,30,15,15,5,140
SAL12300,0,0,4,0,0,0,0,0,0,6,32,12,5,25,23,30,11,7,4,145
SAL12301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12302,215,123,139,129,112,114,71,47,39,981,1889,1189,1157,1039,1063,1144,843,586,263,9170
SAL12303,0,0,0,7,0,0,0,0,0,4,11,7,4,11,6,6,8,6,0,59
SAL12304,9,3,3,0,6,4,3,0,0,23,57,29,19,38,35,45,38,10,0,282
SAL12305,4,0,0,3,0,0,7,3,0,19,35,11,12,10,29,25,29,11,3,168
SAL12306,121,107,167,183,118,81,72,56,39,939,2886,1418,2482,2792,2279,1431,1069,543,269,15158
SAL12307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,12
SAL12308,0,0,0,0,0,0,0,0,0,0,8,8,8,0,4,17,5,6,0,54
SAL12309,30,34,19,22,28,33,40,19,4,234,408,232,206,249,312,479,501,250,39,2686
SAL12310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12311,0,0,0,0,0,0,0,0,0,0,11,14,6,0,20,9,0,4,6,70
SAL12312,138,65,99,97,78,85,66,27,0,661,1526,702,828,1120,1107,1089,875,335,104,7687
SAL12313,39,21,12,28,20,11,15,12,0,158,526,329,224,354,381,292,277,174,32,2582
SAL12314,118,47,77,85,54,42,34,26,7,495,2412,920,1850,1618,865,702,629,348,67,9423
SAL12315,3,0,0,0,0,0,0,0,0,4,9,6,0,7,6,6,7,0,0,38
SAL12316,229,80,118,123,85,46,34,25,12,745,1156,703,662,534,581,463,322,253,47,4730
SAL12317,229,98,142,125,127,100,50,46,15,931,2008,1164,1441,1508,1150,1141,990,467,117,9992
SAL12318,41,38,21,32,37,49,61,25,14,320,543,372,304,422,595,734,845,502,198,4503
SAL12319,0,0,0,0,0,0,0,0,0,3,10,4,3,9,11,8,4,0,0,48
SAL12320,0,0,0,0,0,0,0,0,0,0,9,6,4,6,4,6,3,3,0,42
SAL12321,0,0,0,3,0,0,0,0,0,5,23,16,10,18,21,14,19,9,0,127
SAL12322,44,32,114,64,21,29,25,28,49,411,548,424,1098,722,450,348,252,132,92,4060
SAL12323,0,0,0,0,0,0,3,0,0,8,31,13,3,24,22,33,18,3,7,146
SAL12324,12,20,20,20,11,10,12,4,0,102,395,220,279,436,297,214,153,53,12,2055
SAL12325,173,184,440,241,190,180,91,57,50,1604,3241,3040,6058,3585,2535,2614,1588,728,273,23663
SAL12326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12327,12,0,4,0,8,7,4,0,0,43,100,65,51,56,78,55,42,25,10,471
SAL12328,10,0,4,0,0,4,4,3,0,28,71,25,24,22,41,53,32,25,0,301
SAL12329,59,36,43,41,60,85,61,55,5,450,287,153,191,174,222,354,307,213,48,1946
SAL12330,7,3,4,3,6,12,12,3,4,51,87,45,48,56,62,111,145,70,24,647
SAL12331,13,11,3,7,15,15,7,0,0,82,271,219,87,137,226,211,182,65,27,1405
SAL12332,5,0,0,5,6,10,4,0,0,26,29,22,11,27,31,61,43,8,0,234
SAL12333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,3,19
SAL12334,77,50,59,74,91,63,38,52,58,549,1505,733,799,1247,1328,954,614,308,163,7641
SAL12335,0,0,5,0,0,0,0,0,0,4,0,0,5,0,0,5,4,0,0,11
SAL12336,0,0,0,0,5,0,0,0,0,8,22,5,7,15,16,17,18,14,0,113
SAL12337,9,3,3,3,7,5,0,0,0,33,85,22,32,32,50,54,39,12,9,327
SAL12338,0,0,0,0,0,0,0,0,0,3,3,5,5,5,8,0,0,3,0,32
SAL12339,3,0,0,0,0,0,0,0,0,13,24,4,9,21,11,17,18,6,0,115
SAL12340,0,0,0,0,0,0,0,0,0,0,4,4,5,0,6,8,3,3,0,33
SAL12341,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,3,0,0,14
SAL12342,6,3,0,0,4,8,3,0,0,29,29,28,8,22,31,57,48,12,3,234
SAL12343,0,4,0,0,0,0,0,0,0,15,19,3,0,3,11,10,11,0,3,59
SAL12344,6,7,4,0,3,3,10,0,0,29,76,58,38,57,76,75,72,25,6,471
SAL12345,5,4,4,3,0,4,5,0,0,28,40,28,18,37,27,46,40,17,9,263
SAL12346,0,0,0,0,4,0,0,0,0,6,4,0,4,0,8,5,8,4,0,38
SAL12347,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,4,3,0,0,27
SAL12348,92,59,53,66,74,58,38,29,7,480,2194,1337,1038,1625,1609,1263,984,614,270,10943
SAL12349,7,0,0,0,0,0,0,0,0,5,19,5,5,12,0,8,6,0,0,47
SAL12350,5,6,0,0,5,5,0,3,0,18,70,52,12,36,64,71,42,23,6,382
SAL12351,0,0,0,0,0,0,0,0,0,0,4,3,7,0,0,4,0,0,0,14
SAL12352,58,38,26,31,36,45,20,9,9,267,1076,668,502,672,767,725,464,266,165,5299
SAL12353,94,56,70,73,57,48,47,32,21,503,571,442,506,485,460,489,400,184,109,3656
SAL12354,35,32,24,22,23,21,10,6,8,178,338,243,245,267,280,309,245,131,52,2117
SAL12355,4,0,0,7,4,4,5,3,0,28,16,5,6,17,7,34,37,6,0,130
SAL12356,70,40,55,50,34,58,56,58,13,432,716,459,574,473,576,728,736,510,178,4956
SAL12357,0,0,0,0,0,0,0,0,0,0,4,3,6,3,4,8,7,6,0,37
SAL12358,53,26,45,47,47,33,21,20,7,316,819,376,611,783,648,529,497,379,177,4817
SAL12359,7,4,0,3,0,0,0,3,0,18,39,10,25,22,15,21,17,3,4,146
SAL12360,4,0,0,0,0,3,3,4,0,16,22,16,10,12,16,42,45,16,5,185
SAL12361,8,6,10,10,7,8,12,3,0,72,88,56,63,70,91,128,83,40,13,629
SAL12362,0,0,0,0,0,0,0,0,0,5,5,0,0,8,4,4,0,0,0,24
SAL12363,11,4,3,4,3,0,6,0,0,33,21,19,9,12,12,9,8,4,0,102
SAL12364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12365,3,6,4,3,4,11,11,0,0,41,26,20,6,19,24,29,17,8,6,159
SAL12366,0,0,0,0,0,0,0,0,0,6,6,0,0,6,7,9,10,4,0,38
SAL12367,0,0,0,0,0,0,0,0,0,9,0,7,0,0,0,6,3,0,0,19
SAL12368,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,8,7,4,0,23
SAL12369,3,5,5,0,12,11,4,8,0,52,118,83,73,75,84,114,90,66,24,737
SAL12370,781,480,817,608,384,336,233,126,58,3828,6074,3861,6180,4725,3416,3014,2196,1167,439,31078
SAL12371,32,26,14,12,16,20,9,0,3,131,500,311,237,264,355,296,229,81,30,2302
SAL12372,53,17,24,20,17,20,14,7,0,169,323,258,167,194,224,187,142,89,23,1618
SAL12373,0,0,0,0,0,0,0,0,0,3,26,9,10,11,9,15,19,8,8,104
SAL12374,12,6,15,10,8,0,4,0,0,66,364,199,279,208,177,140,105,39,8,1509
SAL12375,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,20,7,0,0,34
SAL12376,11,0,5,3,13,9,5,0,0,36,95,37,35,47,65,71,51,9,4,411
SAL12377,18,8,18,10,12,12,16,8,0,103,236,102,139,142,152,134,116,53,20,1095
SAL12378,14,13,7,10,15,13,6,3,0,89,180,99,76,71,117,160,151,94,65,1019
SAL12379,4,0,0,5,0,0,0,0,0,3,7,9,4,10,7,10,5,0,0,55
SAL12380,51,33,19,37,29,17,14,15,8,218,911,524,392,551,630,429,369,295,98,4190
SAL12381,0,0,4,3,11,8,3,0,0,35,15,13,20,33,55,64,51,12,3,265
SAL12382,0,0,5,0,0,4,0,0,0,14,21,16,10,16,14,31,35,13,4,162
SAL12383,0,0,0,0,0,0,0,0,0,0,5,7,3,0,9,14,6,0,0,47
SAL12384,90,65,43,58,35,45,39,14,3,395,781,588,472,500,550,544,383,175,45,4024
SAL12385,28,17,9,16,12,18,21,3,0,137,297,162,122,170,194,305,349,126,32,1758
SAL12386,0,0,0,0,0,0,0,0,0,6,25,9,11,11,25,10,12,10,0,112
SAL12387,101,74,65,87,92,67,75,48,19,614,1072,709,766,821,874,881,889,511,209,6736
SAL12388,6,0,0,0,4,0,0,0,0,4,10,4,5,6,8,5,7,0,0,44
SAL12389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12390,0,0,3,0,3,0,4,0,0,16,25,18,14,14,22,36,23,20,0,173
SAL12391,0,0,4,0,0,6,0,0,0,13,10,6,12,8,7,8,7,3,0,64
SAL12392,0,0,4,0,0,4,0,0,0,10,3,3,3,5,0,11,0,0,0,23
SAL12393,0,0,0,0,0,0,0,0,0,8,8,14,3,6,3,10,18,3,0,72
SAL12394,21,19,3,16,16,10,4,5,0,99,387,344,109,177,360,341,246,124,35,2116
SAL12395,16,8,4,8,7,3,0,0,0,43,127,72,46,77,74,76,62,16,0,552
SAL12396,0,0,4,9,0,11,5,10,0,39,66,11,64,69,43,82,56,38,15,445
SAL12397,0,0,0,0,0,0,0,0,0,3,3,3,0,4,3,12,11,0,0,33
SAL12398,13,9,10,11,12,13,0,5,0,89,273,181,131,173,206,220,149,93,35,1465
SAL12399,7,0,6,0,0,6,0,0,0,22,45,19,24,15,46,62,48,17,5,277
SAL12400,0,0,0,0,0,0,0,0,0,5,18,11,6,5,9,23,11,4,4,94
SAL12401,3,0,0,0,0,0,0,0,0,9,18,6,8,3,8,11,12,0,0,65
SAL12402,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,10
SAL12403,4,3,0,0,0,0,0,5,0,15,13,5,10,4,7,13,10,10,0,74
SAL12404,12,6,9,0,4,7,0,0,0,42,210,140,100,104,176,115,54,13,6,922
SAL12405,8,6,0,6,11,5,5,0,0,42,85,46,47,49,72,87,88,28,10,502
SAL12406,4,0,0,9,0,0,3,0,0,14,10,12,11,12,9,35,27,13,0,117
SAL12407,10,9,9,7,16,15,7,4,0,75,44,36,48,29,56,77,62,9,0,359
SAL12408,0,0,0,0,8,0,0,3,0,9,0,6,0,0,6,12,7,3,0,36
SAL12409,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5
SAL12410,5,9,0,0,3,3,0,0,0,20,65,54,40,43,71,74,45,12,3,407
SAL12411,3,0,5,0,0,4,0,0,0,16,17,25,22,18,41,38,32,8,0,217
SAL12412,0,0,0,0,0,4,4,0,0,10,8,0,0,3,5,9,12,0,0,43
SAL12413,0,0,0,0,6,3,8,0,0,13,5,6,0,5,10,20,12,0,0,66
SAL12414,0,0,0,0,0,0,0,0,0,4,3,0,8,0,3,6,6,0,0,27
SAL12415,9,0,0,5,0,0,0,0,0,11,16,0,0,15,9,5,4,3,0,43
SAL12416,0,0,0,0,0,0,0,0,0,0,7,7,4,8,7,3,5,3,0,40
SAL12417,3,0,3,5,6,4,0,4,0,22,22,17,19,24,55,46,33,32,0,244
SAL12418,0,0,0,0,6,0,0,0,0,5,3,7,0,5,16,15,13,4,0,70
SAL12419,4,3,0,4,0,3,0,4,0,16,23,10,7,12,19,26,21,9,0,136
SAL12420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,5
SAL12421,11,5,15,12,5,19,12,4,0,81,121,83,60,79,113,119,99,36,3,711
SAL12422,0,0,0,0,0,0,0,0,0,9,13,9,12,11,17,24,24,0,0,112
SAL12423,5,0,5,5,0,9,0,3,0,22,22,8,10,19,13,22,7,4,0,100
SAL12424,0,0,0,0,0,8,3,3,0,18,3,3,0,5,10,12,14,15,4,69
SAL12425,0,0,0,0,0,0,0,0,0,0,14,11,4,3,0,10,0,0,4,42
SAL12426,0,0,3,0,0,4,0,0,0,7,0,0,3,0,0,4,0,0,0,4
SAL12427,4,0,3,0,0,0,8,0,0,22,39,29,29,20,43,52,42,17,3,277
SAL12428,38,20,14,18,14,10,3,4,0,123,435,285,204,250,284,252,134,70,14,1927
SAL12429,6,0,4,3,8,0,0,7,0,30,38,29,20,23,25,33,23,17,4,216
SAL12430,41,26,25,29,47,41,35,22,5,276,962,787,542,612,881,839,645,433,169,5869
SAL12431,314,145,180,153,132,87,68,57,20,1147,2476,1395,1416,1285,1106,1069,739,429,132,10057
SAL12432,4,3,0,4,0,0,0,0,0,17,41,31,13,34,31,30,19,15,0,216
SAL12433,3,0,0,0,0,0,0,0,0,16,27,5,12,8,12,20,8,4,4,106
SAL12434,4,4,0,0,0,0,4,0,0,10,3,4,6,5,3,5,4,0,0,41
SAL12435,13,0,0,3,7,0,3,9,0,46,80,16,29,48,52,60,46,26,9,359
SAL12436,3,0,4,5,0,0,4,0,0,17,33,22,21,12,34,28,31,25,9,215
SAL12437,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8
SAL12438,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,11
SAL12439,62,32,24,22,35,31,21,28,15,274,503,267,305,249,277,385,377,270,137,2782
SAL12440,38,15,19,20,26,41,38,37,14,245,388,198,219,240,299,420,436,371,200,2778
SAL12441,19,17,5,11,14,15,7,0,0,81,228,150,85,146,208,260,207,83,26,1399
SAL12442,395,157,206,205,167,124,79,52,15,1414,3208,1812,1795,2069,1706,1556,1162,595,125,14023
SAL12443,45,22,29,22,33,13,9,5,0,176,806,431,556,543,465,348,322,122,18,3605
SAL12444,12,11,4,9,17,3,6,0,0,59,265,245,147,163,234,253,100,35,8,1455
SAL12445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12446,67,126,221,120,42,36,27,11,12,669,1235,1974,3630,1991,732,549,441,270,253,11071
SAL12447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12448,0,0,0,0,0,0,0,0,0,3,6,0,3,0,3,0,0,0,0,8
SAL12449,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,4,8,0,0,22
SAL12450,5,4,0,3,4,3,13,0,0,38,24,25,22,21,32,73,105,27,5,332
SAL12451,0,0,5,0,0,0,0,0,0,7,8,0,10,3,0,6,0,0,0,26
SAL12452,6,8,4,3,4,4,0,6,0,40,93,43,37,57,96,110,70,37,5,539
SAL12453,0,0,0,0,3,0,0,0,0,4,18,25,14,12,27,25,18,3,0,145
SAL12454,26,17,16,10,28,27,14,5,0,145,112,55,66,80,100,127,85,16,4,640
SAL12455,0,0,0,0,0,0,0,0,0,5,8,10,4,8,12,30,15,9,0,95
SAL12456,4,0,0,0,0,0,4,0,0,11,6,11,3,0,9,3,8,0,0,37
SAL12457,4,5,7,5,5,0,0,0,0,25,45,21,24,21,29,25,17,3,0,175
SAL12458,27,9,17,29,22,23,13,9,0,145,278,212,271,271,290,239,205,124,86,1972
SAL12459,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,8,7,0,0,21
SAL12460,14,7,3,3,5,4,0,0,0,36,84,34,31,47,27,34,13,0,3,281
SAL12461,8,0,4,9,5,5,6,0,0,36,64,14,23,40,37,52,45,17,0,290
SAL12462,54,84,260,289,237,185,120,84,19,1323,607,483,517,623,781,685,526,351,134,4714
SAL12463,0,0,0,0,0,5,0,0,0,6,5,3,0,0,7,9,0,3,0,35
SAL12464,6,0,0,0,7,0,0,4,0,12,4,3,3,3,7,0,3,4,0,25
SAL12465,15,12,0,7,14,16,12,0,0,70,154,114,93,83,122,170,151,66,21,963
SAL12466,0,0,0,0,0,3,0,0,0,4,13,3,5,5,3,9,0,0,0,45
SAL12467,6,0,3,0,0,7,0,3,0,22,18,6,17,13,10,42,24,13,0,137
SAL12468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,8
SAL12469,10,9,9,4,5,3,0,0,0,35,18,20,28,5,10,11,0,4,0,97
SAL12470,3,7,4,3,6,9,0,6,0,33,74,35,34,31,43,57,84,36,9,408
SAL12471,43,12,16,20,23,25,34,13,0,192,325,170,151,191,267,362,391,176,39,2071
SAL12472,0,0,3,0,0,3,0,0,0,13,15,14,20,12,17,19,9,0,3,112
SAL12473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,4,0,27
SAL12474,0,3,0,3,5,0,0,0,0,6,18,7,11,11,9,9,9,3,0,82
SAL12475,9,4,5,4,4,3,4,6,0,44,53,58,43,44,81,71,42,27,7,433
SAL12476,0,4,0,4,0,5,0,0,0,13,12,12,0,7,9,9,15,4,0,64
SAL12477,6,5,3,0,0,13,3,3,0,38,47,31,41,26,49,67,39,33,11,345
SAL12478,45,33,39,25,38,32,15,5,4,229,524,387,358,395,430,359,258,114,33,2862
SAL12479,0,0,0,0,0,0,0,0,0,12,9,13,5,3,8,13,3,4,0,76
SAL12480,5,9,0,4,8,8,8,4,0,34,40,40,30,30,48,53,33,14,3,291
SAL12481,0,0,0,0,0,0,0,0,0,9,18,0,6,10,4,5,0,0,0,56
SAL12482,6,8,6,9,9,5,15,9,0,59,123,94,82,76,104,124,70,45,11,736
SAL12483,13,9,3,17,7,8,4,3,4,77,163,78,77,109,124,90,121,38,20,822
SAL12484,39,35,17,26,36,37,32,14,3,241,395,250,216,227,285,332,380,226,71,2386
SAL12485,134,102,225,177,148,118,80,46,17,1043,2184,1325,3549,2809,2051,1853,1310,854,357,16296
SAL12486,64,39,66,49,61,44,26,16,25,380,1186,567,1059,1064,939,653,461,252,206,6389
SAL12487,41,19,35,10,25,21,14,8,0,186,492,286,294,300,355,340,276,173,36,2554
SAL12488,0,0,0,0,5,4,5,3,0,16,14,14,5,13,33,51,64,34,8,229
SAL12489,3,17,46,51,25,15,0,0,0,162,13,28,50,60,35,25,12,0,0,225
SAL12490,0,4,0,0,0,5,3,0,0,13,5,8,0,7,14,18,10,13,0,76
SAL12491,0,0,0,7,3,4,3,0,0,19,79,27,27,47,66,52,35,11,0,350
SAL12492,10,8,8,11,4,11,7,5,0,48,86,32,64,70,82,140,130,56,12,670
SAL12493,0,3,0,3,0,0,0,0,0,4,9,10,5,8,7,17,17,8,0,84
SAL12494,14,16,3,7,13,13,8,0,0,79,269,193,84,150,231,153,116,65,17,1281
SAL12495,105,86,84,68,62,69,41,25,8,541,1513,978,1254,1099,823,837,757,378,196,7834
SAL12496,0,0,0,0,0,0,0,0,0,4,26,14,4,16,22,14,26,0,0,118
SAL12497,3,4,0,3,8,3,3,3,0,31,72,25,15,41,49,33,25,19,4,285
SAL12498,69,31,39,24,33,23,14,8,0,246,756,515,427,462,531,383,285,182,59,3598
SAL12499,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,8
SAL12500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12501,0,0,0,0,0,0,0,0,0,0,6,3,4,0,4,10,4,0,0,36
SAL12502,34,13,23,15,17,18,22,12,4,146,300,162,188,192,216,320,294,132,45,1861
SAL12503,0,0,0,0,0,0,0,0,0,0,27,18,21,7,16,28,13,8,6,144
SAL12504,0,4,0,5,3,5,0,0,0,19,26,24,18,17,32,49,35,8,0,199
SAL12505,0,0,0,0,0,0,0,0,0,0,15,7,0,5,8,13,4,0,0,60
SAL12506,0,0,0,0,3,5,8,0,0,15,0,0,0,4,3,12,10,0,0,35
SAL12507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,8
SAL12508,18,6,0,10,4,3,5,5,0,50,133,78,83,75,113,130,86,53,22,765
SAL12509,3,3,0,0,4,3,0,0,0,11,13,27,3,15,32,31,16,5,4,146
SAL12510,20,8,6,9,7,3,6,4,0,62,127,71,51,82,97,76,73,31,9,616
SAL12511,295,184,340,307,294,214,178,138,74,2026,4925,3254,4858,4715,4067,3399,2695,1885,927,30722
SAL12512,0,50,117,77,31,26,20,8,0,331,74,107,165,117,98,117,77,31,4,783
SAL12513,7,0,3,5,7,3,4,4,0,33,77,34,54,43,52,43,46,16,7,363
SAL12514,259,184,401,288,255,206,126,107,36,1859,3560,2589,5848,4471,3639,2756,1939,1263,512,26570
SAL12515,257,88,170,205,70,48,44,14,0,886,4390,1243,2704,3589,1147,698,580,223,30,14610
SAL12516,104,85,115,94,85,62,56,50,37,677,1963,1365,2015,1948,1490,1335,1158,740,484,12492
SAL12517,0,0,0,0,0,0,0,0,0,11,33,22,9,29,18,25,25,8,0,177
SAL12518,0,0,0,0,0,0,0,0,0,0,7,0,4,9,4,6,5,3,0,46
SAL12519,0,0,0,0,0,4,0,0,0,7,13,10,13,7,3,13,0,0,0,63
SAL12520,4,6,8,0,0,0,5,0,0,27,25,29,16,20,27,15,21,10,0,168
SAL12521,4,9,11,0,12,7,0,3,0,37,70,40,27,55,52,57,33,17,4,351
SAL12522,6,3,5,0,4,5,3,0,0,20,51,36,30,34,47,77,77,24,12,389
SAL12523,55,8,38,23,9,12,16,5,5,174,315,129,213,181,165,182,146,76,24,1428
SAL12524,102,59,55,67,67,53,36,8,5,450,1481,1106,1012,983,1109,990,667,280,82,7714
SAL12525,3,0,0,0,9,3,6,0,0,20,15,3,10,5,12,18,14,0,0,89
SAL12526,0,0,0,0,0,0,0,0,0,3,20,7,5,15,20,14,11,6,5,99
SAL12527,6,0,0,0,0,3,3,0,0,17,51,20,13,23,17,31,19,10,3,190
SAL12528,4,10,14,15,6,10,9,4,0,77,264,184,268,248,206,244,169,67,18,1671
SAL12529,158,287,546,215,106,115,77,33,16,1547,2537,3579,7408,3256,1794,1394,917,522,190,21591
SAL12530,15,5,8,3,14,8,9,0,0,58,220,136,65,116,162,157,136,40,14,1038
SAL12531,0,0,0,0,0,0,0,0,0,9,9,5,0,8,9,12,3,0,0,50
SAL12532,23,8,8,11,13,14,15,11,10,113,164,74,75,103,135,155,157,106,30,1002
SAL12533,10,6,0,5,0,3,0,4,0,29,25,14,11,14,20,29,23,11,9,159
SAL12534,170,84,93,104,117,103,69,32,19,795,1820,1162,1052,1315,1458,1289,992,613,228,9925
SAL12535,7,0,4,0,5,3,4,0,0,25,23,6,13,13,15,22,14,0,0,110
SAL12536,6,0,0,0,4,0,0,0,0,14,17,4,7,11,17,13,14,0,4,87
SAL12537,3,0,0,0,0,3,0,0,0,14,26,11,10,12,11,9,9,6,0,90
SAL12538,0,0,0,0,3,0,0,0,0,6,13,3,0,11,13,3,6,0,0,51
SAL12539,0,0,0,0,0,0,0,0,0,3,6,4,4,9,10,9,10,5,0,50
SAL12540,100,111,131,98,93,77,54,29,24,724,1510,1087,1972,1430,1116,1114,833,440,249,9760
