SAL_CODE_2021,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ptn_in_RM_0_14,P_Ptn_in_RM_15_24,P_Ptn_in_RM_25_34,P_Ptn_in_RM_35_44,P_Ptn_in_RM_45_54,P_Ptn_in_RM_55_64,P_Ptn_in_RM_65_74,P_Ptn_in_RM_75_84,P_Ptn_in_RM_85ov,P_Ptn_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SAL12560,..,25,57,10,9,0,5,0,0,112,..,31,132,98,62,62,62,29,9,484,3,3,13,8,4,5,4,0,0,37,281,214,815,520,238,211,147,62,12,2504,..,25,606,631,205,169,138,57,7,1826,..,74,406,115,45,11,9,3,0,660,..,0,4,41,43,35,11,0,0,145,583,..,..,..,..,..,..,..,..,583,..,117,..,..,..,..,..,..,..,117,..,35,57,25,7,3,0,0,0,134,..,38,58,8,4,19,11,5,0,147,..,16,32,8,9,0,5,0,0,69,..,48,139,27,17,5,10,6,0,250,..,45,265,203,114,117,90,54,12,902,3,11,21,15,4,4,4,0,0,71,590,409,1599,1080,446,367,272,126,24,4907
SAL12561,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12562,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,8,0,0,21,..,0,0,3,7,0,15,5,0,28,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,8,..,..,..,..,..,..,..,..,8,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,3,0,5,10,8,12,3,0,47
SAL12563,..,0,0,0,0,3,0,0,0,7,..,0,0,0,8,13,10,11,4,48,0,0,0,0,0,0,0,0,0,0,22,16,35,32,31,54,44,29,3,263,..,0,9,31,24,53,48,27,7,201,..,8,20,14,16,10,3,0,0,68,..,0,0,3,8,8,0,0,0,26,53,..,..,..,..,..,..,..,..,53,..,19,..,..,..,..,..,..,..,19,..,18,3,0,0,0,0,0,0,27,..,0,3,0,0,3,0,0,0,9,..,3,8,5,0,0,0,0,0,17,..,0,4,0,4,4,6,3,0,16,..,0,0,3,17,26,27,14,3,90,0,7,0,0,0,0,0,5,0,13,53,48,51,55,73,101,86,46,15,530
SAL12564,..,9,6,4,6,6,6,0,0,44,..,8,19,12,27,48,53,54,19,242,11,18,13,5,5,8,14,3,0,83,1199,593,619,733,740,632,471,221,39,5240,..,18,493,912,953,895,677,287,32,4264,..,104,312,212,190,98,52,17,0,988,..,18,69,128,113,71,32,25,4,458,2432,..,..,..,..,..,..,..,..,2432,..,535,..,..,..,..,..,..,..,535,..,424,159,61,37,17,0,0,0,699,..,44,14,8,14,34,41,32,13,196,..,30,29,13,16,7,10,6,0,92,..,28,22,4,18,6,18,4,0,108,..,21,57,51,79,103,103,81,25,522,24,32,25,19,10,12,16,3,0,154,2458,1247,1172,1408,1427,1252,957,455,73,10455
SAL12565,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,14,3,11,8,12,9,6,8,3,67,..,0,7,13,12,13,15,9,4,64,..,0,0,0,6,4,0,0,0,15,..,0,0,0,0,0,0,0,0,3,26,..,..,..,..,..,..,..,..,26,..,4,..,..,..,..,..,..,..,4,..,3,0,0,0,0,0,0,0,6,..,0,0,0,0,0,3,0,0,3,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,26,8,18,15,21,21,14,9,3,137
SAL12566,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,4,22,21,17,19,32,31,27,10,0,174,..,0,7,27,43,42,32,8,0,158,..,4,12,9,11,3,0,0,0,33,..,0,0,0,0,5,0,0,0,13,51,..,..,..,..,..,..,..,..,51,..,20,..,..,..,..,..,..,..,20,..,13,9,4,5,0,0,0,0,32,..,4,0,0,0,0,0,0,0,9,..,3,4,0,0,5,0,0,0,11,..,0,0,0,0,0,3,0,0,0,..,0,0,5,6,10,3,3,0,21,0,3,0,0,0,0,0,0,0,0,51,44,30,44,62,63,42,14,0,360
SAL12567,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,16,3,4,3,13,15,12,4,0,75,..,0,0,5,18,18,16,5,0,57,..,0,0,0,0,4,4,0,0,15,..,0,0,0,0,5,0,0,0,10,27,..,..,..,..,..,..,..,..,27,..,6,..,..,..,..,..,..,..,6,..,0,0,0,4,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,6,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,4,28,14,7,10,24,31,19,10,0,136
SAL12568,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,3,0,0,10,0,0,0,0,0,0,0,0,0,3,12,3,4,6,5,23,10,5,0,77,..,0,0,3,8,21,13,8,0,64,..,0,0,0,3,9,4,0,0,27,..,0,0,0,0,0,0,0,0,4,18,..,..,..,..,..,..,..,..,18,..,7,..,..,..,..,..,..,..,7,..,7,5,0,5,0,0,0,0,11,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,3,0,13,11,0,0,21,0,3,0,0,0,0,0,0,0,0,17,10,8,13,21,42,26,12,0,148
SAL12569,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,8,..,0,0,4,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,5,..,..,..,..,..,..,..,..,5,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,4,0,0,0,0,0,10
SAL12570,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,6,10,4,8,3,13,8,4,0,49,..,0,0,4,13,19,3,5,0,45,..,0,0,4,0,0,0,0,0,6,..,0,0,0,0,3,0,0,0,6,13,..,..,..,..,..,..,..,..,13,..,5,..,..,..,..,..,..,..,5,..,5,3,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,7,13,12,12,7,17,24,8,4,6,102
SAL12571,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
SAL12572,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,6,0,6,0,21,..,0,5,0,4,6,3,4,0,22,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,5,..,..,..,..,..,..,..,..,5,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,5,4,3,5,6,6,0,40
SAL12573,..,0,0,3,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,211,56,190,162,39,30,12,0,0,710,..,6,227,318,82,46,20,3,0,702,..,16,65,19,0,0,0,0,0,94,..,0,5,8,5,0,0,0,0,19,410,..,..,..,..,..,..,..,..,410,..,53,..,..,..,..,..,..,..,53,..,14,19,0,0,0,0,0,0,37,..,5,14,4,0,8,8,0,0,43,..,4,7,0,0,0,0,0,0,13,..,0,3,3,0,0,0,0,0,11,..,0,3,5,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,11,412,107,340,360,95,64,26,3,0,1406
SAL12574,..,0,13,0,0,0,0,0,0,19,..,3,24,9,7,13,14,11,7,88,0,4,0,0,0,0,0,0,0,6,185,110,153,158,144,113,89,41,11,1000,..,6,95,224,202,170,113,53,7,866,..,19,62,28,22,10,0,3,0,141,..,0,0,21,15,16,6,3,0,60,373,..,..,..,..,..,..,..,..,373,..,130,..,..,..,..,..,..,..,130,..,56,53,11,8,0,0,0,0,132,..,6,3,0,3,10,17,12,5,59,..,0,0,4,0,0,0,0,0,11,..,7,25,0,3,0,0,0,0,36,..,11,43,14,15,23,20,15,13,154,3,7,0,3,0,0,0,0,0,23,378,251,276,307,271,229,158,81,19,1981
SAL12575,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,6,0,7,4,0,0,30,..,0,0,3,0,4,6,0,0,23,..,0,0,3,0,0,3,0,0,9,..,0,0,0,0,0,0,0,0,0,10,..,..,..,..,..,..,..,..,10,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,4,0,7,6,8,12,4,0,54
SAL12576,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,0,6,4,10,5,4,0,0,44,..,0,0,11,10,6,6,0,0,35,..,0,0,0,0,6,0,0,0,5,..,0,0,0,0,0,0,0,0,4,19,..,..,..,..,..,..,..,..,19,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,19,3,6,10,10,12,10,3,0,72
SAL12577,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,20,6,0,7,17,17,10,3,0,82,..,0,0,13,19,8,8,10,0,65,..,0,0,6,0,6,0,0,0,18,..,0,0,0,0,0,0,0,0,3,34,..,..,..,..,..,..,..,..,34,..,10,..,..,..,..,..,..,..,10,..,8,0,0,0,0,0,0,0,13,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,4,6,0,3,0,11,3,0,0,5,0,0,0,0,0,9,35,22,3,17,28,30,12,10,0,164
SAL12578,..,4,3,6,5,4,4,4,0,36,..,5,11,17,21,75,79,69,25,305,9,20,3,7,8,12,6,0,0,67,948,674,563,691,790,802,443,218,62,5192,..,9,450,936,1109,1125,649,248,25,4546,..,21,203,123,96,73,29,3,0,547,..,0,36,84,147,110,42,19,8,441,1999,..,..,..,..,..,..,..,..,1999,..,763,..,..,..,..,..,..,..,763,..,551,367,67,34,12,3,0,0,1032,..,13,22,14,13,19,31,35,23,166,..,9,19,6,5,6,4,0,0,43,..,3,15,8,9,15,14,8,4,71,..,9,21,29,47,126,105,88,35,463,20,24,14,11,14,10,8,6,0,113,2015,1411,1140,1266,1474,1498,874,401,101,10177
SAL12579,..,3,0,0,0,0,0,0,0,6,..,0,0,0,0,7,8,31,20,68,0,0,0,0,0,0,0,0,0,3,81,58,29,52,52,58,84,92,33,538,..,5,20,78,106,90,126,115,21,556,..,5,23,11,6,3,0,3,0,43,..,0,0,5,0,4,0,0,5,14,161,..,..,..,..,..,..,..,..,161,..,53,..,..,..,..,..,..,..,53,..,52,17,8,0,4,0,0,0,88,..,4,0,0,0,0,0,5,4,13,..,0,0,0,0,0,0,3,0,11,..,3,0,0,0,0,0,0,0,5,..,0,0,3,0,11,18,40,24,96,0,0,0,0,0,0,0,0,0,3,161,116,66,99,113,112,150,166,50,1044
SAL12580,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,16,17,12,10,11,17,6,6,3,91,..,0,7,17,7,10,10,7,0,54,..,4,7,0,5,6,0,0,0,27,..,0,6,0,3,0,3,0,0,8,34,..,..,..,..,..,..,..,..,34,..,13,..,..,..,..,..,..,..,13,..,8,3,0,0,0,0,0,0,15,..,0,0,0,4,0,3,0,0,16,..,3,0,0,0,0,0,0,0,3,..,0,0,5,0,5,0,0,0,9,..,0,0,0,5,4,0,0,0,15,0,0,0,0,0,0,0,0,0,8,34,30,22,27,23,31,18,9,7,197
SAL12581,..,0,0,0,3,6,3,3,0,10,..,0,0,0,5,4,8,9,3,30,0,6,0,0,0,4,0,0,0,7,65,25,30,29,33,40,29,24,7,279,..,0,22,39,24,43,35,20,7,186,..,5,18,3,6,7,9,3,0,46,..,0,3,4,7,4,3,0,4,27,116,..,..,..,..,..,..,..,..,116,..,22,..,..,..,..,..,..,..,22,..,11,0,5,6,0,7,0,0,27,..,8,0,0,0,4,0,0,0,12,..,4,0,0,0,0,0,0,0,7,..,0,0,0,0,4,11,3,0,21,..,0,7,3,7,14,29,19,3,85,0,5,0,4,0,4,3,0,0,19,116,52,53,60,55,86,89,46,10,573
SAL12582,..,3,0,0,0,0,0,0,0,7,..,0,0,5,8,12,6,3,4,42,0,4,0,0,5,0,0,0,0,3,32,20,27,19,32,29,26,17,6,211,..,0,15,12,15,24,30,18,3,129,..,3,18,4,10,5,4,0,0,43,..,0,5,10,5,0,4,5,0,31,65,..,..,..,..,..,..,..,..,65,..,5,..,..,..,..,..,..,..,5,..,4,4,5,3,3,0,0,0,22,..,10,3,0,0,0,5,0,0,25,..,6,0,0,0,0,0,0,0,3,..,4,0,0,4,3,5,4,0,24,..,4,4,7,15,26,25,14,4,89,0,3,0,0,4,0,0,0,0,11,65,40,48,36,61,61,75,39,10,435
SAL12583,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,3,7,0,6,7,3,6,0,48,..,0,5,6,6,15,7,8,0,43,..,0,6,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,7,22,..,..,..,..,..,..,..,..,22,..,3,..,..,..,..,..,..,..,3,..,0,3,0,0,0,0,0,0,5,..,4,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,3,4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,22,8,20,3,13,15,10,4,0,98
SAL12584,..,169,171,24,12,10,8,0,0,389,..,17,81,72,67,119,143,113,70,684,12,29,36,12,11,8,6,0,0,132,922,825,770,733,823,723,522,264,119,5703,..,0,216,842,1015,940,677,278,76,4047,..,127,488,195,182,122,58,13,0,1180,..,3,14,74,123,64,31,19,18,340,1839,..,..,..,..,..,..,..,..,1839,..,689,..,..,..,..,..,..,..,689,..,262,138,40,33,28,3,0,0,501,..,49,36,3,10,16,15,15,7,157,..,44,59,4,0,4,0,0,0,118,..,313,368,52,26,32,23,6,0,818,..,43,148,151,153,241,259,155,101,1251,28,63,72,18,21,18,10,4,0,249,1862,1599,1538,1386,1559,1477,1074,485,207,11182
SAL12585,..,3,3,0,0,0,0,0,0,9,..,0,0,3,0,10,7,8,14,44,6,3,0,5,3,0,3,0,0,21,163,72,48,111,109,66,50,52,20,692,..,0,35,166,157,96,73,70,18,616,..,5,31,18,22,7,7,6,0,87,..,0,0,5,15,3,5,0,4,38,347,..,..,..,..,..,..,..,..,347,..,91,..,..,..,..,..,..,..,91,..,35,11,0,4,5,0,0,0,63,..,0,4,0,4,3,5,0,0,7,..,0,4,0,0,0,0,0,0,6,..,16,10,0,0,0,0,0,0,31,..,0,4,5,5,11,11,18,15,79,7,6,0,5,3,0,0,0,3,31,352,161,100,204,216,133,101,98,37,1399
SAL12586,..,12,12,5,3,15,8,4,0,56,..,9,12,17,39,85,102,100,53,413,3,10,9,0,0,12,7,0,4,44,207,129,169,167,192,321,293,213,80,1762,..,3,71,121,156,260,313,199,33,1154,..,37,111,73,67,63,52,26,0,434,..,3,18,36,37,27,8,6,11,155,410,..,..,..,..,..,..,..,..,410,..,83,..,..,..,..,..,..,..,83,..,50,44,12,4,6,6,0,0,130,..,8,12,7,6,4,6,5,6,52,..,17,6,0,4,0,3,0,0,26,..,24,26,6,10,26,10,7,0,118,..,20,47,40,87,151,158,130,73,701,3,14,24,7,0,12,11,3,4,76,417,260,349,307,374,561,570,374,131,3335
SAL12587,..,0,0,0,0,6,0,0,0,6,..,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,11,10,4,12,10,15,3,4,0,63,..,0,4,13,11,15,12,0,0,59,..,0,0,0,3,8,0,0,0,15,..,0,0,0,0,0,0,0,0,0,26,..,..,..,..,..,..,..,..,26,..,8,..,..,..,..,..,..,..,8,..,3,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,5,0,0,0,9,..,0,0,4,0,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,26,10,4,20,16,33,19,6,0,134
SAL12588,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12589,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,3,6,0,0,0,24,..,0,8,0,4,4,5,0,0,20,..,0,4,0,6,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,6,..,..,..,..,..,..,..,..,6,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,11,0,6,7,6,0,0,36
SAL12590,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,4,8,0,0,16,0,0,0,0,0,0,0,0,0,3,36,18,15,26,35,28,33,17,3,215,..,0,17,32,42,41,54,30,0,212,..,3,12,8,14,5,13,0,0,53,..,0,0,7,4,0,0,0,0,10,87,..,..,..,..,..,..,..,..,87,..,9,..,..,..,..,..,..,..,9,..,16,7,6,3,0,0,0,0,30,..,3,0,0,0,0,0,0,0,3,..,3,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,3,0,0,..,0,0,3,8,7,9,7,0,28,0,0,0,0,0,0,0,0,0,4,87,38,30,51,71,61,73,42,3,452
SAL12591,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,11,..,0,0,3,3,3,5,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,6,..,..,..,..,..,..,..,..,6,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,9,3,5,0,0,22
SAL12592,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,..,0,0,0,0,5,3,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,12
SAL12593,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,8
SAL12594,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5
SAL12595,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,19,..,0,0,8,0,0,6,0,0,19,..,0,0,0,0,3,0,0,0,9,..,0,0,0,0,0,0,0,0,0,8,..,..,..,..,..,..,..,..,8,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,6,5,7,6,0,0,38
