SAL_CODE_2021,P_OthServ_0,P_OthServ_1_19,P_OthServ_20_29,P_OthServ_30_34,P_OthServ_35_39,P_OthServ_40_44,P_OthServ_45_49,P_OthServ_50_over,P_OthServ_hours_NS,P_OthServ_Tot,P_ID_NS_0,P_ID_NS_1_19,P_ID_NS_20_29,P_ID_NS_30_34,P_ID_NS_35_39,P_ID_NS_40_44,P_ID_NS_45_49,P_ID_NS_50_over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_19,P_Tot_20_29,P_Tot_30_34,P_Tot_35_39,P_Tot_40_44,P_Tot_45_49,P_Tot_50_over,P_Tot_hours_NS,P_Tot_Tot
SAL12139,30,23,17,5,16,14,11,8,4,132,15,7,18,4,25,31,9,8,21,129,330,512,423,268,650,593,153,243,46,3221
SAL12140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11,9,18,0,3,8,13,9,13,5,69
SAL12141,0,4,0,0,0,0,0,0,0,5,0,6,0,0,4,4,4,0,0,13,20,54,28,14,33,42,15,21,0,227
SAL12142,3,0,6,0,0,6,0,0,0,12,0,0,7,0,0,5,0,0,0,9,32,66,52,29,36,61,15,48,0,342
SAL12143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,5,0,13
SAL12145,0,0,0,0,0,15,0,4,0,24,0,0,5,3,0,4,0,0,0,12,22,44,50,25,78,100,32,31,4,378
SAL12146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,4,0,0,15
SAL12147,0,0,0,0,4,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,8,15,12,3,9,14,4,10,3,82
SAL12148,0,3,0,0,0,0,0,0,0,7,3,3,0,0,0,3,0,0,0,8,3,24,24,5,23,19,6,18,0,125
SAL12149,23,20,8,9,29,19,5,11,4,126,9,18,3,4,16,16,4,5,28,109,298,541,366,251,542,527,133,255,48,2959
SAL12150,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,4,9,22,35,23,16,31,25,10,20,3,176
SAL12151,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,13,8,4,9,0,45
SAL12152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,12
SAL12153,6,8,4,8,4,7,5,8,0,45,0,0,3,0,4,0,0,3,3,15,39,169,102,86,162,182,51,116,5,911
SAL12154,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,3,14,13,7,7,15,16,4,10,0,80
SAL12155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,9,5,0,0,0,18
SAL12157,36,27,13,9,25,28,11,15,0,159,23,22,11,6,42,35,5,27,8,180,648,545,426,264,966,966,251,491,46,4590
SAL12158,14,4,0,0,12,15,6,7,0,55,4,11,7,0,20,23,3,5,10,77,246,214,155,91,384,348,90,172,18,1725
SAL12159,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,13,13,4,6,8,5,10,0,63
SAL12160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,6,0,14
SAL12161,0,0,0,0,5,5,3,0,0,17,0,0,0,0,0,3,0,0,0,9,6,62,24,21,52,58,20,30,4,276
SAL12162,11,25,9,14,20,15,0,16,0,108,9,21,24,14,23,35,6,25,23,180,204,709,487,329,621,648,200,469,52,3721
SAL12163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,4,0,11,0,14,7,7,15,23,9,18,5,98
SAL12164,26,31,23,15,26,37,5,17,0,187,24,33,24,5,36,55,14,22,42,264,633,1051,776,390,1253,1432,334,700,98,6659
SAL12165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL12166,42,37,19,11,32,27,6,12,5,196,34,37,17,14,57,56,5,14,66,297,783,730,565,338,1113,1089,229,457,117,5417
SAL12167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,8,0,14
SAL12168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,4,5,0,23
SAL12169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,7,14,13,9,24,4,29,3,110
SAL12170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL12171,32,12,10,7,26,21,3,11,0,127,16,29,17,13,52,29,5,12,53,230,469,507,445,278,1112,894,193,332,107,4343
SAL12172,0,4,0,0,7,4,3,4,0,30,0,0,0,0,5,6,0,0,5,16,13,83,54,52,138,99,39,105,6,592
SAL12173,0,0,0,0,0,0,0,0,0,7,0,5,4,0,0,0,0,0,0,10,3,16,20,11,9,19,0,24,0,105
SAL12174,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,3,0,0,0,5,7,29,19,10,12,24,4,4,0,103
SAL12175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,5,0,3,0,17
SAL12176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4
SAL12178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL12179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,3,0,5,0,24
SAL12180,4,4,4,0,5,0,0,0,0,17,0,5,0,0,0,7,0,0,6,24,38,70,47,19,47,72,14,66,8,377
SAL12181,46,31,19,10,49,31,9,18,0,223,15,22,15,11,41,73,21,29,27,264,535,697,563,352,1103,1298,335,580,70,5534
SAL12182,0,5,0,0,9,6,9,0,0,29,5,9,3,0,11,30,3,16,10,85,90,208,154,81,343,519,188,391,28,2004
SAL12183,5,0,0,0,3,4,0,3,0,19,0,0,0,3,3,3,0,3,6,13,30,43,42,21,55,59,13,32,5,295
SAL12184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL12185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,3,0,3,11,0,4,0,36
SAL12186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,17
SAL12187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,22,18,9,6,22,3,9,0,104
SAL12188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,4,5,0,0,15
SAL12189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12190,48,18,24,8,43,37,11,13,4,200,27,30,59,19,78,73,8,16,86,402,839,969,1056,570,1915,1820,280,545,170,8172
SAL12191,11,4,4,0,4,9,0,0,0,39,3,3,4,0,6,9,0,5,8,41,124,130,104,62,182,191,46,117,29,977
SAL12192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,3,5,0,19
SAL12193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL12194,0,3,0,0,0,5,0,0,0,11,0,0,0,0,3,3,0,3,0,8,42,67,58,28,67,93,24,51,0,421
SAL12195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,12
SAL12196,7,6,3,4,16,19,0,8,0,61,8,4,5,3,19,21,0,4,14,71,179,201,157,101,307,265,56,95,28,1396
SAL12197,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,0,0,5,14,8,20,25,21,28,22,5,35,3,164
SAL12198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5
SAL12199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12200,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,14,7,12,12,12,0,8,0,77
SAL12201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,6,18,15,14,30,25,15,31,8,161
SAL12202,7,16,15,9,40,34,7,20,0,159,3,17,10,4,26,25,6,12,17,126,147,470,379,276,846,680,203,352,42,3414
SAL12203,0,4,5,4,10,10,0,8,0,40,6,4,3,3,6,11,0,0,9,41,62,151,113,94,258,213,55,135,8,1100
SAL12204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,13,22,15,21,28,7,19,3,134
SAL12205,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,5,3,8,5,4,0,19,0,39
SAL12206,0,8,7,11,9,15,0,11,0,62,3,4,6,4,13,12,0,5,10,55,66,246,169,128,253,223,80,143,30,1342
SAL12207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12208,6,13,18,11,13,13,4,4,0,76,3,6,4,5,12,18,4,0,5,53,118,332,269,183,404,457,130,204,11,2114
SAL12209,0,0,0,0,10,4,0,0,0,19,4,3,0,0,0,0,0,0,5,14,38,84,78,43,128,144,31,69,6,620
SAL12210,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,5,6,13,25,24,12,30,32,13,16,6,166
SAL12211,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,6,4,5,5,6,11,0,38
SAL12212,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,9,10,11,10,6,14,8,3,13,6,79
SAL12213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
SAL12214,0,0,6,0,5,5,0,0,0,10,3,0,0,0,4,4,0,3,4,17,20,41,30,18,45,47,8,66,8,285
SAL12215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,12
SAL12216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,8,3,0,6,0,31
SAL12217,0,0,0,0,0,3,0,0,0,3,0,0,0,0,7,6,0,8,4,21,20,43,40,24,57,49,7,35,9,283
SAL12218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,5,5,9,3,4,0,38
SAL12219,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,8,11,9,4,21,13,3,13,7,95
SAL12220,0,0,0,4,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,3,5,12,13,6,9,6,5,0,0,59
SAL12221,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,16,13,3,3,9,0,12,0,52
SAL12222,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,6,4,4,9,0,3,0,21
SAL12223,3,3,0,0,3,3,0,4,0,23,0,0,0,0,4,3,0,0,0,11,38,64,54,28,74,71,24,53,7,422
SAL12224,11,18,3,0,8,8,5,0,0,62,9,11,10,0,9,7,0,3,9,58,145,191,133,81,202,260,61,116,23,1207
SAL12225,0,3,0,0,4,0,0,4,0,18,0,0,5,3,4,9,0,0,5,40,34,105,62,46,133,223,70,159,9,848
SAL12226,8,17,3,9,9,9,0,9,0,64,10,10,10,0,20,16,7,8,6,86,168,257,184,95,278,294,89,212,22,1606
SAL12227,5,4,3,3,4,10,0,0,0,27,4,0,0,5,12,6,0,4,7,34,74,106,73,39,139,143,34,102,17,714
SAL12228,7,3,0,0,0,0,0,0,0,14,9,3,0,0,0,5,0,0,0,15,61,57,39,14,53,72,22,44,4,378
SAL12229,4,19,15,8,32,21,6,13,3,119,11,9,3,0,25,27,5,8,18,109,158,361,295,205,580,489,139,258,35,2523
SAL12230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,4,10,6,4,9,0,11,5,50
SAL12231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
SAL12232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,16
SAL12233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,4,15,0,31
SAL12234,3,10,0,0,0,5,0,0,0,24,0,4,6,0,4,4,0,5,0,22,37,71,33,21,75,73,16,39,7,365
SAL12235,3,0,0,0,0,6,0,6,0,18,0,3,4,0,3,0,0,0,3,24,71,63,51,30,75,118,22,71,20,508
SAL12236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,5,8,10,3,4,4,41
SAL12237,0,9,0,5,8,7,3,3,0,36,5,7,4,4,3,4,0,3,10,40,27,128,90,76,165,110,37,92,16,738
SAL12238,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,7,14,30,11,10,27,37,6,17,3,152
SAL12239,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,9,12,9,11,22,4,15,0,88
SAL12240,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,3,3,4,9,6,14,21,6,14,4,83
SAL12241,0,0,0,0,3,5,0,0,0,11,0,0,0,0,4,0,0,3,0,20,4,19,23,10,38,33,7,39,4,172
SAL12242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,5,5,10,9,0,14,0,58
SAL12243,0,3,0,0,0,0,0,3,0,8,0,0,0,0,4,0,0,0,0,4,7,38,21,15,33,32,6,56,5,222
SAL12244,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,5,4,20
SAL12245,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,8,25,29,5,6,36,10,21,3,132
SAL12246,4,19,19,18,27,31,10,17,0,150,7,8,9,7,22,31,0,14,25,126,130,468,352,245,662,641,187,419,40,3149
SAL12247,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,4,14,7,14,17,19,9,21,0,103
SAL12248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,7
SAL12249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12250,0,3,3,0,0,3,3,3,0,22,0,0,0,0,4,6,3,5,7,25,39,76,62,46,62,117,48,128,7,584
SAL12251,0,12,11,6,13,12,5,7,0,75,3,13,0,0,9,13,0,0,20,61,91,276,207,173,344,296,92,167,39,1680
SAL12252,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,8,16,41,36,12,32,12,9,11,5,177
SAL12253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,12,0,24
SAL12254,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,12,5,5,5,18,5,9,0,72
SAL12255,12,0,0,0,14,7,0,3,0,43,4,0,4,5,11,8,0,3,13,53,122,168,105,77,275,177,54,99,44,1131
SAL12256,14,6,5,0,9,17,0,5,0,62,0,7,8,10,11,14,5,9,17,86,174,263,173,140,338,307,73,137,38,1638
SAL12257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,12,0,0,6,0,30
SAL12259,8,3,3,5,8,3,0,0,0,31,7,3,10,5,14,6,0,9,12,62,133,153,152,116,305,214,58,94,21,1249
SAL12260,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,12,43,34,13,53,40,17,44,4,262
SAL12261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12262,24,16,4,3,19,14,4,8,0,90,12,10,7,9,19,13,0,9,17,89,238,301,251,146,413,333,96,179,23,1986
SAL12263,0,0,0,0,0,0,0,5,0,9,0,3,4,3,3,0,0,0,4,18,10,54,45,25,48,37,7,12,13,252
SAL12264,0,4,0,0,7,5,0,3,0,22,0,5,0,9,4,8,0,0,3,26,13,79,61,32,74,111,27,86,13,487
SAL12265,0,6,4,0,10,4,0,0,0,29,0,3,3,3,0,4,0,0,0,16,46,130,108,65,153,136,50,87,6,779
SAL12266,32,23,25,5,21,15,0,3,0,136,46,54,38,14,58,36,4,9,102,367,719,789,670,302,1034,694,130,192,216,4734
SAL12267,3,4,0,0,0,3,0,0,0,13,0,3,0,0,0,4,0,0,0,9,28,33,39,14,35,47,12,36,0,241
SAL12268,0,0,3,0,8,3,0,6,0,25,0,3,0,0,0,0,4,0,0,11,23,71,62,36,98,57,16,32,3,391
SAL12269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,6,3,0,0,11,3,42
SAL12270,29,16,12,5,16,19,3,9,0,116,28,11,10,10,38,27,4,10,25,169,516,387,304,182,722,615,134,228,58,3149
SAL12271,0,0,0,0,0,0,4,4,0,7,0,0,0,0,0,0,0,0,0,0,0,3,5,0,11,11,4,18,0,50
SAL12272,0,0,0,0,0,5,0,0,0,3,0,5,0,0,0,0,0,0,0,8,3,28,26,12,24,29,6,32,0,163
SAL12273,0,12,10,7,14,19,7,9,0,75,7,7,6,4,13,22,4,6,11,70,140,419,332,257,530,526,147,269,18,2635
SAL12274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,14
SAL12275,40,31,25,13,26,47,11,16,0,208,14,16,20,10,57,74,13,40,27,277,501,716,573,371,1269,1772,450,1042,52,6742
SAL12276,45,28,22,13,34,30,10,14,8,205,9,24,25,9,47,71,12,36,26,251,496,681,605,337,1399,1794,509,896,55,6763
SAL12277,13,17,0,5,11,7,0,6,0,51,0,6,7,6,14,19,3,8,11,71,129,177,156,116,323,389,113,249,24,1670
SAL12278,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,5,3,4,4,3,4,0,0,19
SAL12279,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,12,21,23,3,18,27,0,14,0,116
SAL12280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,10,0,3,6,4,7,0,33
SAL12281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL12282,0,0,0,0,4,0,0,0,0,5,0,3,0,6,0,0,0,0,5,9,5,30,34,17,37,27,13,24,6,196
SAL12283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12284,7,6,5,0,9,0,0,0,0,28,6,11,0,5,17,9,0,0,16,56,140,117,80,42,205,172,19,67,29,880
SAL12285,4,4,0,0,0,0,0,3,0,11,0,3,4,6,0,5,0,0,0,16,47,76,44,32,94,66,32,63,4,454
SAL12286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,0,0,8,0,0,0,4,20
SAL12287,3,0,7,0,11,9,6,3,0,45,4,3,3,0,5,9,0,3,6,33,61,140,128,77,166,196,65,140,14,978
SAL12288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,29,35,26,22,12,8,13,3,161
SAL12289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,3,13,0,26
SAL12290,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,9,0,3,10,10,0,5,0,48
SAL12291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6
SAL12292,0,6,4,0,3,0,0,0,0,20,5,3,3,0,7,3,0,0,5,21,23,93,81,40,82,69,12,37,12,452
SAL12293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,14
SAL12294,0,0,0,0,0,0,0,3,0,7,0,0,0,5,0,5,3,3,0,23,37,58,45,30,87,113,39,100,0,516
SAL12295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,16
SAL12296,8,40,29,11,60,45,14,24,4,234,12,29,26,15,42,51,17,15,55,255,217,849,712,515,1218,1088,306,523,115,5536
SAL12297,0,0,0,4,3,0,0,0,0,13,0,4,0,0,3,4,0,4,4,20,36,56,56,40,70,69,13,47,6,393
SAL12298,6,5,4,4,3,15,0,3,0,46,4,5,0,4,3,7,3,4,11,39,149,237,156,86,231,213,63,121,19,1273
SAL12299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,9,6,5,4,3,20,0,48
SAL12300,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3,11,11,11,5,23,0,71
SAL12301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12302,0,28,25,10,21,41,9,38,4,169,9,14,13,12,28,36,16,17,35,193,140,487,433,269,832,1001,305,584,83,4134
SAL12303,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,7,0,19
SAL12304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,10,4,14,21,17,24,21,3,22,5,133
SAL12305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,8,7,8,0,25,0,66
SAL12306,30,37,20,14,43,61,7,22,0,233,19,19,20,12,43,92,18,47,22,290,679,859,713,514,1532,2179,630,1341,69,8511
SAL12307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7
SAL12308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,10,3,0,3,0,39
SAL12309,7,4,3,0,11,4,0,0,0,37,6,3,5,6,7,5,0,4,8,41,71,156,123,75,203,149,52,89,11,923
SAL12310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,6,3,4,4,8,0,16,0,42
SAL12312,7,26,27,9,22,19,0,14,0,125,4,26,22,10,25,29,4,11,20,142,218,747,596,395,634,740,179,410,45,3964
SAL12313,9,8,5,0,3,10,0,7,0,53,4,4,5,0,9,8,0,4,12,48,147,188,128,73,233,282,83,176,15,1333
SAL12314,29,20,13,6,16,18,5,11,3,123,16,21,11,10,50,36,8,3,32,195,491,497,449,251,1109,917,173,297,76,4258
SAL12315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,4,3,3,0,4,0,35
SAL12316,4,0,4,0,11,12,0,3,0,38,10,7,11,7,23,18,8,6,25,118,172,175,112,87,302,230,78,89,56,1293
SAL12317,30,13,15,8,27,19,13,9,0,135,23,31,16,7,47,43,6,16,56,239,578,514,389,263,1024,702,172,281,107,4036
SAL12318,16,11,3,0,7,7,4,3,0,46,4,11,8,4,9,9,0,16,8,70,216,321,241,135,283,317,90,227,10,1844
SAL12319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,14
SAL12320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,5,0,20
SAL12321,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,10,14,3,10,19,4,9,0,75
SAL12322,9,16,15,0,13,15,4,4,0,69,0,12,4,5,20,20,3,5,10,75,187,265,221,117,557,569,184,302,27,2425
SAL12323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,4,6,12,5,13,19,3,3,0,63
SAL12324,7,3,0,4,3,0,0,0,0,21,0,7,0,0,12,14,0,6,0,41,102,127,89,66,246,294,56,98,8,1079
SAL12325,84,39,33,17,63,42,10,10,4,303,105,95,90,21,142,128,15,36,206,844,1535,1428,1322,615,2493,2074,354,683,344,10854
SAL12326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12327,0,4,0,0,5,4,0,0,0,8,3,0,0,0,0,5,0,0,0,7,9,37,25,21,54,47,13,21,7,236
SAL12328,0,0,0,0,0,6,0,0,0,8,0,0,0,0,0,0,0,0,0,3,6,33,24,14,22,32,5,34,0,166
SAL12329,0,0,3,0,9,0,5,3,0,13,5,0,0,0,0,0,0,0,5,22,33,99,79,44,105,85,22,83,13,550
SAL12330,0,0,0,0,0,0,0,0,0,6,3,4,0,0,9,0,0,0,0,9,11,44,38,27,57,33,10,25,5,246
SAL12331,9,8,6,0,5,5,0,5,0,36,0,6,0,0,7,6,0,6,0,22,72,158,90,46,83,145,35,127,5,761
SAL12332,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,20,15,15,10,4,0,9,0,74
SAL12333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
SAL12334,20,26,11,11,19,21,7,5,0,121,8,11,9,8,14,29,6,14,18,116,321,447,365,238,571,988,289,706,34,3958
SAL12335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL12336,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,6,7,9,12,3,3,16,0,54
SAL12337,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,6,18,16,10,3,30,28,5,17,4,128
SAL12338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,4,0,0,0,0,0,19
SAL12339,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,9,16,8,8,13,5,10,5,63
SAL12340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,4,0,15
SAL12341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8
SAL12342,0,0,0,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,3,8,8,15,10,9,14,14,3,7,3,85
SAL12343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,9,0,20
