SAL_CODE_2021,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
SAL10055,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,11,0,0,0,0,3,0,0,0,0,8,0,3,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,3,0,5,0,0,7,0,37
SAL10056,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,6,0,0,8,0,0,0,0,6,0,12,0,4,0,0,3,0,0,0,0,10,3,4,0,0,0,0,0,7,0,18,0,0,0,3,0,0,3,3,0,15,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,9,5,6,4,11,19,0,81
SAL10057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10
SAL10058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,4,0,0,6,0,16
SAL10059,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,3,4,0,4,0,0,0,3,0,11,3,0,0,3,0,0,0,0,0,14,3,5,4,3,3,0,0,0,0,15,5,3,3,3,5,0,0,7,0,20,3,3,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,23,9,13,4,3,0,6,0,87
SAL10060,0,0,0,0,4,3,0,5,0,11,3,0,8,0,3,5,4,3,0,20,4,6,7,0,0,0,0,7,4,24,6,3,0,0,5,6,0,3,0,22,7,5,5,0,7,3,5,4,0,47,7,6,3,0,5,0,3,5,0,32,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,21,21,9,20,10,21,18,5,158
SAL10061,6,0,31,21,3,39,4,24,0,129,0,3,51,31,13,15,5,13,5,132,20,41,77,41,30,23,13,27,7,271,18,48,48,43,36,18,16,30,9,273,48,53,74,50,46,35,34,26,6,379,51,64,40,51,48,33,24,47,7,353,6,14,5,4,17,11,10,7,4,81,0,5,0,5,7,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,152,226,327,244,192,171,106,181,31,1633
SAL10062,5,16,11,30,11,41,0,19,0,142,14,129,22,73,68,59,9,16,9,400,225,650,104,87,124,84,9,25,15,1327,350,643,73,49,138,52,11,16,19,1349,352,511,65,42,126,47,16,10,19,1190,159,329,38,48,79,23,12,25,6,714,35,116,15,7,31,18,10,4,0,249,5,11,0,0,3,0,0,4,0,26,0,0,0,0,0,0,0,0,3,3,1139,2416,332,343,586,332,66,120,74,5403
SAL10063,0,0,12,13,3,17,0,15,0,57,0,10,31,14,8,16,6,6,6,98,8,28,17,14,11,9,3,7,3,94,31,33,21,10,17,4,8,3,3,135,41,27,36,5,33,6,8,6,0,175,55,21,12,3,25,7,4,6,4,138,6,9,10,3,16,0,0,5,0,55,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,148,130,136,61,123,57,27,53,15,760
SAL10064,0,3,31,17,0,28,3,23,0,108,7,4,34,21,10,20,11,12,0,134,35,79,79,34,63,14,27,28,11,360,73,75,77,45,67,36,25,26,14,428,43,39,47,27,50,19,42,31,6,305,25,32,20,15,37,11,36,20,0,196,3,7,7,4,7,0,0,3,0,38,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,182,243,296,162,232,126,147,133,32,1559
SAL10065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,7,4,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,27
SAL10066,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,6,0,0,0,0,5,0,21
SAL10067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,0,0,0,0,0,0,11
SAL10068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,3,0,4,0,0,0,0,0,0,0,7,3,0,0,0,3,0,0,5,0,9,4,0,0,4,0,0,5,0,0,13,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,0,12,8,6,5,5,0,52
SAL10069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6
SAL10070,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,5,3,6,0,0,0,5,0,19,7,4,6,9,3,0,0,0,0,25,10,12,13,8,3,0,0,0,0,39,9,11,6,6,9,8,5,3,0,56,8,5,0,0,3,0,0,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,33,29,26,16,15,8,12,0,169
SAL10071,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,5,0,0,4,0,0,0,0,6,0,11,0,6,5,0,0,0,3,0,0,11,6,3,0,0,7,3,0,0,0,26,9,7,0,5,3,0,0,0,0,26,6,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,23,16,16,7,9,11,4,7,5,95
SAL10072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
SAL10073,0,3,12,5,0,13,0,13,0,51,0,12,13,11,3,6,3,5,0,58,14,39,18,6,6,0,0,0,0,96,26,36,10,16,16,8,0,3,0,108,56,38,16,8,18,12,6,10,6,176,54,40,24,13,20,7,3,11,0,167,17,19,3,4,13,5,5,4,6,69,5,0,0,0,0,0,5,0,0,13,0,0,0,0,0,0,0,0,0,0,166,193,99,65,79,47,20,56,8,743
SAL10074,0,0,16,11,0,6,5,9,0,38,0,0,17,19,8,13,3,12,0,65,10,24,22,13,10,4,10,13,3,109,13,15,31,19,18,3,15,4,0,117,25,28,35,20,28,13,15,10,0,163,14,29,20,12,27,9,8,11,3,142,3,5,4,5,0,4,4,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,105,137,91,96,50,52,62,15,669
SAL10075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,7,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,0,3,0,0,0,3,20
SAL10076,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,4,0,0,0,0,6,3,0,0,0,12,0,3,3,0,0,0,0,0,0,10,10,5,0,0,3,0,0,0,0,24,13,3,0,0,0,0,0,0,0,17,7,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,9,6,0,0,0,0,0,0,0,0,6,34,14,12,5,13,6,0,6,0,94
SAL10077,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,3,0,10,9,3,5,3,0,0,0,4,0,25,0,3,0,0,0,0,4,0,0,17,15,5,0,6,3,3,0,0,3,35,25,3,6,7,4,4,5,0,0,50,8,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,59,12,14,15,7,15,14,14,4,157
SAL10078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,4,7,0,11
SAL10079,0,0,11,5,0,9,0,7,0,38,0,7,11,10,7,6,3,5,0,58,15,17,29,21,9,17,7,13,0,137,15,12,33,20,14,12,16,21,0,139,3,17,20,17,16,14,4,13,3,101,0,11,12,9,10,6,19,15,3,88,0,7,0,5,0,0,0,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,71,109,80,57,67,61,81,6,585
SAL10080,0,0,0,0,0,4,0,0,0,4,0,0,0,6,0,0,0,6,0,12,0,0,0,0,0,5,0,0,0,12,5,0,0,4,0,0,0,0,0,7,8,0,0,3,0,3,0,0,0,12,9,0,0,5,0,0,0,0,0,25,0,0,0,3,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,17,4,9,14,7,10,5,9,0,79
SAL10081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5
SAL10082,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,10,4,7,0,0,0,0,0,0,0,12,11,10,6,0,3,0,0,3,0,38,7,7,4,0,9,3,0,5,0,37,16,0,0,3,0,0,3,4,0,42,19,3,4,0,4,3,0,5,0,37,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,56,26,14,13,12,9,7,28,5,176
SAL10083,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,3,0,0,0,0,23
SAL10084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,12
SAL10085,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,8,5,6,0,3,5,0,0,3,0,17,6,4,3,0,0,0,0,0,0,18,8,0,0,0,0,0,0,0,0,19,6,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,11,3,8,6,5,0,11,5,68
SAL10086,20,25,80,157,37,234,46,159,12,765,55,136,154,263,107,176,37,176,13,1122,240,591,344,366,233,146,91,253,26,2290,271,690,231,197,215,96,55,167,33,1955,317,603,166,207,255,108,50,137,31,1871,265,530,183,149,249,82,97,163,14,1746,106,182,45,49,62,35,20,46,10,556,30,20,6,4,11,4,0,10,15,92,0,0,0,0,3,0,0,0,0,11,1301,2781,1207,1381,1179,885,397,1111,147,10396
SAL10087,0,13,22,18,9,57,10,20,0,141,32,83,68,70,79,71,21,49,16,486,219,688,202,170,250,126,84,179,43,1959,245,408,137,97,195,79,58,94,26,1340,145,206,89,74,141,57,62,68,17,852,74,89,65,59,94,31,68,71,4,560,12,19,21,11,14,10,16,18,0,130,0,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,729,1510,608,497,774,434,319,498,105,5480
SAL10088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SAL10089,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,14,0,16,0,0,3,4,0,0,0,31,0,42,3,0,0,0,0,0,0,20,0,24,5,5,0,4,8,0,0,10,0,29,4,7,3,6,0,4,4,0,4,29,0,4,3,0,0,0,0,3,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,17,20,11,14,13,4,6,79,4,163
SAL10090,0,0,6,4,0,6,0,7,0,22,0,0,3,7,3,0,0,7,0,24,3,10,3,6,0,4,0,11,0,34,7,23,3,6,8,0,0,6,0,62,19,9,8,12,12,4,6,4,0,74,11,9,5,10,8,6,3,5,0,66,7,6,4,0,3,5,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,63,32,48,40,27,12,39,0,305
SAL10091,0,9,6,21,12,43,3,11,0,110,21,131,30,57,37,50,8,15,7,357,142,619,82,94,121,62,24,43,15,1203,291,779,80,68,165,62,17,35,27,1540,221,410,54,46,133,39,13,19,15,945,116,198,28,31,82,20,16,23,4,518,24,73,14,3,46,14,12,10,8,192,0,12,0,0,3,3,0,5,0,21,0,0,0,0,0,0,0,0,0,4,811,2227,296,323,600,295,80,164,84,4888
SAL10092,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,3,0,0,0,5,3,0,23
SAL10093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,21
SAL10094,3,12,6,16,4,26,0,11,0,83,8,41,14,18,32,25,8,9,0,147,30,79,26,4,22,17,4,10,0,196,77,137,16,15,41,18,4,14,5,321,127,146,33,14,73,15,10,8,4,428,64,101,39,24,50,21,15,18,3,330,16,27,11,4,15,3,4,12,0,86,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,318,540,144,98,241,121,49,75,19,1601
SAL10095,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,3,5,4,0,0,0,0,0,9,7,0,0,0,3,0,0,0,0,13,5,3,7,3,0,0,0,0,0,26,4,7,0,0,3,0,0,0,0,21,4,0,4,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,18,19,10,7,3,3,7,0,88
SAL10096,0,0,0,0,0,0,0,4,0,9,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,3,7,5,4,4,0,3,0,17,3,3,7,6,4,0,4,0,0,33,4,9,8,0,0,0,3,0,0,29,0,0,0,3,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,21,13,10,14,8,10,0,110
SAL10097,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11
SAL10098,0,0,7,3,3,17,4,8,0,47,0,17,20,13,13,11,22,6,4,122,12,30,19,24,27,13,26,17,14,186,14,17,24,23,19,9,33,25,8,171,0,11,23,15,13,14,27,33,3,151,9,6,18,19,18,4,37,33,7,147,4,0,4,3,0,3,5,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,85,113,105,100,68,145,131,40,837
SAL10099,7,22,10,36,11,71,6,49,0,218,54,282,113,254,146,187,41,171,14,1260,409,1722,351,417,456,251,107,261,71,4048,424,1095,272,209,335,123,78,155,51,2737,322,624,160,164,282,103,59,118,29,1859,162,424,155,111,200,68,100,140,22,1383,46,124,38,27,58,22,25,34,13,387,8,11,4,0,7,3,0,3,0,29,0,0,0,0,0,0,0,0,0,5,1420,4302,1109,1215,1494,825,419,935,214,11925
SAL10100,0,0,0,3,0,3,0,5,0,14,0,0,0,0,0,4,0,4,0,13,0,0,0,6,3,0,3,9,0,20,0,8,3,5,3,3,0,3,3,28,20,6,4,10,4,0,3,8,4,56,16,4,6,9,6,0,3,11,0,65,20,0,0,0,0,0,0,0,5,24,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,62,15,19,35,16,10,18,40,13,219
SAL10101,0,0,0,0,0,3,3,3,0,13,0,0,5,3,0,0,0,0,0,14,3,9,11,0,4,0,0,9,0,44,13,0,3,0,3,0,0,3,0,21,10,4,5,3,7,0,10,4,0,35,4,0,6,3,8,0,0,9,0,39,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,22,30,12,20,10,18,24,0,178
SAL10102,0,0,21,11,0,34,6,21,0,92,12,4,35,40,14,32,15,28,4,175,15,28,44,47,17,35,15,50,7,264,23,27,27,42,20,15,24,44,13,237,15,25,36,32,31,16,25,50,5,236,21,17,17,33,24,16,27,52,5,217,4,10,16,7,5,7,6,10,0,70,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,87,118,196,200,126,155,131,251,39,1295
SAL10103,0,5,28,41,5,72,14,55,0,214,20,26,47,28,26,34,7,14,0,208,40,99,77,52,44,34,29,35,6,405,69,119,70,53,69,31,40,35,13,502,87,143,73,47,94,30,48,27,5,563,57,83,52,43,67,26,50,31,5,408,9,24,11,14,3,7,6,5,0,82,3,0,3,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,295,495,358,277,314,234,192,195,27,2396
SAL10104,0,6,7,23,3,34,10,21,0,105,16,49,28,55,33,40,3,22,6,250,97,305,93,93,95,35,16,31,11,769,162,446,76,71,138,57,23,21,10,1010,108,231,62,69,73,37,13,31,6,633,47,102,49,43,69,13,27,29,9,370,20,31,8,6,24,3,6,14,0,108,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,451,1168,318,361,442,217,104,167,38,3266
SAL10105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,17,4,3,0,0,0,0,5,0,27
SAL10106,0,0,4,5,0,0,0,0,0,13,0,0,3,0,4,0,0,3,3,15,3,4,12,7,4,11,3,7,0,54,10,11,13,5,11,10,7,3,0,61,17,6,6,0,4,8,12,9,3,64,17,5,3,3,3,4,3,7,0,51,8,4,5,3,3,0,0,0,0,20,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,50,33,49,28,27,26,29,35,8,278
SAL10107,7,17,21,33,28,134,23,69,20,353,59,244,271,456,163,357,172,599,105,2422,241,980,541,771,371,397,402,799,195,4703,242,554,339,283,321,143,250,308,115,2556,172,224,276,178,186,94,186,266,66,1649,108,126,194,124,166,71,204,267,45,1315,15,44,30,29,46,10,34,64,4,287,0,7,0,5,3,5,0,0,0,21,0,0,0,0,0,0,0,0,0,0,860,2187,1669,1890,1284,1213,1274,2371,553,13300
SAL10108,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,5,4,0,0,0,0,0,0,13,4,8,4,7,0,0,0,0,0,18,3,0,0,0,0,5,0,0,0,17,3,0,5,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,16,10,19,11,0,3,0,3,0,67
SAL10109,0,4,14,18,4,17,0,10,0,67,3,16,17,18,8,6,0,3,0,72,22,100,26,24,21,10,8,5,0,219,64,132,27,14,31,9,14,10,5,295,64,126,36,24,30,10,11,3,6,312,55,125,20,15,35,12,5,4,0,271,8,36,8,4,11,4,0,3,0,74,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,213,545,140,116,138,66,35,41,19,1313
SAL10110,0,0,8,11,6,41,7,14,0,92,10,43,45,28,46,31,19,24,12,264,121,347,124,109,154,70,68,61,27,1092,113,220,82,71,145,46,96,43,17,818,52,59,48,36,69,26,61,40,9,399,35,23,23,17,40,20,27,32,7,220,19,0,12,4,6,6,3,4,0,52,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,349,695,340,281,467,237,289,224,65,2950
SAL10111,0,0,4,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,3,5,4,0,0,4,3,3,0,26,5,0,4,0,0,4,0,4,0,18,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,14,6,7,10,9,14,0,77
SAL10112,5,16,51,83,16,76,9,55,5,321,30,54,104,80,35,55,16,28,4,407,68,160,97,46,44,33,14,25,9,498,260,300,107,49,97,35,3,33,24,909,357,398,134,75,138,61,14,40,18,1233,278,350,91,85,149,78,28,43,20,1127,91,142,35,15,63,25,10,21,3,407,12,18,3,5,12,4,0,0,0,49,0,4,0,0,0,0,0,0,0,3,1100,1433,626,435,555,381,99,249,83,4965
SAL10113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,10
SAL10114,0,0,3,3,0,0,0,0,0,10,0,0,0,0,0,0,0,5,0,6,0,0,3,0,0,0,0,0,0,10,6,3,0,0,0,0,0,4,0,13,3,0,4,0,3,3,0,4,0,18,5,10,3,5,5,0,0,5,3,34,8,0,0,0,7,0,0,5,0,17,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,25,20,15,14,13,3,0,14,3,110
SAL10115,5,0,28,47,5,50,14,47,0,204,6,20,41,39,16,29,8,19,0,177,33,93,42,27,23,10,4,6,6,251,92,178,60,40,63,19,7,12,3,483,130,238,51,43,81,36,12,28,4,633,81,149,46,42,74,15,12,21,4,437,22,40,5,9,16,9,6,9,0,120,3,4,0,0,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,376,738,272,248,285,175,67,143,20,2309
