SAL_CODE_2021,P_650_799_15_19_yrs,P_650_799_20_24_yrs,P_650_799_25_34_yrs,P_650_799_35_44_yrs,P_650_799_45_54_yrs,P_650_799_55_64_yrs,P_650_799_65_74_yrs,P_650_799_75_84_yrs,P_650_799_85ov,P_650_799_Tot,P_800_999_15_19_yrs,P_800_999_20_24_yrs,P_800_999_25_34_yrs,P_800_999_35_44_yrs,P_800_999_45_54_yrs,P_800_999_55_64_yrs,P_800_999_65_74_yrs,P_800_999_75_84_yrs,P_800_999_85ov,P_800_999_Tot,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_3499_15_19_yrs,P_3000_3499_20_24_yrs,P_3000_3499_25_34_yrs,P_3000_3499_35_44_yrs,P_3000_3499_45_54_yrs,P_3000_3499_55_64_yrs,P_3000_3499_65_74_yrs,P_3000_3499_75_84_yrs,P_3000_3499_85ov,P_3000_3499_Tot,P_3500_more_15_19_yrs,P_3500_more_20_24_yrs,P_3500_more_25_34_yrs,P_3500_more_35_44_yrs,P_3500_more_45_54_yrs,P_3500_more_55_64_yrs,P_3500_more_65_74_yrs,P_3500_more_75_84_yrs,P_3500_more_85ov,P_3500_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
SAL10048,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,3,0,0,4,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,6,0,3,5,3,16,9,3,0,0,26
SAL10049,15,61,78,86,58,69,46,12,3,430,11,61,113,107,72,92,34,8,0,502,6,48,144,113,94,94,26,3,0,518,0,26,84,112,67,59,21,3,0,388,0,10,70,58,50,56,15,6,0,250,0,3,42,38,37,28,3,0,0,157,0,5,56,52,62,42,4,4,0,230,0,0,9,3,3,7,0,0,0,19,0,0,0,11,8,9,0,0,0,26,40,52,97,97,65,46,47,21,6,464,502,517,987,974,812,885,662,235,42,5605
SAL10050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,6,0,0,0,0,8,3,8,14,0,33
SAL10051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,7
SAL10052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,7,14,0,0,0,32
SAL10053,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,7,6,9,3,4,0,47
SAL10054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,7,13,4,0,0,40
SAL10055,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,7,0,0,11,15,12,9,3,4,54
SAL10056,3,0,4,0,0,0,3,0,0,12,0,0,0,0,8,0,0,0,0,10,0,0,6,0,3,0,3,0,0,14,0,0,0,0,0,6,3,0,0,8,0,0,0,0,4,0,0,0,0,3,0,0,0,4,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,9,7,8,19,19,20,33,34,4,0,149
SAL10057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,8,8,8,4,0,31
SAL10058,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,14,7,0,0,4,11,12,29,13,3,74
SAL10059,0,0,0,0,3,0,9,0,0,12,0,0,0,0,0,0,5,0,4,16,0,0,7,0,3,3,8,0,0,18,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,3,4,0,0,10,0,0,0,0,6,0,3,0,0,10,0,0,0,0,4,0,0,0,0,5,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,8,3,16,14,26,31,60,9,8,169
SAL10060,7,7,4,0,5,4,5,4,0,34,0,6,0,0,8,10,3,0,0,31,0,0,4,6,7,4,0,0,0,22,0,3,3,0,10,0,0,0,0,20,0,0,5,4,3,9,7,0,0,23,0,0,0,0,5,0,3,0,0,8,0,0,0,0,5,3,5,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,3,4,5,9,10,3,4,3,0,42,28,34,34,45,69,54,41,19,3,326
SAL10061,10,31,49,34,44,69,78,63,3,377,6,25,34,36,43,54,30,20,0,247,0,18,54,38,79,59,37,12,0,298,0,10,29,33,31,54,22,8,0,179,0,4,21,25,48,32,20,3,0,153,0,0,13,29,35,26,8,5,0,106,0,4,22,32,43,37,9,3,0,141,0,0,3,11,10,12,0,0,0,33,0,0,3,5,14,6,7,0,0,33,19,7,14,22,27,40,37,56,15,241,228,166,343,361,501,658,733,524,82,3589
SAL10062,5,63,88,54,31,51,69,31,7,403,9,59,100,62,51,59,58,21,3,426,5,47,163,74,83,85,75,20,10,560,0,46,173,96,101,57,43,10,0,526,0,19,173,104,82,66,36,14,0,502,0,7,154,93,96,57,48,4,0,453,0,15,306,365,268,156,54,5,0,1168,0,0,61,128,100,64,17,3,0,369,0,0,91,359,382,181,37,7,0,1070,24,34,116,93,70,70,88,61,57,606,404,545,1648,1581,1444,1052,815,343,133,7967
SAL10063,0,9,3,12,15,19,7,0,0,72,4,17,14,9,15,27,17,8,0,97,0,22,16,19,16,17,14,5,0,116,0,14,13,15,11,17,5,0,0,76,0,4,18,9,26,11,3,0,0,79,0,3,15,17,26,15,7,0,0,77,0,0,5,19,44,21,4,3,0,100,0,0,0,7,9,6,0,0,0,31,0,0,3,11,20,15,13,4,0,60,11,9,8,11,12,8,6,8,3,70,129,129,115,161,219,218,155,91,27,1247
SAL10064,14,29,28,23,21,19,13,9,3,163,3,27,44,46,35,22,13,0,0,197,6,26,46,56,31,30,16,0,6,207,0,7,55,57,43,28,7,0,0,199,0,9,40,55,42,18,0,0,0,176,0,3,42,51,39,21,7,0,0,159,0,5,58,98,54,35,4,4,0,261,0,0,8,17,15,7,0,0,0,46,0,0,15,7,9,10,0,0,0,39,6,14,15,28,17,15,11,7,0,118,191,175,449,508,377,314,200,92,23,2328
SAL10065,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,5,5,0,6,3,9,10,6,5,0,37
SAL10066,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,8,3,6,0,0,0,30
SAL10067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,3,0,0,13
SAL10068,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,4,0,0,7,0,0,0,0,3,0,3,0,0,5,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,9,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,4,0,0,17,4,9,7,17,9,18,24,9,0,95
SAL10069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,13
SAL10070,3,0,0,3,7,8,8,5,0,36,0,0,0,0,3,15,4,0,0,23,0,0,4,3,9,9,9,0,0,31,0,0,0,0,0,6,0,0,0,15,0,0,5,4,3,3,3,0,0,27,0,0,7,3,0,0,0,0,0,9,0,0,0,5,10,9,0,0,0,20,0,0,0,0,0,6,0,0,0,10,0,0,0,0,4,3,5,0,0,9,0,0,4,5,0,4,3,0,4,18,18,9,31,33,57,108,98,34,19,403
SAL10071,5,0,7,3,4,0,0,6,0,26,0,4,3,0,6,3,8,0,0,19,0,0,0,0,3,7,0,0,0,9,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,6,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,4,0,0,0,10,5,11,16,16,29,45,35,18,3,180
SAL10072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4
SAL10073,3,14,9,6,9,11,20,14,0,82,0,9,10,17,14,24,12,17,4,85,0,12,16,11,23,19,16,8,0,93,0,4,14,6,17,25,14,4,0,85,0,3,10,13,19,12,13,0,0,74,0,0,12,17,11,10,13,3,0,56,0,0,14,22,32,34,9,0,0,115,0,0,3,7,5,15,5,0,0,38,0,0,0,20,40,25,0,0,0,84,9,5,4,18,16,4,17,4,0,70,133,69,129,139,223,213,179,119,28,1227
SAL10074,5,15,16,10,9,20,14,4,0,104,0,11,14,23,25,19,5,4,0,101,0,12,26,17,22,34,16,3,0,131,0,7,12,18,21,28,5,0,0,88,0,6,10,9,11,17,3,0,0,62,0,4,8,8,13,18,0,0,0,54,0,0,16,20,24,11,0,5,0,77,0,0,0,0,7,3,0,0,0,15,0,0,0,4,4,0,0,0,0,14,3,4,12,10,12,9,9,7,5,64,87,80,139,155,204,234,173,92,32,1191
SAL10075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,7,6,0,0,20,3,7,3,4,5,20,11,0,0,53
SAL10076,0,0,0,0,6,0,6,0,0,16,0,0,3,0,4,0,5,3,0,16,0,0,4,0,3,5,3,0,0,13,0,0,0,0,8,0,3,0,0,6,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,4,7,0,0,0,0,11,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,13,13,7,17,11,26,25,38,12,7,159
SAL10077,0,4,3,5,11,0,3,0,0,25,0,5,6,10,4,11,0,3,0,29,0,0,6,0,9,3,4,0,0,25,0,0,4,3,0,5,0,4,0,15,0,0,5,0,0,6,0,0,0,18,0,0,0,0,0,4,0,0,0,4,0,0,5,3,3,5,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,4,6,12,9,6,41,19,17,39,32,56,85,87,52,16,401
SAL10078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,4,0,0,18
SAL10079,0,12,23,22,15,9,11,0,0,90,3,11,28,23,17,21,11,0,0,113,0,7,25,31,25,15,5,0,0,114,0,3,19,24,16,10,0,0,0,72,0,4,18,17,7,8,0,0,5,52,0,0,3,9,0,10,3,0,0,28,0,0,10,9,6,10,0,0,0,36,0,0,3,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,5,5,0,4,8,11,9,3,7,6,63,70,80,190,196,166,172,144,76,36,1131
SAL10080,0,0,0,0,0,8,3,0,0,17,0,4,6,3,0,5,8,0,0,20,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,3,9,5,4,0,25,10,8,18,15,26,43,33,17,0,169
SAL10081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,3,0,0,10
SAL10082,0,0,0,0,0,9,8,5,0,30,0,0,0,5,7,7,3,3,0,33,0,0,4,0,7,3,0,0,0,26,0,0,0,4,3,3,9,0,0,18,0,0,0,8,5,0,3,0,0,19,0,0,3,5,0,0,4,0,0,17,0,0,0,0,7,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,3,0,4,7,4,3,12,3,6,40,15,15,25,53,52,54,99,34,14,359
SAL10083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,0,4,4,4,0,0,26
SAL10084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,6,0,0,6,0,0,18
SAL10085,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,4,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,6,6,4,8,0,0,0,25,6,4,11,22,22,33,18,5,0,130
SAL10086,49,225,293,199,150,175,198,128,58,1490,34,186,421,211,238,264,160,105,37,1655,16,153,421,290,253,302,195,91,15,1734,9,78,280,270,190,202,113,34,17,1193,4,37,238,212,200,172,69,54,7,992,0,13,187,157,174,150,62,14,9,760,0,13,165,358,360,256,61,21,6,1224,0,0,20,28,65,57,28,8,0,203,0,4,25,58,101,121,37,11,0,358,367,361,330,210,170,182,153,179,117,2066,2028,2111,3251,2626,2521,2760,2253,1542,599,19697
SAL10087,11,95,218,113,79,66,39,30,9,659,4,101,264,164,107,78,48,18,9,791,3,106,381,191,144,109,28,9,4,968,0,44,302,189,94,77,27,0,4,731,0,22,259,155,93,56,14,0,4,609,0,15,176,130,70,54,16,0,0,465,0,3,276,274,156,74,15,5,0,803,0,3,37,61,46,18,4,0,0,179,0,5,38,87,70,22,3,0,0,227,59,98,286,163,126,97,66,91,74,1055,558,862,2855,1925,1322,1089,766,511,246,10131
SAL10088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6
SAL10089,0,7,12,4,0,9,18,5,0,61,0,4,8,6,7,3,9,5,0,39,0,0,3,0,7,9,4,0,3,29,0,0,0,3,0,3,0,0,0,10,0,0,4,0,0,0,0,0,0,15,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,8,5,13,16,4,56,10,31,73,30,42,77,148,131,29,576
SAL10090,0,5,6,6,7,9,9,0,0,52,0,3,6,6,11,6,12,4,0,43,0,3,5,8,3,7,7,3,0,37,0,0,4,5,10,0,4,0,0,26,0,0,3,6,10,3,10,0,0,31,0,0,0,4,12,4,0,0,0,18,0,0,0,9,15,11,0,0,0,29,0,0,0,0,5,0,0,0,0,9,0,0,0,3,3,0,0,0,0,11,0,0,5,0,4,5,0,6,0,14,30,29,47,78,90,93,107,31,13,514
SAL10091,12,47,78,67,50,46,33,28,11,369,0,54,93,98,59,56,52,31,5,445,0,53,166,136,77,70,51,17,5,584,0,43,167,127,72,46,43,19,3,520,0,22,168,122,75,54,30,12,7,485,0,12,127,137,71,44,17,7,0,417,0,10,229,436,215,108,55,8,5,1065,0,0,60,123,68,30,16,0,5,303,0,0,61,246,252,110,20,4,4,707,10,11,84,88,53,23,45,18,17,348,402,477,1464,1926,1230,874,702,345,156,7564
SAL10092,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,4,4,6,4,7,11,4,0,38
SAL10093,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,3,9,4,4,10,0,0,0,34
SAL10094,0,32,14,18,16,29,24,16,3,154,0,17,26,24,29,39,15,10,0,165,0,23,32,31,42,44,27,0,0,193,0,18,29,24,34,34,19,4,0,162,0,10,32,33,61,32,13,6,0,182,0,0,20,30,53,33,14,0,0,153,0,0,34,76,94,61,10,3,0,282,0,0,3,26,30,16,3,0,0,81,0,0,6,64,69,38,9,0,0,183,6,6,24,15,13,17,19,6,0,102,246,202,263,394,524,485,365,213,66,2774
SAL10095,0,0,4,0,3,3,10,6,0,24,0,4,0,4,5,3,3,0,0,27,0,0,4,0,3,4,3,0,0,20,0,0,0,3,4,0,4,0,0,7,0,0,0,0,0,6,0,0,0,12,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,10,9,5,0,35,9,13,14,22,32,73,82,42,4,280
SAL10096,0,0,0,5,9,6,3,0,0,20,0,0,0,5,3,9,5,0,0,22,0,0,0,0,3,5,4,3,0,21,0,0,0,0,4,3,3,0,0,11,0,0,0,4,0,3,0,0,0,6,0,0,0,0,0,4,0,0,0,9,0,0,3,0,4,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,5,6,4,0,0,25,17,10,12,27,38,80,52,5,3,254
SAL10097,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,9,0,5,0,18
SAL10098,5,30,49,36,31,32,14,5,0,205,3,31,48,46,33,37,4,6,0,211,0,27,54,47,35,31,11,0,0,202,0,9,25,25,23,20,6,0,0,107,0,5,18,10,16,15,0,0,0,72,0,0,13,8,4,7,0,0,0,39,0,0,11,13,3,3,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,31,19,53,61,51,44,41,19,8,325,278,254,467,477,412,420,238,132,53,2734
SAL10099,20,257,429,200,161,156,126,74,26,1448,14,246,581,297,215,189,102,47,21,1717,5,207,707,370,270,214,112,39,13,1944,5,110,593,335,192,147,83,26,5,1488,0,37,456,300,161,168,62,10,8,1206,0,20,350,251,184,120,42,9,7,974,0,21,617,600,353,238,61,9,6,1899,0,3,86,137,130,49,8,4,0,419,0,0,65,205,166,94,20,6,6,574,30,97,283,154,107,134,129,190,293,1426,753,1956,5272,3531,2561,2378,1816,1237,816,20315
SAL10100,0,0,5,12,4,11,5,0,0,32,0,3,5,11,6,16,10,0,5,44,0,0,4,5,9,7,6,0,0,31,0,4,0,0,8,4,0,0,0,12,0,0,0,0,0,3,5,0,0,18,0,0,0,0,0,5,0,0,0,8,0,0,0,4,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,4,4,8,10,12,9,0,58,50,18,41,41,83,119,113,70,24,560
SAL10101,0,7,6,3,4,0,0,0,0,17,0,5,4,0,0,6,0,0,0,16,3,0,10,9,11,5,0,0,0,39,0,0,3,3,3,5,0,0,0,24,0,0,10,4,0,5,0,0,0,17,0,0,4,0,3,0,0,0,0,7,0,0,4,0,7,0,0,0,0,13,0,0,3,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,3,0,11,4,7,10,4,8,0,53,24,14,59,30,48,57,28,13,0,269
