SAL_CODE_2021,P_85y_ov_DNUDW,P_85y_ov_UDW_NS,P_85y_ov_Total,P_Tot_DUDW_LT_5_h,P_Tot_DUDW_5_14_h,P_Tot_DUDW_15_29_h,P_Tot_DUDW_30_h_mo,P_Tot_DNUDW,P_Tot_UDW_NS,P_Tot_Total
SAL12588,0,0,0,0,0,0,0,0,0,0
SAL12589,0,0,0,8,18,0,4,3,0,35
SAL12590,0,0,3,56,125,73,59,63,8,388
SAL12591,0,0,0,0,6,5,6,0,7,20
SAL12592,0,0,0,3,4,0,0,0,0,12
SAL12593,0,0,0,0,9,3,3,0,0,14
SAL12594,0,0,0,3,0,0,0,0,3,8
SAL12595,0,0,0,4,9,6,5,6,0,24
SAL12596,41,8,69,229,393,173,154,354,163,1463
SAL12597,0,0,0,22,27,11,9,24,17,107
SAL12598,0,0,0,12,15,8,4,12,6,56
SAL12599,203,44,410,3459,4459,2152,2219,10657,2791,25736
SAL12600,134,27,228,863,1048,467,448,2270,554,5650
SAL12601,0,0,7,36,53,36,33,47,3,208
SAL12602,0,0,0,0,0,3,0,3,0,9
SAL12603,25,4,56,730,972,458,326,1070,206,3762
SAL12604,0,0,0,8,11,11,0,10,4,49
SAL12605,0,0,0,20,28,19,14,9,11,97
SAL12606,0,0,0,4,0,5,0,0,0,14
SAL12607,0,0,0,0,0,0,3,0,3,12
SAL12608,0,0,0,5,9,4,4,9,14,40
SAL12609,0,0,4,89,164,76,55,64,52,497
SAL12610,0,0,4,73,85,59,32,53,11,316
SAL12611,0,0,3,43,74,25,21,27,22,208
SAL12612,0,0,3,9,16,5,4,16,3,51
SAL12613,10,6,33,223,341,195,117,163,19,1063
SAL12614,14,0,24,165,244,130,122,170,21,853
SAL12615,0,0,0,5,14,11,8,11,3,62
SAL12616,0,0,0,9,10,8,3,6,0,35
SAL12617,0,0,0,12,28,11,22,18,16,105
SAL12618,19,4,25,778,1049,513,503,1784,283,4902
SAL12619,0,0,0,5,6,3,0,0,4,17
SAL12620,0,0,0,5,20,18,8,8,10,73
SAL12621,0,0,0,5,9,7,0,0,3,26
SAL12622,0,0,0,9,13,4,8,9,0,42
SAL12623,0,0,0,24,26,16,15,21,17,123
SAL12624,0,0,0,22,30,13,15,15,6,96
SAL12625,0,0,0,0,0,0,4,0,0,3
SAL12626,0,0,0,4,4,4,0,5,0,16
SAL12627,0,0,0,8,22,17,14,26,12,102
SAL12628,29,0,46,322,346,165,212,1267,288,2614
SAL12629,0,0,6,74,68,44,42,67,15,306
SAL12630,7,0,25,415,509,150,76,349,108,1606
SAL12631,9,0,17,169,284,123,130,217,86,1013
SAL12632,0,0,0,0,5,0,0,3,5,14
SAL12633,6,0,10,65,124,78,56,99,39,464
SAL12634,8,0,17,192,307,165,115,157,99,1035
SAL12635,0,0,0,15,8,7,11,4,7,42
SAL12636,26,4,43,602,864,459,350,856,91,3220
SAL12637,0,0,0,9,18,15,9,11,0,61
SAL12638,0,0,0,11,19,4,0,10,0,53
SAL12639,0,0,0,0,12,7,4,7,0,28
SAL12640,20,8,37,596,786,232,98,485,166,2367
SAL12641,96,12,132,261,428,237,149,343,102,1529
SAL12642,0,0,3,12,11,10,6,17,13,72
SAL12643,0,0,0,12,16,15,6,13,0,51
SAL12644,21,0,24,795,1096,508,378,1582,215,4571
SAL12645,0,0,0,17,23,21,4,6,0,79
SAL12646,0,0,0,0,0,0,3,0,0,7
SAL12647,4,0,4,27,40,30,29,26,20,176
SAL12648,0,0,0,0,6,0,9,17,5,40
SAL12649,0,0,7,90,160,85,32,163,8,551
SAL12650,8,8,24,115,203,111,69,122,53,676
SAL12651,3,0,4,25,39,32,25,45,16,185
SAL12652,3,0,3,27,49,27,12,21,15,161
SAL12653,46,35,110,1593,2209,1034,1059,3850,833,10572
SAL12654,0,0,3,69,67,41,47,74,20,312
SAL12655,3,0,5,75,144,77,43,81,14,441
SAL12656,458,91,820,2929,4070,1727,1221,4047,789,14784
SAL12657,0,0,0,0,13,12,6,19,4,47
SAL12658,6,0,13,132,191,79,60,165,38,665
SAL12659,0,0,3,6,15,11,6,16,0,61
SAL12660,0,0,0,34,58,34,25,44,5,208
SAL12661,0,0,0,129,76,22,11,147,752,1143
SAL12662,0,0,0,44,50,32,22,27,28,201
SAL12663,0,4,11,66,91,62,52,83,54,408
SAL12664,133,23,279,976,1507,788,481,1161,272,5188
SAL12665,91,55,219,1107,1599,819,584,1449,436,5982
SAL12666,7,5,13,91,177,90,55,73,26,519
SAL12667,0,0,4,17,17,13,8,3,7,63
SAL12668,0,0,8,38,65,23,26,28,25,212
SAL12669,0,0,0,6,0,0,0,3,6,17
SAL12670,0,0,0,13,25,8,14,13,9,86
SAL12671,0,0,6,28,68,44,31,55,41,269
SAL12672,0,0,0,0,0,0,0,0,0,9
SAL12673,0,0,0,0,0,0,0,0,0,8
SAL12674,0,0,0,0,0,3,0,3,0,21
SAL12675,0,0,0,9,8,6,7,9,0,32
SAL12676,5,0,5,32,23,16,10,16,4,102
SAL12677,0,0,0,13,30,10,8,21,0,90
SAL12678,0,0,0,3,3,5,7,4,0,33
SAL12679,0,0,0,8,17,7,7,9,3,44
SAL12680,14,0,36,195,319,140,105,234,41,1040
SAL12681,33,11,86,382,656,369,212,410,147,2173
SAL12682,51,14,90,377,553,281,235,457,172,2073
SAL12683,160,103,419,1917,2843,1323,735,1716,543,9083
SAL12684,0,0,0,10,12,0,3,19,0,45
SAL12685,0,0,8,40,52,30,11,50,11,196
SAL12686,0,0,0,0,5,0,0,0,0,3
SAL12687,3,0,4,17,38,30,15,24,7,136
SAL12688,0,0,0,0,8,7,0,3,0,24
SAL12689,0,0,0,16,40,18,14,6,4,104
SAL12690,0,0,0,12,19,10,7,14,10,68
SAL12691,0,0,0,3,3,5,0,0,10,16
SAL12692,0,0,0,5,9,4,0,0,3,21
SAL12693,0,0,0,11,25,11,13,17,17,86
SAL12694,0,0,0,29,47,27,25,22,7,163
SAL12695,0,0,0,9,15,15,3,9,9,58
SAL12696,3,7,14,70,157,55,47,110,39,486
SAL12697,71,20,141,741,1111,425,296,1176,200,3951
SAL12698,0,0,8,27,42,17,17,40,13,154
SAL12699,0,0,0,29,37,21,11,38,0,136
SAL12700,0,0,0,0,0,0,0,0,0,0
SAL12701,0,0,0,4,9,5,3,5,5,24
SAL12702,0,0,0,3,9,6,0,17,3,37
SAL12703,0,0,0,0,5,3,0,0,0,12
SAL12704,0,0,0,0,0,0,0,0,0,0
SAL12705,0,0,0,9,0,0,0,0,4,8
SAL12706,0,0,0,0,3,4,3,4,0,19
SAL12707,0,0,0,3,3,0,3,8,0,19
SAL12708,0,0,0,10,29,18,18,17,3,102
SAL12709,0,0,3,105,148,75,48,69,12,454
SAL12710,57,9,68,160,252,143,106,268,76,1014
SAL12711,0,0,0,0,6,0,0,0,0,8
SAL12712,0,0,0,8,17,16,10,8,5,55
SAL12713,0,0,0,0,0,0,0,0,0,0
SAL12714,15,0,22,334,520,274,211,316,53,1695
SAL12715,5,0,4,66,90,51,50,39,25,306
SAL12716,0,0,0,7,4,4,6,6,0,22
SAL12717,0,0,0,4,3,4,0,6,0,16
SAL12718,0,0,0,10,20,10,13,20,9,85
SAL12719,0,0,0,0,0,0,0,0,0,0
SAL12720,7,0,8,42,59,33,13,41,11,202
SAL12721,6,6,21,422,699,355,232,330,66,2111
SAL12722,0,0,0,10,5,3,0,5,0,18
SAL12723,68,15,117,1511,2106,1063,923,2602,429,8642
SAL12724,0,0,0,8,5,4,4,3,10,37
SAL12725,0,0,7,69,108,78,57,92,26,429
SAL12726,4,0,4,28,36,17,15,19,7,128
SAL12727,4,0,4,13,17,7,3,16,0,54
SAL12728,0,0,4,15,25,24,12,24,13,105
SAL12729,0,0,0,7,0,5,0,0,3,8
SAL12730,0,0,0,8,10,3,8,0,9,42
SAL12731,0,0,0,11,11,3,5,5,3,34
SAL12732,0,0,0,8,13,9,7,4,0,43
SAL12733,65,38,157,1043,1583,669,561,1819,1425,7103
SAL12734,227,32,373,544,830,379,304,1201,249,3507
SAL12735,10,0,16,147,238,124,105,189,43,845
SAL12736,0,0,0,0,12,7,3,0,11,31
SAL12737,0,0,0,18,20,21,11,11,12,90
SAL12738,23,4,75,255,455,224,139,293,60,1434
SAL12739,176,18,281,1779,2488,1108,690,2443,410,8912
SAL12740,3,0,5,354,543,167,117,398,88,1664
SAL12741,0,0,0,29,42,24,38,31,16,180
SAL12742,0,0,0,27,80,38,35,57,7,248
SAL12743,3,0,14,85,148,44,43,119,26,469
SAL12744,0,0,0,16,10,5,4,15,16,69
SAL12745,63,33,158,641,993,565,400,743,318,3668
SAL12746,12,5,22,192,288,152,89,123,118,955
SAL12747,0,0,0,0,0,0,0,0,0,0
SAL12748,0,0,0,16,33,9,19,19,8,100
SAL12749,409,71,916,5675,7825,3191,1909,4204,913,23719
SAL12750,79,82,261,1488,2207,1103,740,1604,499,7650
SAL12751,0,0,0,0,4,0,0,3,16,19
SAL12752,0,0,12,108,193,95,35,82,28,541
SAL12753,0,0,0,25,30,14,18,30,4,116
SAL12754,8,3,20,59,84,48,33,96,79,399
SAL12755,0,0,0,14,18,3,4,3,8,44
SAL12756,25,5,58,1929,2611,1209,826,2161,254,8994
SAL12757,0,0,0,3,0,3,0,0,0,7
SAL12758,0,0,3,26,31,7,12,23,5,107
SAL12759,99,52,179,506,726,344,255,1002,371,3204
SAL12760,0,0,0,33,56,39,29,30,54,244
SAL12761,42,5,94,1340,2022,970,568,1231,135,6260
SAL12762,0,0,0,0,4,4,0,0,0,5
SAL12763,0,0,0,0,4,3,0,0,0,8
SAL12764,0,0,0,3,7,5,5,0,9,25
SAL12765,0,0,0,5,9,3,5,13,16,46
SAL12766,0,0,0,0,3,0,3,9,0,14
SAL12767,90,16,159,1742,2285,1072,1269,5594,1020,12981
SAL12768,0,0,7,25,44,35,10,15,5,139
SAL12769,0,0,0,33,60,40,30,25,9,201
SAL12770,0,0,0,0,4,4,0,8,3,12
SAL12771,0,0,0,24,34,14,8,7,3,94
SAL12772,0,0,0,31,70,36,37,84,31,286
SAL12773,0,0,0,5,9,3,0,4,0,22
SAL12774,0,0,0,5,3,0,0,0,0,12
SAL12775,0,0,0,3,3,5,0,6,0,21
SAL12776,4,0,4,102,166,82,84,128,31,595
SAL12777,177,13,255,580,841,362,257,929,126,3098
SAL12778,0,0,0,0,4,3,3,0,5,17
SAL12779,13,3,31,300,431,218,175,195,55,1367
SAL12780,0,0,14,184,271,135,120,132,17,858
SAL12781,0,0,0,0,4,0,3,4,0,12
SAL12782,0,0,0,6,6,3,3,3,11,32
SAL12783,8,0,21,277,436,259,155,225,34,1386
SAL12784,6,4,5,5,12,10,8,4,8,50
SAL12785,11,0,18,159,158,106,121,381,73,999
SAL12786,0,0,0,0,0,0,0,0,0,0
SAL12787,0,0,0,4,12,12,5,9,13,51
SAL12788,0,0,0,0,0,0,0,0,0,0
SAL12789,0,0,0,18,22,16,7,9,18,86
SAL12790,0,0,4,12,15,6,3,10,7,55
SAL12791,0,0,0,9,8,7,4,4,3,28
SAL12792,0,0,0,23,36,20,24,11,3,113
SAL12793,30,10,71,274,420,202,123,271,37,1329
SAL12794,4,0,8,11,18,17,16,14,4,88
SAL12795,12,0,27,202,356,176,121,187,34,1073
SAL12796,88,19,169,1244,1496,732,779,3450,659,8358
SAL12797,0,0,3,50,96,67,39,73,21,342
SAL12798,0,0,0,10,10,16,6,7,0,53
SAL12799,8,0,21,489,805,428,304,353,48,2427
SAL12800,0,0,0,0,9,3,3,0,0,15
SAL12801,0,0,4,31,28,18,5,13,7,102
SAL12802,10,0,23,222,345,175,108,262,52,1163
SAL12803,0,0,0,10,3,5,5,3,0,27
SAL12804,0,0,0,5,3,5,0,8,0,23
SAL12805,0,0,0,9,15,10,5,18,8,66
SAL12806,0,0,0,11,14,9,17,8,5,61
SAL12807,9,0,21,164,211,117,142,329,43,1009
SAL12808,5,0,12,151,264,146,94,131,26,814
SAL12809,0,0,3,8,23,23,11,17,5,97
SAL12810,0,0,0,73,98,43,51,50,17,323
SAL12811,0,0,0,20,23,19,14,11,46,125
SAL12812,48,38,120,656,973,525,450,1153,231,3987
SAL12813,0,0,0,0,0,0,0,0,3,3
SAL12814,0,0,3,29,37,15,18,43,24,159
SAL12815,0,0,0,7,21,9,12,14,14,77
SAL12816,0,0,0,17,16,5,5,3,8,51
SAL12817,4,0,5,21,17,13,8,3,8,75
SAL12818,0,0,0,7,12,7,4,6,3,47
SAL12819,3,0,6,22,47,24,24,30,12,158
SAL12820,0,0,0,5,13,12,9,19,11,60
SAL12821,0,0,0,14,17,8,14,11,10,75
SAL12822,0,0,0,9,17,8,5,8,5,44
SAL12823,186,51,331,1717,2503,1091,865,2275,591,9027
SAL12824,3,0,12,93,164,90,74,99,42,563
SAL12825,10,0,21,345,481,250,194,317,77,1655
SAL12826,0,0,0,8,19,6,5,18,4,69
SAL12827,0,0,0,4,4,0,5,0,0,9
SAL12828,0,0,0,3,12,8,4,15,30,74
SAL12829,0,0,0,0,0,7,0,3,5,19
SAL12830,0,0,5,14,19,15,4,14,6,73
SAL12831,0,0,7,25,37,22,9,33,23,140
SAL12832,0,0,0,7,22,7,10,16,11,70
SAL12833,5,0,7,90,152,78,38,101,32,489
SAL12834,0,0,0,22,20,9,10,24,5,100
SAL12835,0,0,0,0,16,0,3,0,6,30
SAL12836,0,0,0,18,31,15,11,6,4,80
SAL12837,0,0,0,83,104,78,54,90,29,437
SAL12838,0,0,0,12,42,18,4,16,7,103
SAL12839,72,8,112,717,1004,480,296,618,330,3445
SAL12840,0,0,0,62,152,69,46,43,47,429
SAL12841,36,19,79,341,553,297,217,524,225,2158
SAL12842,0,0,0,4,7,3,9,9,4,32
SAL12843,5,0,5,33,51,42,33,67,23,241
SAL12844,0,0,0,0,5,0,0,0,0,7
SAL12845,0,0,0,0,0,0,0,0,0,0
SAL12846,0,0,0,9,36,23,10,25,6,110
SAL12847,0,0,0,16,18,15,5,22,8,85
SAL12848,0,0,0,10,29,10,5,17,5,78
SAL12849,0,0,0,17,8,4,4,7,0,43
SAL12850,0,0,0,8,11,5,6,11,6,43
SAL12851,3,0,3,41,57,26,27,31,17,192
SAL12852,5,0,5,11,30,14,15,19,14,98
SAL12853,0,0,0,0,0,0,0,0,0,0
SAL12854,0,7,8,55,84,41,26,118,77,407
SAL12855,0,0,0,0,0,0,0,0,0,0
SAL12856,0,0,0,0,0,0,0,0,0,0
SAL12857,0,0,0,3,14,0,6,8,7,32
SAL12858,0,0,0,12,13,4,5,6,5,48
SAL12859,0,0,0,7,16,4,10,5,15,52
SAL12860,0,0,0,11,24,14,5,13,10,77
SAL12861,0,0,5,31,42,19,17,38,70,215
SAL12862,0,0,0,0,0,0,3,4,9,18
SAL12863,0,0,4,52,78,33,21,36,15,236
SAL12864,0,0,0,0,0,0,0,0,0,0
SAL12865,0,0,3,119,235,133,97,85,14,681
SAL12866,0,0,4,21,33,33,22,25,6,138
SAL12867,0,0,0,0,0,0,0,0,0,0
SAL12868,0,0,0,0,10,9,24,8,3,50
SAL12869,0,0,3,55,81,48,44,70,16,309
SAL12870,0,0,0,11,4,8,3,12,3,51
SAL12871,11,0,22,648,983,458,268,368,93,2814
SAL12872,0,0,0,0,0,0,0,0,0,5
SAL12873,0,0,0,15,18,11,5,6,10,66
SAL12874,0,0,0,15,20,8,11,17,0,72
SAL12875,31,3,44,146,206,108,90,217,62,826
SAL12876,0,0,0,4,3,3,5,0,0,14
SAL12877,133,152,380,1204,1711,800,526,1399,584,6230
SAL12878,0,0,0,51,84,37,20,37,12,238
SAL12879,86,29,179,1683,2370,1083,875,2623,934,9573
SAL12880,0,0,0,6,9,7,4,0,7,19
SAL12881,0,0,0,12,20,9,17,22,15,95
SAL12882,0,0,0,4,4,3,0,0,0,20
SAL12883,0,0,0,0,0,0,0,0,0,0
SAL12884,0,0,0,46,58,23,24,21,26,193
SAL12885,0,0,0,0,4,0,0,0,0,5
SAL12886,7,0,11,54,78,37,37,69,25,300
SAL12887,0,0,0,8,18,15,7,9,7,63
SAL12888,3,0,22,188,315,147,90,128,147,1015
SAL12889,4,0,7,9,11,22,11,27,3,80
SAL12890,5,0,5,8,18,10,20,15,16,86
SAL12891,0,0,0,12,24,15,5,0,4,63
SAL12892,0,0,0,5,11,3,10,0,0,38
SAL12893,0,0,0,10,25,16,4,8,4,73
SAL12894,4,0,5,15,58,35,31,27,9,184
SAL12895,0,0,0,0,0,0,0,0,0,0
SAL12896,15,0,19,191,275,175,146,224,52,1065
SAL12897,0,0,0,0,0,0,0,0,0,0
SAL12898,224,33,376,882,1411,726,561,1671,517,5762
SAL12899,0,0,0,5,15,12,8,11,7,53
SAL12900,0,4,12,164,264,148,117,159,71,915
SAL12901,0,0,3,42,36,20,19,47,21,192
SAL12902,0,0,0,56,82,39,16,8,7,203
SAL12903,0,0,3,18,35,21,10,15,9,108
SAL12904,0,0,0,12,12,11,10,9,0,48
SAL12905,43,8,92,1380,1967,992,657,1471,234,6709
SAL12906,17,6,43,556,693,324,279,705,106,2666
SAL12907,22,3,46,1137,1516,676,530,1333,223,5405
SAL12908,29,10,78,1046,1725,707,338,764,161,4739
SAL12909,50,11,99,390,649,378,261,544,188,2407
SAL12910,0,0,0,4,7,3,0,3,0,21
SAL12911,472,94,777,1577,2102,851,426,1870,428,7263
SAL12912,102,18,171,1020,1573,752,519,1465,523,5849
SAL12913,0,0,0,16,20,5,3,9,7,55
SAL12914,0,0,0,0,3,0,0,3,8,13
SAL12915,102,9,162,535,809,447,305,1086,320,3502
SAL12916,0,0,0,0,8,0,0,3,0,8
SAL12917,3,0,3,13,27,6,19,19,5,92
SAL12918,11,0,39,227,410,188,129,229,68,1244
SAL12919,112,42,259,1112,1553,713,499,1474,299,5643
SAL12920,38,34,120,612,903,414,343,812,507,3592
SAL12921,67,8,133,771,895,493,392,1688,259,4499
SAL12922,3,0,8,80,83,54,35,52,16,319
SAL12923,0,0,4,55,50,28,31,23,25,212
SAL12924,0,0,0,9,15,9,7,21,4,63
SAL12925,0,0,0,15,32,13,5,13,21,96
SAL12926,3,0,11,49,95,38,39,128,25,378
SAL12927,0,0,0,6,6,0,4,4,0,16
SAL12928,0,0,0,13,13,10,12,20,0,62
SAL12929,0,0,0,77,87,55,33,61,29,352
SAL12930,0,0,0,0,4,0,0,0,0,12
SAL12931,5,0,8,73,102,56,48,89,19,390
SAL12932,68,18,145,994,1537,740,481,1252,308,5319
SAL12933,4,0,7,45,63,46,28,51,19,259
SAL12934,0,0,0,9,8,0,3,7,4,33
SAL12935,3,0,12,114,148,110,64,87,48,568
SAL12936,5,0,8,39,47,24,24,55,31,213
SAL12937,0,0,0,5,7,0,0,0,0,16
SAL12938,0,0,0,19,43,18,20,29,24,154
SAL12939,0,0,0,6,18,10,6,17,5,65
SAL12940,0,0,0,11,8,5,5,5,9,36
SAL12941,0,0,3,48,76,56,30,58,10,275
SAL12942,0,0,3,20,40,15,10,15,9,115
SAL12943,82,64,227,2195,2974,963,474,1711,427,8755
SAL12944,0,0,0,0,0,0,0,0,0,0
SAL12945,0,0,0,27,37,13,10,28,7,121
SAL12946,6,0,3,34,41,25,25,34,10,169
SAL12947,0,0,4,94,118,78,54,102,39,477
SAL12948,0,0,5,65,99,40,27,42,34,311
SAL12949,0,0,0,3,5,4,6,8,0,32
SAL12950,0,0,4,33,46,50,29,25,14,202
SAL12951,133,20,276,1976,2691,1201,612,1823,377,8679
SAL12952,14,0,39,440,714,338,194,296,62,2046
SAL12953,0,0,0,12,10,5,9,16,10,52
SAL12954,0,0,3,11,37,18,9,29,14,113
SAL12955,0,0,0,0,6,6,3,4,0,27
SAL12956,0,0,0,0,0,0,0,0,0,4
SAL12957,0,4,3,33,55,28,20,28,33,199
SAL12958,24,0,50,957,1210,339,154,754,214,3616
SAL12959,3,0,16,238,278,105,40,183,97,944
SAL12960,47,0,73,309,423,139,57,392,60,1378
SAL12961,0,0,7,47,103,44,48,78,20,338
SAL12962,17,0,31,894,1336,573,396,1077,121,4392
SAL12963,0,0,0,0,0,0,0,0,8,4
SAL12964,0,0,0,0,0,0,0,0,0,0
SAL12965,67,9,164,1900,2644,1184,748,1334,305,8116
SAL12966,0,0,3,83,132,63,48,59,41,428
SAL12967,0,0,0,0,5,0,0,0,3,16
SAL12968,0,0,0,3,0,4,4,7,0,22
SAL12969,42,14,102,3643,4829,1392,525,2182,704,13280
SAL12970,5,5,31,448,695,316,228,425,95,2204
SAL12971,0,0,0,25,39,18,12,17,10,118
SAL12972,0,0,0,16,5,0,0,7,20,55
SAL12973,0,0,0,0,0,0,0,0,0,0
SAL12974,4,9,15,174,369,202,134,210,286,1373
SAL12975,0,0,4,49,70,42,33,64,26,275
SAL12976,0,0,0,7,0,5,0,0,0,20
SAL12977,3,0,6,154,307,153,123,385,98,1218
SAL12978,0,0,4,54,57,37,33,47,33,258
SAL12979,0,0,3,11,17,5,0,4,8,42
SAL12980,0,0,0,8,7,0,0,9,4,21
SAL12981,0,0,0,0,7,3,0,3,4,20
SAL12982,0,0,0,6,12,6,0,11,3,39
SAL12983,33,0,58,173,258,160,103,242,35,970
SAL12984,72,9,100,404,686,306,250,663,133,2444
SAL12985,7,0,20,134,192,122,94,144,20,712
SAL12986,106,9,187,880,1347,675,426,877,108,4305
SAL12987,50,15,125,970,1335,559,392,1299,520,5083
SAL12988,4,0,5,25,24,13,11,18,4,91
SAL12989,4,4,8,74,136,65,55,103,52,485
SAL12990,12,4,21,407,605,316,165,266,75,1836
SAL12991,7,4,39,610,976,428,267,395,59,2736
SAL12992,18,0,22,115,175,86,84,195,39,692
SAL12993,95,104,241,311,464,278,148,464,290,1959
SAL12994,42,7,100,1947,2317,828,500,1407,442,7436
SAL12995,0,0,4,28,49,21,19,29,19,166
SAL12996,0,0,0,0,0,0,0,0,0,0
SAL12997,3,0,8,191,248,134,67,126,34,797
SAL12998,25,9,53,830,1027,497,305,560,106,3330
SAL12999,6,0,3,26,39,20,28,42,9,162
SAL13000,49,7,125,847,1160,681,396,620,77,3772
SAL13001,10,5,46,653,919,412,285,816,229,3307
SAL13002,38,13,87,236,348,212,169,376,115,1459
SAL13003,29,72,125,2464,3627,1704,1222,3005,575,12598
SAL13004,32,9,65,663,845,285,190,692,195,2879
SAL13005,4,0,16,124,168,79,60,141,47,617
SAL13006,13,3,35,88,131,74,71,163,42,560
SAL13007,18,20,74,651,791,353,217,473,129,2621
SAL13008,5,0,14,94,172,110,58,105,40,590
SAL13009,40,7,86,1066,1517,708,418,791,203,4712
SAL13010,109,9,180,806,1303,634,442,1261,245,4686
SAL13011,142,25,250,1875,2529,1038,780,3041,735,9996
SAL13012,92,14,171,971,1483,686,588,1198,223,5140
SAL13013,97,0,148,1385,2055,1131,769,1785,221,7346
SAL13014,0,0,6,363,543,255,200,373,76,1808
SAL13015,117,61,329,2298,3241,1497,949,2964,711,11658
SAL13016,0,0,0,57,97,54,37,49,18,315
SAL13017,33,80,141,470,570,262,295,1160,488,3250
SAL13018,0,0,0,26,31,13,18,30,51,160
SAL13019,24,8,64,758,974,411,272,1205,230,3852
SAL13020,89,36,188,1890,2554,824,377,1772,589,8010
SAL13021,184,87,371,906,1325,550,369,1432,547,5129
SAL13022,0,0,0,31,50,45,21,37,9,190
SAL13023,242,103,595,662,1021,532,365,822,206,3602
SAL13024,5,0,8,123,150,79,41,132,44,572
SAL13025,24,4,50,351,526,293,182,293,41,1694
SAL13026,39,9,100,707,1030,423,329,665,100,3255
SAL13027,14,0,20,637,627,179,91,518,82,2139
SAL13028,0,0,0,30,30,9,7,24,12,117
SAL13029,0,0,0,9,7,6,6,13,10,63
SAL13030,0,0,0,16,23,9,10,19,6,81
SAL13031,0,0,0,5,17,11,7,0,0,34
SAL13032,146,21,270,1216,1577,794,509,909,164,5167
SAL13033,153,52,346,1730,2618,1256,838,2220,434,9098
SAL13034,3,0,16,167,240,131,83,103,24,741
SAL13035,0,0,0,3,19,14,8,8,5,57
SAL13036,35,103,179,747,1092,483,310,1027,329,3986
SAL13037,0,0,4,22,20,18,8,18,7,91
SAL13038,0,0,0,3,7,3,4,10,3,35
SAL13039,271,37,444,1291,1827,840,755,2525,880,8122
SAL13040,4,3,15,224,291,155,142,302,852,1958
SAL13041,0,0,0,23,17,7,9,7,4,65
SAL13042,0,0,9,117,145,107,62,122,18,573
SAL13043,0,0,0,31,33,14,14,29,10,131
SAL13044,0,0,0,0,7,0,0,3,0,18
SAL13045,0,0,0,3,3,11,0,5,0,20
SAL13046,0,0,0,12,30,14,8,18,17,94
SAL13047,0,0,0,0,4,6,4,0,4,23
SAL13048,0,0,0,6,15,3,3,5,0,36
SAL13049,0,0,5,27,26,17,19,11,13,111
SAL13050,0,0,4,41,75,33,19,38,5,220
SAL13051,0,0,0,14,25,15,6,11,7,79
SAL13052,0,0,3,32,51,27,22,30,21,180
SAL13053,4,3,18,120,186,100,72,87,42,597
SAL13054,6,3,11,54,92,50,54,96,69,417
SAL13055,0,0,0,0,0,0,0,0,0,0
SAL13056,0,0,0,0,0,0,0,0,0,0
SAL13057,0,0,0,0,7,0,0,0,0,5
SAL13058,0,0,0,8,17,7,8,22,27,87
SAL13059,0,0,0,27,66,29,44,35,44,247
SAL13060,24,18,62,336,392,185,145,402,133,1588
SAL13061,0,0,0,0,0,3,4,0,3,13
SAL13062,0,0,0,0,13,7,0,0,3,26
SAL13063,3,0,4,118,160,70,65,59,41,514
SAL13064,71,9,157,1008,1480,775,603,1479,294,5644
SAL13065,8,0,19,292,424,224,216,322,126,1592
SAL13066,3,0,3,51,64,41,26,71,5,257
SAL13067,29,0,32,12,24,21,9,70,4,153
SAL13068,3,0,3,28,25,21,8,29,3,114
SAL13069,29,0,40,893,1156,518,499,2055,353,5480
SAL13070,3,0,7,44,55,33,37,64,19,257
SAL13071,12,6,37,329,455,236,229,349,91,1686
SAL13072,0,0,3,15,39,25,18,18,5,128
SAL13073,0,0,6,23,28,19,15,26,21,134
SAL13074,124,6,182,882,1226,604,485,1363,196,4758
SAL13075,108,55,291,1799,2686,1365,889,1658,283,8688
SAL13076,0,0,0,0,0,0,0,0,0,3
SAL13077,0,0,0,6,5,0,0,4,4,26
SAL13078,0,0,0,5,13,5,0,0,15,43
SAL13079,52,12,89,448,686,317,271,710,313,2748
SAL13080,0,0,0,9,25,9,10,8,16,76
SAL13081,50,8,91,982,1499,681,412,819,414,4804
SAL13082,0,0,4,32,33,22,20,21,0,134
SAL13083,0,0,3,7,12,4,6,9,4,42
SAL13084,131,16,220,689,1176,607,455,991,295,4210
SAL13085,0,0,0,13,9,9,4,15,7,60
SAL13086,4,0,5,157,221,100,97,205,81,866
SAL13087,0,0,0,8,4,3,7,10,0,46
SAL13088,12,4,30,283,309,165,187,944,239,2120
SAL13089,0,3,5,50,45,22,36,47,15,213
SAL13090,0,0,0,3,6,4,0,3,0,14
SAL13091,0,0,0,5,4,5,5,8,0,21
SAL13092,20,3,53,462,724,401,256,638,117,2589
SAL13093,0,0,0,4,4,4,0,0,7,27
SAL13094,0,0,0,0,0,0,0,0,0,0
SAL13095,0,0,0,0,0,0,0,0,0,0
SAL13096,0,4,7,81,128,60,43,90,52,441
SAL13097,0,0,0,8,3,4,0,0,0,20
SAL13098,0,0,0,8,11,10,0,14,0,42
SAL13099,0,0,0,8,5,6,6,0,9,30
SAL13100,0,0,0,3,13,7,8,8,0,31
SAL13101,3,0,3,21,31,17,10,12,11,103
SAL13102,28,23,71,2188,3142,1402,1265,3692,651,12341
SAL13103,506,152,1038,6281,9016,3978,2598,8377,2077,32322
SAL13104,0,0,0,14,16,4,3,4,0,44
SAL13105,5,0,7,211,311,170,159,187,46,1081
SAL13106,13,5,40,300,372,210,240,371,51,1548
