SAL_CODE_2021,P_85y_ov_DNUDW,P_85y_ov_UDW_NS,P_85y_ov_Total,P_Tot_DUDW_LT_5_h,P_Tot_DUDW_5_14_h,P_Tot_DUDW_15_29_h,P_Tot_DUDW_30_h_mo,P_Tot_DNUDW,P_Tot_UDW_NS,P_Tot_Total
SAL11033,4,0,5,13,19,5,4,23,3,65
SAL11034,0,0,0,0,4,0,0,0,0,6
SAL11035,0,0,0,0,0,0,0,0,0,3
SAL11036,135,23,242,1076,1504,672,473,1319,574,5616
SAL11037,4,3,7,17,28,25,19,31,26,157
SAL11038,10,0,16,72,159,103,91,162,54,642
SAL11039,0,0,0,0,0,0,0,0,8,7
SAL11040,0,0,0,0,0,0,0,6,7,12
SAL11041,7,0,15,130,135,66,63,137,84,612
SAL11042,0,0,0,0,3,0,0,0,10,19
SAL11043,88,53,180,442,652,347,280,727,457,2905
SAL11044,46,5,65,326,437,196,166,651,312,2081
SAL11045,0,0,0,0,0,0,0,0,0,0
SAL11046,0,0,4,50,73,30,37,47,20,249
SAL11047,4,3,11,82,123,76,61,129,48,513
SAL11048,0,0,3,20,39,32,14,22,15,143
SAL11049,0,0,7,60,110,50,40,45,32,339
SAL11050,0,0,0,0,0,0,0,0,0,9
SAL11051,0,0,0,81,138,53,38,44,56,410
SAL11052,186,32,334,1147,1571,779,562,1364,245,5667
SAL11053,158,26,271,922,1433,783,610,1582,404,5737
SAL11054,3,0,7,17,30,16,12,12,8,84
SAL11055,0,0,4,29,23,25,9,12,21,115
SAL11056,6,0,26,468,714,376,234,383,77,2254
SAL11057,0,0,0,13,19,12,10,14,20,95
SAL11058,0,0,4,12,28,15,0,11,10,67
SAL11059,0,0,0,9,12,4,0,3,18,49
SAL11060,3,0,3,40,63,45,34,74,24,274
SAL11061,0,0,0,0,3,3,0,4,0,9
SAL11062,0,0,0,0,3,0,0,0,0,9
SAL11063,32,11,51,178,224,131,104,315,196,1153
SAL11064,5,0,5,15,38,13,18,37,21,145
SAL11065,0,4,3,127,197,112,70,100,63,667
SAL11066,0,0,0,0,0,0,0,0,0,4
SAL11067,0,0,0,0,3,8,3,6,0,22
SAL11068,3,0,3,19,36,14,17,51,0,139
SAL11069,0,0,0,0,0,0,0,0,0,0
SAL11070,23,7,50,839,1086,573,399,713,86,3693
SAL11071,0,0,0,9,8,0,0,8,0,35
SAL11072,0,0,0,24,16,3,14,12,20,96
SAL11073,9,0,15,299,421,187,130,335,80,1453
SAL11074,0,0,0,11,19,8,4,11,0,53
SAL11075,115,16,210,868,1463,780,493,1085,189,4873
SAL11076,0,0,0,38,103,60,34,33,29,301
SAL11077,0,0,0,8,10,11,5,21,0,53
SAL11078,0,0,0,6,9,4,6,21,0,37
SAL11079,0,0,4,5,13,9,9,12,4,41
SAL11080,123,31,251,845,1203,620,453,1345,319,4785
SAL11081,0,0,0,0,0,0,0,0,0,0
SAL11082,143,39,272,1161,1646,781,527,1463,223,5799
SAL11083,0,0,0,3,0,0,0,0,0,3
SAL11084,0,0,0,4,8,5,0,4,0,23
SAL11085,0,0,0,14,15,14,14,13,12,77
SAL11086,0,0,3,3,31,21,12,12,22,97
SAL11087,0,0,0,4,11,6,0,0,0,20
SAL11088,0,0,0,0,9,3,9,3,0,29
SAL11089,0,0,5,6,17,4,4,3,5,33
SAL11090,0,0,0,12,16,15,14,11,13,80
SAL11091,0,0,0,9,0,0,3,4,0,22
SAL11092,0,0,0,0,0,0,0,3,0,5
SAL11093,0,0,0,52,60,26,13,64,14,231
SAL11094,4,0,17,133,207,118,107,220,66,844
SAL11095,0,0,3,12,8,10,8,8,0,48
SAL11096,0,0,0,6,5,0,0,0,0,11
SAL11097,0,0,6,116,153,91,49,96,8,506
SAL11098,0,0,0,19,18,9,4,16,6,78
SAL11099,207,31,378,1464,2079,1043,813,2268,682,8354
SAL11100,0,0,0,11,16,8,6,0,7,55
SAL11101,0,0,0,5,5,4,0,6,0,13
SAL11102,0,0,5,63,86,48,28,30,42,292
SAL11103,0,0,0,43,54,26,13,34,21,189
SAL11104,0,0,0,9,4,3,4,7,0,26
SAL11105,57,4,94,2398,3355,1563,1215,3003,623,12157
SAL11106,0,0,0,0,0,0,0,0,0,3
SAL11107,0,0,4,10,23,12,22,18,9,97
SAL11108,0,0,0,0,0,0,4,0,5,14
SAL11109,0,0,4,3,10,9,9,7,9,49
SAL11110,0,0,0,4,7,11,4,3,7,35
SAL11111,0,0,0,0,0,0,0,0,0,3
SAL11112,0,0,0,8,8,4,9,6,7,37
SAL11113,66,32,219,2440,3395,1174,559,1629,378,9576
SAL11114,12,0,48,470,732,285,153,278,76,1986
SAL11115,17,6,26,259,394,199,138,271,116,1381
SAL11116,32,10,87,862,1147,432,272,1182,233,4118
SAL11117,27,5,52,255,330,160,171,705,120,1747
SAL11118,0,0,0,0,7,8,0,10,4,31
SAL11119,105,23,217,1393,1962,922,535,1281,260,6357
SAL11120,231,103,559,3636,4938,1853,1063,3375,899,15767
SAL11121,0,0,0,6,17,8,6,4,0,41
SAL11122,4,0,3,26,37,30,16,26,5,148
SAL11123,0,0,0,11,15,16,12,5,4,64
SAL11124,65,21,134,456,572,301,259,515,182,2283
SAL11125,3,0,0,14,22,10,9,13,9,78
SAL11126,0,0,0,15,16,8,9,14,16,84
SAL11127,0,0,0,0,6,0,0,3,3,13
SAL11128,7,0,8,83,152,66,55,96,19,473
SAL11129,5,3,17,99,153,74,47,98,17,489
SAL11130,0,0,0,0,0,0,0,0,0,6
SAL11131,5,0,5,18,18,8,11,10,13,73
SAL11132,24,3,47,1073,1563,489,224,773,175,4301
SAL11133,0,0,0,16,17,8,3,9,0,62
SAL11134,0,0,0,0,0,0,0,0,0,0
SAL11135,193,118,453,1807,2562,1130,753,2325,486,9063
SAL11136,134,14,245,1774,2379,1104,882,2477,397,9014
SAL11137,0,0,0,4,14,7,13,13,8,50
SAL11138,0,0,0,5,0,4,0,4,14,27
SAL11139,0,0,4,39,48,25,34,38,19,206
SAL11140,0,0,0,6,7,0,3,0,0,22
SAL11141,0,0,11,97,116,82,60,85,22,467
SAL11142,0,0,0,16,12,4,8,6,6,55
SAL11143,0,0,0,3,6,0,4,6,0,21
SAL11144,5,5,14,152,223,131,66,122,57,745
SAL11145,0,0,6,37,82,37,26,50,38,268
SAL11146,5,0,5,38,79,38,22,47,24,251
SAL11147,86,4,132,431,750,337,251,678,107,2566
SAL11148,17,0,30,213,296,156,145,289,76,1168
SAL11149,0,0,3,18,29,17,17,50,8,140
SAL11150,0,0,0,8,5,6,4,8,4,37
SAL11151,0,0,0,9,6,0,0,0,0,10
SAL11152,0,0,0,15,6,5,0,3,4,34
SAL11153,0,0,0,3,0,4,0,4,0,6
SAL11154,0,0,0,6,3,0,3,3,0,20
SAL11155,6,3,14,378,576,252,161,246,83,1702
SAL11156,0,0,0,4,0,0,0,7,0,15
SAL11157,4,0,3,29,45,20,15,23,31,169
SAL11158,0,0,0,0,0,0,0,0,0,3
SAL11159,0,0,0,31,53,32,15,45,18,182
SAL11160,5,0,9,70,95,56,47,82,39,382
SAL11161,0,0,0,7,3,0,0,0,0,15
SAL11162,54,27,95,256,428,227,179,437,137,1672
SAL11163,0,0,0,10,12,0,8,6,0,33
SAL11164,0,0,5,18,45,17,19,9,0,110
SAL11165,7,0,10,23,29,18,17,29,16,139
SAL11166,0,0,0,5,3,0,3,0,5,15
SAL11167,0,0,0,14,22,10,22,25,12,105
SAL11168,18,4,40,468,613,285,153,288,75,1879
SAL11169,0,0,0,3,0,3,0,3,8,23
SAL11170,7,4,15,104,153,76,56,171,50,614
SAL11171,0,0,7,57,95,66,41,61,72,395
SAL11172,0,0,0,11,5,8,4,7,4,40
SAL11173,0,0,6,46,80,31,40,51,22,277
SAL11174,0,0,0,0,0,0,0,0,0,0
SAL11175,0,0,5,48,50,28,29,28,11,187
SAL11176,19,0,27,865,1163,508,396,1045,138,4117
SAL11177,9,3,22,65,126,83,57,83,26,437
SAL11178,0,0,5,29,49,27,17,18,11,149
SAL11179,0,0,0,26,44,23,14,38,9,152
SAL11180,0,0,0,12,24,9,12,5,0,64
SAL11181,0,0,0,4,0,0,3,0,0,8
SAL11182,0,0,0,13,13,5,5,3,22,61
SAL11183,0,0,0,5,4,7,4,6,0,30
SAL11184,0,0,0,13,12,4,18,6,4,58
SAL11185,0,0,0,6,6,7,0,3,9,31
SAL11186,20,44,73,161,190,69,71,378,155,1024
SAL11187,0,0,0,10,10,9,0,3,9,36
SAL11188,0,0,0,0,4,6,0,3,0,14
SAL11189,0,5,9,28,40,25,19,20,25,159
SAL11190,9,5,45,107,167,90,60,142,66,638
SAL11191,0,0,4,39,60,42,15,33,18,208
SAL11192,111,40,197,265,496,301,198,429,206,1889
SAL11193,0,0,0,0,0,0,4,0,0,6
SAL11194,0,0,0,9,11,5,5,12,0,44
SAL11195,0,0,5,33,58,25,21,31,22,188
SAL11196,6,0,5,43,64,27,21,23,4,189
SAL11197,0,0,0,13,28,17,10,11,3,83
SAL11198,0,0,0,10,8,3,4,7,0,34
SAL11199,0,0,0,5,8,15,6,6,12,56
SAL11200,0,0,0,49,92,47,42,33,10,269
SAL11201,0,0,5,21,30,20,15,14,3,100
SAL11202,0,0,0,3,3,0,0,0,0,4
SAL11203,140,29,303,1581,2330,1154,997,2507,388,8956
SAL11204,4,0,8,53,100,45,43,89,53,391
SAL11205,0,0,0,20,9,5,9,3,5,45
SAL11206,4,0,4,20,37,40,37,61,26,210
SAL11207,3,0,10,55,54,35,25,123,99,384
SAL11208,0,0,0,13,29,16,13,10,0,78
SAL11209,0,0,0,7,5,11,3,4,3,37
SAL11210,0,0,3,17,26,8,13,10,3,80
SAL11211,0,0,0,22,49,37,30,16,36,192
SAL11212,69,19,169,931,1132,345,214,684,242,3553
SAL11213,42,13,96,2765,3242,707,292,2215,842,10058
SAL11214,0,0,13,54,88,38,28,75,17,306
SAL11215,5,0,9,655,775,188,84,610,156,2467
SAL11216,3,3,10,143,217,97,60,256,106,872
SAL11217,0,0,0,5,5,6,0,3,4,28
SAL11218,0,0,0,10,21,4,3,15,11,67
SAL11219,0,0,0,21,24,16,10,6,9,86
SAL11220,0,0,8,135,190,116,85,79,14,615
SAL11221,4,0,26,479,747,381,199,341,28,2183
SAL11222,0,0,0,7,4,3,10,3,0,29
SAL11223,62,16,143,405,599,317,210,518,94,2145
SAL11224,0,0,4,88,130,51,15,66,11,363
SAL11225,0,0,0,14,24,8,7,13,7,75
SAL11226,70,3,86,416,518,256,234,936,181,2534
SAL11227,0,0,0,0,14,7,3,0,0,25
SAL11228,0,0,0,0,0,0,0,0,0,5
SAL11229,162,31,355,4395,5927,1957,1150,5475,946,19850
SAL11230,0,0,0,0,3,0,0,0,0,3
SAL11231,0,0,4,12,26,8,11,17,12,81
SAL11232,0,0,0,5,9,0,0,0,0,16
SAL11233,9,4,13,54,88,63,40,113,43,412
SAL11234,0,0,3,12,29,16,10,17,8,100
SAL11235,9,0,14,43,55,35,33,61,17,248
SAL11236,6,5,14,77,91,52,69,117,89,491
SAL11237,26,9,72,1182,1781,826,741,2061,274,6867
SAL11238,60,4,66,96,136,62,53,194,33,570
SAL11239,145,31,280,1114,1617,744,555,1528,634,6190
SAL11240,32,7,86,651,890,492,333,652,80,3102
SAL11241,26,6,61,332,512,274,195,427,73,1820
SAL11242,0,0,14,171,240,113,80,145,19,762
SAL11243,33,8,59,277,384,201,159,357,114,1486
SAL11244,0,0,0,0,5,10,6,3,4,24
SAL11245,0,0,0,0,6,6,5,5,4,29
SAL11246,0,0,0,0,0,0,0,0,0,0
SAL11247,0,0,0,11,8,9,6,4,6,44
SAL11248,0,0,0,3,5,0,3,0,0,10
SAL11249,0,0,0,0,8,0,0,4,0,11
SAL11250,18,0,22,267,407,198,209,878,194,2150
SAL11251,0,0,0,0,16,0,3,4,5,30
SAL11252,0,0,0,0,4,8,3,7,4,26
SAL11253,3,4,12,132,244,169,109,131,45,829
SAL11254,0,0,0,5,3,0,0,3,0,7
SAL11255,0,0,0,4,13,3,5,4,24,54
SAL11256,0,0,0,0,4,5,0,0,0,13
SAL11257,0,0,0,6,21,17,16,3,11,78
SAL11258,0,0,0,5,12,3,4,6,3,32
SAL11259,0,0,0,8,3,4,7,5,0,19
SAL11260,0,0,0,0,0,0,0,0,0,0
SAL11261,0,0,0,7,10,4,4,9,5,42
SAL11262,0,0,0,15,17,10,16,14,3,69
SAL11263,0,0,0,9,27,4,9,25,4,79
SAL11264,0,0,0,16,29,9,7,19,6,89
SAL11265,0,0,0,3,24,15,5,9,6,50
SAL11266,0,0,0,4,9,4,3,8,6,25
SAL11267,0,0,0,0,0,0,0,0,4,11
SAL11268,7,0,11,137,152,82,64,113,16,570
SAL11269,20,9,33,285,376,157,86,392,117,1415
SAL11270,0,0,0,11,16,15,4,16,0,62
SAL11271,3,0,6,56,81,41,32,67,21,292
SAL11272,0,0,0,25,33,17,17,19,8,110
SAL11273,0,0,0,0,11,4,0,4,8,27
SAL11274,0,0,10,97,162,88,96,112,43,604
SAL11275,0,3,0,21,16,7,14,9,12,77
SAL11276,10,0,17,26,63,54,44,66,13,268
SAL11277,96,19,164,1614,2096,1001,1019,4364,909,11002
SAL11278,0,0,0,52,66,44,45,59,14,286
SAL11279,17,6,48,279,394,236,167,316,105,1497
SAL11280,29,3,61,163,268,223,116,208,72,1036
SAL11281,0,0,3,16,23,10,12,12,9,83
SAL11282,4,0,4,24,48,18,22,17,16,142
SAL11283,63,19,144,1062,1376,444,242,819,191,4126
SAL11284,0,0,5,15,33,16,23,27,13,134
SAL11285,6,0,18,204,331,180,163,186,57,1120
SAL11286,26,8,67,859,910,389,275,672,119,3220
SAL11287,0,0,0,30,33,10,4,16,7,99
SAL11288,5,0,7,41,57,23,18,85,14,244
SAL11289,21,6,41,26,82,48,39,147,37,370
SAL11290,0,0,0,7,12,0,9,7,4,30
SAL11291,0,0,0,0,0,0,0,0,0,0
SAL11292,0,0,4,31,43,34,32,49,48,222
SAL11293,0,0,0,9,12,8,20,23,14,82
SAL11294,0,0,0,0,7,0,3,0,0,24
SAL11295,0,0,0,12,13,8,6,13,0,55
SAL11296,156,103,406,2259,3368,1372,708,1899,527,10129
SAL11297,0,0,0,7,9,6,4,17,0,39
SAL11298,0,0,0,10,7,3,4,8,3,35
SAL11299,513,121,938,6441,9028,3952,2805,8801,3132,34168
SAL11300,0,0,0,5,11,10,0,5,3,43
SAL11301,0,0,0,14,22,9,15,16,0,82
SAL11302,0,0,0,0,14,4,0,6,4,32
SAL11303,14,0,56,392,634,347,195,319,68,1945
SAL11304,3,0,5,79,132,62,50,81,16,416
SAL11305,0,3,3,24,32,17,18,23,16,130
SAL11306,108,76,281,2714,4186,1447,699,2259,765,12069
SAL11307,0,0,4,26,26,11,20,14,15,113
SAL11308,0,0,0,17,20,9,10,0,5,63
SAL11309,0,0,0,9,18,15,9,10,0,60
SAL11310,0,0,0,7,9,3,3,0,5,25
SAL11311,0,0,0,0,0,0,0,0,0,0
SAL11312,3,0,12,42,95,48,40,56,13,296
SAL11313,17,7,31,139,295,144,118,192,42,932
SAL11314,0,0,0,5,20,9,3,11,4,59
SAL11315,33,3,74,729,1054,485,405,1217,143,4037
SAL11316,31,11,76,862,1175,578,460,1346,299,4721
SAL11317,0,0,0,25,44,26,9,19,6,129
SAL11318,0,0,0,12,18,24,20,17,12,97
SAL11319,23,3,46,150,216,110,105,242,98,924
SAL11320,0,0,0,10,8,3,6,9,0,44
SAL11321,0,0,0,28,48,38,14,42,19,191
SAL11322,0,0,0,0,4,0,0,0,0,4
SAL11323,62,0,95,238,417,268,186,506,75,1690
SAL11324,0,0,3,71,83,43,34,49,16,293
SAL11325,6,0,6,6,15,3,0,9,5,39
SAL11326,0,3,9,35,68,52,27,53,16,248
SAL11327,0,0,0,15,37,7,7,33,19,120
SAL11328,8,0,9,91,217,112,65,84,86,655
SAL11329,3,0,0,84,129,95,73,74,33,478
SAL11330,0,0,0,0,0,0,3,8,3,13
SAL11331,174,45,300,1278,1702,973,714,1572,286,6529
SAL11332,0,0,0,0,0,0,0,0,0,0
SAL11333,0,3,5,32,62,29,29,34,12,197
SAL11334,0,0,3,31,77,21,19,27,18,185
SAL11335,3,0,6,76,110,49,44,80,20,383
SAL11336,0,0,3,14,26,9,8,11,4,65
SAL11337,0,0,3,10,26,18,6,17,7,87
SAL11338,0,0,0,9,7,5,0,14,10,47
SAL11339,0,0,0,6,22,18,6,18,3,80
SAL11340,0,0,0,0,0,0,0,0,0,0
SAL11341,3,0,8,56,66,52,44,56,13,295
SAL11342,0,0,0,11,21,11,16,25,13,100
SAL11343,0,0,0,8,23,6,10,10,10,69
SAL11344,18,3,39,818,1070,515,422,1514,271,4613
SAL11345,0,0,4,34,55,29,17,28,10,174
SAL11346,287,88,629,2933,3937,2001,1490,3925,755,15047
SAL11347,102,22,226,1156,1560,675,366,1172,238,5160
SAL11348,61,14,157,1032,1591,729,440,895,275,4961
SAL11349,0,6,15,275,397,186,141,322,83,1404
SAL11350,0,0,3,45,53,27,16,40,12,185
SAL11351,46,5,78,587,836,380,251,615,147,2822
SAL11352,81,16,170,716,1071,497,330,876,204,3685
SAL11353,0,4,6,49,73,37,25,63,21,271
SAL11354,28,5,67,536,724,372,244,826,122,2823
SAL11355,8,3,10,222,284,120,50,129,68,866
SAL11356,0,0,0,6,29,11,8,15,6,75
SAL11357,18,3,43,170,285,151,100,285,76,1079
SAL11358,29,0,65,496,639,352,266,542,62,2354
SAL11359,11,0,13,320,484,330,249,337,45,1780
SAL11360,51,3,141,668,872,490,328,494,75,2923
SAL11361,68,46,173,805,1199,484,340,959,359,4143
SAL11362,0,0,0,7,32,18,13,6,8,87
SAL11363,120,71,345,1915,2786,1271,821,2461,561,9823
SAL11364,31,5,86,459,631,330,174,378,54,2021
SAL11365,5,0,5,57,90,51,22,48,14,285
SAL11366,51,44,167,851,1347,609,363,971,247,4396
SAL11367,5,0,4,35,42,10,11,70,11,180
SAL11368,0,5,4,47,79,36,25,53,16,256
SAL11369,13,0,11,100,129,73,68,233,64,667
SAL11370,20,4,38,734,814,298,198,1117,301,3461
SAL11371,70,19,148,951,1202,523,406,1906,357,5345
SAL11372,201,31,412,2842,3826,2084,1416,4866,722,15757
SAL11373,0,0,4,32,47,25,20,42,6,173
SAL11374,3,0,6,175,220,131,132,160,43,860
SAL11375,0,0,3,24,33,21,16,16,14,124
SAL11376,0,0,0,4,9,4,0,5,3,27
SAL11377,0,0,0,0,0,0,0,0,0,4
SAL11378,65,35,136,429,704,427,257,713,286,2816
SAL11379,0,0,0,17,38,22,7,24,13,127
SAL11380,90,42,163,1320,1523,770,798,3609,479,8503
SAL11381,0,0,0,8,26,11,5,6,13,61
SAL11382,45,32,126,562,716,219,101,448,164,2217
SAL11383,0,3,6,16,14,11,4,12,16,75
SAL11384,132,23,217,969,1410,593,459,1546,271,5251
SAL11385,3,0,5,20,30,14,12,17,10,102
SAL11386,30,0,36,1432,2058,1001,910,2866,550,8822
SAL11387,0,0,0,0,0,0,0,0,0,0
SAL11388,0,0,0,0,6,0,0,3,4,12
SAL11389,11,0,30,462,701,302,213,494,85,2252
SAL11390,0,0,0,0,0,0,0,4,0,3
SAL11391,4,0,6,13,44,30,32,20,12,149
SAL11392,34,7,91,774,1181,578,362,609,79,3576
SAL11393,0,0,0,0,6,5,3,3,0,15
SAL11394,49,8,96,1229,1717,805,624,1349,213,5944
SAL11395,0,0,0,26,36,23,12,6,9,113
SAL11396,83,12,171,1052,1637,917,516,981,137,5245
SAL11397,196,16,279,1018,1399,673,427,1351,175,5040
SAL11398,91,54,206,1280,1535,372,153,987,358,4687
SAL11399,0,0,0,27,68,51,21,27,23,212
SAL11400,11,0,13,373,472,221,215,885,87,2258
SAL11401,4,0,15,175,277,137,136,247,60,1033
SAL11402,6,0,4,43,76,53,39,66,15,288
SAL11403,0,0,4,53,60,30,32,47,48,263
SAL11404,4,0,3,10,31,23,26,22,19,137
SAL11405,0,0,0,7,7,0,6,0,0,29
SAL11406,0,0,0,4,5,5,0,4,14,42
SAL11407,0,0,0,22,36,3,6,24,13,103
SAL11408,5,0,11,116,190,118,94,133,26,681
SAL11409,5,0,7,15,35,16,18,36,4,113
SAL11410,0,0,0,16,41,21,16,21,6,127
SAL11411,0,0,0,38,141,33,15,31,12,267
SAL11412,0,0,5,51,98,54,25,29,19,278
SAL11413,0,0,0,12,31,18,8,5,0,75
SAL11414,8,3,28,414,680,307,208,378,103,2086
SAL11415,0,0,0,30,28,14,11,14,8,108
SAL11416,14,4,20,233,287,125,140,721,204,1715
SAL11417,20,3,25,59,88,75,48,133,55,453
SAL11418,14,3,38,363,579,299,251,423,106,2013
SAL11419,0,0,4,43,35,34,21,25,9,167
SAL11420,10,3,31,527,806,381,274,513,68,2576
SAL11421,119,22,217,1266,1911,899,650,1541,353,6619
SAL11422,0,0,0,25,50,13,11,15,13,125
SAL11423,0,0,0,0,0,0,0,0,0,0
SAL11424,35,4,71,486,624,323,226,745,144,2544
SAL11425,105,80,341,2939,4256,2163,1413,2621,414,13815
SAL11426,0,0,4,68,77,21,21,84,12,282
SAL11427,4,0,4,4,9,8,4,9,0,28
SAL11428,19,6,37,897,1271,367,124,563,212,3449
SAL11429,0,0,0,14,22,5,8,23,57,136
SAL11430,0,0,0,0,0,0,0,0,0,0
SAL11431,257,35,529,4522,6436,3340,2214,6603,833,23951
SAL11432,0,0,3,39,58,26,45,30,4,199
SAL11433,0,0,0,0,0,0,3,4,0,17
SAL11434,0,0,0,4,3,0,3,6,0,22
SAL11435,0,0,0,8,7,3,3,4,3,27
SAL11436,188,339,725,690,1050,563,389,1151,726,4566
SAL11437,0,0,6,74,123,59,47,50,10,361
SAL11438,119,26,231,1803,2405,1163,990,3219,653,10235
SAL11439,0,0,5,127,148,92,61,111,17,551
SAL11440,0,0,0,6,9,4,4,11,4,33
SAL11441,22,3,42,1003,1352,607,503,1585,213,5270
SAL11442,17,7,37,2293,3550,881,321,1216,350,8607
SAL11443,0,0,0,12,21,18,19,14,0,79
SAL11444,6,0,15,351,521,247,228,616,89,2056
SAL11445,0,0,0,0,0,0,0,0,0,0
SAL11446,0,0,0,14,27,11,7,15,5,84
SAL11447,57,67,164,460,554,243,128,453,195,2041
SAL11448,111,22,225,772,1251,602,391,1159,321,4499
SAL11449,0,0,0,10,31,6,3,6,12,69
SAL11450,0,0,0,0,0,0,0,0,0,0
SAL11451,0,0,0,14,38,15,18,23,11,120
SAL11452,0,0,0,17,16,10,13,33,5,102
SAL11453,0,0,0,5,5,3,0,6,0,19
SAL11454,0,0,0,40,31,17,12,12,0,111
SAL11455,0,0,0,31,33,16,17,30,16,141
SAL11456,0,0,0,0,10,3,0,6,5,29
SAL11457,19,10,34,101,179,74,67,191,94,709
SAL11458,0,0,3,18,23,14,3,11,20,80
SAL11459,4,3,6,52,60,46,37,54,55,310
SAL11460,0,0,0,34,39,29,13,20,12,141
SAL11461,0,0,0,50,89,46,41,58,41,324
SAL11462,0,0,0,28,51,21,19,35,8,161
SAL11463,3,0,4,41,99,24,27,51,67,307
SAL11464,0,0,4,72,74,42,32,30,56,302
SAL11465,0,0,0,8,13,4,0,0,0,32
SAL11466,0,0,0,5,11,14,13,16,13,68
SAL11467,0,0,0,48,92,54,38,49,20,292
SAL11468,0,0,0,12,13,9,9,17,0,61
SAL11469,0,0,0,17,16,4,9,13,4,60
SAL11470,3,0,7,28,68,18,9,21,6,149
SAL11471,3,4,8,102,127,59,58,178,123,650
SAL11472,53,20,132,475,662,338,235,534,236,2484
SAL11473,3,0,3,31,37,24,8,22,9,132
SAL11474,0,0,0,110,142,29,31,164,31,514
SAL11475,3,0,10,42,47,31,25,34,10,190
SAL11476,0,0,0,5,9,5,13,9,7,53
SAL11477,3,3,14,153,251,128,74,135,118,862
SAL11478,4,0,16,147,290,189,123,117,37,897
SAL11479,4,7,16,89,147,95,104,147,47,626
SAL11480,221,39,365,1809,2129,973,1043,8132,1377,15460
SAL11481,55,42,124,569,676,320,293,1861,471,4188
SAL11482,101,14,161,802,880,450,480,3584,430,6631
SAL11483,96,17,176,1459,1642,767,776,4965,746,10356
SAL11484,0,0,0,4,7,4,7,8,0,29
SAL11485,33,3,102,1279,1814,704,304,791,194,5083
SAL11486,10,3,14,59,91,52,47,81,12,339
SAL11487,106,24,230,1291,1603,773,556,1754,413,6392
SAL11488,0,0,0,5,3,0,0,0,5,23
SAL11489,0,0,0,10,14,5,0,3,0,35
SAL11490,6,0,12,130,209,124,115,157,61,797
SAL11491,4,0,4,37,52,35,31,34,7,194
SAL11492,0,0,0,3,5,4,0,0,0,9
SAL11493,0,0,8,91,136,45,32,111,57,468
SAL11494,26,74,117,686,1040,501,326,595,213,3365
SAL11495,0,0,0,0,6,4,5,7,0,18
SAL11496,0,0,3,15,39,17,19,10,19,114
SAL11497,0,0,0,0,9,4,6,0,0,21
SAL11498,7,0,7,107,138,73,54,116,15,506
SAL11499,18,5,53,616,1128,605,368,472,98,3278
SAL11500,0,0,8,15,34,15,13,6,15,92
SAL11501,4,0,3,23,39,14,16,30,0,118
SAL11502,0,0,9,131,214,109,66,66,79,663
SAL11503,13,6,47,297,413,216,128,374,99,1520
SAL11504,45,18,97,558,924,473,302,787,197,3247
SAL11505,0,0,0,9,13,8,6,3,0,42
SAL11506,0,0,0,0,3,0,0,0,0,7
SAL11507,0,0,0,4,12,3,7,0,0,34
SAL11508,0,0,6,26,21,11,11,22,12,106
SAL11509,0,0,0,13,35,13,21,17,11,112
SAL11510,10,5,26,146,201,107,68,261,44,829
SAL11511,0,0,0,43,83,31,36,32,15,245
SAL11512,0,0,3,77,83,71,50,43,45,367
SAL11513,3,0,3,10,13,6,6,7,8,45
SAL11514,0,0,0,35,54,41,30,35,19,220
SAL11515,0,0,0,16,26,9,19,10,10,80
SAL11516,0,0,6,29,61,39,18,29,35,206
SAL11517,0,0,0,20,27,17,9,21,6,97
SAL11518,140,60,322,1966,2767,1532,1050,2247,353,9916
SAL11519,0,0,0,3,8,3,0,0,11,34
SAL11520,0,0,0,5,5,3,0,6,4,25
SAL11521,44,32,110,201,386,215,152,381,130,1463
SAL11522,8,0,13,134,139,76,50,98,31,516
SAL11523,66,10,109,355,481,212,204,544,263,2065
SAL11524,0,0,0,18,66,35,30,54,10,213
SAL11525,0,0,4,13,18,15,6,12,4,71
SAL11526,0,0,5,57,109,56,70,76,33,404
SAL11527,0,0,4,17,35,17,16,34,12,129
SAL11528,0,0,0,8,6,12,7,11,0,40
SAL11529,10,7,29,163,296,168,113,166,49,957
SAL11530,0,0,0,7,4,6,0,3,0,25
SAL11531,0,0,0,5,4,5,0,0,0,10
SAL11532,0,0,3,31,62,28,29,26,10,188
SAL11533,118,26,249,1732,2438,1042,652,1874,337,8073
SAL11534,0,0,0,0,0,0,0,5,0,15
SAL11535,0,0,0,0,9,9,0,0,0,21
SAL11536,7,4,16,1199,1831,771,507,1324,182,5822
SAL11537,22,5,60,1125,1508,761,549,1385,214,5545
SAL11538,9,4,23,340,443,203,125,300,37,1436
SAL11539,138,26,266,1136,1635,837,647,1712,601,6568
SAL11540,0,0,0,4,30,7,3,6,3,56
SAL11541,0,0,0,4,5,3,6,0,0,16
SAL11542,0,0,0,22,33,30,16,36,12,149
SAL11543,0,0,0,4,4,3,0,4,5,27
SAL11544,0,0,3,11,18,5,10,16,12,71
SAL11545,0,0,0,12,16,13,5,13,0,51
SAL11546,0,0,0,20,40,15,12,13,0,97
SAL11547,3,0,13,423,546,225,179,743,303,2422
SAL11548,0,0,0,0,0,0,0,0,0,0
SAL11549,13,0,26,1107,1591,481,244,765,170,4346
SAL11550,4,0,0,78,131,65,42,69,35,422
SAL11551,114,72,352,1498,2025,1055,640,1316,311,6847
