SAL_CODE_2021,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
SAL13623,32,22,30,25,66,56,44,14,8,288
SAL13624,11,5,10,3,9,10,3,10,0,55
SAL13625,0,0,7,3,8,10,9,3,0,32
SAL13626,60,26,23,37,41,58,41,28,0,312
SAL13627,19,10,7,12,19,36,26,3,0,131
SAL13628,2859,1011,2273,1687,907,593,394,121,28,9868
SAL13629,89,30,43,50,40,42,32,13,9,345
SAL13630,117,49,48,62,53,82,72,35,8,532
SAL13631,124,53,55,77,67,67,55,18,3,526
SAL13632,20,9,12,13,15,16,6,0,0,92
SAL13633,7,0,0,6,4,3,0,3,0,20
SAL13634,22,8,12,13,16,5,6,0,0,73
SAL13635,47,21,49,22,31,46,31,16,0,266
SAL13636,23,8,3,20,16,21,18,10,0,123
SAL13637,18,14,8,15,32,21,17,6,3,126
SAL13638,558,324,350,333,292,264,318,159,37,2644
SAL13639,854,594,567,552,570,592,373,148,51,4310
SAL13640,8,4,3,5,0,8,0,3,0,34
SAL13641,93,73,31,53,87,58,69,18,11,498
SAL13642,53,35,26,36,47,46,37,18,0,303
SAL13643,447,262,80,243,347,270,142,50,10,1851
SAL13644,1383,841,662,1005,1139,1134,1095,691,461,8423
SAL13645,24,9,12,18,21,24,35,25,0,161
SAL13646,1226,734,786,798,678,797,564,170,26,5785
SAL13647,4167,2498,2857,2769,2400,2712,1850,554,136,19942
SAL13648,4,5,0,4,5,0,0,0,0,17
SAL13649,49,35,26,30,48,38,18,20,3,259
SAL13650,0,0,0,0,0,0,0,0,0,0
SAL13651,448,272,270,290,380,434,595,382,134,3215
SAL13652,1558,917,978,977,833,740,430,176,38,6647
SAL13653,131,85,54,91,130,173,224,142,52,1080
SAL13654,3783,2062,1112,2508,2726,2203,1856,1447,683,18384
SAL13655,770,382,147,465,492,402,288,249,79,3283
SAL13656,1013,785,749,712,755,840,862,390,203,6302
SAL13657,787,516,2409,1782,714,491,350,137,32,7212
SAL13658,2824,1559,2259,1965,1609,1370,996,500,181,13256
SAL13659,475,264,1058,836,426,284,176,65,42,3629
SAL13660,11,13,5,7,14,20,8,3,0,85
SAL13661,59,14,20,28,30,21,16,11,5,204
SAL13662,107,70,78,54,81,64,84,31,10,575
SAL13663,34,21,16,19,29,21,18,3,7,162
SAL13664,2122,1216,915,1789,1392,901,675,291,51,9349
SAL13665,995,907,1657,1219,1160,749,479,324,130,7619
SAL13666,12,4,10,11,4,15,14,0,0,75
SAL13667,7,8,4,0,5,5,18,0,0,56
SAL13668,265,178,154,163,229,246,175,75,52,1532
SAL13669,123,57,52,68,75,68,59,19,4,517
SAL13670,0,0,0,0,0,7,0,0,0,10
SAL13671,0,0,0,0,3,0,0,0,0,0
SAL13672,0,0,0,0,5,5,3,0,0,25
SAL13673,9,0,0,3,0,9,7,3,0,24
SAL13674,19,16,12,7,27,14,28,8,0,126
SAL13675,54,26,21,26,53,60,70,32,5,347
SAL13676,24,18,6,15,15,12,8,5,0,92
SAL13677,617,417,398,456,547,654,563,265,137,4046
SAL13678,3,4,4,5,10,18,9,0,0,55
SAL13679,117,68,51,77,112,133,113,20,0,692
SAL13680,14,21,8,13,16,28,28,7,0,136
SAL13681,8,0,0,5,9,0,3,7,5,34
SAL13682,17,26,12,12,22,32,30,8,5,156
SAL13683,29,16,16,18,21,33,16,15,0,151
SAL13684,16,3,13,10,6,13,9,0,0,65
SAL13685,0,3,0,0,4,7,9,0,0,27
SAL13686,0,0,0,0,0,0,0,0,0,10
SAL13687,28,14,12,17,19,26,28,11,3,161
SAL13688,17,11,11,13,14,9,12,7,0,88
SAL13689,35,29,12,20,38,41,35,8,6,220
SAL13690,2921,5119,5863,2881,2554,2711,1922,1243,704,25915
SAL13691,669,410,525,550,476,447,318,168,72,3636
SAL13692,177,96,97,85,121,147,135,88,37,988
SAL13693,3,3,0,4,7,3,12,0,0,31
SAL13694,36,24,31,13,45,40,30,17,5,242
SAL13695,33,24,17,21,33,41,42,22,0,241
SAL13696,104,46,68,67,82,157,171,50,16,766
SAL13697,55,23,33,26,31,47,43,17,0,270
SAL13698,15,3,11,6,0,11,10,0,0,54
SAL13699,708,353,707,673,599,525,404,176,76,4222
SAL13700,14,3,3,7,3,21,10,6,0,65
SAL13701,25,13,3,21,17,26,12,5,4,128
SAL13702,1004,712,1640,1260,1001,764,521,238,145,7288
SAL13703,51,29,24,26,40,34,27,9,3,234
SAL13704,16,12,10,14,16,18,7,4,0,93
SAL13705,432,292,258,257,378,403,395,222,62,2708
SAL13706,41,36,3,31,40,26,45,15,3,234
SAL13707,5,11,8,7,14,19,24,10,0,94
SAL13708,0,0,0,8,0,13,7,5,0,42
SAL13709,72,55,33,38,76,66,65,53,16,475
SAL13710,199,98,134,109,158,215,273,211,47,1439
SAL13711,12,9,8,3,15,4,6,5,0,61
SAL13712,281,162,139,194,251,284,372,198,57,1934
SAL13713,271,141,150,135,181,213,241,111,17,1456
SAL13714,877,1493,5164,3121,2011,1502,899,516,231,15828
SAL13715,399,257,260,258,356,687,873,557,234,3888
SAL13716,1797,1088,2340,1878,1426,1233,846,626,333,11570
SAL13717,237,227,160,160,226,246,199,77,11,1556
SAL13718,74,59,23,42,89,82,81,43,9,504
SAL13719,29,36,23,39,57,49,62,22,3,310
SAL13720,62,55,26,49,62,43,42,7,6,357
SAL13721,27,16,9,14,10,8,14,9,0,106
SAL13722,11,8,0,6,7,3,7,0,6,35
SAL13723,0,0,0,0,3,0,0,3,0,9
SAL13724,9,8,7,15,20,45,61,31,3,196
SAL13725,0,0,0,0,0,0,0,0,0,0
SAL13726,678,436,427,436,677,769,779,602,237,5044
SAL13727,102,68,44,85,71,106,86,38,15,609
SAL13728,10,3,3,3,3,9,7,9,0,44
SAL13729,127,114,275,206,126,94,91,40,23,1100
SAL13730,848,2130,6555,3433,1487,1035,703,363,115,16667
SAL13731,619,451,1993,1022,342,261,131,25,13,4848
SAL13732,1857,1135,912,1307,1501,1278,1158,1057,549,10749
SAL13733,536,416,333,359,480,436,311,241,87,3200
SAL13734,21,3,3,10,8,5,5,0,0,53
SAL13735,5,0,3,7,0,6,8,0,0,33
SAL13736,22,10,9,10,12,12,9,0,0,76
SAL13737,346,204,71,194,247,259,137,56,4,1516
SAL13738,72,53,37,54,65,116,84,32,0,508
SAL13739,137,65,62,79,85,83,83,21,5,615
SAL13740,42,30,38,30,29,44,31,15,4,257
SAL13741,0,13,10,0,9,0,0,0,0,28
SAL13742,1339,709,848,691,765,561,499,283,91,5777
SAL13743,35,27,15,24,39,50,39,23,0,242
SAL13744,6,0,0,0,0,8,4,0,0,19
SAL13745,29,16,10,24,15,40,60,22,8,224
SAL13746,41,11,20,26,18,23,17,9,0,165
SAL13747,1758,828,1413,1470,560,326,175,33,12,6570
SAL13748,48,25,7,19,36,21,19,13,0,185
SAL13749,170,83,70,94,132,158,123,81,10,914
SAL13750,0,0,0,0,0,0,0,0,0,0
SAL13751,7,0,0,0,3,9,7,4,0,25
SAL13752,4,6,4,5,10,11,18,4,6,67
SAL13753,104,59,73,63,113,174,278,114,5,993
SAL13754,3,4,4,5,7,15,7,3,0,44
SAL13755,11,12,15,11,12,16,16,3,5,103
SAL13756,12,18,0,10,13,20,4,3,0,96
SAL13757,232,149,320,267,224,159,85,45,12,1478
SAL13758,7,6,8,8,21,32,17,0,0,94
SAL13759,45,13,31,26,33,53,46,18,9,273
SAL13760,5,0,0,0,4,9,10,0,0,30
SAL13761,9,3,13,9,3,5,8,0,0,57
SAL13762,26,16,22,21,10,11,10,34,36,189
SAL13763,13,12,19,13,18,17,9,3,0,104
SAL13764,536,325,322,311,372,451,500,315,98,3237
SAL13765,20,10,13,10,25,50,35,13,0,174
SAL13766,9,10,4,5,9,5,4,3,0,47
SAL13767,0,0,0,0,0,0,0,0,0,0
SAL13768,25,12,6,13,25,33,33,4,0,162
SAL13769,0,0,0,0,0,9,3,3,0,15
SAL13770,92,64,42,55,80,124,102,53,7,625
SAL13771,10,10,3,4,8,0,3,6,0,47
SAL13772,10,0,0,0,4,0,8,0,0,33
SAL13773,106,47,60,70,67,71,62,28,0,510
SAL13774,57,45,17,28,60,64,77,31,21,403
SAL13775,38,12,8,20,34,29,33,8,0,187
SAL13776,0,0,0,0,0,0,9,0,0,13
SAL13777,32,25,9,17,27,32,24,15,4,194
SAL13778,83,35,53,42,57,64,59,18,13,425
SAL13779,2953,1821,1804,1642,1798,2120,2132,1662,776,16715
SAL13780,37,37,23,22,54,51,63,31,3,326
SAL13781,229,150,141,156,208,183,203,311,301,1879
SAL13782,20,15,13,12,27,35,26,14,0,171
SAL13783,49,28,39,30,46,61,49,33,8,346
SAL13784,341,219,209,232,274,279,217,258,161,2184
SAL13785,15,11,8,12,20,15,12,5,0,102
SAL13786,263,178,219,178,191,217,254,163,43,1703
SAL13787,292,153,164,247,261,223,198,107,27,1675
SAL13788,40,32,21,36,24,31,26,12,0,225
SAL13789,169,107,126,132,178,301,308,153,61,1527
SAL13790,559,342,192,344,375,301,246,144,44,2560
SAL13791,25,4,8,15,13,34,24,6,4,133
SAL13792,17,8,5,15,22,25,20,9,4,130
SAL13793,3,0,5,9,4,23,5,0,0,58
SAL13794,190,134,93,160,202,474,1037,775,239,3288
SAL13795,423,303,384,301,263,267,239,104,42,2318
SAL13796,100,61,51,73,89,122,82,28,6,604
SAL13797,967,499,687,833,761,731,489,257,136,5356
SAL13798,40,21,19,19,41,63,47,16,5,268
SAL13799,831,489,440,424,509,682,657,452,214,4706
SAL13800,647,344,524,619,517,383,306,165,46,3550
SAL13801,0,0,0,0,0,3,0,0,0,6
SAL13802,571,346,408,325,342,407,375,253,63,3088
SAL13803,25,7,6,12,7,15,0,3,0,78
SAL13804,64,53,37,27,52,55,61,21,11,379
SAL13805,231,179,103,154,183,175,123,79,26,1247
SAL13806,13,3,0,8,5,0,3,3,3,41
SAL13807,606,357,291,335,441,624,822,443,160,4067
SAL13808,536,265,424,373,287,310,225,148,101,2654
SAL13809,24,10,17,27,35,35,40,14,3,207
SAL13810,36,16,29,19,35,62,72,39,10,305
SAL13811,10,0,4,3,0,5,0,0,0,27
SAL13812,35,27,20,22,37,70,44,10,0,273
SAL13813,6,3,0,0,0,5,5,0,0,14
SAL13814,5,3,0,3,0,5,6,3,0,40
SAL13815,20,6,10,10,13,24,5,10,0,98
SAL13816,91,21,39,39,41,40,40,8,7,315
SAL13817,713,398,268,428,495,454,375,156,63,3365
SAL13818,0,0,0,0,0,0,4,0,0,3
SAL13819,562,380,193,305,506,422,367,274,131,3142
SAL13820,2282,1456,1255,1562,1779,1651,1614,905,233,12730
SAL13821,8,9,4,11,25,9,9,8,0,76
SAL13822,46,32,34,33,40,54,39,15,0,306
SAL13823,7,11,4,3,10,22,13,5,3,74
SAL13824,3,0,7,0,8,5,3,3,0,23
SAL13825,42,19,12,20,17,30,16,4,0,166
SAL13826,76,62,43,62,54,71,39,29,9,452
SAL13827,15,13,8,6,12,9,15,5,0,86
SAL13828,0,0,0,0,0,0,0,0,0,0
SAL13829,6,5,5,6,7,20,3,7,4,60
SAL13830,28,15,12,17,26,26,13,4,0,130
SAL13831,3,0,5,0,7,5,0,0,0,30
SAL13832,51,21,28,39,51,63,44,14,3,325
SAL13833,0,0,0,0,0,0,0,0,0,0
SAL13834,504,378,478,448,542,646,700,408,135,4244
SAL13835,244,183,150,206,215,232,230,124,41,1619
SAL13836,0,0,0,3,0,0,0,0,0,5
SAL13837,0,0,0,0,0,0,0,0,0,0
SAL13838,20,5,9,13,7,21,4,0,0,76
SAL13839,0,0,4,0,0,0,0,0,0,5
SAL13840,0,0,0,0,0,0,0,0,0,0
SAL13841,8,0,3,3,4,9,3,3,4,44
SAL13842,211,352,503,269,238,209,184,79,24,2076
SAL13843,134,129,153,99,128,147,104,68,27,994
SAL13844,60,30,33,35,23,53,17,17,4,268
SAL13845,15,5,9,3,16,11,8,9,0,76
SAL13846,3,4,0,0,6,3,0,0,0,22
SAL13847,642,379,365,420,387,332,298,127,33,2982
SAL13848,0,0,0,0,0,0,0,0,0,0
SAL13849,5,9,3,11,13,26,14,6,0,87
SAL13850,32,17,33,35,20,32,37,17,0,231
SAL13851,4798,1666,1523,4078,2001,905,786,409,142,16315
SAL13852,13,11,18,21,27,26,18,24,0,162
SAL13853,5,5,3,0,6,9,0,0,3,31
SAL13854,313,119,127,151,145,184,164,97,49,1347
SAL13855,18,6,4,4,6,8,13,7,4,70
SAL13856,38,31,146,114,86,99,83,32,4,629
SAL13857,0,0,0,0,0,0,3,0,0,0
SAL13858,50,45,31,32,51,58,39,11,7,327
SAL13859,24,19,13,22,16,31,27,9,0,158
SAL13860,15,5,4,8,14,11,11,3,0,72
SAL13861,121,85,49,79,80,64,83,39,5,600
SAL13862,14,5,4,5,8,7,3,0,0,34
SAL13863,970,613,684,533,555,568,548,336,171,4986
SAL13864,1265,663,562,848,901,920,723,337,137,6348
SAL13865,58,28,27,28,26,66,54,13,4,311
SAL13866,1859,1083,836,1318,1451,1021,714,456,161,8898
SAL13867,2305,1528,1894,1390,1286,1180,740,293,65,10690
SAL13868,38,54,100,52,75,56,23,6,5,405
SAL13869,617,291,406,341,264,191,192,68,8,2382
SAL13870,23,11,25,5,24,37,13,4,0,137
SAL13871,0,6,0,0,0,8,3,3,0,25
SAL13872,6,0,7,3,8,3,9,8,0,36
SAL13873,2649,1361,1579,1543,1289,1077,910,511,107,11028
SAL13874,3,0,5,4,5,4,0,0,0,17
SAL13875,0,0,0,0,3,0,0,0,0,7
SAL13876,7,6,0,7,6,15,8,0,0,41
SAL13877,13,12,3,10,18,19,16,8,0,95
SAL13878,21,6,12,21,6,13,6,3,0,92
SAL13879,0,0,0,0,0,0,0,0,0,0
SAL13880,299,239,333,273,250,225,117,56,21,1801
SAL13881,12,13,9,5,18,25,12,12,0,102
SAL13882,3,9,0,0,14,11,4,3,3,49
SAL13883,0,0,0,0,0,0,0,0,0,0
SAL13884,6,5,10,3,7,11,0,3,0,46
SAL13885,3,4,5,5,0,4,3,0,0,36
SAL13886,0,0,0,0,0,0,0,0,0,12
SAL13887,24,8,13,12,30,23,9,10,0,122
SAL13888,11,0,7,7,13,4,3,0,0,55
SAL13889,13,3,0,5,0,7,0,5,0,35
SAL13890,9,0,8,0,11,11,10,5,0,59
SAL13891,136,114,70,63,104,111,95,71,20,774
SAL13892,387,274,248,214,308,289,199,91,25,2043
SAL13893,235,116,119,118,137,185,186,74,21,1202
SAL13894,0,0,0,0,0,0,3,0,0,4
SAL13895,114,63,46,69,90,89,93,43,11,618
SAL13896,87,64,15,57,59,42,63,29,5,433
SAL13897,3,0,0,0,0,3,0,0,0,10
SAL13898,0,0,4,0,13,6,7,4,0,34
SAL13899,0,0,0,0,0,5,0,0,0,3
SAL13900,30,19,25,16,48,47,36,11,5,235
SAL13901,0,0,3,0,0,9,9,0,0,23
SAL13902,0,36,0,3,4,4,0,0,0,47
SAL13903,401,187,200,242,274,408,670,364,116,2862
SAL13904,0,0,0,0,0,0,0,0,0,0
SAL13905,788,433,529,393,367,342,354,211,45,3459
SAL13906,0,0,0,0,0,0,0,0,0,0
SAL13907,27,10,11,11,49,48,68,33,5,269
SAL13908,185,79,108,123,133,200,287,90,29,1233
SAL13909,0,3,0,3,5,0,0,0,0,6
SAL13910,0,0,0,0,0,0,0,0,0,0
SAL13911,0,0,0,0,7,12,9,3,0,36
SAL13912,223,134,126,140,147,192,160,52,15,1194
SAL13913,16,12,0,14,12,21,13,0,7,98
SAL13914,53,27,31,31,55,56,48,28,5,342
SAL13915,16,8,5,11,8,6,11,7,3,69
SAL13916,7,0,0,6,3,8,11,0,0,33
SAL13917,18,10,8,16,12,12,20,3,0,112
SAL13918,12,27,13,15,28,26,12,8,0,141
SAL13919,12,6,8,12,4,9,7,5,5,71
SAL13920,46,34,55,50,61,31,35,18,10,336
SAL13921,18,12,4,12,12,22,17,3,5,103
SAL13922,0,0,0,0,0,0,3,3,0,14
SAL13923,3,9,0,3,12,0,5,6,0,34
SAL13924,11,5,7,11,4,17,12,0,0,66
SAL13925,3254,1868,2700,2873,1888,1528,1201,665,209,16177
SAL13926,12,5,4,11,3,14,8,0,4,62
SAL13927,0,4,0,4,0,3,10,3,0,30
SAL13928,0,3,0,0,8,0,0,0,0,12
SAL13929,47,20,29,23,29,58,31,9,4,253
SAL13930,1076,635,667,666,698,774,724,594,336,6171
SAL13931,6,0,0,0,5,17,7,7,0,47
SAL13932,36,31,15,19,38,42,25,9,5,210
SAL13933,10,8,0,0,8,8,4,6,0,51
SAL13934,60,48,35,44,75,91,104,74,20,543
SAL13935,7,3,4,4,13,14,8,6,0,53
SAL13936,877,613,667,516,683,785,923,620,294,5973
SAL13937,5,0,0,4,7,22,28,3,0,77
SAL13938,21,6,10,19,17,23,29,7,3,131
SAL13939,6,9,5,0,6,8,6,0,0,41
SAL13940,0,0,0,0,4,13,8,5,0,29
SAL13941,66,32,51,42,50,72,78,33,29,451
SAL13942,0,0,0,0,0,0,0,0,0,0
SAL13943,724,433,555,466,550,574,626,431,205,4557
SAL13944,0,0,0,0,0,0,0,0,0,0
SAL13945,38,20,12,30,40,48,45,13,9,249
SAL13946,202,105,113,112,108,98,142,83,30,991
SAL13947,507,440,387,377,423,445,330,239,89,3241
SAL13948,22,9,17,16,21,31,28,15,5,161
SAL13949,0,0,0,0,0,0,0,0,0,0
SAL13950,192,104,125,97,112,146,151,96,46,1073
SAL13951,69,30,33,36,49,98,76,22,6,428
SAL13952,963,555,528,425,407,388,241,166,34,3700
SAL13953,8,6,6,9,15,9,17,6,0,71
SAL13954,13,7,7,11,7,11,17,5,0,85
SAL13955,3,6,0,4,3,9,4,4,0,24
SAL13956,3,0,0,0,0,0,3,3,0,12
SAL13957,11,6,7,10,3,8,7,6,0,62
SAL13958,96,53,49,55,58,105,85,44,26,568
SAL13959,18,14,7,0,13,9,7,3,0,80
SAL13960,22,10,3,16,20,24,23,16,0,118
SAL13961,3,0,0,0,3,5,4,0,3,19
SAL13962,11,8,8,4,4,4,16,13,0,63
SAL13963,43,30,25,33,39,74,74,23,5,354
SAL13964,29,13,7,9,18,13,24,13,0,128
SAL13965,59,33,23,31,35,47,41,14,9,285
SAL13966,23,5,11,20,15,18,4,3,4,112
SAL13967,8,5,4,3,18,21,16,13,0,81
SAL13968,164,143,141,108,114,120,77,48,7,925
SAL13969,238,131,153,141,171,198,133,86,27,1285
SAL13970,13,6,5,7,13,15,17,9,0,81
SAL13971,14,3,12,10,3,16,0,3,5,68
SAL13972,68,27,31,37,46,62,49,35,16,369
SAL13973,0,0,0,0,0,0,0,0,0,0
SAL13974,51,28,22,22,48,36,54,3,7,271
SAL13975,64,30,28,30,36,30,20,16,7,263
SAL13976,470,214,333,299,196,132,146,48,9,1840
SAL13977,3,14,4,5,16,18,3,7,0,59
SAL13978,15,3,5,10,20,23,29,8,0,106
SAL13979,337,179,186,193,240,275,261,165,73,1915
SAL13980,970,648,494,554,721,625,664,497,200,5369
SAL13981,49,18,13,30,31,34,15,19,10,225
SAL13982,97,40,62,52,55,90,42,14,8,454
SAL13983,3,3,3,0,3,3,0,0,0,20
SAL13984,1288,723,753,745,753,867,760,530,199,6613
SAL13985,13,8,0,11,7,11,7,4,5,70
SAL13986,3,3,3,4,8,7,14,5,0,51
SAL13987,611,471,423,420,578,954,1378,1031,508,6376
SAL13988,5,0,4,4,5,5,9,3,0,42
SAL13989,42,12,17,33,33,37,34,5,0,215
SAL13990,0,0,8,5,0,4,3,3,0,19
SAL13991,408,268,199,268,396,540,734,454,145,3405
SAL13992,12,3,10,10,14,16,16,9,0,100
SAL13993,17,21,17,12,27,31,19,5,5,144
SAL13994,31,17,17,28,24,30,19,3,0,169
SAL13995,17,8,8,11,14,28,12,11,0,103
SAL13996,6,0,0,0,0,4,3,4,0,23
SAL13997,193,120,127,135,230,496,649,324,82,2353
SAL13998,2449,1610,1000,1755,1922,1590,1272,827,432,12850
SAL13999,12,4,14,5,0,19,16,0,5,83
SAL14000,428,353,716,407,280,228,162,77,23,2673
SAL14001,703,495,580,423,408,446,306,137,81,3572
SAL14002,1008,703,991,970,889,1325,1592,1153,551,9176
SAL14003,1083,753,771,765,831,1037,1206,978,514,7941
SAL14004,888,557,787,679,697,776,881,640,276,6176
SAL14005,0,0,0,4,5,4,0,0,0,25
SAL14006,27,5,12,23,25,24,21,13,5,159
SAL14007,0,0,0,0,0,0,0,0,0,0
SAL14008,0,0,0,0,0,0,0,0,0,0
SAL14009,8,0,6,3,3,5,0,4,0,38
SAL14010,17,5,4,12,9,9,10,0,0,59
SAL14011,12,15,41,17,21,39,32,11,0,194
SAL14012,94,64,47,45,81,95,67,25,5,521
SAL14013,18,10,6,14,6,29,38,8,0,129
SAL14014,30,8,13,14,15,19,14,6,0,116
SAL14015,21,19,14,17,26,37,33,13,0,190
SAL14016,18,7,14,12,17,18,19,6,0,109
SAL14017,3,0,3,4,8,6,9,0,0,38
SAL14018,119,62,62,83,95,122,113,27,11,685
SAL14019,25,19,17,12,24,30,30,22,3,189
SAL14020,12,13,12,12,15,3,7,0,4,81
SAL14021,1112,662,644,703,832,1041,1205,786,283,7262
SAL14022,125,75,60,84,82,97,115,79,36,749
SAL14023,33,14,28,27,32,50,20,11,3,215
SAL14024,485,1528,2654,1281,600,389,292,122,56,7410
SAL14025,3143,1743,1600,2259,2303,2300,2101,1344,580,17372
SAL14026,927,631,720,618,599,608,593,457,317,5476
SAL14027,0,4,0,0,3,0,9,0,0,16
SAL14028,3,3,0,0,0,9,10,0,0,27
SAL14029,57,30,40,33,45,81,75,28,8,396
SAL14030,3,0,0,0,0,7,4,5,0,20
SAL14031,9,3,0,3,4,3,0,0,0,17
SAL14032,5,5,0,4,3,4,4,0,0,21
SAL14033,32,21,50,26,37,58,53,18,0,289
SAL14034,0,0,0,0,0,0,0,0,0,5
SAL14035,14,11,5,4,3,9,0,3,0,48
SAL14036,15,8,0,9,13,20,14,0,0,78
SAL14037,15,10,9,9,12,25,12,5,0,99
SAL14038,24,12,15,20,11,35,35,4,0,158
SAL14039,32,21,15,21,36,44,32,10,6,212
SAL14040,37,8,18,18,19,29,14,9,3,152
SAL14041,0,0,0,0,0,0,0,0,0,0
SAL14042,17,11,4,9,21,26,21,10,4,118
SAL14043,3,5,6,4,8,12,13,0,0,45
SAL14044,8,13,0,5,7,12,6,0,0,46
SAL14045,0,0,0,0,0,0,0,0,0,8
SAL14046,14,4,7,16,17,29,19,0,3,118
SAL14047,32,8,17,14,16,18,15,15,0,138
SAL14048,9,12,11,15,20,34,34,16,0,151
SAL14049,0,0,0,0,0,0,0,0,0,3
SAL14050,0,0,0,0,0,0,3,0,0,3
SAL14051,76,37,37,43,71,116,111,32,4,533
SAL14052,0,6,0,5,8,7,7,9,0,42
SAL14053,43,28,42,26,53,40,32,11,3,283
SAL14054,0,0,0,0,0,0,0,0,0,0
SAL14055,13,4,11,16,14,24,20,9,0,105
SAL14056,0,0,0,4,4,6,7,5,3,24
SAL14057,3,0,0,0,7,12,0,6,0,38
SAL14058,0,0,5,0,3,0,0,0,0,12
SAL14059,170,87,80,94,117,144,122,48,3,863
SAL14060,13,3,4,3,3,10,8,0,0,48
SAL14061,34,19,8,16,15,18,28,8,3,150
SAL14062,10,4,10,7,15,12,3,4,0,73
SAL14063,25,14,8,14,14,24,17,11,3,126
SAL14064,8,12,4,4,16,8,9,7,0,57
SAL14065,0,0,0,0,0,3,4,0,0,13
SAL14066,9,3,10,16,9,15,18,7,0,79
SAL14067,17,15,9,12,17,19,16,10,0,116
SAL14068,38,22,8,26,31,64,45,19,8,266
SAL14069,506,253,267,296,319,416,414,203,65,2728
SAL14070,26,31,27,18,30,80,62,33,18,329
SAL14071,8,7,0,5,8,4,3,0,0,31
SAL14072,14,8,4,4,6,4,0,0,0,37
SAL14073,201,95,115,107,117,120,121,32,10,910
SAL14074,4,0,0,0,0,0,0,0,0,5
SAL14075,44,22,22,26,51,56,68,26,14,331
SAL14076,9,6,3,9,4,0,4,0,0,31
SAL14077,9,6,8,9,26,29,15,7,0,110
SAL14078,26,22,20,25,25,30,36,12,0,193
SAL14079,444,220,264,265,376,547,618,337,119,3185
SAL14080,35,20,8,22,23,39,38,10,4,194
SAL14081,147,66,73,89,107,103,92,36,9,719
SAL14082,82,54,73,52,59,59,53,28,8,465
SAL14083,1104,655,398,655,813,800,767,464,120,5773
SAL14084,6,3,3,5,4,13,6,3,0,53
SAL14085,179,106,78,108,149,223,147,55,11,1052
SAL14086,205,95,132,136,156,241,307,164,26,1455
SAL14087,214,128,127,135,189,146,152,85,17,1188
SAL14088,38,12,14,22,13,13,19,9,0,134
SAL14089,1798,1209,782,1176,1541,1194,911,570,330,9510
SAL14090,50,34,23,39,38,45,41,19,4,298
SAL14091,38,23,20,17,59,69,47,15,0,286
SAL14092,1436,1060,1088,928,866,785,578,203,100,7051
SAL14093,597,276,367,448,464,603,696,304,116,3870
SAL14094,150,151,97,93,173,199,155,99,36,1143
SAL14095,0,0,0,0,0,0,0,0,0,0
SAL14096,11,0,4,6,5,15,12,5,0,59
SAL14097,322,264,199,207,296,234,117,38,8,1678
SAL14098,1104,546,599,688,492,351,280,111,35,4204
SAL14099,0,0,0,0,0,0,0,0,0,0
SAL14100,29,3,4,23,26,38,40,3,0,177
SAL14101,882,963,1367,845,705,849,724,534,335,7198
SAL14102,31,11,11,17,25,60,52,31,3,240
SAL14103,3332,2317,1184,2253,2704,2096,1660,1357,949,17853
SAL14104,1672,496,1273,2035,776,550,505,331,190,7837
SAL14105,13,8,7,5,17,22,16,8,0,89
SAL14106,42,11,7,24,22,21,10,3,0,144
SAL14107,831,638,606,592,596,666,587,297,84,4893
SAL14108,44,22,28,29,31,48,38,27,0,262
SAL14109,22,17,4,14,23,13,12,9,0,109
SAL14110,39,15,15,19,23,23,21,9,3,156
SAL14111,428,223,223,216,280,358,390,283,70,2475
SAL14112,8,6,5,4,5,8,23,4,7,72
SAL14113,8,11,0,4,0,5,0,0,0,33
SAL14114,416,204,276,198,223,261,176,60,14,1824
SAL14115,149,115,54,85,109,137,76,67,13,811
SAL14116,51,33,23,26,53,96,74,24,7,382
SAL14117,195,83,78,111,128,144,151,49,3,938
SAL14118,0,0,0,0,0,0,0,0,0,5
SAL14119,340,224,189,212,225,223,196,86,15,1711
SAL14120,58,32,30,40,48,125,163,75,8,587
SAL14121,120,44,35,76,85,126,70,26,11,597
SAL14122,238,156,87,130,173,140,82,36,13,1049
SAL14123,20,7,16,13,10,7,9,8,0,84
SAL14124,10,4,0,7,6,15,13,6,0,70
SAL14125,24,3,5,17,7,13,12,9,5,93
SAL14126,6,3,10,6,3,16,7,3,0,50
SAL14127,64,46,35,30,49,66,24,17,4,344
SAL14128,5,0,5,0,4,0,0,0,0,14
SAL14129,22,20,13,18,35,30,13,17,3,174
SAL14130,115,60,54,82,86,72,58,50,0,576
SAL14131,48,30,20,26,35,61,56,27,7,299
SAL14132,433,226,238,226,242,284,241,96,26,2019
SAL14133,13,4,3,3,7,8,3,4,0,53
SAL14134,0,0,0,0,0,0,0,4,0,4
SAL14135,0,0,0,0,0,0,0,0,0,6
SAL14136,2059,1754,2091,1580,1464,1538,1308,885,568,13244
SAL14137,11,7,3,8,4,5,11,3,0,52
SAL14138,19,12,3,14,21,22,18,8,0,120
SAL14139,9,7,10,0,11,18,8,5,3,68
SAL14140,1432,883,624,913,1039,900,714,355,131,6991
SAL14141,323,207,127,208,326,318,216,66,11,1805
SAL14142,7,6,0,3,4,7,4,0,0,38
SAL14143,6,3,4,3,12,3,10,5,0,48
