SAL_CODE_2021,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
SAL11553,1847,1093,1026,1249,1500,2032,2713,1893,834,14187
SAL11554,7,0,5,4,0,10,4,6,0,38
SAL11555,15,6,8,5,16,10,16,3,3,72
SAL11556,3,11,3,3,19,18,16,14,4,94
SAL11557,134,104,38,74,129,126,83,23,0,726
SAL11558,0,0,0,0,0,0,0,0,0,0
SAL11559,4,4,0,0,0,0,5,0,0,16
SAL11560,13,3,4,4,5,3,0,0,0,26
SAL11561,21,14,6,17,13,35,46,12,0,164
SAL11562,0,0,0,0,0,0,0,0,0,0
SAL11563,35,25,16,14,45,26,37,20,0,215
SAL11564,242,157,141,113,157,172,217,141,119,1452
SAL11565,0,0,0,0,0,0,0,0,0,0
SAL11566,0,0,0,0,0,0,0,0,0,0
SAL11567,426,262,241,266,273,294,174,90,23,2049
SAL11568,24,9,17,20,20,9,15,0,0,120
SAL11569,4,4,0,6,3,0,8,3,0,28
SAL11570,9,0,0,3,0,4,0,0,0,17
SAL11571,3161,1877,1046,1928,2408,1598,1120,877,256,14267
SAL11572,1734,888,1594,1475,1374,965,678,362,114,9186
SAL11573,31,13,18,29,19,21,27,13,0,170
SAL11574,26,21,20,12,21,21,19,16,6,146
SAL11575,22,14,14,11,13,20,18,0,3,117
SAL11576,0,0,0,0,0,3,0,0,0,11
SAL11577,7,3,3,4,5,11,17,4,0,47
SAL11578,47,34,23,25,42,99,268,176,18,735
SAL11579,10,10,0,10,6,3,3,9,4,49
SAL11580,1002,342,536,741,360,211,107,42,8,3339
SAL11581,7,5,5,4,11,10,10,0,0,49
SAL11582,0,0,0,4,0,0,0,0,0,13
SAL11583,33,12,11,12,13,10,0,4,0,100
SAL11584,31,34,27,21,28,28,39,16,5,235
SAL11585,16,4,6,11,17,7,5,0,0,70
SAL11586,564,390,253,327,443,443,362,264,148,3195
SAL11587,14,11,4,9,11,25,22,9,0,109
SAL11588,11,9,4,4,5,8,10,0,0,40
SAL11589,150,88,66,73,112,110,113,72,17,793
SAL11590,44,24,48,29,35,34,56,16,6,291
SAL11591,379,260,179,256,235,254,199,118,82,1959
SAL11592,14,7,7,5,21,20,7,0,0,84
SAL11593,16,3,5,14,9,3,9,8,0,75
SAL11594,0,0,3,5,0,5,8,0,0,22
SAL11595,18,8,13,9,12,12,12,6,0,93
SAL11596,30,23,8,13,13,5,14,7,0,117
SAL11597,35,17,18,25,29,23,17,6,3,169
SAL11598,628,389,529,355,347,396,261,165,55,3121
SAL11599,0,0,0,0,0,0,0,0,0,3
SAL11600,0,0,0,0,0,0,0,0,0,0
SAL11601,33,17,14,15,33,27,23,5,0,160
SAL11602,4,3,4,4,4,3,4,3,0,24
SAL11603,123,62,50,62,78,90,118,91,24,699
SAL11604,0,0,0,0,0,4,0,0,0,11
SAL11605,2266,1262,1102,1234,1182,873,797,684,340,9739
SAL11606,32,26,18,17,40,37,23,8,4,218
SAL11607,344,268,372,302,277,254,137,88,25,2072
SAL11608,36,12,7,21,56,63,34,11,0,240
SAL11609,156,81,44,84,98,97,88,26,3,684
SAL11610,771,406,370,455,520,570,552,352,170,4165
SAL11611,55,53,63,52,54,102,105,73,19,571
SAL11612,148,77,75,74,103,94,80,38,17,706
SAL11613,0,4,0,0,3,14,9,0,0,41
SAL11614,8,0,3,6,5,15,9,0,0,45
SAL11615,20,11,11,11,9,16,6,4,0,85
SAL11616,31,15,13,22,12,30,24,4,3,149
SAL11617,3,0,4,0,4,6,11,0,3,35
SAL11618,0,3,34,32,28,16,3,0,0,118
SAL11619,20,10,3,9,11,9,10,0,0,69
SAL11620,17,13,4,11,14,11,13,0,0,91
SAL11621,0,3,11,4,14,81,356,309,102,882
SAL11622,134,87,81,68,103,111,99,41,13,740
SAL11623,522,291,314,283,368,422,387,272,109,2983
SAL11624,14,0,0,10,7,4,4,0,0,44
SAL11625,0,0,0,0,0,0,0,0,0,0
SAL11626,16,3,10,3,18,36,24,6,0,119
SAL11627,3,4,5,3,8,5,4,0,0,44
SAL11628,1290,542,1013,757,441,314,270,132,42,4796
SAL11629,7,0,4,0,4,3,3,4,0,17
SAL11630,57,17,11,30,28,48,20,16,4,229
SAL11631,42,13,21,26,20,20,20,7,0,159
SAL11632,7,6,0,0,18,18,3,4,4,63
SAL11633,0,6,0,0,6,3,0,0,0,15
SAL11634,4,0,5,4,7,14,18,11,0,62
SAL11635,182,154,150,143,183,235,181,74,18,1318
SAL11636,20,4,11,11,16,12,3,4,0,86
SAL11637,0,0,0,0,0,3,0,0,0,0
SAL11638,8,3,4,4,9,17,4,0,3,53
SAL11639,7,3,6,4,8,13,10,0,0,44
SAL11640,1664,554,660,1531,678,496,359,208,103,6256
SAL11641,34,12,11,34,32,47,27,17,0,210
SAL11642,2192,1284,2054,2008,1817,1436,1068,659,361,12867
SAL11643,87,44,30,40,61,55,71,43,12,437
SAL11644,36,30,15,23,23,24,20,16,5,186
SAL11645,1147,1564,2531,1686,1434,1392,1204,576,148,11680
SAL11646,1767,557,1322,1223,596,377,205,49,14,6112
SAL11647,6,7,0,7,5,14,10,5,0,56
SAL11648,6,13,3,5,5,6,4,3,0,55
SAL11649,728,632,477,479,598,779,547,160,38,4429
SAL11650,13,8,8,8,18,19,26,9,0,106
SAL11651,6,0,0,8,4,3,6,0,0,32
SAL11652,6,0,0,0,3,0,0,0,0,15
SAL11653,998,617,630,579,670,884,949,635,244,6219
SAL11654,28,22,15,16,16,32,22,8,5,158
SAL11655,0,0,0,0,0,0,0,0,0,0
SAL11656,97,51,43,48,59,70,36,11,8,426
SAL11657,0,0,0,0,0,0,3,0,0,3
SAL11658,23,6,16,15,27,27,18,4,0,143
SAL11659,20,4,14,22,10,19,4,0,0,89
SAL11660,942,633,380,584,769,750,622,296,98,5078
SAL11661,23,11,12,14,22,28,27,26,4,166
SAL11662,613,383,536,438,368,365,326,172,61,3260
SAL11663,1263,763,722,871,699,516,264,81,20,5196
SAL11664,19,19,6,11,16,18,19,6,0,114
SAL11665,88,40,29,52,56,54,39,17,0,368
SAL11666,10,9,4,0,7,10,4,0,0,44
SAL11667,21,9,4,12,14,29,25,13,0,130
SAL11668,2205,1213,1537,1759,1270,1069,727,430,327,10536
SAL11669,1081,679,750,603,571,550,418,291,140,5078
SAL11670,10,11,11,12,18,11,22,10,0,102
SAL11671,1124,877,390,653,906,866,776,706,318,6619
SAL11672,56,28,43,39,55,92,71,22,10,414
SAL11673,24,18,10,9,16,12,10,8,5,108
SAL11674,5957,3593,3237,3899,3548,2602,1520,525,142,25021
SAL11675,6,5,4,3,0,13,0,0,0,33
SAL11676,394,215,249,277,304,296,194,71,19,2023
SAL11677,751,522,311,454,580,501,410,207,59,3792
SAL11678,40,44,11,25,50,31,33,26,3,261
SAL11679,229,103,116,101,150,124,120,40,18,1005
SAL11680,32,37,29,31,33,36,30,16,3,259
SAL11681,3,3,0,3,0,0,0,0,0,10
SAL11682,570,434,367,369,477,451,453,264,139,3528
SAL11683,11,3,4,10,7,19,20,11,0,85
SAL11684,39,27,23,28,28,33,50,8,0,234
SAL11685,33,152,454,332,182,102,40,10,4,1298
SAL11686,3310,2439,1560,2660,2512,1760,1070,434,82,15829
SAL11687,4,4,4,0,0,0,0,0,0,12
SAL11688,651,395,438,351,344,381,209,81,16,2865
SAL11689,468,239,236,292,327,472,573,347,176,3133
SAL11690,0,0,0,0,0,0,0,0,0,0
SAL11691,0,0,0,0,0,0,0,0,0,4
SAL11692,8,5,8,6,4,13,18,5,0,63
SAL11693,602,291,579,343,171,90,76,23,5,2184
SAL11694,34,18,10,25,25,17,10,6,0,153
SAL11695,10,10,3,9,10,8,17,6,5,65
SAL11696,16,0,9,6,11,17,3,0,0,65
SAL11697,479,231,208,254,249,233,198,83,17,1956
SAL11698,24,8,17,12,13,18,13,9,4,109
SAL11699,10,7,9,7,7,14,14,8,3,81
SAL11700,4,0,5,6,0,0,10,0,0,31
SAL11701,11,3,4,4,5,7,8,3,0,42
SAL11702,0,0,0,0,0,0,0,0,0,0
SAL11703,15,8,3,8,13,17,15,8,0,89
SAL11704,8,3,0,4,4,12,6,3,0,38
SAL11705,26,15,20,15,22,26,19,7,0,159
SAL11706,0,0,0,0,0,0,0,0,0,0
SAL11707,24,4,8,9,12,11,8,7,4,86
SAL11708,43,20,30,24,27,29,33,14,0,223
SAL11709,15,5,4,4,14,23,11,5,3,91
SAL11710,2093,651,1402,1471,892,502,307,112,14,7444
SAL11711,83,54,56,33,70,58,33,22,5,416
SAL11712,9,13,3,3,12,11,9,5,0,65
SAL11713,14,7,8,3,17,17,18,10,0,95
SAL11714,28,28,14,23,21,40,20,10,0,183
SAL11715,70,45,31,49,57,56,65,32,11,408
SAL11716,25,0,8,12,0,5,11,0,0,59
SAL11717,2451,1488,1628,1572,1569,1646,1537,992,466,13351
SAL11718,58,34,39,49,58,97,67,16,3,422
SAL11719,0,0,0,0,3,0,0,0,0,13
SAL11720,9,4,4,3,9,7,9,0,0,42
SAL11721,24,19,17,8,13,9,9,0,0,98
SAL11722,7,4,6,11,3,4,10,8,4,52
SAL11723,6,0,0,0,0,3,4,0,0,20
SAL11724,1503,1185,1061,1293,1325,1039,773,434,187,8795
SAL11725,0,7,9,0,6,0,0,0,0,16
SAL11726,115,111,83,61,83,101,83,114,140,887
SAL11727,1520,994,1175,966,1002,1055,1034,649,232,8624
SAL11728,545,589,1287,759,558,498,413,180,44,4873
SAL11729,16,9,4,9,8,17,14,5,4,82
SAL11730,4,0,0,4,0,6,7,0,0,17
SAL11731,4381,2648,3348,2809,2837,2945,2616,1661,717,23963
SAL11732,3,3,5,7,5,0,0,3,0,24
SAL11733,4,4,0,6,10,7,13,0,0,38
SAL11734,0,0,3,0,0,5,5,0,0,27
SAL11735,74,32,34,34,66,38,42,4,6,338
SAL11736,21,9,7,16,8,14,8,6,0,96
SAL11737,35,28,17,23,31,54,37,20,7,248
SAL11738,3,4,5,0,6,19,14,3,0,59
SAL11739,1864,1172,1203,1122,1173,1322,1262,923,518,10563
SAL11740,5,4,3,0,3,0,0,0,0,15
SAL11741,13,8,0,13,8,13,13,3,0,71
SAL11742,18,12,11,11,10,14,15,3,0,102
SAL11743,1010,371,901,744,315,194,95,34,7,3669
SAL11744,0,0,4,0,0,0,0,0,0,8
SAL11745,2603,2711,4234,2416,1698,1434,1009,451,155,16716
SAL11746,247,221,113,130,239,238,248,303,361,2105
SAL11747,6,5,9,6,8,28,19,4,0,85
SAL11748,46,37,19,24,77,64,39,19,0,330
SAL11749,63,34,27,34,41,48,30,22,7,299
SAL11750,581,424,197,347,483,463,274,204,63,3034
SAL11751,7,5,3,5,8,14,9,3,0,50
SAL11752,23,23,9,11,33,20,26,22,4,184
SAL11753,0,0,0,0,0,0,0,0,0,3
SAL11754,3,0,0,0,0,4,9,0,0,19
SAL11755,0,3,0,4,0,0,0,0,0,11
SAL11756,3,3,3,3,7,5,13,3,0,49
SAL11757,0,0,4,0,4,4,5,4,0,16
SAL11758,0,0,0,0,0,0,0,0,0,0
SAL11759,26,15,15,12,29,39,24,16,0,176
SAL11760,1110,720,526,746,856,954,979,662,257,6810
SAL11761,68,38,39,50,65,105,98,41,8,522
SAL11762,2519,2007,1631,1553,1727,1819,1102,451,118,12919
SAL11763,6286,3974,3207,3347,3058,2784,2040,1134,489,26314
SAL11764,11,12,10,5,10,18,12,4,0,94
SAL11765,57,45,33,30,40,57,32,18,4,314
SAL11766,37,10,24,21,20,45,26,19,6,202
SAL11767,977,807,659,646,661,748,561,264,75,5394
SAL11768,0,0,0,0,0,4,0,0,0,14
SAL11769,157,102,71,73,100,97,104,42,11,757
SAL11770,351,238,73,220,244,166,72,13,0,1375
SAL11771,19,13,9,11,15,23,9,7,0,102
SAL11772,10,0,0,3,3,4,0,0,0,20
SAL11773,90,92,58,50,102,142,101,45,3,676
SAL11774,49,19,17,13,9,32,9,0,0,156
SAL11775,139,88,90,107,131,208,271,177,39,1245
SAL11776,901,593,695,739,777,655,580,359,171,5469
SAL11777,16,18,15,13,28,38,27,11,0,162
SAL11778,5,0,4,3,0,10,6,0,0,36
SAL11779,52,44,16,35,45,25,26,19,3,274
SAL11780,2605,950,2215,1626,759,573,295,88,28,9142
SAL11781,41,19,20,17,30,20,47,5,4,206
SAL11782,378,224,201,222,300,407,452,289,128,2600
SAL11783,56,20,31,31,22,36,27,12,9,240
SAL11784,779,432,544,476,407,314,250,125,20,3349
SAL11785,16,5,5,11,10,11,12,0,0,73
SAL11786,11,7,3,5,13,19,14,3,3,79
SAL11787,4938,2780,2584,3295,3014,2466,2430,1579,430,23511
SAL11788,3783,2278,3155,2579,2334,2153,1610,1065,544,19505
SAL11789,21,9,3,11,10,11,10,4,0,87
SAL11790,69,24,26,36,33,48,28,13,13,287
SAL11791,198,180,116,121,200,210,159,61,25,1272
SAL11792,129,87,62,73,105,107,60,38,6,668
SAL11793,3,5,0,7,7,8,5,0,0,34
SAL11794,0,4,0,0,3,0,0,0,0,12
SAL11795,3,0,0,0,8,18,11,15,0,59
SAL11796,5527,3476,4284,3273,2507,2333,1566,818,318,24091
SAL11797,1429,797,923,754,657,571,349,200,81,5762
SAL11798,110,44,56,61,67,90,56,33,12,528
SAL11799,14,3,6,4,7,15,4,4,0,45
SAL11800,563,257,288,332,308,344,323,184,75,2680
SAL11801,345,178,127,202,237,324,389,132,16,1950
SAL11802,36,25,22,20,46,35,22,6,0,209
SAL11803,18,12,17,12,15,26,16,0,0,121
SAL11804,4,0,5,0,0,4,9,0,0,23
SAL11805,6,6,0,4,11,3,12,7,3,49
SAL11806,127,40,61,65,44,43,45,14,7,450
SAL11807,71,40,37,53,64,70,101,33,11,486
SAL11808,6,3,5,0,3,3,7,4,0,33
SAL11809,287,185,197,189,182,236,217,140,76,1699
SAL11810,9,0,0,3,0,6,0,0,0,25
SAL11811,264,118,100,156,222,178,129,48,11,1233
SAL11812,57,39,14,40,52,41,46,15,3,306
SAL11813,8,0,0,6,0,5,0,0,0,27
SAL11814,17,14,10,23,33,46,29,11,4,189
SAL11815,23,23,6,22,28,28,26,6,3,165
SAL11816,36,19,7,27,30,28,23,6,8,186
SAL11817,0,0,0,3,5,8,0,0,0,19
SAL11818,2343,1107,1441,1210,1072,1180,991,717,302,10359
SAL11819,195,60,105,116,113,97,71,50,13,820
SAL11820,20,15,4,6,18,7,9,7,3,88
SAL11821,15,7,4,14,10,12,14,3,3,90
SAL11822,8,5,5,0,0,4,0,0,0,26
SAL11823,15,8,6,8,3,4,0,0,0,43
SAL11824,55,32,28,27,41,41,22,6,3,248
SAL11825,0,29,31,22,15,0,0,0,0,94
SAL11826,0,7,4,3,10,11,16,0,0,57
SAL11827,15,6,10,9,7,23,5,4,0,80
SAL11828,24,12,0,12,17,26,17,8,4,118
SAL11829,372,217,202,218,235,266,242,176,73,2003
SAL11830,18,10,6,15,13,23,15,11,0,124
SAL11831,687,411,421,442,508,512,483,257,68,3785
SAL11832,468,728,670,355,320,238,188,119,61,3139
SAL11833,1547,799,1105,1238,1097,998,720,513,212,8219
SAL11834,1432,1027,487,820,1161,861,639,388,160,6983
SAL11835,1068,836,506,658,1040,937,704,445,289,6480
SAL11836,0,0,0,3,0,3,0,0,0,9
SAL11837,405,279,286,257,299,346,450,279,80,2677
SAL11838,40,25,12,26,41,46,36,12,4,246
SAL11839,106,69,36,56,110,108,110,64,6,656
SAL11840,5,3,4,8,5,4,0,0,0,34
SAL11841,35,14,15,21,30,33,15,9,0,180
SAL11842,138,66,62,73,87,94,79,26,14,642
SAL11843,4,0,4,6,0,0,8,3,0,25
SAL11844,0,0,0,0,0,0,5,3,0,14
SAL11845,518,747,781,579,529,579,497,246,146,4614
SAL11846,181,118,86,133,148,126,117,58,27,997
SAL11847,155,136,145,138,132,113,57,37,12,934
SAL11848,683,462,429,475,625,571,451,249,109,4057
SAL11849,208,120,127,108,100,99,56,21,4,834
SAL11850,1980,1148,1113,1231,1012,716,700,582,271,8761
SAL11851,704,359,382,521,422,274,349,382,293,3691
SAL11852,14,6,3,5,14,6,13,12,0,74
SAL11853,7,5,7,13,11,38,28,12,5,118
SAL11854,8,7,3,10,12,24,27,7,0,98
SAL11855,6,0,0,0,0,0,0,0,0,3
SAL11856,33,24,11,26,36,46,33,21,0,218
SAL11857,263,194,172,167,186,171,131,79,26,1388
SAL11858,301,163,172,170,198,276,357,211,59,1900
SAL11859,14,22,20,13,27,46,56,38,0,233
SAL11860,40,23,23,24,25,19,10,5,0,165
SAL11861,54,19,26,29,40,73,31,21,3,300
SAL11862,9,6,11,3,19,12,8,5,0,79
SAL11863,16,4,14,10,4,0,0,0,0,47
SAL11864,8,9,3,4,10,10,15,6,0,64
SAL11865,274,174,176,197,272,635,1032,493,136,3381
SAL11866,3257,2079,1209,2057,2287,1283,752,337,71,13332
SAL11867,732,643,1681,893,357,308,232,115,80,5043
SAL11868,82,49,33,53,75,91,60,38,0,478
SAL11869,9,4,8,0,17,22,15,4,0,84
SAL11870,9,0,5,3,0,4,6,0,0,26
SAL11871,4,4,0,3,8,13,5,5,0,36
SAL11872,64,37,33,36,49,51,41,26,5,346
SAL11873,1016,724,625,542,625,516,261,81,16,4401
SAL11874,0,0,0,0,0,0,0,0,0,0
SAL11875,39,28,40,30,55,101,142,180,47,661
SAL11876,30,18,29,27,30,96,86,43,7,365
SAL11877,0,0,0,0,6,0,0,0,0,10
SAL11878,11,5,9,0,0,10,10,0,0,42
SAL11879,103,73,51,62,81,45,32,9,3,468
SAL11880,135,87,97,86,134,278,296,211,87,1413
SAL11881,382,265,246,196,260,386,273,206,85,2300
SAL11882,35,31,39,43,42,86,39,39,7,357
SAL11883,0,3,4,0,5,6,0,0,0,22
SAL11884,369,1675,3571,1521,489,351,232,77,25,8305
SAL11885,0,0,0,0,0,3,3,0,0,3
SAL11886,9,4,7,5,9,3,12,0,0,40
SAL11887,290,152,119,203,181,138,139,52,9,1280
SAL11888,999,581,516,693,735,658,569,271,59,5077
SAL11889,13,5,4,12,7,20,23,4,3,97
SAL11890,1149,688,598,788,831,690,608,466,329,6148
SAL11891,76,68,100,67,82,117,76,55,17,654
SAL11892,17,5,6,12,15,7,3,3,0,67
SAL11893,1355,813,771,669,686,594,481,234,52,5643
SAL11894,778,518,414,387,395,392,237,102,35,3263
SAL11895,673,344,497,411,321,322,207,53,18,2838
SAL11896,0,0,0,0,4,0,4,0,0,8
SAL11897,1475,814,745,966,932,807,501,264,80,6576
SAL11898,75,67,29,45,73,73,53,22,7,455
SAL11899,202,128,96,108,132,192,188,133,52,1225
SAL11900,0,0,0,3,5,8,10,3,0,23
SAL11901,28,14,19,5,13,31,7,11,0,127
SAL11902,41,34,34,38,43,59,37,22,8,323
SAL11903,25,5,11,11,13,22,16,6,0,117
SAL11904,50,19,19,31,38,34,34,13,3,246
SAL11905,33,22,26,21,11,19,18,9,5,157
SAL11906,8,9,8,13,17,28,28,13,0,128
SAL11907,103,64,38,39,90,96,47,18,3,497
SAL11908,0,0,4,0,3,3,0,3,0,20
SAL11909,213,98,101,142,129,111,67,41,33,936
SAL11910,9,7,9,0,15,35,24,8,0,111
SAL11911,23,12,14,11,21,17,17,0,0,115
SAL11912,645,306,401,378,369,327,229,122,6,2792
SAL11913,36,20,20,18,31,37,21,12,3,193
SAL11914,21,19,7,26,25,32,28,15,0,174
SAL11915,0,10,0,0,8,6,4,0,0,30
SAL11916,116,78,83,65,92,76,64,43,4,641
SAL11917,8,11,0,8,15,3,5,0,3,50
SAL11918,949,660,1130,998,714,547,398,189,57,5647
SAL11919,289,149,309,185,189,192,127,72,44,1547
SAL11920,44,19,21,32,53,58,60,18,3,302
SAL11921,1208,796,735,679,805,919,791,472,126,6528
SAL11922,2326,1819,1491,1470,1531,1566,894,336,88,11521
SAL11923,80,68,36,57,79,76,56,23,6,471
SAL11924,538,345,456,308,361,286,229,151,35,2712
SAL11925,11,5,14,9,15,19,10,12,3,89
SAL11926,5,7,11,0,14,19,11,3,0,66
SAL11927,252,162,147,148,185,252,284,161,56,1650
SAL11928,206,141,69,111,159,152,115,54,12,1023
SAL11929,5,0,3,5,3,11,18,9,0,52
SAL11930,5,0,0,4,11,7,7,0,0,44
SAL11931,255,182,204,151,199,198,171,47,13,1413
SAL11932,274,103,311,239,111,99,70,29,9,1248
SAL11933,1226,1006,903,938,773,527,202,70,12,5657
SAL11934,0,0,0,0,4,3,0,0,0,10
SAL11935,17,3,0,7,14,13,0,4,0,55
SAL11936,1702,1511,3982,2086,908,752,447,191,75,11660
SAL11937,1409,1272,2915,1643,696,621,345,151,52,9108
SAL11938,24,11,6,17,15,29,14,0,0,120
SAL11939,5,5,0,0,11,0,5,5,0,41
SAL11940,24,10,15,11,7,9,15,0,0,95
SAL11941,20,19,11,20,22,24,21,5,0,139
SAL11942,783,666,467,484,583,399,199,78,13,3673
SAL11943,3945,2383,3440,3997,3024,2375,1912,950,433,22462
SAL11944,1341,833,439,867,1041,855,613,306,75,6354
SAL11945,19,22,11,15,15,23,29,9,0,147
SAL11946,73,57,43,57,60,65,44,18,0,427
SAL11947,13,9,4,7,13,16,8,0,0,69
SAL11948,80,46,49,60,85,81,74,11,8,501
SAL11949,2127,1286,1106,1434,1244,1075,694,356,115,9437
SAL11950,297,241,181,177,254,256,190,153,42,1790
SAL11951,33,15,38,16,30,25,18,21,0,191
SAL11952,7,0,3,7,3,12,5,0,0,27
SAL11953,7,14,8,4,18,14,4,0,0,78
SAL11954,0,5,0,4,9,4,6,0,0,31
SAL11955,11,5,0,7,21,18,12,4,0,80
SAL11956,0,0,0,0,0,0,0,0,0,0
SAL11957,494,268,281,315,335,412,528,260,99,2997
SAL11958,1012,678,571,648,636,566,316,109,32,4572
SAL11959,21,11,8,15,15,27,26,9,0,129
SAL11960,5,0,0,0,0,4,4,0,0,12
SAL11961,1642,1187,570,977,1379,1111,974,637,544,9014
SAL11962,814,381,539,424,381,280,195,76,16,3113
SAL11963,13,14,9,5,15,12,10,5,3,86
SAL11964,0,0,4,0,0,0,0,0,0,3
SAL11965,42,15,15,16,23,16,21,12,3,161
SAL11966,14,9,11,5,7,12,6,4,0,66
SAL11967,99,57,44,102,109,95,117,89,32,740
SAL11968,10,14,18,9,16,33,20,17,11,142
SAL11969,12,6,8,14,16,18,24,5,0,99
SAL11970,756,476,724,760,674,648,498,329,136,5001
SAL11971,4054,4864,7373,4130,3125,3317,2410,1274,618,31162
SAL11972,464,318,270,298,361,407,270,155,53,2606
SAL11973,93,45,78,99,89,170,166,73,24,840
SAL11974,0,4,3,6,8,41,36,25,4,137
SAL11975,33,10,15,16,15,30,29,10,0,155
SAL11976,60,53,36,36,70,78,72,28,6,440
SAL11977,3,7,6,6,4,10,8,5,0,41
SAL11978,42,17,18,22,25,51,41,16,10,233
SAL11979,29,16,9,6,26,30,33,17,3,165
SAL11980,11,16,4,10,19,26,33,9,3,132
SAL11981,7,6,0,0,10,12,3,3,0,41
SAL11982,1292,937,728,840,926,1206,988,380,122,7427
SAL11983,165,90,76,109,172,373,442,265,70,1764
SAL11984,7,0,9,4,5,3,0,0,3,25
SAL11985,19,11,3,11,14,17,13,3,0,93
SAL11986,0,0,0,0,0,0,0,0,0,0
SAL11987,3121,1782,2101,2374,1803,1932,1375,587,189,15264
SAL11988,174,151,99,96,155,173,101,61,26,1030
SAL11989,3,0,0,0,3,5,8,0,0,26
SAL11990,2359,1410,1443,1285,1343,1435,1405,1012,374,12057
SAL11991,0,6,0,0,0,9,8,5,0,34
SAL11992,149,88,71,95,136,108,89,46,9,794
SAL11993,4,5,0,5,5,0,4,0,0,23
SAL11994,0,3,0,0,3,6,0,3,0,22
SAL11995,0,0,0,0,0,0,0,0,0,0
SAL11996,3,14,3,6,10,14,12,7,0,70
SAL11997,0,0,0,0,0,0,0,0,0,3
SAL11998,3,3,4,5,8,9,12,10,0,58
SAL11999,264,280,450,316,294,218,135,52,15,2026
SAL12000,45,29,35,39,31,38,32,12,6,261
SAL12001,23,14,12,20,19,28,15,4,0,132
SAL12002,35,17,15,22,23,27,32,8,5,180
SAL12003,0,12,8,13,3,0,0,7,0,41
SAL12004,3,9,4,0,10,18,7,4,0,58
SAL12005,0,0,0,0,0,0,0,0,0,0
SAL12006,0,0,0,0,0,0,0,0,0,0
SAL12007,310,196,139,164,258,309,306,168,42,1910
SAL12008,47,21,14,32,31,48,52,14,9,257
SAL12009,940,607,846,759,575,617,584,285,106,5321
SAL12010,1362,677,850,972,969,732,544,322,201,6632
SAL12011,50,31,18,27,47,73,71,34,13,362
SAL12012,5,0,6,0,0,3,7,0,0,11
SAL12013,45,35,14,29,56,37,36,18,4,271
SAL12014,18,6,8,12,11,17,6,4,0,85
SAL12015,15,17,12,8,14,18,5,3,0,82
SAL12016,15,0,9,4,11,13,7,3,0,64
SAL12017,17,14,13,13,14,29,34,17,7,168
SAL12018,0,4,4,9,5,6,0,6,0,36
SAL12019,3,8,3,4,4,12,0,7,0,40
SAL12020,21,3,4,9,24,17,13,3,0,90
SAL12021,26,27,15,20,33,33,19,13,0,187
SAL12022,0,0,0,0,0,0,0,0,0,0
SAL12023,157,63,106,77,90,156,155,84,30,922
SAL12024,0,0,0,0,0,0,11,0,0,16
SAL12025,2094,1324,935,1378,1743,1244,590,235,55,9601
SAL12026,32,26,6,21,22,14,20,7,0,132
SAL12027,9,11,12,7,17,20,13,16,0,106
SAL12028,5,10,0,9,13,5,8,5,0,60
SAL12029,0,0,0,0,3,0,0,3,0,16
SAL12030,100,37,90,65,55,60,24,16,5,447
SAL12031,28,4,13,5,18,19,27,10,0,132
SAL12032,542,608,705,415,273,265,168,126,111,3210
SAL12033,430,241,230,303,297,261,409,204,69,2452
SAL12034,0,0,0,0,0,0,0,0,0,0
SAL12035,65,41,20,48,60,68,45,16,0,370
SAL12036,314,277,111,176,296,247,188,70,14,1694
SAL12037,3,0,3,7,3,10,7,3,0,40
SAL12038,0,0,0,0,0,4,0,3,3,10
SAL12039,437,501,657,353,406,310,220,83,24,2986
SAL12040,0,0,0,0,7,4,6,4,0,20
SAL12041,668,328,268,344,370,343,276,85,37,2721
SAL12042,5,0,7,0,9,29,10,4,0,73
SAL12043,4,4,0,6,12,0,3,3,0,39
SAL12044,32,13,7,18,15,23,18,3,0,139
SAL12045,0,3,3,3,4,5,3,0,4,24
SAL12046,50,30,25,33,63,63,53,21,0,346
SAL12047,0,0,0,0,0,0,0,0,0,0
SAL12048,0,8,0,0,0,5,0,0,0,15
SAL12049,7,8,7,5,11,18,10,8,0,82
SAL12050,3478,1258,2438,2351,1115,560,379,159,30,11772
SAL12051,0,8,0,0,8,0,0,0,0,12
SAL12052,47,24,32,33,21,49,29,14,10,255
SAL12053,292,133,178,130,169,203,263,141,54,1547
SAL12054,793,560,783,714,647,639,529,305,101,5066
SAL12055,21,9,3,12,15,12,11,7,3,86
SAL12056,526,245,361,383,333,259,241,185,69,2603
SAL12057,47,20,15,23,34,33,26,12,4,219
SAL12058,45,22,15,24,62,55,48,11,0,280
SAL12059,165,61,56,127,104,143,107,48,13,820
SAL12060,58,27,51,46,40,19,31,23,0,294
SAL12061,21,5,7,14,9,15,9,9,4,83
SAL12062,50,17,23,30,23,29,21,7,0,192
SAL12063,912,566,535,608,675,638,826,657,272,5698
SAL12064,0,0,0,0,0,0,0,0,0,0
SAL12065,181,116,84,88,167,218,206,161,40,1263
SAL12066,36,28,12,18,29,34,35,21,0,206
SAL12067,16,4,9,8,11,30,21,4,0,102
SAL12068,100,90,40,63,90,80,79,48,11,602
SAL12069,119,67,62,71,112,206,145,59,20,856
SAL12070,6,10,3,3,14,7,7,6,0,60
