SAL_CODE_2021,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
SAL10122,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9
SAL10123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10124,4,6,0,0,3,4,0,0,4,23,9,28,0,0,0,0,0,0,0,0,9,28,0,0,0,0,0,0,3,10,3,10,0,0,0,0,0,0,0,0,3,10,0,0,10,41
SAL10125,0,0,0,0,0,0,0,0,0,8,0,8,0,6,0,0,0,0,0,6,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,6,20
SAL10126,4,6,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,6,16
SAL10127,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6
SAL10128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10129,3,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,5,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16
SAL10130,16,31,0,4,0,0,0,8,7,29,8,38,0,5,0,3,0,0,3,5,8,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,3,4,3,0,0,30,86
SAL10131,17,37,0,3,0,12,3,12,9,23,12,53,0,5,0,5,8,25,12,33,21,89,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,5,3,5,0,0,41,129
SAL10132,3,3,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12
SAL10133,19,32,0,7,0,5,0,0,9,43,14,53,0,10,0,0,6,9,7,23,18,80,0,0,0,0,0,0,0,5,0,3,0,0,0,0,5,10,5,10,8,11,0,0,41,121
SAL10134,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
SAL10135,18,32,0,0,0,4,0,0,0,13,5,20,0,0,0,7,0,3,3,9,5,27,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,4,8,5,9,0,3,27,68
SAL10136,4,5,0,0,0,0,0,0,0,4,0,4,0,0,0,0,3,7,3,7,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,4,20
SAL10137,9,7,0,0,0,8,0,3,0,0,4,17,0,0,0,0,0,5,0,5,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,6,0,0,12,31
SAL10138,3,10,0,0,0,0,0,5,0,8,0,8,0,5,0,0,0,5,4,7,7,18,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,7,0,7,3,10,0,0,12,36
SAL10139,6,13,0,0,0,5,0,0,3,10,0,17,0,0,0,0,0,8,0,8,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,0,17,39
SAL10140,7,14,0,0,0,4,0,0,0,5,3,12,0,0,5,5,0,0,5,10,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,35
SAL10141,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10
SAL10142,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7
SAL10143,4,11,0,0,0,4,0,6,4,9,0,16,0,0,0,8,0,6,4,11,6,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,41
SAL10144,60,115,0,10,7,20,0,5,47,192,55,223,5,11,0,5,19,56,18,68,77,295,0,0,0,6,0,0,9,23,16,32,3,9,0,8,13,22,18,33,26,63,0,0,163,473
SAL10145,20,46,0,0,3,8,0,0,4,12,3,17,0,4,3,6,4,13,4,25,13,46,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,3,7,0,0,36,95
SAL10146,134,272,0,18,9,39,0,3,58,216,64,278,9,23,13,36,29,91,41,150,110,429,0,0,7,12,0,0,17,47,18,60,4,6,0,8,9,25,11,42,36,102,0,0,285,802
SAL10147,3,9,0,0,0,6,0,0,3,22,10,25,0,0,0,0,0,3,0,3,7,28,0,0,0,7,0,0,0,3,3,3,0,0,0,0,0,4,0,4,3,7,3,4,14,45
SAL10148,51,105,0,22,4,16,0,5,24,101,33,138,0,4,4,8,4,15,10,27,38,163,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,4,4,10,4,15,0,0,103,285
SAL10149,3,0,0,0,0,0,0,0,0,10,0,10,0,0,0,4,0,0,0,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,21
SAL10150,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,3,3,0,0,6,11
SAL10151,15,20,0,0,4,11,0,0,0,5,4,12,0,0,0,0,0,3,5,8,5,16,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,3,5,0,0,21,44
SAL10152,11,19,0,0,0,0,0,0,6,12,6,12,0,0,0,0,3,10,3,10,6,24,0,0,0,13,0,0,0,0,3,11,0,0,0,0,0,0,0,0,3,11,0,0,21,62
SAL10153,3,8,0,0,0,3,0,0,3,9,3,16,0,0,0,0,0,0,0,0,3,16,0,0,0,0,0,0,3,5,3,5,0,0,0,0,0,0,0,0,4,3,0,0,12,29
SAL10154,823,1657,12,51,111,492,12,34,686,2595,819,3165,51,199,129,446,108,336,283,977,1106,4145,0,0,31,87,6,8,111,265,142,363,19,56,67,136,80,180,161,378,312,738,27,59,2270,6593
SAL10155,248,495,5,30,93,413,4,24,308,1249,406,1710,31,124,114,406,82,261,229,792,635,2501,0,0,3,14,0,0,21,58,30,72,3,14,12,23,24,52,41,92,66,162,8,12,958,3179
SAL10156,624,1249,7,46,59,281,15,72,378,1504,460,1896,39,176,67,226,163,546,268,946,728,2838,4,16,15,50,8,33,81,212,111,311,5,23,31,62,125,272,165,353,271,661,12,28,1642,4775
SAL10157,5,4,0,0,0,0,0,0,0,10,0,10,0,6,0,0,0,0,0,6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,21
SAL10158,16,38,0,3,0,8,0,7,5,22,12,43,0,0,0,3,0,7,5,10,13,58,0,0,0,0,0,0,3,12,3,12,0,0,0,0,5,7,4,10,6,20,3,5,44,112
SAL10159,0,3,0,0,0,3,0,0,0,4,0,8,0,0,0,5,0,0,0,5,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,3,4,0,0,6,23
SAL10160,12,25,0,0,0,17,0,3,5,28,10,50,0,0,0,0,5,10,5,10,15,60,0,0,0,4,0,0,0,0,0,4,0,0,0,3,0,0,0,3,3,8,0,0,28,94
SAL10161,7,20,0,4,0,0,0,7,9,22,10,34,0,3,0,4,0,12,9,19,17,56,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,0,27,76
SAL10162,28,60,0,0,0,9,0,13,11,46,15,69,0,0,3,11,4,19,8,24,19,90,0,0,0,0,0,5,0,0,5,6,0,0,0,0,3,0,3,0,4,11,0,0,59,158
SAL10163,1194,2392,4,17,48,218,24,106,362,1380,436,1720,20,87,46,139,124,388,195,616,627,2335,12,41,33,89,12,59,185,466,235,652,8,24,39,76,237,526,286,624,523,1277,40,82,2379,6086
SAL10164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10165,1242,2466,4,43,102,428,3,15,814,2996,921,3478,40,170,138,477,112,345,294,990,1219,4464,5,21,20,58,0,10,150,316,172,393,13,40,49,99,118,251,180,388,359,786,41,76,2850,7792
SAL10166,263,524,0,22,21,100,0,11,104,398,133,531,6,24,33,107,24,65,62,196,194,729,0,0,3,19,0,0,20,43,23,57,4,11,7,17,16,31,26,61,49,117,5,8,507,1380
SAL10167,102,197,4,8,13,40,0,3,46,181,62,234,13,36,8,22,23,76,41,134,98,370,0,0,4,10,0,0,3,4,9,18,0,3,6,11,13,35,22,46,28,58,0,3,232,635
SAL10168,60,118,0,0,3,27,5,26,22,94,33,146,3,23,8,20,18,67,30,109,66,251,0,0,0,0,3,3,5,10,8,20,0,0,0,0,3,10,3,10,10,28,0,4,137,398
SAL10169,141,269,3,11,6,52,3,21,56,218,74,300,4,13,6,23,23,69,31,107,107,404,0,11,0,8,0,4,21,59,22,81,4,4,3,10,18,27,20,43,44,122,3,6,292,803
SAL10170,3,9,0,3,0,0,0,0,0,8,0,9,0,4,0,0,0,7,0,10,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,27
SAL10171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10172,24,46,0,0,5,21,0,0,7,32,14,53,0,0,0,0,4,10,4,10,15,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,113
SAL10173,0,4,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13
SAL10174,112,225,3,12,10,37,3,21,50,206,61,277,8,39,5,29,25,76,42,146,102,418,0,0,0,0,0,0,11,23,12,28,0,0,0,0,11,27,15,27,22,56,0,0,238,703
SAL10175,260,509,5,25,31,115,5,29,216,869,257,1036,8,37,31,91,48,147,86,275,341,1305,0,0,14,38,6,11,53,121,69,167,3,12,9,15,32,65,38,90,106,255,3,9,707,2081
SAL10176,7,19,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,3,0,3,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,26
SAL10177,18,32,0,0,0,3,0,0,8,36,8,44,0,0,5,13,0,5,5,23,15,64,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,7,0,7,4,16,0,0,39,113
SAL10178,572,1155,16,76,71,331,25,95,412,1634,516,2137,70,305,66,237,197,640,336,1179,849,3318,5,11,11,38,8,21,58,157,76,231,16,42,18,43,77,169,106,248,188,479,4,20,1615,4969
SAL10179,300,615,3,26,33,161,7,34,212,818,259,1045,34,160,25,91,99,341,162,587,422,1634,0,9,18,42,7,20,39,102,60,173,8,23,15,38,82,187,102,250,157,423,16,42,902,2708
SAL10180,70,143,0,0,0,7,0,3,31,107,33,118,0,0,3,12,0,10,7,17,41,137,0,0,0,0,0,0,11,16,11,16,0,3,0,5,6,10,12,19,16,32,7,8,133,324
SAL10181,2249,4661,88,522,348,1730,99,492,2384,9424,2915,12167,215,977,317,1141,793,2718,1330,4834,4246,17008,35,174,137,523,70,259,593,1675,834,2635,117,401,178,435,730,1695,1019,2525,1853,5162,226,498,8573,27329
SAL10182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10183,7,17,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,3,3,4,5,7,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,3,9,3,4,0,0,14,32
SAL10184,28,54,0,0,0,4,0,8,9,29,7,40,0,6,0,0,0,0,4,4,11,48,0,0,0,0,0,0,0,9,0,9,0,0,0,6,0,0,3,4,3,12,0,0,44,117
SAL10185,3,9,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18
SAL10186,2131,4264,27,148,138,629,61,261,806,3128,1027,4167,72,306,126,432,378,1225,580,1963,1605,6130,11,44,56,199,28,113,272,749,365,1109,26,87,87,191,391,851,505,1126,875,2236,74,159,4684,12787
SAL10187,4,4,0,0,0,3,0,0,0,4,3,4,0,0,0,0,0,6,0,6,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,5,11,5,11,0,0,6,23
SAL10188,142,288,0,4,26,108,3,3,50,190,74,307,6,32,22,73,24,71,49,179,125,486,0,0,0,0,0,5,15,36,13,40,0,0,8,13,6,16,19,30,28,71,10,15,304,859
SAL10189,18,36,0,0,0,0,0,0,4,18,4,18,0,0,0,0,0,5,0,5,9,22,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,3,0,3,3,0,0,22,59
SAL10190,0,9,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,5,0,0,3,12
SAL10191,83,173,0,0,14,55,0,11,28,122,48,192,0,7,0,7,16,35,21,53,60,247,0,10,4,6,0,4,10,34,16,53,0,4,4,6,9,28,14,32,29,90,6,0,177,515
SAL10192,37,85,0,0,0,4,0,0,9,24,9,26,0,0,0,0,3,15,3,15,15,38,0,0,0,0,0,0,5,8,5,8,0,3,0,0,0,3,4,7,4,11,0,0,61,140
SAL10193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10194,373,749,9,55,80,368,15,74,257,1069,367,1564,74,312,59,224,187,640,317,1174,689,2740,0,3,12,35,3,14,27,68,38,118,10,26,13,37,56,133,80,203,124,323,4,9,1179,3823
SAL10195,292,586,7,61,98,441,23,98,775,2987,896,3585,20,106,43,145,64,206,127,461,1019,4043,0,7,9,53,9,38,81,253,104,346,10,34,16,49,60,145,86,226,191,572,19,52,1523,5253
SAL10196,233,471,0,3,36,184,4,17,151,590,190,795,22,101,45,178,78,265,149,552,343,1343,0,5,9,23,0,0,16,37,25,62,10,22,11,33,42,91,58,145,84,211,11,20,666,2036
SAL10197,226,454,12,63,31,147,0,15,151,608,202,833,18,95,17,57,74,268,116,430,314,1263,3,10,12,31,3,6,29,69,41,118,8,19,7,15,54,127,69,164,108,276,17,32,653,2024
SAL10198,53,100,0,3,9,29,0,6,19,75,29,118,0,11,6,23,11,22,14,60,46,176,0,0,0,8,5,11,5,14,10,32,0,0,0,3,11,21,15,22,20,53,0,7,119,337
SAL10199,506,1015,16,118,63,297,20,101,257,1050,356,1565,37,156,22,72,135,459,196,684,555,2248,0,9,16,50,11,47,75,229,105,328,15,38,12,38,66,157,99,232,197,558,13,19,1264,3841
SAL10200,258,511,3,13,8,39,7,33,56,230,76,310,3,7,9,32,21,60,37,102,111,412,0,0,7,19,0,9,26,71,32,93,0,3,5,9,7,29,20,44,46,134,3,5,414,1066
SAL10201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10202,24,50,0,0,4,12,0,3,10,48,13,58,0,0,0,4,6,10,3,18,20,78,0,0,0,0,0,0,4,14,4,14,0,0,0,3,4,3,4,10,9,22,0,0,52,142
SAL10203,51,102,0,0,3,9,0,0,17,89,21,101,4,14,0,4,3,23,12,40,37,139,0,0,0,10,3,4,9,19,9,40,0,0,0,0,10,16,9,11,14,57,0,4,104,303
SAL10204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10205,182,371,0,14,18,81,14,60,111,418,140,568,14,54,13,40,70,219,94,311,237,880,0,4,4,12,5,31,27,73,38,119,4,13,4,5,38,81,45,97,83,224,12,20,514,1490
SAL10206,281,545,0,0,32,127,7,33,95,374,129,533,6,30,16,46,39,133,65,203,193,739,0,0,5,28,0,0,33,68,34,94,0,11,4,8,24,46,34,67,63,161,6,13,543,1456
SAL10207,192,373,0,0,7,45,4,22,43,172,60,237,0,6,6,21,11,36,19,62,76,297,0,5,5,5,0,0,26,70,30,82,4,3,3,6,27,61,32,63,63,151,6,18,339,844
SAL10208,637,1298,6,49,51,237,18,97,300,1173,382,1551,35,136,38,115,169,554,234,808,621,2364,7,15,34,127,28,104,145,405,218,651,19,61,33,69,187,428,240,560,455,1217,30,55,1739,4939
SAL10209,85,170,3,16,14,49,5,26,36,147,56,238,3,34,6,21,21,68,37,120,89,355,0,0,0,0,0,0,4,16,4,16,4,8,7,16,3,12,17,41,21,55,0,0,195,582
SAL10210,17,39,0,0,0,0,0,0,11,41,11,41,0,0,0,4,3,11,3,11,16,50,0,3,0,0,0,0,7,21,5,25,0,0,0,0,3,4,3,4,9,29,0,0,41,118
SAL10211,18,39,0,0,3,7,0,0,0,5,0,12,0,5,0,0,0,8,0,8,4,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,3,5,0,0,28,72
SAL10212,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL10213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10214,36,71,0,0,5,7,0,0,12,47,15,58,0,3,0,0,8,19,11,31,19,85,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,4,6,0,0,56,164
SAL10215,5,9,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16
SAL10216,5,11,0,8,0,8,0,0,0,4,3,14,0,0,0,0,0,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,23
SAL10217,64,123,0,0,3,7,5,10,22,79,22,100,0,0,0,4,11,36,15,42,40,143,0,0,0,6,0,0,3,6,3,15,0,0,3,3,9,22,9,21,17,35,5,10,118,307
SAL10218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10219,16,31,0,0,0,0,0,0,10,43,10,43,3,7,0,0,6,22,6,34,20,73,0,0,0,0,0,0,0,6,0,6,0,0,0,0,3,6,3,6,4,13,0,0,37,119
SAL10220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10221,19,35,0,5,0,7,0,0,11,32,9,48,0,0,4,8,3,7,3,19,13,64,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,37,103
SAL10222,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,4,0,4,3,10,0,0,0,0,0,0,4,3,4,3,0,0,0,0,0,0,0,0,4,3,0,0,3,18
SAL10223,208,417,0,19,21,89,10,30,72,282,106,419,5,23,17,49,25,74,48,143,151,568,0,0,7,24,0,9,27,87,37,121,0,3,3,13,25,63,31,73,73,199,7,6,436,1190
SAL10224,537,1103,52,285,149,788,50,250,583,2582,832,3918,101,461,82,282,290,1018,466,1761,1298,5676,18,81,41,176,24,74,165,542,243,874,36,130,41,96,193,464,270,694,510,1566,46,104,2387,8446
SAL10225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL10226,13,24,0,0,0,8,0,5,3,12,4,27,3,7,0,3,3,5,3,18,9,42,0,0,0,3,0,0,0,4,3,9,0,0,0,0,0,0,0,0,3,9,0,0,24,73
SAL10227,1298,2619,19,108,115,526,31,139,773,3124,943,3892,78,333,86,294,303,954,465,1581,1410,5469,9,44,54,179,26,96,220,601,316,925,18,65,46,118,272,586,339,764,656,1686,39,73,3397,9847
SAL10228,282,564,0,11,11,50,6,24,50,195,68,273,7,32,12,30,28,82,43,147,113,419,0,13,9,37,5,15,41,119,59,185,0,4,6,9,36,92,45,106,107,294,5,10,505,1287
SAL10229,181,368,0,3,0,4,4,12,47,168,52,188,4,8,4,11,10,32,14,50,67,245,3,9,0,3,4,5,40,102,47,120,0,3,7,15,30,73,37,89,81,212,10,28,341,841
SAL10230,3,13,0,0,0,0,0,0,0,5,0,5,0,0,0,3,0,5,0,4,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,11,27
SAL10231,768,1541,0,0,35,146,8,43,292,1088,334,1273,13,44,28,101,68,212,111,359,439,1636,5,20,17,54,9,26,157,386,187,483,10,39,28,59,122,259,162,357,353,844,47,95,1607,4110
SAL10232,183,361,5,23,10,49,7,34,44,183,70,288,7,23,8,21,16,55,32,101,96,390,0,0,0,8,0,8,24,87,33,104,0,0,4,9,17,45,25,46,51,150,5,13,339,915
SAL10233,3136,6330,52,285,595,2706,73,338,3491,13553,4215,16887,336,1435,586,2091,1025,3349,1943,6872,6158,23758,11,36,73,249,20,83,328,835,431,1205,78,268,157,362,523,1178,761,1807,1191,3011,87,185,10574,33285
SAL10234,35,72,0,0,3,12,0,0,23,78,23,89,0,7,3,6,11,21,14,37,35,133,0,0,0,0,0,0,3,19,3,19,3,13,0,0,6,8,6,22,12,36,0,0,78,241
SAL10235,144,276,0,0,10,37,0,0,42,160,49,201,0,9,8,25,21,54,28,85,82,283,0,0,0,0,0,0,11,28,11,28,0,0,0,0,8,11,8,11,20,47,4,5,241,612
SAL10236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10237,526,1050,3,17,44,198,3,21,163,664,218,897,39,163,68,226,108,343,215,730,431,1630,0,0,3,10,3,3,31,76,40,92,6,15,4,14,26,57,35,87,74,185,12,20,1041,2884
SAL10238,630,1283,12,60,130,586,29,148,594,2369,768,3158,91,398,156,557,237,801,486,1755,1251,4921,5,22,14,55,6,26,85,229,111,335,18,65,35,80,106,244,161,389,273,725,15,37,2176,6960
SAL10239,159,321,0,0,4,16,0,0,88,304,88,316,5,18,8,18,14,46,26,75,115,398,0,0,0,5,0,0,9,17,11,16,4,4,5,13,15,19,16,34,26,58,10,20,310,788
SAL10240,11,23,0,0,0,0,0,0,0,6,0,6,0,3,0,0,0,4,4,3,8,13,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,4,0,4,3,7,0,0,16,45
SAL10241,5,14,0,0,0,12,0,0,6,20,6,37,0,5,0,0,0,4,4,7,12,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,21,61
SAL10242,26,54,0,0,0,0,0,0,7,19,7,19,0,5,0,0,3,18,6,19,9,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,41,93
SAL10243,575,1177,27,161,207,963,33,169,773,3090,1044,4379,150,657,201,736,308,1049,662,2438,1703,6823,4,14,14,60,14,45,61,168,92,281,16,42,36,83,81,193,133,322,225,600,12,21,2515,8631
SAL10244,10,23,0,3,3,13,0,0,5,29,14,46,0,5,6,3,0,0,6,10,19,63,0,0,0,0,0,0,3,5,3,5,0,0,0,0,0,0,0,0,3,5,0,0,31,94
SAL10245,33,65,0,0,0,0,0,0,17,52,17,52,0,0,0,3,7,22,10,27,22,80,0,0,0,3,0,0,4,11,9,9,0,0,0,0,5,5,5,5,9,18,0,0,61,159
SAL10246,8,11,0,0,0,4,0,0,3,21,3,27,0,0,0,0,0,3,0,3,8,27,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,4,3,7,0,0,16,44
SAL10247,10,25,0,0,3,17,0,5,9,39,15,59,0,0,0,0,0,0,0,0,15,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,6,7,4,10,0,0,31,104
SAL10248,113,238,0,5,9,56,4,30,61,250,81,346,3,17,3,11,13,44,21,67,106,416,0,8,3,15,4,10,21,52,25,81,4,11,4,9,12,27,18,44,44,131,0,4,265,783
SAL10249,987,1962,16,80,211,947,9,51,782,3119,1022,4195,104,447,246,901,280,918,634,2262,1654,6463,6,6,24,68,7,26,74,182,100,280,17,54,46,116,96,213,159,378,258,661,17,41,2917,9130
SAL10250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10251,42,78,0,8,6,30,0,3,24,81,27,128,0,6,4,9,8,29,13,42,39,166,0,6,0,0,0,0,10,19,5,25,0,0,0,0,7,21,9,18,14,46,3,9,101,295
SAL10252,0,0,0,0,0,0,0,0,4,18,4,18,0,0,0,0,0,0,0,0,7,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,23
