SAL_CODE_2021,P_85ov_DNPCC,P_85ov_UCC_NS,P_85ov_Total,P_Tot_CF_Own_CCO,P_Tot_CF_Oth_CCO,P_Tot_CF_Own_CC_Oth_CC,P_Tot_CF_Total,P_Tot_DNPCC,P_Tot_UCC_NS,P_Tot_Total
SAL11031,0,0,0,17,12,0,29,65,11,107
SAL11032,8,0,8,36,17,5,63,235,36,328
SAL11033,5,0,5,5,4,0,10,45,5,65
SAL11034,0,0,0,0,4,0,4,4,0,6
SAL11035,0,0,0,0,0,0,0,3,0,3
SAL11036,219,23,242,916,334,28,1279,3764,573,5616
SAL11037,4,3,7,15,3,0,19,109,26,157
SAL11038,11,9,16,44,18,3,61,513,59,642
SAL11039,0,0,0,0,0,0,0,3,8,7
SAL11040,0,0,0,0,0,0,0,7,7,12
SAL11041,14,0,15,101,49,4,144,387,82,612
SAL11042,0,0,0,0,0,0,0,12,10,19
SAL11043,126,53,180,399,173,20,591,1849,465,2905
SAL11044,61,0,65,322,137,10,472,1311,300,2081
SAL11045,0,0,0,0,0,0,0,0,0,0
SAL11046,4,0,4,47,23,0,72,158,21,249
SAL11047,7,3,11,84,43,3,133,330,40,513
SAL11048,0,0,3,28,8,0,36,94,17,143
SAL11049,4,0,7,64,20,4,88,221,32,339
SAL11050,0,0,0,0,0,0,0,4,0,9
SAL11051,0,0,0,66,30,3,103,258,56,410
SAL11052,308,25,334,1269,288,38,1595,3831,237,5667
SAL11053,243,25,271,882,439,43,1357,3979,400,5737
SAL11054,3,0,7,25,5,0,31,49,3,84
SAL11055,4,0,4,17,5,0,22,81,14,115
SAL11056,23,0,26,562,133,15,709,1477,66,2254
SAL11057,0,0,0,22,4,0,29,52,20,95
SAL11058,3,0,4,3,0,0,3,56,10,67
SAL11059,0,0,0,9,0,0,9,22,18,49
SAL11060,3,0,3,34,17,3,55,193,25,274
SAL11061,0,0,0,4,0,0,4,3,0,9
SAL11062,0,0,0,0,0,0,0,4,0,9
SAL11063,41,6,51,149,67,0,218,742,195,1153
SAL11064,5,0,5,17,7,0,26,96,21,145
SAL11065,3,4,3,136,47,8,188,420,57,667
SAL11066,0,0,0,0,0,0,0,4,0,4
SAL11067,0,0,0,4,0,0,3,16,0,22
SAL11068,3,0,3,18,9,0,34,106,0,139
SAL11069,0,0,0,0,0,0,0,0,0,0
SAL11070,45,7,50,812,281,15,1111,2499,84,3693
SAL11071,0,0,0,7,4,0,6,27,4,35
SAL11072,0,0,0,19,6,0,26,46,21,96
SAL11073,15,0,15,264,93,31,386,983,81,1453
SAL11074,0,0,0,10,5,0,16,38,0,53
SAL11075,194,12,210,762,279,25,1069,3633,178,4873
SAL11076,0,0,0,53,27,0,83,189,30,301
SAL11077,0,0,0,4,0,0,11,45,0,53
SAL11078,0,0,0,4,5,0,8,32,0,37
SAL11079,4,0,4,9,6,0,11,21,4,41
SAL11080,217,31,251,668,336,25,1030,3433,319,4785
SAL11081,0,0,0,0,0,0,0,0,0,0
SAL11082,238,36,272,1159,282,18,1456,4131,214,5799
SAL11083,0,0,0,0,0,0,0,0,0,3
SAL11084,0,0,0,0,0,0,0,24,0,23
SAL11085,0,0,0,7,10,0,16,51,10,77
SAL11086,3,0,3,4,10,0,14,64,22,97
SAL11087,0,0,0,4,6,0,7,14,0,20
SAL11088,0,0,0,4,0,0,4,25,0,29
SAL11089,0,0,5,0,0,0,0,30,5,33
SAL11090,0,0,0,19,8,4,22,44,11,80
SAL11091,0,0,0,4,6,0,12,14,0,22
SAL11092,0,0,0,0,0,0,0,3,0,5
SAL11093,0,0,0,45,19,3,68,147,15,231
SAL11094,17,0,17,167,63,7,234,543,63,844
SAL11095,3,0,3,10,0,0,14,30,7,48
SAL11096,0,0,0,6,0,0,6,14,0,11
SAL11097,5,0,6,131,9,6,139,359,8,506
SAL11098,0,0,0,13,5,0,13,65,6,78
SAL11099,342,31,378,1356,571,60,1983,5730,652,8354
SAL11100,0,0,0,12,3,0,18,34,7,55
SAL11101,0,0,0,3,0,0,8,9,0,13
SAL11102,4,0,5,49,27,0,79,172,42,292
SAL11103,0,0,0,24,7,0,29,140,23,189
SAL11104,0,0,0,4,0,0,4,28,0,26
SAL11105,90,0,94,3089,699,84,3868,7691,599,12157
SAL11106,0,0,0,0,0,0,0,3,0,3
SAL11107,3,0,4,9,4,0,12,75,5,97
SAL11108,0,0,0,0,0,0,0,9,8,14
SAL11109,4,0,4,3,0,0,7,38,9,49
SAL11110,0,0,0,6,0,0,6,24,7,35
SAL11111,0,0,0,0,0,0,0,3,0,3
SAL11112,0,0,0,4,4,0,6,20,7,37
SAL11113,182,32,219,1925,315,21,2260,6932,379,9576
SAL11114,42,0,48,314,93,0,411,1500,74,1986
SAL11115,22,3,26,200,96,10,310,966,103,1381
SAL11116,80,8,87,780,230,25,1027,2861,228,4118
SAL11117,44,7,52,305,71,4,373,1259,116,1747
SAL11118,0,0,0,5,6,0,6,24,4,31
SAL11119,192,25,217,1711,273,28,2010,4088,255,6357
SAL11120,450,103,559,2392,960,45,3397,11507,867,15767
SAL11121,0,0,0,10,0,0,16,26,0,41
SAL11122,3,0,3,21,16,0,32,102,5,148
SAL11123,0,0,0,8,4,0,14,45,4,64
SAL11124,112,19,134,319,157,15,495,1628,162,2283
SAL11125,0,0,0,25,5,0,30,48,6,78
SAL11126,0,0,0,17,7,5,24,41,15,84
SAL11127,0,0,0,3,0,0,4,6,3,13
SAL11128,10,0,8,113,39,9,164,283,25,473
SAL11129,17,0,17,147,46,3,195,288,9,489
SAL11130,0,0,0,0,0,0,0,6,0,6
SAL11131,5,0,5,3,8,0,13,55,8,73
SAL11132,42,3,47,848,115,8,972,3155,171,4301
SAL11133,0,0,0,17,3,0,20,44,0,62
SAL11134,0,0,0,0,0,0,0,0,0,0
SAL11135,333,115,453,1879,291,22,2191,6405,462,9063
SAL11136,230,18,245,1925,290,31,2244,6394,376,9014
SAL11137,0,0,0,3,12,0,15,31,8,50
SAL11138,0,0,0,4,0,0,3,9,14,27
SAL11139,4,0,4,34,18,0,51,138,19,206
SAL11140,0,0,0,0,0,0,3,14,0,22
SAL11141,9,0,11,99,40,7,145,300,24,467
SAL11142,0,0,0,13,3,0,18,38,6,55
SAL11143,0,0,0,7,0,0,6,18,0,21
SAL11144,16,5,14,167,81,15,266,436,47,745
SAL11145,6,0,6,51,21,0,71,166,28,268
SAL11146,4,0,5,33,15,0,48,176,26,251
SAL11147,124,7,132,339,171,20,529,1929,108,2566
SAL11148,32,0,30,227,97,14,346,742,87,1168
SAL11149,3,0,3,21,9,0,28,98,12,140
SAL11150,0,0,0,15,6,0,17,16,0,37
SAL11151,0,0,0,0,0,0,0,8,0,10
SAL11152,0,0,0,7,3,0,10,22,4,34
SAL11153,0,0,0,7,0,0,7,4,0,6
SAL11154,0,0,0,4,0,0,5,13,0,20
SAL11155,8,5,14,470,112,16,595,1027,84,1702
SAL11156,0,0,0,4,0,0,4,7,0,15
SAL11157,3,0,3,37,12,0,55,86,34,169
SAL11158,0,0,0,0,0,0,0,0,0,3
SAL11159,0,0,0,20,5,0,19,143,18,182
SAL11160,9,0,9,78,29,5,106,239,30,382
SAL11161,0,0,0,5,0,0,5,8,0,15
SAL11162,76,19,95,286,122,15,421,1114,134,1672
SAL11163,0,0,0,6,3,0,11,19,0,33
SAL11164,5,0,5,3,6,0,10,101,0,110
SAL11165,6,0,10,22,8,0,24,95,11,139
SAL11166,0,0,0,6,0,0,9,3,3,15
SAL11167,0,0,0,22,13,0,42,52,10,105
SAL11168,33,4,40,487,73,12,572,1229,76,1879
SAL11169,0,0,0,3,0,0,3,10,8,23
SAL11170,12,4,15,127,32,4,161,416,45,614
SAL11171,9,0,7,85,30,0,113,216,72,395
SAL11172,0,0,0,3,0,0,7,31,4,40
SAL11173,6,0,6,69,12,0,86,167,27,277
SAL11174,0,0,0,0,0,0,0,0,0,0
SAL11175,5,0,5,25,18,3,42,141,11,187
SAL11176,26,0,27,1308,184,20,1514,2471,131,4117
SAL11177,20,3,22,44,31,4,75,337,26,437
SAL11178,7,0,5,29,9,0,42,91,14,149
SAL11179,0,0,0,34,15,0,53,91,9,152
SAL11180,0,0,0,4,0,0,7,54,0,64
SAL11181,0,0,0,0,0,0,0,8,0,8
SAL11182,0,0,0,5,0,0,5,37,22,61
SAL11183,0,0,0,6,6,0,10,15,0,30
SAL11184,0,0,0,6,0,0,11,48,4,58
SAL11185,0,0,0,3,0,0,3,17,9,31
SAL11186,26,49,73,109,37,0,145,722,156,1024
SAL11187,0,0,0,0,4,3,5,23,6,36
SAL11188,0,0,0,5,0,0,0,12,0,14
SAL11189,4,5,9,27,9,0,37,95,25,159
SAL11190,39,7,45,66,35,0,107,465,65,638
SAL11191,4,0,4,49,13,3,69,121,15,208
SAL11192,154,44,197,252,100,5,360,1335,194,1889
SAL11193,0,0,0,0,0,0,3,0,0,6
SAL11194,0,0,0,7,0,0,4,33,7,44
SAL11195,4,0,5,32,9,0,45,122,18,188
SAL11196,5,0,5,32,16,0,42,137,4,189
SAL11197,0,0,0,16,6,0,29,58,0,83
SAL11198,0,0,0,5,0,0,5,22,0,34
SAL11199,0,0,0,8,3,0,15,28,14,56
SAL11200,0,0,0,47,22,0,65,195,9,269
SAL11201,5,0,5,13,7,0,28,72,3,100
SAL11202,0,0,0,0,0,0,5,0,0,4
SAL11203,270,31,303,1882,546,40,2468,6121,371,8956
SAL11204,8,0,8,64,22,0,84,257,47,391
SAL11205,0,0,0,13,4,0,21,26,5,45
SAL11206,4,0,4,21,14,3,41,148,30,210
SAL11207,9,0,10,26,19,7,51,239,98,384
SAL11208,0,0,0,7,10,0,17,61,0,78
SAL11209,0,0,0,0,0,0,6,24,3,37
SAL11210,3,0,3,11,11,0,26,59,0,80
SAL11211,0,0,0,40,18,5,55,99,36,192
SAL11212,149,18,169,476,165,7,649,2670,238,3553
SAL11213,87,14,96,669,169,5,844,8388,827,10058
SAL11214,5,0,13,62,20,3,93,202,15,306
SAL11215,11,0,9,161,45,0,202,2104,156,2467
SAL11216,10,5,10,134,38,12,185,587,103,872
SAL11217,0,0,0,0,0,0,4,21,4,28
SAL11218,0,0,0,19,0,0,19,41,7,67
SAL11219,0,0,0,16,10,0,26,53,7,86
SAL11220,8,0,8,147,53,14,205,397,13,615
SAL11221,26,0,26,587,95,3,685,1470,29,2183
SAL11222,0,0,0,4,0,0,9,18,0,29
SAL11223,119,19,143,396,116,13,523,1538,90,2145
SAL11224,4,0,4,35,14,0,52,297,12,363
SAL11225,0,0,0,10,10,0,18,50,7,75
SAL11226,80,4,86,515,87,10,604,1758,170,2534
SAL11227,0,0,0,0,0,0,3,24,0,25
SAL11228,0,0,0,0,0,0,0,5,0,5
SAL11229,326,27,355,4070,586,52,4712,14238,900,19850
SAL11230,0,0,0,5,0,0,5,0,0,3
SAL11231,0,0,4,12,10,0,18,53,10,81
SAL11232,0,0,0,5,0,0,5,11,0,16
SAL11233,11,3,13,46,14,0,56,298,51,412
SAL11234,3,0,3,27,3,0,30,62,8,100
SAL11235,10,0,14,32,16,0,54,179,15,248
SAL11236,12,5,14,82,22,3,107,294,95,491
SAL11237,67,4,72,2027,218,22,2269,4334,262,6867
SAL11238,66,3,66,64,24,3,86,454,27,570
SAL11239,249,30,280,877,419,62,1364,4197,628,6190
SAL11240,77,10,86,697,144,14,849,2181,74,3102
SAL11241,56,9,61,497,79,0,571,1183,62,1820
SAL11242,14,0,14,207,39,0,247,503,13,762
SAL11243,50,6,59,272,83,10,367,1014,110,1486
SAL11244,0,0,0,6,0,0,6,14,4,24
SAL11245,0,0,0,11,0,0,10,11,5,29
SAL11246,0,0,0,0,0,0,0,0,0,0
SAL11247,0,0,0,4,3,0,8,34,4,44
SAL11248,0,0,0,0,0,0,0,10,0,10
SAL11249,0,0,0,0,0,0,3,11,0,11
SAL11250,23,0,22,401,98,10,504,1472,177,2150
SAL11251,0,0,0,9,0,0,9,24,0,30
SAL11252,0,0,0,10,4,0,13,11,4,26
SAL11253,13,5,12,140,65,15,214,568,51,829
SAL11254,0,0,0,0,0,0,0,8,0,7
SAL11255,0,0,0,9,0,0,9,23,24,54
SAL11256,0,0,0,0,4,0,4,12,0,13
SAL11257,0,0,0,9,8,0,20,47,11,78
SAL11258,0,0,0,4,3,0,9,21,4,32
SAL11259,0,0,0,8,0,0,11,11,0,19
SAL11260,0,0,0,0,0,0,0,0,0,0
SAL11261,0,0,0,9,0,0,12,19,5,42
SAL11262,0,0,0,12,0,0,17,46,3,69
SAL11263,0,0,0,16,3,6,16,59,6,79
SAL11264,0,0,0,16,5,0,24,59,6,89
SAL11265,0,0,0,13,3,0,15,32,6,50
SAL11266,0,0,0,0,3,0,3,19,6,25
SAL11267,0,0,0,0,0,0,0,0,4,11
SAL11268,11,0,11,116,29,0,146,402,25,570
SAL11269,29,9,33,227,46,9,280,1020,108,1415
SAL11270,0,0,0,12,3,0,8,47,0,62
SAL11271,6,0,6,51,20,4,74,204,17,292
SAL11272,0,0,0,9,15,0,28,81,5,110
SAL11273,0,0,0,0,5,0,5,20,8,27
SAL11274,11,0,10,90,64,3,160,401,42,604
SAL11275,0,3,0,11,6,0,16,52,10,77
SAL11276,17,3,17,21,18,4,35,219,12,268
SAL11277,149,16,164,1944,420,35,2396,7741,858,11002
SAL11278,0,0,0,54,7,0,65,207,14,286
SAL11279,38,8,48,203,99,9,319,1082,101,1497
SAL11280,59,3,61,131,60,8,203,769,63,1036
SAL11281,3,0,3,6,10,0,10,61,9,83
SAL11282,4,0,4,16,15,3,30,100,16,142
SAL11283,129,19,144,689,151,13,853,3091,191,4126
SAL11284,5,0,5,25,11,0,38,87,8,134
SAL11285,18,0,18,249,80,6,329,746,44,1120
SAL11286,64,4,67,797,188,11,998,2108,114,3220
SAL11287,0,0,0,17,4,0,21,69,8,99
SAL11288,7,0,7,44,27,0,69,158,14,244
SAL11289,36,6,41,8,11,0,23,314,37,370
SAL11290,0,0,0,7,5,0,13,17,0,30
SAL11291,0,0,0,0,0,0,0,0,0,0
SAL11292,4,0,4,15,5,0,22,157,48,222
SAL11293,0,0,0,6,4,0,12,60,14,82
SAL11294,0,0,0,0,0,0,4,11,0,24
SAL11295,0,0,0,6,12,0,15,39,0,55
SAL11296,291,107,406,2116,372,18,2507,7105,521,10129
SAL11297,0,0,0,8,0,0,16,22,0,39
SAL11298,0,0,0,0,4,0,3,26,3,35
SAL11299,797,126,938,7017,2571,310,9894,21191,3083,34168
SAL11300,0,0,0,5,5,0,4,29,9,43
SAL11301,0,0,0,13,10,0,22,58,0,82
SAL11302,0,0,0,14,0,0,9,17,4,32
SAL11303,51,0,56,532,198,7,743,1144,52,1945
SAL11304,5,0,5,95,17,0,115,286,14,416
SAL11305,0,3,3,15,10,0,28,82,18,130
SAL11306,207,74,281,2265,299,30,2591,8737,736,12069
SAL11307,4,0,4,6,4,0,16,90,14,113
SAL11308,0,0,0,16,4,0,17,35,5,63
SAL11309,0,0,0,12,0,0,11,45,0,60
SAL11310,0,0,0,9,0,0,10,14,5,25
SAL11311,0,0,0,0,0,0,0,0,0,0
SAL11312,6,0,12,58,24,0,82,199,17,296
SAL11313,24,7,31,73,75,0,152,735,42,932
SAL11314,0,0,0,10,0,0,11,39,5,59
SAL11315,69,3,74,961,133,0,1097,2800,142,4037
SAL11316,65,6,76,1110,158,4,1277,3148,290,4721
SAL11317,4,0,0,20,10,0,30,98,6,129
SAL11318,0,0,0,16,7,3,23,61,13,97
SAL11319,34,4,46,139,37,4,180,646,95,924
SAL11320,0,0,0,7,8,0,12,26,0,44
SAL11321,0,0,0,29,19,0,49,119,18,191
SAL11322,0,0,0,4,0,0,4,0,0,4
SAL11323,90,0,95,244,124,20,390,1229,71,1690
SAL11324,3,0,3,55,21,7,81,192,15,293
SAL11325,6,0,6,6,0,0,6,28,5,39
SAL11326,5,3,9,60,21,0,78,159,11,248
SAL11327,0,0,0,19,15,0,31,73,19,120
SAL11328,7,0,9,151,40,0,190,375,85,655
SAL11329,0,0,0,97,50,3,153,295,31,478
SAL11330,0,0,0,0,0,0,0,13,3,13
SAL11331,254,42,300,1365,320,15,1701,4548,278,6529
SAL11332,0,0,0,0,0,0,0,0,0,0
SAL11333,3,0,5,39,19,0,65,117,9,197
SAL11334,3,0,3,39,15,0,54,118,13,185
SAL11335,4,0,6,65,34,9,107,262,15,383
SAL11336,3,0,3,4,10,0,14,45,4,65
SAL11337,3,0,3,21,8,0,36,47,7,87
SAL11338,0,0,0,5,0,0,8,33,10,47
SAL11339,0,0,0,13,7,0,18,51,7,80
SAL11340,0,0,0,0,0,0,0,0,0,0
SAL11341,9,0,8,40,24,0,64,208,16,295
SAL11342,0,0,0,13,0,0,17,73,11,100
SAL11343,0,0,0,25,11,0,38,26,4,69
SAL11344,38,3,39,888,223,20,1140,3209,275,4613
SAL11345,4,0,4,26,26,0,57,104,11,174
SAL11346,538,89,629,3122,547,30,3707,10613,728,15047
SAL11347,208,18,226,1006,368,35,1407,3520,227,5160
SAL11348,141,15,157,903,346,34,1285,3422,262,4961
SAL11349,9,6,15,417,96,5,515,817,75,1404
SAL11350,3,0,3,32,9,0,47,129,10,185
SAL11351,77,9,78,587,194,19,798,1884,143,2822
SAL11352,151,18,170,696,184,20,905,2581,201,3685
SAL11353,7,4,6,56,23,5,80,166,23,271
SAL11354,66,0,67,539,105,10,655,2051,114,2823
SAL11355,13,0,10,189,52,5,251,556,63,866
SAL11356,0,0,0,14,5,0,17,52,6,75
SAL11357,35,3,43,186,82,10,277,719,85,1079
SAL11358,64,0,65,566,89,4,661,1630,63,2354
SAL11359,13,0,13,428,104,10,546,1189,42,1780
SAL11360,131,7,141,785,128,11,924,1927,72,2923
SAL11361,128,45,173,717,274,47,1037,2744,355,4143
SAL11362,0,0,0,9,9,0,16,60,8,87
SAL11363,283,64,345,1907,744,62,2717,6556,545,9823
SAL11364,80,5,86,523,96,4,625,1352,49,2021
SAL11365,5,0,5,54,32,0,90,186,14,285
SAL11366,118,51,167,852,325,28,1202,2948,239,4396
SAL11367,5,0,4,25,15,0,43,129,10,180
SAL11368,0,5,4,40,14,6,63,180,13,256
SAL11369,11,0,11,134,29,0,167,444,62,667
SAL11370,40,4,38,671,68,7,750,2415,293,3461
SAL11371,130,20,148,984,146,12,1139,3851,353,5345
SAL11372,372,36,412,3365,520,32,3914,11136,704,15757
SAL11373,4,0,4,27,12,0,46,124,7,173
SAL11374,7,0,6,195,48,8,254,564,43,860
SAL11375,3,0,3,26,11,0,36,73,14,124
SAL11376,0,0,0,4,0,0,4,19,3,27
SAL11377,0,0,0,0,0,0,0,0,0,4
SAL11378,101,37,136,350,194,21,568,1965,291,2816
SAL11379,0,0,0,8,9,0,20,91,11,127
SAL11380,125,42,163,1343,293,22,1657,6400,444,8503
SAL11381,0,0,0,10,4,0,14,40,13,61
SAL11382,93,36,126,307,64,3,380,1680,159,2217
SAL11383,4,3,6,19,3,0,19,41,16,75
SAL11384,192,26,217,1011,417,51,1478,3500,272,5251
SAL11385,4,0,5,9,10,0,18,71,10,102
SAL11386,33,0,36,2871,308,28,3209,5080,538,8822
SAL11387,0,0,0,0,0,0,0,0,0,0
SAL11388,0,0,0,0,5,0,4,9,4,12
SAL11389,30,0,30,647,211,36,889,1291,81,2252
SAL11390,0,0,0,0,0,0,0,3,0,3
SAL11391,4,0,6,21,8,4,33,102,12,149
SAL11392,83,7,91,1042,182,19,1234,2261,81,3576
SAL11393,0,0,0,11,3,0,13,5,0,15
SAL11394,86,8,96,1753,289,45,2084,3632,222,5944
SAL11395,0,0,0,24,13,0,35,66,9,113
SAL11396,160,7,171,1178,530,43,1742,3375,126,5245
SAL11397,261,12,279,1020,348,24,1396,3471,169,5040
SAL11398,149,54,206,265,104,3,373,3965,348,4687
SAL11399,0,0,0,45,16,0,59,132,19,212
SAL11400,17,0,13,730,44,5,777,1405,80,2258
SAL11401,15,0,15,242,92,8,341,635,54,1033
SAL11402,6,0,4,32,26,0,57,217,19,288
SAL11403,0,0,4,38,15,4,60,162,45,263
SAL11404,3,0,3,20,11,5,28,82,20,137
SAL11405,0,0,0,8,0,0,11,16,0,29
SAL11406,0,0,0,8,6,0,10,20,14,42
SAL11407,0,0,0,17,0,0,17,78,11,103
SAL11408,11,0,11,153,57,0,211,443,24,681
SAL11409,3,0,7,23,4,0,24,84,4,113
SAL11410,0,0,0,20,9,0,35,91,6,127
SAL11411,0,0,0,59,57,25,136,110,16,267
SAL11412,0,0,5,56,25,0,76,182,21,278
SAL11413,0,0,0,15,8,0,21,51,5,75
SAL11414,25,0,28,523,151,21,693,1285,112,2086
SAL11415,0,0,0,24,10,0,34,64,11,108
SAL11416,20,0,20,295,78,10,388,1135,195,1715
SAL11417,22,3,25,48,24,0,69,331,53,453
SAL11418,34,0,38,493,94,16,596,1330,90,2013
SAL11419,4,0,4,19,7,0,27,135,7,167
SAL11420,23,3,31,620,139,8,772,1735,68,2576
SAL11421,192,23,217,1413,345,32,1796,4465,355,6619
SAL11422,0,0,0,25,5,0,31,81,13,125
SAL11423,0,0,0,0,0,0,0,0,0,0
SAL11424,74,0,71,447,69,3,518,1887,134,2544
SAL11425,259,82,341,3889,778,48,4719,8695,406,13815
SAL11426,4,0,4,60,12,3,77,200,8,282
SAL11427,4,0,4,6,0,0,6,25,0,28
SAL11428,33,6,37,500,45,0,545,2689,212,3449
SAL11429,0,0,0,13,4,0,17,63,57,136
SAL11430,0,0,0,0,0,0,0,0,0,0
SAL11431,491,39,529,6062,786,46,6898,16230,825,23951
SAL11432,3,0,3,21,18,7,44,151,4,199
SAL11433,0,0,0,6,0,0,6,13,0,17
SAL11434,0,0,0,6,0,0,6,8,0,22
SAL11435,0,0,0,10,0,0,6,21,3,27
SAL11436,384,339,725,614,176,9,791,3056,719,4566
SAL11437,6,0,6,92,34,4,127,220,8,361
SAL11438,206,28,231,2350,322,17,2692,6908,635,10235
SAL11439,5,0,5,93,46,7,144,391,17,551
SAL11440,0,0,0,3,0,0,3,25,4,33
SAL11441,38,3,42,1077,305,14,1396,3657,211,5270
SAL11442,33,7,37,1309,140,19,1468,6797,344,8607
SAL11443,0,0,0,22,3,0,25,56,0,79
SAL11444,7,0,15,498,103,8,608,1363,79,2056
SAL11445,0,0,0,0,0,0,0,0,0,0
SAL11446,0,0,0,20,5,0,22,55,4,84
SAL11447,99,64,164,430,119,13,564,1286,187,2041
SAL11448,204,26,225,630,188,17,838,3345,312,4499
SAL11449,0,0,0,13,0,0,15,44,12,69
SAL11450,0,0,0,0,0,0,0,0,0,0
SAL11451,0,0,0,19,7,0,28,81,11,120
SAL11452,0,0,0,20,4,0,24,68,11,102
SAL11453,0,0,0,3,0,0,3,13,0,19
SAL11454,0,0,0,20,12,0,29,73,3,111
SAL11455,0,0,0,25,7,0,36,87,17,141
SAL11456,0,0,0,0,0,0,0,19,5,29
SAL11457,29,7,34,92,43,6,138,467,99,709
SAL11458,6,0,3,9,4,0,15,48,20,80
SAL11459,3,3,6,50,20,4,73,181,51,310
SAL11460,0,0,0,20,14,0,37,93,15,141
SAL11461,0,0,0,51,24,8,75,210,36,324
SAL11462,0,0,0,29,8,4,44,108,7,161
SAL11463,0,0,4,39,8,0,55,185,62,307
SAL11464,4,0,4,47,14,0,64,188,54,302
SAL11465,0,0,0,15,0,0,15,17,0,32
SAL11466,0,0,0,7,3,0,14,44,9,68
SAL11467,0,0,0,52,16,4,69,207,20,292
SAL11468,0,0,0,14,12,0,24,31,0,61
SAL11469,0,0,0,15,4,0,19,38,4,60
SAL11470,7,0,7,32,13,0,45,93,6,149
SAL11471,3,4,8,106,32,4,144,376,123,650
SAL11472,107,23,132,322,164,22,507,1741,235,2484
SAL11473,6,0,3,23,19,3,40,82,9,132
SAL11474,0,0,0,63,11,0,78,405,34,514
SAL11475,4,0,10,37,19,3,60,120,7,190
SAL11476,0,0,0,0,3,0,3,46,7,53
SAL11477,11,3,14,175,55,7,236,510,112,862
SAL11478,15,0,16,150,41,8,201,662,35,897
SAL11479,11,7,16,94,40,4,135,432,56,626
SAL11480,323,37,365,2024,284,25,2336,11792,1329,15460
SAL11481,79,46,124,661,124,10,804,2924,460,4188
SAL11482,148,16,161,973,141,7,1116,5085,422,6631
SAL11483,163,19,176,1674,240,23,1939,7685,730,10356
SAL11484,0,0,0,11,0,0,15,13,0,29
SAL11485,93,3,102,1180,230,17,1422,3478,186,5083
SAL11486,16,0,14,56,46,0,98,230,10,339
SAL11487,211,20,230,1077,283,24,1382,4599,410,6392
SAL11488,0,0,0,5,0,0,3,9,5,23
SAL11489,0,0,0,6,10,0,18,20,0,35
SAL11490,15,0,12,123,78,9,210,521,60,797
SAL11491,4,0,4,15,11,0,25,157,11,194
SAL11492,0,0,0,11,0,0,11,3,0,9
SAL11493,4,0,8,98,38,0,134,280,51,468
SAL11494,46,67,117,792,215,17,1031,2126,207,3365
SAL11495,0,0,0,5,4,0,10,10,0,18
SAL11496,0,0,3,18,0,0,18,81,15,114
SAL11497,0,0,0,0,0,0,0,18,0,21
SAL11498,7,0,7,76,58,0,129,355,20,506
SAL11499,53,5,53,823,185,16,1023,2165,96,3278
SAL11500,8,0,8,13,4,0,17,69,13,92
SAL11501,3,0,3,26,5,0,33,83,5,118
SAL11502,5,0,9,114,28,3,147,435,79,663
SAL11503,37,11,47,261,109,7,374,1054,90,1520
SAL11504,84,17,97,722,214,18,956,2100,195,3247
SAL11505,0,0,0,6,8,0,10,27,0,42
SAL11506,0,0,0,0,0,0,0,5,0,7
SAL11507,0,0,0,6,0,0,10,20,0,34
SAL11508,0,0,6,16,13,0,29,73,12,106
SAL11509,0,0,0,21,6,0,24,75,7,112
SAL11510,23,5,26,143,29,0,171,615,42,829
SAL11511,0,0,0,48,18,0,69,168,13,245
SAL11512,4,0,3,74,31,4,108,212,42,367
SAL11513,3,0,3,7,0,0,6,24,10,45
SAL11514,0,0,0,45,25,3,65,131,18,220
SAL11515,0,0,0,18,7,3,27,44,7,80
SAL11516,6,0,6,40,3,4,48,130,35,206
SAL11517,0,0,0,25,13,0,36,62,10,97
SAL11518,269,59,322,2377,562,42,2980,6590,344,9916
SAL11519,0,0,0,6,4,0,9,15,9,34
SAL11520,0,0,0,5,3,0,3,16,4,25
SAL11521,80,29,110,133,99,3,233,1105,121,1463
SAL11522,13,0,13,90,38,8,133,350,32,516
SAL11523,97,13,109,294,122,16,432,1378,253,2065
SAL11524,0,0,0,38,7,0,38,159,8,213
SAL11525,4,0,4,4,3,0,9,57,3,71
SAL11526,5,0,5,78,17,0,97,276,28,404
SAL11527,4,0,4,6,5,3,12,104,10,129
SAL11528,0,0,0,10,6,0,14,25,0,40
SAL11529,20,7,29,135,90,3,228,683,43,957
SAL11530,0,0,0,3,0,0,7,15,0,25
SAL11531,0,0,0,5,0,0,5,6,0,10
SAL11532,3,0,3,37,15,0,53,123,8,188
SAL11533,224,25,249,1935,269,15,2224,5518,331,8073
SAL11534,0,0,0,4,0,0,4,13,0,15
SAL11535,0,0,0,0,0,0,0,19,0,21
SAL11536,11,4,16,1961,308,55,2324,3323,176,5822
SAL11537,49,6,60,1484,348,27,1863,3483,194,5545
SAL11538,20,0,23,346,109,7,469,946,27,1436
SAL11539,234,26,266,1124,443,69,1640,4339,595,6568
SAL11540,0,0,0,5,5,0,14,32,6,56
SAL11541,0,0,0,3,0,0,3,11,0,16
SAL11542,0,0,0,29,9,0,36,105,12,149
SAL11543,0,0,0,4,0,0,4,21,0,27
SAL11544,3,0,3,11,0,0,15,46,12,71
SAL11545,0,0,0,15,0,0,15,38,0,51
SAL11546,0,0,0,17,7,0,28,69,0,97
SAL11547,13,0,13,525,115,19,661,1464,299,2422
SAL11548,0,0,0,0,0,0,0,0,0,0
SAL11549,21,3,26,743,95,11,853,3331,164,4346
