SAL_CODE_2021,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_or_lt_rail_M,One_met_Tram_or_lt_rail_F,One_met_Tram_or_lt_rail_P,One_met_Taxi_or_Rideshare_M,One_met_Taxi_or_Rideshare_F,One_met_Taxi_or_Rideshare_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_or_lt_rail_M,Two_mt_trn_Trm_or_lt_rail_F,Two_mt_trn_Trm_or_lt_rail_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_or_lt_rail_M,Two_mth_Bu_Trm_or_lt_rail_F,Two_mth_Bu_Trm_or_lt_rail_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Tr_2_oth_meth_M,Three_meth_Tr_2_oth_meth_F,Three_meth_Tr_2_oth_meth_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
SAL13148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,10,0,0,0,0,0,0,12,11,19
SAL13149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,17,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,14,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,3,0,6,0,6,4,20,23,43
SAL13150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,11,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,0,5,0,0,0,14,14,29
SAL13151,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,120,112,235,9,12,19,6,0,6,0,0,0,0,0,0,3,0,0,22,20,48,163,152,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,25,44,13,22,32,0,0,4,196,203,394
SAL13152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,84,186,0,0,4,9,0,9,0,0,0,3,0,3,0,0,0,4,3,9,117,88,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,21,21,44,17,20,38,0,0,0,158,137,303
SAL13153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,48,98,0,4,13,9,0,9,0,0,0,0,0,0,0,0,0,3,0,4,66,57,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,24,5,7,11,0,3,0,79,81,158
SAL13154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,0,0,14,6,15
SAL13155,89,79,168,0,5,5,0,0,0,0,0,0,0,0,0,1137,854,1991,61,98,158,26,0,26,7,0,11,4,4,11,16,12,28,35,25,59,1378,1074,2455,14,18,27,0,0,0,0,3,10,6,8,15,0,5,5,0,0,0,27,37,62,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,7,3,10,37,44,79,4,0,5,0,0,0,0,0,0,0,0,7,1008,1313,2321,555,518,1075,11,5,21,2993,2959,5953
SAL13156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,8,4,9
SAL13157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,25,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,14,3,8,13,0,0,0,33,19,51
SAL13158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,23,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,14,15,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,12,0,0,0,0,0,0,15,20,38
SAL13159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
SAL13160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SAL13161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,6,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,0,0,0,0,13,4,15
SAL13162,0,0,0,9,9,11,0,0,3,0,0,0,16,9,17,1810,1634,3445,161,136,297,36,0,39,24,5,25,15,0,14,13,7,23,92,100,191,2173,1897,4074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,20,12,10,24,0,0,0,0,0,0,0,4,3,4,4,4,162,251,409,215,249,463,12,4,22,2576,2420,4998
SAL13163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,18,52,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,26,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,20,3,4,3,0,0,0,47,36,83
SAL13164,4,4,9,8,12,16,0,0,0,0,0,0,0,0,0,227,190,421,12,22,36,3,0,3,0,0,0,0,0,0,0,4,3,5,5,7,269,237,506,8,5,12,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,6,16,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,5,4,0,5,14,13,30,4,3,8,0,0,0,0,0,0,4,3,8,259,252,513,88,93,183,0,0,0,632,599,1235
SAL13165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,56,107,0,0,5,3,0,6,0,0,0,0,0,0,0,0,0,5,0,5,61,57,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,22,11,5,15,0,0,0,81,84,161
SAL13166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,17,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,33,23,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,19,0,10,13,0,0,0,44,40,83
SAL13167,545,484,1030,189,253,439,0,0,0,0,0,0,13,20,29,2129,966,3098,79,216,294,32,0,32,54,8,62,33,11,48,37,34,75,282,319,600,3393,2320,5710,172,216,382,0,0,0,5,5,11,18,14,34,0,5,5,6,7,14,203,243,453,0,0,0,0,0,0,3,4,9,3,18,21,0,4,6,9,23,37,28,13,41,247,284,528,35,35,75,4,3,9,3,0,3,41,42,84,4653,3267,7916,791,895,1690,58,28,93,9182,6833,16021
SAL13168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,22,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,18,11,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,3,0,3,23,17,38
SAL13169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,0,0,0,0,0,0,10,12,21
SAL13170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,112,259,0,4,8,9,0,9,3,0,3,0,0,0,0,0,0,7,8,17,171,120,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,52,73,123,29,40,72,0,0,3,254,235,493
SAL13171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,18,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,38,8,7,9,0,0,0,38,41,76
SAL13172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,4
SAL13173,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,193,137,333,14,3,17,8,0,8,0,0,0,0,0,0,0,4,4,0,3,9,220,149,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,42,62,31,45,75,3,0,4,272,235,512
SAL13174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,6,6,0,0,0,9,11,21
SAL13175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,18,32,0,3,3,5,0,5,0,0,0,0,0,0,3,0,3,8,0,6,24,20,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,13,0,5,5,0,0,0,35,28,61
SAL13176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9
SAL13177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,98,215,7,9,12,7,0,7,0,0,0,0,0,0,0,0,0,17,12,27,145,117,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,39,41,76,10,20,30,5,3,8,200,189,385
SAL13178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,12,0,4,3,0,0,0,23,15,35
SAL13179,57,60,119,4,8,15,0,0,0,0,0,0,4,4,7,1014,798,1810,51,94,144,35,0,35,13,0,13,9,0,6,11,8,24,23,24,45,1213,997,2211,12,20,37,0,0,0,0,0,0,11,0,12,0,0,0,0,0,0,25,23,48,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,0,5,11,8,21,42,34,71,0,5,8,0,0,0,0,0,0,0,5,8,847,1091,1937,441,447,890,12,4,16,2559,2576,5130
SAL13180,5,3,11,0,0,0,0,0,0,0,0,0,0,0,0,218,151,374,9,17,27,10,0,10,0,0,0,0,0,0,3,5,8,10,0,11,256,176,435,3,3,8,0,0,0,0,0,0,4,5,6,0,0,0,0,0,0,6,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,16,0,0,0,0,0,0,0,0,0,0,0,0,218,249,467,104,105,213,0,0,0,592,541,1131
SAL13181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,30,60,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,37,31,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,20,35,5,12,17,0,0,0,56,61,122
SAL13182,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,27,15,44,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,29,26,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,51,104,10,15,21,0,0,0,91,89,181
SAL13183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,42,3,9,7,4,0,4,0,0,0,0,0,0,0,0,0,15,6,25,52,33,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,29,58,4,8,18,0,6,6,83,73,156
SAL13184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,48,102,5,5,6,6,0,6,0,0,0,0,0,0,0,0,0,4,0,4,67,48,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18,29,5,3,11,0,0,0,81,71,146
SAL13186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,0,0,3,0,0,6,15,13,29
SAL13187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,10,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,11,0,0,0,0,0,0,18,16,36
SAL13188,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,163,116,279,7,10,18,3,0,3,0,0,4,0,0,0,0,0,0,4,0,4,186,134,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,33,41,30,44,73,0,0,0,231,210,435
SAL13189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,97,226,0,7,6,4,0,4,0,0,0,0,0,0,6,0,6,0,0,0,138,102,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,20,44,67,24,36,59,0,0,0,192,179,372
SAL13190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,20,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,16,7,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,7,9,0,0,0,17,23,34
SAL13191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,16,32,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,3,22,17,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,8,7,0,0,0,27,28,54
SAL13192,13,9,22,0,7,10,0,0,0,0,0,0,6,3,7,502,404,909,26,49,75,8,0,8,0,0,3,0,0,0,8,5,10,3,15,22,560,499,1060,6,6,6,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,7,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,14,23,0,0,7,0,0,0,0,0,0,0,0,7,582,620,1198,178,193,371,3,0,6,1331,1325,2662
SAL13193,79,95,176,6,5,17,0,0,0,0,0,0,6,0,4,770,382,1150,35,101,135,25,0,25,11,0,11,8,0,8,9,13,17,48,38,83,988,635,1625,21,27,46,0,0,0,0,4,5,3,0,3,0,6,4,4,0,4,27,43,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,17,31,52,82,10,4,12,0,0,0,0,0,0,10,4,12,580,553,1134,188,197,383,14,10,16,1814,1447,3267
SAL13194,50,71,123,8,6,15,0,0,0,0,0,0,0,0,0,553,484,1043,34,60,96,10,0,10,11,0,10,10,0,8,3,4,12,37,47,82,708,682,1391,10,9,26,0,0,0,0,0,0,4,5,5,0,3,3,0,5,5,17,17,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,4,5,5,21,24,48,3,0,5,0,0,0,0,0,0,3,0,10,961,884,1834,181,250,428,6,3,10,1875,1842,3716
SAL13195,142,110,246,10,43,53,0,0,0,0,0,0,6,18,25,2079,1393,3469,121,128,255,50,0,50,41,3,41,13,7,17,17,17,36,140,157,298,2625,1862,4483,33,33,72,0,0,0,6,0,10,19,9,24,3,7,12,12,4,16,71,59,128,0,0,0,0,0,0,4,0,4,0,7,7,0,0,0,0,9,12,25,14,42,101,76,180,10,8,19,0,0,0,0,0,0,10,12,22,981,1350,2332,477,663,1141,29,18,46,4224,3983,8209
SAL13196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,31,47,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,26,32,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,4,0,0,0,0,0,0,5,0,5,5,0,5,12,8,19,11,8,16,0,0,0,50,54,111
SAL13197,244,271,513,20,38,60,0,0,0,0,0,0,0,3,9,1114,645,1759,36,119,152,11,0,7,13,0,13,8,5,15,18,13,31,27,70,95,1492,1163,2659,61,68,134,0,0,0,4,3,7,10,7,12,0,7,12,5,0,7,81,93,171,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,0,5,13,6,22,90,100,195,8,15,23,0,0,0,0,0,0,6,15,22,1027,1122,2151,470,509,982,13,8,18,3098,2922,6024
SAL13198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,13,5,8,15,21,31,27,20,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,14,4,4,4,0,0,0,44,34,74
SAL13200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,6,0,6
SAL13201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,80,197,4,9,10,6,0,6,0,0,0,0,0,0,3,0,3,3,7,10,133,94,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,29,42,8,24,33,0,0,0,160,150,302
SAL13202,103,94,201,28,51,85,0,0,0,3,0,4,0,10,10,508,390,894,31,41,71,13,0,13,21,4,24,48,18,62,7,9,18,65,78,144,825,697,1518,21,19,45,0,0,0,6,7,12,0,0,3,0,3,5,3,4,5,35,31,68,0,0,0,0,3,4,0,0,0,0,0,3,3,0,5,0,7,8,11,9,19,49,43,92,7,0,8,0,0,0,0,0,0,7,0,8,1184,1412,2597,219,304,520,7,8,17,2294,2467,4755
