SSC_CODE_2016,F_AccomFoodS_Cert,F_AccomFoodS_ID_NS,F_AccomFoodS_ToT,F_TransPostWhse_PD,F_TransPostWhse_GD_GC,F_TransPostWhse_BD,F_TransPostWhse_AdD_D,F_TransPostWhse_Cert,F_TransPostWhse_ID_NS,F_TransPostWhse_ToT,F_InfoMedTelecom_PD,F_InfoMedTelecom_GD_GC,F_InfoMedTelecom_BD,F_InfoMedTelecom_AdD_D,F_InfoMedTelecom_Cert,F_InfoMedTelecom_ID_NS,F_InfoMedTelecom_ToT,F_FinInsurS_PD,F_FinInsurS_GD_GC,F_FinInsurS_BD,F_FinInsurS_AdD_D,F_FinInsurS_Cert,F_FinInsurS_ID_NS,F_FinInsurS_ToT,F_RentHirREserv_PD,F_RentHirREserv_GD_GC,F_RentHirREserv_BD,F_RentHirREserv_AdD_D,F_RentHirREserv_Cert,F_RentHirREserv_ID_NS,F_RentHirREserv_ToT,F_ProScieTechServ_PD,F_ProScieTechServ_GD_GC,F_ProScieTechServ_BD,F_ProScieTechServ_AdD_D,F_ProScieTechServ_Cert,F_ProScieTechServ_ID_NS,F_ProScieTechServ_ToT,F_AdminSupServ_PD,F_AdminSupServ_GD_GC,F_AdminSupServ_BD,F_AdminSupServ_AdD_D,F_AdminSupServ_Cert,F_AdminSupServ_ID_NS,F_AdminSupServ_ToT,F_PubAdmiSafety_PD,F_PubAdmiSafety_GD_GC,F_PubAdmiSafety_BD,F_PubAdmiSafety_AdD_D,F_PubAdmiSafety_Cert,F_PubAdmiSafety_ID_NS,F_PubAdmiSafety_ToT,F_EducTrain_PD,F_EducTrain_GD_GC,F_EducTrain_BD,F_EducTrain_AdD_D,F_EducTrain_Cert,F_EducTrain_ID_NS,F_EducTrain_ToT,F_HealthCareSocA_PD,F_HealthCareSocA_GD_GC,F_HealthCareSocA_BD,F_HealthCareSocA_AdD_D,F_HealthCareSocA_Cert,F_HealthCareSocA_ID_NS,F_HealthCareSocA_ToT,F_ArtRecServ_PD,F_ArtRecServ_GD_GC,F_ArtRecServ_BD,F_ArtRecServ_AdD_D,F_ArtRecServ_Cert,F_ArtRecServ_ID_NS,F_ArtRecServ_ToT,F_OthServ_PD,F_OthServ_GD_GC,F_OthServ_BD,F_OthServ_AdD_D,F_OthServ_Cert,F_OthServ_ID_NS,F_OthServ_ToT,F_ID_NS_PD,F_ID_NS_GD_GC,F_ID_NS_BD,F_ID_NS_AdD_D,F_ID_NS_Cert,F_ID_NS_ID_NS,F_ID_NS_ToT,F_ToT_PD,F_ToT_GD_GC,F_ToT_BD,F_ToT_AdD_D,F_ToT_Cert,F_ToT_ID_NS,F_ToT_ToT,P_AgriForestFish_PD,P_AgriForestFish_GD_GC,P_AgriForestFish_BD,P_AgriForestFish_AdD_D,P_AgriForestFish_Cert,P_AgriForestFish_ID_NS,P_AgriForestFish_ToT,P_Min_PD,P_Min_GD_GC,P_Min_BD,P_Min_AdD_D,P_Min_Cert,P_Min_ID_NS,P_Min_ToT,P_Mnfg_PD,P_Mnfg_GD_GC,P_Mnfg_BD,P_Mnfg_AdD_D,P_Mnfg_Cert,P_Mnfg_ID_NS,P_Mnfg_ToT,P_EGW_WS_PD,P_EGW_WS_GD_GC,P_EGW_WS_BD,P_EGW_WS_AdD_D,P_EGW_WS_Cert,P_EGW_WS_ID_NS,P_EGW_WS_ToT,P_Cnstn_PD,P_Cnstn_GD_GC,P_Cnstn_BD,P_Cnstn_AdD_D,P_Cnstn_Cert,P_Cnstn_ID_NS,P_Cnstn_ToT,P_WTrade_PD,P_WTrade_GD_GC,P_WTrade_BD,P_WTrade_AdD_D,P_WTrade_Cert,P_WTrade_ID_NS,P_WTrade_ToT,P_RTrade_PD,P_RTrade_GD_GC,P_RTrade_BD,P_RTrade_AdD_D,P_RTrade_Cert,P_RTrade_ID_NS,P_RTrade_ToT,P_AccomFoodS_PD,P_AccomFoodS_GD_GC,P_AccomFoodS_BD,P_AccomFoodS_AdD_D,P_AccomFoodS_Cert,P_AccomFoodS_ID_NS,P_AccomFoodS_ToT,P_TransPostWhse_PD,P_TransPostWhse_GD_GC,P_TransPostWhse_BD,P_TransPostWhse_AdD_D,P_TransPostWhse_Cert,P_TransPostWhse_ID_NS,P_TransPostWhse_ToT,P_InfoMedTelecom_PD,P_InfoMedTelecom_GD_GC,P_InfoMedTelecom_BD,P_InfoMedTelecom_AdD_D,P_InfoMedTelecom_Cert,P_InfoMedTelecom_ID_NS,P_InfoMedTelecom_ToT,P_FinInsurS_PD,P_FinInsurS_GD_GC,P_FinInsurS_BD,P_FinInsurS_AdD_D,P_FinInsurS_Cert,P_FinInsurS_ID_NS,P_FinInsurS_ToT,P_RentHirREserv_PD,P_RentHirREserv_GD_GC,P_RentHirREserv_BD,P_RentHirREserv_AdD_D,P_RentHirREserv_Cert,P_RentHirREserv_ID_NS,P_RentHirREserv_ToT,P_ProScieTechServ_PD,P_ProScieTechServ_GD_GC,P_ProScieTechServ_BD,P_ProScieTechServ_AdD_D,P_ProScieTechServ_Cert,P_ProScieTechServ_ID_NS,P_ProScieTechServ_ToT,P_AdminSupServ_PD,P_AdminSupServ_GD_GC,P_AdminSupServ_BD,P_AdminSupServ_AdD_D,P_AdminSupServ_Cert,P_AdminSupServ_ID_NS,P_AdminSupServ_ToT,P_PubAdmiSafety_PD,P_PubAdmiSafety_GD_GC,P_PubAdmiSafety_BD,P_PubAdmiSafety_AdD_D,P_PubAdmiSafety_Cert,P_PubAdmiSafety_ID_NS,P_PubAdmiSafety_ToT,P_EducTrain_PD
SSC10021,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,4,5,3,0,11,0,0,0,0,0,0,0,0,0,0,4,7,0,14,3,0,8,5,0,0,21,3,0,12,3,9,0,25,0,0,0,0,3,0,7,0,0,0,0,3,0,3,0,0,0,0,0,0,0,11,4,36,23,50,4,127,0,0,3,3,7,0,8,0,0,0,0,0,0,0,0,0,0,0,13,0,19,0,0,0,0,0,0,3,0,0,3,3,44,3,61,0,0,3,3,9,0,14,0,0,0,0,8,0,13,0,0,0,0,5,0,8,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,3,3,0,9,0,0,0,0,3,0,3,0,0,4,4,4,0,23,0,0,0,0,0,0,0,4,0,0,10,6,0,20,3
SSC10022,13,3,18,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,5,3,9,0,0,0,0,3,0,7,0,0,0,4,11,0,12,0,0,3,13,26,0,49,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,0,7,3,0,9,27,76,13,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,9,0,0,0,0,0,0,3,0,0,0,0,6,0,11,0,0,0,0,9,0,4,0,0,3,3,10,3,16,0,0,0,0,15,3,17,0,0,0,0,3,0,9,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,9,3,14,0,0,3,0,6,0,9,0
SSC10023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,3,12,0,0,0,3,14,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10025,66,3,106,0,0,4,4,15,0,25,3,0,5,0,3,0,13,3,0,9,21,38,4,77,0,0,0,0,17,3,29,5,4,25,17,29,4,79,0,0,9,10,28,0,52,13,9,30,51,64,8,172,29,34,144,56,69,3,334,22,21,126,155,268,18,608,0,0,4,12,6,0,21,0,0,13,18,69,0,100,0,0,5,9,13,13,42,71,69,423,412,876,78,1930,0,0,3,0,6,0,11,0,0,5,11,97,3,112,4,3,26,51,203,6,295,0,0,3,8,47,0,63,0,0,15,32,409,12,473,0,0,14,14,55,3,86,4,0,29,42,221,14,314,4,0,18,29,109,7,157,0,0,10,21,154,4,190,3,0,7,3,10,0,28,5,0,19,36,53,10,117,0,0,7,9,36,4,52,11,8,51,40,58,6,176,3,0,13,17,68,0,99,24,12,55,109,159,19,371,40
SSC10026,30,7,45,0,0,0,7,11,0,15,0,0,0,0,0,0,3,3,0,6,6,19,0,40,0,0,3,3,5,0,12,0,0,4,4,11,4,23,0,0,5,6,22,0,35,0,0,15,20,22,0,63,11,15,30,20,44,5,121,7,3,58,73,137,18,293,0,0,0,0,10,0,11,0,0,0,3,31,4,35,0,0,4,3,8,5,22,22,17,147,177,419,62,837,0,0,0,0,9,0,9,0,0,3,0,28,0,39,0,0,3,11,102,4,119,0,0,0,3,14,3,26,0,0,3,3,182,13,204,0,0,4,3,25,4,39,0,0,15,20,111,12,154,0,0,5,17,52,4,81,3,0,3,7,69,5,93,0,0,7,0,7,0,11,0,0,10,13,29,0,57,0,0,3,4,10,0,19,0,0,14,9,32,3,62,0,0,5,9,44,0,63,0,3,21,43,58,3,126,10
SSC10027,31,0,56,0,0,3,3,4,0,8,0,0,7,0,0,0,13,0,0,10,0,4,0,18,0,0,3,5,7,0,14,9,0,20,4,8,3,45,0,0,6,3,3,0,14,5,5,21,18,14,0,71,41,24,68,30,17,0,185,23,19,124,62,41,9,277,0,0,6,3,0,0,7,0,0,3,9,21,3,38,3,0,6,0,3,0,18,87,62,342,173,187,27,877,4,3,8,3,3,0,23,0,0,0,3,3,0,3,11,3,47,12,43,6,122,0,0,0,4,3,0,8,3,0,15,14,103,3,144,7,0,0,8,9,0,20,3,0,36,25,33,3,101,6,0,24,17,57,7,110,0,0,15,7,13,0,36,0,0,8,8,3,0,26,3,5,15,7,4,4,36,0,3,8,8,15,0,32,20,6,65,18,15,3,126,0,0,12,5,7,4,25,22,6,55,27,29,3,147,56
SSC10028,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,4,0,23,0,0,5,8,16,0,35,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,27,18,39,5,93,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,6,0,6,0,0,0,0,17,0,17,0,0,0,0,0,0,0,0,0,0,3,14,0,21,0,0,0,0,5,0,9,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,3,0,5,0,5,0,0,0,0,4,3,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,14,0
SSC10029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,4,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,7,8,7,0,24,0,0,3,7,6,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0
SSC10030,28,3,95,17,3,22,12,18,0,68,23,9,75,17,8,3,132,47,10,96,35,19,3,213,7,0,15,3,7,3,44,75,24,222,34,14,5,381,12,3,43,14,14,3,87,47,10,82,17,16,0,170,96,17,112,11,17,3,261,81,17,148,26,17,6,306,14,4,28,13,3,0,63,9,4,28,14,16,0,72,4,0,44,14,11,11,76,493,128,1116,299,209,52,2292,0,0,3,0,3,0,7,9,0,9,0,0,0,9,18,5,59,20,20,4,123,11,0,20,3,5,0,36,13,4,75,30,84,7,212,18,4,57,17,17,3,115,28,3,123,57,54,7,272,19,3,94,43,70,3,230,27,12,61,40,39,3,176,37,19,163,39,22,3,282,95,25,228,69,37,6,455,14,6,34,11,16,3,88,170,49,485,83,49,11,854,22,3,79,28,29,4,168,64,21,148,50,34,4,330,163
SSC10031,6,0,16,0,0,6,3,3,0,14,0,0,8,5,0,0,14,0,0,6,7,7,3,26,0,0,0,3,5,0,15,7,3,15,12,13,0,45,0,0,8,8,8,0,20,0,0,5,4,3,4,20,24,5,56,26,19,4,132,14,7,37,15,24,0,100,0,0,0,0,0,0,3,0,0,5,6,12,3,27,0,0,9,6,4,4,20,53,30,205,132,128,31,578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,19,16,44,3,82,4,0,3,0,4,0,13,3,0,25,8,102,6,141,3,0,18,11,8,0,38,3,5,34,20,27,8,93,4,0,8,4,11,0,26,3,0,16,11,29,3,58,0,0,12,10,4,0,29,6,5,34,20,6,3,77,0,0,3,8,14,6,28,13,3,39,23,23,0,99,0,0,8,7,15,5,42,10,3,21,13,9,3,59,35
SSC10032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11,3,9,0,23,0,0,3,4,12,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
SSC10036,15,3,36,0,0,3,11,3,0,20,6,3,17,6,3,0,28,21,3,41,9,9,3,78,0,3,9,10,9,0,33,14,10,56,31,33,6,146,0,0,16,11,11,3,45,10,3,24,14,9,4,65,34,17,98,20,14,6,185,25,17,116,52,47,3,256,0,0,5,7,3,0,13,4,0,12,17,20,3,57,4,0,13,8,11,5,46,138,64,481,259,237,51,1229,0,0,3,0,0,0,6,0,0,0,0,0,0,0,6,3,19,27,44,4,103,3,0,3,7,4,0,19,7,0,42,26,163,7,250,8,0,31,22,16,4,83,12,7,46,32,50,8,150,3,0,29,25,28,8,87,0,0,15,20,25,0,63,11,3,39,15,12,0,74,44,9,97,36,14,6,196,7,3,19,17,17,5,62,47,25,167,66,49,14,364,9,0,28,18,21,6,85,24,11,41,27,30,4,133,45
SSC10037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,7,15,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
SSC10038,6,3,57,10,0,6,10,12,3,40,3,3,16,3,0,0,28,11,0,35,13,7,4,71,3,0,3,3,3,0,18,18,4,31,6,3,3,62,3,4,19,6,7,3,49,10,4,13,3,12,3,43,34,10,39,8,10,0,98,30,6,113,45,36,9,242,3,0,7,8,0,0,16,0,3,7,12,13,0,34,7,0,20,3,5,11,48,174,29,409,170,154,47,993,0,0,3,0,0,0,3,0,0,0,0,3,0,4,13,0,42,20,31,5,111,4,0,3,0,0,0,12,7,0,21,20,49,3,94,8,0,28,12,13,0,58,44,0,82,49,39,3,221,31,0,64,47,26,10,178,15,0,46,36,34,9,134,12,3,22,10,11,0,56,30,5,66,16,17,4,136,8,0,11,4,11,3,36,49,7,84,28,10,5,177,14,4,31,16,23,5,93,16,6,38,11,18,5,96,50
SSC10039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,4,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,0,16,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,4,23,0,0,0,0,0,0,7,0,0,0,0,4,0,4,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
SSC10042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,12,0,0,0,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,3,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10045,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,7,4,0,18,3,3,9,8,6,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,3,0,6,5,9,29,25,15,4,84,0,0,4,0,11,0,19,0,0,0,0,4,0,4,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,3,0,0,0,3,0,0,3,0,10,0,13,0,0,3,0,4,0,5,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,11,0,0,0,0,5,0,5,0,0,6,0,3,0,12,3
SSC10046,28,3,39,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,3,4,9,0,21,0,0,0,6,9,0,13,3,0,20,11,15,0,44,0,0,3,7,4,0,16,0,0,20,13,9,3,53,23,15,76,26,16,3,156,13,16,86,61,88,7,276,0,0,4,0,0,0,6,0,0,3,11,18,0,33,0,0,3,3,3,4,19,47,47,247,168,256,32,799,0,0,14,5,17,5,44,0,0,0,0,5,0,6,0,0,20,17,38,0,68,0,0,3,3,9,0,11,0,4,13,6,94,6,119,0,0,9,9,20,0,32,0,0,21,17,63,3,105,0,0,5,11,51,3,69,0,0,3,4,20,0,31,0,0,3,3,5,0,13,0,3,10,13,14,0,43,0,0,6,6,17,0,32,9,0,35,23,20,0,88,0,0,8,7,15,3,29,6,4,42,23,25,4,108,36
SSC10047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,0,11,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0
