SSC_CODE_2016,P_85y_ov_DNUDW,P_85y_ov_UDW_NS,P_85y_ov_Total,P_Tot_DUDW_LT_5_h,P_Tot_DUDW_5_14_h,P_Tot_DUDW_15_29_h,P_Tot_DUDW_30_h_mo,P_Tot_DNUDW,P_Tot_UDW_NS,P_Tot_Total
SSC12592,20,9,44,751,971,447,424,798,228,3629
SSC12593,0,0,0,8,4,6,6,8,4,37
SSC12594,0,0,0,22,30,5,10,13,4,90
SSC12595,0,0,0,0,0,0,0,0,0,0
SSC12596,0,0,0,13,6,0,3,4,13,27
SSC12597,0,0,0,8,4,4,4,7,0,32
SSC12598,0,0,0,79,133,71,42,57,51,432
SSC12599,0,0,6,68,76,55,34,48,13,300
SSC12600,3,0,3,41,54,21,24,17,15,175
SSC12601,0,0,0,6,9,8,13,12,0,44
SSC12602,11,3,44,256,321,153,102,164,60,1059
SSC12603,8,3,21,173,215,127,97,152,53,824
SSC12604,0,0,0,13,18,12,14,11,6,72
SSC12605,0,0,0,14,15,4,5,6,4,42
SSC12606,0,0,3,19,32,22,13,17,18,112
SSC12607,6,0,6,829,844,351,321,1029,268,3631
SSC12608,0,0,0,3,4,0,4,0,3,14
SSC12609,0,0,0,13,16,8,4,8,14,59
SSC12610,0,0,3,4,10,0,5,3,7,33
SSC12611,0,0,0,5,8,3,9,4,0,31
SSC12612,0,0,0,23,23,10,10,16,8,93
SSC12613,0,0,0,19,13,9,17,9,4,77
SSC12614,0,0,0,0,3,0,3,0,0,5
SSC12615,0,0,0,0,3,0,0,9,3,18
SSC12616,0,0,0,9,25,14,13,23,17,104
SSC12617,17,6,34,403,350,164,214,997,412,2536
SSC12618,0,0,3,60,81,41,34,53,16,288
SSC12619,7,3,17,366,344,119,58,269,245,1409
SSC12620,4,0,5,126,185,85,103,152,124,778
SSC12621,0,0,0,3,3,5,0,10,8,27
SSC12622,6,5,22,60,116,60,52,65,53,403
SSC12623,3,0,11,171,288,139,105,126,107,945
SSC12624,0,0,0,9,9,4,11,12,12,48
SSC12625,13,4,30,717,882,409,316,696,135,3152
SSC12626,0,0,0,16,25,3,10,11,7,69
SSC12627,0,0,0,7,15,7,3,11,4,43
SSC12628,0,0,0,0,3,4,3,0,3,20
SSC12629,5,7,31,584,560,165,102,355,214,1987
SSC12630,17,94,137,207,341,211,156,213,275,1404
SSC12631,0,0,0,14,16,7,8,14,4,63
SSC12632,0,0,0,18,11,10,11,8,3,68
SSC12633,23,8,35,988,1082,443,384,1313,198,4415
SSC12634,0,0,0,12,22,18,6,4,0,66
SSC12635,0,0,0,0,3,0,3,0,3,16
SSC12636,0,0,3,27,43,24,24,25,19,159
SSC12637,0,0,0,3,11,4,9,0,4,23
SSC12638,5,0,9,137,149,62,66,147,7,571
SSC12639,8,0,21,108,205,94,74,94,40,624
SSC12640,0,4,6,26,48,32,37,32,23,195
SSC12641,4,0,4,23,24,25,20,27,8,127
SSC12642,91,21,125,1883,2169,962,961,3020,693,9693
SSC12643,0,0,3,79,70,30,44,67,37,320
SSC12644,3,0,3,48,96,67,31,57,10,315
SSC12645,399,85,710,2940,3205,1386,982,3091,890,12503
SSC12646,0,0,0,11,17,8,10,8,9,56
SSC12647,3,0,7,150,171,86,60,108,25,600
SSC12648,0,0,0,13,11,3,15,18,9,63
SSC12649,0,0,0,38,50,37,51,30,22,231
SSC12650,0,0,3,179,72,17,9,226,777,1284
SSC12651,0,0,0,41,47,23,26,24,7,159
SSC12652,3,0,7,64,105,59,63,75,42,401
SSC12653,46,108,231,1073,1297,631,478,827,558,4868
SSC12654,87,36,169,1001,1277,638,483,1149,524,5076
SSC12655,4,3,9,100,137,84,59,65,66,504
SSC12656,0,0,0,11,15,10,5,3,8,56
SSC12657,0,0,9,26,39,25,19,30,10,159
SSC12658,0,0,0,5,6,4,4,3,8,21
SSC12659,0,0,0,8,13,13,9,12,5,66
SSC12660,0,0,3,44,72,25,35,51,37,264
SSC12661,0,0,0,0,0,0,0,0,0,4
SSC12662,0,0,0,0,0,0,0,0,0,3
SSC12663,0,0,0,0,9,5,0,0,3,21
SSC12664,0,0,0,0,8,5,7,5,9,28
SSC12665,0,0,0,17,23,16,8,15,14,91
SSC12666,0,0,0,6,18,4,7,12,6,56
SSC12667,0,0,0,5,10,8,0,0,8,28
SSC12668,0,0,0,6,8,4,0,4,3,28
SSC12669,6,5,23,178,255,148,89,161,95,933
SSC12670,38,15,80,361,595,350,242,358,185,2098
SSC12671,53,19,88,370,519,243,259,422,199,2010
SSC12672,144,120,406,2215,2552,1114,687,1542,666,8777
SSC12673,0,0,0,13,6,4,0,7,11,41
SSC12674,3,0,5,40,55,27,21,31,4,176
SSC12675,0,0,0,0,0,0,0,0,0,0
SSC12676,0,0,3,18,37,32,24,16,10,144
SSC12677,0,0,0,0,5,3,3,0,0,11
SSC12678,3,0,3,7,31,10,14,20,23,107
SSC12679,0,0,0,14,12,13,8,6,4,64
SSC12680,0,0,0,5,3,0,0,0,0,7
SSC12681,0,0,0,5,11,0,3,3,0,24
SSC12682,0,0,0,5,11,4,15,11,4,53
SSC12683,0,0,0,45,39,23,28,25,12,166
SSC12684,0,0,3,7,21,11,3,3,5,49
SSC12685,5,0,6,96,128,51,36,73,61,455
SSC12686,66,15,121,868,902,374,299,988,290,3718
SSC12687,0,3,4,40,42,19,20,13,23,150
SSC12688,0,0,0,25,37,11,12,24,4,118
SSC12689,0,0,0,0,0,0,0,0,0,0
SSC12690,0,0,0,0,3,4,0,0,0,7
SSC12691,0,0,0,3,8,3,4,3,4,26
SSC12692,0,0,0,3,0,0,0,4,3,17
SSC12693,0,0,0,0,0,0,0,0,0,0
SSC12694,0,0,0,0,3,0,0,0,0,5
SSC12695,0,0,0,3,5,3,0,3,3,24
SSC12696,0,0,0,4,7,3,3,9,0,21
SSC12697,0,0,0,23,27,9,13,17,17,108
SSC12698,0,0,0,100,134,63,44,53,31,428
SSC12699,42,32,85,140,221,128,107,191,137,930
SSC12700,0,0,0,0,3,0,0,0,3,3
SSC12701,0,0,0,7,22,9,12,15,7,70
SSC12702,0,0,0,0,0,0,0,0,0,0
SSC12703,8,0,20,312,444,250,185,203,90,1481
SSC12704,0,0,3,63,89,29,32,45,7,263
SSC12705,0,0,0,7,3,4,3,0,4,22
SSC12706,0,0,0,0,7,0,3,0,0,16
SSC12707,0,0,0,9,18,7,10,7,10,71
SSC12708,0,0,0,0,0,0,0,0,3,3
SSC12709,0,0,3,31,49,20,22,43,11,178
SSC12710,4,0,10,352,534,275,211,230,118,1717
SSC12711,0,0,0,5,4,0,0,0,16,24
SSC12712,47,8,91,1685,1913,808,762,1811,385,7364
SSC12713,0,0,0,3,12,10,0,3,0,27
SSC12714,0,7,10,49,93,59,74,78,56,415
SSC12715,0,0,0,14,42,17,18,17,14,123
SSC12716,0,0,0,12,9,3,4,3,6,40
SSC12717,0,0,0,12,16,21,17,17,9,96
SSC12718,0,0,0,4,0,0,0,0,3,16
SSC12719,0,0,0,3,5,4,4,3,5,33
SSC12720,0,0,3,6,7,3,4,10,3,32
SSC12721,0,0,0,12,9,7,11,5,0,46
SSC12722,77,30,151,1282,1708,796,620,1742,1188,7339
SSC12723,141,39,285,479,626,303,266,923,256,2861
SSC12724,3,0,4,132,167,84,80,91,26,587
SSC12725,0,0,0,0,7,0,0,8,14,39
SSC12726,0,0,0,11,24,11,6,8,4,64
SSC12727,8,3,31,247,341,186,128,200,77,1171
SSC12728,155,31,259,2111,2282,912,629,2127,558,8619
SSC12729,3,0,13,220,252,89,63,170,92,894
SSC12730,0,0,0,36,48,28,17,21,28,182
SSC12731,0,0,7,39,48,49,44,37,19,237
SSC12732,0,4,9,92,121,69,65,96,59,503
SSC12733,0,0,0,11,12,8,5,13,8,61
SSC12734,45,19,118,549,858,522,403,669,386,3389
SSC12735,5,0,9,162,236,140,88,127,69,826
SSC12736,0,0,0,0,0,0,0,0,0,0
SSC12737,0,0,3,19,32,20,16,11,7,110
SSC12738,365,174,910,6590,6574,2632,1716,4003,1944,23465
SSC12739,143,16,235,1414,1880,905,702,1465,616,6990
SSC12740,0,0,0,10,3,4,7,6,6,30
SSC12741,3,0,11,99,141,95,45,69,33,479
SSC12742,0,0,0,9,24,12,20,21,17,109
SSC12743,10,0,22,75,84,43,34,101,55,385
SSC12744,0,0,0,7,13,5,0,3,9,30
SSC12745,17,3,38,2275,2417,1112,805,1730,365,8720
SSC12746,0,0,0,0,0,0,0,0,0,0
SSC12747,0,0,0,26,44,14,6,25,14,141
SSC12748,155,21,215,592,781,334,292,908,296,3197
SSC12749,0,0,0,32,49,31,33,14,28,182
SSC12750,44,13,99,1418,1714,821,501,968,204,5628
SSC12751,0,0,0,0,3,3,0,0,3,8
SSC12752,0,0,0,0,0,0,0,0,0,0
SSC12753,0,0,0,3,4,7,5,5,3,26
SSC12754,0,0,0,5,3,4,3,10,11,41
SSC12755,0,0,0,0,0,0,0,3,0,6
SSC12756,72,24,144,2383,2378,1037,1253,4578,860,12489
SSC12757,0,0,0,28,43,32,16,23,7,147
SSC12758,0,0,3,40,50,32,14,21,14,171
SSC12759,0,0,0,0,0,0,0,0,0,0
SSC12760,0,0,3,16,34,11,16,15,21,110
SSC12761,0,0,0,40,53,34,28,50,34,234
SSC12762,0,0,0,3,3,0,4,3,0,15
SSC12763,0,0,0,0,7,0,3,3,0,14
SSC12764,0,0,4,7,5,3,3,4,0,24
SSC12765,4,3,8,145,166,61,68,81,48,574
SSC12766,132,29,199,578,741,413,272,787,180,2975
SSC12767,0,0,4,3,3,3,3,0,12,26
SSC12768,6,3,30,320,390,215,123,197,64,1313
SSC12769,5,0,12,201,260,135,92,93,40,830
SSC12770,0,0,0,0,0,0,0,0,0,4
SSC12771,0,0,0,5,6,3,0,7,7,31
SSC12772,15,4,32,328,423,183,123,225,65,1344
SSC12773,0,0,8,16,15,8,9,16,12,67
SSC12774,8,0,20,182,199,82,97,346,58,966
SSC12775,0,0,0,0,0,0,0,0,0,0
SSC12776,0,0,0,6,10,9,5,9,10,49
SSC12777,0,0,0,3,0,0,0,0,0,3
SSC12778,0,0,0,17,23,12,7,11,6,73
SSC12779,0,0,0,7,12,9,12,6,8,49
SSC12780,0,0,0,4,3,0,0,0,3,10
SSC12781,0,3,3,32,30,13,35,10,5,124
SSC12782,21,3,63,271,397,171,133,262,54,1293
SSC12783,0,0,3,11,16,8,15,21,24,97
SSC12784,13,3,35,239,325,155,108,192,60,1080
SSC12785,66,18,144,1554,1468,690,732,2707,669,7824
SSC12786,3,0,4,66,86,45,41,45,33,311
SSC12787,0,0,3,3,10,9,7,11,9,38
SSC12788,9,0,26,546,776,370,286,322,80,2379
SSC12789,0,0,0,0,3,8,3,3,3,21
SSC12790,3,0,4,18,18,13,10,13,18,97
SSC12791,21,3,32,263,360,146,114,223,85,1187
SSC12792,0,0,0,3,5,7,3,0,10,22
SSC12793,0,0,0,0,3,0,3,6,0,16
SSC12794,0,0,0,7,19,6,3,11,4,57
SSC12795,0,0,3,12,23,8,8,5,9,66
SSC12796,3,3,9,213,208,118,102,219,112,977
SSC12797,10,4,20,174,228,120,82,128,106,845
SSC12798,3,0,3,15,25,11,17,13,34,114
SSC12799,0,0,3,61,92,52,41,29,19,301
SSC12800,0,0,0,21,20,15,9,8,22,93
SSC12801,27,28,84,745,944,513,454,1005,330,3992
SSC12802,0,0,0,0,0,0,0,0,0,5
SSC12803,0,0,3,37,48,15,13,32,13,163
SSC12804,0,0,3,7,12,13,7,7,30,88
SSC12805,0,0,0,13,10,4,9,4,0,42
SSC12806,0,0,3,10,28,7,9,12,13,77
SSC12807,0,0,0,6,13,10,4,7,17,54
SSC12808,0,0,0,17,31,16,22,31,24,140
SSC12809,0,0,0,10,17,0,11,8,13,60
SSC12810,3,0,3,15,12,11,3,14,9,65
SSC12811,3,0,3,10,10,3,6,8,3,42
SSC12812,167,34,285,1648,2215,1080,876,1692,997,8504
SSC12813,0,3,9,97,125,80,68,65,43,482
SSC12814,6,9,24,338,418,201,170,265,130,1511
SSC12815,0,0,0,20,13,13,3,18,6,72
SSC12816,0,0,0,0,0,0,0,0,3,3
SSC12817,0,0,0,3,5,12,13,7,3,43
SSC12818,0,0,0,0,0,3,3,0,0,13
SSC12819,3,0,3,10,15,14,10,22,10,78
SSC12820,0,0,0,21,28,19,26,22,12,130
SSC12821,0,0,0,9,12,7,7,10,5,53
SSC12822,3,0,9,91,132,66,46,61,46,445
SSC12823,0,0,0,25,11,21,17,18,8,96
SSC12824,0,0,3,7,18,5,0,0,3,37
SSC12825,0,0,0,13,23,14,15,10,5,73
SSC12826,0,0,3,88,128,64,43,65,37,420
SSC12827,0,0,0,30,32,17,11,13,28,125
SSC12828,73,21,130,587,770,422,300,472,386,2935
SSC12829,3,0,3,72,115,73,54,53,81,445
SSC12830,17,19,66,303,439,255,181,407,237,1830
SSC12831,0,0,0,13,9,8,3,9,4,54
SSC12832,0,0,3,22,52,28,32,55,52,241
SSC12833,0,0,0,4,10,3,0,9,0,19
SSC12834,0,0,0,0,0,0,0,0,0,0
SSC12835,0,0,0,11,16,32,10,13,13,95
SSC12836,0,0,0,16,18,8,10,9,11,73
SSC12837,0,0,3,18,13,8,13,11,14,70
SSC12838,0,0,3,14,13,4,3,12,3,61
SSC12839,0,0,0,12,7,4,5,11,4,43
SSC12840,3,0,8,26,44,31,28,25,19,177
SSC12841,0,0,4,11,28,14,19,13,33,117
SSC12842,0,0,0,0,0,0,0,0,0,0
SSC12843,5,3,4,70,103,43,51,105,57,429
SSC12844,0,0,0,0,0,0,0,0,0,0
SSC12845,0,0,0,0,0,0,0,0,0,0
SSC12846,0,0,0,8,3,5,0,4,9,31
SSC12847,0,0,0,7,13,3,10,8,3,34
SSC12848,0,0,0,6,12,10,8,3,3,49
SSC12849,0,0,0,9,9,8,12,10,8,46
SSC12850,0,0,0,24,36,22,23,46,19,167
SSC12851,0,0,0,0,0,0,0,3,4,9
SSC12852,0,0,0,66,42,33,23,32,30,230
SSC12853,0,0,0,0,0,0,0,0,0,0
SSC12854,0,0,3,104,175,78,52,45,13,459
SSC12855,0,0,0,22,47,27,17,11,11,141
SSC12856,0,0,0,0,0,0,0,0,0,0
SSC12857,0,0,0,0,0,3,3,45,13,64
SSC12858,0,0,3,58,85,46,42,56,19,303
SSC12859,0,0,0,6,11,4,7,6,9,39
SSC12860,4,0,10,549,831,374,281,262,155,2443
SSC12861,0,0,0,3,0,0,3,0,0,4
SSC12862,0,0,0,15,23,14,14,6,4,74
SSC12863,0,0,0,15,16,12,23,18,5,90
SSC12864,17,16,39,135,226,120,84,171,130,863
SSC12865,0,0,0,0,3,0,0,0,0,9
SSC12866,115,148,356,1128,1401,771,577,1137,689,5700
SSC12867,0,0,4,51,59,48,16,33,21,229
SSC12868,64,30,138,1789,2279,1098,1107,1933,1094,9305
SSC12869,0,0,0,3,9,3,6,4,3,23
SSC12870,0,0,0,20,21,8,14,17,25,105
SSC12871,0,0,0,8,9,3,4,0,3,29
SSC12872,0,0,0,0,0,0,0,0,0,0
SSC12873,0,0,0,29,34,22,9,22,26,147
SSC12874,0,0,0,0,0,0,0,0,0,3
SSC12875,5,6,10,59,67,39,42,68,26,301
SSC12876,0,0,0,3,12,19,13,15,3,65
SSC12877,3,0,9,176,249,114,85,93,101,816
SSC12878,0,0,3,7,17,17,11,23,39,109
SSC12879,0,0,0,12,24,8,7,13,9,72
SSC12880,0,0,0,11,17,7,8,3,5,46
SSC12881,0,0,0,7,5,4,0,3,7,36
SSC12882,0,0,0,10,16,8,8,16,3,60
SSC12883,3,0,3,18,51,25,26,26,21,167
SSC12884,0,0,0,0,4,0,0,0,0,4
SSC12885,10,6,20,194,263,149,121,210,74,1013
SSC12886,0,0,0,0,0,0,0,0,0,0
SSC12887,136,125,376,844,1216,740,632,1307,737,5476
SSC12888,0,0,3,12,12,3,4,9,3,46
SSC12889,3,0,5,132,242,132,114,142,79,842
SSC12890,0,0,0,28,47,31,13,24,9,160
SSC12891,0,0,0,21,50,19,10,20,10,131
SSC12892,0,0,0,3,4,4,3,3,7,21
SSC12893,0,0,3,28,38,32,20,11,13,132
SSC12894,0,0,0,10,16,8,16,11,0,57
SSC12895,43,18,97,1503,1843,829,625,1213,358,6364
SSC12896,22,11,56,718,735,342,285,627,200,2906
SSC12897,17,8,42,1362,1581,700,464,1140,272,5517
SSC12898,17,9,66,1347,1486,563,296,696,311,4696
SSC12899,0,0,0,0,11,0,3,0,5,24
SSC12900,27,28,100,364,583,329,267,460,296,2301
SSC12901,0,0,0,0,0,3,4,0,0,14
SSC12902,483,145,837,1908,1868,659,423,1632,675,7159
SSC12903,51,58,160,1109,1540,729,634,1222,788,6017
SSC12904,0,0,0,6,13,9,10,9,8,48
SSC12905,0,0,0,0,0,0,0,0,0,0
SSC12906,85,30,169,577,779,411,363,887,514,3533
SSC12907,0,0,0,5,0,6,4,3,0,14
SSC12908,0,0,0,16,22,17,8,10,3,74
SSC12909,11,10,38,181,308,181,132,175,75,1052
SSC12910,133,40,274,1206,1363,581,444,1366,394,5349
SSC12911,55,20,118,635,854,462,433,778,481,3645
SSC12912,59,21,132,1002,971,466,365,1473,324,4590
SSC12913,0,0,5,71,96,46,38,37,27,308
SSC12914,0,0,3,32,52,37,19,20,20,191
SSC12915,0,0,3,7,18,4,4,16,10,55
SSC12916,0,0,0,9,23,8,4,4,8,59
SSC12917,3,0,4,61,85,37,42,112,67,417
SSC12918,0,0,0,6,0,0,0,0,0,11
SSC12919,3,0,3,9,6,4,8,13,12,47
SSC12920,0,0,9,47,79,55,17,60,24,296
SSC12921,0,0,0,0,3,0,0,0,0,4
SSC12922,0,0,0,73,103,58,48,80,23,385
SSC12923,41,21,138,982,1360,673,470,1038,397,4921
SSC12924,0,0,3,51,80,44,29,44,34,276
SSC12925,0,0,0,6,15,7,0,4,0,40
SSC12926,3,0,7,110,166,72,66,95,43,554
SSC12927,0,0,0,50,60,34,20,43,21,228
SSC12928,0,0,0,3,8,0,3,0,10,19
SSC12929,0,0,0,19,29,11,10,18,10,96
SSC12930,0,0,0,7,11,12,9,16,16,68
SSC12931,0,0,0,3,11,3,4,4,5,22
SSC12932,0,4,3,52,67,60,40,38,36,288
SSC12933,0,0,0,26,24,18,11,15,15,109
SSC12934,119,70,272,3072,2618,701,380,1513,899,9176
SSC12935,0,0,0,0,0,0,0,0,0,0
SSC12936,0,0,3,30,46,14,11,25,18,146
SSC12937,0,7,10,34,59,34,24,32,28,206
SSC12938,3,0,7,118,111,58,39,69,54,454
SSC12939,4,0,7,52,88,31,19,42,54,287
SSC12940,0,0,0,3,10,10,5,7,3,37
SSC12941,0,0,0,30,48,23,18,10,26,153
SSC12942,100,68,313,1926,2446,1051,729,1449,453,8059
SSC12943,10,3,34,479,592,303,209,265,109,1951
SSC12944,0,0,0,7,6,4,6,11,4,43
SSC12945,0,0,3,27,23,18,6,33,15,123
SSC12946,0,0,0,0,8,0,9,9,0,25
SSC12947,0,0,0,0,0,0,0,0,0,3
SSC12948,0,3,3,31,34,33,17,18,24,159
SSC12949,14,10,47,772,748,236,103,408,348,2616
SSC12950,13,3,22,273,249,83,36,172,81,891
SSC12951,4,3,12,176,148,36,22,119,97,597
SSC12952,0,0,3,50,84,54,34,66,36,332
SSC12953,14,0,20,1147,1265,499,380,855,243,4382
SSC12954,0,0,0,0,3,0,0,0,4,4
SSC12955,0,0,0,0,0,0,0,0,0,0
SSC12956,62,19,150,2027,2258,1050,611,1245,368,7554
SSC12957,3,0,8,90,106,54,47,53,30,375
SSC12958,0,0,0,3,8,3,0,0,0,17
SSC12959,0,0,0,3,5,4,7,0,5,19
SSC12960,38,18,88,4806,3865,922,427,2136,1432,13585
SSC12961,7,3,28,475,677,304,216,358,131,2160
SSC12962,0,0,0,19,39,10,12,14,8,105
SSC12963,0,0,0,5,7,4,7,3,3,33
SSC12964,0,0,0,0,0,0,0,0,0,0
SSC12965,6,9,20,185,313,194,158,168,231,1246
SSC12966,0,0,6,44,50,48,40,46,27,265
SSC12967,0,0,0,0,3,5,0,3,0,15
SSC12968,0,0,3,42,64,30,35,28,25,227
SSC12969,3,0,0,11,4,3,0,8,0,30
SSC12970,0,0,0,0,0,7,3,0,0,7
SSC12971,0,0,0,4,4,0,0,3,3,18
SSC12972,0,0,0,9,13,5,5,3,3,42
SSC12973,44,9,64,183,266,141,104,221,43,957
SSC12974,28,48,99,467,622,300,258,517,238,2396
SSC12975,5,3,15,144,213,107,73,131,45,712
SSC12976,90,19,165,1020,1210,602,377,811,205,4219
SSC12977,52,35,144,982,1202,550,414,1082,667,4902
SSC12978,0,0,0,22,24,9,17,12,8,101
SSC12979,3,3,16,62,99,78,59,53,38,389
SSC12980,4,3,21,491,552,225,166,228,109,1772
SSC12981,14,7,47,700,738,380,252,375,109,2551
SSC12982,5,3,17,90,117,70,52,119,50,496
SSC12983,84,92,192,270,388,226,148,392,244,1666
SSC12984,42,18,110,2339,1808,652,430,1309,717,7247
SSC12985,0,0,5,34,50,28,23,36,57,220
SSC12986,0,0,0,0,0,0,0,0,0,0
SSC12987,0,3,4,143,195,121,104,106,41,724
SSC12988,23,10,72,855,820,391,308,479,218,3078
SSC12989,0,0,3,22,36,31,26,19,23,160
SSC12990,26,27,103,929,1087,547,353,561,151,3626
SSC12991,17,13,44,654,895,320,271,613,258,3008
SSC12992,26,22,71,227,349,214,133,369,199,1494
SSC12993,26,19,82,671,771,304,207,638,150,2753
SSC12994,9,4,21,120,158,89,68,136,80,650
SSC12995,3,3,23,78,139,51,63,114,64,507
SSC12996,0,0,0,7,0,3,5,6,0,23
SSC12997,36,7,70,598,690,292,195,426,136,2339
SSC12998,3,3,14,77,151,106,76,88,52,539
SSC12999,25,9,67,1160,1399,566,390,701,317,4535
SSC13000,107,31,196,903,1230,646,501,988,384,4663
SSC13001,179,43,314,2572,2537,910,811,2877,1203,10903
SSC13002,60,13,108,901,1084,484,451,848,251,4016
SSC13003,87,4,152,1478,1790,867,710,1259,219,6331
SSC13004,0,0,3,143,172,87,90,103,54,642
SSC13005,153,51,349,2147,2324,1084,718,2211,426,8912
SSC13006,3,0,5,47,88,43,35,51,52,305
SSC13007,49,17,91,519,661,273,288,951,386,3072
SSC13008,0,0,0,33,37,15,27,50,24,178
SSC13009,33,5,66,1056,922,375,252,1043,376,4023
SSC13010,111,18,162,2199,1922,523,260,1305,699,6902
SSC13011,186,65,332,845,1060,517,348,977,527,4269
SSC13012,0,0,0,31,54,37,28,49,12,214
SSC13013,193,268,684,775,951,453,355,635,489,3651
SSC13014,3,0,10,123,130,71,56,127,86,587
SSC13015,17,0,41,412,465,248,178,238,52,1587
SSC13016,30,11,83,791,885,436,298,651,185,3244
SSC13017,28,9,46,753,570,152,78,646,224,2418
SSC13018,0,3,4,10,19,8,10,12,7,67
SSC13019,0,0,0,14,6,8,11,12,21,67
SSC13020,0,0,0,10,5,11,5,13,11,61
SSC13021,0,0,3,3,7,13,7,9,3,34
SSC13022,142,24,246,1296,1371,696,461,852,256,4927
SSC13023,190,47,378,2086,2579,1066,821,2063,487,9093
SSC13024,12,0,20,198,205,117,68,129,62,780
SSC13025,0,0,0,11,20,10,7,4,5,56
SSC13026,0,0,0,21,25,19,14,31,21,131
SSC13027,0,0,0,5,4,8,4,10,11,44
SSC13028,145,128,373,1184,1694,835,783,1897,1091,7492
SSC13029,8,0,15,261,307,137,115,230,832,1874
SSC13030,0,0,0,14,21,6,13,10,0,63
SSC13031,3,0,7,119,135,77,66,93,55,543
SSC13032,0,0,0,28,27,8,17,36,7,126
SSC13033,0,0,0,0,6,0,0,0,3,8
SSC13034,0,0,0,7,7,0,3,6,6,30
SSC13035,0,0,0,10,19,15,17,18,9,88
SSC13036,0,0,0,3,0,5,5,0,8,16
SSC13037,0,0,0,9,10,10,3,9,0,32
SSC13038,0,0,3,10,26,23,21,16,8,98
SSC13039,0,0,5,37,68,27,25,25,25,206
SSC13040,0,3,3,13,23,20,19,16,18,105
SSC13041,5,4,10,36,49,27,13,24,27,172
SSC13042,8,0,11,100,154,100,68,81,38,545
SSC13043,3,5,8,47,94,59,47,85,68,408
SSC13044,0,0,0,0,0,0,0,0,0,0
SSC13045,0,0,0,0,0,0,0,0,0,0
SSC13046,0,0,0,3,0,0,3,0,3,4
SSC13047,0,0,0,12,21,7,8,23,13,82
SSC13048,0,0,0,34,64,47,43,42,26,262
SSC13049,23,12,55,291,428,167,177,419,240,1719
SSC13050,0,0,0,0,0,0,0,3,3,10
SSC13051,0,0,0,0,9,0,3,3,3,18
SSC13052,3,0,3,104,131,70,55,44,49,456
SSC13053,43,21,120,1099,1388,698,612,1101,397,5300
SSC13054,5,0,9,291,383,196,174,290,107,1444
SSC13055,3,0,6,43,64,31,45,72,28,284
SSC13056,29,3,31,17,41,16,15,59,27,172
SSC13057,0,0,0,27,21,17,15,19,4,104
SSC13058,20,3,25,1181,1176,476,464,1750,357,5410
SSC13059,0,0,8,48,63,27,51,66,25,271
SSC13060,13,7,34,379,396,230,195,343,67,1611
SSC13061,0,0,4,18,37,14,19,16,25,134
SSC13062,0,0,0,18,27,23,15,15,29,121
SSC13063,25,13,91,1146,1122,543,448,1077,248,4584
SSC13064,130,33,341,2148,2423,1194,786,1581,366,8499
SSC13065,0,0,0,0,0,3,0,0,0,8
SSC13066,0,0,0,5,5,0,7,0,7,14
SSC13067,0,0,0,3,11,10,3,0,10,43
SSC13068,51,18,87,451,660,331,265,558,391,2654
SSC13069,0,0,0,9,18,10,15,16,10,78
SSC13070,41,24,114,904,1291,578,403,632,434,4241
SSC13071,0,0,0,32,37,12,18,14,13,121
SSC13072,4,0,5,7,5,3,8,5,0,32
SSC13073,47,69,166,590,906,553,494,664,380,3588
SSC13074,0,0,3,12,12,5,7,12,7,57
SSC13075,4,3,7,137,218,112,105,155,83,820
SSC13076,0,0,5,6,8,0,9,11,6,40
SSC13077,12,5,31,379,299,161,204,705,173,1918
SSC13078,3,3,7,40,62,28,29,37,15,210
SSC13079,0,0,0,3,5,0,3,0,0,12
SSC13080,0,0,0,3,3,3,3,8,0,24
SSC13081,17,6,38,560,665,335,267,549,108,2476
SSC13082,0,0,0,5,3,3,3,0,0,16
SSC13083,0,0,0,0,0,0,0,0,0,0
SSC13084,0,0,0,0,0,0,0,0,0,3
SSC13085,0,0,6,70,82,52,31,76,24,338
SSC13086,0,0,0,3,3,6,0,3,3,15
SSC13087,0,0,0,12,17,5,5,3,0,42
SSC13088,0,0,0,12,8,5,3,3,0,29
SSC13089,0,0,0,11,11,4,5,13,9,54
SSC13090,0,0,3,18,28,12,11,14,19,96
SSC13091,6,3,19,858,940,377,312,656,299,3448
SSC13092,470,146,904,6253,8057,3569,2801,6585,2719,29981
SSC13093,0,0,0,4,5,5,3,3,5,27
SSC13094,0,0,5,202,271,156,122,142,59,951
SSC13095,7,0,16,365,382,172,174,378,115,1593
SSC13096,6,0,15,93,114,67,51,124,79,532
SSC13097,0,0,3,6,3,0,0,3,10,24
SSC13098,0,0,0,4,9,3,3,3,3,19
SSC13099,0,0,3,13,27,9,13,29,6,103
SSC13100,0,0,0,14,21,9,4,10,7,70
SSC13101,0,0,0,71,105,39,36,32,11,297
SSC13102,0,0,0,32,42,31,12,23,24,163
SSC13103,13,3,38,760,919,416,316,580,137,3130
SSC13104,0,0,0,6,7,5,3,6,7,30
SSC13105,0,0,0,5,18,7,6,5,4,45
SSC13106,0,4,9,24,23,21,14,11,25,115
SSC13107,0,0,0,3,6,0,4,3,3,29
SSC13108,0,0,0,0,3,0,0,0,0,7
SSC13109,0,0,3,45,51,47,35,48,17,239
SSC13110,14,4,30,491,585,220,217,660,269,2443
SSC13111,44,31,94,539,758,328,310,609,318,2861
SSC13112,33,12,95,1067,1269,605,457,634,145,4176
