SSC_CODE_2016,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
SSC12145,9,12,0,7,10,4,0,0,0,41,12,9,6,11,12,3,0,3,0,53,13,5,65,19,42,11,25,10,4,194,0,0,0,3,4,0,0,0,0,9,0,0,0,4,5,8,0,0,0,20,0,3,0,0,0,0,0,0,0,4,0,0,0,0,3,4,4,0,0,21,59,157,77,56,90,30,27,16,6,510
SSC12146,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,3,6,10,3,0,3,0,3,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,15,4,4,6,0,3,0,55
SSC12147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,11
SSC12149,49,71,25,34,51,16,8,4,0,250,58,79,37,41,77,22,13,19,7,349,134,56,364,93,135,63,51,44,17,948,6,7,3,7,23,3,7,3,0,62,18,13,13,19,51,16,8,10,0,151,8,13,3,3,24,10,0,3,5,65,5,18,10,11,23,3,9,4,7,94,530,1065,506,271,535,186,110,106,50,3357
SSC12150,13,27,3,13,19,0,4,0,0,82,23,20,20,26,22,12,6,9,3,139,38,23,167,36,65,27,16,35,13,425,7,0,0,3,12,0,0,3,3,29,4,3,4,4,9,6,5,6,3,54,3,3,0,4,0,0,0,0,0,15,3,3,4,0,4,4,0,6,4,33,159,348,216,122,180,74,48,72,34,1246
SSC12151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,3,0,0,4,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,14,3,4,3,4,0,3,3,51
SSC12152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC12153,0,0,3,0,0,0,0,0,0,3,3,3,0,6,5,0,0,0,0,16,11,7,34,13,4,7,3,3,0,87,0,0,0,0,3,0,0,0,0,3,0,0,0,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,12,39,42,17,25,7,3,8,0,154
SSC12154,22,51,10,35,23,12,4,11,0,165,40,34,20,73,44,22,4,8,6,249,83,39,246,100,72,48,37,64,14,695,3,3,3,7,3,9,3,8,0,35,8,6,9,12,19,9,3,5,0,72,3,10,4,6,0,4,0,0,0,23,8,10,9,9,8,6,0,3,7,62,290,699,312,295,237,137,56,106,30,2173
SSC12155,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,3,8,4,0,0,7,0,0,27,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,21,8,9,3,3,7,3,3,69
SSC12156,34,65,21,36,44,37,12,22,3,275,39,44,24,61,78,29,7,34,7,325,67,30,214,69,64,29,29,51,13,561,3,3,0,4,11,3,3,8,0,41,11,13,11,14,38,11,3,6,4,112,10,23,0,7,16,12,4,3,0,82,4,12,8,13,5,10,8,10,12,85,583,1943,439,417,599,330,119,253,87,4767
SSC12157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC12158,54,66,35,30,67,32,15,18,3,317,58,66,53,50,95,44,10,26,5,407,90,48,327,73,93,50,64,69,14,826,11,8,3,8,23,11,7,9,0,63,14,14,7,19,60,15,12,9,3,160,7,12,5,3,15,0,7,5,0,49,8,19,3,14,7,9,7,12,22,105,505,1129,534,265,585,245,154,179,75,3661
SSC12159,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,0,0,0,0,0,0,14
SSC12160,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,6,0,3,0,0,11,0,25
SSC12161,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,3,0,6,3,0,5,0,42
SSC12162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC12163,19,34,9,21,25,7,17,11,0,141,27,47,22,70,53,21,8,13,0,264,72,46,258,123,132,63,103,70,15,883,3,6,6,10,21,3,6,21,0,74,13,14,3,8,12,5,5,18,3,84,0,5,3,7,8,4,8,5,0,38,4,0,8,11,14,7,14,22,8,85,221,610,353,318,361,144,196,198,38,2434
SSC12164,3,9,3,4,11,3,0,0,0,27,6,6,0,5,7,0,0,0,0,28,24,7,56,8,12,10,17,13,3,142,0,0,0,0,3,0,0,0,0,5,0,3,0,0,5,3,0,0,0,15,0,0,0,0,3,0,0,0,0,5,0,0,0,4,5,0,0,0,3,10,54,85,61,21,47,20,19,18,11,337
SSC12165,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0,15,3,0,0,0,3,0,26,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,16,3,4,4,4,4,0,59
SSC12166,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,0,0,6,0,22
SSC12167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12169,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,7
SSC12170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,11
SSC12171,3,6,3,3,6,3,0,0,0,25,9,3,0,0,8,0,0,0,0,23,16,0,35,0,6,3,3,4,0,71,3,0,0,0,3,0,0,0,0,5,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,63,81,39,12,37,9,4,7,3,253
SSC12172,55,62,20,58,48,17,4,3,0,261,78,66,33,68,83,25,3,18,4,370,111,58,414,93,116,65,58,63,6,977,3,3,3,0,15,12,3,8,0,41,16,9,9,23,40,9,10,6,0,124,6,13,11,6,16,3,0,3,0,53,7,11,4,6,17,10,9,12,17,81,491,971,532,317,469,190,93,133,37,3242
SSC12173,22,26,4,0,16,11,0,4,0,93,19,32,9,10,17,8,5,3,0,101,19,13,25,13,12,15,0,3,3,94,0,0,0,0,3,0,0,0,0,3,9,11,0,8,10,7,0,3,0,46,7,13,0,3,5,0,0,0,0,36,3,9,0,0,3,0,0,0,0,22,394,974,61,81,215,100,12,22,25,1894
SSC12174,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,10,3,7,22,10,6,0,5,4,0,63,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,3,0,0,0,0,0,3,0,8,6,17,33,14,13,0,14,5,3,101
SSC12175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12176,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,3,0,0,13
SSC12177,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,3,14
SSC12178,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,10,0,0,11,0,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,11,11,8,6,0,0,4,4,58
SSC12179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,9
SSC12180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12181,38,57,45,54,63,41,22,41,8,371,43,64,78,107,62,66,28,61,11,518,58,45,224,109,90,64,64,90,12,755,9,4,3,7,12,5,3,8,0,57,17,8,10,21,42,16,5,15,3,135,7,41,15,12,17,13,9,15,0,123,6,21,15,20,17,4,8,23,15,125,513,1968,651,683,681,429,246,535,92,5790
SSC12182,9,10,3,3,16,4,0,0,0,46,11,15,10,11,20,8,5,0,0,73,26,3,68,7,20,7,9,15,3,148,0,0,0,0,4,0,0,0,0,3,0,0,0,4,10,6,0,3,0,31,3,0,0,0,3,0,0,0,0,8,0,3,0,0,3,0,3,3,3,17,115,233,92,45,105,42,23,23,16,678
SSC12183,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,0,0,5,0,0,0,0,14
SSC12184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SSC12185,4,9,0,9,0,3,0,0,0,28,7,7,3,5,4,3,0,0,0,31,5,8,26,5,15,8,3,6,0,81,0,0,0,0,3,0,0,0,0,9,0,4,3,3,9,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,42,107,33,31,38,25,9,8,3,298
SSC12186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC12187,0,13,0,13,3,0,4,0,0,34,9,8,9,33,7,4,0,4,0,85,19,17,136,61,47,27,29,55,0,402,0,0,0,5,3,4,0,8,0,19,0,3,0,13,12,0,6,5,0,35,0,0,0,0,3,0,3,0,0,8,0,8,3,10,0,0,4,9,3,40,46,117,164,148,80,46,45,86,8,742
SSC12188,3,8,3,0,0,0,0,0,0,13,3,0,0,3,0,0,0,0,0,10,3,5,16,9,0,4,4,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,37,16,14,8,4,3,3,0,106
SSC12189,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3
SSC12190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12191,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,3,6,0,3,3,7,0,0,24,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,19,9,4,4,3,7,0,0,49
SSC12192,7,0,0,0,0,0,0,0,0,12,3,0,4,0,0,0,0,0,0,8,8,0,4,9,0,0,0,3,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,7,29,9,7,10,9,4,6,9,3,80
SSC12193,20,28,18,26,22,3,3,6,3,126,27,44,18,55,35,14,3,8,0,201,67,44,338,116,113,78,50,70,17,885,8,3,3,6,15,10,8,11,0,58,6,13,4,20,16,10,7,15,0,87,0,7,9,0,4,6,0,4,0,22,4,8,10,11,12,7,9,17,3,76,234,563,439,289,265,148,77,163,25,2213
SSC12194,3,3,8,9,0,3,0,3,0,26,11,8,3,23,9,4,0,4,0,68,20,14,125,39,36,15,25,32,4,310,0,3,0,3,7,0,0,3,0,19,3,0,3,0,3,0,0,6,0,24,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,8,4,0,15,51,138,142,83,66,32,36,48,8,602
SSC12195,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,8,0,17,6,6,0,3,3,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,9,20,7,7,5,5,7,0,72
SSC12196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,3,0,0,9,0,21
SSC12197,19,21,3,3,16,3,0,3,0,64,15,25,4,18,13,9,0,3,3,93,37,11,101,34,29,20,13,25,3,274,0,3,0,0,0,6,0,0,0,9,7,0,0,4,7,4,0,0,0,31,0,0,0,4,0,0,0,3,0,8,0,0,3,0,0,3,0,0,0,16,128,270,125,78,84,54,18,56,15,837
SSC12198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12199,8,0,0,3,0,0,0,0,0,15,7,0,0,3,0,0,0,0,0,14,22,0,24,14,10,3,4,3,0,81,3,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,65,26,36,32,15,6,11,18,3,207
SSC12200,10,35,15,10,17,8,3,4,4,99,21,25,19,35,30,10,0,7,4,146,42,32,162,46,56,28,32,25,10,438,0,3,0,0,8,0,0,3,0,21,3,4,5,8,12,6,3,3,0,39,0,3,0,0,4,0,0,0,0,7,0,8,3,4,6,0,0,3,0,25,171,482,220,138,189,58,50,54,22,1386
SSC12201,5,12,0,7,8,0,0,0,0,33,8,9,6,3,7,3,0,3,0,35,14,6,46,6,11,10,4,11,3,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,50,140,55,28,54,18,7,11,6,362
SSC12202,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,18,5,5,0,3,6,3,49,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,13,9,22,14,11,3,5,10,3,80
SSC12203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,16
SSC12204,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,3,0,7,3,0,3,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,9,7,8,3,9,3,0,0,47
SSC12205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5
SSC12206,3,3,0,3,8,0,0,3,0,20,3,3,0,0,3,0,0,0,0,16,20,0,20,8,6,6,0,3,0,59,0,0,0,0,0,0,0,0,0,8,4,0,4,0,3,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,3,3,15,60,41,21,10,21,11,6,14,8,185
SSC12207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC12208,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,7,0,0,0,4,0,0,6,0,18
SSC12209,4,0,0,3,0,0,0,0,0,9,3,8,0,3,9,0,0,0,0,20,8,4,28,10,13,4,5,3,0,75,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,10,15,52,35,16,27,10,9,15,0,170
SSC12210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,3,0,0,0,0,19
SSC12211,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,6,6,3,6,3,3,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,14,6,4,5,3,0,0,0,51
SSC12212,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,4,0,3,4,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,5,9,3,0,3,0,0,38
SSC12213,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,4,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,3,3,4,0,7,0,34
SSC12214,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8
SSC12215,5,8,3,4,0,0,0,3,0,28,3,7,0,7,4,0,0,0,0,24,19,4,46,9,13,4,10,9,0,116,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,3,0,0,0,0,6,0,5,0,0,0,0,0,3,0,7,45,72,56,30,44,10,12,20,3,287
SSC12216,13,10,4,10,10,5,0,3,0,56,13,17,10,17,14,9,0,3,0,77,35,16,155,23,30,16,30,28,8,348,0,0,0,3,4,0,0,0,0,11,3,3,5,8,8,4,3,0,0,35,3,3,0,0,0,0,0,0,0,13,3,4,4,3,11,6,0,9,0,37,88,140,191,80,88,44,38,43,7,720
SSC12217,20,14,4,3,11,0,0,5,0,54,11,6,3,5,9,6,0,0,0,41,3,3,14,3,8,9,0,0,0,39,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,0,0,0,14,0,3,0,0,3,0,0,0,0,9,3,3,0,0,0,0,0,0,0,9,213,358,33,24,80,32,0,6,14,755
SSC12218,23,19,8,14,18,6,3,3,0,94,17,17,23,11,23,3,4,4,0,101,58,28,206,31,53,26,18,22,3,446,4,0,0,0,8,0,3,0,0,18,6,5,8,3,13,6,0,4,0,50,3,3,0,4,3,0,0,0,0,9,5,3,3,0,4,3,4,5,4,36,170,308,252,94,159,54,35,51,18,1144
SSC12219,9,19,7,11,5,3,0,0,0,60,15,10,9,11,6,6,0,3,0,54,24,7,62,20,19,6,19,16,5,177,0,3,0,0,3,4,0,0,0,13,4,3,0,0,3,3,0,0,0,18,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,88,153,85,52,50,26,24,21,3,500
SSC12220,4,6,0,5,0,0,0,0,0,19,3,7,0,3,8,3,0,0,0,27,15,5,32,3,3,5,11,3,0,81,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,3,0,0,0,6,0,0,0,0,4,0,0,0,0,6,0,0,0,0,3,0,0,0,0,11,47,71,32,15,29,14,12,11,3,246
