SSC_CODE_2016,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_more_15_19_yrs,P_3000_more_20_24_yrs,P_3000_more_25_34_yrs,P_3000_more_35_44_yrs,P_3000_more_45_54_yrs,P_3000_more_55_64_yrs,P_3000_more_65_74_yrs,P_3000_more_75_84_yrs,P_3000_more_85ov,P_3000_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
SSC11688,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,3,0,3,0,0,8,0,0,6,3,3,6,7,3,0,41
SSC11689,0,12,25,6,0,8,0,0,0,48,0,0,26,3,3,0,0,0,0,38,0,0,21,5,3,0,0,0,0,30,0,0,14,8,9,0,0,0,0,27,0,0,10,5,0,3,0,0,0,14,0,0,0,0,0,3,0,0,0,4,3,0,3,3,4,6,3,4,0,29,19,57,142,42,36,43,22,3,0,368
SSC11690,0,0,3,3,3,0,3,0,0,10,0,0,0,0,0,0,0,0,0,8,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,7,0,0,3,0,3,0,3,0,15,15,0,13,29,23,13,13,4,0,117
SSC11691,0,0,0,3,0,0,9,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,5,0,0,3,15,9,14,15,5,0,62
SSC11692,0,0,6,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,9,13,15,16,14,3,0,0,71
SSC11693,0,4,27,24,18,14,5,0,0,99,0,3,8,28,17,11,8,0,0,72,0,0,10,21,12,12,3,0,0,56,0,0,9,15,18,3,6,3,0,56,0,0,8,13,17,7,3,0,0,51,0,0,10,5,4,10,5,0,0,32,19,5,19,14,11,12,22,5,0,95,103,54,165,218,201,178,148,66,18,1149
SSC11694,0,0,3,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,3,0,3,0,0,4,0,3,11,0,0,3,23,3,3,9,14,16,23,11,11,4,96
SSC11695,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,5,3,11,7,12,7,0,50
SSC11696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,6,11,8,0,0,35
SSC11697,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,11,10,3,0,38
SSC11698,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,12,3,0,13,15,9,11,4,0,56
SSC11699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,0,8,5,7,0,3,29
SSC11700,0,0,3,3,3,0,3,0,0,14,0,0,3,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,3,3,3,0,20,3,6,15,30,21,21,17,13,3,127
SSC11701,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,9,6,3,8,12,19,11,14,9,3,85
SSC11702,0,3,3,0,3,3,0,0,0,15,0,0,3,0,0,0,0,0,0,6,0,0,3,3,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11,11,17,42,26,31,39,21,0,0,184
SSC11703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,0,15,3,3,0,4,12,17,14,3,0,63
SSC11704,0,22,58,42,34,28,9,3,0,198,0,3,96,40,26,19,4,0,0,190,0,9,78,58,37,23,12,0,0,219,0,0,54,44,42,21,0,0,0,156,0,0,39,92,64,24,5,0,0,224,0,0,9,31,49,14,4,0,0,108,20,16,42,41,30,18,10,3,0,183,166,125,485,465,351,254,131,30,0,2010
SSC11705,0,3,7,3,13,11,0,0,0,39,0,0,3,3,9,4,4,0,0,18,0,0,0,5,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,8,0,8,3,0,4,0,0,0,19,29,22,49,50,71,46,35,14,3,315
SSC11706,0,0,0,3,3,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,9,8,3,4,8,18,12,12,0,0,69
SSC11707,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,8,3,5,11,18,16,15,5,3,91
SSC11708,0,0,3,0,3,3,0,0,0,16,0,0,3,3,5,0,0,0,0,10,0,0,0,3,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,9,9,12,24,21,26,33,14,9,0,145
SSC11709,0,0,3,3,4,9,0,0,0,21,0,0,3,3,7,3,0,0,0,13,0,0,0,0,3,0,0,0,0,8,0,0,0,3,3,0,0,0,0,11,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,3,3,3,3,9,3,0,20,22,3,27,39,54,69,65,30,4,316
SSC11710,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,6,8,4,3,0,0,38
SSC11711,0,46,187,180,165,153,51,27,9,815,0,11,103,99,94,100,24,3,0,428,0,8,65,92,104,57,10,5,3,337,0,3,26,49,63,58,9,4,0,211,0,0,37,64,71,70,13,3,0,260,0,0,11,22,26,23,14,0,3,97,87,73,140,100,103,142,115,103,83,946,795,773,1566,1424,1543,1655,1351,874,486,10467
SSC11712,0,0,3,0,7,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,6,0,0,0,13,0,0,0,0,6,0,0,0,0,6,0,0,0,0,9,11,14,4,0,39,20,13,26,40,63,84,50,13,3,305
SSC11713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,5,3,0,0,0,0,10
SSC11714,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,6,4,6,4,7,9,8,10,0,0,53
SSC11715,0,0,0,0,3,0,0,0,0,7,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,17,11,3,7,20,14,13,0,0,82
SSC11716,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,4,4,4,5,9,5,8,6,0,52
SSC11717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,3,0,0,24
SSC11718,0,21,108,57,85,58,54,23,4,412,0,21,102,51,51,63,38,16,6,346,0,3,88,68,76,66,28,14,6,350,0,0,53,72,62,50,19,13,8,277,0,3,91,155,158,85,46,16,10,564,0,0,22,183,268,145,51,13,4,689,36,23,58,47,63,54,30,41,133,485,637,462,840,1007,1183,943,609,344,261,6281
SSC11719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,7,0,0,0,11
SSC11720,0,7,7,3,3,4,4,0,0,28,0,0,13,3,3,3,4,0,0,22,0,0,4,8,6,3,3,0,0,18,0,0,0,5,3,7,3,0,0,17,0,0,3,3,3,3,0,0,0,16,0,0,0,0,0,0,0,0,0,3,4,6,11,4,9,13,18,25,42,131,37,48,87,55,74,93,98,77,85,658
SSC11721,3,30,119,99,97,69,44,14,3,478,0,11,64,79,67,52,6,0,0,284,0,9,50,44,44,41,8,0,0,192,0,0,28,39,26,18,5,3,0,123,0,0,19,32,36,22,4,0,0,116,3,0,7,3,6,8,7,4,0,47,42,41,75,70,107,107,113,114,41,711,425,537,1045,920,1013,1053,1008,645,208,6854
SSC11722,0,28,117,47,46,33,6,0,0,274,0,9,73,39,48,15,10,0,0,191,0,3,69,36,30,18,3,0,0,158,0,0,42,36,19,6,3,0,0,112,0,0,33,29,33,15,4,4,0,120,0,0,9,16,4,9,0,0,0,36,13,43,88,53,53,42,45,24,6,365,111,313,881,501,439,370,315,129,43,3112
SSC11723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,3,3,0,0,0,3,0,9,3,5,11,3,11,15,7,9,0,65
SSC11724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,3,7,3,0,3,0,22
SSC11725,4,98,387,282,298,277,93,29,15,1488,0,49,200,200,219,171,56,4,6,906,0,15,161,210,173,161,38,12,8,769,0,9,93,153,160,131,14,0,3,564,0,10,99,172,198,128,24,8,0,636,0,0,18,36,42,43,22,9,3,183,150,193,418,348,299,224,272,289,211,2406,1332,1386,2965,2696,2896,2760,2280,1378,667,18355
SSC11726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,7
SSC11727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,3,6,7,8,3,0,29
SSC11728,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,3,0,0,18
SSC11729,0,0,4,3,3,3,0,0,0,13,0,0,0,3,0,0,0,0,0,9,0,0,0,4,4,4,0,0,0,11,0,0,0,5,3,0,3,0,0,17,0,0,4,9,13,4,0,0,0,32,0,0,3,7,8,0,0,0,0,14,4,0,3,0,3,3,4,0,0,14,22,18,27,51,55,43,22,13,0,250
SSC11730,0,0,0,0,3,0,0,0,0,5,0,0,6,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,5,3,0,9,4,3,17,10,8,12,8,3,0,69
SSC11731,0,0,0,4,5,3,3,0,0,13,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,6,0,0,3,0,3,0,0,0,0,8,0,0,0,3,3,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,6,3,7,4,15,7,3,3,3,50,23,8,18,25,56,35,35,10,5,214
SSC11732,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,17,17,10,0,0,40
SSC11733,3,25,101,122,116,104,41,25,14,549,0,15,71,77,60,48,18,5,0,293,0,7,41,71,63,45,16,9,3,251,0,0,33,51,62,46,8,3,0,200,0,3,22,51,56,44,10,0,4,195,0,0,8,20,21,21,10,3,0,82,80,86,194,157,128,97,115,139,129,1132,633,580,1176,1192,1243,1284,1101,844,471,8520
SSC11734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC11735,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,3,3,0,10,10,10,7,4,0,52
SSC11736,0,0,5,3,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,4,0,0,19,3,0,13,14,14,24,14,3,0,81
SSC11737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11738,0,58,417,227,156,100,17,3,3,993,0,32,245,165,92,63,15,5,0,605,0,7,144,111,61,31,10,0,0,358,0,3,84,68,61,24,5,0,0,247,0,3,88,111,51,36,10,0,0,290,0,0,19,33,20,9,5,0,0,78,74,126,353,189,143,122,96,41,9,1155,714,1360,3912,2238,1619,1313,810,391,99,12460
SSC11739,0,10,13,11,25,27,13,4,9,128,0,8,16,14,22,12,7,4,0,87,0,3,13,13,18,10,3,0,3,59,0,0,0,13,13,7,6,0,0,46,0,3,5,28,35,19,7,5,0,101,0,0,0,11,30,17,0,0,0,55,0,9,3,11,9,19,50,117,203,420,107,110,88,152,241,233,201,265,323,1716
SSC11740,0,0,3,0,0,3,0,0,0,7,0,0,0,0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,13,0,0,6,5,14,23,20,3,0,75
SSC11741,0,0,4,3,3,3,0,0,0,15,0,0,4,3,4,5,3,0,0,18,0,0,0,6,3,0,0,0,0,6,0,0,0,0,5,0,0,0,0,8,0,0,0,0,8,0,0,0,0,9,0,0,0,0,3,0,0,0,0,5,0,0,6,0,4,3,5,0,0,20,23,7,24,31,70,52,43,14,0,264
SSC11742,0,0,5,7,4,3,4,0,0,26,0,0,7,0,3,0,0,0,0,15,0,0,3,5,3,0,0,0,0,10,0,0,0,4,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,6,0,6,3,3,5,11,0,4,0,33,7,17,29,44,49,43,34,18,3,253
SSC11743,0,21,31,37,52,43,24,12,0,216,0,8,33,35,52,41,18,3,0,192,0,0,20,31,49,35,4,4,0,150,0,0,15,30,49,30,5,0,0,138,0,0,17,57,64,51,14,3,0,214,0,0,8,58,71,38,8,0,0,192,4,13,17,24,21,18,11,12,9,119,234,223,238,387,530,420,289,152,33,2497
SSC11744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,3,0,0,6,8,13,3,0,34
SSC11745,0,0,0,3,3,7,4,3,0,14,0,0,0,0,3,3,3,0,0,9,0,0,0,3,3,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,10,14,6,9,34,16,34,15,15,3,144
SSC11746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11747,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,13
SSC11748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC11749,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,10,7,0,0,31
SSC11750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,4,3,3,3,0,20
SSC11751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11752,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,0,0,0,16,6,5,15,13,36,23,27,8,0,138
SSC11753,0,21,83,85,81,101,46,11,9,441,0,3,56,57,71,59,17,4,3,268,0,0,48,57,80,55,14,0,0,261,0,3,25,61,74,51,5,6,0,220,0,0,28,70,91,53,3,0,0,247,0,3,9,28,41,26,0,3,3,113,30,12,20,38,55,56,42,56,33,335,396,311,567,718,901,950,834,441,175,5293
SSC11754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,40,76,135,0,0,0,0,0,7,24,48,83,169
SSC11755,0,0,0,0,9,12,3,3,0,29,0,0,0,7,3,0,0,0,0,12,0,0,0,5,5,3,0,3,0,17,0,0,3,3,0,4,0,0,0,9,0,0,0,3,4,3,0,0,0,7,0,0,0,0,3,0,0,0,0,7,3,0,7,0,0,8,5,4,0,21,35,20,37,52,80,110,74,35,6,454
SSC11756,7,83,245,199,175,125,20,4,0,852,0,30,156,106,130,86,10,0,0,513,0,7,84,87,83,66,7,0,0,340,0,3,51,50,72,43,7,0,0,223,0,0,43,53,61,34,11,0,0,196,0,0,10,16,28,10,3,0,0,64,103,60,104,99,109,90,49,29,13,647,1098,1024,1676,1609,1812,1545,726,284,104,9875
SSC11757,9,128,344,273,259,144,43,11,9,1213,4,50,221,167,146,102,27,5,3,717,0,18,151,150,128,94,20,4,0,559,0,8,92,95,95,43,9,0,3,334,0,6,92,120,108,54,3,3,0,387,0,3,21,59,32,23,18,6,6,169,189,155,270,252,216,192,158,126,110,1657,1900,1823,3156,2977,2969,2452,1608,1021,539,18453
SSC11758,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,3,7,7,9,22,10,3,0,70
SSC11759,0,3,5,4,8,4,0,0,0,20,0,5,3,0,5,3,0,0,0,15,0,0,3,0,3,3,0,0,0,16,0,0,0,0,4,0,0,0,0,12,0,0,3,0,3,0,3,0,0,12,0,0,0,0,0,0,0,0,0,9,8,3,7,6,3,6,6,3,0,37,25,17,39,40,50,44,28,14,0,267
SSC11760,0,0,3,5,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0,0,0,3,3,0,6,6,9,4,10,7,0,46,7,5,14,19,34,51,38,22,3,197
SSC11761,0,22,87,68,64,70,11,4,0,331,0,11,57,34,30,31,9,3,0,187,0,5,33,32,37,25,5,0,0,138,0,0,22,16,13,13,4,0,0,67,0,0,20,23,16,21,6,0,0,85,0,0,3,8,5,9,0,0,0,32,26,19,38,30,33,34,13,10,0,219,422,361,660,586,707,712,428,179,50,4096
SSC11762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,8,3,3,6,0,0,0,17
SSC11763,0,0,3,8,11,3,0,0,0,22,0,0,0,0,9,7,0,0,0,13,0,0,0,3,4,3,0,0,0,12,0,0,0,3,0,0,0,0,0,4,0,0,0,5,3,0,0,0,0,10,0,0,0,0,0,3,0,0,0,5,3,8,7,5,15,14,13,8,4,72,53,41,63,75,78,91,101,46,19,565
