SSC_CODE_2016,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_more_15_19_yrs,P_3000_more_20_24_yrs,P_3000_more_25_34_yrs,P_3000_more_35_44_yrs,P_3000_more_45_54_yrs,P_3000_more_55_64_yrs,P_3000_more_65_74_yrs,P_3000_more_75_84_yrs,P_3000_more_85ov,P_3000_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
SSC14013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6
SSC14014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,3,3,7,9,0,0,27
SSC14015,0,0,7,4,3,3,3,0,0,14,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,8,3,0,0,28,8,14,34,37,41,54,33,8,4,230
SSC14016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4
SSC14017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,4,5,12,12,5,0,0,0,48
SSC14018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,10,0,0,6,7,11,23,4,0,0,50
SSC14019,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,11,4,4,6,18,18,13,4,0,76
SSC14020,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,3,3,0,26,7,8,15,15,27,30,16,5,6,130
SSC14021,0,0,3,0,0,6,0,0,0,9,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,3,0,5,3,3,3,0,20,18,0,8,26,36,27,31,13,0,157
SSC14022,0,0,3,5,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,3,0,0,3,3,0,4,0,0,0,16,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,0,0,3,7,0,0,0,0,5,0,0,6,3,3,3,0,0,0,16,6,6,15,18,23,26,14,12,3,116
SSC14023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6
SSC14024,0,0,0,0,0,0,3,0,0,8,0,0,0,0,3,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,3,0,0,9,5,3,9,8,20,19,14,3,0,77
SSC14025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,3,0,3,7,5,10,5,0,0,41
SSC14026,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,4,0,0,3,6,4,4,3,0,0,24
SSC14027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5
SSC14028,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,5,5,3,3,0,0,13,16,3,5,18,17,22,12,6,0,91
SSC14029,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,4,0,5,0,26,8,8,10,13,26,16,15,14,3,123
SSC14030,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,4,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,5,3,3,0,12,3,0,4,9,19,23,30,12,0,99
SSC14031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC14032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6
SSC14033,0,0,8,0,4,3,9,0,0,22,0,3,3,6,6,10,0,0,0,26,0,0,0,0,3,4,3,0,0,8,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,4,0,0,0,11,0,0,0,0,3,3,0,0,0,4,3,3,0,0,13,16,8,0,0,37,21,22,56,40,82,137,93,22,9,472
SSC14034,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,7,0,0,0,4,4,8,7,0,0,30
SSC14035,0,0,0,3,0,3,0,0,0,5,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,6,6,17,17,0,0,46,4,10,19,39,30,60,43,7,0,199
SSC14036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC14037,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,3,3,3,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,4,3,0,3,0,3,0,14,6,3,14,16,13,21,24,5,0,107
SSC14038,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,5,8,3,3,0,21
SSC14039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,6,0,0,23
SSC14040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,8
SSC14041,0,3,3,12,9,11,4,0,0,51,0,0,9,11,10,10,0,0,0,33,0,0,0,5,7,6,3,0,0,25,0,0,3,12,3,3,0,0,0,20,0,0,0,4,11,4,0,0,0,19,0,0,0,0,6,7,0,0,0,13,7,3,4,5,12,16,10,9,0,78,46,30,64,94,146,128,94,36,6,659
SSC14042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,8,0,4,3,6,9,11,3,0,0,45
SSC14043,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,7,3,0,0,0,0,0,17,11,4,18,18,14,17,10,5,0,104
SSC14044,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,10,0,3,7,4,10,23,3,7,4,65
SSC14045,0,0,3,3,3,5,0,0,0,7,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,6,8,5,16,17,21,21,10,4,106
SSC14046,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,7,11,5,8,3,0,29
SSC14047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,8
SSC14048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,12,4,4,13,13,5,14,8,0,0,52
SSC14049,0,0,0,3,3,0,0,0,0,6,0,0,0,6,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,3,4,3,3,3,0,18,5,7,7,17,19,19,11,6,0,95
SSC14050,0,0,3,0,6,8,0,4,0,13,0,0,0,0,3,6,0,0,0,14,0,0,0,3,4,3,0,0,0,14,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,6,0,0,0,9,0,0,0,3,4,0,0,0,0,10,0,0,0,0,0,3,3,6,0,14,11,4,11,24,33,53,35,18,0,187
SSC14051,0,4,28,33,36,47,18,0,0,168,0,3,16,16,14,18,0,3,0,73,0,3,11,23,21,10,8,0,0,79,0,0,0,16,11,13,3,0,0,44,0,0,3,10,13,12,5,0,0,42,0,0,0,0,0,4,3,0,0,11,30,7,13,29,26,44,30,31,11,216,168,119,256,303,354,439,362,167,72,2243
SSC14052,0,0,4,6,3,4,0,0,0,24,0,0,0,0,3,0,0,3,0,8,0,0,4,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,3,5,0,0,0,9,9,8,3,10,13,5,11,11,8,72,27,18,16,37,64,70,55,36,14,325
SSC14053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,5,3,0,0,0,0,12
SSC14054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,12
SSC14055,0,0,17,13,15,7,5,0,0,65,0,0,8,23,7,3,4,0,0,53,0,4,3,9,5,6,3,0,0,31,0,3,4,8,6,7,0,0,0,24,0,0,0,12,3,8,0,0,0,19,0,0,0,0,7,0,0,0,0,10,8,3,14,9,16,19,11,3,5,71,44,55,119,121,118,130,82,24,13,697
SSC14056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,12
SSC14057,0,0,0,0,3,0,0,0,0,9,0,0,0,3,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,10,9,11,18,7,4,66,13,5,24,37,42,68,43,24,13,271
SSC14058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,0,16
SSC14059,0,4,0,0,3,3,0,0,0,10,0,0,0,3,0,0,0,0,0,6,0,0,3,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,3,6,4,4,3,11,7,3,0,0,33,9,10,9,19,26,24,14,3,0,113
SSC14060,0,0,0,0,4,0,5,0,0,6,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,6,6,4,0,23,8,8,14,23,27,48,35,12,0,168
SSC14061,0,3,17,27,38,41,31,12,5,172,0,3,13,11,34,23,7,0,0,85,0,0,11,18,24,19,7,0,0,75,0,0,7,11,18,15,6,3,0,57,0,0,3,11,21,22,6,0,3,68,0,0,0,3,12,3,0,4,0,21,22,12,17,24,31,37,61,47,17,270,147,104,200,272,414,538,516,330,100,2609
SSC14062,0,0,3,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,14,0,14,19,19,45,17,3,6,133
SSC14063,0,4,7,6,15,11,3,0,0,44,0,0,9,9,9,7,3,0,0,32,0,0,3,11,5,8,5,0,0,34,0,0,5,10,3,3,0,0,0,17,0,0,5,13,8,0,0,0,0,27,0,0,0,5,0,0,0,0,0,5,6,0,0,3,3,3,3,6,0,20,37,26,65,89,99,86,60,20,14,486
SSC14064,0,4,11,3,8,3,3,0,0,33,0,0,3,3,9,0,0,0,0,20,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,3,0,0,0,4,0,0,4,0,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,8,11,4,3,0,5,8,0,44,38,40,82,40,61,46,52,29,4,391
SSC14065,3,14,50,69,89,88,53,14,5,384,0,4,57,58,76,54,20,4,3,280,0,0,30,60,96,69,25,0,0,280,0,0,18,44,60,52,14,3,0,186,0,0,29,86,108,78,13,0,0,310,0,0,7,53,76,38,15,4,0,196,21,16,13,17,40,26,29,24,9,194,400,284,364,668,896,785,714,309,85,4509
SSC14066,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,3,0,0,9,7,3,14,9,21,32,15,0,4,108
SSC14067,0,3,9,5,8,11,5,0,0,50,0,0,6,7,4,3,6,0,0,28,0,0,3,7,13,4,3,0,0,28,0,0,3,12,6,4,0,0,0,23,0,0,3,7,9,9,9,0,0,27,0,0,0,3,0,3,4,0,0,8,14,7,7,6,13,20,7,4,0,77,67,36,76,107,149,174,99,48,4,762
SSC14068,0,3,16,12,17,25,4,3,0,73,0,3,20,6,17,8,10,0,0,60,0,0,3,6,16,15,7,0,0,47,0,0,3,8,15,8,3,0,0,38,0,0,7,10,10,11,0,0,0,32,0,0,3,4,0,4,5,0,0,14,5,8,4,3,18,5,29,8,7,94,53,39,131,93,165,225,250,124,19,1104
SSC14069,0,5,10,15,22,15,8,0,0,81,0,0,9,23,15,13,5,0,0,70,0,0,11,13,22,14,3,0,0,64,0,0,3,19,17,10,0,0,0,52,0,0,6,28,19,14,5,0,0,69,0,0,3,9,9,5,0,0,0,22,3,0,8,7,11,9,5,3,8,49,73,60,92,162,184,174,138,55,19,957
SSC14070,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,3,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,0,0,0,0,13,6,3,9,7,20,20,20,10,6,102
SSC14071,3,33,107,85,81,84,48,21,15,488,3,27,84,74,69,70,46,18,7,384,0,11,68,91,88,61,43,27,13,395,0,3,59,70,60,62,33,21,13,316,0,8,93,161,150,122,68,30,13,648,0,3,56,300,465,247,165,69,33,1334,46,28,60,91,105,88,82,64,26,593,706,507,826,1265,1422,1080,830,442,247,7325
SSC14072,0,0,3,3,3,0,0,0,0,12,0,0,0,4,3,0,0,0,0,4,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,10,3,0,23,12,10,19,26,37,35,30,21,3,192
SSC14073,0,0,0,0,8,11,0,0,0,19,0,0,0,0,3,3,3,0,0,12,0,0,0,0,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,4,5,3,5,0,0,15,6,9,18,26,64,71,42,11,0,244
SSC14074,0,19,69,46,51,36,13,3,3,236,0,8,33,30,19,12,0,0,0,112,0,8,23,22,22,12,3,0,0,82,0,4,9,12,9,4,3,0,0,39,0,0,16,9,3,4,0,0,0,36,0,0,3,3,6,4,0,0,0,19,68,85,215,203,151,96,56,34,18,929,423,474,845,820,775,725,430,211,106,4819
SSC14075,0,4,41,30,34,67,34,3,3,223,0,4,41,29,33,37,14,3,5,163,0,0,31,37,35,37,8,3,0,154,0,0,16,17,32,25,4,3,0,105,0,3,13,45,32,27,17,0,0,139,0,0,9,21,19,21,8,3,5,86,14,5,16,33,34,24,43,34,25,231,153,100,313,370,407,545,558,236,127,2805
SSC14076,0,5,14,10,23,18,0,3,3,76,0,0,5,17,17,12,4,0,0,57,0,0,5,7,9,9,0,0,0,36,0,0,0,3,13,4,0,3,0,26,0,0,3,9,15,19,3,0,0,42,0,0,0,0,3,4,0,0,0,13,4,3,8,16,18,23,16,23,8,127,82,53,80,120,184,162,143,103,29,966
SSC14077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC14078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,5,0,0,3,15,21,12,5,0,60
SSC14079,0,12,26,21,34,11,3,0,0,114,0,4,30,31,29,14,0,0,0,109,0,0,23,26,28,12,0,0,0,93,0,3,24,25,25,12,0,0,0,86,0,0,21,43,41,21,3,0,0,134,0,0,8,23,28,17,0,0,0,73,4,8,13,16,8,5,7,5,0,66,129,98,219,254,298,176,83,27,3,1290
SSC14080,0,14,65,65,33,27,3,3,0,206,0,3,40,41,21,15,5,0,0,128,0,0,45,37,24,19,3,0,0,120,0,0,15,25,20,3,0,0,0,62,0,0,17,46,25,14,0,0,0,96,0,0,4,12,15,0,0,0,0,25,5,5,18,15,17,21,8,12,0,113,178,159,399,452,356,258,176,83,16,2089
SSC14081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC14082,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,0,0,14,6,4,11,15,26,53,29,3,0,149
SSC14083,0,66,203,89,81,90,41,11,11,602,0,35,150,78,66,45,29,13,4,413,0,16,89,62,66,61,16,5,0,310,0,3,37,45,43,43,8,7,0,198,0,3,57,76,71,65,16,3,0,282,0,0,8,27,29,36,13,7,5,129,31,63,99,64,61,76,79,80,73,634,310,758,1293,798,757,855,627,487,296,6191
SSC14084,0,0,0,0,3,3,6,0,0,18,0,0,0,4,0,0,5,0,0,14,0,0,0,0,0,3,0,0,0,12,0,0,0,0,0,7,5,0,0,8,0,0,0,3,4,3,0,0,0,14,0,0,0,0,4,0,0,0,0,10,0,0,0,0,3,0,0,0,0,14,6,9,7,22,33,35,46,13,5,182
SSC14085,3,85,173,148,174,128,116,62,33,926,3,42,165,132,167,117,88,40,21,787,3,22,141,159,167,140,78,43,20,775,0,5,87,143,157,109,58,24,15,611,0,0,139,377,352,243,93,48,19,1274,3,3,61,424,699,340,107,54,36,1721,201,56,75,71,143,105,105,105,163,1026,1569,973,1385,2128,2696,1976,1468,1074,678,13939
SSC14086,0,24,169,102,57,43,11,6,6,413,0,11,135,101,38,32,10,8,6,333,0,5,114,109,47,15,12,4,5,314,0,3,85,96,35,22,0,3,0,240,0,0,127,243,79,28,5,0,0,486,0,0,20,72,28,16,3,3,0,145,12,20,72,70,28,20,40,31,54,349,182,241,1250,1299,550,432,344,266,188,4759
SSC14087,0,0,0,0,3,0,3,0,0,8,0,0,4,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,0,18,10,0,7,12,23,15,18,0,0,89
SSC14088,0,0,0,0,4,7,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,3,3,3,3,3,0,0,0,8,0,0,0,5,0,0,0,0,0,4,0,0,3,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,9,9,9,19,18,20,28,13,6,3,114
