SSC_CODE_2016,P_OthServ_0,P_OthServ_1_15,P_OthServ_16_24,P_OthServ_25_34,P_OthServ_35_39,P_OthServ_40,P_OthServ_41_48,P_OthServ_49over,P_OthServ_hours_NS,P_OthServ_Tot,P_ID_NS_0,P_ID_NS_1_15,P_ID_NS_16_24,P_ID_NS_25_34,P_ID_NS_35_39,P_ID_NS_40,P_ID_NS_41_48,P_ID_NS_49over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_15,P_Tot_16_24,P_Tot_25_34,P_Tot_35_39,P_Tot_40,P_Tot_41_48,P_Tot_49over,P_Tot_hours_NS,P_Tot_Tot
SSC12284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,9
SSC12285,0,0,0,0,5,3,4,0,0,15,0,3,3,0,3,5,3,6,3,22,12,51,42,33,76,118,62,132,7,550
SSC12286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,4,3,20
SSC12287,6,33,23,21,55,51,21,26,6,245,3,19,15,20,42,32,4,16,51,222,196,613,522,711,1027,855,465,574,106,5079
SSC12288,0,0,0,3,0,0,0,0,0,9,3,0,0,0,3,0,0,0,0,14,15,57,32,56,60,43,15,44,4,330
SSC12289,4,6,7,8,8,11,5,7,0,50,0,7,8,0,4,5,3,7,9,43,43,163,145,151,234,211,101,173,17,1235
SSC12290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,0,4,0,14,3,45
SSC12291,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0,0,4,5,0,8,3,8,9,5,9,18,4,72
SSC12292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC12293,4,17,8,13,25,23,21,17,0,130,3,14,12,7,18,44,11,18,41,170,127,379,271,382,733,817,376,582,84,3751
SSC12294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,3,4,0,21
SSC12295,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,4,15,12,14,21,14,8,21,4,112
SSC12296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,3,4,9,3,27,0,63
SSC12297,4,29,23,25,54,62,25,30,3,260,6,25,20,19,34,48,17,43,47,271,255,637,698,711,1294,1758,910,1572,112,7952
SSC12298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
SSC12299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,5,0,4,0,33
SSC12300,0,4,4,3,4,6,0,11,0,34,3,5,9,4,7,9,7,3,9,42,34,122,108,109,152,127,87,128,15,888
SSC12301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,4,0,7,4,29
SSC12303,0,14,6,13,18,9,5,4,4,76,3,14,6,14,12,16,0,16,39,127,103,469,414,471,489,507,221,436,69,3179
SSC12304,0,7,3,3,6,8,3,7,0,42,0,3,6,8,8,9,4,5,13,55,50,139,134,122,216,247,125,225,20,1278
SSC12305,0,4,7,3,19,15,3,11,0,60,3,9,5,5,18,19,7,14,40,116,44,136,150,123,324,325,133,244,73,1559
SSC12306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,10,0,13
SSC12307,0,3,3,3,12,15,3,0,0,40,4,14,11,8,29,17,12,12,47,153,19,137,113,144,338,290,127,148,64,1377
SSC12308,11,13,9,24,42,23,26,23,3,166,5,17,17,22,78,52,11,12,44,258,139,363,381,477,1100,888,420,457,96,4331
SSC12309,3,14,8,4,12,5,3,6,0,53,3,6,11,11,11,5,3,8,17,76,66,261,252,254,246,274,152,273,43,1818
SSC12310,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,5,0,20
SSC12311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,3,0,0,10
SSC12312,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,6,0,6,3,6,14,11,7,11,9,78
SSC12313,0,10,0,3,11,15,4,6,0,52,0,0,7,8,9,6,10,14,4,55,63,155,160,160,313,355,222,307,14,1753
SSC12314,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,15,6,14,10,5,6,0,69
SSC12315,0,3,5,3,8,9,3,3,0,37,0,3,11,4,17,14,0,3,5,59,30,90,101,126,247,342,94,127,17,1172
SSC12316,3,37,45,35,80,74,23,33,0,326,14,78,106,58,126,127,38,37,199,781,191,904,1324,842,2159,1996,613,775,316,9121
SSC12317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12318,0,0,0,0,0,0,0,0,0,6,0,0,4,0,5,0,0,3,0,9,7,23,24,20,41,27,10,24,3,180
SSC12319,0,0,0,0,0,3,0,3,0,5,0,0,0,0,0,0,0,0,0,3,8,10,16,16,24,31,22,32,0,158
SSC12320,0,0,3,0,7,0,0,0,0,15,3,3,3,4,0,5,0,5,11,38,31,88,81,94,89,81,29,100,27,628
SSC12321,0,0,0,3,0,3,0,3,0,9,0,0,0,0,0,3,0,0,3,7,11,43,31,46,31,35,21,30,5,242
SSC12322,0,3,0,4,7,15,0,7,0,36,0,0,4,6,3,7,0,7,4,31,22,108,75,83,89,141,56,172,15,750
SSC12323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,17,13,6,14,4,13,0,71
SSC12324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10
SSC12325,0,13,17,21,13,20,7,14,0,111,0,7,14,10,14,24,11,24,34,144,116,336,312,382,531,805,429,846,68,3836
SSC12326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12327,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,10,8,9,3,5,4,10,0,46
SSC12328,0,0,0,0,3,0,0,4,0,8,0,0,0,0,0,0,0,0,0,3,0,18,19,15,27,26,9,19,0,134
SSC12329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SSC12330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,11,4,13,7,3,11,0,60
SSC12331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,7,0,10,0,29
SSC12332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12333,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,3,0,0,3,7,3,10,12,13,15,12,4,21,3,97
SSC12334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,8,3,25
SSC12335,0,0,0,0,0,3,0,0,0,4,0,3,0,3,5,5,3,3,3,15,4,24,31,25,49,55,28,30,4,254
SSC12336,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,5,22,20,24,18,21,4,23,0,133
SSC12337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,8
SSC12338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC12339,0,23,15,16,8,21,5,19,0,106,4,26,21,11,26,37,8,24,12,169,121,592,511,413,582,961,471,933,41,4629
SSC12340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,3,0,7,3,25
SSC12341,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,0,0,0,3,14,3,28,14,18,10,29,20,52,3,186
SSC12342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC12343,0,12,16,9,19,30,16,18,3,107,3,7,11,10,11,13,0,11,11,77,82,326,291,250,493,497,232,311,36,2517
SSC12344,0,6,3,12,16,16,4,7,0,60,0,6,0,4,9,5,0,4,14,49,42,189,148,196,305,196,90,130,25,1322
SSC12345,0,4,3,5,4,7,6,9,0,46,0,0,0,4,6,9,0,3,10,31,23,117,99,191,225,163,60,90,15,986
SSC12346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,11,3,11,6,20,0,57
SSC12347,0,11,11,10,25,18,10,10,0,88,3,10,7,6,18,23,0,8,12,77,76,247,179,219,449,323,161,197,38,1903
SSC12348,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,0,0,21
SSC12349,0,8,8,8,12,23,8,11,0,73,4,7,9,5,9,18,4,14,18,90,73,184,196,177,333,489,194,369,25,2044
SSC12350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,3,5,14,5,23,4,69
SSC12351,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,16,10,14,3,11,0,11,0,68
SSC12352,0,3,0,0,3,3,0,0,0,13,0,0,0,0,0,0,3,3,3,13,13,27,34,36,38,48,16,47,4,264
SSC12353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11
SSC12354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,3,4,3,3,4,29
SSC12355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC12356,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,10,7,4,8,14,3,25,3,76
SSC12357,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,6,3,0,3,3,0,6,0,28
SSC12358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,0,21
SSC12359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,8,0,18
SSC12360,0,3,5,4,0,0,3,4,0,15,3,0,0,7,3,3,0,0,0,18,21,26,44,54,72,66,38,32,7,361
SSC12361,11,37,33,30,79,64,24,32,7,305,15,61,49,41,119,116,21,42,150,620,232,855,812,817,2242,1780,652,832,274,8499
SSC12362,3,10,0,3,5,8,4,15,0,44,0,3,0,0,0,3,4,13,4,27,31,126,112,99,202,199,102,225,15,1124
SSC12363,0,4,8,0,4,13,0,5,0,35,3,5,0,0,10,11,3,12,19,56,26,90,67,56,138,165,53,150,29,771
SSC12364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,3,7,5,6,22,0,61
SSC12365,0,0,0,4,3,0,4,0,0,21,0,0,0,0,3,3,4,4,3,11,24,32,37,44,107,98,50,67,3,459
SSC12366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,13
SSC12367,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,24,22,22,25,22,20,24,3,164
SSC12368,0,4,5,0,3,0,3,6,0,25,0,3,0,3,7,0,0,3,4,16,9,46,53,47,68,51,39,72,5,388
SSC12369,0,0,0,0,3,3,0,0,0,9,0,0,0,0,3,0,0,3,8,12,22,51,37,52,73,78,20,95,8,432
SSC12370,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,5,0,3,0,18
SSC12371,3,11,8,10,17,26,6,12,0,86,4,6,8,3,8,15,4,14,9,70,84,233,233,206,340,434,212,272,20,2030
SSC12372,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,10,6,9,3,5,3,11,0,52
SSC12373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,10,9,13,7,4,7,0,53
SSC12374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,0,3,5,20,0,40
SSC12375,0,9,9,14,12,25,7,29,3,109,3,13,7,13,16,19,3,17,23,114,42,193,172,212,328,406,165,384,52,1965
SSC12376,0,5,4,5,3,4,4,5,0,27,0,4,3,0,0,7,0,3,0,21,26,74,77,83,86,94,53,54,4,563
SSC12377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,6,3,3,5,12,5,43
SSC12378,8,17,15,13,27,16,4,16,0,113,3,13,10,8,27,16,9,17,28,130,87,330,292,335,515,423,190,327,56,2561
SSC12379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,8,0,12
SSC12380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12381,0,0,0,0,0,0,0,0,0,4,3,0,0,3,3,3,0,0,0,17,5,12,11,12,16,30,3,13,0,105
SSC12382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,0,15
SSC12383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9
SSC12384,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,11,0,0,7,5,3,4,0,34
SSC12385,0,6,0,4,4,4,0,6,0,20,4,8,7,0,0,4,0,15,0,38,15,158,115,103,64,166,75,301,11,1009
SSC12386,0,4,3,0,3,0,0,3,0,17,0,0,0,0,0,4,0,0,0,5,10,31,23,29,39,55,21,83,6,289
SSC12387,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,7,11,17,35,25,23,26,40,21,30,9,225
SSC12388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,5,0,13
SSC12389,0,4,5,4,3,6,3,5,0,26,0,3,0,3,0,3,3,5,7,20,22,89,74,64,100,114,68,124,11,663
SSC12390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,18,19,15,20,13,3,21,0,111
SSC12391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,7,3,16,0,29
SSC12392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,11
SSC12393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,10,0,9,0,25
SSC12395,0,4,0,0,0,0,0,0,0,14,0,0,0,0,3,3,0,0,0,10,11,54,43,42,51,49,40,76,0,362
SSC12396,0,0,0,0,3,3,0,0,0,8,3,0,0,0,0,0,4,0,0,7,10,29,27,33,43,38,28,50,0,247
SSC12397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,5,6,3,10,4,11,0,53
SSC12398,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,3,11,18,20,23,6,3,6,3,98
SSC12399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,19
SSC12400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12401,0,4,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,4,9,32,12,19,30,30,20,56,3,216
SSC12402,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,8,13,5,11,8,10,6,3,77
SSC12403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,3,0,13
SSC12404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,12
SSC12405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,4,0,16
SSC12406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5
SSC12407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,0,5,5,0,22
SSC12408,0,0,0,0,0,5,0,3,0,8,0,0,0,0,0,0,0,0,0,8,3,11,15,17,18,23,22,18,3,130
SSC12409,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,3,4,8,4,3,3,0,26
SSC12410,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,0,4,10,3,5,7,3,36
SSC12411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12412,0,0,0,0,4,3,0,0,0,11,0,0,3,3,0,0,0,3,0,15,11,43,30,29,35,64,26,52,3,290
SSC12413,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,8,7,13,6,0,12,0,56
SSC12414,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,3,0,3,12,4,19,0,50
SSC12415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,6,0,8,6,0,3,3,34
SSC12416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,8,4,3,3,0,24
SSC12417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12418,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,10,3,24,17,16,27,34,6,26,7,161
SSC12419,0,3,3,3,6,19,6,12,0,51,0,4,5,0,5,13,3,0,10,43,33,126,84,81,150,205,68,189,21,961
SSC12420,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,13,10,17,13,15,5,10,0,81
SSC12421,0,21,11,7,14,30,5,23,0,115,3,12,12,3,17,27,6,13,20,112,77,319,362,287,423,573,253,453,50,2800
SSC12422,3,6,9,6,32,25,11,13,3,106,4,15,14,28,51,50,11,14,77,266,82,305,255,273,685,617,219,259,127,2809
SSC12423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,7,13,11,17,7,22,0,98
SSC12424,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,6,7,5,3,11,0,38
SSC12425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,9
SSC12426,0,0,0,0,5,0,0,0,0,11,0,0,0,0,0,3,0,0,0,5,4,18,12,21,23,24,12,31,6,161
SSC12427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,17,14,12,13,13,10,10,0,87
SSC12428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,8
SSC12429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,10
SSC12430,0,8,3,4,11,6,3,10,0,40,3,4,3,4,4,4,3,0,12,38,35,94,100,118,174,113,71,98,13,820
SSC12431,0,6,4,4,4,8,0,10,0,30,6,0,3,0,0,0,0,0,10,23,33,106,104,145,124,99,43,94,17,768
SSC12432,0,0,0,0,0,0,0,0,0,12,0,5,0,3,0,7,0,3,5,29,19,88,92,80,78,112,42,96,14,617
SSC12433,0,12,15,20,46,27,14,16,3,151,10,30,29,22,90,60,16,18,85,357,110,446,496,580,1442,990,382,458,166,5063
SSC12434,0,11,8,10,9,17,4,4,0,59,3,3,0,4,9,10,4,0,13,49,68,188,163,212,325,347,203,201,25,1727
SSC12435,0,0,4,3,3,6,0,4,0,24,0,4,3,3,5,8,5,12,7,40,18,73,57,62,160,163,72,123,14,740
SSC12436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12437,3,11,18,10,19,19,12,16,5,111,6,12,11,3,35,29,14,15,25,152,139,413,410,255,890,1031,389,381,103,4018
SSC12438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,12
SSC12441,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,4,4,13,24,13,11,21,0,92
SSC12442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,7,0,17
SSC12443,0,0,0,3,0,0,0,0,0,5,0,3,0,0,0,8,0,0,5,19,11,24,39,32,49,77,24,36,10,293
SSC12444,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,10,9,12,12,7,12,4,13,0,73
SSC12445,0,0,0,4,0,0,0,3,0,17,0,3,0,0,0,0,0,3,3,17,16,45,33,52,21,32,9,33,6,244
SSC12446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,3,0,0,3,0,27
SSC12447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,3,3,4,0,9,3,26
SSC12448,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,11,9,4,8,15,4,18,0,84
SSC12449,0,0,3,5,3,6,6,8,0,26,0,0,6,3,8,5,0,5,6,37,17,79,83,97,156,132,81,91,7,748
SSC12450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6
SSC12451,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,6,6,8,6,5,6,13,3,64
SSC12452,0,0,3,3,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,6,5,15,16,16,17,19,8,9,3,104
SSC12453,0,11,12,12,4,15,5,17,0,73,3,9,10,3,8,16,4,6,17,70,52,196,160,191,214,357,149,289,31,1629
SSC12454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,3,0,10
SSC12455,3,0,3,3,3,0,0,3,0,18,0,0,0,0,3,11,0,5,3,22,18,49,35,48,60,70,23,33,3,342
SSC12456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,3,11,0,21
SSC12457,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,4,0,3,12,9,9,7,3,16,3,51
SSC12458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC12459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,3,0,14,0,23,0,50
SSC12460,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,8,9,25,13,17,24,21,3,13,3,133
SSC12461,0,8,4,5,3,8,4,3,0,40,0,5,6,3,6,3,0,3,6,34,34,111,79,95,135,119,68,89,10,741
SSC12462,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,13,4,7,13,11,10,4,0,66
SSC12463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7
SSC12464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,20,0,39
SSC12465,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,8,3,14,8,37,12,19,26,33,14,39,5,200
SSC12466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,4,8,3,5,0,25
SSC12467,0,0,0,0,0,5,0,0,0,7,0,0,0,0,3,0,0,0,0,7,10,15,12,15,14,22,19,45,0,147
SSC12468,0,10,5,7,11,14,8,8,0,56,0,7,3,0,0,7,0,6,8,36,46,157,154,117,244,253,132,219,22,1335
SSC12469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,9,0,23
SSC12470,0,0,0,0,4,3,0,0,0,11,0,0,0,0,3,5,0,0,0,6,3,7,8,18,26,27,7,44,3,141
SSC12471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,12
SSC12472,0,0,3,0,0,0,0,0,0,5,0,4,0,0,0,0,4,3,3,15,16,49,24,27,43,74,29,88,11,367
SSC12473,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,3,0,3,3,12,16,26,37,33,44,77,46,48,10,334
SSC12474,0,5,4,3,6,5,3,12,0,34,0,11,3,0,7,5,0,3,9,44,26,92,75,113,157,127,72,119,18,800
SSC12475,0,36,33,29,36,40,31,34,3,236,14,36,41,23,49,106,29,64,62,428,263,716,811,701,1133,2165,1125,1939,124,8978
SSC12476,7,11,9,10,16,24,11,18,3,106,3,7,15,9,14,30,10,17,22,133,110,306,385,311,573,734,350,515,36,3327
SSC12477,7,5,7,3,12,11,8,3,0,55,3,5,3,4,9,19,3,0,21,75,43,126,123,120,242,153,72,132,29,1036
SSC12478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,10,11,4,0,8,0,45
SSC12479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,5,7,3,5,6,0,36
SSC12480,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,4,3,3,4,3,6,0,31
SSC12481,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,5,11,11,21,24,28,11,34,4,150
SSC12482,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,12,9,39,34,26,30,35,13,14,0,194
SSC12483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,4,3,0,7,0,34
SSC12484,0,4,0,3,3,5,9,4,0,23,0,8,3,3,3,11,0,4,5,34,12,74,71,69,91,141,40,137,6,637
SSC12485,0,17,20,10,45,20,23,17,6,144,6,12,22,11,39,44,14,16,33,198,89,272,345,339,907,729,302,315,73,3366
SSC12486,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,11,3,9,9,12,3,12,3,62
SSC12487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,17,10,28,26,7,20,0,127
SSC12488,0,6,5,6,19,11,5,4,0,59,0,5,4,3,19,10,5,12,6,68,47,183,163,191,383,310,127,214,25,1640
SSC12489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3
