SSC_CODE_2016,P_OthServ_0,P_OthServ_1_15,P_OthServ_16_24,P_OthServ_25_34,P_OthServ_35_39,P_OthServ_40,P_OthServ_41_48,P_OthServ_49over,P_OthServ_hours_NS,P_OthServ_Tot,P_ID_NS_0,P_ID_NS_1_15,P_ID_NS_16_24,P_ID_NS_25_34,P_ID_NS_35_39,P_ID_NS_40,P_ID_NS_41_48,P_ID_NS_49over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_15,P_Tot_16_24,P_Tot_25_34,P_Tot_35_39,P_Tot_40,P_Tot_41_48,P_Tot_49over,P_Tot_hours_NS,P_Tot_Tot
SSC11234,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,3,3,13,7,23,16,35,25,34,17,75,13,249
SSC11235,0,0,3,10,3,11,0,4,0,28,3,4,4,3,5,5,0,7,3,40,29,76,71,83,138,184,69,147,3,790
SSC11236,0,3,0,3,0,0,0,0,0,6,0,3,3,0,0,0,0,0,4,12,4,32,23,32,24,20,10,22,4,177
SSC11237,3,17,5,17,19,25,23,24,3,134,4,15,9,12,19,17,10,7,25,126,133,388,324,423,659,578,268,461,63,3299
SSC11238,0,6,8,8,10,9,10,11,0,64,0,5,6,3,11,21,0,9,15,75,61,196,239,200,320,386,185,244,28,1854
SSC11239,0,10,8,4,3,8,3,9,0,40,0,8,7,3,9,4,3,0,14,57,33,120,114,91,211,220,89,153,22,1051
SSC11240,0,3,0,0,0,4,0,0,0,11,0,3,0,3,4,3,0,6,4,21,11,46,48,47,76,98,30,70,7,442
SSC11241,0,3,0,4,3,8,0,0,0,27,0,3,0,0,7,3,6,4,11,34,35,85,69,85,120,120,91,153,24,779
SSC11242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,10
SSC11243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,12
SSC11244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,7,0,0,0,0,19
SSC11246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,11
SSC11247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6
SSC11248,0,0,4,4,5,4,3,0,0,28,0,7,0,0,16,18,4,8,25,90,24,86,81,116,275,209,94,103,39,1025
SSC11249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,3,0,9,0,16
SSC11250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,6,0,16
SSC11251,0,4,0,0,0,0,0,0,0,13,0,4,0,0,0,0,3,0,3,14,17,50,49,61,62,57,25,36,7,369
SSC11252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
SSC11254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,4
SSC11255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,6,4,5,0,0,0,31
SSC11256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,7,0,3,0,15
SSC11257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7
SSC11258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,8,3,3,0,27
SSC11260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,3,0,5,4,21,0,46
SSC11261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,5,3,4,0,9,0,30
SSC11262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,10,0,8,10,10,3,16,3,61
SSC11263,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,4,11,0,0,3,3,0,22
SSC11264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,10
SSC11265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC11266,0,0,0,0,0,4,0,0,0,14,0,0,0,3,0,3,0,4,0,16,11,28,49,40,39,59,34,76,3,340
SSC11267,0,0,4,7,8,11,6,3,0,42,0,7,0,5,0,5,3,4,9,35,26,69,72,77,164,210,109,128,18,877
SSC11268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,8,3,8,9,0,4,9,4,44
SSC11269,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,9,11,10,5,9,10,3,3,3,65
SSC11270,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,17,8,0,10,19,10,12,0,80
SSC11271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,16
SSC11272,0,0,0,0,3,0,3,0,0,10,0,0,0,0,4,0,0,0,4,10,18,53,34,45,39,41,14,22,14,266
SSC11273,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,17,5,0,3,3,3,3,4,35
SSC11274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,7,8,12,10,5,17,3,70
SSC11275,7,24,11,22,49,59,23,15,0,202,6,21,27,20,87,62,20,34,81,368,141,507,511,551,1492,1155,405,472,160,5396
SSC11276,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,3,0,0,0,8,16,18,17,6,16,40,10,21,0,151
SSC11277,3,3,4,10,3,10,5,0,0,35,0,3,6,0,7,4,4,3,8,40,27,68,84,83,137,130,42,86,14,662
SSC11278,0,0,0,3,5,3,3,3,0,23,0,3,3,3,3,3,0,0,0,18,26,62,52,72,65,46,26,64,7,412
SSC11279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,7,4,6,3,10,0,43
SSC11280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,10,14,17,4,3,3,0,67
SSC11281,0,7,13,12,5,17,3,10,0,61,0,9,14,6,17,32,18,31,15,140,71,220,235,208,267,539,291,686,27,2540
SSC11282,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,7,3,9,7,10,3,20,0,66
SSC11283,0,7,0,3,3,11,0,6,0,33,0,3,0,4,3,10,0,0,3,25,24,75,64,56,116,142,59,98,18,668
SSC11284,0,13,8,7,6,13,8,6,0,62,3,18,11,12,3,15,3,22,14,108,45,266,193,204,169,358,144,443,19,1842
SSC11285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9,6,10,8,12,12,14,0,77
SSC11286,0,0,0,0,4,0,0,0,0,5,0,0,0,3,0,0,0,0,0,7,3,19,13,19,31,25,13,20,3,140
SSC11287,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,11,9,6,9,15,7,9,0,59
SSC11288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,0,4,0,15
SSC11289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,14,10,12,6,12,6,9,0,76
SSC11291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9
SSC11292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,8,8,0,3,0,30
SSC11293,0,19,21,18,31,38,21,30,0,182,3,13,17,7,28,38,17,35,36,202,183,539,602,536,856,1407,727,1396,82,6329
SSC11294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,4,6,0,19
SSC11295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,3,8,3,5,0,25
SSC11296,21,70,70,78,207,146,85,141,8,834,18,36,42,43,97,121,46,64,156,623,622,1779,1474,1881,4132,3366,1707,2814,329,18099
SSC11297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,0,5,0,20
SSC11298,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,3,9,6,14,5,11,0,60
SSC11299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,0,6,0,22
SSC11300,0,3,3,4,6,7,3,7,0,32,0,9,3,3,0,3,0,4,8,24,41,157,127,137,156,217,98,180,13,1124
SSC11301,0,3,4,0,0,0,0,0,0,12,0,0,4,0,0,3,0,6,4,16,4,49,21,17,21,51,19,57,8,249
SSC11302,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,6,12,4,7,9,4,14,0,62
SSC11303,8,38,22,19,73,50,25,22,0,255,7,21,25,15,48,66,23,30,60,296,231,599,710,711,1486,1639,863,1137,119,7491
SSC11304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,9,9,3,3,3,0,42
SSC11305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,8,5,10,8,10,0,47
SSC11306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,3,0,7,0,3,10,0,33
SSC11307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,13,3,20
SSC11308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11309,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,8,17,15,22,23,21,3,16,9,129
SSC11310,0,0,3,5,0,4,0,0,0,8,3,3,0,0,0,5,0,0,4,17,15,46,35,50,54,63,17,39,10,331
SSC11311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,6,4,0,3,0,19
SSC11312,3,20,12,5,11,36,5,9,0,102,3,13,6,12,18,20,11,3,16,95,60,225,229,195,455,523,198,244,35,2176
SSC11313,0,6,13,10,11,30,8,8,3,89,3,12,15,12,23,30,10,9,31,143,79,275,268,261,535,549,212,258,54,2484
SSC11314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,13,5,5,7,11,4,26,3,77
SSC11315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,3,0,0,0,0,0,17
SSC11316,0,0,0,0,0,10,0,5,0,16,0,3,0,0,3,5,0,0,4,15,11,50,24,61,41,73,32,95,19,406
SSC11317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,4,3,4,3,0,27
SSC11318,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,9,3,11,16,20,21,17,7,15,3,107
SSC11319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11320,0,12,0,4,13,5,0,5,0,40,0,3,0,3,3,3,0,3,8,30,42,98,83,81,145,104,56,89,15,706
SSC11321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,3,15,13,15,35,37,13,60,6,200
SSC11322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,3,0,3,3,0,24
SSC11323,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,4,16,8,10,20,23,13,14,0,106
SSC11324,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,4,7,5,4,13,0,36
SSC11325,0,3,0,0,3,4,0,3,0,10,0,0,3,0,3,3,0,0,0,13,6,46,39,53,52,49,28,31,3,310
SSC11326,0,0,4,0,3,0,0,3,0,15,0,3,0,0,3,0,0,0,4,13,9,31,37,28,38,47,21,50,9,264
SSC11327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8
SSC11328,6,19,19,7,22,44,25,29,6,166,4,19,14,10,18,20,12,29,33,161,104,493,394,351,540,735,340,696,78,3724
SSC11329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11330,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,10,15,10,16,22,10,20,3,111
SSC11331,0,0,3,0,3,8,0,0,0,10,0,0,0,0,3,0,0,0,0,9,7,14,17,8,19,25,3,19,3,120
SSC11332,0,0,0,0,3,3,0,0,0,8,0,0,0,5,3,0,0,0,0,11,8,29,17,39,41,52,27,59,3,272
SSC11333,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,4,3,0,4,6,3,7,0,31
SSC11334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,12,8,5,11,0,48
SSC11335,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,5
SSC11336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,5,6,14,0,4,0,47
SSC11337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11338,0,0,0,3,4,0,0,0,0,11,0,0,0,0,0,0,0,0,4,8,10,15,14,26,29,19,8,23,10,150
SSC11339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,7,10,6,4,3,3,0,35
SSC11340,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,3,10,4,3,5,18,0,44
SSC11341,3,9,11,14,26,21,21,10,3,120,3,16,16,16,36,36,9,13,25,162,81,280,238,323,702,573,249,307,57,2806
SSC11342,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,4,8,8,5,21,17,7,18,0,97
SSC11343,12,49,39,43,63,88,25,62,13,387,13,33,30,31,55,73,24,38,81,382,234,874,834,802,1442,1777,720,1233,168,8084
SSC11344,0,7,16,19,13,14,16,18,0,107,3,9,7,5,18,18,11,11,20,96,84,308,271,382,559,534,324,476,38,2976
SSC11345,3,17,6,11,18,20,5,14,3,89,3,11,13,7,9,11,3,10,18,81,92,326,333,394,467,381,196,320,40,2546
SSC11346,0,0,4,7,12,12,6,12,0,54,0,3,3,0,5,3,3,3,0,18,38,73,85,80,160,129,99,162,6,830
SSC11347,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,6,0,17,16,19,15,9,8,27,8,121
SSC11348,0,9,4,6,19,12,4,4,0,66,0,0,8,6,3,10,3,7,5,37,49,179,167,203,327,285,141,197,25,1573
SSC11349,3,14,11,5,18,10,7,10,0,74,0,3,6,3,9,12,8,5,14,61,67,190,222,201,339,328,174,209,32,1754
SSC11350,0,0,0,0,4,0,0,0,0,5,0,4,0,0,0,0,0,0,3,4,8,17,22,15,22,26,12,15,3,142
SSC11351,0,4,13,9,16,9,0,9,0,62,3,3,0,5,12,19,3,10,15,73,33,156,148,170,308,340,129,199,34,1522
SSC11352,0,0,0,0,0,0,6,0,0,14,0,0,3,0,0,0,0,7,0,11,10,34,34,56,46,55,45,105,10,394
SSC11353,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,12,10,6,4,3,3,14,0,54
SSC11354,0,3,8,0,3,3,0,4,0,17,0,0,0,0,0,0,0,3,6,13,10,62,62,84,100,60,44,65,16,502
SSC11355,0,6,6,5,3,8,0,5,0,42,3,5,3,9,9,19,3,11,17,76,29,184,142,108,177,309,116,198,26,1290
SSC11356,0,3,6,4,8,16,7,17,0,69,0,3,7,3,8,12,8,7,17,63,18,109,105,116,190,230,109,222,22,1122
SSC11357,0,13,6,0,7,6,7,7,0,40,0,7,3,11,11,9,3,17,20,79,39,267,174,156,160,304,139,361,31,1629
SSC11358,0,10,5,7,28,12,9,10,0,74,3,8,11,8,7,7,6,5,18,67,52,301,200,280,436,278,162,210,41,1953
SSC11359,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,6,5,3,3,5,0,3,0,43
SSC11360,6,20,19,25,51,41,26,38,3,222,3,22,14,17,30,29,10,24,38,192,174,650,518,542,990,890,484,697,88,5052
SSC11361,0,9,6,11,4,11,3,5,0,51,0,5,3,0,7,5,0,19,11,58,34,138,121,138,165,264,120,235,21,1238
SSC11362,0,0,0,0,3,0,0,3,0,7,0,0,0,0,0,3,0,0,0,7,3,25,15,21,32,30,15,28,3,177
SSC11363,3,14,10,8,24,10,8,13,3,92,8,8,9,0,15,16,10,3,20,91,87,267,244,260,501,473,271,395,39,2531
SSC11364,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,10,15,9,20,12,10,18,0,95
SSC11365,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,3,17,17,18,25,16,15,14,3,129
SSC11366,0,0,0,0,0,0,0,3,0,8,3,0,0,0,6,3,3,3,3,20,16,36,26,36,92,84,35,32,10,367
SSC11367,0,3,0,0,0,9,0,4,0,16,0,0,0,3,3,0,0,3,5,14,18,37,31,45,81,76,25,62,12,381
SSC11368,3,14,17,13,24,21,16,16,0,121,3,12,16,17,28,28,9,10,29,147,74,320,353,311,648,557,218,297,58,2836
SSC11369,4,28,36,32,54,38,21,41,4,267,4,46,43,32,86,90,18,29,88,429,190,940,978,780,1789,1901,588,848,161,8176
SSC11370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,9,15,5,15,15,5,11,3,71
SSC11371,0,5,3,0,9,4,0,12,0,35,0,3,3,0,3,3,0,3,6,26,13,61,54,39,79,102,44,111,10,515
SSC11372,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,9,10,7,3,16,3,29,0,79
SSC11373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,4,0,15
SSC11374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11375,0,6,6,3,7,5,6,16,0,57,4,5,3,3,9,6,9,5,17,62,46,175,112,177,179,150,89,172,22,1130
SSC11376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,3,14,6,11,13,8,6,10,0,77
SSC11377,0,11,16,16,38,39,16,15,0,159,7,27,23,15,62,46,11,13,58,267,106,469,426,417,993,906,327,426,104,4173
SSC11378,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,9,0,3,3,5,0,0,29
SSC11379,0,4,4,8,3,10,3,3,0,34,0,3,5,5,5,8,3,14,3,47,42,95,114,126,144,321,160,361,6,1362
SSC11380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,5,3,13,3,16,0,50
SSC11381,5,14,5,17,33,31,14,20,0,137,8,13,4,7,27,13,7,11,18,104,102,282,292,341,585,490,227,281,48,2648
SSC11382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,13,9,3,11,0,49
SSC11383,0,3,0,3,8,3,3,4,0,26,0,0,5,0,14,13,8,5,14,55,24,72,90,91,307,246,91,111,20,1049
SSC11384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6
SSC11386,0,6,3,7,9,4,6,6,0,43,3,5,5,5,6,5,0,5,11,51,45,130,84,148,237,189,101,147,21,1113
SSC11387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,3,7,8,3,12,0,50
SSC11389,3,10,8,14,18,26,4,23,3,112,7,13,5,18,3,26,13,19,5,107,68,290,254,255,250,440,213,422,27,2222
SSC11390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,15
SSC11391,3,11,14,8,26,17,8,10,0,103,4,17,9,11,28,25,12,33,26,159,110,308,292,271,571,617,340,545,60,3107
SSC11392,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,7,10,7,8,16,4,9,3,63
SSC11393,0,23,18,9,21,14,12,10,0,109,0,12,0,6,12,17,0,15,11,71,93,400,358,291,465,465,235,426,37,2757
SSC11394,8,10,9,10,23,14,16,16,0,105,3,13,5,3,14,14,4,6,11,74,92,282,270,305,480,453,180,274,28,2371
SSC11395,5,11,10,12,13,19,13,11,4,89,0,5,3,12,24,36,7,19,18,134,86,193,230,242,440,773,445,888,39,3329
SSC11396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,13,11,23,14,12,3,14,3,98
SSC11397,0,3,8,6,10,12,0,5,0,41,3,3,8,3,17,11,0,3,12,65,28,95,92,122,286,277,89,126,32,1142
SSC11398,0,3,4,3,3,7,0,3,0,20,0,3,0,9,4,9,0,0,0,22,19,50,55,70,67,93,42,60,9,469
SSC11399,0,0,0,4,4,3,0,3,0,16,0,0,0,0,0,0,0,0,0,5,3,17,19,26,29,22,9,33,3,157
SSC11400,0,0,0,0,4,3,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,15,11,16,18,19,3,13,4,108
SSC11401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,9,12,4,12,11,0,10,0,67
SSC11402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,6,0,3,9,0,23
SSC11403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,3,8,8,15,0,48
SSC11404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,13,7,8,9,0,48
SSC11405,0,0,0,4,0,3,3,3,0,13,0,3,4,0,4,3,0,0,0,17,14,54,45,42,63,90,38,93,7,441
SSC11406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,4,3,10,6,11,0,16,0,48
SSC11407,0,0,0,0,5,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,11,3,5,10,12,13,11,0,67
SSC11408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,3,12,14,3,9,9,3,63
SSC11409,0,0,0,0,3,0,0,0,0,5,0,3,4,0,0,0,0,0,0,5,9,26,18,31,26,23,13,34,0,179
SSC11410,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,13,4,11,3,3,0,9,0,48
SSC11411,3,8,6,9,8,8,3,7,0,42,0,3,0,3,3,12,4,0,3,32,47,135,119,159,191,159,79,144,8,1041
SSC11412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,8,3,6,3,22,4,71
SSC11413,0,0,3,5,4,3,0,3,0,22,4,8,3,9,17,10,3,12,10,80,20,83,60,78,198,114,60,74,22,704
SSC11414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10,17,19,25,22,23,4,40,5,168
SSC11415,0,5,0,5,5,7,0,7,0,41,0,7,8,5,8,3,3,3,8,39,56,147,120,133,192,206,77,121,12,1070
SSC11416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,6,9,17,9,6,14,0,71
SSC11417,3,7,7,3,15,9,12,9,0,70,0,13,9,5,15,18,6,13,8,88,56,169,193,194,360,354,190,288,18,1820
SSC11418,6,20,12,16,16,38,11,27,3,150,0,20,12,6,29,35,21,31,39,184,128,436,371,372,756,758,380,622,67,3893
SSC11419,0,0,0,0,0,0,0,3,0,6,0,3,0,0,0,0,0,0,0,0,4,8,10,4,12,19,5,19,3,90
SSC11420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11421,3,10,7,6,16,12,7,7,0,55,3,6,5,4,10,15,7,3,30,78,37,156,147,162,285,286,126,179,34,1416
SSC11422,9,38,44,47,60,89,40,54,5,388,9,19,29,17,54,53,25,40,41,292,312,936,1025,921,1521,1768,924,1186,101,8690
SSC11423,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,11,13,15,25,55,34,16,17,0,193
SSC11424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,8,0,9,0,9,0,32
SSC11425,0,12,4,18,16,14,10,6,0,76,0,5,7,6,8,19,13,12,17,96,50,172,204,263,441,511,305,366,37,2354
SSC11426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,3,4,0,13,0,32
SSC11427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11428,17,56,41,37,58,58,34,38,3,346,14,55,47,41,91,131,21,54,105,561,269,1346,1149,998,2264,2794,947,1351,189,11304
SSC11429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,11,10,9,12,7,10,0,80
SSC11430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,13
SSC11431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,7,0,25
SSC11432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,13,0,30
SSC11433,0,10,14,10,9,16,3,5,0,65,0,6,3,3,12,7,3,7,11,57,39,248,185,170,280,282,125,191,23,1541
SSC11434,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,3,3,0,0,12,9,19,27,14,31,31,18,45,7,199
SSC11435,3,22,24,20,48,49,24,29,4,222,3,28,28,26,50,36,19,23,41,252,144,460,489,453,1003,1150,436,622,79,4835
SSC11436,0,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,3,3,10,9,42,34,21,54,35,31,37,3,255
SSC11437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,3,4,9,4,0,23
SSC11438,0,14,10,11,35,39,15,34,0,165,4,7,9,7,46,40,13,15,29,171,89,346,293,341,834,850,342,512,54,3669
