SSC_CODE_2016,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
SSC13652,8,14,0,8,0,0,0,0,0,7,3,12,0,0,0,0,0,3,0,3,3,12,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,7,31
SSC13653,132,255,5,30,19,97,4,14,106,403,138,541,15,72,22,82,39,139,83,291,222,836,0,0,0,0,0,0,11,27,11,27,3,15,5,10,12,25,19,54,31,76,3,5,391,1175
SSC13654,46,93,0,0,8,25,0,17,38,161,51,193,4,25,9,23,16,59,33,107,76,299,0,0,0,4,0,3,4,7,7,13,0,0,5,10,3,11,6,16,15,31,0,0,140,420
SSC13655,5,6,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,3,8,10
SSC13656,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SSC13657,5,11,0,0,0,7,0,0,6,11,5,16,0,0,0,0,0,0,0,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,8,3,8,0,0,11,31
SSC13658,11,18,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,8,27
SSC13659,20,40,0,0,0,7,0,0,4,13,4,16,0,5,5,17,3,5,6,26,10,44,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,5,4,11,3,12,0,0,34,92
SSC13660,47,94,0,0,0,0,0,0,25,102,25,102,0,0,5,13,7,18,8,31,34,133,0,0,0,5,0,0,3,13,7,13,0,3,0,5,8,20,12,24,16,39,0,3,101,275
SSC13661,7,12,0,8,0,7,0,3,4,26,9,41,0,3,3,4,3,4,5,12,15,57,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,0,4,0,0,17,70
SSC13662,410,801,7,39,28,131,9,45,191,716,239,933,25,97,31,98,96,297,151,492,392,1422,0,13,11,29,7,32,78,192,100,266,3,7,18,38,87,178,106,226,204,492,23,45,1024,2765
SSC13663,4,14,0,0,0,7,0,0,0,5,3,11,0,0,0,0,0,3,3,7,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,30
SSC13664,81,164,5,34,3,20,0,0,34,140,47,192,0,7,4,9,11,39,17,60,65,252,0,0,0,3,0,3,16,38,18,44,0,3,0,4,10,26,15,33,29,73,4,6,177,494
SSC13665,21,39,0,0,3,8,3,13,8,20,13,42,0,0,0,0,3,6,3,6,13,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,7,3,7,0,0,36,97
SSC13666,0,0,0,0,0,0,0,0,3,15,3,15,0,4,0,0,0,0,0,4,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,18
SSC13667,20,33,0,0,0,0,0,0,7,29,9,30,0,0,4,4,4,12,6,16,12,48,0,7,0,3,0,0,0,0,6,11,0,3,0,0,4,3,6,11,6,17,0,0,43,101
SSC13668,20,32,0,0,9,26,0,3,8,21,10,58,0,0,0,4,3,8,3,12,14,69,0,0,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,4,0,10,0,0,38,109
SSC13669,3,11,0,0,0,7,0,8,5,15,10,30,0,0,0,0,3,10,3,10,9,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,45
SSC13670,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,0,0,0,0,5,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10
SSC13671,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC13672,14,27,0,0,0,0,0,0,7,34,7,34,0,0,0,3,3,11,8,15,13,48,0,0,0,0,0,0,0,5,0,5,0,0,0,3,6,13,8,15,10,18,0,0,33,99
SSC13673,8,12,0,0,0,9,0,0,3,24,6,32,0,8,0,4,4,6,3,16,12,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,19,60
SSC13674,37,67,0,0,3,10,0,4,13,61,17,78,0,0,0,0,11,29,11,29,27,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,8,3,8,0,5,66,178
SSC13675,2068,4227,47,262,301,1403,36,168,1291,4938,1671,6765,265,1150,419,1532,653,2134,1339,4818,3013,11582,7,17,46,166,10,30,177,476,237,690,40,148,152,359,345,736,537,1250,776,1934,219,480,6077,18227
SSC13676,242,494,3,20,49,207,10,42,251,965,307,1239,44,187,63,212,119,388,220,789,527,2020,0,8,11,43,3,14,39,90,54,154,11,34,23,56,75,161,105,251,158,405,26,46,956,2969
SSC13677,111,228,3,23,13,56,7,35,51,219,79,330,5,29,5,29,9,39,28,90,106,423,0,7,0,0,0,0,9,36,17,43,3,9,0,0,17,27,15,34,32,83,4,8,248,733
SSC13678,5,9,0,0,0,5,0,0,3,7,3,15,0,0,0,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,27
SSC13679,22,46,0,4,5,16,0,0,16,51,23,73,3,8,4,7,6,19,14,40,31,113,0,0,0,0,0,0,3,6,3,6,0,0,0,0,0,5,6,8,7,13,0,0,57,173
SSC13680,29,59,0,0,0,0,0,0,7,29,7,29,3,7,4,14,7,21,16,42,17,72,0,8,3,5,0,0,4,5,7,23,0,0,0,0,5,11,5,11,10,31,0,3,60,165
SSC13681,96,187,0,0,3,16,0,3,32,114,31,135,0,0,0,4,17,47,17,56,49,192,0,3,3,9,0,3,17,53,23,74,0,3,3,11,17,41,27,51,50,127,9,15,198,514
SSC13682,25,47,0,0,0,0,0,0,17,80,17,80,0,0,4,8,7,19,12,25,30,103,0,0,0,0,0,0,5,11,5,11,0,0,0,0,4,5,3,5,4,15,0,3,63,175
SSC13683,7,14,0,0,0,0,0,3,0,5,3,9,0,3,0,3,3,11,6,17,5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,43
SSC13684,347,664,7,35,28,113,15,54,233,856,280,1050,11,40,28,99,44,145,91,282,365,1336,4,13,8,39,4,10,72,162,85,225,7,8,20,46,57,115,79,176,172,393,16,30,892,2423
SSC13685,8,20,0,0,4,10,0,0,3,11,3,23,0,0,0,5,3,3,4,10,8,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,49
SSC13686,8,21,0,0,0,0,0,0,3,10,3,10,0,6,3,9,0,3,5,15,10,22,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,17,45
SSC13687,751,1501,3,23,62,267,3,12,508,1845,577,2143,27,112,67,221,86,262,179,595,755,2735,0,5,10,26,0,9,91,221,111,266,8,15,35,68,79,175,120,257,228,528,49,100,1786,4870
SSC13688,25,46,0,0,5,17,3,9,17,75,23,102,0,3,6,8,5,16,6,31,34,131,0,0,0,0,0,4,0,5,0,6,0,0,0,0,0,0,0,3,6,12,0,0,64,188
SSC13689,8,26,0,0,3,17,0,3,3,20,11,40,0,0,3,5,0,3,3,13,13,52,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,3,0,3,3,10,0,3,24,86
SSC13690,332,657,7,43,24,102,12,71,138,532,177,743,9,55,11,30,48,155,71,239,252,985,4,11,9,32,3,11,51,142,62,195,13,36,3,7,38,89,58,132,121,331,10,17,712,1995
SSC13691,24,54,0,3,0,16,0,0,18,65,20,83,0,8,9,20,5,10,14,39,33,124,0,0,0,6,0,0,0,0,0,6,0,0,3,11,0,3,3,12,3,18,0,0,64,195
SSC13692,7,9,0,0,0,10,0,0,3,12,5,24,0,0,0,4,3,6,3,9,9,33,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,5,7,11,5,16,0,3,26,62
SSC13693,5,10,0,0,0,0,0,0,5,20,5,20,0,0,0,0,0,3,0,3,3,19,0,0,0,0,0,6,0,0,0,6,0,0,0,0,3,8,3,8,6,14,0,0,18,44
SSC13694,52,102,0,4,5,18,0,11,14,67,23,100,4,21,8,14,13,34,24,72,46,169,0,0,0,0,0,0,12,33,12,33,0,0,3,9,7,14,10,23,20,58,4,8,125,335
SSC13695,211,425,0,3,3,16,6,21,47,192,60,234,4,27,4,7,25,66,29,101,92,338,0,3,8,39,3,11,21,58,36,115,3,12,4,15,20,44,26,66,65,180,3,4,371,954
SSC13696,9,13,0,0,0,7,0,7,7,25,9,41,0,0,0,3,0,0,0,3,8,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,15,58
SSC13697,274,544,0,9,13,80,3,24,73,286,94,394,0,6,9,30,32,87,42,127,132,522,0,10,5,12,3,5,45,123,51,148,4,11,6,16,40,84,54,113,102,259,3,8,514,1335
SSC13698,184,370,0,6,4,38,12,46,61,262,75,352,3,10,3,10,24,67,30,91,108,443,3,10,3,9,3,8,44,148,48,168,0,3,5,10,25,53,31,61,79,230,3,11,377,1050
SSC13699,2286,4473,0,0,17,77,0,3,394,1346,413,1432,13,53,50,148,66,215,128,417,545,1845,0,0,6,29,0,0,76,181,86,207,3,21,33,81,113,228,154,325,236,528,106,221,3173,7068
SSC13700,626,1248,4,24,17,81,7,32,98,419,132,551,9,33,12,31,68,212,90,272,220,826,3,6,5,31,5,21,48,145,68,208,7,15,9,22,67,140,83,179,145,386,14,33,1007,2483
SSC13701,1171,2313,10,45,70,308,8,33,799,2871,883,3261,39,153,63,216,168,534,271,899,1151,4156,3,6,25,87,12,48,189,443,230,590,25,78,59,120,215,454,301,652,529,1244,57,125,2902,7833
SSC13702,155,302,3,16,28,142,4,28,78,308,114,495,16,53,27,90,44,138,84,282,195,774,0,6,0,4,0,5,9,30,13,43,6,9,3,8,14,28,18,36,31,85,3,17,384,1176
SSC13703,68,123,0,0,6,43,0,3,23,96,34,142,3,6,4,15,16,35,22,57,57,206,0,0,0,0,0,0,3,10,3,10,0,0,0,0,4,11,4,11,7,21,0,0,128,351
SSC13704,41,81,0,0,5,25,0,3,13,50,21,80,0,9,9,24,9,30,20,60,38,145,0,3,0,3,0,0,7,10,8,20,0,0,0,0,6,13,6,13,11,31,0,4,91,254
SSC13705,23,49,0,0,5,24,0,8,13,59,18,89,0,4,0,4,12,23,14,31,34,116,0,0,0,4,0,0,3,4,0,7,0,0,0,0,4,7,4,7,5,15,0,0,62,184
SSC13706,8,25,0,0,3,11,0,3,9,30,7,41,0,0,0,3,4,6,4,13,16,56,0,0,0,3,0,0,0,5,4,6,0,0,0,3,0,0,3,3,4,15,0,0,32,90
SSC13707,7,10,0,0,0,0,0,0,5,11,5,11,0,0,0,0,0,3,0,3,3,19,0,0,0,0,0,0,3,4,3,4,0,0,0,0,0,0,0,0,3,4,0,0,13,34
SSC13708,3,5,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,3,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10
SSC13709,36,67,0,0,0,6,0,13,4,19,10,34,0,0,0,0,8,13,8,13,12,50,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,6,0,6,4,8,0,0,49,120
SSC13710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13711,636,1262,6,47,29,144,19,80,181,692,240,961,25,113,35,102,125,409,186,631,427,1589,3,6,17,73,10,33,104,273,134,387,14,46,25,51,131,260,161,361,297,751,21,44,1387,3646
SSC13712,53,114,3,13,12,58,4,17,35,130,56,216,3,16,10,41,22,74,37,137,92,353,0,0,0,0,0,4,3,13,3,14,0,0,3,8,15,32,14,37,24,53,0,0,172,521
SSC13713,4,5,0,0,0,3,3,7,0,8,4,21,0,0,0,4,0,3,3,9,7,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,39
SSC13714,112,221,0,0,3,24,0,3,68,239,70,262,0,9,3,17,25,76,30,105,105,371,0,0,5,12,0,3,3,6,6,22,0,4,6,12,25,69,32,82,43,108,9,18,266,714
SSC13715,2008,4025,0,0,17,62,0,3,401,1354,413,1423,19,56,53,164,71,220,143,439,558,1857,0,0,12,40,8,17,77,190,95,247,13,26,56,120,96,209,161,357,261,601,233,516,3051,6998
SSC13716,243,471,0,3,13,40,0,0,91,291,105,337,5,11,15,42,8,32,25,85,125,422,0,0,4,12,0,3,13,42,21,54,0,0,8,26,15,35,26,57,51,111,25,49,438,1052
SSC13717,1085,2146,15,91,127,574,24,102,694,2729,857,3498,92,386,102,361,307,985,498,1736,1357,5236,3,23,23,78,14,43,135,360,171,506,17,52,33,67,199,414,246,535,420,1042,25,61,2886,8488
SSC13718,269,536,4,36,45,206,10,36,217,853,280,1133,43,165,62,215,109,365,214,746,494,1877,0,0,11,23,6,18,26,77,44,119,9,29,17,33,60,129,85,190,129,308,12,27,901,2748
SSC13719,5,12,0,0,0,0,0,0,3,19,3,19,0,0,0,0,0,4,0,4,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,32
SSC13720,0,7,0,0,0,4,0,5,0,5,3,16,0,0,0,0,0,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,22
SSC13721,3,6,0,4,3,6,0,12,3,9,9,27,0,0,0,0,3,4,3,4,12,35,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,3,0,3,3,6,0,0,18,56
SSC13722,144,281,5,27,36,164,10,32,103,426,149,646,15,70,24,72,31,101,70,240,225,887,0,5,0,6,0,0,12,36,14,42,0,0,0,3,7,9,8,16,20,53,0,7,391,1232
SSC13723,55,113,0,0,3,15,3,7,9,45,15,70,0,0,3,12,11,28,13,37,25,102,0,0,3,25,4,9,9,43,16,82,0,0,5,11,4,19,14,34,32,112,3,5,117,339
SSC13724,52,107,0,3,12,38,4,23,37,132,51,198,12,37,3,20,23,81,40,139,90,333,0,4,4,15,0,3,16,57,20,75,0,0,0,0,5,15,5,15,33,90,3,6,174,541
SSC13725,25,54,0,7,7,27,0,0,11,40,14,70,0,0,0,7,10,44,15,50,33,125,0,0,0,0,0,0,3,5,3,5,3,4,3,8,4,15,7,24,12,35,0,3,72,213
SSC13726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13727,454,908,11,67,48,223,33,167,325,1303,416,1757,26,119,36,112,147,483,210,720,628,2475,6,32,27,108,13,46,90,256,143,440,10,27,25,60,101,210,135,303,274,741,12,27,1375,4151
SSC13728,36,64,0,0,0,6,0,9,9,45,12,58,0,7,0,5,6,18,7,31,22,92,0,0,0,0,0,4,0,3,3,6,0,0,0,0,0,7,0,7,8,12,0,0,65,172
SSC13729,9,11,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,6,18
SSC13730,38,73,0,0,0,8,0,0,12,45,11,49,0,0,0,5,3,4,3,11,15,58,0,0,0,0,0,0,3,4,3,4,0,0,0,0,0,3,0,4,4,7,0,0,54,140
SSC13731,22,36,0,3,0,0,0,0,9,40,13,50,0,0,0,6,5,11,4,19,15,68,0,0,0,0,0,3,0,6,0,10,0,0,0,3,0,3,3,3,3,10,0,0,41,115
SSC13732,19,42,0,3,4,11,0,0,9,45,16,56,3,7,0,0,0,5,3,14,20,75,0,0,0,0,0,0,3,11,3,13,0,0,0,0,3,3,3,3,6,12,0,3,45,137
SSC13733,130,261,3,12,9,33,4,39,46,171,58,258,3,11,3,10,19,72,29,93,84,345,0,0,0,13,0,0,16,46,18,55,0,0,0,0,9,20,9,20,27,72,0,3,243,684
SSC13734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13735,5,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,10,3,17,0,0,0,0,0,0,0,0,4,18,0,0,10,26
SSC13736,18,41,0,0,0,0,0,0,6,21,6,21,0,0,0,0,3,4,3,4,7,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,65
SSC13737,147,292,0,0,4,29,3,12,33,137,46,182,3,14,9,22,7,22,14,51,62,234,0,0,0,13,0,4,5,12,8,30,0,0,0,0,3,10,4,11,15,40,0,3,231,564
SSC13738,3,5,0,0,0,0,0,0,4,15,4,15,0,3,0,7,0,0,5,14,7,25,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,7,3,7,0,0,10,34
SSC13739,11,17,0,0,3,5,0,0,8,20,7,25,0,0,0,0,5,13,4,15,11,43,0,0,0,3,0,0,3,4,3,7,0,0,0,0,0,3,3,6,8,13,0,0,30,69
SSC13740,9,10,0,9,3,10,0,4,6,22,8,39,0,0,0,0,4,12,4,12,13,55,0,0,0,0,0,0,3,10,3,11,0,0,0,0,5,4,5,4,5,11,0,3,27,82
SSC13741,187,359,0,0,19,75,0,6,104,379,124,457,10,42,19,75,16,53,49,166,168,622,0,0,0,4,0,0,7,16,7,17,0,0,3,5,10,27,11,27,23,48,4,13,386,1036
SSC13742,9,25,0,0,0,4,0,0,0,5,3,12,0,0,0,3,0,3,3,4,4,15,0,0,0,0,0,0,0,3,0,3,3,9,0,0,0,3,5,12,4,9,0,0,23,53
SSC13743,16,31,0,6,0,0,0,0,5,25,9,30,3,5,0,0,3,17,5,18,12,54,0,0,0,0,0,0,3,17,3,17,0,0,0,0,3,8,4,10,7,28,0,0,42,113
SSC13744,5,11,0,0,0,0,0,0,3,13,3,13,0,5,0,0,0,0,0,5,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,22
SSC13745,4,13,0,0,0,0,0,0,0,8,0,8,0,0,0,3,0,0,0,3,4,8,0,0,0,0,0,0,3,8,3,8,0,0,0,0,0,6,0,6,6,12,0,0,16,31
SSC13746,8,19,0,0,0,3,0,0,5,30,6,36,0,0,0,0,0,0,0,0,12,42,0,8,0,0,0,0,0,3,3,9,0,0,0,0,3,3,3,12,8,15,0,0,26,79
SSC13747,9,19,0,0,0,0,0,0,8,37,8,37,0,0,0,0,7,15,7,15,17,57,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,25,74
SSC13748,401,792,6,28,20,111,15,64,175,711,213,906,14,58,9,40,69,201,89,295,306,1205,0,9,13,46,3,7,69,182,82,249,7,14,9,22,55,111,64,141,153,396,16,29,869,2418
SSC13749,32,56,0,0,3,12,0,0,7,20,7,34,0,0,0,3,3,4,3,9,13,43,0,0,0,0,0,0,3,5,3,9,0,0,0,0,4,7,4,7,6,13,0,0,51,112
SSC13750,10,19,0,0,0,18,0,0,3,7,8,21,0,6,0,0,0,4,3,10,9,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,56
SSC13751,5,10,0,0,0,0,0,0,3,15,3,15,0,3,0,0,0,0,3,8,8,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,34
SSC13752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13753,17,37,0,0,3,14,0,0,11,36,14,53,0,4,0,7,0,5,3,18,15,72,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,3,10,0,0,37,112
SSC13754,7,18,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,0,0,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,27
SSC13755,91,191,0,7,3,19,3,14,31,138,40,171,6,38,8,38,13,48,35,120,75,291,0,0,0,0,0,3,0,3,3,10,0,3,4,4,6,7,6,17,13,27,3,5,185,512
SSC13756,4,12,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,11,26
SSC13757,6,17,0,0,0,0,0,0,3,10,3,10,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,29
SSC13758,54,111,0,0,4,13,0,0,28,106,31,125,3,5,0,0,11,36,18,49,48,170,0,0,0,4,0,6,10,19,12,33,0,7,0,0,4,10,7,14,14,48,3,6,124,336
SSC13759,38,74,0,3,7,40,3,11,22,83,28,145,5,16,0,3,9,22,15,45,44,185,0,3,0,0,0,0,7,14,8,19,0,0,0,0,9,12,9,19,12,39,0,3,97,302
SSC13760,24,46,0,6,4,21,0,0,11,47,18,72,0,0,0,3,0,3,0,3,18,76,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,43,131
SSC13761,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SSC13762,20,42,0,0,3,10,0,0,10,45,17,55,0,3,0,0,3,11,4,18,17,71,0,0,3,14,0,0,6,7,7,22,0,5,0,0,3,9,3,7,13,33,0,0,50,151
SSC13763,47,93,0,0,3,15,0,5,15,74,21,95,0,9,4,19,12,31,22,59,42,153,0,0,4,5,0,7,8,16,11,35,0,0,0,0,4,19,4,19,15,48,3,4,105,301
SSC13764,1727,3446,32,183,133,613,61,280,660,2645,882,3717,50,211,87,283,254,792,398,1278,1278,4998,16,73,68,268,46,185,456,1343,595,1869,28,85,84,179,324,698,432,962,1024,2831,85,183,4119,11463
SSC13765,51,107,0,6,3,11,0,0,10,38,10,50,0,0,3,13,3,20,12,30,26,83,0,0,0,0,0,4,11,18,11,21,0,0,4,7,4,14,10,18,17,44,0,0,91,235
SSC13766,219,424,3,13,23,92,3,17,67,275,98,390,11,44,14,57,65,201,91,307,187,694,0,3,3,6,5,16,16,38,21,63,3,4,5,8,21,45,28,60,48,125,6,7,453,1263
SSC13767,32,64,0,0,3,16,0,3,8,25,13,44,0,0,0,9,4,5,5,13,17,57,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,4,8,0,0,54,131
SSC13768,47,97,0,0,3,24,0,6,14,66,23,99,0,0,3,17,13,41,19,62,41,157,0,0,0,0,0,7,0,3,0,10,0,0,0,3,3,7,5,9,6,21,0,0,99,268
SSC13769,215,422,3,18,23,107,4,16,107,439,138,581,27,110,24,96,64,194,115,404,252,989,3,7,4,12,3,13,19,46,29,80,0,8,9,13,35,78,43,93,74,172,12,19,550,1603
SSC13770,14,29,0,0,3,6,0,0,14,52,10,54,0,0,0,0,3,9,3,9,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,38,99
SSC13771,200,404,3,27,6,40,17,64,71,292,103,427,9,22,7,20,49,150,60,194,162,622,6,18,3,3,0,7,30,92,43,124,0,3,10,16,33,74,40,95,87,218,3,7,451,1251
SSC13772,195,389,3,13,15,70,0,5,106,404,122,492,7,27,18,57,47,146,67,231,190,726,0,0,6,15,0,4,16,47,23,70,0,9,5,7,27,51,34,70,53,137,7,20,454,1278
SSC13773,28,62,0,0,0,3,0,5,15,66,14,73,0,0,0,0,0,6,0,6,18,76,0,0,0,0,0,8,0,0,3,8,0,0,0,0,3,9,3,9,3,13,5,9,55,156
SSC13774,242,471,3,11,11,52,3,16,83,316,101,396,5,22,12,28,29,84,48,136,144,534,0,0,4,18,0,5,16,36,21,53,0,10,8,20,18,28,29,61,54,116,9,14,443,1129
SSC13775,212,416,7,43,51,242,10,61,215,881,284,1220,16,79,39,118,31,116,89,316,374,1536,0,3,5,33,6,12,23,60,38,109,0,9,12,21,27,51,37,82,68,187,4,9,660,2145
SSC13776,23,46,0,0,0,0,0,0,4,31,9,28,0,0,0,0,5,12,5,12,14,37,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,5,0,5,4,15,0,3,42,97
SSC13777,19,38,0,0,3,12,0,0,3,22,8,32,0,3,0,3,3,14,5,14,16,50,0,0,0,3,0,0,0,4,0,12,0,0,0,0,0,0,0,0,3,10,0,0,40,97
SSC13778,17,25,0,0,0,7,0,0,0,0,0,7,0,0,0,3,0,4,3,8,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,41
SSC13779,680,1341,4,12,21,78,6,36,74,292,98,413,13,45,9,30,45,129,66,208,162,622,0,3,3,11,3,10,21,56,28,83,0,0,3,10,30,62,41,73,61,158,8,24,917,2138
SSC13780,217,439,3,21,21,82,15,64,124,485,165,653,3,21,3,15,50,163,61,196,225,857,0,7,13,39,3,16,82,214,101,274,9,16,9,15,54,119,68,147,173,421,24,43,635,1762
SSC13781,72,145,0,6,6,26,9,28,24,107,42,168,3,7,5,19,29,87,39,117,75,280,0,6,0,0,0,0,11,37,12,45,0,0,3,4,7,10,9,15,23,57,0,4,172,481
SSC13782,446,891,3,29,56,247,10,39,396,1501,459,1813,39,166,81,255,125,409,242,830,698,2640,3,12,19,66,4,13,78,205,106,293,11,41,32,71,104,216,144,327,254,616,27,63,1421,4214
SSC13783,31,65,0,0,3,10,0,3,9,21,12,39,0,4,0,6,6,21,7,32,21,64,0,0,0,4,0,3,9,17,9,26,0,0,3,4,0,9,9,14,17,36,0,0,70,165
