SSC_CODE_2016,F_Health_Occ_Mng,F_Health_Occ_Pro,F_Health_Occ_TTW,F_Health_Occ_CPS,F_Health_Occ_CA,F_Health_Occ_Sal,F_Health_Occ_MOD,F_Health_Occ_Lab,F_Health_Occ_IDNS,F_Health_Total,F_Educat_Occ_Mng,F_Educat_Occ_Pro,F_Educat_Occ_TTW,F_Educat_Occ_CPS,F_Educat_Occ_CA,F_Educat_Occ_Sal,F_Educat_Occ_MOD,F_Educat_Occ_Lab,F_Educat_Occ_IDNS,F_Educat_Total,F_ManagCom_Occ_Mng,F_ManagCom_Occ_Pro,F_ManagCom_Occ_TTW,F_ManagCom_Occ_CPS,F_ManagCom_Occ_CA,F_ManagCom_Occ_Sal,F_ManagCom_Occ_MOD,F_ManagCom_Occ_Lab,F_ManagCom_Occ_IDNS,F_ManagCom_Total,F_SocietCultu_Occ_Mng,F_SocietCultu_Occ_Pro,F_SocietCultu_Occ_TTW,F_SocietCultu_Occ_CPS,F_SocietCultu_Occ_CA,F_SocietCultu_Occ_Sal,F_SocietCultu_Occ_MOD,F_SocietCultu_Occ_Lab,F_SocietCultu_Occ_IDNS,F_SocietCultu_Total,F_CreatArt_Occ_Mng,F_CreatArt_Occ_Pro,F_CreatArt_Occ_TTW,F_CreatArt_Occ_CPS,F_CreatArt_Occ_CA,F_CreatArt_Occ_Sal,F_CreatArt_Occ_MOD,F_CreatArt_Occ_Lab,F_CreatArt_Occ_IDNS,F_CreatArt_Total,F_FoodHospPersServ_Occ_Mng,F_FoodHospPersServ_Occ_Pro,F_FoodHospPersServ_Occ_TTW,F_FoodHospPersServ_Occ_CPS,F_FoodHospPersServ_Occ_CA,F_FoodHospPersServ_Occ_Sal,F_FoodHospPersServ_Occ_MOD,F_FoodHospPersServ_Occ_Lab,F_FoodHospPersServ_Occ_IDNS,F_FoodHospPersServ_Total,F_MixFieldProg_Occ_Mng,F_MixFieldProg_Occ_Pro,F_MixFieldProg_Occ_TTW,F_MixFieldProg_Occ_CPS,F_MixFieldProg_Occ_CA,F_MixFieldProg_Occ_Sal,F_MixFieldProg_Occ_MOD,F_MixFieldProg_Occ_Lab,F_MixFieldProg_Occ_IDNS,F_MixFieldProg_Total,F_FS_ID_Occ_Mng,F_FS_ID_Occ_Pro,F_FS_ID_Occ_TTW,F_FS_ID_Occ_CPS,F_FS_ID_Occ_CA,F_FS_ID_Occ_Sal,F_FS_ID_Occ_MOD,F_FS_ID_Occ_Lab,F_FS_ID_Occ_IDNS,F_FS_ID_Total,F_FS_NS_Occ_Mng,F_FS_NS_Occ_Pro,F_FS_NS_Occ_TTW,F_FS_NS_Occ_CPS,F_FS_NS_Occ_CA,F_FS_NS_Occ_Sal,F_FS_NS_Occ_MOD,F_FS_NS_Occ_Lab,F_FS_NS_Occ_IDNS,F_FS_NS_Total,F_Tot_Occ_Mng,F_Tot_Occ_Pro,F_Tot_Occ_TTW,F_Tot_Occ_CPS,F_Tot_Occ_CA,F_Tot_Occ_Sal,F_Tot_Occ_MOD,F_Tot_Occ_Lab,F_Tot_Occ_IDNS,F_Total_Total,P_NatPhySci_Occ_Mng,P_NatPhySci_Occ_Pro,P_NatPhySci_Occ_TTW,P_NatPhySci_Occ_CPS,P_NatPhySci_Occ_CA,P_NatPhySci_Occ_Sal,P_NatPhySci_Occ_MOD,P_NatPhySci_Occ_Lab,P_NatPhySci_Occ_IDNS,P_NatPhySci_Total,P_InfoTechn_Occ_Mng,P_InfoTechn_Occ_Pro,P_InfoTechn_Occ_TTW,P_InfoTechn_Occ_CPS,P_InfoTechn_Occ_CA,P_InfoTechn_Occ_Sal,P_InfoTechn_Occ_MOD,P_InfoTechn_Occ_Lab,P_InfoTechn_Occ_IDNS,P_InfoTechn_Total,P_EngRelTech_Occ_Mng,P_EngRelTech_Occ_Pro,P_EngRelTech_Occ_TTW,P_EngRelTech_Occ_CPS,P_EngRelTech_Occ_CA,P_EngRelTech_Occ_Sal,P_EngRelTech_Occ_MOD,P_EngRelTech_Occ_Lab,P_EngRelTech_Occ_IDNS,P_EngRelTech_Total,P_ArchitBuild_Occ_Mng,P_ArchitBuild_Occ_Pro,P_ArchitBuild_Occ_TTW,P_ArchitBuild_Occ_CPS,P_ArchitBuild_Occ_CA,P_ArchitBuild_Occ_Sal,P_ArchitBuild_Occ_MOD,P_ArchitBuild_Occ_Lab,P_ArchitBuild_Occ_IDNS,P_ArchitBuild_Total,P_AgriEnviRelStu_Occ_Mng,P_AgriEnviRelStu_Occ_Pro,P_AgriEnviRelStu_Occ_TTW,P_AgriEnviRelStu_Occ_CPS,P_AgriEnviRelStu_Occ_CA,P_AgriEnviRelStu_Occ_Sal,P_AgriEnviRelStu_Occ_MOD,P_AgriEnviRelStu_Occ_Lab,P_AgriEnviRelStu_Occ_IDNS,P_AgriEnviRelStu_Total,P_Health_Occ_Mng,P_Health_Occ_Pro,P_Health_Occ_TTW,P_Health_Occ_CPS,P_Health_Occ_CA,P_Health_Occ_Sal,P_Health_Occ_MOD,P_Health_Occ_Lab,P_Health_Occ_IDNS,P_Health_Total,P_Educat_Occ_Mng,P_Educat_Occ_Pro,P_Educat_Occ_TTW,P_Educat_Occ_CPS,P_Educat_Occ_CA,P_Educat_Occ_Sal,P_Educat_Occ_MOD,P_Educat_Occ_Lab,P_Educat_Occ_IDNS,P_Educat_Total,P_ManagCom_Occ_Mng,P_ManagCom_Occ_Pro,P_ManagCom_Occ_TTW,P_ManagCom_Occ_CPS,P_ManagCom_Occ_CA,P_ManagCom_Occ_Sal,P_ManagCom_Occ_MOD,P_ManagCom_Occ_Lab,P_ManagCom_Occ_IDNS,P_ManagCom_Total,P_SocietCultu_Occ_Mng,P_SocietCultu_Occ_Pro,P_SocietCultu_Occ_TTW,P_SocietCultu_Occ_CPS,P_SocietCultu_Occ_CA,P_SocietCultu_Occ_Sal,P_SocietCultu_Occ_MOD,P_SocietCultu_Occ_Lab,P_SocietCultu_Occ_IDNS,P_SocietCultu_Total,P_CreatArt_Occ_Mng,P_CreatArt_Occ_Pro,P_CreatArt_Occ_TTW,P_CreatArt_Occ_CPS,P_CreatArt_Occ_CA,P_CreatArt_Occ_Sal,P_CreatArt_Occ_MOD,P_CreatArt_Occ_Lab,P_CreatArt_Occ_IDNS,P_CreatArt_Total
SSC10011,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,5,11,10,0,3,0,37,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,23,0,0,0,6,4,0,32,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,0,0,0,0,6,4,0,0,0,18,0,0,0,4,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0
SSC10012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10014,4,67,0,18,6,3,0,0,0,102,15,69,0,17,10,0,0,0,0,106,30,56,4,7,85,16,4,3,7,216,10,18,3,32,21,3,3,4,0,99,0,9,3,3,5,4,0,0,0,28,5,3,13,7,5,10,0,4,0,45,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,3,0,0,0,16,0,3,3,3,3,9,0,0,0,17,76,254,40,87,171,51,11,15,7,712,5,18,10,6,7,3,3,3,0,51,14,49,10,0,16,3,7,3,0,107,28,44,97,4,16,13,26,17,0,251,7,4,35,3,4,3,4,4,0,61,0,3,6,0,0,0,0,0,0,12,12,84,5,30,13,3,3,0,0,147,17,85,0,17,10,0,3,0,0,128,78,126,11,21,121,34,15,13,7,415,14,30,6,51,28,8,5,3,0,147,3,11,4,3,9,5,0,3,0,38
SSC10015,0,0,0,3,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,7,7,0,0,10,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,3,0,3,0,22,4,0,0,0,0,0,0,4,0,7,3,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,3,0,0,0,7,3,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SSC10016,9,169,6,29,15,7,0,7,0,240,7,106,3,14,12,4,0,5,0,142,49,49,3,19,132,25,0,7,3,295,17,58,8,45,24,3,0,10,4,161,13,17,3,6,8,3,0,3,0,55,6,4,23,12,9,7,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,8,0,3,0,3,7,4,0,0,3,27,103,445,63,135,226,58,7,37,13,1084,9,31,19,3,7,3,0,0,0,70,4,13,4,0,5,3,0,5,0,37,39,92,152,11,29,9,31,27,5,390,15,17,74,11,3,0,3,20,0,158,4,12,7,0,3,3,3,4,0,38,10,217,7,37,15,7,3,6,0,307,15,145,6,19,14,3,0,5,0,207,109,107,8,26,155,41,3,15,10,475,35,81,8,73,28,3,10,7,3,249,17,27,6,12,5,10,3,7,0,90
SSC10017,12,148,3,15,8,3,0,0,0,195,11,104,0,12,15,0,0,3,3,147,41,59,7,15,89,19,0,5,3,238,3,45,3,20,22,3,0,3,3,106,9,20,0,4,9,6,0,0,0,50,6,0,13,3,3,3,0,4,3,42,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11,0,4,0,0,0,0,0,0,3,7,91,423,28,81,166,47,0,17,15,876,5,37,10,0,5,0,3,0,0,66,12,27,3,0,3,0,0,0,0,43,49,85,108,11,19,10,23,19,0,328,30,10,63,0,0,3,8,13,0,129,0,12,3,9,3,4,5,5,0,39,23,206,5,23,8,3,0,4,0,272,17,135,0,12,17,0,0,3,3,195,89,123,16,18,120,36,6,11,4,420,16,72,3,44,29,9,0,3,6,184,15,31,4,6,9,6,0,3,0,77
SSC10018,3,8,3,10,6,0,0,0,0,27,3,8,0,3,4,0,0,0,0,12,3,3,0,0,9,4,0,0,0,23,0,0,0,6,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,16,8,24,19,6,0,8,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,24,0,3,0,15,8,0,68,5,0,6,0,0,0,0,0,0,10,3,0,3,0,0,0,3,3,3,17,3,8,3,10,6,0,0,0,0,27,0,12,4,5,4,0,0,0,0,23,5,3,3,0,9,4,0,0,0,32,3,3,0,11,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0
SSC10019,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,5,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
SSC10020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SSC10021,4,8,3,3,0,0,0,0,0,21,0,8,0,3,0,0,0,0,0,13,3,4,3,0,22,3,0,0,0,36,0,4,0,14,8,0,0,0,3,30,0,3,0,0,3,0,0,0,0,8,0,0,4,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,36,9,23,36,8,0,3,3,127,3,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,7,32,3,5,0,8,7,0,65,3,3,23,0,5,3,3,0,0,35,0,3,3,0,0,0,0,7,0,17,7,10,3,4,0,0,0,0,0,23,0,9,0,3,0,0,0,0,0,16,5,8,3,0,23,3,0,0,3,44,4,11,0,19,8,0,0,0,3,38,0,4,0,0,3,0,0,0,0,9
SSC10022,0,4,0,14,0,0,0,3,0,20,0,3,0,3,0,0,0,0,0,5,3,3,0,6,6,3,3,3,0,23,0,6,0,26,4,0,0,3,0,41,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,3,0,0,4,10,10,18,3,54,11,11,3,19,4,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11,5,0,31,0,0,3,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,4,0,9,0,17,0,0,0,3,0,25,0,3,0,9,0,0,0,0,0,13,3,3,0,6,7,3,3,4,0,40,0,6,0,33,7,0,0,9,0,51,0,0,0,0,0,0,0,0,0,3
SSC10023,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
SSC10024,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10025,9,168,21,108,23,13,3,7,3,353,15,179,4,55,18,3,0,0,0,278,60,56,8,51,282,79,6,19,3,568,17,56,19,198,45,16,3,13,0,371,3,11,6,5,9,5,0,0,0,46,14,11,61,27,22,20,3,13,0,159,0,0,0,0,0,0,0,3,0,4,3,0,3,0,6,0,0,0,0,14,0,3,0,7,7,7,0,7,4,37,130,506,139,467,430,148,21,71,13,1930,6,27,12,3,7,7,0,0,0,59,14,25,9,3,7,4,0,4,3,73,104,75,472,28,23,25,166,76,10,980,29,6,197,8,8,5,29,36,0,331,9,4,27,6,3,0,7,14,3,67,21,197,21,118,32,11,4,4,3,417,26,228,3,63,18,3,5,0,0,343,126,92,26,60,314,110,24,31,11,796,29,79,26,293,59,16,8,23,3,543,8,29,14,11,11,14,0,3,0,79
SSC10026,0,70,9,56,8,3,0,0,0,145,3,49,0,24,7,7,0,0,0,86,28,23,3,16,123,29,3,19,4,240,9,25,3,101,21,16,0,6,0,193,3,7,3,0,0,6,0,3,0,21,4,0,26,13,8,12,0,9,0,79,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,0,9,0,28,58,189,56,207,175,83,10,55,10,837,0,8,3,3,0,3,0,0,0,12,5,9,5,0,0,3,0,3,0,33,35,20,187,5,19,11,91,42,10,420,3,0,89,8,3,0,15,31,0,152,0,3,9,0,0,3,3,8,0,34,8,80,8,57,8,3,3,7,0,180,8,59,0,27,7,7,0,4,0,114,52,40,9,23,127,39,18,22,3,342,14,31,4,140,23,21,7,14,0,260,3,11,4,0,0,4,0,5,0,28
SSC10027,15,141,5,31,18,5,0,0,0,216,15,105,0,12,17,3,0,0,0,154,42,56,3,13,69,17,0,11,4,214,9,46,3,23,17,7,0,3,0,115,8,22,0,0,8,5,0,0,0,41,6,4,21,11,3,3,0,3,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,111,404,36,107,140,48,3,18,5,877,18,27,7,3,6,0,5,4,0,66,4,6,0,0,6,4,3,3,0,34,28,38,56,6,12,3,6,12,4,169,29,16,47,0,4,3,3,6,0,111,14,10,11,3,3,6,6,5,0,50,22,209,7,47,18,5,0,0,0,300,21,142,3,19,14,4,0,0,0,210,94,115,8,20,82,38,7,8,11,377,23,68,3,39,24,12,0,5,0,177,7,31,3,3,5,5,3,0,0,60
SSC10028,3,10,0,3,0,0,0,0,0,11,3,11,0,3,0,0,0,0,0,17,3,3,3,3,15,3,0,3,0,28,0,3,0,12,4,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,29,6,24,14,3,0,5,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,5,3,0,32,3,0,7,3,0,0,0,3,0,22,0,0,0,0,0,0,3,0,0,6,3,10,0,5,0,0,0,0,0,21,3,17,0,3,0,0,0,0,0,22,9,4,3,3,15,11,0,0,0,37,0,3,0,15,4,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0
SSC10029,4,3,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,4,6,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,9,4,3,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,3,4,0,3,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
SSC10030,14,170,0,15,14,11,0,4,0,233,20,95,3,13,3,4,0,3,0,134,187,229,7,21,161,56,5,10,11,684,78,241,4,37,70,14,0,3,6,458,52,165,20,18,51,43,0,0,3,347,11,10,27,14,14,9,3,0,3,85,0,0,0,0,0,0,0,0,0,4,13,24,0,5,10,0,0,0,3,54,3,3,0,4,5,0,0,0,3,22,434,1070,78,144,347,144,9,30,37,2292,40,116,10,12,15,8,0,3,0,202,52,133,17,3,9,5,3,3,5,228,59,155,90,6,29,5,5,13,4,376,23,91,59,5,9,3,3,7,0,204,4,25,5,3,4,3,0,3,0,49,23,241,0,33,19,8,0,4,0,338,27,141,6,15,6,9,0,5,0,204,378,422,27,46,248,121,15,17,18,1282,127,404,13,71,95,29,5,22,13,775,88,323,41,28,74,58,5,3,5,630
SSC10031,3,46,0,10,7,0,0,0,0,67,8,77,0,5,4,3,0,0,0,97,29,47,0,8,79,23,0,0,3,194,12,19,3,20,23,7,0,0,3,82,4,11,0,3,4,3,0,0,0,29,0,0,13,11,13,3,0,0,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,9,61,220,25,57,143,57,0,3,11,578,13,11,0,0,3,3,0,0,0,30,12,12,6,0,4,0,0,0,0,39,48,34,75,3,14,11,11,11,4,210,26,3,58,0,3,3,0,8,0,95,0,0,5,0,0,0,0,3,0,13,9,59,0,13,12,0,0,0,0,90,15,100,0,8,9,4,0,0,0,132,73,81,4,14,103,45,7,3,10,344,17,29,3,30,29,8,0,0,7,128,12,12,0,6,5,7,0,0,0,47
SSC10032,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,6,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,3,0,9,0,0,5,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
SSC10033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10034,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3
SSC10035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SSC10036,26,118,4,20,9,5,0,0,0,177,7,97,0,18,17,6,0,3,0,154,109,90,3,20,136,31,0,3,6,404,17,57,3,51,40,6,0,3,0,182,11,36,4,11,22,8,0,0,0,94,6,3,20,15,9,10,0,0,3,65,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,9,3,0,0,3,4,3,3,0,7,22,206,447,46,149,262,81,14,19,22,1229,20,39,6,3,8,0,0,3,0,85,25,46,4,3,7,6,0,4,0,100,66,63,108,12,11,14,17,15,3,314,40,25,103,4,6,3,0,12,0,196,9,9,9,0,0,0,0,0,0,40,28,135,4,31,11,8,0,0,0,223,18,120,0,28,17,9,3,5,0,200,217,211,11,32,163,67,7,15,10,728,47,100,11,63,49,14,0,9,7,297,19,56,8,16,20,17,4,6,3,144
