SSC_CODE_2016,P_EducTrain_GD_GC,P_EducTrain_BD,P_EducTrain_AdD_D,P_EducTrain_Cert,P_EducTrain_ID_NS,P_EducTrain_ToT,P_HealthCareSocA_PD,P_HealthCareSocA_GD_GC,P_HealthCareSocA_BD,P_HealthCareSocA_AdD_D,P_HealthCareSocA_Cert,P_HealthCareSocA_ID_NS,P_HealthCareSocA_ToT,P_ArtRecServ_PD,P_ArtRecServ_GD_GC,P_ArtRecServ_BD,P_ArtRecServ_AdD_D,P_ArtRecServ_Cert,P_ArtRecServ_ID_NS,P_ArtRecServ_ToT,P_OthServ_PD,P_OthServ_GD_GC,P_OthServ_BD,P_OthServ_AdD_D,P_OthServ_Cert,P_OthServ_ID_NS,P_OthServ_ToT,P_ID_NS_PD,P_ID_NS_GD_GC,P_ID_NS_BD,P_ID_NS_AdD_D,P_ID_NS_Cert,P_ID_NS_ID_NS,P_ID_NS_ToT,P_ToT_PD,P_ToT_GD_GC,P_ToT_BD,P_ToT_AdD_D,P_ToT_Cert,P_ToT_ID_NS,P_ToT_ToT
SSC12254,0,3,0,3,0,11,0,0,3,0,10,0,19,0,0,0,0,0,0,4,0,0,0,0,7,0,5,0,0,0,0,7,4,9,5,3,18,26,96,15,162
SSC12255,3,18,3,11,0,38,3,0,10,3,3,3,26,0,0,0,0,0,0,3,0,0,0,3,16,0,19,0,0,0,0,9,3,16,14,6,61,41,129,23,275
SSC12256,3,36,4,5,0,63,8,6,49,23,16,3,103,0,0,0,3,0,0,3,0,3,0,3,13,0,27,0,0,0,0,6,0,9,38,19,150,111,186,13,513
SSC12257,10,79,21,19,8,217,63,20,171,107,130,26,510,7,0,13,6,4,0,29,13,0,32,16,50,8,119,42,0,75,32,47,41,248,777,94,1351,571,693,218,3703
SSC12258,3,10,0,0,0,16,8,0,3,4,3,0,17,0,0,0,0,0,0,0,0,0,0,0,10,0,9,0,0,0,0,3,0,3,12,4,28,18,71,4,133
SSC12259,3,9,5,3,0,21,3,0,6,11,20,0,43,0,0,0,0,0,0,0,0,0,0,3,12,0,20,0,0,0,0,9,0,5,13,5,30,28,118,6,197
SSC12260,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,5,15,0,29
SSC12261,11,60,31,31,6,180,29,7,116,64,103,13,336,0,0,7,5,8,0,27,4,3,31,13,56,6,110,6,0,22,15,58,20,126,142,44,501,372,869,108,2032
SSC12262,0,3,0,0,0,7,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,9,3,23,0,35
SSC12263,0,3,0,0,0,7,0,0,0,6,3,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,6,11,3,24,24,58,7,123
SSC12264,19,109,26,33,5,239,46,22,176,55,82,11,392,0,0,3,0,5,0,13,3,0,9,3,37,6,62,0,0,8,10,14,3,34,177,66,562,238,578,60,1688
SSC12265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,7
SSC12266,44,173,49,27,5,450,146,37,288,66,56,11,593,9,4,36,10,20,0,76,27,6,44,17,36,4,139,32,4,87,32,18,21,192,1044,229,2120,610,567,116,4690
SSC12267,39,209,38,24,5,469,152,41,321,106,68,21,708,9,5,31,19,14,0,72,30,3,45,28,64,5,167,44,4,86,32,22,9,205,1159,243,2453,752,671,141,5423
SSC12268,11,46,10,8,0,103,21,8,54,18,16,0,125,3,0,4,0,5,0,20,6,0,9,3,11,0,32,7,0,17,3,7,4,45,232,48,507,127,143,26,1090
SSC12269,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7
SSC12270,0,0,0,0,0,3,3,3,9,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,3,12,5,39,3,64
SSC12271,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,3,13
SSC12272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC12273,0,3,5,7,0,14,0,0,3,12,14,0,34,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,0,3,0,3,0,3,13,20,61,4,106
SSC12274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12275,3,16,7,6,0,41,7,0,32,14,22,4,79,0,0,3,3,0,0,7,0,0,0,5,24,0,29,3,0,12,5,13,3,43,23,7,148,108,198,31,520
SSC12276,4,33,4,3,0,67,7,3,17,7,3,4,42,0,0,0,0,3,0,4,3,0,3,0,5,0,13,4,0,5,8,4,3,13,56,25,122,59,78,14,348
SSC12277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,10
SSC12278,5,44,13,15,0,89,5,5,33,20,34,3,97,0,0,3,0,0,3,7,0,0,0,3,26,0,31,0,0,4,0,12,3,18,31,15,148,97,336,20,646
SSC12279,3,14,0,0,0,15,3,0,6,0,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,14,3,31,12,37,6,98
SSC12280,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,9,0,20
SSC12281,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,3,20,0,29
SSC12282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SSC12283,0,9,5,6,0,26,0,3,14,6,24,3,49,0,0,0,0,0,0,3,0,0,3,3,10,0,15,0,0,0,0,6,0,7,10,4,33,28,142,12,234
SSC12284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SSC12285,0,20,0,0,0,35,23,0,23,6,0,0,45,0,0,3,0,3,0,9,4,0,4,0,8,0,15,9,0,5,3,3,0,20,127,11,230,43,56,11,470
SSC12286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,4,3,13
SSC12287,33,110,35,67,9,296,25,19,145,122,245,31,586,0,0,5,0,12,0,21,4,0,9,25,137,8,179,0,0,4,16,71,28,118,109,71,494,462,1775,168,3082
SSC12288,0,10,3,3,0,16,3,0,15,8,22,0,45,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,10,3,8,5,0,51,33,133,11,232
SSC12289,23,67,21,19,3,169,20,12,56,35,36,8,161,3,3,3,3,6,0,23,6,0,3,7,20,0,44,3,0,5,0,11,3,28,104,53,237,146,309,37,887
SSC12290,0,3,0,0,0,3,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,12,0,29
SSC12291,0,0,3,0,0,6,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,3,0,10,5,27,0,52
SSC12292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12293,21,179,31,69,15,342,7,7,56,58,95,7,240,0,0,0,0,4,0,4,0,0,10,9,81,13,103,3,0,9,11,48,13,77,68,53,453,272,1178,153,2182
SSC12294,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,13
SSC12295,0,0,0,3,0,8,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,13,42,0,64
SSC12296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,22,4,35
SSC12297,74,329,61,46,14,792,184,53,346,95,81,22,770,34,6,88,30,29,5,198,19,8,65,38,77,4,210,23,9,81,36,26,20,199,1180,355,2823,909,925,171,6360
SSC12298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12299,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,7,7,0,24
SSC12300,6,13,10,8,0,37,0,0,20,14,37,9,85,0,0,4,3,3,0,7,0,0,3,0,28,4,35,0,0,0,0,19,0,24,10,9,84,105,327,35,573
SSC12301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12302,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,3,19
SSC12303,42,198,49,41,7,408,88,32,207,63,75,25,488,0,3,11,4,9,0,34,3,0,7,15,37,3,67,9,3,19,14,31,11,79,232,129,792,375,746,90,2354
SSC12304,4,55,29,9,3,140,11,9,39,23,25,3,113,0,0,0,3,3,0,13,0,0,3,0,23,3,36,5,3,5,3,16,4,35,77,27,220,180,362,30,891
SSC12305,6,30,17,5,0,86,14,0,42,23,8,6,101,0,0,3,3,0,0,5,0,0,0,3,31,0,39,10,0,11,11,19,6,58,92,21,230,170,383,36,938
SSC12306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,0,15
SSC12307,0,6,13,15,0,41,4,0,18,19,55,7,98,0,0,4,0,4,0,11,0,0,3,6,22,0,29,0,0,5,3,21,25,57,15,4,66,99,325,80,592
SSC12308,24,112,28,47,6,269,41,8,111,90,145,18,416,0,0,3,3,12,3,24,3,0,12,15,88,3,118,0,0,18,17,62,25,124,208,52,557,441,1246,144,2654
SSC12309,30,81,31,13,7,235,28,15,97,47,44,13,242,6,3,18,15,12,0,56,5,3,16,9,16,3,44,6,0,19,8,13,4,51,196,81,425,266,356,77,1392
SSC12310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,7,4,17
SSC12311,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9
SSC12312,0,3,7,0,0,7,0,0,3,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,8,0,0,6,11,26,7,56
SSC12313,13,81,6,10,3,173,43,17,59,18,10,3,160,8,0,22,5,0,0,41,10,3,19,4,10,0,42,3,3,17,11,4,3,43,261,100,611,186,208,32,1392
SSC12314,0,3,0,0,0,4,0,0,3,0,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,13,3,19,0,38
SSC12315,5,26,6,0,3,82,18,6,74,17,10,5,125,3,0,3,3,3,0,16,3,0,10,13,11,0,34,17,0,16,4,3,3,44,233,35,421,136,101,27,953
SSC12316,21,144,41,32,3,339,131,31,452,148,116,24,901,3,4,21,12,6,0,49,24,4,70,45,74,8,229,32,4,129,82,64,78,384,827,148,2561,1039,958,304,5838
SSC12317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12318,0,0,0,3,0,4,0,0,0,7,4,0,11,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,3,0,3,0,0,9,11,73,13,109
SSC12319,0,13,0,0,0,14,6,3,11,12,0,0,30,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,3,3,8,8,46,25,40,9,137
SSC12320,3,31,17,15,3,74,6,3,27,19,18,4,71,0,0,0,3,6,0,10,0,0,0,0,5,0,10,0,0,0,0,5,8,12,20,7,74,84,150,34,366
SSC12321,3,16,3,7,0,29,0,0,10,8,8,0,26,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,3,0,3,6,6,33,24,82,5,164
SSC12322,0,26,5,3,0,52,18,3,36,10,6,0,77,3,0,0,3,3,0,10,0,0,0,3,17,0,20,5,0,8,3,5,3,23,77,17,182,106,143,15,548
SSC12323,3,3,0,3,0,8,0,0,0,4,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,14,11,24,0,49
SSC12324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC12325,39,134,37,20,8,374,98,25,150,42,39,7,367,13,11,34,9,15,8,90,9,5,28,11,29,8,85,16,0,38,12,15,17,105,617,176,1309,376,438,84,3003
SSC12326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12327,0,0,0,0,0,5,0,0,0,0,3,0,8,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,3,18,3,27
SSC12328,0,0,0,0,0,6,0,0,0,3,6,0,16,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,3,0,4,18,45,6,79
SSC12329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12330,0,0,0,3,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,10,5,22,0,46
SSC12331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,14
SSC12332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12333,0,5,0,0,0,7,0,3,7,3,4,0,17,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,3,3,7,3,19,14,27,5,65
SSC12334,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,6,14
SSC12335,6,19,0,0,0,33,6,6,19,6,12,0,52,0,0,0,0,0,0,6,0,0,0,0,4,0,4,0,0,0,0,8,0,8,17,11,75,36,59,3,197
SSC12336,7,0,0,0,0,13,3,0,7,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,7,9,25,14,39,13,108
SSC12337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5
SSC12338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
SSC12339,26,150,25,11,3,364,139,29,263,48,35,22,535,8,0,27,8,6,0,46,10,0,40,15,17,3,84,28,3,63,14,17,9,140,934,189,1827,398,316,101,3757
SSC12340,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,15
SSC12341,0,0,0,0,0,9,10,3,17,0,0,0,30,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,5,0,0,0,5,28,4,66,18,15,3,137
SSC12342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
SSC12343,11,98,24,30,7,196,20,18,115,66,80,12,314,0,0,0,3,10,0,18,3,0,9,11,65,5,91,0,0,5,10,23,7,50,102,56,422,325,724,62,1683
SSC12344,14,55,7,20,3,114,13,9,82,35,76,9,226,0,0,10,0,0,0,12,0,0,10,7,28,0,42,0,0,6,4,9,3,25,53,32,235,106,409,28,864
SSC12345,13,73,13,16,0,140,14,11,59,33,52,5,182,0,0,5,0,3,0,8,0,0,7,3,20,0,33,0,0,5,0,11,3,22,44,37,215,115,258,18,685
SSC12346,0,0,3,0,0,7,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,14,3,27
SSC12347,11,38,12,25,0,103,9,9,53,37,69,3,175,0,0,0,3,12,0,14,0,0,3,10,47,0,59,0,0,3,5,28,9,45,46,33,199,173,674,48,1170
SSC12348,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,13
SSC12349,11,74,21,12,3,178,39,13,107,33,24,6,214,3,0,12,13,0,0,27,3,0,15,8,31,0,60,9,0,23,11,12,3,59,277,61,578,238,346,46,1555
SSC12350,0,3,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,15,5,48
SSC12351,4,3,0,0,0,8,0,0,6,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,14,6,20,0,54
SSC12352,0,10,0,4,3,21,0,0,10,4,13,0,27,0,0,4,0,0,0,3,0,0,0,0,10,0,8,0,0,3,0,4,0,10,13,3,41,38,91,6,205
SSC12353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3
SSC12354,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0,25
SSC12355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12356,0,3,0,0,0,3,0,0,7,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,25,3,50
SSC12357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,7,0,23
SSC12358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,9
SSC12359,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,11
SSC12360,0,7,9,5,0,23,0,0,5,0,14,3,28,0,0,0,0,0,0,4,0,0,0,0,4,0,4,0,0,0,0,7,5,8,8,6,19,27,134,18,209
SSC12361,16,128,56,49,11,344,137,39,388,217,256,50,1087,3,0,15,13,11,5,45,10,0,25,44,120,5,213,21,5,54,58,133,78,342,562,105,1565,1115,1750,352,5440
SSC12362,11,75,10,21,0,153,22,13,46,34,23,3,131,0,0,0,0,3,0,5,0,0,0,0,26,0,35,0,0,4,0,12,0,15,75,34,232,145,303,23,811
SSC12363,3,22,3,7,0,40,3,0,11,11,16,5,44,0,0,0,0,3,0,8,0,0,0,4,17,0,25,0,0,3,0,12,6,24,16,4,56,49,256,27,406
SSC12364,0,0,0,0,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,15,4,32
SSC12365,0,23,3,11,0,45,5,8,25,13,19,0,67,0,0,0,0,3,0,3,0,0,0,0,13,0,17,0,0,0,0,5,0,8,9,10,81,41,162,12,325
SSC12366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC12367,0,3,4,0,0,5,0,3,11,5,8,0,26,0,0,0,0,0,0,3,0,0,0,0,4,0,4,0,0,0,0,3,0,3,0,8,25,22,59,5,123
SSC12368,4,8,9,3,0,23,5,3,9,9,9,3,37,0,0,0,0,3,0,5,0,0,0,0,14,0,21,0,0,0,0,3,4,6,12,8,37,33,145,13,249
SSC12369,4,11,3,4,0,25,3,3,8,9,27,0,51,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,8,0,10,7,12,47,33,148,8,260
SSC12370,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,15
SSC12371,12,99,21,7,5,177,28,11,68,39,45,6,197,0,0,14,0,6,0,19,0,3,5,17,38,0,64,6,0,14,3,20,6,48,131,56,441,287,522,42,1477
SSC12372,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,3,18,4,30
SSC12373,0,0,0,0,0,0,0,0,4,4,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,19,0,39
SSC12374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,19
SSC12375,9,35,16,22,6,98,6,0,20,20,52,3,107,0,0,0,0,7,0,12,0,0,3,6,68,3,77,0,0,0,4,49,4,58,35,18,121,150,692,77,1095
SSC12376,3,12,3,6,0,34,3,8,16,6,27,3,59,0,0,0,0,3,0,8,0,0,0,3,24,0,29,0,0,3,0,3,0,10,21,19,65,55,211,21,384
SSC12377,0,0,0,0,0,0,0,0,3,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,3,23
SSC12378,22,91,14,25,4,179,14,19,84,55,115,18,304,0,0,4,0,12,4,26,0,0,3,15,65,4,84,0,0,7,18,39,8,75,62,42,306,270,821,99,1598
SSC12379,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,10
SSC12380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12381,0,4,0,0,0,3,0,0,3,3,0,0,3,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,0,3,0,3,5,12,0,0,17,14,38,4,77
SSC12382,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,10
SSC12383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,7
SSC12384,0,0,0,0,0,3,3,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,3,4,9,10,0,32
SSC12385,9,31,8,3,0,70,51,4,87,13,6,7,168,0,3,0,0,0,0,3,0,0,6,0,3,0,13,8,0,14,4,3,4,31,194,35,435,65,59,20,817
SSC12386,4,11,3,4,0,21,3,0,8,8,12,0,25,0,0,0,0,0,0,0,0,0,0,4,12,3,11,0,0,0,0,3,0,3,8,12,35,37,97,12,195
SSC12387,0,5,0,0,0,10,0,0,0,0,0,0,6,0,0,0,0,3,0,4,0,0,5,0,0,0,6,0,0,0,0,3,0,9,9,0,37,19,89,6,158
SSC12388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5
SSC12389,10,40,5,6,0,77,4,8,26,22,7,5,76,0,0,0,0,0,0,0,0,0,4,3,19,0,22,0,0,0,4,7,0,13,50,24,146,98,163,14,491
SSC12390,0,5,0,0,0,9,0,0,3,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,18,12,38,8,79
SSC12391,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,7,0,21
SSC12392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SSC12393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12394,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,8
SSC12395,0,7,3,3,0,20,9,0,12,9,3,3,38,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,0,7,0,8,15,4,59,50,97,7,241
SSC12396,0,11,3,4,0,22,6,0,7,4,3,0,19,0,0,0,0,0,0,0,0,0,3,0,4,0,8,0,0,0,0,5,0,3,16,0,51,47,69,3,196
SSC12397,0,3,0,0,0,6,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,7,0,22,7,9,0,41
SSC12398,0,0,0,5,0,8,0,0,3,3,4,0,17,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,10,9,35,4,58
SSC12399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8
SSC12400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12401,3,6,3,7,0,19,0,0,4,3,4,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,4,0,4,3,7,16,28,68,11,132
SSC12402,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,3,3,8,10,23,8,52
SSC12403,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8
SSC12404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7
SSC12405,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,5
