SSC_CODE_2016,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_incl_lt_rail_M,One_met_Tram_incl_lt_rail_F,One_met_Tram_incl_lt_rail_P,One_method_Taxi_M,One_method_Taxi_F,One_method_Taxi_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_incl_lt_rl_M,Two_mt_trn_Trm_incl_lt_rl_F,Two_mt_trn_Trm_incl_lt_rl_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_inc_lt_rl_M,Two_mth_Bu_Trm_inc_lt_rl_F,Two_mth_Bu_Trm_inc_lt_rl_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Trn_two_othr_met_M,Three_meth_Trn_two_othr_met_F,Three_meth_Trn_two_othr_met_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
SSC11691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,18,9,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,8,0,3,4,0,0,0,21,9,32
SSC11692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,27,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,18,17,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,3,3,5,0,0,0,32,24,49
SSC11693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,255,553,18,15,35,8,0,8,0,0,0,0,0,0,0,0,0,11,7,20,335,276,611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,19,29,45,28,33,62,10,3,10,397,343,733
SSC11694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,15,15,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,22,0,3,3,0,0,0,31,26,54
SSC11695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,14,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,12,0,3,8,0,0,0,23,10,36
SSC11696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,3,0,3,6,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,17
SSC11697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,0,0,0,0,0,0,9,12,25
SSC11698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,22,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,28
SSC11699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,0,0,12,6,11
SSC11700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,26,49,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,30,29,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,4,14,3,9,14,0,0,0,46,45,88
SSC11701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,17,14,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,9,0,4,3,0,0,0,26,16,43
SSC11702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16,35,6,3,12,0,0,0,0,0,0,0,0,0,0,0,0,14,5,17,38,32,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,8,0,3,6,0,0,0,41,35,78
SSC11703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,0,15,9,20
SSC11704,0,0,0,6,3,7,0,0,0,0,0,0,0,0,5,587,511,1097,33,48,76,17,0,17,13,0,13,0,0,0,7,0,7,8,6,13,656,569,1224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,10,0,0,0,0,0,0,3,3,9,3,8,7,10,6,14,0,0,0,0,0,0,0,0,0,0,0,0,15,26,42,60,117,177,6,11,15,745,732,1477
SSC11705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,47,124,6,0,12,4,0,4,0,0,0,0,0,0,0,0,0,12,15,28,97,72,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,26,8,6,13,4,0,4,120,86,208
SSC11706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,22,0,6,6,0,0,0,26,24,51
SSC11707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,21,0,0,0,3,0,3,0,0,0,0,0,0,0,0,4,0,0,0,19,10,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,15,0,3,3,0,0,0,28,22,45
SSC11708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,30,58,3,3,7,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,36,31,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,3,6,16,0,0,0,50,47,94
SSC11709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,45,105,3,0,5,4,0,4,0,0,0,0,0,0,0,0,3,3,0,3,73,44,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,22,9,8,15,0,0,0,92,60,154
SSC11710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,3,0,3,8,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,12,0,3,3,0,0,0,22,8,31
SSC11711,0,0,0,15,19,27,0,0,0,0,0,0,0,3,3,2029,1979,4006,149,205,355,58,0,57,35,3,41,7,3,10,21,10,28,47,48,90,2359,2266,4622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,4,7,18,11,34,20,20,43,0,0,0,0,0,0,0,0,0,0,0,0,58,92,148,163,335,495,27,18,43,2623,2732,5358
SSC11712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,40,82,3,0,5,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,53,42,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,36,5,12,18,0,0,0,80,67,151
SSC11713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3
SSC11714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,12,0,0,0,0,0,0,15,18,28
SSC11715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,21,11,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,26,0,4,3,0,0,0,31,29,64
SSC11716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,13,0,0,0,0,0,3,19,12,32
SSC11717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,6,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,9,8,18
SSC11718,562,502,1067,21,20,44,0,0,0,0,0,3,4,0,7,776,632,1408,20,71,89,6,0,6,17,0,17,13,3,17,7,3,13,48,54,101,1475,1292,2761,27,37,64,0,0,0,0,0,0,55,23,83,9,21,27,3,0,7,95,88,181,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,11,0,13,110,91,193,9,6,14,0,0,0,0,0,0,9,6,14,138,126,260,109,191,305,12,9,26,1850,1716,3564
SSC11719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5
SSC11720,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,100,93,191,6,3,13,3,0,3,0,0,0,0,0,0,0,0,0,5,0,5,119,105,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,15,7,11,20,0,0,0,133,124,263
SSC11721,36,18,49,14,20,37,0,0,0,0,0,0,0,0,3,1150,925,2077,76,95,168,38,0,38,15,0,12,11,3,13,9,3,14,18,27,43,1366,1093,2460,8,3,10,0,0,0,0,0,0,27,15,37,0,8,10,0,0,0,36,22,57,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,4,3,21,7,21,56,27,84,5,3,11,0,0,0,0,0,0,5,3,15,36,53,82,123,243,362,33,27,54,1612,1440,3060
SSC11722,158,110,270,20,33,50,0,0,0,0,0,0,0,3,3,519,346,863,32,39,73,3,0,3,7,0,7,0,0,0,4,0,7,93,66,159,842,601,1446,20,7,27,0,0,0,0,0,3,11,12,24,0,4,5,0,3,8,37,35,68,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,7,0,8,46,39,81,4,4,10,0,0,0,0,0,0,4,4,10,33,11,44,58,92,152,6,6,16,995,756,1751
SSC11723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,4,9,0,0,0,20,19,38
SSC11724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,10,0,0,0,0,0,0,9,6,18
SSC11725,8,9,15,37,13,50,0,0,0,0,0,0,18,19,36,3585,3140,6720,338,327,664,111,3,113,43,0,43,19,8,26,23,14,39,173,151,323,4358,3688,8040,0,0,3,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,5,5,42,15,58,42,30,71,0,0,0,0,0,0,4,0,4,4,0,4,91,160,252,401,594,1001,61,45,110,4960,4513,9471
SSC11726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SSC11727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,12,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,12,5,21
SSC11728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,0,0,0,0,13,8,17
SSC11729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,52,123,3,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,53,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,8,21,0,0,0,92,69,160
SSC11730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,36,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,26,20,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,6,0,0,0,22,27,52
SSC11731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,38,68,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,41,38,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,18,4,3,7,3,0,3,55,51,105
SSC11732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,8,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,9,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,3,3,0,0,0,13,8,23
SSC11733,3,3,3,4,5,10,0,0,0,0,0,0,0,5,8,1319,1241,2561,106,127,232,39,0,39,21,3,21,65,29,92,10,4,18,95,111,210,1672,1534,3202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,10,3,18,18,3,17,0,0,0,0,0,0,0,0,0,0,0,0,28,88,113,175,258,426,20,12,33,1905,1889,3792
SSC11734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9,0,0,0,0,0,0,19,15,30
SSC11736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,18,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,13,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,3,8,0,0,3,0,0,0,21,16,37
SSC11737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11738,816,705,1514,58,111,167,0,0,0,0,0,0,10,3,19,2056,982,3043,136,180,312,49,0,51,29,0,31,16,7,21,17,9,29,113,91,210,3303,2095,5394,164,185,346,0,0,3,3,3,7,40,13,56,10,11,24,10,3,11,224,217,444,0,0,0,0,0,0,3,0,3,0,5,7,0,0,0,6,11,10,17,10,30,252,233,481,19,29,54,0,3,3,0,0,0,19,38,53,43,53,94,168,226,397,56,38,92,3834,2682,6518
SSC11739,9,4,16,0,0,0,0,0,0,0,0,0,0,0,0,283,252,526,13,12,24,21,0,21,0,0,0,0,0,0,0,3,3,3,0,3,321,269,595,0,0,0,0,0,0,0,0,0,16,4,23,0,0,0,0,0,0,20,6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,20,6,29,0,5,9,0,0,0,0,0,0,0,5,9,15,32,48,38,28,66,0,0,0,403,343,747
SSC11740,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,13,8,15,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,16,12,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,0,0,0,25,20,40
SSC11741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,39,90,4,3,6,3,0,3,0,0,0,0,0,0,0,0,0,0,0,4,58,41,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,13,20,4,12,15,0,0,3,76,62,143
SSC11742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,37,92,8,10,9,7,0,7,0,0,0,0,0,0,0,0,0,6,6,10,68,53,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,28,3,5,7,0,0,0,89,77,165
SSC11743,59,61,123,0,0,4,0,0,0,0,0,0,3,0,3,570,497,1072,25,26,53,11,0,11,8,0,10,10,3,12,3,3,3,5,11,16,696,605,1305,17,7,20,0,0,0,0,0,0,32,29,66,0,18,16,0,0,0,52,57,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,4,14,56,60,117,4,4,9,0,0,0,0,0,0,4,4,9,39,62,108,49,96,142,10,5,22,863,844,1703
SSC11744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,17
SSC11745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,26,56,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,27,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,16,6,4,8,3,0,3,48,41,91
