SSC_CODE_2016,Num_Psns_UR_1_FamHhold,Num_Psns_UR_1_NonFamHhold,Num_Psns_UR_1_Total,Num_Psns_UR_2_FamHhold,Num_Psns_UR_2_NonFamHhold,Num_Psns_UR_2_Total,Num_Psns_UR_3_FamHhold,Num_Psns_UR_3_NonFamHhold,Num_Psns_UR_3_Total,Num_Psns_UR_4_FamHhold,Num_Psns_UR_4_NonFamHhold,Num_Psns_UR_4_Total,Num_Psns_UR_5_FamHhold,Num_Psns_UR_5_NonFamHhold,Num_Psns_UR_5_Total,Num_Psns_UR_6mo_FamHhold,Num_Psns_UR_6mo_NonFamHhold,Num_Psns_UR_6mo_Total,Total_FamHhold,Total_NonFamHhold,Total_Total
SSC12150,..,178,178,316,28,345,252,0,254,249,0,251,86,0,86,49,0,49,950,205,1149
SSC12151,..,8,8,18,0,19,3,0,3,3,0,3,7,0,7,3,0,3,28,10,36
SSC12152,..,3,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,3,6
SSC12153,..,33,33,92,12,101,35,0,40,26,0,26,6,0,6,7,0,7,169,47,214
SSC12154,..,781,781,1012,97,1105,350,9,356,369,0,372,144,0,144,65,0,65,1935,888,2829
SSC12155,..,7,7,27,0,27,6,0,6,5,0,5,5,0,5,3,0,3,51,7,56
SSC12156,..,1178,1178,1196,404,1599,713,359,1069,717,237,963,295,124,417,114,76,188,3036,2376,5412
SSC12157,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC12158,..,724,724,1170,65,1236,734,21,760,842,17,862,362,3,368,195,3,197,3311,834,4140
SSC12159,..,3,3,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,3,11
SSC12160,..,4,4,16,0,16,3,0,3,3,0,3,3,0,3,0,0,0,28,4,32
SSC12161,..,13,13,36,0,36,8,0,8,8,0,8,4,0,4,0,0,0,50,13,62
SSC12162,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC12163,..,1022,1022,916,130,1041,560,15,583,440,6,449,193,3,199,128,0,128,2239,1183,3416
SSC12164,..,33,33,135,4,140,54,0,54,61,0,61,29,0,29,10,0,10,290,36,325
SSC12165,..,42,42,51,4,55,12,0,9,4,0,4,0,0,0,4,0,4,69,50,120
SSC12166,..,6,6,8,0,8,0,0,0,0,0,0,3,0,3,0,0,0,17,6,21
SSC12167,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12168,..,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,7
SSC12169,..,5,5,4,0,4,5,0,5,0,0,0,0,0,0,0,0,0,7,5,15
SSC12170,..,7,7,5,0,5,0,0,0,3,0,3,3,0,3,0,0,0,13,7,13
SSC12171,..,15,15,42,0,42,28,0,28,57,0,57,32,0,32,22,0,22,176,16,191
SSC12172,..,843,843,982,67,1049,536,15,544,614,3,618,247,0,247,75,0,74,2448,924,3379
SSC12173,..,818,818,669,117,783,146,26,170,90,4,96,18,3,16,8,0,8,925,965,1890
SSC12174,..,34,34,45,5,48,25,0,25,25,0,25,15,0,15,12,0,12,119,38,154
SSC12175,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12176,..,3,3,9,0,9,0,0,0,3,0,3,0,0,0,0,0,0,13,3,15
SSC12177,..,3,3,9,0,4,3,0,3,3,0,3,0,0,0,0,0,0,15,3,15
SSC12178,..,18,18,25,0,25,14,0,13,10,0,10,10,0,10,3,0,3,53,20,71
SSC12179,..,9,9,3,0,3,3,0,3,3,0,3,0,0,0,0,0,0,11,9,11
SSC12180,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12181,..,1129,1129,1342,196,1534,1035,89,1126,888,41,933,362,12,372,169,6,176,3795,1479,5275
SSC12182,..,83,83,179,9,187,94,4,99,133,0,137,76,0,77,39,0,46,529,88,619
SSC12183,..,3,3,7,0,7,5,0,5,3,0,3,3,0,3,0,0,0,21,3,20
SSC12184,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12185,..,88,88,135,11,144,48,0,50,43,0,40,14,0,14,7,0,12,247,103,348
SSC12186,..,6,6,8,0,8,0,0,0,0,0,0,3,0,3,0,0,0,13,6,13
SSC12187,..,270,270,394,15,410,244,3,244,204,0,204,87,0,87,66,0,66,994,289,1281
SSC12188,..,24,24,60,5,63,16,0,16,10,0,10,4,0,4,4,0,4,92,30,121
SSC12189,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC12190,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12191,..,10,10,34,3,31,10,0,10,5,0,5,4,0,4,6,0,6,53,15,71
SSC12192,..,65,65,62,5,68,16,0,16,16,0,16,7,0,7,4,0,4,104,66,171
SSC12193,..,832,832,908,98,999,410,19,430,331,3,336,157,0,157,76,0,80,1888,951,2836
SSC12194,..,182,182,280,26,307,132,0,134,104,0,104,58,0,58,22,0,22,598,205,805
SSC12195,..,20,20,51,3,56,17,0,17,15,0,15,6,0,6,4,0,4,93,27,114
SSC12196,..,14,14,17,0,17,4,0,4,3,0,3,0,0,0,0,0,0,24,14,36
SSC12197,..,137,137,372,22,397,143,0,147,116,3,123,64,0,64,17,0,17,721,164,888
SSC12198,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12199,..,62,62,38,3,41,9,0,10,12,0,12,0,0,0,0,0,0,57,64,127
SSC12200,..,297,297,477,36,508,243,14,250,270,3,273,89,0,88,30,0,30,1112,351,1461
SSC12201,..,101,101,124,7,128,70,4,70,85,0,82,30,0,30,3,0,3,302,113,416
SSC12202,..,50,50,61,4,62,11,0,11,17,0,17,11,0,11,3,0,3,100,51,151
SSC12203,..,8,8,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,13,8,23
SSC12204,..,20,20,27,3,34,17,0,15,3,0,3,5,0,5,0,0,0,45,27,76
SSC12205,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12206,..,32,32,72,6,77,29,3,30,30,0,30,23,0,23,11,0,11,162,42,204
SSC12207,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SSC12208,..,13,13,17,0,18,0,0,0,3,0,3,0,0,0,0,0,0,22,16,36
SSC12209,..,28,28,75,3,74,33,0,33,20,0,20,19,0,19,16,0,16,162,33,196
SSC12210,..,3,3,15,3,16,0,0,0,0,0,0,0,0,0,3,0,3,17,9,28
SSC12211,..,7,7,22,0,24,8,0,8,11,0,11,8,0,8,3,0,3,51,8,60
SSC12212,..,15,15,23,3,25,7,0,7,5,0,5,0,0,0,0,0,0,41,18,58
SSC12213,..,9,9,7,0,7,4,0,4,3,0,3,3,0,3,3,0,3,26,9,39
SSC12214,..,0,0,10,0,10,0,0,0,0,0,0,0,0,0,3,0,3,16,0,14
SSC12215,..,49,49,98,0,101,39,0,40,49,0,49,22,0,22,24,0,24,228,50,278
SSC12216,..,120,120,174,8,179,101,8,109,177,0,177,70,0,70,44,0,44,563,142,707
SSC12217,..,220,220,264,33,296,78,6,83,49,0,53,19,0,19,3,0,3,419,263,679
SSC12218,..,145,145,337,16,354,131,0,136,190,0,191,107,0,107,41,0,41,809,167,978
SSC12219,..,79,79,146,8,155,77,0,77,80,0,80,34,0,34,18,0,18,358,83,441
SSC12220,..,31,31,69,3,67,35,0,36,45,0,45,17,0,17,8,0,8,175,33,211
SSC12221,..,711,711,700,52,751,354,3,360,280,0,285,125,0,125,68,0,68,1531,771,2301
SSC12222,..,6,6,13,0,13,3,0,3,5,0,5,0,0,0,3,0,3,27,6,31
SSC12223,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4
SSC12224,..,5,5,6,0,6,0,0,0,3,0,3,0,0,0,0,0,0,12,5,16
SSC12225,..,8,8,3,0,3,0,0,0,7,0,7,3,0,3,0,0,0,16,8,18
SSC12226,..,67,67,92,4,101,48,0,51,59,0,59,24,0,24,17,0,17,234,73,311
SSC12227,..,40,40,84,0,84,63,0,63,72,0,72,39,0,37,18,0,18,276,38,316
SSC12228,..,11,11,22,4,29,3,0,5,4,0,4,0,0,0,3,0,3,39,13,55
SSC12229,..,330,330,263,30,296,95,0,96,85,0,85,43,0,43,18,0,18,505,367,872
SSC12230,..,16,16,53,0,55,24,0,24,15,0,13,14,0,14,6,0,6,110,18,136
SSC12231,..,13,13,21,3,23,7,0,7,6,0,6,0,0,0,5,0,5,39,13,53
SSC12232,..,9,9,23,4,26,3,0,3,6,0,6,3,0,3,3,0,3,36,8,46
SSC12233,..,29,29,47,3,54,17,0,17,16,0,16,6,0,6,6,0,6,92,32,128
SSC12234,..,7,7,15,0,14,7,0,7,13,0,13,0,0,0,4,0,4,31,11,39
SSC12235,..,17,17,52,3,54,13,0,13,13,0,13,15,0,15,3,0,3,103,20,123
SSC12236,..,3,3,3,0,6,3,0,3,4,0,4,0,0,0,0,0,0,14,3,16
SSC12237,..,25,25,20,3,24,11,0,8,6,0,6,0,0,0,4,0,4,40,29,65
SSC12238,..,415,415,820,31,847,309,9,310,349,3,355,187,3,187,73,0,70,1728,456,2190
SSC12239,..,16,16,26,0,28,12,0,12,5,0,5,4,0,4,3,0,3,47,19,68
SSC12240,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC12241,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12242,..,143,143,180,3,184,55,0,59,62,0,62,46,0,46,19,0,19,356,150,503
SSC12243,..,271,271,561,32,594,167,0,167,169,0,169,88,0,88,36,0,36,1019,299,1315
SSC12244,..,61,61,96,0,97,21,0,21,10,0,10,3,0,3,0,0,0,133,63,195
SSC12245,..,3,3,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,14,3,18
SSC12246,..,4,4,13,0,12,10,0,10,6,0,6,6,0,6,0,0,0,24,7,28
SSC12247,..,514,514,443,35,480,184,4,183,151,0,152,78,0,78,43,0,43,893,551,1444
SSC12248,..,335,335,442,40,487,226,4,228,193,5,191,83,0,83,62,0,61,1003,382,1388
SSC12249,..,10,10,3,0,4,3,0,3,3,0,3,0,0,0,0,0,0,13,11,27
SSC12250,..,522,522,422,38,459,176,9,180,118,3,121,52,0,52,30,0,30,804,569,1366
SSC12251,..,18,18,42,3,49,28,0,28,25,0,25,20,0,20,10,0,10,117,18,134
SSC12252,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12253,..,586,586,763,42,804,245,5,244,272,0,272,117,0,117,47,0,49,1434,640,2077
SSC12254,..,74,74,100,5,100,37,0,37,28,0,28,12,0,12,3,0,3,181,79,263
SSC12255,..,42,42,88,4,92,33,0,33,70,0,70,38,0,38,8,0,8,242,42,282
SSC12256,..,76,76,167,3,169,77,0,77,111,0,111,50,0,50,10,0,10,404,75,486
SSC12257,..,822,822,915,152,1072,914,46,960,927,74,996,529,38,563,440,41,479,3721,1179,4909
SSC12258,..,10,10,43,3,48,23,0,23,21,0,21,12,0,12,11,0,11,117,12,130
SSC12259,..,139,139,204,10,212,62,3,67,34,0,34,25,0,25,13,0,13,343,147,490
SSC12260,..,4,4,10,0,10,3,0,3,0,0,0,4,0,4,4,0,4,17,4,28
SSC12261,..,807,807,679,65,743,424,9,435,418,5,420,213,0,218,125,3,128,1861,888,2750
SSC12262,..,3,3,4,0,4,12,0,12,3,0,3,8,0,8,0,0,0,20,5,25
SSC12263,..,12,12,40,0,37,19,0,19,25,0,25,9,0,9,6,0,6,96,10,109
SSC12264,..,592,592,561,45,613,257,23,283,315,5,324,109,3,116,33,0,30,1286,673,1954
SSC12265,..,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,6,0,6
SSC12266,..,1230,1230,1265,150,1415,688,24,715,622,9,629,220,0,217,62,0,60,2849,1418,4269
SSC12267,..,1291,1291,1361,211,1575,776,42,820,623,11,632,190,3,192,56,0,56,3007,1561,4568
SSC12268,..,195,195,244,13,257,148,9,151,232,0,235,72,0,72,17,0,17,712,216,931
SSC12269,..,13,13,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,13,8,19
SSC12270,..,29,29,28,7,36,14,0,14,12,0,12,5,0,5,6,0,6,67,36,107
SSC12271,..,7,7,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,13,7,25
SSC12272,..,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3
SSC12273,..,47,47,87,10,92,30,0,30,22,0,22,22,0,22,9,0,9,163,54,215
SSC12274,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC12275,..,128,128,170,20,194,126,6,135,140,0,140,86,0,86,80,0,80,601,150,757
SSC12276,..,59,59,105,3,109,57,3,56,63,0,63,22,0,22,12,0,12,263,60,318
SSC12277,..,5,5,3,0,3,4,0,4,0,0,0,0,0,0,0,0,0,12,5,12
SSC12278,..,109,109,201,5,211,95,0,94,141,0,141,53,0,53,29,0,29,517,117,630
SSC12279,..,49,49,36,0,36,25,0,25,13,0,13,9,0,9,3,0,3,84,49,141
SSC12280,..,11,11,3,0,3,0,0,0,6,0,6,0,0,0,0,0,0,12,11,21
SSC12281,..,7,7,9,0,12,9,0,9,3,0,3,3,0,3,0,0,0,23,9,32
SSC12282,..,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,12
SSC12283,..,441,441,390,26,422,85,0,82,33,0,33,13,0,13,5,0,5,527,465,997
SSC12284,..,9,9,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,9,11
SSC12285,..,182,182,147,19,162,51,3,53,31,0,32,5,0,8,3,0,0,230,208,440
SSC12286,..,0,0,3,0,3,7,0,7,0,0,0,0,0,0,0,0,0,12,0,13
SSC12287,..,1825,1825,1592,175,1768,656,7,665,503,3,509,219,4,226,107,0,107,3090,2012,5101
SSC12288,..,101,101,180,15,200,55,0,55,24,0,24,22,0,22,11,0,11,289,119,408
SSC12289,..,306,306,291,32,323,152,5,152,143,0,143,52,0,52,29,0,29,663,343,1002
SSC12290,..,12,12,21,3,22,5,0,5,4,0,4,3,0,3,3,0,3,33,13,48
SSC12291,..,5,5,24,0,22,9,0,9,5,0,5,7,0,7,0,0,0,41,11,52
SSC12292,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12293,..,888,888,1023,54,1076,421,17,433,400,4,402,202,0,202,95,0,95,2143,962,3108
SSC12294,..,6,6,3,0,5,5,0,5,3,0,3,3,0,3,0,0,0,11,11,19
SSC12295,..,7,7,29,0,29,20,0,20,4,0,4,9,0,9,4,0,4,69,7,72
SSC12296,..,16,16,29,4,30,9,0,9,7,0,7,4,0,4,0,0,0,43,21,64
SSC12297,..,1379,1379,1521,231,1759,932,133,1061,896,52,956,210,14,221,44,3,51,3612,1814,5428
SSC12298,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12299,..,3,3,7,0,7,3,0,3,3,0,3,0,0,0,0,0,0,15,3,19
SSC12300,..,282,282,437,36,474,139,4,144,93,0,91,33,0,33,22,0,22,728,322,1057
SSC12301,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12302,..,3,3,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,16,3,15
SSC12303,..,435,435,782,64,849,403,22,427,373,6,376,159,4,163,49,0,49,1760,541,2295
SSC12304,..,96,96,286,13,301,122,0,122,184,0,189,83,0,83,27,0,27,707,116,820
SSC12305,..,210,210,277,22,298,185,0,185,172,0,168,103,0,103,94,0,94,828,232,1063
SSC12306,..,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,10,0,7
SSC12307,..,372,372,390,45,435,247,3,251,197,0,197,130,0,132,131,0,131,1094,421,1513
SSC12308,..,824,824,965,70,1033,602,14,615,528,7,529,237,0,241,199,0,197,2528,910,3437
SSC12309,..,656,656,625,58,681,206,11,220,163,3,166,61,0,63,25,0,25,1084,738,1818
SSC12310,..,4,4,3,0,3,3,0,3,3,0,3,0,0,0,0,0,0,10,4,17
SSC12311,..,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,9,0,11
SSC12312,..,3,3,15,0,16,6,0,6,8,0,8,9,0,9,0,0,0,36,9,47
SSC12313,..,340,340,378,90,463,169,29,198,154,10,170,27,4,31,14,3,12,743,474,1217
SSC12314,..,9,9,17,3,20,6,0,6,0,0,0,12,0,12,3,0,3,37,13,54
SSC12315,..,89,89,172,25,200,176,12,188,180,3,188,35,0,41,17,0,17,593,140,724
SSC12316,..,793,793,1220,197,1417,1120,114,1231,1182,60,1243,572,35,605,437,41,477,4530,1230,5766
SSC12317,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12318,..,23,23,37,8,49,10,0,10,23,0,23,17,0,17,4,0,4,96,32,125
SSC12319,..,12,12,34,0,34,7,0,7,21,0,21,14,0,14,0,0,0,80,12,93
SSC12320,..,455,455,298,40,339,97,0,97,63,0,63,18,0,18,31,0,31,496,493,994
SSC12321,..,48,48,112,0,117,28,0,28,25,0,25,9,0,9,3,0,3,187,53,235
SSC12322,..,31,31,125,6,132,55,0,55,110,0,110,72,0,72,17,0,17,375,35,415
SSC12323,..,38,38,18,0,24,6,0,6,5,0,5,5,0,5,0,0,0,43,36,79
SSC12324,..,3,3,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,3,7
SSC12325,..,787,787,701,106,805,467,43,511,515,14,530,153,0,152,32,0,32,1860,957,2816
SSC12326,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12327,..,6,6,28,0,26,4,0,4,0,0,0,0,0,0,3,0,3,32,9,40
SSC12328,..,18,18,32,5,38,29,0,28,25,0,25,3,0,3,3,0,3,88,22,111
SSC12329,..,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC12330,..,6,6,11,0,13,4,0,4,3,0,3,3,0,3,3,0,3,28,9,35
SSC12331,..,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,15,0,14
SSC12332,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12333,..,23,23,40,5,39,6,0,6,7,0,7,3,0,3,3,0,3,63,28,86
SSC12334,..,3,3,14,0,13,0,0,0,0,0,0,4,0,4,0,0,0,16,5,23
SSC12335,..,31,31,68,3,74,26,3,30,18,0,18,21,0,21,3,0,3,135,41,179
SSC12336,..,18,18,31,0,31,13,0,13,17,0,17,4,0,4,3,0,3,67,18,80
SSC12337,..,3,3,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,10,3,9
SSC12338,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7
SSC12339,..,626,626,892,50,944,592,12,605,749,5,757,309,0,312,93,0,93,2635,699,3333
SSC12340,..,5,5,4,0,5,7,0,7,0,0,0,3,0,3,0,0,0,16,3,20
SSC12341,..,18,18,34,0,34,22,0,22,30,0,30,4,0,4,10,0,10,97,18,118
SSC12342,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12343,..,294,294,464,30,487,290,5,290,377,0,377,161,0,158,76,0,76,1354,323,1680
SSC12344,..,530,530,339,79,422,189,9,200,133,3,138,61,0,64,21,0,21,739,629,1367
SSC12345,..,286,286,301,35,334,113,6,119,86,3,88,46,0,46,19,0,19,559,333,894
SSC12346,..,26,26,27,0,29,3,0,3,3,0,3,4,0,4,0,0,0,38,27,56
SSC12347,..,943,943,663,51,716,287,7,291,208,3,213,73,0,73,30,0,30,1262,998,2259
SSC12348,..,3,3,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,10,3,9
SSC12349,..,457,457,449,29,476,245,10,249,244,4,246,90,0,90,53,0,53,1075,496,1573
SSC12350,..,3,3,18,0,18,3,0,3,8,0,8,3,0,3,0,0,0,33,3,43
SSC12351,..,16,16,30,0,29,3,0,3,13,0,13,3,0,3,0,0,0,48,13,64
SSC12352,..,38,38,78,3,80,30,0,30,39,0,39,3,0,3,0,0,0,149,40,193
SSC12353,..,3,3,4,0,3,0,0,0,0,0,0,3,0,3,0,0,0,5,3,8
SSC12354,..,3,3,8,0,8,3,0,3,3,0,3,3,0,3,0,0,0,19,6,21
SSC12355,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12356,..,4,4,8,0,8,3,0,4,6,0,6,9,0,9,6,0,6,38,3,38
SSC12357,..,0,0,6,0,6,3,0,3,3,0,3,0,0,0,0,0,0,15,0,15
SSC12358,..,0,0,5,0,6,3,0,3,0,0,0,0,0,0,0,0,0,5,0,8
SSC12359,..,12,12,11,3,11,3,0,3,0,0,0,0,0,0,0,0,0,10,10,24
SSC12360,..,109,109,108,7,113,51,0,51,42,0,42,11,0,11,4,0,4,213,114,331
SSC12361,..,1956,1956,2031,221,2255,1588,35,1625,1390,18,1404,656,5,667,487,0,494,6157,2242,8398
SSC12362,..,90,90,230,15,243,126,3,132,145,4,149,64,0,66,18,0,18,586,114,699
SSC12363,..,54,54,106,3,112,58,0,59,73,0,76,56,0,56,65,0,65,361,60,419
SSC12364,..,11,11,19,0,19,3,0,3,4,0,4,7,0,7,0,0,0,36,11,47
SSC12365,..,41,41,92,5,94,54,0,54,53,0,53,24,0,24,8,0,8,229,58,283
SSC12366,..,4,4,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,11,4,14
SSC12367,..,22,22,51,3,56,21,0,23,16,0,16,13,0,13,0,0,0,102,30,130
SSC12368,..,35,35,98,3,105,50,0,50,45,0,45,19,0,19,8,0,8,221,41,267
SSC12369,..,145,145,146,6,154,43,0,43,48,0,48,20,0,20,10,0,10,271,156,423
SSC12370,..,4,4,9,0,9,0,0,0,4,0,4,0,0,0,0,0,0,10,4,14
SSC12371,..,201,201,406,8,417,232,0,232,308,3,306,138,0,138,56,0,56,1142,214,1356
SSC12372,..,92,92,22,5,24,9,0,9,3,0,3,0,0,0,0,0,0,39,96,135
SSC12373,..,14,14,20,0,20,11,0,11,7,0,7,0,0,0,0,0,0,40,14,54
SSC12374,..,6,6,4,0,4,12,0,12,3,0,3,0,0,0,0,0,0,20,6,20
SSC12375,..,138,138,262,20,280,173,3,175,213,0,213,132,0,132,132,0,132,910,154,1062
SSC12376,..,100,100,264,5,271,63,0,67,66,0,66,28,0,28,10,0,10,435,103,540
SSC12377,..,15,15,18,3,17,5,0,5,6,0,6,0,0,0,0,0,0,31,16,49
SSC12378,..,978,978,792,87,880,350,10,361,282,3,289,122,0,122,57,0,57,1605,1086,2690
SSC12379,..,3,3,3,0,7,4,0,4,0,0,0,0,0,0,0,0,0,8,4,13
SSC12380,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12381,..,11,11,16,0,17,14,0,14,11,0,11,9,0,9,3,0,3,50,10,63
SSC12382,..,0,0,7,0,7,0,0,0,3,0,3,0,0,0,0,0,0,9,0,9
SSC12383,..,3,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10
SSC12384,..,3,3,7,0,7,7,0,7,0,0,0,3,0,3,0,0,0,17,3,20
SSC12385,..,71,71,193,3,197,109,0,109,156,0,161,89,0,89,28,0,28,578,78,658
SSC12386,..,24,24,58,0,61,31,0,31,30,0,30,16,0,16,7,0,7,145,28,172
SSC12387,..,43,43,51,3,52,20,0,18,14,0,14,6,0,6,0,0,0,90,46,132
SSC12388,..,6,6,0,0,3,3,0,3,3,0,3,0,0,0,0,0,0,8,6,8
SSC12389,..,147,147,165,7,174,82,3,88,72,0,72,33,0,33,8,0,8,365,155,520
SSC12390,..,20,20,41,6,49,11,0,11,9,0,9,6,0,6,5,0,5,70,22,99
SSC12391,..,4,4,8,0,8,0,0,0,6,0,6,0,0,0,0,0,0,22,4,22
SSC12392,..,9,9,3,0,3,3,0,3,0,0,0,3,0,3,0,0,0,9,9,20
SSC12393,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12394,..,3,3,4,0,4,3,0,3,0,0,0,0,0,0,0,0,0,10,3,13
SSC12395,..,17,17,41,0,45,23,0,28,50,0,50,34,0,34,11,0,11,164,19,182
SSC12396,..,19,19,64,0,67,35,0,35,23,0,23,6,0,6,6,0,6,131,23,158
SSC12397,..,7,7,14,0,14,0,0,0,7,0,7,3,0,3,0,0,0,22,7,30
SSC12398,..,47,47,43,7,46,11,0,11,16,0,16,5,0,5,3,0,3,73,52,133
SSC12399,..,3,3,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,14,6,16
SSC12400,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12401,..,14,14,45,0,42,20,0,20,33,0,33,8,0,8,4,0,4,107,14,126
SSC12402,..,20,20,29,4,35,9,0,9,0,0,0,0,0,0,3,0,3,48,24,72
SSC12403,..,0,0,6,0,6,3,0,3,0,0,0,0,0,0,0,0,0,4,0,8
SSC12404,..,11,11,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,11,17
SSC12405,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8
SSC12406,..,3,3,5,0,5,3,0,3,0,0,0,0,0,0,0,0,0,6,3,14
SSC12407,..,0,0,9,0,4,0,0,0,3,0,3,0,0,0,0,0,0,14,3,16
SSC12408,..,37,37,41,3,46,13,0,13,8,0,8,5,0,5,0,0,0,77,40,116
SSC12409,..,7,7,8,0,11,3,0,3,3,0,3,0,0,0,0,0,0,14,13,23
SSC12410,..,4,4,10,3,8,3,0,3,7,0,7,3,0,3,0,0,0,22,10,30
SSC12411,..,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC12412,..,31,31,52,3,61,31,0,31,32,0,32,14,0,14,8,0,8,138,33,178
SSC12413,..,10,10,15,0,20,10,0,10,3,0,3,3,0,3,0,0,0,30,13,39
SSC12414,..,7,7,5,0,10,5,0,5,0,0,0,3,0,3,0,0,0,22,7,27
SSC12415,..,3,3,19,0,19,3,0,3,3,0,3,0,0,0,0,0,0,24,3,29
SSC12416,..,9,9,6,0,7,3,0,3,0,0,0,0,0,0,0,0,0,18,7,21
SSC12417,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12418,..,18,18,38,0,38,21,0,21,10,0,10,12,0,12,4,0,4,84,18,100
SSC12419,..,42,42,106,3,110,80,0,80,104,0,104,72,0,72,58,0,58,418,51,470
SSC12420,..,20,20,24,0,24,10,0,10,10,0,10,5,0,5,0,0,0,50,20,71
SSC12421,..,247,247,558,24,580,323,3,323,441,0,448,195,0,195,54,0,54,1582,273,1855
SSC12422,..,575,575,596,35,636,443,5,448,462,0,466,302,0,302,314,0,314,2115,622,2736
SSC12423,..,5,5,23,0,23,14,0,14,8,0,8,9,0,9,0,0,0,57,5,57
SSC12424,..,12,12,14,0,16,4,0,4,3,0,3,0,0,0,0,0,0,25,13,42
SSC12425,..,0,0,3,0,3,3,0,3,3,0,3,0,0,0,0,0,0,10,0,11
SSC12426,..,36,36,54,4,56,15,0,15,17,0,17,6,0,6,5,0,5,100,43,140
SSC12427,..,13,13,27,0,32,14,0,15,12,0,12,3,0,3,4,0,4,60,14,75
SSC12428,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SSC12429,..,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6
SSC12430,..,313,313,352,22,375,116,0,117,92,0,97,59,0,65,21,0,21,640,344,983
