SSC_CODE_2016,IA_DS_Separate_house,IA_DS_SemD_ro_tr_h_th,IA_DS_Flat_or_Apart,IA_DS_Other_dwelling,IA_DS_Not_stated,IA_Total,I_NA_DS_Separate_house,I_NA_DS_SemD_ro_tr_h_th,I_NA_DS_Flat_or_Apart,I_NA_DS_Other_dwelling,I_NA_DS_Not_stated,I_NA_Total,IC_NS_DS_Separate_house,IC_NS_DS_SemD_ro_tr_h_th,IC_NS_DS_Flat_or_Apart,IC_NS_DS_Other_dwelling,IC_NS_DS_Not_stated,IC_not_stated_Total,Total_DS_Separate_house,Total_DS_SemD_ro_tr_h_th,Total_DS_Flat_or_Apart,Total_DS_Other_dwelling,Total_DS_Not_stated,Total_Total
SSC12357,8,0,0,0,3,13,3,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,3,15
SSC12358,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
SSC12359,19,0,0,0,0,19,3,0,0,0,0,3,0,0,0,0,0,0,24,0,0,0,0,24
SSC12360,244,5,0,0,0,253,68,3,0,0,0,71,8,0,0,0,0,8,318,4,0,0,0,331
SSC12361,1931,691,3706,15,17,6352,507,205,960,3,12,1682,113,55,188,0,4,360,2553,942,4855,19,32,8398
SSC12362,643,4,0,0,0,646,45,0,0,0,0,40,10,0,0,0,0,10,697,3,0,0,0,699
SSC12363,324,3,0,3,8,333,63,3,0,0,0,66,20,0,0,0,0,20,405,3,0,3,8,419
SSC12364,28,0,0,0,0,28,19,0,0,0,0,19,0,0,0,0,0,0,47,0,0,0,0,47
SSC12365,246,7,15,0,0,261,13,4,0,0,0,15,3,0,0,0,0,3,263,5,15,0,0,283
SSC12366,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14
SSC12367,93,0,0,3,0,98,27,0,0,0,0,28,0,0,0,0,0,3,120,0,0,5,0,130
SSC12368,229,0,3,0,3,233,30,0,0,0,0,31,4,0,0,0,0,4,263,3,4,0,3,267
SSC12369,282,0,6,10,0,290,102,0,14,3,0,122,13,0,0,0,0,13,396,0,21,8,0,423
SSC12370,10,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,14
SSC12371,1081,134,3,3,0,1225,92,21,0,0,0,118,12,3,0,0,0,20,1191,157,4,3,0,1356
SSC12372,8,0,0,52,0,63,0,0,0,61,0,60,0,0,0,4,0,4,14,0,0,119,0,135
SSC12373,41,0,0,0,0,41,7,0,0,0,0,7,0,0,0,0,0,0,54,0,0,0,0,54
SSC12374,19,0,0,0,0,19,4,0,0,0,0,4,0,0,0,0,0,0,25,0,0,0,0,20
SSC12375,849,5,3,8,22,892,126,3,3,0,3,135,24,0,0,0,4,29,1000,13,6,8,31,1062
SSC12376,435,44,0,0,0,479,40,7,0,0,0,44,12,0,0,0,0,12,487,51,0,0,0,540
SSC12377,28,0,0,0,0,33,14,0,0,0,0,12,0,0,0,0,0,0,42,0,0,0,6,49
SSC12378,1124,691,105,15,11,1936,259,315,49,0,4,625,61,51,7,0,0,119,1437,1056,155,13,22,2690
SSC12379,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,13,0,0,0,0,13
SSC12380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12381,47,0,0,0,0,47,9,0,0,0,0,9,0,0,0,0,0,3,65,0,0,0,0,63
SSC12382,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,9
SSC12383,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,10
SSC12384,16,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,20
SSC12385,609,3,5,0,0,628,21,0,0,0,0,25,5,0,0,0,0,5,645,3,11,0,0,658
SSC12386,155,0,0,0,0,154,14,0,0,0,0,20,0,0,0,0,0,0,168,0,0,0,0,172
SSC12387,118,0,0,0,0,118,10,0,0,0,0,10,9,0,0,0,0,9,132,0,0,0,0,132
SSC12388,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
SSC12389,404,22,8,0,0,431,63,18,0,0,5,80,8,0,0,0,0,12,475,40,3,0,5,520
SSC12390,78,0,0,0,0,75,18,0,0,0,0,15,4,0,0,0,0,4,96,0,0,0,0,99
SSC12391,11,0,0,0,0,11,8,0,0,0,0,8,0,0,0,0,0,0,22,0,0,0,0,22
SSC12392,7,0,0,6,0,12,0,0,0,3,0,4,0,0,0,0,0,0,11,0,0,10,0,20
SSC12393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12394,10,0,0,0,0,10,3,0,0,0,0,6,0,0,0,0,0,0,12,0,0,0,0,13
SSC12395,168,0,0,3,0,165,14,0,0,0,0,14,5,0,0,0,0,5,183,0,0,3,0,182
SSC12396,135,0,0,0,0,141,20,0,0,0,0,20,0,0,0,0,0,0,157,0,0,0,0,158
SSC12397,25,0,0,3,0,32,0,0,0,0,0,0,3,0,0,0,0,3,29,0,0,3,0,30
SSC12398,95,0,0,0,3,95,29,0,0,0,0,29,0,0,0,0,0,0,127,0,0,0,3,133
SSC12399,8,0,0,0,0,8,5,0,0,0,0,5,0,0,0,0,0,3,11,0,0,0,0,16
SSC12400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12401,101,0,0,0,0,101,17,0,0,0,0,17,4,0,0,0,0,4,126,0,0,0,0,126
SSC12402,60,0,0,0,0,58,10,0,0,0,0,10,0,0,0,0,0,0,67,0,0,0,0,72
SSC12403,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,8
SSC12404,14,0,0,0,0,14,4,0,0,0,0,4,0,0,0,0,0,0,17,0,0,0,0,17
SSC12405,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8
SSC12406,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14
SSC12407,12,0,0,0,0,12,4,0,0,0,0,4,0,0,0,0,0,0,16,0,0,0,0,16
SSC12408,94,0,0,0,0,95,13,0,0,0,0,19,0,0,0,0,0,0,113,0,0,0,4,116
SSC12409,16,0,0,0,0,16,3,0,0,0,0,3,0,0,0,0,0,0,24,0,0,0,0,23
SSC12410,22,0,0,0,0,27,5,0,0,0,0,3,0,0,0,0,0,0,32,0,0,0,3,30
SSC12411,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC12412,140,0,0,0,0,140,30,0,0,0,0,27,4,0,0,0,0,4,173,0,0,3,0,178
SSC12413,36,0,0,0,0,36,8,0,0,0,0,8,3,0,0,0,0,3,39,0,0,0,0,39
SSC12414,21,0,0,0,0,21,3,0,0,0,0,3,0,0,0,0,0,0,27,0,0,0,0,27
SSC12415,23,0,0,0,0,23,4,0,0,0,0,4,0,0,0,0,0,0,26,0,0,0,0,29
SSC12416,15,0,0,0,0,15,6,0,0,0,0,6,3,0,0,0,0,3,21,0,0,0,0,21
SSC12417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12418,82,0,3,0,0,84,16,0,0,0,0,16,4,0,0,0,0,4,99,0,3,0,0,100
SSC12419,397,0,0,0,13,411,44,0,0,0,3,49,7,0,0,0,0,13,450,3,0,0,17,470
SSC12420,49,0,0,0,0,53,14,0,0,0,0,14,0,0,0,0,0,3,67,0,0,0,0,71
SSC12421,1554,70,14,6,0,1641,161,12,3,0,0,177,32,0,0,0,0,35,1745,83,13,6,0,1855
SSC12422,1557,435,24,0,11,2027,416,145,15,0,7,582,98,27,0,0,0,131,2067,608,44,0,22,2736
SSC12423,51,0,0,0,0,51,4,0,0,0,0,4,0,0,0,0,0,0,57,0,0,0,0,57
SSC12424,25,0,0,0,0,26,9,0,0,0,0,9,3,0,0,0,0,3,36,0,0,0,0,42
SSC12425,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11
SSC12426,98,0,0,0,0,105,35,0,0,0,0,35,7,0,0,0,0,7,138,0,0,0,0,140
SSC12427,62,0,0,0,0,66,11,0,0,0,0,11,0,0,0,0,0,0,73,0,0,0,0,75
SSC12428,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SSC12429,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6
SSC12430,622,7,23,14,6,671,218,11,43,3,0,271,32,3,3,0,0,42,872,19,63,21,8,983
SSC12431,645,41,21,14,8,730,235,31,10,15,0,295,25,9,4,4,0,40,908,76,40,36,11,1066
SSC12432,410,3,0,0,0,413,27,0,0,0,0,27,3,0,0,0,0,4,442,3,0,0,3,452
SSC12433,2472,927,10,5,6,3412,535,291,0,0,0,827,104,42,0,0,0,153,3115,1265,12,6,6,4393
SSC12434,1005,20,0,0,0,1025,66,4,0,0,0,67,11,0,0,0,0,11,1072,25,0,0,0,1100
SSC12435,331,12,14,0,0,355,10,0,0,0,0,18,9,0,0,0,0,7,352,16,13,0,0,377
SSC12436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12437,4,464,2229,7,27,2720,4,96,152,4,0,257,0,13,44,0,3,60,10,571,2423,12,32,3044
SSC12438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC12440,7,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,8
SSC12441,39,38,0,0,0,81,0,3,0,0,0,7,3,0,0,0,0,3,39,42,0,0,0,90
SSC12442,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
SSC12443,179,0,0,0,0,177,12,0,0,0,0,15,0,0,0,0,0,0,189,0,3,0,0,193
SSC12444,38,0,0,0,0,38,8,0,0,0,0,8,0,0,0,0,0,0,52,0,0,0,0,52
SSC12445,151,0,0,5,3,159,23,0,0,0,0,25,8,0,0,0,0,8,185,0,0,8,3,196
SSC12446,28,0,0,0,0,33,3,0,0,0,0,3,0,0,0,0,0,0,37,0,0,0,0,33
SSC12447,13,0,0,0,0,13,4,0,0,0,0,4,0,0,0,0,0,0,16,0,0,0,0,16
SSC12448,44,0,0,0,0,44,3,0,0,0,0,3,0,0,0,0,0,0,49,0,0,0,0,49
SSC12449,391,71,46,17,11,532,106,36,15,11,0,169,17,0,3,0,7,25,517,104,61,24,12,719
SSC12450,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
SSC12451,40,0,0,0,0,40,0,0,0,0,0,0,3,0,0,0,0,3,43,0,0,0,0,43
SSC12452,70,0,0,0,0,75,15,0,0,3,0,17,6,0,0,0,0,7,94,0,0,3,0,100
SSC12453,721,107,161,3,3,1000,68,32,167,3,0,266,12,7,27,0,0,44,795,149,348,8,3,1306
SSC12454,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
SSC12455,279,0,9,0,0,287,50,0,0,0,0,50,14,0,0,0,0,14,343,0,9,0,0,352
SSC12456,12,0,0,0,0,12,3,0,0,0,0,3,3,0,0,0,0,3,15,0,0,0,0,15
SSC12457,38,0,0,8,0,45,25,0,0,0,0,25,3,0,0,0,0,3,67,0,0,8,0,67
SSC12458,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SSC12459,20,0,0,0,0,20,4,0,0,0,0,4,0,0,0,0,0,0,26,0,0,0,0,26
SSC12460,97,11,0,0,0,111,30,5,0,0,0,35,3,0,0,0,0,4,132,16,0,0,0,147
SSC12461,601,8,3,0,5,624,85,0,0,0,0,88,16,0,0,0,3,20,703,12,3,0,11,735
SSC12462,32,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,36
SSC12463,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
SSC12464,19,0,0,0,0,19,3,0,0,0,0,3,0,0,0,0,0,0,22,0,0,0,0,22
SSC12465,109,4,0,0,0,115,13,0,0,0,0,13,5,0,0,0,0,5,123,4,0,0,0,132
SSC12466,23,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,21
SSC12467,105,0,0,0,0,110,28,0,0,0,0,28,10,0,0,0,0,10,147,0,0,0,0,149
SSC12468,635,91,131,5,0,860,63,16,65,0,0,151,12,4,12,0,0,23,712,110,205,7,0,1035
SSC12469,15,0,0,0,0,15,7,0,0,0,0,7,0,0,0,0,0,0,24,0,0,0,0,24
SSC12470,61,0,0,0,0,62,16,0,0,0,0,16,3,0,0,0,0,3,77,0,0,0,0,80
SSC12471,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,5
SSC12472,177,4,0,9,3,191,33,0,0,0,0,29,6,0,0,0,0,6,213,4,0,11,3,230
SSC12473,187,0,0,3,0,191,73,0,8,0,0,83,9,0,0,0,0,11,266,0,13,3,0,280
SSC12474,566,0,13,8,8,592,296,3,28,0,0,325,48,0,3,3,0,57,913,3,41,13,7,975
SSC12475,691,667,4398,22,20,5796,29,45,488,3,3,562,13,12,131,3,0,162,739,723,5011,26,24,6524
SSC12476,726,72,1235,0,3,2043,54,19,138,0,0,213,15,0,34,0,0,45,796,87,1404,0,3,2297
SSC12477,679,13,10,7,3,704,154,4,7,6,0,173,22,0,0,0,0,25,853,14,15,14,3,901
SSC12478,40,0,0,31,0,67,19,0,0,19,0,36,4,0,0,3,0,9,63,0,0,48,0,116
SSC12479,16,0,0,0,0,16,8,0,0,0,0,8,0,0,0,0,0,0,26,0,0,0,0,26
SSC12480,20,0,0,0,0,20,8,0,0,0,0,8,0,0,0,0,0,0,32,0,0,0,0,32
SSC12481,88,0,0,0,0,88,6,0,0,0,0,6,0,0,0,0,0,0,98,0,0,0,0,98
SSC12482,174,0,0,0,0,174,48,0,0,0,0,48,7,0,0,0,0,7,230,0,0,0,0,230
SSC12483,19,0,0,0,0,19,0,0,0,0,0,0,3,0,0,0,0,3,25,0,0,0,0,25
SSC12484,304,5,0,3,0,314,34,0,0,0,0,34,8,0,0,0,0,8,347,5,0,3,0,350
SSC12485,1750,148,27,3,7,1938,377,48,77,0,0,506,61,26,3,0,0,89,2190,219,110,7,11,2531
SSC12486,38,0,0,0,0,38,3,0,0,0,0,3,0,0,0,0,0,0,39,0,0,0,0,39
SSC12487,70,0,0,0,0,69,4,0,0,0,0,4,0,0,0,0,0,0,74,0,0,3,0,78
SSC12488,824,188,21,0,0,1034,72,25,3,0,0,104,18,7,0,0,4,31,913,224,20,0,4,1168
SSC12489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC12490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12491,9,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,14
SSC12492,376,74,138,3,0,590,73,34,87,0,0,197,14,3,10,0,0,25,462,115,233,7,0,813
SSC12493,33,0,0,0,0,32,15,0,0,0,0,15,3,0,0,0,0,3,49,0,0,0,0,51
SSC12494,52,0,0,0,0,52,18,0,0,0,0,18,3,0,0,0,0,3,70,0,0,0,0,70
SSC12495,18,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19
SSC12496,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,3,13
SSC12497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12498,218,13,0,7,0,240,31,8,3,5,0,41,5,0,0,0,0,5,249,22,9,5,0,286
SSC12499,37,0,0,0,0,37,10,0,0,0,0,10,3,0,0,0,0,3,42,0,0,0,0,42
SSC12500,142,0,0,0,3,144,31,0,0,0,0,31,6,0,0,0,0,6,180,0,0,0,3,183
SSC12501,2966,2065,4352,58,26,9470,384,241,859,5,3,1491,91,57,228,3,7,392,3444,2370,5433,71,39,11352
SSC12502,131,0,0,0,0,134,25,0,0,0,0,25,0,0,0,0,0,0,154,0,0,0,0,155
SSC12503,107,0,0,0,0,107,14,0,0,0,0,14,3,0,0,0,0,3,122,0,0,0,0,122
SSC12504,2585,1703,3680,140,36,8143,489,201,589,15,13,1307,89,57,140,5,13,308,3159,1964,4410,161,62,9757
SSC12505,156,3,0,82,4,252,33,0,0,53,0,84,5,0,0,5,0,11,198,3,0,144,4,350
SSC12506,1308,1932,828,0,37,4098,189,203,126,0,12,524,34,48,57,0,10,151,1533,2174,1007,0,58,4774
SSC12507,31,0,0,0,0,31,14,0,0,0,0,16,0,0,0,0,0,0,43,0,0,0,0,46
SSC12508,10,0,0,0,0,10,4,0,0,0,0,4,0,0,0,0,0,0,17,0,0,0,0,17
SSC12509,19,0,0,0,0,19,3,0,0,0,0,3,0,0,0,0,0,0,19,0,0,0,0,19
SSC12510,42,0,0,0,0,42,14,0,0,0,0,14,4,0,0,0,0,4,60,0,0,0,0,61
SSC12511,99,0,0,0,0,99,22,0,0,0,0,26,0,0,0,0,0,0,124,0,0,0,0,122
SSC12512,104,0,0,0,0,110,8,0,0,0,0,8,0,0,0,0,0,0,119,0,0,0,0,120
SSC12513,319,0,0,0,3,330,90,0,0,3,0,91,16,0,0,0,0,16,422,0,3,3,3,431
SSC12514,2072,162,4,0,4,2248,275,42,4,0,0,320,45,3,0,0,0,50,2390,206,14,0,4,2615
SSC12515,22,0,0,0,0,22,9,0,0,0,0,9,0,0,0,0,0,0,30,0,0,0,0,30
SSC12516,20,0,0,0,0,20,4,0,0,0,0,4,0,0,0,0,0,0,28,0,0,0,0,28
SSC12517,47,0,0,0,0,48,14,0,0,0,0,17,3,0,0,0,0,3,63,0,0,0,0,64
SSC12518,364,138,46,0,0,549,48,13,3,0,0,68,11,0,0,0,0,8,424,149,49,0,0,622
SSC12519,1334,267,2878,21,27,4518,283,55,209,3,6,561,44,10,71,0,3,126,1662,335,3156,21,36,5208
SSC12520,265,0,0,0,4,270,23,0,0,0,0,23,7,0,0,0,0,7,294,0,0,0,4,298
SSC12521,12,0,0,0,0,12,6,0,0,0,0,6,0,0,0,0,0,0,21,0,0,0,0,21
SSC12522,237,10,10,16,0,271,105,5,10,8,0,125,12,0,3,0,0,18,355,9,22,23,0,408
SSC12523,33,0,0,0,0,39,18,0,0,0,0,18,3,0,0,0,0,3,57,0,0,0,0,52
SSC12524,1349,824,520,4,8,2700,217,168,141,0,0,529,29,38,27,0,4,92,1592,1028,688,4,8,3326
SSC12525,17,0,0,0,4,18,7,0,0,3,0,12,3,0,0,0,0,3,27,0,0,3,4,31
SSC12526,29,0,0,0,0,29,10,0,0,0,0,10,0,0,0,0,0,0,45,0,0,0,0,45
SSC12527,24,0,0,0,0,24,7,0,0,0,0,7,0,0,0,0,0,0,32,0,0,0,0,32
SSC12528,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
SSC12529,20,0,0,0,0,20,3,0,0,0,0,3,0,0,0,0,0,0,18,0,0,0,0,18
SSC12530,2378,389,173,19,17,2974,432,158,115,16,3,722,58,22,21,3,5,109,2871,575,305,33,20,3808
SSC12531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12532,7,0,0,0,0,7,4,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,5
SSC12533,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
SSC12534,481,63,13,0,3,564,82,32,9,0,0,121,12,3,0,0,0,19,580,96,25,0,3,707
SSC12535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12536,512,74,28,0,5,618,88,36,22,0,0,138,6,4,0,0,0,18,605,114,51,0,3,772
SSC12537,41,0,0,0,0,41,10,0,0,0,0,10,4,0,0,0,0,4,50,0,0,0,0,50
SSC12538,126,48,14,0,0,185,17,3,6,0,0,25,3,0,0,0,0,10,148,54,16,0,0,219
SSC12539,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4
SSC12540,68,0,0,0,0,68,11,0,0,0,0,11,0,0,0,0,0,0,84,0,0,0,0,84
SSC12541,31,0,0,11,0,47,3,0,0,3,4,12,0,0,0,0,0,0,33,0,0,21,8,59
SSC12542,677,36,19,0,0,730,83,3,6,0,0,90,16,0,0,0,0,17,774,42,22,0,0,835
SSC12543,87,0,0,0,0,84,16,0,0,0,0,16,3,0,0,0,0,3,99,0,0,0,0,108
SSC12544,68,0,0,0,0,70,13,0,0,0,0,13,3,0,0,0,0,3,85,0,0,0,0,84
SSC12545,147,0,0,0,0,156,10,0,0,0,0,15,3,0,0,0,0,3,163,0,3,0,0,170
SSC12546,29,0,0,0,0,29,4,0,0,0,0,4,0,0,0,0,0,0,33,0,0,0,0,33
SSC12547,99,279,603,0,0,989,10,6,48,0,0,57,0,4,10,0,3,22,107,289,663,0,3,1064
SSC12548,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15
SSC12549,88,0,0,0,0,88,11,0,0,0,0,11,6,0,0,0,0,6,111,0,0,0,0,111
SSC12550,54,10,1735,3,0,1806,4,0,172,3,0,177,0,0,20,0,0,25,61,9,1930,6,0,2011
SSC12551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12552,12,0,0,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,14
SSC12553,202,0,0,0,3,211,34,0,0,0,0,34,5,0,0,0,0,6,247,0,0,0,3,254
SSC12554,2671,31,3,9,4,2715,232,8,4,0,0,241,55,0,0,0,3,56,2959,34,13,9,8,3020
SSC12555,34,0,0,0,0,34,4,0,0,0,0,4,0,0,0,0,0,0,41,0,0,0,0,41
SSC12556,115,0,0,0,0,114,6,0,0,0,0,13,4,0,0,0,0,4,126,0,0,0,3,130
SSC12557,41,0,0,0,3,44,3,0,0,0,0,4,0,0,0,0,0,4,42,0,0,0,3,47
SSC12558,45,0,0,0,0,45,7,0,0,0,0,12,0,0,0,0,0,0,53,0,0,0,0,53
SSC12559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12560,27,0,0,0,0,31,7,0,0,0,0,7,0,0,0,0,0,0,42,0,0,0,0,42
SSC12561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12562,8,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,17
SSC12563,423,31,0,0,0,454,39,3,0,0,0,48,5,0,0,0,0,3,471,31,0,0,0,507
SSC12564,22,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,25
SSC12565,26,0,0,0,0,26,3,0,0,0,0,3,0,0,0,0,0,0,34,0,0,0,0,34
SSC12566,42,0,0,0,0,42,7,0,0,0,0,7,3,0,0,0,0,3,53,0,0,0,0,53
SSC12567,2307,712,27,0,0,3049,131,57,3,0,0,197,45,9,0,0,0,59,2482,780,31,0,0,3303
SSC12568,237,77,0,0,0,315,12,20,0,0,0,37,6,5,0,0,0,7,260,101,0,3,0,363
SSC12569,67,0,0,0,0,70,14,0,0,0,0,14,0,0,0,0,0,0,78,0,0,0,0,83
SSC12570,144,0,0,0,0,144,67,0,0,0,3,71,12,0,0,0,0,9,219,0,0,0,3,225
SSC12571,100,5,0,0,3,112,68,0,4,0,0,76,12,3,0,0,3,15,185,12,5,3,7,210
SSC12572,44,0,0,0,0,47,7,0,0,0,0,7,0,0,0,0,0,0,54,0,0,0,0,53
SSC12573,2354,669,629,3,12,3664,210,136,207,0,0,548,42,19,20,0,0,87,2603,821,863,3,13,4297
SSC12574,418,10,0,0,0,425,40,3,0,0,0,38,3,0,0,0,0,3,455,11,0,0,0,468
SSC12575,683,293,140,15,30,1163,98,121,66,5,0,300,20,17,6,8,0,53,804,436,216,28,28,1514
SSC12576,34,0,0,0,0,34,3,0,0,0,0,3,0,0,0,0,0,0,41,0,0,0,0,38
SSC12577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12578,5,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,9
SSC12579,139,0,0,0,0,140,20,0,0,0,0,20,4,0,0,0,0,4,157,0,0,0,0,157
SSC12580,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
SSC12581,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC12582,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SSC12583,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
SSC12584,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11
SSC12585,433,3,10,0,4,457,154,0,18,0,3,174,22,0,0,0,0,26,606,3,32,3,13,651
SSC12586,34,0,0,0,0,30,16,0,0,0,0,13,0,0,0,0,0,0,47,0,0,4,0,50
SSC12587,34,0,0,0,0,34,11,0,0,0,0,11,0,0,0,0,0,0,40,0,0,0,0,40
SSC12588,3805,1053,2219,55,28,7158,814,180,541,7,11,1545,175,51,110,4,9,341,4794,1283,2864,65,42,9052
SSC12589,803,358,448,3,4,1616,180,183,120,0,3,491,27,24,26,0,0,77,1015,569,597,3,9,2185
SSC12590,60,0,0,3,0,62,13,0,0,0,0,13,4,0,0,0,0,4,77,0,0,3,0,78
SSC12591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SSC12592,1215,166,26,0,0,1410,184,52,15,0,0,247,25,4,0,0,0,34,1428,222,45,0,0,1688
SSC12593,10,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,18,0,0,0,0,18
SSC12594,30,0,0,0,0,30,11,0,0,0,0,11,0,0,0,0,0,0,38,0,0,0,0,38
SSC12595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12596,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11
SSC12597,7,0,0,0,6,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,14
SSC12598,145,0,0,0,3,152,19,0,0,0,0,24,0,0,0,0,0,0,171,0,0,0,3,175
SSC12599,97,0,0,4,0,104,17,0,0,3,0,22,0,0,0,0,0,0,117,0,0,5,3,126
SSC12600,66,0,0,0,0,63,11,0,0,0,0,11,0,0,0,0,0,0,77,0,0,0,0,74
SSC12601,15,0,0,0,0,15,4,0,0,0,0,4,0,0,0,0,0,0,22,0,0,0,0,22
SSC12602,384,13,4,0,0,401,22,0,0,0,0,22,7,0,0,0,0,7,414,13,4,0,0,430
SSC12603,252,0,0,0,0,250,26,0,0,0,0,26,11,0,0,0,0,11,284,0,0,0,0,284
SSC12604,22,0,0,0,0,22,7,0,0,0,0,7,0,0,0,0,0,0,34,0,0,0,0,34
SSC12605,15,0,0,0,0,13,3,0,0,0,0,3,0,0,0,0,0,0,13,0,0,0,0,14
SSC12606,40,0,0,0,0,40,11,0,0,0,0,11,0,0,0,0,0,0,47,0,0,0,0,52
