SSC_CODE_2016,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SSC14290,44,27,6,0,300
SSC14291,0,0,0,0,0
SSC14292,48,34,13,3,161
SSC14293,335,176,64,19,4239
SSC14294,4,3,3,0,24
SSC14295,20,12,8,0,86
SSC14296,0,3,0,0,53
SSC14297,3,0,0,0,9
SSC14298,9,7,0,0,31
SSC14299,69,68,41,18,521
SSC14300,8,3,0,0,15
SSC14301,5,4,3,0,22
SSC14302,82,75,35,7,736
SSC14303,495,264,121,90,3584
SSC14304,190,85,31,10,965
SSC14305,19,19,5,3,119
SSC14306,6,6,0,0,47
SSC14307,87,47,18,9,368
SSC14308,0,0,0,0,0
SSC14309,0,0,0,0,0
SSC14310,57,47,10,3,273
SSC14311,169,108,25,3,1478
SSC14312,12,6,0,0,65
SSC14313,0,0,0,0,8
SSC14314,0,0,0,0,0
SSC14315,164,127,63,23,1033
SSC14316,209,199,141,33,1183
SSC14317,58,36,11,3,362
SSC14318,39,34,12,5,179
SSC14319,18,13,0,0,141
SSC14320,3,0,0,0,29
SSC14321,52,34,23,7,314
SSC14322,25,20,3,0,95
SSC14323,5,0,0,0,11
SSC14324,195,143,82,50,1306
SSC14325,121,96,56,27,876
SSC14326,128,58,20,3,582
SSC14327,0,0,0,0,0
SSC14328,5,3,0,0,16
SSC14329,9,0,0,0,8
SSC14330,48,50,17,6,285
SSC14331,29,15,4,3,160
SSC14332,452,312,182,68,2249
SSC14333,0,3,0,0,19
SSC14334,641,403,130,43,3180
SSC14335,782,713,353,137,5818
SSC14336,16,10,7,0,108
SSC14337,18,8,3,0,73
SSC14338,0,0,0,0,0
SSC14339,4,3,3,0,25
SSC14340,15,3,5,0,38
SSC14341,11,8,0,0,40
SSC14342,3,0,0,0,29
SSC14343,11,12,0,0,53
SSC14344,19,13,11,0,116
SSC14345,6,3,0,0,39
SSC14346,0,0,0,0,0
SSC14347,0,5,0,0,15
SSC14348,4,0,0,0,4
SSC14349,0,5,0,0,54
SSC14350,0,0,0,0,0
SSC14351,7,0,0,0,41
SSC14352,0,0,0,0,0
SSC14353,162,68,8,0,4439
SSC14354,5,8,3,0,40
SSC14355,29,40,9,0,123
SSC14356,7,3,3,0,52
SSC14357,293,177,71,24,1404
SSC14358,1285,1121,662,240,10952
SSC14359,662,536,250,75,6006
SSC14360,10,0,0,0,13
SSC14361,4,5,0,0,30
SSC14362,97,52,19,3,349
SSC14363,134,63,8,0,514
SSC14364,14,13,3,0,98
SSC14365,4,0,0,0,7
SSC14366,8,10,0,0,39
SSC14367,12,4,0,0,44
SSC14368,0,0,0,0,0
SSC14369,21,16,3,4,48
SSC14370,0,0,0,0,0
SSC14371,3,0,0,0,3
SSC14372,14,3,0,0,48
SSC14373,59,34,7,0,355
SSC14374,19,3,0,0,71
SSC14375,3,3,0,0,12
SSC14376,3,3,0,0,26
SSC14377,162,108,39,8,1012
SSC14378,221,127,41,14,1201
SSC14379,60,40,22,9,309
SSC14380,9,4,0,0,29
SSC14381,624,269,47,17,3373
SSC14382,36,30,14,3,164
SSC14383,263,128,49,16,1093
SSC14384,36,11,7,0,103
SSC14385,15,18,3,3,51
SSC14386,0,0,0,0,11
SSC14387,8,10,0,0,36
SSC14388,27,40,5,0,169
SSC14389,3,3,3,0,22
SSC14390,66,36,28,4,571
SSC14391,69,34,3,0,446
SSC14392,3,3,3,0,14
SSC14393,4,6,0,0,30
SSC14394,78,58,23,0,299
SSC14395,5,0,0,0,18
SSC14396,25,24,0,3,136
SSC14397,14,15,3,4,70
SSC14398,41,33,5,0,217
SSC14399,0,0,0,0,0
SSC14400,13,7,0,3,63
SSC14401,4,0,0,0,8
SSC14402,464,327,210,75,2364
SSC14403,53,50,14,0,190
SSC14404,659,632,338,170,4996
SSC14405,81,59,17,5,325
SSC14406,320,232,88,16,2852
SSC14407,0,0,0,0,4
SSC14408,21,16,6,0,122
SSC14409,7,3,0,0,22
SSC14410,363,210,107,41,2151
SSC14411,83,32,5,3,254
SSC14412,117,109,47,46,540
SSC14413,13,19,4,0,89
SSC14414,116,91,29,13,416
SSC14415,254,190,101,37,2180
SSC14416,1011,643,334,159,6150
SSC14417,20,26,8,3,114
SSC14418,16,10,5,3,72
SSC14419,0,0,0,0,0
SSC14420,226,141,45,9,1238
SSC14421,0,0,0,0,3
SSC14422,370,112,20,11,1478
SSC14423,270,237,97,13,2278
SSC14424,20,77,79,41,235
SSC14425,798,734,434,229,4863
SSC14426,56,37,11,3,244
SSC14427,4,3,7,0,10
SSC14428,17,17,4,0,67
SSC14429,0,0,0,0,10
SSC14430,35,12,5,0,731
SSC14431,59,21,13,8,272
SSC14432,4,0,0,0,20
SSC14433,3,3,0,0,14
SSC14434,18,26,3,0,90
SSC14435,4,0,0,0,15
SSC14436,4,7,0,0,48
SSC14437,0,0,0,0,0
SSC14438,171,139,74,39,998
SSC14439,96,82,13,8,500
SSC14440,4,0,0,0,4
SSC14441,12,3,0,0,23
SSC14442,7,9,0,0,22
SSC14443,64,31,13,0,204
SSC14444,9,3,0,0,24
SSC14445,718,607,387,353,4854
SSC14446,308,289,141,47,1909
SSC14447,51,34,9,0,239
SSC14448,142,84,33,20,875
SSC14449,31,37,9,0,229
SSC14450,0,0,0,0,4
SSC14451,0,0,0,0,3
SSC14452,0,0,0,0,0
SSC14453,834,462,256,146,6586
SSC14454,0,0,0,0,9
SSC14455,16,8,4,0,71
SSC14456,9,0,0,0,51
SSC14457,0,0,0,0,0
SSC14458,624,600,334,141,3038
SSC14459,0,0,0,0,0
SSC14460,56,24,16,10,292
SSC14461,43,27,8,0,290
SSC14462,5,0,0,0,19
SSC14463,0,0,0,0,0
SSC14464,3,0,0,0,17
SSC14465,0,0,0,0,14
SSC14466,4,4,0,0,14
SSC14467,0,0,0,0,5
SSC14468,15,15,0,0,96
SSC14469,3,0,0,0,19
SSC14470,8,13,6,0,38
SSC14471,0,3,0,0,8
SSC14472,0,8,0,0,12
SSC14473,15,5,0,0,42
SSC14474,30,16,6,0,97
SSC14475,45,9,8,3,187
SSC14476,0,0,0,0,4
SSC14477,63,40,11,0,420
SSC14478,26,8,0,0,72
SSC14479,0,0,0,0,3
SSC14480,4,0,0,0,3
SSC14481,4,0,0,0,33
SSC14482,0,0,0,0,0
SSC14483,103,70,19,3,477
SSC14484,3,3,8,0,40
SSC14485,316,143,48,0,1420
SSC14486,35,24,10,0,184
SSC14487,42,27,11,5,199
SSC14488,3,3,0,0,24
SSC14489,0,0,0,0,5
SSC14490,6,9,5,0,34
SSC14491,28,14,4,0,82
SSC14492,14,13,5,0,67
SSC14493,489,354,221,145,3097
SSC14494,41,17,10,0,208
SSC14495,6,10,0,0,65
SSC14496,57,31,11,3,282
SSC14497,26,25,6,3,103
SSC14498,3,0,3,0,19
SSC14499,10,11,0,0,54
SSC14500,0,0,0,0,4
SSC14501,12,3,0,0,29
SSC14502,113,53,9,0,517
SSC14503,16,8,0,0,108
SSC14504,108,61,19,12,615
SSC14505,0,0,0,0,0
SSC14506,61,39,30,54,531
SSC14507,26,20,6,7,146
SSC14508,26,10,3,0,139
SSC14509,0,0,0,0,4
SSC14510,86,51,27,0,508
SSC14511,3,3,0,0,16
SSC14512,19,12,7,3,61
SSC14513,21,14,5,0,115
SSC14514,13,13,6,0,79
SSC14515,24,20,4,0,92
SSC14516,90,31,33,62,538
SSC14517,41,21,6,3,172
SSC14518,654,602,264,95,4178
SSC14519,317,184,127,50,1638
SSC14520,22,13,3,0,67
SSC14521,0,4,0,0,8
SSC14522,0,0,0,0,0
SSC14523,9,5,3,0,40
SSC14524,273,133,28,0,6476
SSC19494,1142,722,150,41,7741
SSC19797,43,60,25,3,212
