SSC_CODE_2016,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
SSC12271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,5,0,0,0,0,3,3,0,0,3,0,3,0,0,6,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,3,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,7,0,4,0,3,10,15,0,0,31
SSC12272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5
SSC12273,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,4,0,0,0,4,5,4,0,0,20,0,3,7,15,12,3,0,0,38,5,15,19,17,22,12,6,0,88,3,0,3,5,4,0,0,0,14,0,0,0,0,0,3,0,0,6,4,19,25,16,27,14,6,0,109,0,0,0,0,0,0,0,0,0,9,0,5,6,8,12,5,0,47,19,25,36,48,51,37,16,0,221
SSC12274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12275,4,3,4,0,0,0,28,0,0,3,0,4,0,0,0,11,25,61,21,34,21,15,5,0,192,10,38,31,39,19,16,6,0,163,21,56,39,57,36,31,19,4,265,0,3,6,8,4,6,0,0,28,0,5,7,7,0,9,6,0,35,24,67,55,70,46,43,22,4,330,0,0,0,3,3,7,7,0,19,29,35,18,25,28,20,15,3,181,97,217,143,178,120,102,57,7,914
SSC12276,21,20,16,7,3,0,68,0,4,10,4,3,7,3,0,33,11,19,38,33,22,18,7,0,149,0,8,22,12,18,18,12,5,98,10,17,16,21,20,13,10,0,107,0,0,4,0,0,0,0,0,8,0,0,4,0,3,3,3,0,13,11,15,25,19,24,21,16,0,130,0,0,0,3,0,0,0,0,3,8,4,8,9,8,15,7,4,67,29,67,124,108,95,85,37,7,548
SSC12277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,11,0,3,3,3,6,4,6,0,25
SSC12278,5,6,8,4,0,0,29,0,4,6,3,4,3,0,0,18,5,52,54,31,17,12,7,3,170,13,18,41,32,14,12,3,3,126,28,93,77,74,61,22,4,3,375,5,3,9,5,3,0,0,0,26,0,0,3,3,6,7,0,3,28,34,97,92,86,77,33,4,5,422,0,3,0,0,0,5,0,0,17,10,10,16,17,3,23,8,37,128,56,190,214,171,127,77,31,45,916
SSC12279,9,3,4,0,0,0,16,0,0,4,0,0,3,0,0,9,0,4,13,5,15,6,0,0,39,0,0,0,6,7,3,0,0,23,7,5,14,10,9,5,0,0,57,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,12,7,11,19,10,15,7,3,0,73,0,0,0,0,3,0,0,0,3,9,3,10,11,8,6,4,0,45,19,21,53,34,52,21,10,0,209
SSC12280,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,3,0,3,0,0,0,5,0,0,3,0,0,0,0,0,4,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,15,3,9,0,0,0,30
SSC12281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,7,0,0,0,0,0,0,0,0,3,0,0,3,11,4,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,14,4,0,0,0,27,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,10,7,0,9,15,10,8,3,0,45
SSC12282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,9
SSC12283,0,0,7,0,0,0,20,0,0,0,0,5,6,0,4,21,0,13,15,8,27,25,13,5,106,0,6,9,13,33,34,23,0,116,5,25,25,60,65,67,43,24,306,3,0,5,5,0,6,0,3,29,0,3,3,3,10,6,16,0,49,13,30,28,71,81,77,56,24,380,0,0,0,0,0,0,3,5,17,6,10,12,17,28,56,80,55,262,22,57,65,111,186,207,179,98,920
SSC12284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,4,0,3,0,0,7
SSC12285,52,21,31,20,5,0,161,0,6,0,3,3,3,3,0,14,26,105,48,33,37,36,15,3,304,0,8,13,18,8,13,7,0,70,4,13,9,10,5,4,0,0,57,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,4,0,10,5,19,9,13,9,4,6,0,68,0,3,0,0,0,0,3,0,8,0,28,24,3,6,8,9,3,94,40,206,146,87,101,95,35,5,716
SSC12286,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,16
SSC12287,38,17,16,12,7,0,142,0,21,17,15,26,11,4,0,101,40,195,163,90,98,57,14,3,660,45,172,117,130,129,81,32,3,707,250,464,396,346,385,242,101,34,2213,34,49,29,32,22,8,0,0,166,26,29,34,43,50,33,13,4,231,306,537,457,424,456,278,115,42,2613,5,12,6,15,23,9,7,0,78,171,147,135,149,185,172,197,54,1200,565,1133,934,841,932,625,368,108,5510
SSC12288,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,3,0,13,16,12,19,11,7,0,72,3,0,7,11,20,15,4,0,54,13,36,20,47,36,41,11,3,209,3,0,0,0,3,3,0,0,11,0,0,3,4,8,5,3,0,26,14,34,27,50,49,51,11,4,241,0,0,0,0,3,0,0,0,11,18,5,3,9,33,29,28,4,129,37,58,48,90,124,103,58,6,515
SSC12289,21,31,38,21,3,0,138,0,3,7,18,21,12,0,0,68,16,41,73,70,86,36,16,0,335,11,26,37,53,64,25,9,0,220,40,79,68,100,70,39,16,11,407,10,0,10,0,3,3,0,0,21,0,0,4,9,12,6,3,3,40,43,81,76,106,86,48,21,11,477,0,0,4,4,5,6,4,0,23,24,7,16,18,37,33,14,9,166,100,181,238,306,336,171,63,22,1419
SSC12290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,11,0,0,0,4,3,0,0,0,6,0,0,4,0,4,0,7,0,18,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,0,6,0,4,0,24,0,0,0,0,0,0,0,0,0,5,0,6,8,8,8,3,0,41,4,7,13,16,24,7,13,0,82
SSC12291,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,0,0,12,0,0,0,0,3,0,0,0,10,6,10,7,8,6,0,3,0,37,0,0,0,0,0,0,0,0,4,0,0,3,3,0,0,0,0,4,7,6,6,8,6,4,3,0,40,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,10,14,13,20,16,4,5,0,75
SSC12292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12293,26,20,10,7,0,0,76,0,13,13,10,18,3,5,0,66,39,147,145,102,78,34,14,0,565,18,60,83,76,70,52,20,7,394,139,283,220,272,218,118,46,0,1286,26,15,12,17,10,10,0,0,95,7,13,16,38,36,24,9,0,149,168,314,250,324,268,145,57,0,1529,3,5,8,3,7,12,4,0,43,141,89,104,146,138,142,123,78,957,373,647,621,685,597,397,225,90,3631
SSC12294,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,17,0,3,10,4,6,7,3,0,36
SSC12295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,7,0,4,8,0,3,0,0,0,16,5,10,13,4,15,9,0,0,53,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,10,10,13,5,18,9,0,0,61,0,0,0,0,0,0,0,0,0,5,4,3,3,7,3,0,0,22,18,17,19,14,29,9,3,0,107
SSC12296,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,3,0,0,10,0,3,3,7,3,4,0,0,26,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,7,10,5,4,0,0,28,0,0,0,0,0,0,0,0,0,6,0,0,5,8,0,0,0,17,9,10,6,13,18,13,6,0,65
SSC12297,480,286,178,72,19,0,1371,9,82,127,86,72,24,0,0,408,242,972,1048,544,308,139,34,17,3304,57,251,320,270,154,83,27,14,1173,87,216,218,184,145,67,48,13,977,12,17,24,23,11,3,3,0,88,10,32,35,33,40,32,9,8,197,112,263,281,236,185,107,54,21,1263,6,12,32,17,21,11,7,3,108,101,252,245,159,92,102,70,29,1051,534,2161,2535,1603,1008,541,201,84,8671
SSC12298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,0,3,0,0,3,0,4
SSC12299,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,6,3,0,6,0,0,0,3,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,0,0,4,6,4,5,6,0,34
SSC12300,4,4,11,5,0,0,17,0,0,0,4,3,13,0,0,19,8,17,14,20,34,33,5,3,137,3,22,23,31,59,37,16,0,188,18,62,81,95,110,114,41,10,537,3,6,5,9,5,10,0,0,36,3,13,13,13,14,18,6,0,69,24,82,95,112,132,139,42,12,641,0,3,3,0,7,7,0,0,24,26,18,16,30,58,70,20,9,246,62,147,165,202,295,292,92,23,1281
SSC12301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,4,0,4,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,3,3,15,0,3,0,0,29
SSC12303,64,79,59,30,8,0,283,0,15,30,45,61,13,0,0,162,27,194,264,221,219,106,19,13,1059,10,54,99,140,127,79,25,3,546,58,131,183,189,192,80,38,7,878,4,0,7,13,8,7,4,0,50,6,12,20,29,20,27,7,4,134,69,145,212,223,225,113,47,17,1054,5,3,14,11,13,13,8,4,69,41,44,58,63,77,59,33,16,390,162,491,739,781,778,427,143,47,3566
SSC12304,14,19,12,20,0,0,94,0,11,3,7,12,10,0,0,45,19,48,79,47,44,27,3,4,266,11,33,64,50,36,40,11,3,245,35,52,79,83,52,58,20,4,386,4,0,3,3,6,4,0,0,19,0,3,6,16,14,26,3,0,60,39,51,89,100,71,83,24,4,469,0,0,3,3,7,6,0,0,21,23,13,23,28,19,20,15,0,142,88,177,278,251,199,212,56,14,1278
SSC12305,27,20,6,3,0,0,114,0,3,9,3,12,0,0,0,27,25,115,70,32,31,8,0,0,276,23,76,54,36,24,6,3,0,225,45,102,78,84,64,42,22,3,452,6,3,3,8,3,3,0,0,24,0,7,11,17,8,6,8,0,57,50,117,92,114,73,52,28,4,535,3,5,0,7,0,0,0,0,16,33,66,34,39,36,45,29,7,286,133,429,287,252,183,115,66,12,1469
SSC12306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,3,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,15
SSC12307,5,0,3,0,0,0,21,0,0,3,0,3,0,0,0,11,15,23,18,21,16,10,0,0,109,27,43,26,36,19,17,3,0,166,66,101,74,86,57,48,22,0,450,14,14,10,12,3,8,0,0,63,10,15,19,21,14,10,3,0,88,90,124,112,115,70,63,25,0,593,3,4,0,7,3,0,0,0,24,108,83,95,87,76,80,48,8,581,236,291,260,267,195,174,76,8,1500
SSC12308,81,49,31,16,11,0,277,0,13,18,10,17,8,0,0,72,72,248,188,105,68,56,12,3,748,54,159,149,113,89,60,12,5,644,164,353,261,238,254,154,61,14,1494,23,26,19,16,12,7,0,0,107,10,32,34,38,37,35,9,0,198,202,413,310,296,308,195,66,15,1797,3,13,17,9,15,15,0,0,71,97,111,104,88,85,89,54,14,652,432,1051,872,664,608,438,162,40,4272
SSC12309,35,66,84,76,31,3,333,0,3,21,25,40,28,4,0,126,15,73,121,126,176,146,49,14,724,47,32,49,84,106,114,44,16,490,46,61,72,80,90,73,42,14,480,8,6,4,3,6,14,3,0,37,10,3,7,10,17,31,8,9,94,61,70,85,97,114,115,51,22,618,8,3,13,3,10,12,8,0,65,58,29,52,51,111,124,92,51,556,193,241,372,458,634,606,284,115,2906
SSC12310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,3,3,3,5,3,3,3,0,25
SSC12311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,3,5,0,0,21
SSC12312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,3,0,0,14,0,0,3,3,0,4,0,0,16,4,8,11,9,7,0,0,0,33,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,3,11,9,3,0,0,0,37,0,0,0,0,0,0,0,0,0,5,0,3,9,0,0,3,0,23,7,7,16,25,15,12,3,0,80
SSC12313,92,55,52,15,6,0,313,5,19,30,34,24,6,0,0,120,71,261,173,89,82,24,11,3,720,16,73,53,49,32,21,0,10,251,27,55,50,34,33,11,12,3,223,4,4,0,4,0,3,3,3,23,3,7,13,9,11,5,4,0,46,33,69,61,51,43,19,17,3,292,0,3,4,3,7,7,0,3,19,30,65,37,38,32,25,21,9,265,160,575,443,320,278,121,58,27,1977
SSC12314,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,0,7,0,0,0,13,0,0,0,3,3,0,0,0,8,3,3,3,5,8,4,3,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,5,11,5,3,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,9,6,13,26,4,3,0,59
SSC12315,117,29,28,3,0,0,289,0,15,13,7,7,0,0,0,45,35,167,164,78,50,16,7,3,513,7,46,61,31,20,10,3,3,175,8,28,17,22,16,7,6,0,111,0,0,0,4,0,0,0,0,8,0,0,3,4,7,0,0,0,14,13,29,23,29,19,16,8,0,139,0,3,4,3,6,0,3,0,19,20,32,37,12,20,16,3,0,139,82,385,419,199,157,62,19,3,1323
SSC12316,266,160,118,24,8,3,1041,10,61,57,32,28,10,3,0,197,387,1376,681,435,303,123,38,4,3349,169,493,355,245,179,62,22,6,1528,118,274,239,204,193,88,48,18,1174,15,33,20,19,12,3,0,0,99,15,40,29,48,52,27,12,3,223,147,335,284,270,258,113,59,19,1497,21,60,45,35,24,14,6,4,211,211,341,194,172,179,114,68,63,1348,962,3116,1884,1353,1097,456,206,96,9170
SSC12317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,6,5,4,3,0,0,14,4,16,13,16,10,9,3,0,77,0,0,3,3,0,0,0,0,7,0,0,3,3,0,0,0,0,8,4,21,22,25,13,11,3,0,90,0,0,0,0,0,0,0,0,0,14,15,13,12,10,7,0,3,72,21,39,37,37,25,17,3,3,191
SSC12319,3,4,8,3,0,0,12,0,0,0,3,0,0,0,0,8,0,8,11,16,10,3,0,0,50,0,3,0,9,12,0,4,0,33,0,11,3,13,11,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,3,13,11,0,0,0,51,0,0,0,0,0,0,0,0,0,0,5,0,5,0,3,6,0,23,8,28,23,51,42,14,11,0,181
SSC12320,3,8,3,3,0,0,25,0,3,0,4,3,3,0,0,12,3,28,18,15,23,15,9,0,104,3,19,25,23,24,21,6,4,123,18,28,41,40,61,70,31,3,291,4,4,4,8,6,3,0,0,26,0,3,7,3,11,12,6,0,32,20,38,43,58,79,78,30,3,353,0,0,0,0,4,0,3,0,14,34,37,37,53,55,86,64,8,374,67,126,131,161,184,210,108,18,1002
SSC12321,4,0,4,4,3,0,16,0,0,3,0,3,3,0,0,13,0,6,16,9,14,21,3,0,74,0,4,4,5,18,24,10,4,66,3,10,13,25,17,26,9,3,109,3,3,0,3,0,0,0,0,12,3,3,0,3,3,8,0,0,29,9,16,17,33,22,31,12,3,144,0,0,0,0,0,0,0,0,4,5,0,13,6,9,14,6,3,53,16,36,52,52,76,101,32,12,372
SSC12322,26,23,21,12,0,0,97,0,3,3,4,14,0,0,0,24,22,33,47,48,51,20,14,4,232,10,10,23,35,34,19,4,4,145,11,19,19,41,34,23,9,3,157,0,0,4,3,3,3,4,0,12,3,0,4,3,12,4,4,0,33,14,16,22,49,45,31,22,3,203,0,0,0,0,4,6,5,0,12,7,3,3,10,11,3,11,0,42,50,79,132,172,171,88,51,9,755
SSC12323,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,5,0,3,5,7,9,5,0,0,27,0,0,3,3,13,4,0,0,27,6,4,3,12,5,5,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,12,5,7,0,0,33,0,0,0,0,0,0,0,0,3,0,3,6,6,7,5,0,0,26,6,9,16,32,41,26,0,4,123
SSC12324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,5,0,6,0,0,0,3,9,3,5,0,15
SSC12325,234,206,105,53,0,4,718,0,28,51,65,50,10,0,0,214,68,319,542,342,169,78,15,0,1533,20,77,127,159,75,40,3,3,498,35,75,110,130,88,45,21,7,510,5,4,8,3,4,3,0,0,31,7,9,15,33,17,10,0,0,99,49,89,132,165,110,68,23,8,638,3,7,11,11,12,5,3,0,57,44,90,108,89,66,39,26,14,483,185,712,1209,1033,593,297,79,31,4138
SSC12326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,7,0,0,0,0,3,0,0,0,4,3,0,3,3,3,3,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,3,3,3,7,3,0,29,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,4,0,12,3,0,3,12,16,13,7,0,57
SSC12328,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,3,3,0,3,0,0,13,0,6,3,4,4,3,0,0,27,4,18,4,15,12,3,0,0,56,0,0,0,3,0,0,0,0,3,0,3,0,3,4,3,0,0,14,4,15,8,19,13,4,0,0,65,0,0,0,0,0,0,0,0,4,7,6,7,4,3,6,0,0,38,7,37,18,35,26,19,4,0,147
SSC12329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10
SSC12330,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,3,0,0,4,0,0,0,12,0,0,0,0,0,3,0,0,8,0,6,4,5,0,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,6,7,3,3,0,0,23,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,4,15,12,6,12,6,0,0,58
SSC12331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,5,3,0,0,14
SSC12332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3
