SSC_CODE_2016,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
SSC12333,0,0,6,3,0,0,12,0,0,0,3,0,0,0,0,6,0,4,6,9,5,0,0,0,23,3,0,0,10,4,4,0,0,17,0,3,3,8,7,4,3,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,8,8,3,3,0,39,0,0,0,0,0,0,0,0,0,3,3,0,3,6,4,3,0,28,3,12,8,27,33,21,10,4,122
SSC12334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,3,3,7,3,3,4,3,22
SSC12335,4,5,5,8,0,0,25,0,0,0,4,6,4,0,0,12,3,21,18,19,19,7,3,0,95,3,7,7,20,12,9,3,0,58,12,15,9,9,15,7,4,0,74,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,3,12,18,11,9,14,10,4,0,86,0,0,0,0,0,0,0,0,0,4,4,3,8,7,4,0,0,26,21,50,49,64,66,38,7,0,303
SSC12336,5,3,0,0,0,0,8,0,0,3,0,3,3,0,0,8,6,6,5,7,3,8,3,0,35,0,0,0,8,9,0,3,0,24,0,7,5,9,5,9,4,0,39,6,0,0,0,0,0,0,0,4,0,0,3,0,4,3,0,0,11,5,5,4,9,7,10,3,0,59,0,0,0,0,0,0,0,0,0,0,3,3,3,3,7,3,0,15,12,18,28,24,30,35,12,3,150
SSC12337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10
SSC12338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9
SSC12339,301,297,208,113,39,8,1174,3,22,66,71,60,28,11,7,262,148,464,567,579,386,225,108,34,2516,30,78,95,166,133,97,68,23,681,27,57,71,68,52,34,26,10,340,3,0,4,13,4,9,3,0,36,7,7,11,24,20,26,20,12,127,36,65,86,111,75,71,47,20,498,5,3,13,18,26,26,9,11,112,47,36,51,71,64,55,45,32,404,281,861,1178,1316,947,610,325,137,5659
SSC12340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,11,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,3,5,3,0,0,18
SSC12341,12,9,4,3,0,3,37,0,0,0,3,0,0,0,0,4,4,3,17,24,12,6,3,0,78,0,0,6,4,9,5,3,0,26,0,0,0,3,3,0,3,0,9,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,0,4,3,0,3,0,16,0,0,0,0,0,3,0,0,5,0,0,0,0,3,3,3,0,10,10,13,39,46,39,23,10,5,185
SSC12342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SSC12343,27,31,32,13,0,0,131,0,3,20,14,14,11,3,0,72,35,101,142,108,98,32,15,4,536,20,49,102,126,85,35,18,5,437,79,145,167,205,140,82,32,12,862,8,9,6,10,11,3,5,3,47,7,9,19,21,16,20,13,8,112,92,158,184,231,175,103,48,23,1014,0,7,5,11,7,6,5,3,45,25,24,31,38,31,36,20,29,237,185,359,516,556,447,232,112,65,2476
SSC12344,20,10,17,12,0,0,74,0,7,10,11,12,7,0,3,56,24,76,103,66,58,26,9,4,357,16,31,44,36,44,19,7,3,204,71,120,89,110,89,32,10,7,537,23,21,3,11,9,0,0,0,66,8,11,6,20,14,15,3,3,75,99,148,106,142,114,46,17,11,681,0,3,3,3,7,4,0,4,22,62,36,50,61,65,59,23,31,383,196,322,331,334,316,174,59,50,1775
SSC12345,16,13,24,10,3,0,67,0,6,10,11,17,13,0,0,56,12,60,70,32,48,24,11,4,260,14,22,28,47,26,26,4,3,166,30,62,67,47,60,31,12,15,326,7,6,3,0,3,4,0,0,27,7,7,4,7,5,4,3,0,38,41,75,72,54,67,39,22,12,389,0,0,0,0,4,3,3,0,15,17,32,20,18,22,19,19,9,162,79,208,226,183,209,130,63,32,1114
SSC12346,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,0,6,0,0,0,0,4,0,0,0,9,0,0,3,3,8,0,0,0,19,0,0,3,0,0,0,0,0,3,0,0,0,0,0,4,0,0,4,0,0,8,3,8,3,0,0,27,0,0,0,0,0,0,0,0,3,3,0,3,0,0,5,0,0,15,6,3,13,4,18,15,3,0,58
SSC12347,15,12,13,4,3,0,58,0,0,6,12,16,12,4,0,47,11,62,53,56,58,51,14,9,309,20,44,45,49,53,48,19,4,277,104,158,139,167,126,100,55,20,865,18,13,14,10,13,7,0,0,79,9,16,9,16,20,25,8,4,112,135,188,170,190,162,124,68,23,1058,3,3,3,3,5,4,10,0,27,49,40,50,66,69,108,95,44,529,211,355,331,378,374,353,215,85,2311
SSC12348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,3,0,0,4,3,0,0,0,15
SSC12349,110,61,44,36,9,0,345,0,11,31,18,17,7,4,0,84,38,209,210,105,75,40,19,3,700,15,56,79,78,60,38,9,5,346,19,76,83,66,67,49,19,13,390,0,3,4,4,3,9,0,0,23,4,6,13,16,23,14,9,0,76,26,83,96,83,92,69,28,11,496,0,10,4,3,10,3,4,4,39,37,74,81,59,45,79,93,103,574,124,516,609,408,351,281,172,127,2585
SSC12350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,3,0,0,0,13,0,0,3,5,0,4,0,0,14,3,3,5,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,8,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,3,5,17,9,12,6,0,0,56
SSC12351,0,5,7,0,0,0,13,0,0,0,3,0,0,0,0,6,0,0,5,3,7,3,0,0,24,0,3,5,4,5,3,4,0,18,3,3,0,8,10,3,3,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,5,9,8,3,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,4,5,14,22,40,16,7,3,104
SSC12352,4,5,6,3,3,0,18,0,0,3,0,0,0,0,0,5,0,7,15,18,6,9,0,0,52,0,5,11,14,18,10,0,0,51,12,12,11,22,22,12,6,0,103,0,0,0,3,6,0,0,0,11,0,0,4,3,0,6,0,0,11,10,13,11,28,27,14,3,0,123,0,0,0,0,0,0,0,0,3,9,3,5,9,6,9,6,0,45,23,31,51,74,67,47,18,3,307
SSC12353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4
SSC12354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,8,0,0,5,0,3,0,0,0,8,0,0,0,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,5,0,0,12,0,0,0,0,0,3,0,0,3,6,9,6,6,0,3,0,0,32,3,12,12,15,5,8,0,0,67
SSC12355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,11,0,0,3,3,3,0,0,0,11,0,8,7,8,8,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,8,7,7,8,4,3,0,34,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,7,5,10,10,11,8,4,3,0,57
SSC12357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,7,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,3,7,4,9,4,0,0,20
SSC12358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,6,3,0,0,0,12
SSC12359,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,5,0,0,3,0,0,4,0,0,9,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,12,0,0,6,4,9,15,3,0,44
SSC12360,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,11,7,9,3,3,6,0,0,0,29,0,13,4,13,8,3,0,0,41,14,33,24,41,28,26,14,4,180,0,3,3,4,0,0,0,0,8,0,0,4,0,0,0,3,0,12,14,39,27,44,32,24,13,4,202,0,0,0,0,3,3,0,0,9,11,11,3,8,7,6,5,4,61,31,77,41,62,57,40,29,14,353
SSC12361,245,88,62,21,0,0,773,12,36,51,22,13,6,0,0,141,199,914,623,283,194,99,26,3,2346,207,573,472,315,179,87,25,12,1867,249,535,484,433,291,188,98,29,2316,29,61,55,41,25,7,3,0,231,36,73,83,63,61,24,11,7,355,310,672,624,541,374,217,114,35,2902,16,73,56,43,38,19,4,3,249,480,697,614,499,453,310,194,66,3312,1243,3290,2697,1786,1317,761,363,118,11578
SSC12362,31,26,17,3,3,0,88,0,3,15,14,11,4,0,0,43,14,51,74,67,45,27,4,0,287,8,17,52,45,52,20,5,6,207,33,62,77,68,48,17,5,3,313,3,10,0,10,3,0,4,0,31,4,4,11,10,6,9,3,0,39,36,70,91,86,58,24,15,3,381,3,0,4,3,0,0,0,0,14,13,7,7,4,17,12,20,0,80,75,155,271,257,199,91,44,10,1107
SSC12363,8,0,0,3,0,0,16,0,0,3,0,3,0,0,0,8,11,18,19,8,6,3,0,0,64,8,9,22,15,5,6,0,0,59,40,57,72,47,35,23,7,0,282,0,0,4,7,3,0,0,0,15,0,0,3,9,0,3,0,0,24,38,59,82,62,40,25,6,0,313,0,0,0,3,0,0,0,0,0,18,27,33,15,25,20,18,0,158,80,111,160,103,85,59,28,0,625
SSC12364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,9,0,0,3,0,0,3,0,0,12,3,4,0,5,0,3,0,0,17,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,4,4,4,4,5,0,3,0,0,23,0,0,0,0,0,0,0,0,0,3,0,0,5,3,3,0,0,12,4,9,10,14,6,8,0,0,56
SSC12365,6,3,5,0,0,0,12,0,3,4,0,0,0,0,0,16,4,32,34,6,10,3,0,0,88,4,11,15,14,9,10,3,0,59,25,38,27,31,24,8,0,0,156,0,0,0,0,0,0,0,0,4,0,3,3,3,5,4,0,0,22,29,40,34,36,27,11,0,0,184,0,0,4,0,3,0,0,0,5,5,6,3,10,5,6,8,0,45,49,91,108,74,57,29,5,0,413
SSC12366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,10
SSC12367,0,0,0,3,0,0,3,0,0,0,0,3,3,0,0,4,0,6,12,12,10,13,0,0,50,0,3,0,10,4,9,0,0,29,0,20,11,22,23,3,0,0,79,0,0,0,3,0,0,0,0,8,0,0,0,0,4,0,0,0,4,3,23,10,24,24,5,0,0,89,0,0,0,0,0,0,0,0,3,7,0,4,0,3,4,0,0,20,6,30,25,56,48,30,6,3,207
SSC12368,0,0,3,4,3,0,10,0,0,0,0,7,0,0,0,8,3,13,10,6,7,3,3,0,48,0,7,10,12,6,8,3,3,50,11,26,27,42,36,14,5,0,164,4,3,3,3,0,3,0,0,13,3,0,4,3,5,0,0,0,20,17,30,29,50,43,17,6,0,192,0,0,0,0,0,0,0,0,3,6,9,6,13,8,8,3,0,57,27,58,60,86,73,47,26,3,370
SSC12369,3,0,3,0,0,0,5,0,0,0,4,3,0,0,0,12,5,14,17,10,4,11,3,3,57,3,9,11,10,16,5,5,0,46,17,24,29,38,46,25,12,3,187,3,0,3,3,0,0,0,0,11,0,0,4,3,13,4,0,0,19,15,30,35,45,57,26,16,3,222,0,0,0,0,0,3,3,0,4,14,7,8,10,15,16,20,14,98,39,55,65,77,96,58,45,14,455
SSC12370,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,11,10,0,0,12,7,4,0,0,34
SSC12371,53,37,21,14,3,0,155,4,8,21,20,20,8,0,0,73,39,113,149,127,45,31,13,3,522,19,66,94,87,49,39,16,7,375,49,92,134,127,92,76,46,11,633,3,5,4,7,7,4,4,0,37,3,5,16,17,13,24,14,4,100,62,99,157,153,114,108,63,19,768,0,0,7,10,9,14,0,0,32,15,13,28,19,15,28,21,4,141,141,328,495,445,275,235,115,33,2069
SSC12372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,4,0,0,0,0,5,0,0,0,8,0,3,8,15,10,5,3,0,38,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,4,0,10,18,7,9,3,0,47,0,0,0,0,0,0,0,0,0,0,6,0,14,13,11,3,4,45,3,11,11,31,26,20,7,4,105
SSC12373,0,3,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,13,0,0,4,0,0,0,4,0,14,0,3,3,5,3,4,3,0,28,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,3,10,8,3,0,32,0,0,0,0,4,0,0,0,7,0,0,0,0,0,3,0,0,4,5,10,12,13,15,17,4,0,74
SSC12374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,3,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,0,0,11,3,3,3,8,9,4,4,0,35
SSC12375,10,5,8,4,0,0,42,3,0,5,9,4,0,0,0,18,14,31,38,29,23,8,4,3,148,25,28,55,41,28,16,0,0,192,115,168,135,167,105,57,14,3,771,10,6,6,9,3,0,0,0,38,4,11,6,12,14,15,4,0,64,130,189,147,192,121,71,16,6,872,6,3,3,5,9,3,0,0,25,64,50,45,57,52,44,26,3,341,238,304,303,341,246,142,49,9,1636
SSC12376,0,4,10,13,0,0,36,0,0,0,10,22,3,0,0,38,0,15,19,9,38,31,11,0,132,0,17,18,14,31,29,10,0,117,9,52,42,53,65,45,13,0,278,0,3,6,3,3,3,0,0,14,0,0,11,6,12,15,3,0,42,12,53,50,59,75,61,15,0,336,0,0,0,0,6,0,0,0,7,12,10,12,6,18,19,15,3,98,23,98,107,112,195,159,58,3,760
SSC12377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,8,3,0,0,0,16,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,9,8,3,0,0,0,24,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,7,0,18,6,7,9,15,9,9,5,0,47
SSC12378,21,18,16,9,0,0,77,0,14,10,15,10,5,3,0,59,17,114,104,64,51,49,12,5,410,10,70,97,76,64,55,20,11,401,76,242,202,184,146,123,61,22,1067,13,14,13,9,7,8,0,0,71,10,15,17,18,31,26,9,0,125,101,273,231,214,185,164,77,27,1267,3,5,3,5,9,8,4,6,48,81,52,63,79,76,103,100,63,625,212,544,528,467,413,391,219,107,2886
SSC12379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,9
SSC12380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12381,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,6,5,3,0,0,26,0,3,0,3,3,4,0,0,14,7,3,11,3,6,5,0,0,39,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,6,8,4,11,3,6,12,0,0,46,0,0,0,0,0,0,0,0,4,3,0,4,0,3,0,3,0,14,17,17,14,19,18,25,9,0,114
SSC12382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,0,3,0,0,17
SSC12383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,0,4,0,8
SSC12384,0,0,3,0,0,0,4,0,0,0,0,3,3,0,0,4,0,0,0,0,3,4,0,0,8,0,0,0,0,5,3,0,0,6,4,0,0,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,6,0,0,3,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,4,0,5,8,10,16,0,0,48
SSC12385,47,82,67,37,18,0,260,0,0,6,15,16,6,3,0,49,34,61,100,161,111,75,30,14,588,3,7,12,37,31,22,16,5,130,3,3,6,13,11,17,4,7,61,0,0,0,0,4,3,0,0,17,3,0,3,7,7,5,7,3,36,7,8,15,21,22,27,8,10,113,0,0,0,3,6,4,3,0,17,10,10,8,12,16,11,6,6,76,53,95,186,333,273,174,80,32,1229
SSC12386,0,4,0,0,0,0,8,0,0,3,4,4,0,0,0,13,0,7,16,11,14,9,0,0,49,3,3,4,11,16,9,0,0,44,5,15,24,20,23,8,0,0,92,0,0,3,3,0,0,0,0,5,0,0,0,0,7,3,0,0,18,7,15,25,22,30,8,0,0,118,0,0,0,0,0,0,0,0,4,8,0,8,3,13,7,0,5,39,22,25,55,52,69,30,3,5,261
SSC12387,3,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,11,12,5,15,3,3,0,41,0,3,10,3,3,4,3,0,29,7,17,19,16,12,4,7,0,77,0,0,3,0,0,0,0,0,4,0,0,0,6,3,0,0,0,16,7,23,26,20,10,10,3,0,101,0,0,0,0,0,0,0,0,4,3,4,6,3,7,7,3,3,37,11,42,54,36,44,19,12,4,223
SSC12388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7
SSC12389,15,14,17,6,0,0,63,0,4,9,6,5,4,3,0,29,6,39,42,53,35,16,8,0,193,5,17,24,38,27,11,4,4,121,10,34,44,52,34,11,11,8,199,0,0,0,3,0,0,0,0,6,0,0,0,3,6,5,3,0,20,14,35,44,56,41,22,15,8,223,0,0,0,3,3,3,0,0,13,3,3,13,5,13,14,14,4,72,30,98,142,172,131,71,44,19,713
SSC12390,0,3,0,0,3,0,5,0,0,0,3,0,0,0,0,6,0,0,3,6,8,8,0,0,33,0,0,4,5,7,3,0,0,22,0,7,6,14,12,4,0,0,42,0,0,0,0,0,0,0,0,3,0,0,0,3,5,0,3,0,10,3,6,6,16,14,10,4,0,55,0,0,0,0,3,0,0,0,3,0,0,5,9,9,0,6,0,28,3,8,20,37,49,25,9,3,147
SSC12391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,7,0,0,0,3,4,0,0,0,9,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,10,3,0,3,10,9,3,0,0,31
SSC12392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,9,3,3,4,3,4,3,4,0,21
SSC12393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,7,0,0,0,10
SSC12394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,4,4,3,0,4,0,4,0,17
