SA2_MAINCODE_2016,C11_F_u_a_a_h_FH_One_PFam,C11_F_u_a_a_h_FH_oth_fa,C11_F_u_a_a_h_FH_Tot,C11_F_u_a_a_h_LP_H,C11_F_u_a_a_h_GH,C11_F_u_a_a_h_OH,C11_F_u_a_a_h_Tot,C11_F_u_a_T_FH_CF_no_ch,C11_F_u_a_T_FH_CF_w_ch,C11_F_u_a_T_FH_One_PFam,C11_F_u_a_T_FH_oth_fa,C11_F_u_a_T_FH_Tot,C11_F_u_a_T_LP_H,C11_F_u_a_T_GH,C11_F_u_a_T_OH,C11_F_u_a_T_Tot,C11_OD_C_c_hb_FH_CF_no_ch,C11_OD_C_c_hb_FH_CF_w_ch,C11_OD_C_c_hb_FH_One_PFam,C11_OD_C_c_hb_FH_oth_fa,C11_OD_C_c_hb_FH_Tot,C11_OD_C_c_hb_LP_H,C11_OD_C_c_hb_GH,C11_OD_C_c_hb_OH,C11_OD_C_c_hb_Tot,C11_OD_Ih_t_s_FH_CF_no_ch,C11_OD_Ih_t_s_FH_CF_w_ch,C11_OD_Ih_t_s_FH_One_PFam,C11_OD_Ih_t_s_FH_oth_fa,C11_OD_Ih_t_s_FH_Tot,C11_OD_Ih_t_s_LP_H,C11_OD_Ih_t_s_GH,C11_OD_Ih_t_s_OH,C11_OD_Ih_t_s_Tot,C11_OD_H_f_so_FH_CF_no_ch,C11_OD_H_f_so_FH_CF_w_ch,C11_OD_H_f_so_FH_One_PFam,C11_OD_H_f_so_FH_oth_fa,C11_OD_H_f_so_FH_Tot,C11_OD_H_f_so_LP_H,C11_OD_H_f_so_GH,C11_OD_H_f_so_OH,C11_OD_H_f_so_Tot,C11_OD_T_FH_CF_no_ch,C11_OD_T_FH_CF_w_ch,C11_OD_T_FH_One_PFam,C11_OD_T_FH_oth_fa,C11_OD_T_FH_Tot,C11_OD_Tot_LP_H,C11_OD_Tot_GH,C11_OD_Tot_OH,C11_OD_T_T,C11_DS_ns_FH_CF_no_ch,C11_DS_ns_FH_CF_w_ch,C11_DS_ns_FH_One_PFam,C11_DS_ns_FH_oth_fa,C11_DS_ns_FH_Tot,C11_DS_ns_LP_H,C11_DS_ns_GH,C11_DS_ns_OH,C11_DS_NS_T,C11_T_FH_CF_no_ch,C11_T_FH_CF_w_ch,C11_T_FH_One_PFam,C11_T_FH_oth_fa,C11_T_FH_Tot,C11_Tot_LP_H,C11_Tot_GH,C11_Tot_OH,C11_T_T,C16_S_h_FH_CF_no_ch,C16_S_h_FH_CF_w_ch,C16_S_h_FH_One_PFam,C16_S_h_FH_oth_fa,C16_S_h_FH_Tot,C16_S_h_LP_H,C16_S_h_GH,C16_S_h_OH,C16_S_h_Tot,C16_Sd_r_t_1_FH_CF_no_ch,C16_Sd_r_t_1_FH_CF_w_ch,C16_Sd_r_t_1_FH_One_PFam,C16_Sd_r_t_1_FH_oth_fa,C16_Sd_r_t_1_FH_Tot,C16_Sd_r_t_1_LP_H,C16_Sd_r_t_1_GH,C16_Sd_r_t_1_OH,C16_Sd_r_t_1_Tot,C16_Sd_r_t_2m_FH_CF_no_ch,C16_Sd_r_t_2m_FH_CF_w_ch,C16_Sd_r_t_2m_FH_One_PFam,C16_Sd_r_t_2m_FH_oth_fa,C16_Sd_r_t_2m_FH_Tot,C16_Sd_r_t_2m_LP_H,C16_Sd_r_t_2m_GH,C16_Sd_r_t_2m_OH,C16_Sd_r_t_2m_Tot,C16_Sd_r_t_T_FH_CF_no_ch,C16_Sd_r_t_T_FH_CF_w_ch,C16_Sd_r_t_T_FH_One_PFam,C16_Sd_r_t_T_FH_oth_fa,C16_Sd_r_t_T_FH_Tot,C16_Sd_r_t_T_LP_H,C16_Sd_r_t_T_GH,C16_Sd_r_t_T_OH,C16_Sd_r_t_T_Tot,C16_F_u_a_1_2_FH_CF_no_ch,C16_F_u_a_1_2_FH_CF_w_ch,C16_F_u_a_1_2_FH_One_PFam,C16_F_u_a_1_2_FH_oth_fa,C16_F_u_a_1_2_FH_Tot,C16_F_u_a_1_2_LP_H,C16_F_u_a_1_2_GH,C16_F_u_a_1_2_OH,C16_F_u_a_1_2_Tot,C16_F_u_a_3_FH_CF_no_ch,C16_F_u_a_3_FH_CF_w_ch,C16_F_u_a_3_FH_One_PFam,C16_F_u_a_3_FH_oth_fa,C16_F_u_a_3_FH_Tot,C16_F_u_a_3_LP_H,C16_F_u_a_3_GH,C16_F_u_a_3_OH,C16_F_u_a_3_Tot,C16_F_u_a_4m_FH_CF_no_ch,C16_F_u_a_4m_FH_CF_w_ch,C16_F_u_a_4m_FH_One_PFam,C16_F_u_a_4m_FH_oth_fa,C16_F_u_a_4m_FH_Tot,C16_F_u_a_4m_LP_H,C16_F_u_a_4m_GH,C16_F_u_a_4m_OH,C16_F_u_a_4m_Tot,C16_F_u_a_a_h_FH_CF_no_ch,C16_F_u_a_a_h_FH_CF_w_ch,C16_F_u_a_a_h_FH_One_PFam,C16_F_u_a_a_h_FH_oth_fa,C16_F_u_a_a_h_FH_Tot,C16_F_u_a_a_h_LP_H,C16_F_u_a_a_h_GH,C16_F_u_a_a_h_OH,C16_F_u_a_a_h_Tot,C16_F_u_a_T_FH_CF_no_ch,C16_F_u_a_T_FH_CF_w_ch,C16_F_u_a_T_FH_One_PFam,C16_F_u_a_T_FH_oth_fa,C16_F_u_a_T_FH_Tot,C16_F_u_a_T_LP_H,C16_F_u_a_T_GH,C16_F_u_a_T_OH,C16_F_u_a_T_Tot,C16_OD_C_c_hb_FH_CF_no_ch,C16_OD_C_c_hb_FH_CF_w_ch,C16_OD_C_c_hb_FH_One_PFam,C16_OD_C_c_hb_FH_oth_fa,C16_OD_C_c_hb_FH_Tot,C16_OD_C_c_hb_LP_H,C16_OD_C_c_hb_GH,C16_OD_C_c_hb_OH,C16_OD_C_c_hb_Tot,C16_OD_Ih_t_s_FH_CF_no_ch,C16_OD_Ih_t_s_FH_CF_w_ch,C16_OD_Ih_t_s_FH_One_PFam,C16_OD_Ih_t_s_FH_oth_fa,C16_OD_Ih_t_s_FH_Tot,C16_OD_Ih_t_s_LP_H,C16_OD_Ih_t_s_GH,C16_OD_Ih_t_s_OH,C16_OD_Ih_t_s_Tot,C16_OD_H_f_so_FH_CF_no_ch,C16_OD_H_f_so_FH_CF_w_ch,C16_OD_H_f_so_FH_One_PFam,C16_OD_H_f_so_FH_oth_fa,C16_OD_H_f_so_FH_Tot,C16_OD_H_f_so_LP_H,C16_OD_H_f_so_GH,C16_OD_H_f_so_OH,C16_OD_H_f_so_Tot,C16_OD_T_FH_CF_no_ch,C16_OD_T_FH_CF_w_ch,C16_OD_T_FH_One_PFam,C16_OD_T_FH_oth_fa,C16_OD_T_FH_Tot,C16_OD_Tot_LP_H,C16_OD_Tot_GH,C16_OD_Tot_OH,C16_OD_T_T,C16_DS_ns_FH_CF_no_ch,C16_DS_ns_FH_CF_w_ch,C16_DS_ns_FH_One_PFam,C16_DS_ns_FH_oth_fa,C16_DS_ns_FH_Tot,C16_DS_ns_LP_H,C16_DS_ns_GH,C16_DS_ns_OH,C16_DS_NS_T,C16_T_FH_CF_no_ch,C16_T_FH_CF_w_ch,C16_T_FH_One_PFam,C16_T_FH_oth_fa
108021157,0,0,0,0,0,0,0,13,0,0,0,15,76,7,7,107,3,0,0,0,5,3,0,16,22,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,8,3,0,0,0,5,6,0,16,34,0,0,0,0,0,0,0,0,0,565,371,248,20,1209,546,54,76,1890,532,385,226,24,1161,428,48,100,1731,5,8,4,0,18,19,0,0,42,0,0,0,0,3,3,0,3,11,9,8,7,0,27,29,3,3,52,15,3,3,0,23,55,0,8,86,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,3,0,23,59,0,8,91,18,0,3,3,23,26,4,27,78,0,3,0,0,3,0,0,0,6,7,0,4,0,11,13,0,3,23,22,3,9,3,36,37,3,29,109,3,0,3,0,9,3,0,4,13,579,399,241,24
108021158,0,0,0,3,0,0,3,74,15,44,8,140,256,25,27,444,19,0,0,0,27,74,4,90,187,0,0,0,0,0,0,0,0,0,8,9,5,0,22,18,0,0,42,30,10,3,0,42,88,4,96,228,0,0,0,0,0,0,0,0,0,887,435,373,32,1727,1154,94,194,3175,687,364,308,29,1396,654,72,137,2261,23,7,18,0,46,112,5,12,173,12,6,7,0,20,3,3,0,32,33,7,22,0,67,116,6,13,206,47,15,42,4,116,193,7,33,353,9,6,9,0,25,24,3,8,53,11,0,0,0,11,14,0,0,24,0,0,0,0,0,0,0,0,0,68,17,55,4,142,231,11,39,425,70,8,0,4,85,150,6,155,393,0,0,0,0,0,0,0,0,0,6,0,3,0,10,5,0,0,14,78,5,6,6,95,152,8,159,409,0,0,3,0,3,7,0,3,18,872,402,394,42
108021159,0,0,3,0,0,0,3,0,0,0,0,8,6,0,0,14,0,0,0,0,0,12,0,13,25,3,0,0,0,3,4,0,0,5,0,0,3,0,3,6,0,0,9,4,0,3,0,9,21,0,9,43,0,0,0,0,0,0,0,0,0,984,712,339,29,2057,688,81,107,2930,950,694,305,24,1971,691,95,191,2955,5,8,0,0,16,17,4,3,41,0,0,6,0,3,4,0,4,14,9,8,3,0,15,20,4,12,50,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,8,0,0,0,14,12,0,22,50,3,0,0,0,3,3,3,0,8,3,3,0,0,4,0,0,0,7,11,5,0,0,16,15,3,25,61,0,5,3,0,10,7,0,0,17,971,710,316,24
108021160,0,0,0,0,0,0,0,30,8,17,0,60,94,0,74,231,3,0,0,0,3,11,0,114,127,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,10,0,121,133,0,0,0,0,0,0,0,3,5,771,400,211,14,1398,639,48,319,2401,729,351,181,9,1266,481,40,103,1895,33,6,13,0,56,104,3,16,177,0,0,0,0,7,14,0,0,20,37,9,15,0,55,118,3,23,201,34,10,19,0,72,78,13,24,182,10,0,0,0,10,14,0,26,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,19,26,0,84,89,13,47,234,7,0,0,0,9,13,0,107,132,0,0,0,0,0,0,0,6,7,0,0,0,0,3,0,0,0,3,13,0,0,0,16,13,0,116,142,4,0,0,0,6,3,3,4,14,828,373,218,14
108031161,0,0,4,5,0,0,17,3,4,0,0,7,12,0,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,45,34,6,0,87,41,7,11,146,44,31,4,0,90,43,7,21,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,44,31,4,0
108041162,0,0,9,3,0,0,10,70,15,35,5,118,163,12,50,338,79,3,8,0,98,139,10,96,340,0,0,0,0,0,0,0,0,3,6,3,4,0,14,5,0,0,17,90,4,14,3,109,141,10,99,358,0,0,0,0,0,3,0,0,3,2414,1445,621,38,4521,1728,153,297,6700,2274,1341,543,34,4183,1139,130,252,5707,174,13,34,0,222,324,14,19,576,15,8,18,0,45,47,0,11,104,189,21,52,0,267,368,14,29,678,40,16,43,0,99,160,4,24,281,3,0,0,0,3,10,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,16,45,0,100,163,4,23,296,106,8,7,10,130,238,6,146,522,0,0,0,0,3,0,0,10,11,3,3,3,0,12,7,0,3,21,109,10,14,10,138,249,12,155,553,12,3,8,0,22,20,3,3,43,2620,1394,652,40
108041163,0,0,0,12,0,0,12,310,89,170,16,593,794,79,250,1709,43,5,3,0,46,43,3,97,192,0,0,0,0,0,0,0,12,12,37,4,5,0,47,75,3,0,119,76,8,9,0,92,121,7,109,323,4,0,0,0,6,3,0,3,9,3553,2687,1203,76,7516,2913,289,525,11238,2706,2498,810,42,6060,1477,212,264,8016,287,80,130,12,510,530,44,76,1156,161,66,95,5,335,185,21,35,581,448,144,232,14,841,722,65,116,1735,102,31,70,6,205,331,28,54,619,60,19,47,4,128,198,24,70,420,216,36,51,4,310,336,54,83,782,0,0,0,0,0,0,0,0,0,374,82,168,13,646,867,111,205,1829,11,0,3,0,8,18,0,102,131,4,0,0,0,4,3,0,20,29,4,3,0,0,3,3,0,3,15,17,3,3,0,20,22,0,126,169,15,11,0,0,24,13,0,8,47,3559,2733,1217,75
108041164,0,0,4,3,0,0,8,238,57,112,4,410,574,45,86,1117,51,10,18,0,75,133,9,93,305,0,0,0,0,0,0,0,0,0,5,0,10,0,15,12,0,3,32,56,8,26,3,87,144,13,93,343,0,0,0,0,3,0,0,0,5,2050,1182,758,58,4046,2118,179,379,6725,1450,1175,524,35,3192,849,117,188,4340,332,73,134,12,545,570,51,74,1241,105,34,46,3,191,137,14,21,355,430,108,186,13,734,704,63,95,1599,159,24,65,5,249,528,39,65,885,41,5,18,3,70,95,7,42,212,89,13,24,0,126,130,15,61,325,0,0,0,0,0,0,0,0,0,290,47,106,3,445,753,62,160,1422,50,3,12,0,66,136,5,118,328,0,0,0,0,0,0,0,0,0,0,3,0,0,10,3,0,0,13,55,4,14,0,74,139,10,119,344,6,5,5,0,23,19,3,5,46,2236,1341,831,60
108041165,0,0,0,0,0,0,0,7,0,0,0,8,9,0,6,22,15,0,3,0,17,22,3,13,49,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,3,15,0,3,0,17,26,3,13,57,0,0,0,0,0,0,0,0,0,653,564,164,9,1387,422,62,98,1972,623,537,170,23,1350,356,44,184,1938,0,0,0,0,3,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,3,0,0,0,3,0,0,4,12,0,0,0,0,0,7,0,3,12,0,0,0,0,0,0,0,0,0,3,0,0,0,3,8,0,9,23,9,6,3,0,23,28,3,6,60,642,545,167,24
108041166,0,0,9,4,0,0,5,16,10,20,4,44,67,3,5,120,3,0,3,0,7,5,0,4,15,0,0,0,0,0,0,0,0,3,5,4,0,0,15,11,0,0,22,10,3,4,0,16,13,0,7,41,0,0,0,0,0,0,0,0,3,1185,1081,515,30,2811,837,84,93,3826,1190,1091,485,26,2795,672,76,187,3729,41,16,43,3,104,127,9,10,250,0,3,0,0,8,7,0,3,14,39,21,46,3,111,129,9,16,260,22,4,3,0,30,94,0,5,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,4,3,0,30,93,0,5,138,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,3,4,0,4,0,9,3,3,0,19,9,0,4,0,11,11,3,3,27,6,3,3,0,7,0,0,3,13,1264,1121,536,26
108051167,0,0,3,10,0,0,10,4,3,0,0,7,65,0,12,83,12,0,0,0,11,11,0,15,45,0,0,0,0,0,0,0,0,6,8,4,0,0,16,10,0,0,27,23,8,3,3,30,30,0,22,78,0,0,0,0,0,0,0,0,0,735,455,160,20,1366,588,36,86,2080,700,421,204,17,1336,513,47,122,2017,6,0,0,0,6,14,0,0,23,0,0,0,0,0,0,0,0,0,6,0,0,0,6,14,0,0,23,3,3,3,0,7,47,3,3,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,7,47,3,3,59,7,0,0,0,3,12,0,11,27,0,0,0,0,0,3,0,0,3,3,3,0,0,9,7,3,5,24,9,3,3,0,14,24,3,15,50,3,3,3,0,7,0,0,6,20,718,430,209,14
108051168,0,0,0,0,0,0,0,15,3,21,0,36,59,6,10,116,20,3,3,0,29,19,3,10,64,0,4,0,0,3,0,0,5,9,6,3,0,0,7,8,0,0,18,27,5,7,0,41,27,3,15,84,0,0,0,0,0,0,0,0,0,1386,954,404,11,2763,853,87,145,3845,1342,920,328,26,2619,650,75,136,3476,152,21,36,0,209,178,13,25,423,19,13,16,0,46,24,7,6,85,171,36,51,0,257,198,18,33,503,37,13,22,5,80,81,8,11,183,3,0,0,0,3,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,41,13,22,5,83,86,5,11,189,37,4,4,0,49,44,3,19,118,0,0,0,0,0,0,0,0,0,5,0,3,0,5,13,0,0,16,39,4,6,0,54,58,3,23,135,15,12,4,0,33,10,3,8,55,1618,985,414,28
108051169,0,0,0,0,0,0,0,101,33,90,11,230,647,29,73,981,8,0,3,0,16,29,0,18,62,0,0,0,0,0,0,0,13,12,3,0,3,0,6,10,0,4,18,12,4,7,0,23,38,0,29,90,5,6,0,0,10,0,0,0,19,2247,1768,1136,75,5224,2443,227,322,8216,1992,1618,1040,78,4733,1557,211,288,6787,110,26,69,8,212,482,16,45,760,17,0,10,0,24,25,3,8,53,127,23,78,8,236,504,20,51,814,67,23,50,8,152,425,27,57,656,3,0,0,0,9,28,0,8,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,23,55,7,158,450,27,65,704,6,5,11,0,16,33,0,40,88,0,0,0,0,0,0,0,0,0,3,7,3,0,15,8,0,3,24,13,7,11,0,31,37,3,41,116,20,7,8,0,30,30,0,11,74,2218,1684,1186,98
108051170,0,0,0,0,0,0,4,10,0,4,0,14,47,3,0,59,21,4,3,0,24,46,0,27,101,0,0,3,0,4,5,0,6,16,4,4,0,0,9,3,0,0,14,23,12,5,0,36,56,0,30,129,0,0,0,0,0,0,0,0,0,1719,1044,447,31,3241,1121,114,253,4732,1769,1038,438,43,3289,1069,109,389,4855,23,7,12,0,39,44,3,8,89,38,9,10,0,52,28,3,13,93,58,9,15,0,88,73,3,15,183,0,0,0,0,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,4,16,0,0,20,32,5,3,0,39,71,0,39,150,3,0,0,0,3,6,0,7,20,0,3,0,0,3,3,0,0,13,37,8,3,0,48,82,3,53,187,12,10,0,0,17,3,3,3,31,1872,1070,461,39
108051171,0,0,0,3,0,0,3,16,0,9,0,24,92,3,5,121,0,0,0,0,0,9,0,0,7,0,0,0,0,0,0,0,0,0,5,3,0,0,11,3,0,0,14,5,0,0,0,10,8,0,0,22,0,0,0,0,0,0,0,0,0,606,494,309,23,1437,582,46,58,2128,548,481,296,14,1335,490,55,79,1955,10,4,5,0,25,65,0,3,93,0,3,0,0,5,4,0,0,8,16,8,9,0,25,72,0,3,101,4,6,3,0,16,34,6,6,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,0,16,34,6,6,61,3,0,0,0,3,0,0,0,7,0,0,0,0,4,0,0,0,3,3,0,0,0,6,0,0,0,8,6,0,4,0,8,3,0,0,14,0,3,0,0,6,3,0,0,9,571,490,314,17
109011172,0,0,0,0,0,0,0,81,41,35,6,165,314,52,35,559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,4,3,0,0,3,1273,1579,434,34,3323,1069,230,140,4767,1359,1747,469,30,3607,852,223,179,4861,79,26,36,9,156,290,34,46,527,8,3,5,0,21,18,4,9,51,89,36,45,6,177,300,44,59,577,15,4,4,0,27,49,4,20,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,8,0,24,49,4,25,96,3,6,0,0,9,7,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,3,6,0,0,11,7,0,4,16,3,3,0,0,10,10,3,0,14,1464,1792,521,35
109011173,0,0,3,8,0,0,11,72,31,47,4,156,259,24,46,476,6,0,0,0,6,16,0,11,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,16,0,11,26,0,0,0,0,0,0,0,0,0,885,965,512,38,2410,1016,142,187,3760,866,892,450,35,2245,818,109,232,3410,79,43,54,3,179,259,31,66,538,4,0,0,0,4,24,0,14,42,85,48,57,3,187,288,38,77,582,3,0,0,0,3,6,0,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,0,4,18,3,0,0,0,4,8,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,9,6,0,0,14,9,0,6,0,11,3,0,0,17,959,946,513,33
109011174,0,0,3,0,0,0,3,110,44,40,7,200,587,53,90,935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,3,3,0,0,6,3,0,0,11,3,3,0,0,6,3,0,11,20,0,3,0,0,3,0,3,4,12,1137,930,425,37,2530,1506,215,243,4494,895,807,316,32,2052,768,99,171,3086,129,62,61,4,257,516,41,81,893,48,10,11,0,72,153,20,42,282,172,70,75,4,332,662,54,126,1182,6,6,5,3,23,89,6,41,151,4,0,0,0,3,17,0,15,45,7,0,0,0,4,16,0,10,36,0,0,0,0,0,0,0,0,0,15,9,5,3,36,126,12,63,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,13,6,0,4,26,4,0,3,0,13,3,0,6,28,0,0,0,0,4,3,0,10,19,1094,894,405,43
109011175,0,0,0,3,0,0,6,3,0,3,0,8,15,0,6,28,0,0,0,0,0,10,0,15,25,0,0,0,0,0,0,0,0,0,4,0,0,0,4,9,0,0,12,4,0,3,0,8,14,0,15,42,0,0,0,0,4,0,0,0,6,1192,1350,343,22,2911,933,70,168,4092,1276,1326,358,19,2972,888,58,204,4124,6,7,3,0,14,32,3,4,56,0,0,0,0,0,0,0,0,0,6,7,3,0,14,32,3,4,56,3,0,0,0,4,32,0,3,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,31,0,8,41,4,3,0,0,9,3,0,11,19,0,0,0,0,0,0,0,0,4,3,3,0,0,5,3,0,4,17,5,5,0,0,19,5,0,14,43,12,5,0,0,17,13,0,8,35,1296,1343,358,18
109011176,0,0,0,0,0,0,0,178,84,142,12,416,757,69,68,1317,9,3,0,0,13,35,0,26,68,0,0,0,0,0,0,0,0,0,3,3,0,0,5,0,0,0,11,13,5,0,0,20,32,0,26,81,0,0,0,0,0,0,0,0,0,1465,1294,783,65,3599,1965,235,208,6006,1304,1160,623,33,3120,1187,148,256,4710,147,103,118,9,370,715,51,80,1225,14,12,15,0,36,57,9,20,115,161,113,127,8,409,773,58,96,1342,6,10,12,4,27,54,13,21,116,6,5,0,0,13,15,0,3,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,13,4,41,70,11,28,154,13,0,3,0,12,29,0,12,56,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,13,3,6,0,14,27,0,15,61,3,0,0,0,7,15,0,3,24,1489,1293,761,45
109021177,0,0,0,0,0,0,0,7,4,9,3,22,49,4,8,81,0,0,0,0,4,0,0,50,50,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,5,4,0,0,0,3,3,0,48,60,0,0,0,0,0,0,0,3,3,332,316,130,9,789,372,22,86,1271,312,265,109,9,697,291,18,111,1112,3,0,0,0,6,17,3,0,23,0,0,0,0,0,0,0,0,0,3,0,3,0,8,17,3,0,27,12,3,13,0,19,28,0,21,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,13,0,19,28,0,21,75,0,0,0,0,3,4,0,29,43,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,0,0,0,3,5,0,30,41,0,3,0,0,6,4,0,10,21,327,276,122,9
109021178,0,0,0,0,0,0,0,20,3,11,0,31,57,3,11,102,20,3,0,0,23,23,0,105,149,0,0,0,0,0,0,0,0,0,4,0,0,0,4,15,0,0,23,30,3,0,0,30,36,0,107,171,0,0,0,0,4,0,0,0,3,716,625,227,12,1588,547,46,218,2389,624,576,220,11,1427,442,35,178,2085,4,5,6,0,11,22,0,0,41,0,0,0,0,0,0,0,0,0,4,5,6,0,11,22,0,0,41,22,0,10,0,31,74,5,17,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,10,0,31,74,5,17,129,16,0,3,0,19,26,3,95,148,3,0,0,0,5,5,0,0,8,0,3,0,0,6,3,3,0,10,19,3,0,0,31,32,5,98,166,11,0,3,0,9,9,0,6,24,678,585,239,19
109021179,0,0,0,0,0,0,0,4,3,0,0,8,19,0,6,38,5,0,0,0,6,24,0,61,86,0,0,0,0,0,5,0,3,4,7,0,0,0,9,5,0,0,15,11,0,0,0,12,31,3,61,111,0,0,0,0,3,0,0,3,3,431,387,100,14,934,357,28,174,1490,381,348,94,13,833,291,25,166,1314,0,0,0,0,3,12,0,0,18,3,0,0,0,3,0,0,0,3,3,0,0,0,5,12,0,0,24,7,4,3,0,16,26,0,9,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,0,16,26,0,9,50,3,0,0,0,5,16,0,61,76,0,0,0,0,0,0,0,9,9,7,3,0,0,7,4,0,0,12,10,4,0,0,16,15,3,62,98,0,7,0,0,7,6,0,3,18,400,365,99,13
109031180,0,0,0,0,0,0,0,65,10,10,0,87,177,12,17,300,9,0,0,0,11,18,0,17,49,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,0,0,7,9,5,0,0,17,21,0,17,59,0,3,0,0,3,0,0,0,3,750,531,210,8,1499,722,65,88,2374,684,463,206,13,1366,531,40,99,2035,24,0,10,3,33,76,6,7,121,0,0,0,0,0,0,0,0,0,24,0,10,3,33,78,6,7,123,16,14,15,0,40,82,8,20,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,15,0,40,86,8,20,156,10,0,0,0,13,15,0,3,33,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,6,13,0,0,0,15,15,0,4,42,9,7,0,0,12,3,0,0,11,742,482,226,23
109031181,0,0,0,0,0,0,3,31,5,3,0,40,68,0,10,125,11,0,0,0,12,22,0,33,58,0,0,0,0,3,0,0,3,9,0,0,0,0,8,0,0,0,4,8,5,0,0,14,22,3,32,72,0,4,0,0,3,0,0,0,3,948,664,201,17,1830,650,53,142,2680,810,615,208,16,1653,616,44,206,2514,28,0,0,0,29,39,0,10,80,0,0,0,0,0,0,0,8,14,32,0,0,0,36,39,0,22,92,40,6,8,0,52,89,7,27,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,6,8,0,52,89,7,27,172,11,0,0,0,11,31,4,24,71,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,3,11,5,0,0,17,32,4,24,77,4,0,0,0,3,4,0,8,15,896,631,214,16
