SA2_MAINCODE_2016,C16_1PF_lf_ns_Fi_1000_1499,C16_1PF_lf_ns_Fi_1500_1999,C16_1PF_lf_ns_Fi_2000_2499,C16_1PF_lf_ns_Fi_2500_2999,C16_1PF_lf_ns_Fi_3000_3999,C16_1PF_LFns_4000mo,C16_1PF_LFns_Ns,C16_1PF_LF_NS_T,C16_1PF_TFI_N,C16_1PF_TFI_1_149,C16_1PF_TFI_150_299,C16_1PF_TFI_300_399,C16_1PF_TFI_400_499,C16_1PF_TFI_500_649,C16_1PF_T_Fi_650_799,C16_1PF_T_Fi_800_999,C16_1PF_T_Fi_1000_1499,C16_1PF_T_Fi_1500_1999,C16_1PF_T_Fi_2000_2499,C16_1PF_T_Fi_2500_2999,C16_1PF_T_Fi_3000_3999,C16_1PF_TFI_4000_mr,C16_One_par_f_TFI_Ns,C16_One_parent_f_T_T,C16_TFI_N,C16_TFI_1_149,C16_TFI_150_299,C16_TFI_300_399,C16_TFI_400_499,C16_TFI_500_649,C16_TFI_650_799,C16_TFI_800_999,C16_TFI_1000_1499,C16_TFI_1500_1999,C16_TFI_2000_2499,C16_TFI_2500_2999,C16_TFI_3000_3999,C16_TFI_4000_more,C16_TFI_Ns,C16_T_T
115031299,0,0,0,0,0,0,0,0,3,0,4,0,7,4,6,7,9,12,3,0,3,0,14,74,3,3,7,0,23,14,49,34,114,95,89,55,52,35,77,659
115031300,0,0,0,0,0,0,6,8,16,12,20,9,29,41,56,58,158,89,65,19,33,11,78,700,66,37,41,19,118,100,258,260,798,812,849,619,727,580,669,5954
115041301,0,0,0,0,0,0,0,0,8,6,10,8,13,23,27,31,53,38,32,19,20,8,32,330,29,11,17,20,58,41,118,122,340,353,401,336,368,299,294,2815
115041302,0,0,0,0,0,0,3,3,18,6,14,9,22,38,28,45,110,87,81,32,24,17,65,578,77,26,22,13,75,73,164,178,535,590,790,691,1067,1115,615,6022
116011303,3,0,0,0,0,0,11,14,15,10,26,30,34,51,61,61,142,93,50,26,15,6,75,686,90,20,40,55,112,130,304,303,862,705,651,369,284,122,361,4405
116011304,3,0,0,0,0,0,3,11,19,12,27,34,66,86,89,94,204,107,73,48,23,11,110,1002,75,28,45,39,158,167,346,300,812,671,679,372,351,202,444,4700
116011306,0,0,0,0,0,0,17,22,20,10,31,49,66,110,119,126,201,120,97,49,26,13,115,1145,99,28,62,55,174,202,365,330,895,810,835,611,604,324,582,5979
116011307,0,0,0,0,0,0,16,26,24,9,26,28,64,78,108,110,237,133,97,42,37,10,153,1154,85,39,51,36,173,166,387,348,961,892,905,665,726,522,632,6586
116011308,0,0,0,0,0,0,7,10,25,11,33,28,60,84,84,87,187,132,82,35,25,21,104,994,117,41,65,49,183,198,424,335,939,879,900,590,639,362,565,6291
116011560,0,0,0,0,0,0,0,3,14,4,14,25,31,55,60,66,136,89,45,32,22,7,52,650,62,20,24,42,116,113,214,208,569,470,420,285,272,138,278,3228
116011561,0,0,0,0,0,0,4,7,19,8,23,16,41,57,70,68,135,101,56,35,22,8,66,710,62,27,46,33,123,122,302,253,672,612,604,375,330,169,379,4101
116021309,0,0,0,0,0,0,0,0,8,3,8,5,20,23,24,32,92,70,48,33,26,10,41,446,72,17,23,23,66,60,135,135,436,494,593,558,726,586,391,4323
116021310,0,0,0,0,0,0,4,6,14,0,17,14,19,39,52,59,172,120,98,42,43,21,70,781,139,23,25,25,90,101,267,233,767,861,1293,1064,1599,1246,706,8443
116021312,0,0,0,0,0,0,8,8,22,0,10,21,44,62,63,65,148,92,64,23,12,14,74,724,68,16,22,32,101,99,241,198,639,568,670,520,585,397,412,4575
116021562,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,7,24,20,16,12,19,4,12,128,14,5,3,0,13,13,45,29,106,129,169,128,189,121,104,1059
116021563,0,0,0,0,0,0,4,13,16,3,9,28,39,57,67,99,203,120,95,57,43,16,84,941,78,19,32,34,103,125,222,275,777,879,1031,735,868,480,563,6222
116031313,4,0,0,0,0,0,17,30,22,18,75,113,147,200,205,160,230,122,68,36,18,14,174,1614,50,30,107,126,258,291,477,352,839,543,465,187,143,77,530,4481
116031314,0,0,0,0,0,0,3,3,5,0,3,8,10,35,45,49,80,50,25,11,9,0,45,388,34,3,16,17,40,71,119,129,348,363,382,205,181,74,197,2186
116031315,0,0,0,0,0,0,9,7,19,0,15,27,32,82,89,91,187,102,79,43,36,11,88,906,66,20,31,40,102,160,288,284,826,821,817,509,492,276,505,5233
116031316,0,0,0,0,0,0,31,39,24,15,66,78,119,167,204,173,243,123,72,23,20,14,185,1530,73,27,84,95,229,232,497,397,808,662,615,371,278,118,577,5058
116031317,0,0,0,0,0,0,14,28,30,9,61,57,79,142,156,150,279,119,76,29,18,11,142,1359,97,29,97,86,230,291,512,476,1102,760,609,325,229,102,556,5505
116031318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
116031319,0,0,0,0,3,0,0,9,16,9,15,32,40,57,90,87,186,124,92,40,28,17,91,912,84,23,30,45,113,146,332,293,805,808,826,578,517,248,530,5384
117011320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117011321,0,0,0,0,0,0,5,7,11,3,4,4,18,35,31,35,78,76,45,29,23,12,48,450,29,8,9,10,49,60,120,106,292,322,391,314,416,359,313,2794
117011322,0,0,0,0,0,0,15,17,22,12,19,15,43,60,81,91,160,105,76,38,37,18,104,886,108,37,43,39,166,164,383,317,887,745,708,533,716,528,599,5971
117011323,0,0,0,0,0,0,7,12,6,7,15,20,26,47,62,51,121,66,28,18,25,11,65,557,33,14,23,27,85,103,194,149,454,345,302,218,281,249,312,2790
117011324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
117011325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117021326,0,0,0,0,0,0,11,11,15,8,34,36,63,64,77,106,201,139,105,48,36,30,100,1067,72,42,55,51,183,134,349,318,765,665,746,603,824,804,574,6188
117021327,0,0,0,0,0,0,8,12,10,5,7,7,22,33,44,39,109,71,80,23,37,27,82,591,28,10,20,10,60,67,157,119,440,394,563,421,724,994,441,4450
117021328,0,0,0,0,0,0,3,4,5,3,5,10,11,13,15,26,56,48,20,20,10,8,34,280,18,6,10,8,38,19,87,79,183,220,218,204,295,288,200,1879
117031329,0,0,0,0,0,0,0,0,3,0,3,3,0,4,6,5,17,23,19,5,23,0,14,137,17,3,10,3,21,18,43,61,171,153,235,178,324,671,200,2108
117031330,0,0,0,0,0,0,0,0,9,3,12,11,8,22,17,25,53,60,46,10,28,13,25,340,25,11,18,22,35,41,65,63,237,309,505,516,852,945,343,3980
117031331,0,0,0,0,0,0,3,4,11,0,18,23,32,44,37,69,80,56,48,13,26,19,71,547,70,12,35,34,77,72,127,146,364,359,435,359,598,983,426,4095
117031332,0,0,0,0,0,0,0,7,5,0,11,16,19,23,27,27,87,49,55,19,24,15,56,434,37,12,28,16,46,62,106,112,368,389,562,460,732,1048,423,4394
117031333,0,0,0,0,0,0,3,3,13,3,17,8,14,23,24,29,44,34,23,11,21,17,42,327,30,14,22,12,43,43,92,81,291,297,372,287,537,987,394,3506
117031334,0,0,0,0,0,0,0,4,12,4,18,12,28,44,41,39,65,46,36,14,25,26,47,462,85,13,41,24,65,91,158,129,432,417,457,315,545,910,396,4079
117031335,0,0,0,0,0,0,3,3,17,11,18,10,27,35,43,37,67,58,33,12,23,13,41,445,109,24,36,31,111,76,168,148,352,339,411,358,575,699,368,3805
117031336,0,0,0,0,0,0,3,4,10,8,9,12,14,9,17,22,27,24,19,11,28,5,26,236,28,14,21,19,39,45,85,78,223,219,340,271,537,867,275,3063
117031337,0,0,0,0,0,0,4,4,39,7,11,10,16,22,19,23,59,45,21,12,32,30,35,387,144,35,36,37,92,83,228,218,581,475,463,296,482,800,422,4386
117031338,0,0,0,0,0,0,5,9,32,5,41,39,68,61,78,85,159,100,68,22,46,9,75,892,238,45,79,66,179,148,290,256,684,677,911,772,1072,1022,636,7073
118011339,0,0,0,0,0,0,0,0,7,5,3,7,16,20,20,44,55,55,40,25,36,23,56,401,33,11,14,15,52,53,105,118,317,317,434,340,656,1184,522,4172
118011340,0,0,0,0,0,0,0,8,10,10,3,10,22,29,33,40,111,67,40,19,37,19,51,507,29,15,18,16,40,55,115,120,382,354,477,399,707,1308,518,4547
118011341,0,0,0,0,0,0,3,6,19,5,4,9,10,33,29,42,83,71,53,17,53,27,64,510,42,14,15,17,51,62,103,126,346,338,345,303,531,1014,385,3691
118011342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118011343,0,0,0,0,0,0,7,10,19,9,13,21,30,26,18,40,100,96,75,29,84,62,100,712,64,25,23,24,63,51,81,122,375,375,472,436,928,2190,760,5976
118011344,0,0,0,0,0,0,0,0,8,4,7,5,12,10,23,23,70,37,29,11,31,22,57,344,15,11,7,11,36,27,71,71,252,249,292,213,402,792,403,2849
118011345,0,0,0,0,0,0,0,0,12,3,3,4,3,19,15,15,57,41,53,10,63,28,38,364,28,6,4,9,24,24,65,64,219,180,324,241,541,1251,386,3362
118011346,0,0,3,0,0,0,3,3,21,6,3,4,8,15,14,30,52,29,39,9,31,33,53,356,47,16,12,12,24,20,43,62,206,184,230,198,421,1114,428,3015
118011347,0,0,0,0,0,0,0,0,7,3,6,6,12,11,8,6,25,26,29,15,34,18,38,244,18,14,6,7,16,20,33,42,115,105,154,102,313,685,237,1854
118021348,0,0,0,0,0,0,0,5,16,7,27,21,28,48,54,41,126,105,85,39,55,29,81,749,58,24,39,26,70,80,162,121,443,463,621,522,956,1749,692,6030
118021350,0,0,0,0,0,0,5,10,9,6,18,22,50,68,83,108,156,118,93,36,36,32,127,966,70,34,40,30,141,115,285,286,612,574,663,479,771,867,717,5675
118021564,0,0,0,0,0,0,3,0,7,0,8,9,7,18,15,19,68,46,24,16,16,13,40,313,75,14,20,17,50,51,90,98,298,261,278,223,302,449,232,2446
118021565,0,0,0,0,0,0,5,5,17,6,8,10,21,26,27,40,76,59,44,30,19,10,43,450,104,35,34,17,78,72,153,146,349,302,332,277,295,461,307,2970
118021566,0,0,0,0,0,0,5,5,5,0,0,5,12,23,24,19,57,46,30,14,28,11,32,311,32,11,9,7,42,43,104,83,247,199,283,202,331,557,282,2435
118021567,0,0,0,0,0,0,12,12,3,8,18,13,39,48,34,47,82,62,50,13,16,11,81,527,26,10,30,17,86,78,128,115,293,259,309,226,320,407,325,2632
118021568,0,0,0,0,0,0,0,0,5,5,12,4,5,16,23,25,76,65,40,17,20,10,36,363,50,16,22,12,49,46,118,132,318,262,277,208,272,367,273,2420
118021569,0,0,0,0,0,0,0,3,11,3,6,9,11,27,23,43,117,77,62,23,44,20,62,539,32,9,16,19,35,59,104,113,372,375,454,429,689,956,385,4044
118021570,0,0,0,0,0,0,0,3,13,3,10,9,13,14,15,21,62,57,59,19,28,18,30,367,36,9,21,8,28,31,72,86,255,255,313,296,448,644,315,2826
119011354,0,0,0,0,0,0,15,20,33,9,57,43,74,104,92,102,195,118,70,41,31,15,129,1109,113,24,102,69,238,227,446,402,909,609,559,344,363,277,619,5315
119011355,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,3,0,0,0,4,3,0,22,4,0,0,0,4,3,11,16,28,32,19,21,34,16,14,221
119011356,0,0,0,0,0,0,4,6,15,3,15,29,28,61,52,55,98,55,39,14,15,5,52,541,50,25,44,42,114,129,253,174,494,378,286,179,226,131,294,2816
119011357,0,0,0,0,0,0,12,21,42,15,48,38,74,100,136,106,193,107,74,40,36,30,143,1180,120,47,96,78,281,264,593,444,1075,729,557,311,403,285,753,6034
119011358,0,0,0,0,0,0,0,5,22,5,19,17,38,43,78,60,140,97,62,31,31,6,87,747,70,25,39,34,122,119,319,213,625,538,616,386,448,348,433,4328
119011359,0,0,0,0,0,0,3,3,19,11,29,23,54,67,93,116,201,145,114,42,50,22,111,1101,82,33,56,49,173,140,458,358,915,805,954,706,848,687,668,6923
119011360,0,0,0,0,0,0,9,10,19,7,21,28,32,70,77,75,150,87,61,39,38,19,74,795,63,22,55,37,114,145,315,240,577,513,557,379,436,310,414,4191
119011361,0,0,0,0,0,0,9,13,32,12,31,46,81,119,94,101,191,97,74,33,27,10,99,1033,108,26,76,75,237,261,436,382,846,666,515,301,301,192,539,4972
119011571,3,0,0,0,0,0,6,16,35,12,29,46,59,106,94,68,136,80,36,18,11,7,76,822,117,36,71,82,204,235,390,330,759,524,352,179,163,100,389,3936
119011572,0,0,0,0,0,0,7,14,34,12,54,49,56,78,80,99,142,81,49,27,24,6,79,854,98,27,92,70,199,200,373,374,661,453,348,193,164,97,361,3725
119021362,0,0,0,0,0,0,11,9,29,6,34,33,51,64,87,103,210,123,71,44,27,12,101,998,116,28,69,54,189,178,413,344,844,619,550,355,303,243,554,4854
119021363,3,0,0,0,0,0,10,17,64,18,59,38,84,129,152,128,278,155,87,34,25,13,117,1379,239,64,154,98,317,353,685,631,1531,1051,860,478,431,256,730,7870
119021364,0,0,0,0,0,0,9,8,26,3,19,23,41,57,67,80,207,148,91,44,34,26,103,984,114,54,34,41,193,133,454,318,847,669,746,574,771,728,656,6336
119021366,3,0,0,0,0,0,4,11,37,10,40,40,73,117,96,83,163,103,53,31,25,3,90,959,119,36,84,79,248,284,485,380,923,633,450,255,243,135,539,4893
119021367,0,0,0,0,0,0,7,5,17,11,24,17,25,49,53,66,101,66,50,31,20,10,65,612,76,32,45,29,135,103,256,253,557,430,414,269,298,213,371,3476
119021573,0,0,0,0,0,0,4,6,21,12,22,22,45,49,60,63,92,58,16,17,9,6,55,540,108,40,62,66,197,274,433,457,827,439,263,114,108,58,368,3808
119021574,0,0,0,0,0,0,6,9,16,9,15,14,38,33,45,40,81,39,19,15,9,4,49,413,59,29,44,47,133,134,270,247,530,316,177,93,74,33,267,2450
119031368,3,0,0,0,0,0,7,18,80,20,36,26,47,83,84,85,167,109,56,42,25,16,89,957,304,90,92,78,226,225,474,404,975,730,614,409,400,313,567,5911
119031369,0,0,0,0,0,0,3,4,36,10,24,25,32,61,68,108,186,123,110,40,33,26,99,982,123,33,60,48,118,162,338,326,944,826,847,544,684,688,611,6357
119031370,0,0,0,0,0,0,6,9,8,3,11,19,28,50,66,68,117,71,59,32,16,10,63,619,69,26,33,42,131,118,284,226,594,457,423,278,331,237,342,3592
119031371,0,0,0,0,0,0,3,3,9,3,15,11,15,21,25,30,70,60,46,21,17,24,45,409,55,21,26,20,65,46,153,129,420,348,402,306,432,649,349,3418
119031372,0,0,0,0,0,0,3,4,13,6,9,17,25,46,43,67,123,77,70,44,42,13,79,673,70,19,29,38,111,88,297,277,654,535,562,485,590,609,510,4869
119031373,0,0,0,0,0,0,13,11,16,11,38,30,35,62,72,60,109,55,28,19,19,9,60,624,95,38,53,39,140,149,265,178,481,351,283,185,168,92,272,2798
119031374,0,0,0,0,0,0,10,11,46,13,23,23,28,62,80,77,163,105,74,38,43,19,99,899,178,65,73,40,164,172,357,328,860,686,723,475,605,795,680,6194
119041375,0,0,0,0,0,0,6,8,27,8,22,14,26,33,53,47,129,88,67,31,32,13,65,659,126,40,66,48,116,125,280,274,771,646,724,422,580,393,518,5138
119041376,0,0,0,0,0,0,3,7,32,9,34,24,53,85,76,107,186,173,79,47,42,11,96,1047,138,56,71,68,208,232,473,452,1039,906,872,547,619,426,659,6764
119041377,0,0,0,0,0,0,0,5,19,5,15,15,25,28,48,50,119,71,53,24,12,9,48,548,52,27,27,29,123,81,255,177,455,379,383,292,376,377,356,3381
119041378,0,0,0,0,0,0,5,3,10,0,11,19,12,37,24,44,66,58,28,16,18,5,33,382,49,19,27,25,79,74,179,150,439,438,427,273,295,175,229,2880
119041379,0,0,0,0,0,0,0,9,14,5,21,22,41,56,56,62,116,79,68,36,21,12,51,653,72,34,35,34,142,137,307,237,600,544,568,390,380,356,428,4263
119041380,0,0,0,0,0,0,3,4,14,3,17,12,32,37,58,78,149,80,63,27,26,12,82,688,50,22,34,33,117,88,285,213,535,412,447,300,328,320,399,3581
119041381,0,0,0,0,0,0,7,6,31,7,20,21,30,28,55,61,130,76,57,29,20,16,75,660,125,37,48,51,141,108,323,301,886,700,615,384,399,265,485,4864
119041382,0,0,0,0,0,0,3,3,10,3,10,15,23,70,56,68,140,93,64,24,36,15,92,726,50,26,29,27,114,119,286,226,577,488,525,368,460,468,478,4232
120011383,0,0,0,0,0,0,9,8,22,10,21,20,26,32,43,69,139,109,94,50,55,26,92,804,88,41,41,28,132,90,292,245,644,580,665,544,822,1259,635,6106
120011384,0,0,0,0,0,0,0,0,49,7,27,21,18,39,35,60,122,92,83,40,32,11,56,694,244,49,60,49,124,144,275,260,815,688,849,538,824,828,560,6309
120011385,0,0,0,0,0,0,0,0,8,9,3,14,8,28,31,42,97,77,73,42,37,33,71,571,38,19,13,16,62,56,156,154,419,340,471,408,745,1282,512,4689
120011386,0,0,0,0,0,0,4,5,17,3,14,17,34,42,62,71,154,116,98,31,62,30,81,827,62,26,24,29,125,94,263,200,573,502,623,475,829,1157,518,5496
120021387,0,0,0,0,0,0,0,0,13,0,12,7,13,19,20,26,69,47,45,23,54,29,61,441,27,7,17,8,40,36,70,71,257,226,287,302,623,1578,440,3993
120021388,0,0,3,0,0,0,7,8,18,7,27,18,34,43,58,53,139,114,93,45,66,44,81,826,44,26,38,27,75,79,197,158,484,501,643,553,1051,1885,603,6368
120021389,0,0,0,0,0,0,5,4,5,3,10,10,17,25,27,29,60,57,42,16,48,22,51,428,25,14,14,12,45,31,79,74,244,208,329,288,585,1236,377,3559
120031390,0,3,0,0,0,0,4,7,31,11,20,26,43,74,78,69,159,107,70,32,26,21,75,841,110,46,50,36,145,152,336,287,905,759,729,488,621,527,503,5696
120031391,0,0,0,0,0,0,3,6,53,17,35,37,53,56,68,75,184,96,63,51,42,20,49,891,226,66,78,63,198,174,328,283,829,668,614,385,525,672,473,5580
120031392,0,0,0,0,0,0,3,3,5,0,6,14,11,28,24,38,89,75,32,19,14,9,48,416,39,18,18,19,77,74,171,128,356,320,317,234,348,370,276,2758
120031393,0,0,0,0,0,0,6,9,19,4,7,12,39,47,63,66,130,103,78,23,35,9,79,726,70,29,35,27,123,113,304,238,616,517,535,396,482,499,467,4454
120031394,3,0,0,0,0,0,0,8,11,3,18,15,29,53,42,58,136,99,67,38,32,18,56,681,55,14,34,26,75,85,195,156,482,427,531,430,600,636,339,4081
120031395,0,0,0,0,0,0,3,8,9,7,7,6,16,22,39,37,90,51,62,18,29,17,48,467,40,20,20,11,54,56,156,123,368,290,370,294,455,807,318,3376
120031396,0,0,0,0,0,0,0,0,27,10,17,14,28,35,39,40,97,58,40,19,18,6,33,479,109,26,37,37,88,111,205,208,645,569,540,350,341,236,301,3808
120031575,0,0,0,0,0,0,9,9,45,12,18,24,25,49,57,57,136,77,61,39,35,29,85,754,170,39,54,44,108,127,318,285,742,602,592,397,580,962,631,5662
120031576,0,0,0,0,0,0,3,3,3,0,9,6,4,9,6,15,18,28,24,4,12,4,17,158,17,5,10,6,22,25,38,42,118,97,131,82,102,113,119,934
121011398,0,0,0,0,0,0,6,6,112,19,42,37,44,65,53,77,166,136,98,38,60,42,91,1062,296,60,72,58,157,147,294,289,797,707,871,519,944,1337,715,7267
121011399,0,0,0,0,0,0,3,3,27,3,14,9,21,34,31,48,122,84,71,33,43,26,55,618,121,24,29,28,76,86,161,176,549,519,670,547,810,1173,534,5507
121011400,0,0,0,0,0,0,3,3,26,8,15,5,12,28,34,51,107,81,92,46,79,51,92,719,63,36,21,11,53,62,136,172,535,504,693,562,1040,2363,766,7019
121011401,3,0,0,0,0,0,0,6,15,0,5,4,6,14,9,13,40,38,52,15,28,20,27,287,44,12,19,11,24,24,56,55,181,218,326,219,471,808,277,2751
121011402,0,0,0,0,0,0,0,3,18,9,15,13,16,31,34,39,111,99,104,14,80,56,103,744,75,22,37,24,86,72,177,172,481,459,585,449,909,2430,876,6851
121021403,0,0,0,0,0,0,0,0,9,6,8,5,25,34,32,41,132,105,60,27,30,20,70,598,47,26,22,16,85,65,185,221,588,563,655,539,754,807,505,5074
121021404,0,0,0,0,0,0,0,0,10,0,4,3,4,12,28,21,75,56,36,19,12,3,53,334,29,11,19,9,34,37,123,112,397,356,413,362,489,483,392,3260
121021406,0,0,0,0,0,0,3,7,13,5,16,9,22,32,34,38,85,87,68,29,36,14,68,552,50,26,34,19,51,65,174,167,507,471,572,481,812,1039,521,4981
121021577,0,0,0,0,0,0,3,3,19,3,22,14,24,40,43,45,116,72,40,20,13,8,48,524,73,19,50,23,84,79,182,150,511,477,513,297,304,210,247,3215
121021578,0,0,0,0,0,0,0,0,8,4,6,12,12,23,35,38,92,53,34,13,17,9,40,395,42,23,22,16,55,57,129,143,376,338,367,274,377,381,274,2878
121021579,0,0,0,0,0,0,0,0,14,6,8,10,18,20,17,34,76,40,39,16,19,6,40,363,64,24,15,9,61,56,103,102,339,298,361,252,340,334,248,2608
121031407,0,0,0,0,0,0,0,6,71,14,27,11,20,35,28,45,117,89,67,39,57,50,73,732,187,54,61,29,74,96,138,164,513,466,537,415,786,1620,716,5854
121031408,0,0,0,0,0,0,0,3,25,13,15,6,17,36,31,35,104,94,64,34,57,52,86,652,96,43,25,28,58,79,131,157,522,460,500,424,860,2092,746,6224
121031409,0,0,0,0,0,0,0,0,15,11,10,7,9,21,15,33,60,50,52,24,44,35,48,424,63,29,22,12,47,56,72,112,314,329,380,324,653,1537,535,4492
121031410,0,0,0,0,0,0,0,0,31,7,11,3,7,21,35,38,94,73,57,34,50,31,69,561,114,29,30,11,71,73,172,175,548,480,542,444,808,1675,701,5870
121031411,0,0,0,0,0,0,0,0,9,9,8,14,19,12,28,43,83,70,58,32,35,23,62,507,78,21,24,20,74,53,169,159,478,405,447,379,736,1569,589,5196
121031412,0,0,0,0,0,0,0,3,23,8,13,8,8,13,19,27,69,55,48,31,43,32,54,453,59,18,23,11,40,46,107,125,380,348,415,338,642,1591,593,4755
121041413,0,0,0,0,0,0,0,0,10,5,12,3,11,10,20,28,85,83,77,23,67,47,60,546,45,13,18,15,45,41,90,97,343,357,514,401,836,1653,484,4952
121041414,0,0,0,0,0,0,0,0,6,9,9,9,14,26,25,21,68,73,50,21,64,39,60,480,28,10,14,11,37,48,82,85,343,363,539,427,889,1369,429,4675
121041415,0,0,0,0,0,0,3,7,28,4,14,16,14,30,35,40,109,104,77,36,108,64,122,807,67,25,23,26,48,72,111,160,490,445,620,487,1080,2795,980,7442
121041416,0,0,0,0,0,0,0,4,9,3,10,5,6,22,24,21,66,46,65,25,66,28,42,454,40,14,18,16,36,51,72,74,297,287,472,404,753,1328,443,4303
121041417,0,0,0,0,0,0,0,0,9,9,3,4,3,4,7,7,40,27,34,12,33,28,36,245,22,12,5,3,17,13,48,52,155,178,302,247,476,861,307,2709
122011418,0,0,0,0,0,0,4,5,15,3,12,6,10,34,29,34,96,74,74,23,54,27,80,572,44,17,22,18,45,63,120,120,381,389,467,399,762,1860,700,5405
122011419,0,0,0,0,0,0,4,3,19,3,6,14,13,17,26,45,96,58,60,29,56,33,78,538,42,15,16,14,58,41,107,119,397,392,557,433,883,1777,650,5511
122021420,0,0,0,0,0,0,3,3,6,3,6,4,9,24,21,28,75,59,30,24,17,16,69,387,35,13,15,12,45,36,107,125,385,337,336,317,429,703,466,3368
122021421,0,0,0,0,0,0,0,0,0,0,6,5,4,5,19,18,52,34,29,19,12,17,39,263,16,7,16,12,50,25,107,92,354,251,301,241,366,632,409,2892
122021422,0,0,0,0,0,0,5,5,7,4,9,10,16,18,19,40,78,61,44,17,35,12,93,452,31,8,15,11,49,50,108,117,411,369,410,353,501,725,524,3692
122021423,0,0,0,0,0,0,3,5,10,7,7,11,21,33,38,63,185,114,112,37,58,29,111,834,39,30,24,21,97,71,229,236,807,746,789,658,915,1081,726,6459
122031424,0,0,0,0,0,0,3,3,7,3,19,18,21,29,40,53,81,62,44,30,22,8,66,494,36,12,27,22,81,47,174,167,442,378,418,360,509,532,437,3629
122031425,0,0,0,0,0,0,0,0,8,0,3,3,7,7,14,23,36,40,29,14,8,3,24,220,23,8,6,9,36,23,87,101,237,221,256,213,272,318,189,1986
122031426,0,0,0,0,0,0,5,3,16,5,11,20,36,81,62,90,209,143,105,40,28,26,112,978,52,28,29,26,113,132,246,290,929,866,949,656,759,823,629,6522
122031427,0,0,0,0,0,0,3,7,5,5,8,9,9,22,20,19,74,62,58,19,25,22,47,393,36,20,23,8,57,52,137,102,359,308,352,256,496,874,349,3441
122031428,3,0,0,0,0,0,0,5,10,8,11,9,21,29,41,48,120,87,104,32,55,36,82,699,66,33,37,19,98,95,251,246,710,594,764,621,989,1592,762,6870
122031429,0,0,0,0,0,0,0,5,14,0,7,8,9,27,42,45,127,92,79,23,47,23,80,630,45,13,12,8,51,59,133,147,490,554,661,549,875,1251,610,5475
122031430,0,0,0,0,0,0,0,3,7,3,12,6,22,38,36,49,117,73,44,21,37,13,70,546,34,15,19,11,63,76,129,160,473,390,448,432,637,988,498,4375
122031431,0,0,0,0,0,0,0,7,8,3,11,10,16,49,45,71,169,113,102,43,31,30,95,796,47,26,28,22,72,85,214,240,711,675,880,644,884,1154,720,6402
122031432,0,0,0,0,0,0,0,0,3,4,0,0,4,3,5,9,8,16,4,5,3,8,20,92,15,9,3,3,17,10,29,41,97,89,107,74,130,227,126,970
123011433,0,0,0,0,0,0,0,0,4,0,3,8,16,30,37,40,89,59,40,20,21,11,47,435,32,6,15,11,76,56,193,151,429,400,462,397,475,382,347,3447
123011434,0,0,0,0,0,0,3,5,16,3,7,23,37,61,71,74,145,99,74,40,31,17,91,800,45,20,19,26,106,103,282,228,661,697,811,698,817,639,532,5687
123011435,0,0,0,0,0,0,4,7,12,10,20,30,54,89,96,130,276,204,126,61,48,10,130,1300,58,19,34,38,111,152,322,323,951,1104,1340,992,1057,581,743,7837
123021436,0,0,0,0,0,0,17,19,27,8,36,51,104,163,187,147,246,140,85,34,28,13,167,1436,57,24,52,62,192,243,430,352,846,729,643,394,327,124,511,4976
123021437,3,0,0,0,0,0,9,13,15,0,16,32,64,94,93,90,207,84,67,33,26,10,89,936,54,16,40,44,163,166,375,293,816,615,625,370,335,204,454,4566
123021438,0,0,0,0,0,0,7,7,19,9,26,47,83,117,146,136,224,155,80,45,30,11,155,1270,58,27,52,62,165,190,358,326,845,824,703,535,451,239,551,5385
123021439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123021440,0,0,0,0,0,0,13,10,9,7,24,34,59,83,94,92,185,107,60,24,29,10,120,941,62,77,49,48,152,155,350,331,853,760,665,444,454,343,514,5257
123021441,0,0,0,0,0,0,7,11,13,11,23,25,44,74,80,91,208,113,70,36,26,12,100,915,53,22,41,42,118,149,320,309,846,664,588,353,348,191,429,4461
123021442,0,0,0,0,0,0,19,21,20,15,45,55,98,138,146,122,259,134,76,26,24,15,136,1297,78,21,66,70,215,247,446,386,1105,867,827,447,423,213,570,5987
123021443,3,0,0,0,0,0,11,17,27,7,29,46,63,96,127,112,159,124,72,42,23,8,110,1045,82,26,49,65,162,194,395,352,868,797,713,411,402,183,537,5223
