SA2_MAINCODE_2016,Ot_ty_Ed_Ins_Pt_st_C06_P,Ot_ty_Ed_Ins_Pt_st_C11_M,Ot_ty_Ed_Ins_Pt_st_C11_F,Ot_ty_Ed_Ins_Pt_st_C11_P,Ot_ty_Ed_Ins_Pt_st_C16_M,Ot_ty_Ed_Ins_Pt_st_C16_F,Ot_ty_Ed_Ins_Pt_st_C16_P,O_t_E_I_F_P_s_s_ns_C06_M,O_t_E_I_F_P_s_s_ns_C06_F,O_t_E_I_F_P_s_s_ns_C06_P,O_t_E_I_F_P_s_s_ns_C11_M,O_t_E_I_F_P_s_s_ns_C11_F,O_t_E_I_F_P_s_s_ns_C11_P,O_t_E_I_F_P_s_s_ns_C16_M,O_t_E_I_F_P_s_s_ns_C16_F,O_t_E_I_F_P_s_s_ns_C16_P,Oth_ty_Edu_Ins_Tot_C06_M,Oth_ty_Edu_Ins_Tot_C06_F,Oth_ty_Edu_Ins_Tot_C06_P,Oth_ty_Edu_Ins_Tot_C11_M,Oth_ty_Edu_Ins_Tot_C11_F,Oth_ty_Edu_Ins_Tot_C11_P,Oth_ty_Edu_Ins_Tot_C16_M,Oth_ty_Edu_Ins_Tot_C16_F,Oth_ty_Edu_Ins_Tot_C16_P,Type_Educ_Insti_ns_C06_M,Type_Educ_Insti_ns_C06_F,Type_Educ_Insti_ns_C06_P,Type_Educ_Insti_ns_C11_M,Type_Educ_Insti_ns_C11_F,Type_Educ_Insti_ns_C11_P,Type_Educ_Insti_ns_C16_M,Type_Educ_Insti_ns_C16_F,Type_Educ_Insti_ns_C16_P,Tot_C06_M,Tot_C06_F,Tot_C06_P,Tot_C11_M,Tot_C11_F,Tot_C11_P,Tot_C16_M,Tot_C16_F,Tot_C16_P
112031552,18,13,20,30,3,12,10,0,0,0,0,0,0,0,0,3,3,22,27,25,28,48,9,19,33,325,358,680,333,377,712,310,367,673,834,882,1714,922,1041,1965,881,1057,1931
113011256,50,24,41,61,27,49,77,0,0,0,0,0,0,0,3,5,26,42,72,36,59,102,39,71,114,810,747,1560,896,778,1676,984,1043,2025,2594,2535,5133,2810,2768,5583,2922,3020,5945
113011257,40,8,30,37,7,29,34,0,0,0,0,0,0,0,0,0,18,29,47,12,36,46,15,36,51,565,483,1051,437,386,821,749,659,1409,2168,2054,4222,1958,1823,3780,2114,2028,4148
113011258,31,3,14,16,10,8,20,0,0,0,0,0,0,0,3,5,11,27,38,12,18,30,13,15,31,462,382,840,393,441,838,504,517,1026,1749,1684,3438,1651,1779,3433,1610,1753,3366
113011259,10,9,11,22,3,11,8,0,0,0,0,0,0,0,0,0,6,5,15,11,13,29,7,14,16,231,204,433,264,280,548,355,387,739,895,916,1809,870,961,1831,884,992,1878
113021260,20,4,6,14,0,9,8,0,0,0,0,0,0,0,0,0,3,19,18,4,14,17,3,13,15,276,97,376,235,95,328,312,155,469,602,465,1064,544,433,981,574,460,1035
113021261,23,0,8,10,3,6,11,0,0,0,0,0,0,0,0,0,7,25,29,6,12,20,5,13,19,257,290,547,209,233,445,351,371,721,891,981,1871,840,916,1751,914,1042,1963
113021262,18,3,11,9,3,6,12,0,0,0,0,0,0,0,0,0,3,18,24,8,11,18,10,13,20,137,141,284,140,111,243,218,208,427,639,640,1278,641,598,1243,690,671,1357
113031263,14,4,11,13,3,7,14,0,0,0,0,0,0,0,0,0,10,11,21,4,16,24,7,13,23,218,242,460,298,303,603,322,312,635,975,1111,2087,1010,1090,2093,990,1017,2009
113031264,11,3,3,7,0,4,6,0,0,0,0,0,0,0,0,0,3,7,11,5,7,10,6,11,11,109,105,216,110,100,207,156,151,301,469,494,966,513,497,1015,536,524,1062
113031265,13,3,13,18,0,15,15,0,0,0,0,0,0,0,0,0,4,13,17,7,20,27,3,16,21,923,201,1121,942,172,1110,1150,288,1431,1529,753,2283,1517,761,2279,1664,875,2535
113031266,3,7,8,18,4,14,13,0,0,0,0,0,0,0,0,0,0,7,8,17,10,23,11,15,20,218,216,436,179,178,353,278,257,531,920,942,1861,871,874,1745,960,931,1895
113031267,52,21,40,62,20,47,65,0,0,3,0,0,0,3,0,4,26,42,65,26,53,79,33,62,93,395,362,759,378,367,744,418,429,843,2427,2539,4966,2370,2553,4918,2445,2604,5044
113031268,6,4,8,16,3,4,10,0,0,0,0,0,0,0,0,0,13,9,20,10,6,18,25,8,35,65,84,143,86,89,176,134,124,253,655,766,1414,673,901,1580,848,1056,1904
113031269,50,33,54,89,21,55,74,0,3,3,3,0,0,0,0,0,26,50,76,47,63,110,42,73,117,467,591,1058,488,535,1025,606,627,1234,2988,3292,6280,3258,3479,6737,3194,3502,6696
113031270,37,18,26,40,27,22,51,0,0,0,0,0,0,0,0,0,25,37,62,23,26,53,67,39,106,428,458,880,388,444,831,532,523,1058,1882,2017,3899,1697,1922,3620,1783,1889,3666
113031271,42,8,40,53,9,20,31,3,0,7,3,0,3,0,0,0,71,37,111,79,55,131,55,43,98,366,368,738,382,375,761,685,711,1400,2338,2178,4514,2229,2218,4442,2379,2551,4931
114011272,29,7,25,30,12,19,32,0,0,0,0,0,0,0,0,3,13,21,33,12,25,34,14,29,43,271,288,556,240,241,479,384,403,788,1119,1107,2218,1020,1071,2092,1093,1134,2229
114011273,4,7,11,10,0,15,18,0,0,0,0,0,0,0,0,0,3,7,11,14,8,21,4,21,24,113,129,236,154,135,291,157,137,298,487,485,973,550,538,1088,518,495,1013
114011274,11,4,10,14,0,9,9,0,0,0,0,0,0,0,0,0,9,13,16,10,12,19,3,9,11,229,201,429,169,160,336,238,218,455,699,617,1311,573,564,1136,592,583,1175
114011275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,10,3,3,10,0,0,0,3,13,10,15,8,21
114011276,10,4,11,16,6,16,16,0,0,0,0,0,0,0,0,0,3,8,13,4,14,20,8,16,19,114,109,223,186,189,376,154,154,309,437,445,881,474,526,1000,471,484,956
114011277,64,25,47,71,15,43,60,0,0,0,0,0,0,3,0,0,31,59,84,34,61,93,25,54,83,507,516,1021,446,427,875,605,613,1215,2372,2402,4779,2223,2283,4506,2240,2359,4601
114011278,66,27,58,85,21,46,70,0,0,0,0,0,0,0,0,0,30,55,83,29,66,101,39,69,107,719,751,1472,1382,905,2286,1555,962,2511,2412,2554,4963,3220,2904,6126,3518,3182,6692
114011279,28,15,25,45,9,30,45,0,0,0,0,0,3,0,0,0,11,27,39,20,34,61,23,52,75,449,455,908,470,499,970,513,562,1072,1678,1711,3388,1680,1828,3505,1750,1912,3664
114011280,12,3,10,10,4,6,5,0,0,0,0,0,0,0,0,0,0,15,14,3,10,10,4,6,11,131,162,299,114,122,239,162,151,315,442,513,960,390,420,811,404,402,806
114011281,11,7,9,16,4,7,13,0,0,0,0,0,0,0,0,0,5,8,9,12,12,23,10,7,18,100,70,172,114,100,212,127,111,235,413,416,830,464,485,949,477,475,955
114011282,38,9,39,48,16,38,53,0,3,3,0,0,0,0,0,0,16,36,56,18,46,66,21,48,67,481,559,1041,469,549,1014,561,699,1264,1839,2048,3893,1751,2002,3751,1857,2085,3940
114011283,17,6,4,11,0,14,13,0,0,0,0,0,0,0,0,0,11,10,23,7,9,16,4,19,22,181,150,330,112,121,237,246,238,487,631,616,1248,555,531,1078,631,673,1307
114021284,47,15,42,60,19,37,56,0,3,3,0,0,0,0,0,0,16,44,61,15,54,70,27,54,78,445,579,1025,320,346,670,384,445,831,1731,1992,3723,1612,1649,3265,1602,1749,3353
114021285,30,9,15,24,11,21,31,0,0,0,0,0,0,0,0,0,9,21,28,22,20,41,11,20,32,176,172,347,179,141,328,196,181,377,916,856,1769,920,906,1823,912,938,1854
114021286,35,7,21,25,11,40,52,0,0,0,0,0,3,0,0,3,21,24,45,12,27,32,12,48,62,328,293,624,267,292,564,381,448,826,1171,1358,2527,1085,1410,2493,1171,1562,2735
114021287,30,14,32,38,9,29,39,0,0,0,0,0,0,0,0,0,12,26,41,17,35,57,15,51,65,251,356,609,221,277,498,324,358,682,1182,1358,2542,1223,1343,2566,1408,1487,2899
114021288,11,9,10,19,0,7,9,0,0,0,0,0,0,0,0,0,5,12,16,9,9,20,6,15,22,114,92,202,91,94,182,192,154,340,503,502,1005,459,500,961,568,547,1112
114021289,33,6,21,26,4,17,23,0,0,0,0,0,0,0,0,0,16,30,46,10,25,33,7,23,34,194,186,377,183,176,360,244,268,511,797,812,1609,806,855,1659,865,928,1793
115011290,85,30,70,96,41,62,102,0,3,4,0,0,0,0,0,3,44,71,112,35,87,128,60,93,159,397,460,860,380,391,769,360,430,797,2803,2851,5654,3087,3077,6164,3367,3432,6798
115011291,65,24,52,77,29,53,82,0,3,3,0,0,0,0,3,3,77,152,231,73,146,227,95,162,257,346,331,674,295,309,604,271,284,560,3057,3157,6216,3061,3160,6216,3239,3302,6543
115011294,22,14,15,27,12,10,24,0,0,0,0,3,3,0,0,0,17,20,40,18,18,34,17,15,33,101,109,207,111,104,215,99,114,213,977,998,1974,944,889,1831,960,943,1898
115011296,66,25,33,50,25,28,52,0,0,0,3,6,7,3,0,3,32,46,83,31,42,70,45,40,84,258,252,513,153,178,334,148,163,313,2234,2282,4520,1984,1994,3976,1976,1890,3863
115011553,32,14,29,38,13,20,37,0,0,0,0,0,0,0,0,0,14,28,47,21,38,57,21,34,56,208,167,377,151,184,340,111,148,260,1068,1054,2118,1066,1117,2187,1146,1191,2336
115011554,9,4,13,20,3,7,12,0,0,0,0,0,0,0,0,0,7,9,9,4,16,17,10,14,21,107,171,279,131,226,360,220,444,667,816,917,1736,843,919,1761,879,1097,1977
115011555,40,19,33,49,27,36,64,0,0,0,0,0,0,0,0,0,23,28,50,34,36,61,43,45,91,191,218,406,222,214,428,181,217,398,1722,1626,3349,1842,1751,3595,1892,1860,3756
115011556,26,18,33,50,16,35,56,0,0,0,3,0,3,0,0,0,6,20,30,25,40,65,26,51,72,212,207,418,155,171,329,173,160,336,1224,1324,2546,1311,1346,2659,1497,1502,3006
115011557,13,4,18,29,5,15,16,0,0,0,0,0,3,0,0,0,8,13,17,6,23,29,3,16,28,75,102,179,104,88,187,74,76,153,768,840,1610,882,908,1794,901,891,1794
115011558,92,34,51,80,36,57,91,0,0,0,0,0,0,0,0,0,44,67,111,42,61,99,43,75,119,368,416,781,287,270,559,237,276,514,3405,3436,6845,3215,3079,6292,3128,2960,6084
115011559,64,32,72,98,37,61,94,0,3,4,0,0,0,3,0,3,41,57,92,50,82,133,63,98,159,441,401,841,334,308,644,378,345,723,2681,2691,5377,3267,3335,6604,3860,3942,7804
115021297,79,22,60,80,25,54,80,0,0,0,0,0,0,0,0,3,26,71,97,33,75,105,34,76,113,582,634,1219,426,455,881,533,566,1098,3227,3295,6521,3176,3203,6382,3370,3265,6636
115021298,16,3,6,12,4,13,21,0,0,0,0,0,0,0,0,0,12,17,22,15,13,25,9,17,33,163,153,314,96,121,217,118,125,239,816,764,1574,750,792,1542,794,793,1584
115031299,7,7,9,13,3,10,16,0,0,0,0,0,0,0,0,0,0,7,9,4,7,13,3,15,19,194,164,356,225,170,393,200,203,401,416,427,841,516,428,941,408,454,862
115031300,80,30,65,93,29,39,70,0,0,0,0,0,0,0,0,0,23,74,98,40,75,117,41,55,97,697,683,1380,718,634,1351,714,668,1390,3582,3495,7078,3485,3485,6971,3362,3413,6773
115041301,34,6,26,32,12,27,39,0,0,0,0,0,0,0,0,0,13,31,46,7,34,41,20,35,49,255,260,515,247,244,490,270,255,527,1343,1307,2652,1370,1388,2755,1581,1585,3167
115041302,78,23,57,84,24,63,91,0,0,0,0,3,3,0,0,0,33,56,92,39,73,113,52,92,140,468,495,959,462,408,864,360,400,759,2968,2830,5794,3397,3264,6667,4014,4065,8075
116011303,61,49,75,121,49,84,132,3,0,3,0,0,0,3,6,7,58,61,122,96,141,230,112,133,247,635,582,1214,552,554,1100,522,557,1080,2149,2069,4219,2382,2399,4785,2474,2496,4974
116011304,58,38,58,91,31,63,96,0,0,0,0,0,0,3,3,5,26,57,88,62,76,134,74,111,192,594,634,1227,578,540,1121,465,420,884,2485,2496,4976,2650,2543,5196,2729,2691,5423
116011306,100,41,54,93,47,61,108,3,6,9,0,7,7,0,3,4,56,92,151,70,77,150,90,106,194,724,723,1444,699,622,1328,538,596,1130,3203,3257,6462,3282,3293,6575,3535,3586,7117
116011307,102,29,68,94,36,72,105,0,0,3,0,5,3,0,0,3,39,93,130,49,99,155,68,109,179,804,779,1582,671,654,1323,677,719,1400,3560,3481,7048,3528,3583,7111,3614,3740,7354
116011308,94,53,85,141,49,80,132,4,0,4,0,3,5,0,0,0,49,78,128,85,141,229,113,119,235,700,681,1384,682,633,1312,693,715,1404,3275,3366,6644,3346,3441,6781,3656,3649,7305
116011560,54,18,36,55,27,42,71,0,3,3,0,0,0,0,0,0,37,51,86,45,52,99,54,73,130,465,476,945,369,374,739,366,386,748,1767,1782,3551,1808,1918,3729,1993,2000,3993
116011561,53,40,49,85,33,51,80,0,5,5,3,0,3,0,0,0,31,51,85,72,80,155,67,88,158,525,528,1051,378,387,768,423,480,904,2181,2171,4346,2264,2337,4602,2457,2519,4973
116021309,64,31,45,76,29,48,73,0,0,0,0,0,0,0,0,0,75,63,142,93,99,191,108,119,226,406,345,753,273,240,513,199,205,401,2459,2336,4800,2844,2716,5560,2847,2844,5691
116021310,60,41,66,103,40,98,138,0,0,0,0,0,0,0,0,0,34,49,80,59,89,146,91,130,218,1253,499,1750,1096,339,1437,1647,661,2305,2478,1800,4277,4149,3532,7680,6448,5422,11873
116021312,42,13,29,37,20,40,63,0,0,3,0,8,8,0,0,0,23,40,63,14,39,51,40,62,104,391,397,786,404,376,780,652,577,1227,1638,1652,3296,1656,1672,3326,2748,2633,5382
116021562,14,3,10,14,3,15,14,0,0,0,0,0,0,0,0,0,3,14,20,8,11,17,5,20,25,65,59,125,66,79,142,61,49,112,464,517,979,596,593,1189,613,588,1202
116021563,81,42,96,130,49,76,125,4,0,4,3,0,3,0,3,3,42,71,108,60,127,187,83,117,197,574,574,1144,430,439,864,378,432,815,3626,3590,7218,3624,3643,7269,3692,3718,7415
116031313,25,10,26,33,28,47,76,0,0,3,0,0,3,0,3,6,14,30,45,30,36,64,51,97,149,1115,1162,2274,868,927,1796,925,1020,1946,3379,3361,6734,3271,3255,6523,3191,3285,6475
116031314,28,18,24,42,20,28,40,0,0,0,0,0,4,0,0,0,11,26,36,24,38,56,33,40,71,292,296,585,241,227,465,187,179,366,1404,1350,2755,1357,1349,2701,1333,1398,2730
116031315,64,36,45,77,39,66,105,3,4,8,3,3,9,0,3,3,53,50,108,50,75,128,62,106,171,607,560,1173,663,591,1253,537,593,1127,3554,3386,6940,3579,3500,7087,3492,3728,7218
116031316,27,12,34,45,18,61,80,7,6,14,0,4,4,0,3,3,22,41,62,28,58,87,39,88,124,905,916,1822,874,869,1748,1039,1032,2072,2743,2691,5433,2797,2799,5602,3468,3614,7081
116031317,77,49,72,122,58,88,149,0,3,3,5,5,4,4,3,3,47,69,115,96,123,221,129,184,307,1277,1196,2474,1016,981,2001,847,857,1707,3533,3525,7060,3857,3827,7691,3932,4150,8082
116031318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,12,5,18,0,0,0,3,0,3,16,3,21
116031319,49,26,48,78,45,66,111,0,0,0,3,3,8,3,3,4,29,43,78,46,78,123,76,118,191,681,725,1405,651,689,1333,526,519,1046,3012,3139,6147,3191,3277,6465,3261,3306,6569
117011320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
117011321,30,20,34,51,18,38,56,0,3,0,0,0,0,4,0,4,16,34,45,32,51,79,41,44,85,323,433,749,316,305,624,415,458,870,1159,1241,2401,1377,1338,2717,1726,1730,3453
117011322,70,41,62,108,91,123,211,0,0,0,3,0,3,0,5,3,40,67,107,86,100,190,180,266,448,921,845,1766,838,823,1666,814,747,1558,2852,2670,5518,3034,2953,5988,3959,3909,7869
117011323,26,16,26,48,16,41,59,0,0,0,5,0,5,0,0,0,27,23,53,43,42,80,39,65,104,451,481,933,377,374,757,461,509,969,1561,1598,3158,1628,1626,3253,1845,1914,3750
117011324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
117011325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,13,34,0,0,0,0,0,0,18,14,34
117021326,144,53,82,135,70,107,175,0,6,10,4,3,5,3,0,3,83,134,215,116,117,231,141,171,311,1235,1128,2362,1005,866,1870,1043,1002,2044,3568,3652,7220,3550,3583,7132,3834,3985,7819
117021327,151,53,94,150,54,72,127,4,0,3,0,3,3,0,0,0,87,123,207,73,128,199,81,98,179,987,895,1877,829,685,1514,946,888,1837,2620,2831,5447,2731,2916,5645,3020,3231,6252
117021328,49,18,26,44,25,32,59,0,0,0,3,0,3,0,0,0,22,41,59,33,42,74,56,49,106,416,351,772,388,270,655,268,239,501,1032,978,2006,1084,991,2075,1094,1102,2202
117031329,79,48,55,102,73,97,170,0,0,0,5,0,8,0,0,0,56,71,126,93,107,202,124,155,285,2265,1603,3870,895,508,1407,1091,742,1836,2762,2138,4898,1607,1258,2868,1881,1556,3445
117031330,102,39,80,122,34,68,103,0,0,0,0,0,0,0,0,0,58,62,120,54,99,157,60,95,157,762,555,1319,452,352,808,731,636,1366,1676,1659,3338,1574,1755,3325,2019,2171,4192
117031331,142,52,72,127,54,101,157,0,3,3,0,0,3,0,0,0,91,117,205,85,99,179,99,144,243,1410,1280,2690,961,743,1701,998,1058,2059,2746,3189,5930,2625,2851,5475,3102,3763,6858
117031332,146,56,96,159,61,90,151,4,0,3,3,0,3,0,4,3,87,130,213,109,138,246,107,168,268,1811,1599,3406,1074,941,2015,1182,1109,2288,4170,4605,8774,3742,4131,7869,4636,5641,10278
117031333,159,85,87,176,71,112,184,3,0,5,3,0,4,0,3,3,109,132,245,129,158,280,111,162,270,2653,1930,4591,1492,1458,2944,2963,1694,4651,3540,2984,6523,2517,2615,5131,3991,2866,6860
117031334,149,101,130,228,190,215,403,0,0,4,3,7,10,3,6,3,131,177,310,214,272,484,383,498,879,2725,2110,4832,1534,1257,2797,1233,1134,2366,4329,3885,8210,3649,3645,7293,4251,4843,9090
117031335,119,68,74,144,139,128,269,0,3,3,3,3,4,4,3,4,113,112,219,122,131,250,275,287,563,2259,1718,3976,1278,993,2271,1393,1310,2697,3640,3050,6689,2955,2601,5555,4292,4874,9164
117031336,131,75,74,147,100,114,211,0,3,0,0,3,4,0,4,5,132,127,260,142,145,293,229,260,498,2435,1493,3922,1318,883,2196,1395,823,2221,3579,2498,6076,2570,2063,4627,2725,2131,4854
117031337,236,159,168,325,420,555,976,3,3,9,8,3,14,10,23,30,332,463,791,546,696,1246,1124,1621,2749,4470,3928,8394,2488,2067,4556,2217,1998,4215,6659,6533,13193,5363,5469,10826,6034,6805,12844
117031338,131,68,87,153,126,173,303,4,0,7,3,3,10,3,3,9,133,168,302,180,246,423,347,428,776,1425,1179,2611,1630,1392,3017,1778,1698,3479,3155,2826,5978,3893,3646,7542,6012,6231,12247
118011339,115,71,73,142,99,134,229,0,4,4,0,3,4,3,0,0,74,103,175,104,113,226,137,180,318,1519,1293,2814,1215,1191,2401,943,981,1924,2943,2804,5749,2829,2954,5788,2848,2929,5784
118011340,153,58,92,149,117,130,242,0,0,0,0,0,0,0,0,0,69,133,207,81,142,223,144,165,315,2332,1924,4256,1316,1103,2419,1261,1220,2486,3848,3410,7260,3030,2847,5874,3248,3297,6540
118011341,111,33,80,106,90,143,228,0,0,0,0,0,0,0,3,3,82,112,192,57,119,175,125,192,313,1340,1123,2461,1045,950,1992,984,1094,2080,2623,2531,5155,2466,2592,5057,2627,2965,5594
118011342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118011343,153,43,83,123,55,91,146,0,3,3,0,0,3,0,3,3,74,120,192,66,103,168,79,132,214,1388,1503,2891,1573,1551,3126,1142,1375,2522,3509,3755,7262,3859,3926,7791,3648,3997,7649
118011344,61,15,40,56,20,39,55,0,0,0,0,0,0,0,0,0,27,61,85,26,62,80,27,50,74,634,648,1278,317,348,665,360,382,746,1660,1813,3475,1535,1620,3158,1624,1789,3417
118011345,116,38,58,93,35,66,102,0,0,0,0,0,0,0,0,0,55,90,151,46,74,120,48,92,137,920,835,1756,872,814,1686,696,804,1499,1934,2153,4089,1949,2161,4114,1995,2376,4366
118011346,62,15,34,50,19,49,62,0,0,0,0,0,0,0,0,0,31,52,74,30,49,79,25,57,80,929,934,1865,525,529,1051,398,482,881,2226,2473,4697,1964,2165,4129,1967,2351,4316
118011347,53,14,34,49,19,28,48,0,3,5,0,0,0,0,0,0,24,49,74,19,37,53,25,34,62,569,658,1222,285,379,670,361,447,810,1090,1312,2404,944,1089,2032,1041,1209,2253
118021348,151,58,114,174,70,114,182,0,8,8,0,3,4,0,3,3,63,133,197,77,142,220,85,147,232,1405,1171,2569,1091,953,2040,1089,1135,2220,3465,3431,6896,3442,3622,7065,3652,4144,7798
118021350,66,24,58,86,31,51,86,0,0,3,0,0,0,0,3,3,42,60,95,44,76,122,68,90,157,2055,1063,3126,2065,801,2866,2455,985,3440,4043,3166,7213,4382,3071,7451,5129,3596,8725
118021564,63,25,30,50,44,59,108,0,0,0,3,0,3,0,0,0,60,72,132,71,62,135,78,120,197,539,412,949,609,483,1096,566,597,1170,2516,2230,4749,3204,2934,6133,4000,3885,7881
118021565,55,25,42,58,42,38,83,5,0,3,0,0,0,0,0,0,34,47,83,62,83,148,100,91,189,776,642,1417,530,506,1038,441,399,837,2990,2610,5596,3176,2917,6096,4012,3596,7607
118021566,36,13,32,45,18,36,56,0,0,0,0,0,0,0,0,0,15,32,50,21,43,65,33,55,90,438,350,785,344,393,735,239,241,484,1415,1351,2762,1416,1497,2913,1426,1535,2963
118021567,54,26,30,58,32,60,94,4,3,4,0,0,0,0,0,0,45,43,91,38,51,93,45,94,134,556,602,1153,583,565,1153,419,415,834,1584,1569,3148,1757,1687,3443,1628,1706,3340
118021568,46,22,43,64,34,38,71,0,3,3,0,0,0,0,0,0,39,30,73,44,69,108,51,83,140,521,472,994,417,450,868,319,330,646,1679,1518,3192,1732,1694,3424,1888,1812,3699
118021569,114,42,84,118,45,78,121,3,0,3,0,0,0,3,0,3,51,105,157,53,102,157,64,98,164,669,669,1337,596,600,1197,504,569,1081,2192,2419,4614,2222,2467,4693,2370,2603,4975
118021570,65,28,50,79,38,54,85,0,0,4,0,0,0,0,0,0,36,53,92,41,77,119,68,69,130,529,500,1029,490,440,929,751,625,1375,1751,1872,3621,1865,1921,3784,2354,2334,4689
119011354,86,14,36,56,18,81,98,0,0,0,3,0,3,3,5,9,42,83,127,31,66,101,55,144,200,843,847,1690,738,707,1450,708,722,1426,3057,3058,6116,3077,3155,6232,3443,3681,7132
119011355,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,0,0,0,0,0,0,42,42,80,0,0,0,0,0,0,137,163,302
119011356,48,16,27,42,20,36,55,0,0,4,0,3,5,0,0,0,21,41,68,33,40,72,24,80,108,488,459,949,478,441,922,376,363,734,1596,1576,3166,1804,1652,3450,1932,1920,3853
119011357,72,35,53,86,42,90,133,5,3,8,6,3,4,0,7,7,52,79,136,66,93,154,97,169,262,1141,1147,2284,1002,993,1988,928,939,1869,4066,4158,8228,4361,4377,8736,4687,4742,9424
119011358,69,21,39,56,31,55,80,0,0,3,0,0,3,0,0,0,33,67,94,36,53,90,42,87,127,527,567,1094,487,463,944,416,404,825,2169,2177,4349,2233,2246,4478,2341,2313,4655
119011359,83,34,71,103,33,67,102,7,0,3,0,0,0,0,0,0,47,66,109,47,91,135,48,93,145,621,636,1255,612,626,1240,580,645,1218,3390,3354,6742,3519,3566,7083,3768,4014,7778
119011360,46,38,47,82,19,39,64,0,3,3,0,0,0,0,0,0,16,44,57,50,68,120,44,75,116,509,511,1019,476,537,1009,444,455,901,1984,1957,3944,2210,2315,4527,2362,2401,4757
119011361,76,45,72,114,38,78,112,9,6,9,0,0,0,3,0,3,39,71,117,60,107,168,73,138,212,826,804,1628,928,812,1737,729,746,1481,2811,2844,5655,3265,3241,6504,3478,3504,6981
119011571,93,37,66,107,47,103,154,5,0,5,3,0,3,0,5,8,66,77,139,78,116,199,105,184,289,926,916,1843,875,814,1685,641,707,1345,2536,2499,5036,2745,2726,5475,2727,2965,5695
119011572,89,24,45,72,41,83,123,4,9,9,0,0,0,0,3,5,60,88,142,71,89,156,80,152,236,781,829,1613,877,866,1745,766,778,1549,2371,2364,4736,2796,2790,5585,2832,2829,5660
119021362,72,34,79,112,41,62,105,4,3,7,0,0,0,3,5,10,27,81,107,60,113,176,83,118,202,1030,989,2021,807,821,1627,541,607,1146,2925,2809,5729,3028,2928,5958,2914,2913,5825
119021363,170,87,157,240,124,190,310,3,3,9,3,3,9,4,0,6,123,174,295,188,276,462,276,347,618,1425,1197,2628,1192,1115,2310,939,943,1887,4302,4111,8420,4351,4270,8625,4809,4802,9610
119021364,76,40,44,83,33,84,110,3,3,3,0,3,3,0,5,7,51,59,110,63,68,127,55,118,182,915,939,1849,641,654,1296,736,760,1494,3142,3201,6345,3139,3057,6195,3563,3583,7146
119021366,77,56,53,108,40,62,98,3,3,6,0,3,3,3,6,11,44,68,112,89,92,183,109,138,246,910,894,1810,1074,927,2000,800,730,1529,3209,3051,6261,3613,3365,6974,3813,3551,7364
119021367,34,25,29,51,17,28,48,0,4,7,0,0,0,3,0,3,24,36,66,41,43,86,35,58,87,534,571,1110,597,592,1184,469,482,945,1770,1864,3633,2090,2097,4186,2227,2251,4479
119021573,95,49,58,103,55,118,175,0,3,4,11,8,14,3,4,7,60,106,166,145,118,266,170,214,386,965,794,1760,872,736,1602,694,638,1331,2849,2447,5304,3102,2615,5718,3293,2902,6193
119021574,51,32,46,74,32,56,87,3,0,4,0,0,0,0,0,4,40,55,91,93,73,167,93,108,196,611,564,1173,657,522,1177,445,423,865,1732,1597,3327,1965,1660,3626,2057,1763,3821
119031368,124,47,102,150,86,117,203,0,4,4,3,4,3,3,0,3,66,109,168,99,172,266,194,226,415,849,793,1638,553,570,1132,618,595,1205,3294,3241,6538,3262,3296,6561,3997,3881,7883
119031369,113,41,87,123,58,100,156,0,4,3,0,3,3,3,0,4,57,93,155,79,126,201,99,141,242,805,745,1549,578,575,1150,598,638,1232,3203,3212,6415,3144,3162,6309,3401,3589,6986
119031370,58,28,43,67,19,57,70,0,0,3,0,3,3,3,0,4,30,48,79,46,57,101,55,94,151,471,499,972,521,577,1104,387,393,779,1754,1879,3633,1873,2048,3920,1944,2085,4031
119031371,56,13,41,55,21,42,64,0,0,0,0,0,0,0,0,0,26,45,68,20,45,67,28,67,95,267,277,537,255,261,515,246,242,487,1710,1752,3464,1771,1785,3553,1904,1889,3794
119031372,73,19,44,60,26,38,68,0,0,4,0,0,0,0,0,0,34,53,92,27,55,90,44,56,99,517,631,1151,400,423,828,342,428,775,2536,2599,5137,2496,2423,4926,2572,2585,5154
119031373,50,18,34,53,26,58,83,0,0,3,0,4,3,0,5,3,31,43,74,26,44,73,55,104,158,507,543,1048,567,523,1085,414,416,825,1486,1494,2982,1541,1543,3083,1687,1695,3388
